@relation 'bugzilla-weka.filters.unsupervised.attribute.Remove-R1,2'

@attribute ns numeric
@attribute nm numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,1,2,1,0.000639,0.000639,1565,1,31,30,1,38,38,30,0
1,1,1,0,0.003447,0.000862,2321,1,26,13,1,628,191.083333,559,0
1,1,1,0,0.000431,0.000431,2318,1,26,3,1,31,31,26,0
1,1,1,0,0.003884,0.000863,2317,1,25,7,1,430,147.821429,390,1
1,1,1,0,0.006477,0.000432,2316,1,25,4,1,429,147.988095,389,1
1,1,2,0.996792,0.005832,0,1286,1,30,73,1,428,147.038095,388,1
1,1,1,0,0.003474,0,2303,1,25,27,1,19,9.333333,18,0
1,1,3,0.962947,0.002301,0.001022,1304,1,27,36,0.666667,424,154.15,385,1
3,3,23,0.720696,0.027913,0.021358,411.217391,1,35,1937,0.913043,204,138,202,1
1,1,1,0,0.000435,0.000435,2298,1,25,7,1,5,3.5,4,1
1,1,2,1,0.000793,0,1260.5,1,29,133,1,15,13,13,0
3,3,5,0.67774,0.024343,0.000964,829.8,1,31,93,1,185,81.683333,184,1
1,1,1,0,0.000437,0.000437,2288,1,23,5,1,397,160.066667,367,0
1,1,1,0,0.000437,0.000437,2288,1,23,1,1,396,159.55,366,0
1,1,1,0,0.000874,0.000874,2288,1,23,8,1,135,58.566667,103,0
1,1,1,0,0.008741,0,2288,1,23,16,1,8,8,7,1
1,1,1,0,0.00088,0.00044,2272,1,23,3,1,165,162.5,121,0
1,1,1,0,0.021145,0.014978,2270,1,23,1,1,7,7,6,0
1,1,1,0,0.001785,0.000892,2241,1,22,5,1,45,27,40,0
1,1,1,0,0.000446,0.000446,2240,1,22,7,1,43,25,38,0
1,1,1,0,0.000446,0.000446,2240,1,22,2,1,133,90.25,101,0
1,1,1,0,0.000446,0.000446,2240,1,22,13,1,558,207.366667,504,0
1,1,7,0.745943,0.062921,0.000613,699.285714,1,30,245,0.714286,388,169.366667,363,1
1,1,1,0,0.000922,0,2170,1,22,3,1,557,223.033333,503,0
1,1,1,0,0.000462,0.000462,2166,1,22,3,1,72,72,50,0
1,1,2,0.845351,0.003671,0.000367,1362,1,22,29,1,67,67,45,1
1,1,4,0.704835,0.015043,0.010964,980.5,1,28,42,1,552,221.45,499,1
1,1,1,0,0.000462,0.000462,2165,1,22,1,1,535,207.283333,485,0
1,1,1,0,0.000924,0.000924,2165,1,22,23,1,534,206.45,484,1
1,1,1,0,0.000463,0.000463,2161,1,22,9,1,529,212.333333,480,0
1,1,1,0,0.000463,0.000463,2161,1,22,15,1,30,30,21,0
1,1,1,0,0.000925,0.000925,2161,1,21,2,1,520,206.333333,475,0
1,1,5,0.924421,0.002757,0.002256,798,1,27,89,0.8,517,204.5,472,0
1,1,1,0,0.000925,0.000463,2161,1,21,2,1,3,3,3,0
1,1,1,0,0.000929,0.000929,2153,1,20,2,1,485,371,415,1
1,1,1,0,0.000464,0.000464,2153,1,20,21,1,670,670,595,0
1,1,1,0,0.011147,0.000464,2153,1,20,0,1,665,665,590,1
1,1,1,0,0.000468,0.007494,2135,1,20,1,1,664,664,589,1
1,1,1,0,0.007459,0.000466,2145,1,20,1,1,661,661,586,1
1,1,5,0.7393,0.006975,0.03848,831.6,1,26,57,1,480,387,411,1
1,1,1,0,0.015435,0.016838,2138,1,20,5,1,660,660,585,1
1,1,1,0,0.004677,0.005613,2138,1,20,3,1,494,235.583333,452,0
1,1,2,0.904381,0.019293,0.000804,1244,1,20,5,1,145,99.833333,128,0
1,1,1,0,0.000482,0.000482,2073,1,20,1,1,349,259.666667,330,0
1,1,1,0,0.008201,0.01206,2073,1,20,0,1,348,259.666667,329,1
1,1,1,0,0.00097,0.00097,2062,1,20,0,1,400,351.5,354,0
1,1,1,0,0.010721,0.006335,2052,1,20,1,1,486,265.083333,446,0
1,1,1,0,0.003444,0.00287,1742,1,20,5,1,487,487,437,0
2,2,4,0.95282,0.002219,0.002219,901.25,1,24,17,1,82,44.5,79,0
1,1,1,0,0.001722,0.000574,1742,0,20,1,1,482,267.666667,442,0
1,1,1,0,0.002874,0.005172,1740,1,20,0,1,393,360.5,349,1
1,1,1,0,0.025244,0.015491,1743,1,20,3,1,456,456,415,1
1,1,1,0,0.001157,0.000578,1729,1,20,1,1,452,452,412,0
1,1,1,0,0.001157,0.001157,1728,1,20,0,1,451,451,411,1
1,1,1,0,0.019676,0.005208,1728,1,20,2,1,450,450,410,1
1,1,1,0,0.000576,0.000576,1737,1,20,1,1,367,338,334,0
3,3,9,0.851602,0.003708,0.003708,419.555556,0,25,9,0.111111,9,9,9,0
1,1,1,0,0.002301,0.000575,1738,1,19,0,1,296,270.5,276,0
1,1,1,0,0.008078,0.013849,1733,1,19,3,1,283,257.5,271,0
1,1,1,0,0.00115,0.000575,1739,1,19,0,1,281,255.5,269,0
2,2,2,0.696212,0.008651,0.000577,867,1,19,288,1,277,251.5,268,1
1,1,1,0,0.000587,0.000587,1704,1,19,0,1,272,246.5,261,0
1,1,2,0.977418,0.003181,0.003579,1257.5,1,23,26,1,242,226.5,234,1
1,1,1,0,0.004308,0.008,1625,1,19,6,1,235,227,228,0
1,1,1,0,0.004923,0.005538,1625,1,19,0,1,210,181.083333,203,1
1,1,3,0.595906,0.00454,0.000908,1101.333333,1,23,28,1,231,231,224,0
1,1,1,0,0.003755,0.000626,1598,1,18,0,1,224,224,217,0
1,1,2,0.877962,0.014543,0.006981,859.5,1,18,17,1,213,213,206,0
1,1,1,0,0.000629,0,1590,1,18,1,1,4,4,4,1
1,1,2,0.468996,0,0.004052,1234,1,21,6,0.5,202,202,195,0
1,1,1,0,0.006378,0,1568,1,17,1,1,117,117,110,0
1,1,1,0,0.000639,0.000639,1564,1,17,13,1,399,234.166667,375,0
1,1,1,0,0.026854,0.007673,1564,1,17,7,1,986,812.65,929,1
1,1,1,0,0.001943,0,1544,1,17,4,1,5,5,5,0
1,1,1,0,0.012953,0.007772,1544,1,16,1,1,894,740.65,845,1
1,1,1,0,0.000651,0.000651,1535,1,16,0,1,177,153.333333,170,0
1,1,1,0,0.000651,0.000651,1535,1,16,0,1,394,246.666667,370,1
1,1,1,0,0.000654,0.000654,1529,1,16,0,1,393,245.666667,369,0
1,1,1,0,0.001962,0.001962,1529,1,16,0,1,171,147.333333,164,0
1,1,1,0,0.021597,0.002618,1528,1,16,8,1,104,104,98,1
1,1,1,0,0.024455,0.005288,1513,1,16,3,1,157,133.333333,151,1
1,1,2,0.315057,0.044963,0.006245,1201,1,20,0,0.5,99,99,94,1
1,1,1,0,0.010951,0.010267,1461,1,16,2,1,74,61.5,72,1
1,1,1,0,0.019204,0.032236,1458,1,16,6,1,72,59.5,70,1
1,1,1,0,0.004791,0.003422,1461,1,16,4,1,88,64.333333,86,0
1,1,3,0.332896,0.027611,0.00354,941.666667,1,21,84,1,17,13.333333,17,1
1,1,1,0,0.001371,0.000685,1459,1,15,1,1,64,54.5,62,0
1,1,1,0,0.002743,0.000686,1458,1,15,1,1,79,79,75,0
1,1,3,0.953632,0.040057,0.004769,699,1,19,104,1,77,77,73,1
1,1,1,0,0.002083,0.002083,1440,1,15,7,1,74,74,70,0
1,1,1,0,0.001389,0,1440,1,15,5,1,73,73,69,0
1,1,1,0,0.002086,0.001391,1438,1,15,2,1,70,70,66,0
1,1,2,0.995727,0.006562,0.004812,1143,1,20,8,0.5,68,68,64,0
1,1,1,0,0.001404,0.000702,1425,1,15,14,1,49,47,38,0
1,1,1,0,0.000702,0.000702,1424,1,15,0,1,370,302,349,0
1,1,1,0,0.001404,0.000702,1424,1,15,2,1,369,301,348,0
1,1,1,0,0.001404,0.001404,1424,1,15,0,1,48,46,37,0
1,1,1,0,0.000702,0.000702,1424,1,15,0,1,47,45,36,0
1,1,1,0,0.013343,0,1424,1,15,1,1,46,44,35,1
1,1,1,0,0.035411,0.015581,1412,1,15,4,1,363,297.5,342,0
1,1,1,0,0.000719,0.000719,1391,0,15,4,1,31,31,30,0
1,1,1,0,0.010065,0,1391,1,15,0,1,45,45,34,1
1,1,1,0,0.001458,0.001458,1372,1,15,11,1,44,44,33,0
1,1,1,0,0.000729,0.000729,1372,1,14,35,1,145,126.5,131,0
1,1,1,0,0.002232,0.000744,1344,1,14,12,1,40,40,38,0
1,1,2,0.977418,0.002742,0.005027,1094,1,18,14,1,18,18,17,1
1,1,1,0,0.006696,0.000744,1344,1,13,8,1,14,14,13,1
1,1,1,0,0.017126,0.000745,1343,1,12,15,1,33,33,26,1
1,1,1,0,0.001505,0.00301,1329,1,12,18,1,24,16.5,24,0
1,1,1,0,0.001506,0,1328,1,12,0,1,11,11,6,0
1,1,1,0,0.001506,0.001506,1328,1,12,23,1,10,10,5,1
1,1,1,0,0.003012,0.002259,1328,1,11,0,1,147,147,140,1
1,1,2,0.896038,0.002984,0.004973,1005.5,1,15,1,1,118,118,113,1
1,1,2,0.550984,0.016941,0.005808,1033,1,14,25,1,116,116,111,0
1,1,1,0,0.003885,0.000777,1287,1,10,0,1,113,113,108,0
1,1,1,0,0.002333,0,1286,1,10,2,1,112,112,107,1
1,1,1,0,0.006235,0.007015,1283,1,10,1,1,38,38,37,1
1,1,1,0,0.055167,0,1287,1,10,2,1,110,110,105,1
1,1,1,0,0.000833,0.000833,1200,1,10,5,1,31,31,30,1
1,1,1,0,0.10241,0.089501,1162,1,10,7,1,87,87,83,1
1,1,2,0.811278,0.000835,0.005848,598.5,1,13,17,1,78,78,74,0
1,1,1,0,0.007779,0.004322,1157,1,10,1,1,28,28,27,0
1,1,2,0.836641,0.005958,0.000917,1091,1,15,18,1,27,27,26,1
1,1,1,0,0.00434,0.000868,1152,1,10,10,1,54,36.166667,54,0
1,1,4,0.772947,0.010946,0.003518,639.5,1,15,53,1,67,67,63,1
1,1,1,0,0.005213,0.00695,1151,1,10,0,1,63,63,59,1
1,1,2,1,0.009205,0.004184,597.5,1,13,251,1,60,60,56,1
1,1,1,0,0.011314,0.004352,1149,1,10,0,1,50,50,46,0
1,1,1,0,0.004378,0.000876,1142,1,10,1,1,49,49,45,0
1,1,1,0,0.027122,0.025372,1143,1,10,2,1,46,46,43,1
1,1,1,0,0.003512,0.002634,1139,1,10,6,1,35,35,33,0
1,1,5,0.771701,0.022386,0.085385,625.4,1,14,151,0.8,5,5,5,1
1,1,1,0,0.000873,0.000873,1145,0,9,1,1,23,23,22,0
1,1,1,0,0.003493,0.003493,1145,0,9,0,1,22,22,21,0
1,1,3,0.864974,0.001446,0.002169,461,1,14,0,0.333333,46,35,46,0
1,1,4,0.820112,0.013859,0.010128,469,1,14,42,0.5,43,32,43,1
1,1,1,0,0.000877,0.000877,1140,1,8,1,1,53,41.5,51,1
1,1,1,0,0.002632,0.002632,1140,1,8,2,1,51,40,49,0
1,1,1,0,0.029825,0.023684,1140,1,8,6,1,49,38,47,0
1,1,1,0,0.025618,0,1132,1,8,2,1,128,86,111,0
1,1,1,0,0.001799,0.000899,1112,1,8,0,1,47,39.5,45,0
1,1,1,0,0.0009,0.0009,1111,1,8,4,1,46,38.5,44,0
1,1,7,0.683186,0.044657,0.012627,463.857143,1,13,810,1,118,89,102,1
1,1,1,0,0.000933,0.000933,1072,1,8,2,1,12,12,12,1
1,1,1,0,0.010261,0.009328,1072,1,8,4,1,110,81,94,1
1,1,1,0,0.117647,0.015873,1071,1,8,23,1,107,80,91,1
1,1,1,0,0.06409,0.067141,983,1,8,0,1,35,30,33,1
1,1,1,0,0.08502,0.008097,988,1,8,0,1,32,27,30,1
1,1,3,0.434926,0.206716,0.036726,635.333333,1,8,170,1,81,38.333333,79,1
1,1,3,0.334649,0.018001,0.009311,537,1,14,80,1,11,11,11,0
1,1,1,0,0.065946,0,925,1,8,34,1,8,8,8,1
1,1,1,0,0.003356,0.004474,894,1,8,0,1,6,6,6,1
1,1,1,0,0.01566,0.00783,894,1,8,52,1,4,4,4,1
1,1,1,0,0.002247,0.002247,890,0,7,0,1,28,28,28,0
1,1,1,0,0.056387,0.042578,869,1,7,2,1,27,27,25,0
1,1,1,0,0.018583,0,861,1,7,13,1,101,101,85,0
1,1,1,0,0.0047,0.001175,851,0,7,17,1,92,92,76,0
1,1,1,0,0.012926,0.010576,851,1,7,0,1,72,62.333333,68,1
1,1,1,0,0.001178,0,849,1,7,6,1,66,66,51,0
1,1,1,0,0.007075,0.003538,848,1,7,8,1,15,15,15,1
1,1,1,0,0.001183,0.001183,845,0,7,26,1,21,21,21,0
1,1,1,0,0.063905,0.014201,845,1,7,6,1,4,4,4,1
1,1,1,0,0.001199,0.001199,834,0,6,0,1,68,60.166667,64,0
1,1,1,0,0.013189,0.005995,834,1,6,3,1,60,52.166667,56,0
1,1,1,0,0.008434,0.001205,830,0,6,11,1,59,51.166667,55,0
1,1,1,0,0.001206,0.001206,829,0,5,43,1,486,383.333333,482,0
1,1,1,0,0.001206,0.002413,829,0,4,4,1,7,7,7,0
1,1,1,0,0.00241,0.001205,830,0,4,15,1,6,6,6,0
1,1,4,0.784423,0.064862,0.018386,489.5,0,7,18,0.75,477,426,473,1
1,1,1,0,0.015625,0.002604,768,1,2,1,1,472,421,468,0
1,1,1,0,0.004071,0.004071,737,0,2,1,1,51,51,50,0
1,1,2,0.811278,0.003086,0.001029,486,1,2,41,1,447,406,443,1
1,1,1,0,0.001359,0.001359,736,1,2,1,1,418,382,414,0
1,1,1,0,0.015942,0.002899,690,0,2,2,1,362,329.5,358,0
1,1,1,0,0.004367,0,687,0,2,0,1,358,326,354,1
1,1,1,0,0.001473,0.001473,679,0,2,1,1,348,316,344,0
1,1,1,0,0.008982,0.001497,668,1,2,0,1,321,289,317,0
1,1,1,0,0.096386,0.012048,664,0,2,0,1,320,288,316,1
1,1,1,0,0,0.001592,628,0,2,0,1,314,282,310,0
1,1,1,0,0.065916,0.027331,622,1,2,1,1,300,268,296,1
1,1,1,0,0.004405,0,454,0,2,0,1,263,232,259,1
1,1,3,0.906679,0.155203,0.022928,378,1,6,17,1,260,229,256,1
1,1,1,0,0.004854,0.004854,412,1,1,0,1,152,152,149,0
1,1,1,0,0.004854,0.002427,412,1,1,0,1,151,151,148,1
1,1,1,0,0.019465,0.014599,411,1,1,2,1,150,150,147,0
1,1,4,0.900101,0.148649,0.322072,222,0,9,475,1,29,29,25,0
1,1,1,0,0.003783,0.001261,793,1,3,5,1,1,1,1,0
1,1,1,0,0.018168,0.000757,1321,1,20,497,1,667,667,592,0
1,1,1,0,0.000767,0.012279,1303,1,20,497,1,666,666,591,0
1,1,1,0,0.012186,0.000762,1313,1,20,496,1,662,662,587,0
1,1,1,0,0.001404,0.001404,1425,1,12,8,1,189,176.5,182,0
1,1,3,0.903214,0.004267,0.00569,468.666667,0,18,829,1,570,470.25,541,0
1,1,1,0,0.00466,0.002663,1502,1,15,93,1,668,568.25,635,0
1,1,1,0,0.073154,0.00069,1449,0,14,86,1,571,471.25,542,0
1,1,1,0,0.001448,0.007241,1381,0,14,82,1,565,465.25,536,0
1,1,4,0.737191,0.008206,0.000283,883.5,1,39,5385,1,13,13,10,0
1,1,1,0,0.000622,0.000622,1608,1,28,885,1,154,108.5,124,0
1,1,2,0.918296,0.001252,0.001252,1198.5,1,30,1430,1,97,95,80,0
1,1,1,0,0.001866,0.001866,1608,1,26,706,1,95,93.5,78,0
1,1,1,0,0,0.000622,1608,1,26,706,1,93,91.5,76,0
1,1,1,0,0.000622,0.000622,1609,1,26,704,1,90,88.5,73,0
1,1,1,0,0.002486,0.001243,1609,1,26,660,1,40,40,32,0
1,1,1,0,0.000622,0,1607,1,26,648,1,627,191.933333,558,0
1,1,1,0,0.005604,0.001868,1606,1,25,621,1,623,201.183333,556,0
1,1,1,0,0.000624,0.000624,1602,1,23,457,1,566,192.7,511,0
1,1,1,0,0.000624,0.000624,1602,1,23,457,1,565,191.7,510,0
1,1,1,0,0.001248,0.000624,1602,1,23,457,1,564,190.7,509,0
1,1,4,0.852885,0.023499,0.016971,766,1,28,1410,0.75,548,217.45,495,0
1,1,1,0,0.000626,0,1598,1,22,350,1,132,92.5,100,0
1,1,1,0,0.015028,0.000626,1597,1,20,228,1,669,669,594,0
1,1,1,0,0.000633,0.010133,1579,1,20,228,1,668,668,593,0
1,1,1,0,0.010069,0.000629,1589,1,20,227,1,663,663,588,0
1,1,1,0,0.001267,0.000633,1579,1,19,98,1,282,256.5,270,0
1,1,3,0.595906,0.004586,0.000917,1090.333333,1,23,230,1,234,234,227,0
1,1,1,0,0.003805,0.000634,1577,1,18,62,1,225,225,218,0
1,1,2,0.877962,0.014723,0.007067,849,1,18,130,1,215,215,208,0
1,1,2,0.468996,0,0.004042,1237,1,21,106,1,204,204,197,0
1,1,1,0,0.006378,0,1568,1,17,26,1,118,118,111,0
1,1,1,0,0.000639,0.000639,1564,1,17,25,1,400,235.166667,376,0
1,1,1,0,0.026854,0.007673,1564,1,17,12,1,985,811.65,928,0
1,1,1,0,0.001295,0,1544,1,17,5,1,6,6,6,0
1,1,1,0,0.012953,0.007772,1544,1,16,1,1,893,739.65,844,0
1,1,5,0.916969,0.002976,0.004808,873.6,1,25,536,0.8,548,548,489,0
1,1,6,0.843576,0.007713,0.00751,821.166667,1,25,643,0.833333,543,543,484,0
1,1,1,0,0.001027,0,1948,1,20,73,1,506,506,451,0
1,1,1,0,0.003064,0.002554,1958,1,20,63,1,489,489,439,0
2,2,3,0.884615,0.002968,0.002639,1010.666667,1,20,174,1,455,455,442,0
1,1,1,0,0.079341,0.078825,1941,0,20,50,1,430,430,395,0
1,1,1,0,0.003091,0.002061,1941,0,20,49,1,429,429,394,0
1,1,2,0.086312,0.127242,0.122504,1477.5,0,24,105,1,426,426,391,0
1,1,2,0.918296,0.003051,0.001017,1475,1,24,105,1,424,424,389,0
1,1,1,0,0.017571,0.002584,1935,1,20,49,1,359,359,335,0
1,1,1,0,0.004184,0,1912,0,19,48,1,355,355,332,0
1,1,1,0,0.00315,0.000525,1905,0,19,48,1,352,352,330,0
1,1,1,0,0.0021,0.00105,1905,1,19,48,1,351,351,329,0
1,1,1,0,0.013663,0,1903,0,19,47,1,348,348,326,0
1,1,1,0,0.001063,0,1881,0,19,47,1,347,347,325,0
1,1,1,0,0.017344,0,1845,0,19,42,1,319,319,304,0
1,1,3,0.69137,0.003877,0.002684,1117.666667,0,24,198,1,309,309,295,0
1,1,2,0.522559,0.006834,0.000911,1097.5,0,22,92,1,305,305,291,0
2,2,3,0.549345,0.002339,0.012476,855,0,24,117,1,290,290,285,0
2,2,3,0.621821,0.013235,0.001231,1083,1,23,91,1,285,285,280,0
1,1,5,0.785855,0.004681,0.00413,726.4,1,21,397,0.8,281,281,271,0
1,1,1,0,0.026968,0.025867,1817,1,19,35,1,272,272,262,0
1,1,2,0.924134,0.009111,0.015184,1152.5,1,21,125,1,240,240,233,0
1,1,4,0.811035,0.005723,0.005723,786.25,0,24,125,1,170,170,164,0
1,1,1,0,0.002902,0.00058,1723,1,19,20,1,149,149,143,0
1,1,3,0.71988,0.009692,0.00057,1169.333333,1,23,61,1,59,59,59,0
1,1,1,0,0.000591,0.000591,1691,0,19,15,1,55,55,55,0
1,1,2,0.182138,0.027515,0.037889,1108.5,0,19,60,1,16,16,16,0
1,1,1,0,0.11236,0.035482,1691,0,19,8,1,1,1,1,0
1,1,4,0.811035,0.00552,0.00552,815.25,0,24,125,1,174,174,168,0
1,1,3,0.742592,0.012606,0.002639,1137,0,23,140,1,162,162,156,0
1,1,1,0,0.002826,0.000565,1769,1,19,20,1,148,148,142,0
1,1,1,0,0.001155,0.001155,1731,1,19,19,1,89,89,89,0
1,1,3,0.588093,0.076641,0.003332,1000.333333,1,21,199,0.666667,87,87,87,0
1,1,2,0.918296,0.005545,0,1352.5,1,23,43,1,82,82,82,0
1,1,1,0,1.792226,0.000463,2161,0,22,207,1,134,89.25,102,0
2,2,4,0.84482,0.006005,0.001557,1124,1,37,1627,1,487,487,476,0
1,1,2,0.155103,0.026928,0.00266,1504,1,34,806,1,161,161,114,0
1,1,1,0,0.010706,0.005551,2522,1,31,255,1,299,299,157,0
1,1,1,0,0.000397,0.005161,2519,1,31,255,1,18,18,13,0
1,1,1,0,0.005142,0.000396,2528,1,31,255,1,13,13,11,0
1,1,2,0.650022,0.006209,0.002661,1691,1,35,479,1,122,122,76,0
1,1,1,0,0.004775,0.000398,2513,1,30,229,1,196,196,144,0
1,1,1,0,0.002391,0.000797,2509,1,29,214,1,163,163,118,0
1,1,1,0,0.003189,0.001594,2509,1,29,188,1,32,13.433333,29,0
1,1,1,0,0.011173,0.000399,2506,1,29,187,1,53,46,32,0
1,1,1,0,0.003217,0.001206,2487,1,29,187,1,36,36,26,0
1,1,1,0,0.000402,0.001609,2486,1,29,186,1,29,29,21,0
1,1,1,0,0.000804,0.003619,2487,1,29,182,1,262,199.5,208,0
1,1,1,0,0.001623,0.001623,2465,1,28,170,1,246,187.833333,199,0
1,1,1,0,0.005274,0.007708,2465,1,28,168,1,241,182.833333,194,0
1,1,1,0,0.000809,0.000809,2471,1,28,156,1,232,175.333333,187,0
1,1,1,0,0.003642,0,2471,1,28,156,1,231,174.333333,186,0
1,1,1,0,0.019457,0,2467,1,28,156,1,228,171.333333,183,0
1,1,1,0,0.002053,0.004517,2435,1,28,153,1,463,112.440873,418,0
1,1,1,0,0.007386,0.004924,2437,1,28,153,1,219,162.833333,174,0
1,1,1,0,0.000411,0.000411,2434,1,28,118,1,168,116.166667,134,0
1,1,1,0,0.003698,0.001233,2434,1,28,101,1,160,110,130,0
1,1,1,0,0.000411,0.000411,2431,1,28,91,1,155,109.5,125,0
1,1,1,0,0.004114,0.003702,2431,1,28,81,1,150,109.5,123,0
1,1,1,0,0.000823,0.000823,2431,1,27,66,1,31,31,19,0
1,1,1,0,0.000411,0.000411,2433,1,27,55,1,141,113,116,0
1,1,1,0,0.000416,0.000416,2402,1,27,6,1,13,13,9,0
1,1,1,0,0.000393,0.000393,2544,1,37,393,1,342,342,167,0
1,1,1,0,0.004724,0.002756,2540,1,33,189,1,668,408,319,0
2,2,4,0.77581,0.00831,0.000475,1053,1,38,763,1,21,21,21,0
1,1,1,0,0.020367,0.031772,2455,1,33,169,1,658,437.5,315,0
1,1,1,0,0.031707,0.020325,2460,1,33,168,1,935,853.5,607,0
1,1,1,0,0.001222,0.001629,2455,1,33,158,1,650,430.5,313,0
1,1,1,0,0.000814,0,2456,1,33,158,1,12,12,7,0
1,1,1,0,0.003667,0.000407,2454,1,33,157,1,893,827.5,583,0
1,1,1,0,0.006536,0.002451,2448,1,33,148,1,879,817,576,0
1,1,1,0,0.001639,0.003689,2440,1,33,146,1,874,812,571,0
2,2,2,0.577004,0.009416,0.009793,1327.5,1,34,364,1,9,9,7,0
1,1,1,0,0.001245,0.00166,2410,1,31,67,1,574,574,381,0
1,1,1,0,0.012453,0.009548,2409,1,31,46,1,595,553,292,0
2,2,3,0.364374,0.045563,0.027882,980.333333,1,36,209,1,589,554.5,574,0
2,2,2,1,0.000812,0.000812,1231.5,1,31,954,1,83,44,52,0
2,2,2,0.591673,0.002888,0.000788,1904.5,1,31,25,1,903,220.6,883,0
1,1,1,0,0.009074,0.000756,2645,1,37,236,1,417,417,201,0
1,1,1,0,0.00038,0.00038,2631,1,37,205,1,332,332,164,0
1,1,1,0,0.000761,0.000381,2627,1,36,174,1,193,193,92,0
1,1,1,0,0.000381,0.000381,2626,1,36,160,1,24,24,21,0
1,1,1,0,0.000381,0.000381,2626,1,36,160,1,22,22,19,0
1,1,1,0,0.000381,0.000381,2626,1,36,160,1,18,18,15,0
1,1,1,0,0.000381,0.000381,2626,1,36,160,1,16,16,13,0
1,1,1,0,0.000762,0.000762,2626,1,36,160,1,14,14,11,0
1,1,1,0,0.000762,0.000762,2626,1,36,160,1,12,12,9,0
1,1,1,0,0.000381,0.000381,2626,1,36,160,1,10,10,7,0
1,1,1,0,0.000762,0.000762,2626,1,35,148,1,2,2,1,0
1,1,2,0.985228,0.009957,0,351.5,1,36,18,1,230,230,117,0
3,8,53,0.891911,0.018678,0.015718,369.716981,1,47,649,0.320755,134,134,133,1
2,2,4,0.951762,0.007663,0.005747,391.5,1,33,9,0.5,314,251,298,1
1,1,1,0,0.051948,0.012987,77,1,19,73,1,193,137.333333,153,1
1,1,1,0,0.066667,0.026667,75,1,19,34,1,217,61.57381,166,0
1,1,1,0,0.014286,0.014286,70,1,19,16,1,670,218.580952,589,0
1,1,1,0,0.128571,0.128571,70,1,19,6,1,96,90.5,80,1
1,1,1,0,0.15493,0.014085,71,1,19,5,1,16,7.333333,15,1
1,1,1,0,0.029412,0.014706,68,1,18,185,1,18,18,17,1
1,1,2,0.811278,0.008163,0,245,1,26,14,1,673,362.5,597,1
1,1,1,0,0.210526,0.491228,57,1,13,29,1,217,188.083333,210,1
1,1,1,0,0.030303,0,66,1,13,44,1,1053,868.1,993,0
1,1,1,0,0.013514,0,74,1,11,0,1,15,15,14,1
1,1,1,0,0.616438,0.479452,73,1,10,12,1,147,127.5,132,1
1,1,1,0,0.0125,0.0125,80,1,9,45,1,39,39,37,1
1,1,1,0,0.012987,0.012987,77,1,7,1,1,81,81,65,1
1,1,1,0,0.025974,0,77,1,7,208,1,77,77,61,1
1,1,1,0,0.015873,0.015873,63,0,5,3,1,266,235,262,0
1,1,17,0.766018,0.122365,0.108616,128.352941,1,3,812,0.588235,111,111,111,1
1,1,3,0.78712,0.005093,0.049236,196.333333,0,1,3,0.333333,28,28,28,0
1,1,3,0,0,0,79.333333,1,1,0,0.333333,6,6,6,1
1,1,2,0.99403,0.231579,0.231579,47.5,0,2,130,1,6,6,6,0
1,1,1,0,0.058824,0.014706,68,1,19,1027,1,195,139.333333,155,0
1,1,1,0,0.030303,0,66,1,13,115,1,1052,867.1,992,0
1,1,2,0.896038,0.020761,0.00692,289,1,32,827,1,468,468,238,0
1,1,1,0,0.066667,0.026667,75,1,19,248,1,194,138.333333,154,0
1,1,1,0,0.068493,0.027397,73,1,19,175,1,217,61.57381,166,0
2,2,4,0.203283,0.008772,0.042398,513,1,28,28,1,240,240,229,1
1,1,3,0.605919,0.246299,0.115747,247.666667,1,30,27,0.666667,1467,942.666667,922,1
2,4,38,0.878719,0.023658,0.041583,289.210526,1,44,2143,0.868421,1348,861.5,1297,1
1,1,1,0,0.007143,0.007143,280,1,22,69,1,1280,804.666667,794,0
2,3,4,0.946833,0.016592,0.004467,391.75,1,24,119,1,929,847.5,901,1
2,2,2,0.684038,0.004252,0.005102,588,1,23,113,1,229,229,220,0
1,1,1,0,0.003817,0.003817,262,1,20,52,1,223,64.571429,170,0
1,1,1,0,0.014652,0.014652,273,1,20,26,1,107,94.5,89,0
1,1,1,0,0.076923,0.040293,273,1,19,62,1,3,3,2,1
1,1,1,0,0.033708,0.003745,267,1,17,20,1,431,146.114286,391,1
2,2,2,0.845351,0.005241,0.006289,477,1,19,179,1,408,141.95,403,0
1,1,1,0,0.009174,0.004587,218,1,17,21,1,536,208.283333,486,0
1,1,1,0,0.922374,0.022831,219,1,17,5,1,375,200.583333,352,1
1,1,1,0,0.04717,0.009434,106,1,14,25,1,485,371,415,1
1,1,1,0,0.009615,0.009615,104,1,14,39,1,496,236,454,0
1,1,3,0.345956,0.20274,0.123288,243.333333,1,14,53,1,5,5,5,1
1,1,1,0,0.632184,0.689655,87,0,9,50,1,14,14,14,1
1,1,1,0,0.053191,0.042553,94,0,9,9,1,7,7,7,0
1,1,2,0.997503,0.013314,0.011834,338,1,14,62,1,2,2,2,0
1,1,1,0,0.021277,0.021277,94,0,8,0,1,32,31.5,32,1
