@relation 'xalan-2.4_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,11,14,16-17,19-20'

@attribute noc numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute bug {1,0}

@data
0,0.5,1,0,0.36,6.4,0
0,2,0,0,0.625,67.5,0
0,0,0,0,0.285714,15.285714,0
0,2,0,0,0.375,9.25,0
0,2,0,0,0.75,5,0
0,0.125,1,1,0.197531,22.444444,0
0,0.5,1,1,0.342857,12.2,1
0,2,0,0,0.533333,15.666667,0
2,2,0,0,1,4,0
3,0.811688,0.818182,3,0.267857,52.466667,0
0,2,0,0,0.75,42.5,0
2,0.975,0.4,1,0.15,12.761905,1
0,0.5,1,0,0.5,12.666667,0
0,0,0,0,0.666667,11,0
0,2,0,0,1,0,0
0,2,0,0,0.75,9.5,0
2,0.920622,1,2,0.197895,25.273684,1
0,2,0,0,0.75,3.5,0
0,0.765,1,4,0.210884,49.285714,0
0,0.75,0,1,0.666667,31.666667,0
0,0.75,0.5,1,0.25,7.4,0
0,0.5,1,0,0.325,3.2,0
0,0.783654,1,0,0.171329,24.518519,1
0,0.294118,1,0,0.916667,46.388889,0
0,2,0,0,1,0,0
0,2,0,0,1,4,0
0,2,0,0,0.333333,16,0
0,2,0,0,0.6,0,0
8,0.851307,0.833333,4,0.145105,11.423077,1
0,0.716667,1,0,0.265306,12.761905,1
0,0.285714,1,2,0.25,30.375,0
0,2,0,0,0.283951,13.888889,0
0,2,0,0,0.5,0,0
0,2,0,0,0.75,3.5,0
6,0.978462,1,1,0.161538,13.923077,0
0,2,0,0,1,0,0
0,0.666667,1,2,0.375,19.5,0
0,0.625,1,2,0.288889,10.444444,0
3,2,0,0,1,3,0
2,0.807692,0.625,4,0.138889,15.407407,1
