@relation 'lucene-2.4_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.385rfc-0.382wmc-0.35loc-0.319lcom-0.316npm... numeric
@attribute -0.415ic-0.411mfa-0.397dit-0.367cbm+0.326ca... numeric
@attribute -0.437avg_cc-0.431amc-0.372max_cc+0.257ca+0.253cbo... numeric
@attribute 0.452dam-0.407lcom3+0.377noc+0.298ca-0.246lcom... numeric
@attribute 0.446max_cc+0.429avg_cc+0.355lcom3-0.329dam+0.304ca... numeric
@attribute 0.481moa+0.446ce-0.369npm+0.355cbo-0.225lcom... numeric
@attribute '0.495noc+0.411cam+0.322dit+0.32 dam-0.306cbm...' numeric
@attribute -0.52amc+0.409noc+0.321max_cc+0.293moa-0.276ca... numeric
@attribute -0.548amc-0.472noc-0.329cbm-0.327lcom3+0.252max_cc... numeric
@attribute -0.706cam-0.361cbm+0.273noc+0.248dit-0.215dam... numeric
@attribute 0.566dam+0.544lcom3-0.351ic+0.292ce-0.217moa... numeric
@attribute -0.653ic+0.459cbm+0.325npm-0.275lcom3-0.25dam... numeric
@attribute bug {1,0}

@data
-0.9986,0.021642,-1.519831,-0.783035,0.274537,1.820767,-0.317887,0.543343,0.733954,1.014029,-0.290549,0.354234,0
1.616911,1.993802,0.066226,-0.614881,0.281455,-0.785256,-0.479952,0.738712,-0.601346,0.788864,0.227095,-0.065,0
-0.891144,-2.659347,0.803861,0.771714,-0.451291,-0.067395,-0.085243,0.068595,0.589956,0.410728,-0.132829,-0.950833,1
1.036319,-1.931349,0.702547,-0.239069,-0.086755,0.162922,0.482085,-0.821226,-0.166714,0.156974,-0.169352,-0.064925,0
-0.205703,-2.401503,0.719523,1.193534,-0.363966,-0.149966,-0.545543,0.360205,0.3683,-0.178559,-0.196362,-0.87167,1
-0.882976,-1.586395,0.854881,0.410483,-1.246989,0.881212,1.15624,-1.028033,1.454925,1.453665,0.993925,0.596649,1
-2.463881,-3.021389,2.089554,1.047453,-0.940306,-0.817069,-1.232053,0.7744,-0.253176,-0.564779,0.576742,2.247765,1
-0.273018,0.091192,-2.636868,1.179985,-0.718438,-1.020809,0.244785,-0.825645,-0.287254,-0.147864,0.350685,-0.046274,1
1.908339,-1.413445,1.141006,-1.448239,0.880474,0.156778,0.408901,-0.393381,0.111657,0.534235,-0.227225,-0.176261,1
1.741823,-1.13268,0.574872,-1.281567,1.541284,0.020761,-0.441438,0.345877,-0.547201,-0.12909,0.212151,-0.06614,0
-1.248537,-0.040617,-1.335154,-0.687918,-1.123095,3.083778,0.889858,-1.74839,-1.016814,-1.072471,-0.465769,0.508063,1
-0.164131,-0.210104,-0.547093,1.407016,-0.929682,-1.699222,-0.420617,0.208883,0.736156,-0.459234,-0.173007,-0.301039,0
1.683448,0.011328,0.120533,-1.004862,-0.174179,0.210008,0.529891,-0.33973,0.698716,0.232401,-0.606374,0.759862,0
0.9653,0.305756,0.19698,-0.996189,-0.343804,0.938968,-0.11861,-0.047535,0.593079,0.748681,-0.174816,0.437337,0
-0.097493,0.731322,-0.802683,0.682581,-1.531234,-0.661086,-0.170238,0.11893,0.614355,0.12616,0.574374,-0.001274,1
1.536634,1.467662,-0.332631,-0.889745,-0.553644,-0.299509,-0.342689,0.526461,0.531569,-0.476666,-0.364503,0.30888,1
-3.914546,0.282798,-2.775448,-0.978348,-0.013917,3.298506,0.183251,0.054399,-0.089493,0.009739,-0.468204,0.1554,0
-3.404565,-2.802997,1.807415,0.402341,-0.31084,-0.712993,-1.23664,0.684846,-1.058986,-0.632313,1.346492,1.874644,1
3.116407,-0.521457,1.549683,-2.560123,1.374696,0.099487,1.990624,-0.815382,0.623745,-0.132449,0.506004,0.447572,0
-0.02851,-1.983367,0.762306,0.672537,-0.739207,0.30911,0.622763,-0.088135,-0.144061,0.093832,0.130883,-0.045398,1
-1.191634,-2.647987,0.706068,0.917283,0.130192,-0.273921,-0.135955,-0.3896,0.197078,0.374083,0.318349,-1.055516,1
-0.528447,-0.062753,-0.401836,-0.471094,-0.86297,0.864449,0.169867,-0.894779,-0.41291,0.600006,0.667547,0.006148,0
0.911128,-1.343137,-0.384201,0.361665,-0.652519,0.079275,1.076026,-0.427653,0.238643,-1.111975,-0.222157,-0.49344,0
0.368328,0.478442,-2.282164,0.346067,-0.279168,-0.049399,-0.645535,-0.289304,0.029733,0.397735,-0.904611,0.367315,1
-5.236471,-0.975804,-9.476497,0.831247,7.592039,-1.28478,0.908387,3.280748,2.307551,-0.257258,0.379598,0.190724,1
1.896974,1.814216,-0.1423,-1.340381,0.111746,-0.363899,-0.635633,0.410177,-0.195257,-0.282783,0.57165,-0.238728,1
0.121943,-1.756676,1.072143,0.337466,0.469599,0.474582,-1.00085,0.469244,-0.203575,0.333821,-1.483714,-0.346948,1
0.870079,4.079365,1.829412,1.32979,2.025504,0.796667,-0.052401,0.096742,-0.806913,-0.082276,-0.094086,-0.148018,1
1.135854,-0.511268,0.7145,0.168773,-0.096209,-0.471461,0.301067,0.272436,0.112168,0.501375,-1.569038,0.328568,0
0.428301,-1.020683,0.254109,0.834088,-1.367823,-0.100629,0.49665,-0.051765,0.842982,-0.735302,-0.194661,-0.376202,0
-1.217994,0.656585,-2.076066,-0.320046,-1.874153,1.520043,0.05119,-1.009935,-1.403774,-0.67963,-0.140524,-0.074972,1
-0.748513,-2.103611,0.32301,0.387887,-0.769758,0.500043,0.330088,-0.553191,-0.330019,-0.162602,0.446141,-0.096565,1
1.908778,-0.561563,-0.129417,-2.033697,1.958799,0.647973,1.302494,-0.388856,0.294453,-0.008096,0.931141,0.324687,1
0.212494,-2.62004,0.82793,0.005726,0.741222,0.265168,-0.466461,0.14653,0.12247,0.213186,-0.663623,-0.627552,1
-2.862219,0.865822,-1.212045,-0.545251,-1.738474,1.332667,-0.023405,0.385665,-0.267578,-0.178071,0.778819,-0.62015,1
0.008,2.078975,-0.151048,3.36817,0.287543,-0.717183,2.463135,1.637989,-1.317496,0.87506,-0.512387,0.329473,1
-2.09,4.803962,2.486913,6.090542,2.40072,1.787232,2.814536,1.571686,-2.525153,1.38923,-0.342484,0.010938,1
0.438913,0.742365,-0.977928,0.631805,-1.489065,-0.305738,-0.099795,0.116847,0.421384,-0.065472,0.60464,-0.28039,1
-1.836583,3.523258,2.136357,3.204902,0.693168,1.063835,-0.91477,-1.469835,0.956378,-0.230726,0.664965,-0.18929,1
-0.380689,-2.68779,0.51396,1.223321,-0.635019,0.108421,-0.147967,0.090707,0.264887,-0.626105,-0.491123,-0.670012,1
0.094212,-2.013909,1.222411,-0.338237,0.254667,-0.359962,-0.878081,-0.136677,-0.40536,0.411463,-0.896054,-0.679218,1
0.295095,-1.064779,-2.258404,0.690115,1.17508,-0.234401,0.879782,-0.036128,1.120054,0.40319,0.762937,0.324048,0
0.212494,-2.62004,0.82793,0.005726,0.741222,0.265168,-0.466461,0.14653,0.12247,0.213186,-0.663623,-0.627552,1
0.446158,-1.835589,0.74095,0.487261,-0.288839,-0.372894,-0.529831,0.21984,0.089441,-0.197951,-0.408461,-1.130095,0
1.190167,0.769457,-0.979683,0.110758,-1.314556,-0.572139,-0.539853,-0.235848,0.385379,0.299284,-1.271289,0.679289,0
-2.012746,-0.208566,-3.937252,1.449662,1.423523,-1.947927,0.087105,0.559294,1.044747,0.545024,0.781896,0.116577,0
1.331797,2.734995,0.644716,-0.144395,1.065221,0.202866,-1.338323,-0.44547,0.276695,-0.192291,0.414823,-0.311719,0
1.349597,0.227591,-0.12443,-0.094006,-0.763545,-0.320739,0.133943,-0.253601,0.598862,0.538501,0.249009,0.106596,1
0.47831,2.652352,0.724717,1.102388,0.461362,0.495637,-0.725064,-0.52941,0.083966,0.122307,-0.726731,0.227231,1
-0.115096,-1.598141,0.375829,0.687104,-1.072922,0.07727,0.542267,-0.240568,0.858125,0.122572,0.173004,-0.440747,1
-1.427459,-2.365941,-1.799055,1.669825,0.428069,-0.492327,-0.131171,-0.510119,-0.457278,-0.788667,-0.37362,-1.132031,1
2.318558,1.644947,-0.388027,-1.331154,0.142772,-0.838942,-0.588965,0.604593,-0.035553,-0.085005,0.381994,-0.19292,0
0.540343,-1.708165,0.716113,0.145167,-0.038019,-0.256909,-0.765304,0.19158,-0.023118,-0.043933,-0.838626,-0.940923,0
0.364601,-2.12206,0.598959,0.424955,-0.798959,-0.082505,0.723191,-0.255757,0.361399,-0.52531,-0.072112,0.13961,1
1.074588,-1.849202,0.847542,-0.587534,-0.1365,0.339565,0.330953,-0.376533,0.09469,0.329636,-0.420909,0.026778,0
-1.205505,0.770347,-2.062027,-0.650344,-1.489002,1.444905,0.094935,0.378534,-0.24147,-0.580708,-0.359283,-0.106842,1
0.854642,-1.656973,0.390936,0.649223,-0.745529,-0.580029,0.193642,-0.01628,0.018301,-0.527226,0.170185,-0.210214,0
-2.529273,-1.922896,0.937913,0.848842,-0.459886,0.842698,-0.284852,0.335254,-0.7919,-0.479086,1.106875,0.602873,1
-1.039777,-0.767991,0.003197,-0.345529,-1.18604,1.21029,-0.526316,0.375825,-0.128604,0.022791,-0.560174,-0.352544,0
-1.68146,-2.313061,0.599322,1.275429,0.082693,-0.509438,-1.080778,0.26458,-0.229752,-0.142462,0.39539,-0.735268,1
0.75944,0.867719,-1.111944,0.425983,-0.65212,-0.890063,-0.389772,-0.029135,0.428642,0.179986,-0.035549,0.058849,1
-0.051833,0.225649,-0.177844,0.307334,-1.183081,-0.755795,-0.079182,-0.322585,0.466633,1.016438,0.884885,-0.123137,1
1.60656,1.764135,-0.136072,-0.802395,0.01441,-0.21705,-0.923912,0.634991,-0.498517,0.871569,0.474975,-0.379244,0
0.603526,-0.825732,-1.148334,0.659467,-0.295246,0.221246,1.066868,-0.38863,1.003898,0.055987,0.632187,0.232621,0
-0.367518,-1.769609,0.803123,0.647637,-0.635732,-0.347816,0.731417,-0.236493,-0.203351,-0.217025,0.174189,0.073865,1
1.02053,0.84295,-2.510275,-0.582488,-0.472663,0.149551,-1.177813,-2.556637,-3.471546,0.924419,0.136609,-0.363421,0
1.195944,1.440184,-0.375935,-0.246762,-0.667715,0.061122,-0.713396,0.569865,0.057042,0.731188,-0.482234,0.062155,0
-2.315145,-0.780294,-0.391163,-0.83178,-0.430444,2.154005,-0.564716,-0.62507,-1.309546,0.18185,0.292332,-0.746314,1
-1.160522,0.076254,-1.079812,-0.739128,-0.026461,1.454604,-0.299739,-0.196283,0.174318,0.9173,-0.142295,0.421643,1
1.819256,-1.581238,1.192498,-1.15866,0.817663,0.001872,0.106904,-0.257366,0.102473,0.543089,-0.37593,0.118029,1
0.521606,0.551015,-0.028978,0.968869,-0.362324,-0.800707,-0.739081,0.246107,0.691935,-0.773854,-0.439233,-0.532476,1
0.212494,-2.62004,0.82793,0.005726,0.741222,0.265168,-0.466461,0.14653,0.12247,0.213186,-0.663623,-0.627552,1
2.404576,0.797697,0.818387,-1.449557,0.839073,-0.046442,1.013426,0.411796,-0.286227,0.337251,0.35241,0.262385,0
0.510906,0.07601,-0.5318,0.559426,-0.96245,0.136124,1.060073,0.171949,0.668156,-0.059124,0.530315,0.029616,1
1.357916,1.104147,-1.131185,-0.093494,-0.749173,-0.374472,0.007402,-0.278451,0.321577,-0.803264,-0.988814,0.497168,0
2.083821,-0.566445,1.003098,-1.754858,0.991143,-0.307739,-0.017324,0.325691,-0.390938,-0.618956,0.165253,-0.189151,1
-3.364197,-1.528848,1.850864,0.76897,0.325335,-1.284594,-0.681908,0.399218,-1.838849,-0.664441,0.657725,1.480631,1
0.931162,-2.53977,1.197591,-0.033911,0.052161,-0.328074,-0.209244,-0.126123,-0.21799,-0.038841,-0.60082,-0.84068,1
-0.106113,-0.020658,-0.366458,1.302171,-1.21065,-0.777111,-0.570581,0.452418,0.823443,-0.483078,-0.254347,-0.523786,0
2.657455,1.904262,-0.236122,-1.646131,0.457771,-1.150531,0.020853,0.695581,0.200572,-1.145814,0.287642,-0.035982,0
1.06466,-1.305431,0.291932,0.454993,-0.676397,-0.650675,0.029804,-0.235874,0.421962,-0.227739,-0.917672,0.211325,0
1.233169,-0.225702,0.17992,-0.127511,-1.121031,-0.098688,1.222976,0.006157,1.150427,-0.323096,0.597386,0.198692,0
2.269524,3.158574,0.987193,-0.650341,1.079915,0.000917,-0.010633,-0.227545,-0.085681,-1.766968,0.108557,-0.206627,1
0.504614,0.692281,-1.031869,1.321225,-1.018164,-1.064523,0.142005,0.198566,0.460552,0.292198,0.449457,-0.025307,0
1.425981,1.40444,0.693085,-0.091515,0.590768,-0.668284,-0.79467,1.196167,-1.168223,0.571105,-0.281706,-0.771107,0
1.402472,-1.759057,0.831456,-0.755299,0.21184,0.158248,0.044741,-0.545968,-0.028987,0.610409,-0.837665,0.225748,0
-1.721142,-1.337769,1.499811,0.267993,-0.680817,1.17309,-0.860219,-0.129655,0.117659,0.246143,0.377953,0.501877,1
0.008844,-2.584514,-2.32708,0.435341,2.090188,0.395323,0.896899,-1.091484,0.081879,0.222054,-0.57994,0.021138,1
1.580052,-1.551827,1.120112,-1.056591,0.752795,-0.143253,0.082758,-0.311145,0.143731,0.52561,-0.477234,0.218283,1
0.306094,3.789624,1.686216,0.817547,1.927843,1.376935,-1.923233,-1.332201,0.58424,-0.553142,0.589986,-0.417646,1
-0.02441,3.735941,3.208125,5.264576,1.615473,1.957628,4.704065,2.259013,-2.958981,1.690209,-0.881822,0.223698,1
-11.851184,7.795088,6.822673,3.407266,4.815963,1.269404,-1.008797,-3.288479,2.374805,-0.571224,0.456629,0.03314,1
-1.230527,-4.32817,1.125135,1.256502,0.99331,-1.597408,-1.317035,0.85157,-1.174324,-1.076282,0.142503,0.940061,1
2.69323,2.19351,0.033602,-1.378906,0.529364,-0.853168,0.284364,0.793354,-0.114858,-1.152953,0.161064,-0.138245,0
-0.060452,1.079029,-1.269431,-0.950202,-1.638335,1.496809,-0.343284,0.252137,-0.223974,-0.355715,-0.718737,0.206423,0
0.709634,0.581228,-1.885417,0.618968,-0.425811,-0.648856,0.029212,0.197678,0.65547,-0.314628,0.027821,0.081379,0
2.508834,-1.958169,1.870288,-2.093171,1.683235,0.356488,1.184984,-0.768391,0.31389,0.823654,0.2671,-0.437282,1
-4.679045,-0.106824,0.630644,1.368045,0.143549,-3.659465,-0.138131,-0.803095,0.695498,0.812426,0.155804,1.1212,1
-1.552811,0.236261,-2.947647,1.102946,-0.534301,-1.021447,0.596046,-1.734827,-1.032278,-0.631972,0.15007,0.053657,1
-1.7535,0.849113,-1.328338,1.680523,0.266665,-1.645344,0.391427,0.941281,0.148127,1.339357,0.836254,0.314274,1
-1.025108,-2.75669,0.688667,1.373611,-0.249052,-0.825846,-1.024763,0.344607,-0.305995,-0.279361,-0.037752,-0.364613,1
0.808781,1.739254,0.33789,1.939428,-0.818475,-0.569789,0.769989,0.670554,-0.252907,0.485398,0.308289,-0.174299,0
1.820892,2.791539,0.683156,0.077204,0.911383,-0.308914,0.19167,0.882504,-0.89884,0.307649,-0.061531,-0.085911,1
-1.534943,0.780213,-1.233551,-0.06109,-1.947239,1.453477,0.018509,0.453109,0.210585,-0.464988,0.559848,-0.213307,1
-0.77634,-1.977433,0.287987,0.220652,-0.817707,0.366908,0.357,-0.257842,-0.14468,-0.173933,0.286141,-0.129424,1
-0.571398,-2.663671,1.130387,1.350325,-0.487687,0.138893,0.351251,0.040626,0.576454,0.320362,-0.469039,-0.785758,1
1.606564,1.161382,-1.548641,-0.708294,0.653383,-0.666079,-1.127509,0.328601,-0.344911,0.920675,0.433453,-0.292503,0
1.048856,0.839987,-0.493789,0.701981,-1.647964,-0.832718,0.026593,0.163516,0.760178,-0.209385,0.447994,-0.121786,0
0.200257,-2.108785,0.376096,0.668001,-0.630105,-0.425894,-0.169307,-0.135146,-0.235517,-0.14444,-0.080433,0.395962,0
-2.431668,2.815701,1.820177,2.162352,-0.056343,0.540806,-0.204017,-0.308466,0.464074,0.208191,1.107893,0.10775,1
1.522901,-1.790247,1.049048,-1.491259,1.674777,0.665216,0.17423,-0.493008,0.047775,1.500637,0.490783,-0.540407,1
0.837058,2.107753,0.577114,2.519889,-0.553392,-0.350541,1.54671,1.008073,-0.566415,0.246308,-0.108442,-0.036906,1
1.014521,-0.447526,-0.053121,0.463243,-1.086956,-0.441367,1.325654,-0.59637,1.075661,-0.41221,0.323316,0.401487,1
3.144182,-0.572751,1.505106,-2.604253,1.32964,0.052895,2.008875,-0.773942,0.607167,-0.102736,0.506287,0.453782,0
1.318266,0.641822,1.134244,2.365978,-0.4159,0.30655,3.660629,1.17448,-0.471429,0.486101,-0.879949,0.731937,1
0.049365,0.074646,-0.400888,-0.929642,-0.731894,1.362335,-0.177033,-0.015462,0.507548,0.921047,-0.543099,0.600667,0
-0.996337,0.023179,-5.555492,1.118745,2.608445,-0.145746,-0.140348,-1.563489,-1.322034,-0.301208,0.190688,-0.035733,1
1.808591,-1.289856,-0.053978,-1.125291,2.303351,0.034366,-0.170886,0.311067,-0.404329,-0.498557,0.181792,0.019471,0
-0.941063,-1.642108,0.570553,0.670015,-0.77445,0.736151,0.621091,0.586713,-0.401346,0.409022,0.120267,-0.171833,1
1.346757,-2.111212,1.144483,-0.221667,-0.028785,-0.077636,1.316173,-0.408399,0.361596,-0.646136,0.740291,-0.233486,1
-0.945492,-1.03575,1.020013,0.314198,-0.95676,-0.713073,-0.622722,-0.183077,0.178042,0.530091,0.272599,0.225047,1
-0.721056,-1.536448,1.078311,0.735068,-0.123508,-0.508963,-0.992619,-0.167205,-0.313633,-0.004903,-0.090174,0.666466,0
3.099294,-0.864155,1.896331,-2.619933,1.686624,0.385296,2.315762,-1.171313,0.797888,0.086126,0.60265,0.416634,0
0.189421,0.019531,0.339109,-1.137412,-0.869179,1.695726,0.840034,0.208431,1.008779,-0.284614,0.015572,0.58716,1
2.514275,-0.812767,1.447178,-2.31491,1.044817,0.000752,1.381897,-0.913883,0.426534,1.05536,0.581718,0.463653,0
0.20926,1.807336,-1.687484,1.848462,1.754761,0.821768,-0.912588,-1.207046,1.026735,-0.7159,-1.147005,0.352024,1
-1.294599,1.048648,-0.647295,0.591131,-1.815474,0.817132,0.242498,0.487595,-0.450822,0.356688,0.402498,-0.050976,1
2.33518,2.523357,0.298686,-1.120857,0.98536,-0.426718,-0.20201,0.217697,0.378882,-1.542407,0.330378,-0.160706,1
1.041386,0.636624,-0.933747,0.68369,-1.554787,-0.857124,0.435694,0.293993,0.928668,-0.724729,0.244194,0.018834,0
-2.195496,-1.569913,0.797557,0.166703,-0.710873,0.781271,-0.041617,0.143327,0.156617,-0.033815,0.836751,-0.264993,1
-1.220983,-2.240843,0.230907,1.29611,0.211756,-0.623903,-0.787731,0.183674,0.014011,-0.044166,0.198387,-0.962584,1
-4.25715,1.347318,0.746481,0.848483,1.215278,-2.44514,-1.659555,-0.739201,0.88054,0.300499,-0.611658,0.958956,1
-0.662649,0.434302,-1.695564,0.49224,-1.87267,0.798172,0.555807,-1.157276,-1.010429,-1.323681,0.77889,-0.186201,1
2.623244,2.014249,-0.146934,-1.566993,0.521896,-0.72844,-0.022879,0.651443,0.192725,-1.285297,0.378893,-0.1493,1
1.711072,1.92835,-0.014426,-0.813816,0.169358,-0.160495,-0.775185,0.588592,-0.414647,0.48396,0.457019,-0.358508,0
1.266514,-1.708551,0.90807,-0.886396,0.100011,0.459238,0.027069,-0.300869,0.114824,0.588805,-0.846669,0.214246,0
-0.211445,-2.175461,-0.105953,0.736313,-0.089623,-0.608945,0.28067,-0.558834,-0.184313,0.094332,0.436887,-0.121466,1
0.490711,0.578209,-3.00387,0.088625,0.501047,-0.088216,-0.343644,-0.932595,-0.849667,-0.214989,-0.603071,0.310655,1
0.738178,-0.379471,-0.252885,0.389449,-1.062233,-0.486123,1.235291,-0.73271,0.735409,-0.363987,0.43572,0.275563,1
0.528216,-1.628033,0.658277,1.153103,-1.078216,-0.647998,0.664888,0.149131,0.666805,0.031013,-0.524174,0.22786,1
1.560586,-0.529518,0.04754,0.323579,-1.074415,-0.439116,1.855332,-0.516708,1.358574,-1.098019,0.095859,0.590536,1
0.375543,0.08951,-0.512863,0.157197,-1.211686,-0.066302,-0.034018,0.013294,0.65294,0.904761,0.488204,-0.009991,1
-0.225621,1.399044,-0.634358,-0.182896,-0.510622,-0.469093,-0.703303,0.125958,0.607062,0.265292,-0.434339,0.551723,1
0.310134,-1.683687,0.36217,1.191779,-0.805918,-0.607547,0.06197,0.271142,-0.21451,-0.557343,-0.615408,-1.214081,1
2.600336,1.919311,-0.205929,-1.659381,0.438846,-0.884138,0.004171,0.723882,0.174404,-1.205598,0.387823,-0.095876,0
0.490568,1.06444,-0.639206,-0.297197,-0.770382,-1.316993,-0.737793,-0.200683,0.283625,0.594066,-0.73158,0.764126,0
0.030394,-2.528147,-0.994231,-0.133856,2.131593,0.415603,-0.363874,0.232491,0.031296,0.356138,-0.517383,0.703152,1
0.807272,1.491321,0.637093,-0.153015,1.036852,-1.071019,-0.624283,1.189679,-0.980455,0.317461,-0.232544,-0.526095,1
-0.052421,-1.489321,0.980289,-0.007159,-0.469269,-0.365987,-0.075088,-0.368795,0.308079,0.667656,-0.049633,-0.011017,1
-0.533374,0.454543,-1.393152,0.903923,-1.28214,-1.01352,-0.005344,0.191239,0.8702,0.156041,0.279839,0.250437,1
1.595565,-0.617328,1.027883,-1.308106,1.008748,-0.608088,-0.587229,0.083639,-0.356943,0.365397,0.065564,-0.116886,0
-1.708105,0.595693,-0.383116,-1.106916,-0.853681,3.384371,-0.487781,0.323108,0.554173,0.569811,-0.364039,0.340065,0
2.03509,-1.772592,1.866167,-1.90071,1.404544,0.637526,0.527795,-0.456753,-0.142422,0.572672,0.403289,-0.256577,1
