@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,12-13'

@attribute ns numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,0.658815,0.42446,0.035971,46.333333,1,4,167,1,68,0
1,0.167869,0.75625,0.08125,53.333333,0,2,8,1,5054,1
1,0.679721,0.224223,0.101473,50.916667,1,1,21,0.416667,4418,0
1,0,0.986842,0.710526,76,0,3,67,1,75,0
1,0,0,0,22,1,1,0,1,4116,0
1,0.977418,0.026596,0.018617,188,1,5,56,1,17184,0
1,0.967638,0.05212,0.04682,45.28,0,7,898,0.28,16662,0
1,0,0,0,81,0,1,0,1,16868,0
1,0.322366,0.402655,0.376106,28.25,0,2,1729,0.5,16502,1
1,0.686984,0.654545,0.363636,18.333333,1,2,224,0.666667,15878,0
1,0,0.033898,0,59,0,1,0,1,15266,1
1,0.615849,0.119774,0.018079,110.625,1,7,271,0.75,17060,1
1,0,0,0,23.441176,0,1,0,0.029412,14918,1
1,0.764205,0.0625,0.05,40,1,1,78,0.5,15919,0
1,0.862065,0.274611,0.163212,55.142857,1,4,133,0.714286,15298,0
1,0.781865,0.068814,0.032943,151.777778,0,9,227,0.555556,15871,1
1,0.908178,0.044156,0.044156,192.5,1,5,27,1,17209,0
1,0,0.703704,0.666667,54,0,2,2,1,1938,1
1,0,0.145455,0,55,0,1,1,1,13857,0
1,0,0.354167,0.083333,48,0,1,0,1,13854,0
1,0,0,0,33.333333,0,1,0,0.333333,13850,1
1,0.882528,0.097107,0.115702,96.8,0,3,21,1,2019,0
1,0,0.575342,0.027397,73,1,2,20,1,2014,0
2,0.693464,1.311741,1.538462,82.333333,0,6,376,1,13766,0
1,0,0,0.095588,136,0,6,54,1,2048,0
1,0.788501,2.119266,2.056881,109,1,7,281,0.8,10292,0
1,0.600886,0.184879,0.066777,113.25,0,7,688,0.5,820,0
1,1,0,0.010929,91.5,0,4,0,0.5,5456,0
1,0.054109,0.169753,0.154321,81,1,3,171,0.75,4637,1
1,0,0,0,17,0,1,0,1,6008,0
1,0,0,0,16,0,1,0,1,6251,0
1,0.694345,0.029126,0.01068,171.666667,1,6,61,1,7331,0
1,0,0,0,7,0,1,0,1,410,0
1,0.639056,0.673077,0.403846,17.333333,1,5,90,1,6822,0
1,0.804367,0.269737,0.019737,38,0,3,0,0.75,6027,1
1,0.772205,0.355422,0.075301,110.666667,0,8,191,1,13841,0
1,0,0.297872,0,47,0,2,149,1,60,0
1,0.789135,0.315673,0.059603,113.25,0,8,623,1,103,0
1,0,0,0,20,0,1,0,1,11325,0
1,0,0,0,16,0,1,0,1,3946,1
1,0,0.066667,0,45,0,2,151,1,142,0
1,0,0,0,79.111111,0,1,0,0.111111,14019,1
1,0,0,0,30.0625,0,1,0,0.0625,14973,0
1,0,0.065574,0.081967,61,0,4,109,1,2043,0
1,0.855967,0.016678,0,239.833333,1,5,185,0.833333,5454,0
1,0.810604,0.032506,0.017109,389.666667,0,2,13,0.666667,517,0
1,1,0.435374,0.163265,36.75,0,4,59,0.75,825,0
1,0.627213,0.185273,0.135392,140.333333,1,2,119,1,17016,0
1,0.878762,0.053476,0.036096,149.6,1,7,35,0.8,16771,1
1,0,0.016393,0.114754,61,0,4,97,1,2013,0
1,0.596053,0.041906,0.014925,64.518519,0,9,1086,0.407407,9943,1
1,0.842658,0.132296,0.054475,128.5,1,4,50,1,6753,0
1,0,0.0375,0,26.666667,0,3,62,0.666667,6332,1
1,0.891061,0.095975,0.024768,80.75,1,3,1,0.75,4144,0
1,0.924324,0.00718,0.00718,218.857143,1,3,46,0.714286,3656,0
1,0,0,0,0,0,1,205,0.2,1720,0
1,0,0,0,66.6,0,1,0,0.2,1695,0
1,0.910294,0.070513,0.126603,208,0,5,200,1,2016,0
1,0,0.081633,0.081633,49,1,1,11,1,15299,0
1,0,0.558824,0.617647,34,0,2,5,1,637,0
1,0,0.096386,0,249,1,4,0,1,17052,0
1,0.144548,0.127044,0.124528,61.153846,1,7,168,0.615385,15284,1
1,0,0.008621,0.021552,232,1,4,17,1,10523,0
1,0,0.012821,0.004274,234,1,4,59,1,10330,0
1,0,0.009174,0.004587,218,1,4,0,1,8661,0
1,0,0.073733,0.101382,217,1,4,22,1,1354,1
1,0,0.031373,0.031373,255,0,2,5,1,6473,0
1,0.371232,0.073944,0.024648,142,0,1,0,0.5,5684,1
1,0.830429,0.06264,0.01566,149,1,5,69,1,1145,0
1,0.165824,0.695122,0.634146,123,1,5,86,1,10150,1
1,0,0,0.024096,83,0,2,64,1,1353,0
1,0.835626,0.237805,0.164634,41,1,1,67,0.5,5928,1
1,0,0.009709,0.004854,206,1,3,8,1,10669,0
1,0,0.23301,0.014563,206,0,3,5,1,1538,0
1,0.641273,1.025078,1.0721,159.5,0,4,111,1,2010,1
1,0,0.010989,0.010989,182,1,1,0,1,10294,0
1,0,0.148352,0.115385,182,1,1,0,1,10293,0
1,0,0,0,0,0,1,1,1,10285,0
1,0,0,0,167,0,1,0,1,10278,0
1,0,0.006211,0.006211,161,0,1,40,1,15660,0
1,0,0,0,60.333333,0,1,0,0.333333,15172,0
1,0.866301,0.236181,0.060302,199,1,4,182,1,11593,1
1,0,0.009346,0.004673,214,1,3,15,1,10681,0
1,0.02746,0.883721,0.98708,193.5,0,3,13,1,2012,1
1,0,0,0,73.333333,0,1,0,0.333333,167,0
1,0,0,0,3,0,1,0,1,12717,0
1,0,0,0,9.25,0,1,0,0.25,3935,1
1,0.625262,0.324324,0.108108,37,1,5,40,1,15323,0
1,0,0.333333,0,21,1,3,172,1,1849,0
1,0.542892,0.201954,0.208469,51.166667,0,5,413,0.5,12717,0
1,0.855871,0.480962,0.260521,35.642857,0,4,1515,0.642857,6134,1
1,0,0,0,0,0,2,0,1,3949,0
1,0.950719,0.041121,0.013084,59.444444,0,2,213,0.777778,3919,0
1,0,0,0,36,0,1,0,1,407,0
1,0,0.008475,0.008475,118,0,1,37,1,2843,0
2,0.755018,0.036664,0.031164,45.458333,0,9,1720,0.208333,17632,0
2,0.732427,0.488506,0.365517,37.826087,0,5,547,0.347826,16742,1
1,0.049614,1.005168,0.855297,193.5,1,6,44,1,10689,0
1,0,0.009756,0,205,1,5,3,1,8,1
1,0,0.164021,0.280423,189,0,4,57,1,1942,1
1,0,0.00431,0.00431,232,0,3,27,1,8538,0
1,0,0.009174,0.009174,218,0,2,6,1,6476,0
1,0,0.009091,0.031818,220,0,2,25,1,6399,0
1,0.831735,0.070539,0.022822,120.5,0,3,304,1,6195,0
1,0,0.004,0.004,250,0,1,9,1,2771,1
1,0,0,0,80.857143,0,1,0,0.071429,2471,1
1,0,0.302326,0.063953,172,1,2,40,1,10640,0
1,0.414633,0.488889,0.355556,108,0,6,376,0.8,10340,1
1,0,0,0,21.818182,0,1,0,0.090909,2519,1
1,0,0.136364,0.041322,121,0,3,143,1,349,1
1,0,0.469388,0.020408,49,0,3,47,1,2217,0
1,0,0.245614,0.105263,57,1,2,0,1,5227,0
1,0,0.078652,0.202247,89,1,2,7,1,279,0
1,0.613619,0.081081,0.216216,55.5,0,3,48,1,276,1
1,0.896124,1.836349,1.831769,43.038462,1,10,14006,0.216346,9179,1
1,0,0.375,0.125,8,1,1,25,1,9855,0
1,0,0,0,68,0,1,0,1,6468,0
1,0,1.795455,1.795455,44,0,2,1,1,15659,1
1,0,2.27451,2.215686,51,0,2,114,1,14121,0
1,0,0.142857,0,28,0,1,61,1,6278,0
1,0,0.416667,0.083333,24,1,1,2,1,5547,0
1,0,0,0,21,1,1,0,1,5534,1
1,0,0,0,19,0,1,0,1,15650,0
1,0,0.02459,0.04918,244,0,2,2,1,372,0
1,0,0,0,63.62963,0,1,0,0.037037,5225,0
1,0,0,0,17.04,0,1,0,0.04,5188,0
1,0,0,0,188.666667,1,1,0,0.333333,5119,0
1,0,0,0,0,0,3,4865,0.113636,5188,0
1,0,0.020661,0.020661,242,1,3,0,1,350,0
1,0,0.013216,0.004405,227,0,3,40,1,281,0
1,0,0.026667,0.004444,225,1,2,57,1,4771,0
1,0,0,0,42.934211,0,1,0,0.013158,2302,1
1,0,0,0,17,0,1,0,0.5,464,0
1,0.711473,0.39486,0.084112,107,1,3,411,0.5,5119,0
1,0,0,0,13,0,1,0,1,281,0
1,0,1.38961,1.350649,77,1,1,21,1,12615,0
1,0,0,0,74,0,1,0,1,11332,0
1,0.776649,0.07947,0.119205,50.333333,1,1,36,0.666667,15657,0
1,0,0,0,77,0,1,0,1,14489,0
1,0.999571,0.287671,0.273973,36.5,1,3,6,0.5,1512,1
1,0,0.5,0.1875,32,0,2,1,1,821,0
1,0,0,0,68.5,0,1,0,0.5,6101,0
1,0,0.016129,0.016129,62,0,1,1,1,5546,0
1,0,0.52459,1.459016,61,0,1,26,1,5540,1
1,0.720769,0.075778,0.062246,73.9,1,2,83,0.8,4434,1
1,0.708836,0.110092,0.03211,109,0,1,51,1,4051,0
1,0,0,0,21,1,1,0,1,15657,0
1,0,0,0,41.5,0,1,0,0.5,15527,1
2,0.680437,0.428246,0.685649,29.266667,0,1,1985,0.6,16873,0
1,0,0,0,89,0,1,0,1,15532,1
1,0,1,1,0,0,4,8,1,26,0
1,0,12,16,0,0,3,2,1,6766,0
1,0.937932,0.151376,0.285933,218,0,4,59,0.666667,580,0
1,0,0,0,14,0,1,0,0.333333,6022,0
2,0.410118,0.051282,0.051282,39,0,2,47,0.666667,17747,0
1,0,0,0,12,0,1,0,0.2,15108,0
1,0,0.012618,0.003155,317,0,7,16,1,1,0
1,0.42844,1.429091,1.476364,137.5,0,6,94,1,2051,0
1,0,0.003774,0,265,0,6,0,1,10333,0
1,0,1.393939,1.397727,264,0,6,2,1,10332,0
1,0,0.003861,0.003861,259,0,6,73,1,2,0
1,0,0.174419,0.139535,258,0,5,5,1,1600,0
1,0,0.055147,0.047794,272,0,5,7,1,1347,1
1,0,0.107807,0.040892,269,0,5,1,1,1297,0
1,0.727658,0.598201,0.53973,133.4,0,6,53,0.6,8460,1
1,0.05704,0.755906,1.043307,127,1,5,5,1,1079,1
1,0,0.156997,0.116041,293,1,4,3,1,8,0
1,0,0.024648,0.014085,284,0,4,1,1,7,0
1,0,0.014235,0.017794,281,1,4,0,1,6,0
1,0,0.86121,0.128114,281,0,4,9,1,5,1
1,0,0.970149,0.746269,134,0,3,111,1,6594,0
1,0,0.153846,0.252747,91,0,2,69,1,101,0
1,0,0,0,19,0,1,0,1,1372,1
1,0,0,0,18.333333,0,1,0,0.333333,6290,0
1,0,0,0,17,0,1,0,1,2793,0
1,0.679784,0.523531,0.364167,65.553191,0,12,2759,0.595745,11299,1
1,0.943579,0.032609,0.163043,30.666667,0,2,111,0.666667,437,1
1,0,1,3.444444,4.5,0,2,158,1,384,0
1,0.349094,0.107507,0.113068,59.944444,0,10,489,0.333333,12701,0
1,0,0,0,44,1,1,0,1,6491,0
1,0,0,0,47,1,1,0,1,51,0
1,0,2,1.2,15,0,2,38,1,1905,0
1,0,0,0,18.75,1,1,0,0.25,6835,1
1,0.461216,0.121864,0.02509,139.5,0,4,0,1,13302,0
1,0,0,0,42,0,1,0,1,10273,0
1,0,0,0,77.25,0,1,0,0.083333,12683,0
1,0.767925,0.126984,0.164021,47.25,1,5,514,1,1926,0
1,0,1.46875,1.484375,64,0,2,44,1,2058,1
1,0,0,0,53,1,1,0,1,11400,0
1,0,0,0,0,0,2,38,1,1906,0
1,0,0,0,29.6,1,1,0,0.2,8489,1
1,0,4.324675,2.123377,154,0,2,3,1,7,0
1,0,0.017391,0.017391,115,1,2,196,1,3,0
1,0,0,0,128,0,1,0,1,6030,0
1,0,0,0,0,0,2,38,1,1907,0
1,0.797952,1.037736,0.679245,26.5,0,1,406,0.5,11403,0
1,0,0,0,50,0,1,0,1,13766,0
1,0.666578,0.165289,0.024793,60.5,0,4,118,1,966,0
1,0,0.125,0.541667,24,0,2,83,1,380,0
1,0,0,0,20,0,1,0,1,28,0
1,0.989891,1.631313,1.358586,99,0,4,38,1,11200,1
1,0,1.223214,1.464286,112,0,2,20,1,2025,0
1,0,0,0,127,0,1,0,1,10301,1
1,0,0,0,0,0,4,158,1,2036,0
1,0,0.518919,0.378378,185,1,4,17,1,6595,0
1,0.970951,0.018868,0.021563,185.5,0,4,24,1,403,1
1,0.343275,0.341564,0.493827,121.5,0,2,69,1,103,1
1,0,0.578947,0.486842,76,1,1,18,1,6751,0
1,0.866468,0.254118,0.470588,106.25,0,5,33,0.75,6472,1
1,0,0.06383,0,47,1,1,21,1,5484,0
1,0,0,0,44,0,1,0,1,5287,0
1,0,0.107317,0.102439,205,0,2,5,1,104,0
1,0,0.039409,0.08867,203,0,2,64,1,97,0
1,0,0,0,589,0,1,0,1,8,0
1,0,0,0,82,0,1,0,0.333333,7,0
1,0.091402,0.418782,0.672589,197,0,5,258,1,11522,0
1,0,0,0,27,0,1,0,1,10332,0
1,0,0.373333,0.533333,75,0,3,72,1,1995,0
1,0,0.144231,0.432692,104,0,3,5,1,552,0
1,0.973018,0.174603,2.412698,12.6,0,2,32,0.4,401,0
1,0,0,0,15,1,1,0,1,16419,0
1,0,0,0,35,0,1,0,1,401,0
1,0,0.086538,0,104,1,2,37,1,10515,0
1,0,0.627451,0.088235,102,1,2,8,1,1978,0
1,0,0.983871,0.854839,62,1,2,10,1,6817,0
1,0,0.108108,0,74,0,2,10,1,582,0
1,0,0.147059,0.147059,68,0,2,133,1,312,0
1,0,0,0,85,0,1,0,0.5,1911,0
1,0,0,0,2,0,1,0,1,434,0
1,0,0,0,10,0,1,0,0.5,442,0
1,0.5,0.014184,0.014184,35.25,0,2,34,0.75,3946,0
1,0,0,0,24,0,1,0,1,1798,0
1,0,0,0,110.875,0,1,0,0.125,17,0
1,0,0.181818,0.045455,66,0,2,179,1,1108,0
1,0,0.016949,0.118644,59,0,2,2,1,5545,0
1,0,0.142857,0.095238,63,1,2,110,1,5470,0
1,0.968597,0.112121,0.018182,41.25,1,2,20,0.5,4059,0
1,0,0,0,21.5,1,1,0,0.5,6819,0
1,0,0,0,56,0,1,0,1,8665,1
1,0.879319,0.293413,0.017964,41.75,0,3,95,0.5,1516,0
1,0,0.62069,0.068966,29,1,1,45,1,5671,0
1,0.745805,0.172702,0.086351,119.666667,0,1,170,0.833333,2837,0
1,0.099451,0.702899,0.123188,138,0,3,214,0.8,4850,0
1,0.98002,2.233645,5.252336,53.5,0,1,6,1,5252,1
1,0,0,0,60.8,1,1,0,0.2,5107,0
1,0,0.138298,0.111702,188,1,1,1,1,2844,1
1,0,0,0,115.5,1,1,0,0.5,2831,1
1,0.682606,9,0,0,0,3,516,0.8,390,0
1,0,0.038462,0.038462,52,0,2,198,1,529,0
1,0.99504,0.254571,0.146698,53.745665,0,3,5753,0.202312,3033,0
1,0,0.038462,0.038462,52,0,2,236,1,528,0
1,0,2.363636,0,11,0,1,21,1,88,0
1,0,0,0,6,0,1,0,1,1,0
1,0,0,0,0,0,1,21,1,87,0
1,0,0,0,48,0,1,0,1,2,0
1,0,0,0.039474,76,1,2,0,1,15658,0
1,0,0.763158,0.421053,38,0,2,56,0.5,1867,0
1,0,0,0,63,0,1,0,0.5,5751,0
1,0,0.830508,0.881356,19.666667,1,2,2,1,1159,0
1,0,0,0.388889,18,1,1,2,1,1155,0
1,0,0,0,30,1,1,0,0.5,1154,1
1,0.859777,0.04893,0.009174,81.75,1,5,71,0.75,1264,1
1,0.859232,1.164725,1.043261,54.636364,0,5,3541,0.818182,451,0
1,0,0,0.033898,59,0,2,150,1,1539,0
1,0,0.142857,0.47619,63,0,2,2,1,1156,1
1,0,0.405405,0.121622,74,1,2,11,1,1154,0
1,0.748033,0.026608,0.011086,112.75,1,3,33,1,6732,0
1,0,0,0,24.714286,0,1,0,0.142857,2002,0
1,0.774798,0.13617,0.102128,78.333333,0,7,46,0.666667,2077,0
1,0,0,0,13,0,1,0,1,5692,0
1,0.954434,0.004348,0.030435,115,0,4,11,1,14120,0
1,0.19354,0.523691,0.441397,200.5,0,11,204,0.75,13541,0
1,0,0.017964,0.179641,167,0,4,38,1,1918,0
1,0.929835,2.337446,2.302039,93.2,1,9,736,0.25,116,1
1,0.989467,0.226974,0.154605,152,0,3,39,1,539,1
1,0,0.161111,0.3,180,1,2,99,1,257,1
1,0,0.130435,0.043478,23,1,1,1,1,1954,0
1,0,0,0,36,0,1,0,0.5,2053,0
1,0,0,0,0,0,1,0,1,319,0
1,0,0,0,13,0,1,0,1,318,0
1,0.88686,0.024691,0.014815,135,1,4,70,1,13551,1
1,0.710481,1.506667,0.786667,25,0,4,352,0.666667,1981,0
1,0,0.057143,0,35,0,2,37,1,1103,0
1,0,0.428571,0,35,0,2,1,1,320,0
1,0,0,0,27,0,1,0,1,667,0
1,0,3.782609,2.304348,23,1,3,90,1,204,0
1,0.770117,0.247368,0.071053,126.666667,0,1,3,1,5692,0
1,0,0,0,32,0,1,0,1,5665,0
1,0,0,0,21,0,1,0,1,13378,0
1,0,0.194444,0.027778,36,1,3,32,1,10604,0
1,0,0,0.058824,34,0,2,16,1,4700,0
1,0.999952,1.352273,0.045455,44,1,2,32,0.5,4514,1
1,0,0.352941,0.176471,17,0,2,34,1,417,1
1,0,0.148148,0,54,1,2,203,1,11404,0
1,0,0.018868,0.018868,53,1,1,0,1,4516,0
1,0,0.102041,0.081633,49,1,6,203,1,13894,0
1,0,0.468085,0.276596,47,0,6,33,1,1706,1
1,0,0.139535,0.069767,43,0,6,43,1,11594,0
1,0,0.02439,0.02439,41,1,6,104,1,1417,0
1,0,0.02381,0.047619,42,0,6,15,1,194,0
1,0.995005,2.26087,2.026087,57.5,0,6,12,1,191,1
1,0,1.458333,0.75,24,0,4,10,1,8387,1
1,0,0.411765,0.058824,17,0,4,54,1,6198,0
1,0,0.857143,1.142857,14,1,4,83,1,469,0
1,0,0.1875,0.125,16,1,3,1,1,4,1
1,0,0.266667,0.2,15,0,2,79,1,10,0
1,0,1.066667,0.4,15,0,2,4,1,1086,0
1,0,0,0,15,0,1,0,1,6198,0
1,0,0.083333,0.083333,24,0,1,77,1,278,0
1,0,0.019231,0.019231,52,0,2,40,1,429,0
1,0,0,0,41,0,1,0,0.5,15210,0
1,0,0,0,19,0,1,0,0.5,191,0
1,0,0.160377,0.033019,212,1,2,19,1,17206,0
1,0,0,0.019608,204,0,2,0,1,17018,0
1,0,0.029126,0.033981,206,0,2,2,1,17017,0
1,0,0.053398,0.048544,206,1,2,5,1,17012,0
1,0,0.063107,0.014563,206,0,2,2,1,2398,1
1,0,0,0,115.5,1,1,0,0.5,16781,0
1,0,0.022727,0.022727,44,1,6,129,1,388,0
1,0,0.191489,0.234043,47,1,5,5,1,1603,0
1,0.912733,0.069307,0.09901,67.333333,0,5,24,1,1225,1
1,0,0.32,0.12,50,0,5,35,1,1215,0
1,0.842688,0.137536,0.031519,87.25,0,4,93,1,4833,1
1,0,1.764706,4.323529,34,0,3,3,1,15,0
1,0,0.0125,0,80,0,3,0,1,14,0
1,0.999411,0.150838,0.044693,89.5,1,3,67,1,4826,0
1,0.564263,0.053498,0.148148,48.6,0,4,6,0.4,1313,0
1,0.279506,0.240602,0.225564,66.5,1,1,8,0.5,8386,0
1,0,0,0,65.5,0,1,0,0.5,8382,1
1,0,0,0,0,0,2,82,1,16,0
1,0,0.048077,0.048077,208,1,4,2,1,23,0
1,0,2.644231,1.783654,208,0,3,207,1,392,1
1,0.366578,0.042056,0.224299,107,1,4,0,1,1227,0
1,0,0.286624,0.292994,157,0,3,0,1,1222,1
1,0,0.188679,0.201258,159,0,3,39,1,1214,0
1,0,0.007299,0.007299,137,0,1,0,1,25,0
1,0,0.036496,0.014599,137,0,1,2,1,24,0
1,0,0.216418,0.067164,134,0,1,2,1,21,0
1,0,0,0,126,0,1,0,1,17,0
1,0.772543,0.258405,0.117195,115.666667,1,4,392,0.888889,552,1
1,0,0.150943,0.132075,53,0,2,2,1,20,0
1,0,1.534483,1.844828,58,0,2,82,1,18,0
1,0,0.155172,0.017241,58,1,3,32,1,4827,0
1,0.721928,0.008982,0.020958,167,0,7,223,1,434,0
1,0,0.011494,0.022989,87,1,2,1,1,1296,0
1,0,0,0,7,0,1,0,1,1945,0
1,0,0.589744,0,39,0,2,330,1,1821,0
1,0,0,0,26,1,1,0,1,10313,0
1,0,0,0,75,0,1,0,1,123,0
1,0,0,0,6,0,1,0,1,3871,0
1,0,0,0,0,0,3,5,1,1601,0
1,0.781766,0.01412,0.01412,145.368421,0,4,560,0.315789,3409,0
1,0,0,0,8,0,1,0,1,12586,0
1,0,0,0,7,0,1,0,1,1675,0
1,0.886541,0.294798,0.104046,86.5,1,7,16,1,17201,0
1,0,0.052632,0.052632,19,1,7,0,1,17128,0
1,0,0.157895,0.263158,19,1,7,28,1,17127,1
1,0.964079,0.056818,0.011364,132,0,7,234,1,2366,0
1,0.549912,0.277323,0.223048,112.083333,0,11,2025,0.916667,15805,1
1,0,0.165217,0,230,0,7,27,1,135,0
1,0.890492,0.089888,0.05618,133.5,1,7,43,1,15678,0
1,0.969606,0.198444,0.143969,128.5,1,7,16,1,15676,0
1,0,0.038462,0.019231,208,0,7,2,1,2209,1
1,0,0.004808,0.014423,208,1,7,0,1,15514,0
1,0,0.2,0.057143,210,0,7,25,1,15513,1
1,0.499712,0.422594,0.317992,59.75,0,7,958,1,15001,1
1,0,0.043956,0.016484,182,1,7,12,1,14173,0
1,0,0.099448,0.027624,181,1,7,5,1,2024,1
1,0,0.04142,0,169,1,6,1,1,13594,0
1,0,0.432099,0.098765,162,0,6,0,1,1742,0
1,0,0.082192,0.006849,146,0,6,1,1,1741,0
1,0,0.040323,0.024194,124,1,6,34,1,13547,0
1,0,0.016,0,125,0,6,0,1,1707,0
1,0.893571,0.07027,0.008108,185,1,8,20,1,13034,0
1,0.94566,0.050279,0.011173,89.5,1,6,20,1,12614,0
1,0.166425,0.128125,0.08125,106.666667,0,6,11,1,12586,1
1,0,0,0.037037,108,0,6,0,1,1678,0
1,0.782909,0.84738,0.744875,62.714286,0,8,302,0.714286,1675,0
1,0,0.084211,0.031579,95,0,6,3,1,10276,0
1,0.99048,0.070866,0.409449,63.5,0,6,0,1,9959,0
1,0,0.115385,0.025641,39,0,6,0,1,125,0
1,0,0.040541,0,74,0,6,36,1,98,0
1,0.8672,0.403774,0.426415,66.25,1,4,19,0.5,1617,1
1,0.888729,0.031008,0.041344,64.5,0,5,245,0.833333,1576,1
1,0,0,0.147059,68,0,4,12,1,1349,0
1,0.668918,0.098684,0.072368,101.333333,1,4,0,0.666667,1231,0
1,0.954434,0.080808,0,49.5,0,5,0,0.5,8432,0
1,0.329846,0.393939,0.272727,49.5,1,5,22,1,1195,0
1,0.272109,1.188679,1.371069,53,0,4,19,0.666667,8380,0
1,0.419921,0.036697,0.825688,54.5,0,4,6,0.5,1081,1
1,0.232289,0.427481,0.278626,131,0,4,52,1,5282,0
1,0,0.011111,0.444444,90,0,4,1,1,299,0
1,0,0.018868,0.037736,106,0,4,3,1,278,0
1,0.721928,0.014235,0.021352,140.5,0,4,120,1,272,0
1,0,0.018692,0.037383,107,0,4,4,1,270,0
1,0,0,0.009259,108,0,4,3,1,4757,0
1,0.597095,0.013953,0.051163,71.666667,0,4,118,1,134,0
1,0,0,0.036364,110,0,4,2,1,22,0
1,0,0.946903,1.292035,113,0,4,3,1,19,1
1,0.787796,0.858553,1.154605,76,0,3,173,0.75,4664,0
1,0,0.006623,0.006623,151,0,3,5,1,4512,0
1,0.691232,0.120915,0.058824,76.5,0,3,201,1,3745,0
1,0.785407,0.020331,0.008283,442.666667,0,3,60,1,3638,1
1,0.684038,0.034602,0.00346,144.5,0,3,60,1,471,1
1,0,0.017241,0.005747,174,1,3,5,1,2860,1
1,0,0.017143,0,175,0,1,1,1,2670,0
1,0.481633,0.429511,0.171992,152,0,2,40,0.571429,2666,1
1,0.749595,0.081081,0.013514,74,1,4,64,1,4829,0
1,0,0.126984,0.100529,189,1,7,134,1,66,0
1,0,0.154255,0.005319,188,0,7,133,1,61,0
1,0,0.05,0.05,20,0,3,30,1,10152,0
1,0.276195,0.550459,0.027523,54.5,0,6,64,1,1945,1
1,0.542231,0.273016,0.326984,45,0,5,127,0.714286,1293,1
1,0,0.631579,0.473684,19,0,3,1,1,1285,0
1,0,0.037037,0.037037,27,0,3,44,1,6479,0
1,0,0.037037,0.037037,27,0,3,39,1,5552,0
1,0,0.037037,0.037037,27,0,3,2,1,301,0
1,0,0.137931,0.103448,29,0,2,0,1,179,1
1,0,0.034483,0.034483,29,0,2,11,1,4767,0
1,0,0.032258,0.032258,31,0,2,9,1,4667,0
1,0,0.032258,0.032258,31,0,2,0,1,4510,0
1,0,0.032258,0.032258,31,0,2,5,1,4509,0
1,0.937362,0.032841,0.033935,96.157895,0,3,146,0.526316,4355,1
1,0,0.034483,0.103448,29,0,2,9,1,3377,0
1,0,0.037037,0.037037,27,0,3,9,1,585,0
1,0,0.037037,0.037037,27,0,3,70,1,5905,0
1,0,0.037037,0.037037,27,0,3,41,1,5551,0
1,0,0,0,54,0,1,0,1,15001,0
1,0,0,0,0,0,2,5,1,1602,0
1,0,0,0,20,0,1,0,1,1621,0
1,0,0,0,0,0,4,67,1,1738,0
1,0.995761,0.027066,0.014245,234,0,4,66,0.666667,237,0
1,0,0,0,20.5,0,1,0,0.1,5371,0
1,0,0,0,13,0,1,0,1,1734,0
1,0,0.056604,0,53,0,1,71,1,11192,0
1,0,0.12,0.1,50,1,1,2,1,10342,0
1,0.291818,0.158879,0.205607,53.5,1,1,21,1,10335,1
1,0,0.327869,0.098361,61,1,2,44,1,10692,0
1,0,0.327869,0,61,0,1,1,1,10259,1
1,0,1,0.230769,13,1,1,21,1,10543,0
1,0,0.176471,0.117647,17,0,2,0,1,3,0
1,0,1.176471,0.294118,17,1,2,22,1,2,0
1,0,0,0,8.25,1,1,0,0.25,10328,1
1,0,0.145251,0.03352,179,0,6,60,1,13373,0
1,0.990225,0.143498,0.049327,111.5,1,6,15,1,11416,0
1,0,0,0.02,150,0,6,16,1,2031,0
1,0.237869,0.772512,0.805687,105.5,1,5,17,1,8423,1
1,0,2.836364,2.836364,165,0,5,11,1,1,1
1,0.453716,0.121795,0.012821,156,1,4,10,1,6826,0
1,0.701028,0.220859,0.247444,69.857143,1,4,94,0.857143,6815,0
1,0.454683,0.151235,0.092593,108,1,5,124,0.666667,6608,1
1,0.948579,0.652582,1.962441,26.625,0,4,475,0.875,4878,0
1,0,0.038462,0,52,1,4,1,1,4507,0
1,0,0.142857,0.346939,49,0,4,0,1,98,0
1,0,0.066667,0,45,0,3,1,1,3617,0
1,0.74651,0.639731,0.215488,37.125,0,3,248,0.25,390,1
1,0.997932,0.606838,0.021368,23.4,0,2,55,0.4,38,0
1,0.650803,0.02303,0.050909,165,0,2,35,0.6,2678,0
1,0,0.017857,0,56,1,2,9,1,6828,0
1,0,0,0,48,0,1,0,0.25,14945,0
1,0,0.18705,0,139,0,1,161,1,15904,0
1,0.857642,0.030142,0.014184,188,0,3,68,0.666667,15518,0
1,0,0.377953,0.377953,127,0,1,0,1,14110,1
2,0.825872,0.183486,0.077982,54.5,0,2,978,1,16792,1
1,0,0.234375,1.0625,64,0,1,8,1,14084,1
1,0,0,0,11,0,1,0,1,14092,0
1,0,0,0,40,0,1,0,1,14935,1
1,0,0,0,56.9,1,1,0,0.1,6356,1
1,0,0,0,0,0,1,141,1,5005,0
1,0,0,0,24,1,1,0,1,3728,0
1,0.782612,0.397311,0.209046,102.25,0,5,124,0.75,5704,1
