@relation KC1-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R5

@attribute ev(g) numeric
@attribute l numeric
@attribute i numeric
@attribute lOComment numeric
@attribute locCodeAndComment numeric
@attribute defects {false,true}

@data
1,0.67,5.33,0,0,false
1,0.12,34.05,11,0,false
1,0,0,0,0,false
1,0.08,28.43,1,0,false
1,0,0,0,0,false
1,0.04,77.31,19,3,false
1,1,18.09,0,0,false
1,2,9.51,0,0,false
1,0,0,0,0,false
11,0.03,39.84,19,4,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.11,51.12,10,0,false
1,0.09,34.19,2,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.5,5.8,0,0,false
1,0.67,5.33,0,0,false
1,0.07,34.34,2,0,false
3,0.08,33.74,9,0,false
1,0.09,15.21,0,0,false
1,0.11,33.65,2,0,false
1,0.11,33.65,2,0,false
1,0.11,33.65,2,0,false
1,0.67,5.33,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
3,0.09,48.26,0,0,false
1,0.1,18.26,0,0,false
1,0.07,66.4,3,0,false
1,0.19,13.18,0,0,false
1,0.21,8.54,0,0,false
26,0.02,193.06,6,11,false
1,0.14,14.51,1,3,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.14,25.29,0,0,false
1,0,0,0,0,false
1,2,23.22,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.14,21.83,0,0,false
1,0.08,13.11,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,5.33,0,0,false
1,0.4,6.2,0,0,false
1,0.5,11.63,0,0,false
1,0.67,5.33,0,0,false
1,0,0,0,0,false
1,0.11,25.92,0,0,false
1,0.1,36.87,0,0,false
1,0,0,0,0,false
1,0.25,33.18,1,0,false
10,0.03,74.25,4,5,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.07,28.84,0,0,false
3,0.05,30.92,0,0,false
1,0.12,13.4,0,0,false
1,0.07,8.95,0,0,false
1,0.1,36.87,1,0,false
1,0.19,13.18,0,0,false
1,0.06,58.98,1,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0,0,0,0,false
1,0.17,6,0,0,false
1,0.13,12.27,0,1,false
3,0.17,15.86,0,0,false
1,0.06,79.31,5,3,false
1,0.06,79.11,2,3,false
6,0.04,89.18,20,3,false
7,0.04,93.92,20,6,false
1,0.14,28.38,1,0,false
1,0.43,54.91,0,0,false
1,0.39,32.29,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.2,10.75,0,0,false
1,0.1,19.91,0,0,false
1,0.1,18.49,0,0,false
1,0.67,5.33,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,5.33,0,0,false
1,0.3,27.41,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.4,6.2,0,0,false
1,0.24,12.8,0,0,false
1,0.14,15.65,2,0,false
1,0.21,12.33,0,0,false
1,0.08,38.05,5,0,false
1,0.2,15.2,0,0,false
1,0.67,5.33,0,0,false
1,0.17,22.21,0,0,false
1,0.12,13.92,0,0,false
1,0.14,29.53,0,0,false
1,0.23,29.98,0,3,false
1,0.09,14.41,0,1,false
1,0.67,7.74,0,0,false
1,0.13,15.63,0,0,false
1,0.12,19.5,0,0,false
1,0.09,14.41,0,1,false
1,0.11,17.59,0,0,false
1,0.2,15.2,0,0,false
1,0.2,15.2,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.39,32.29,0,0,false
1,0.5,5.8,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,0.67,16.84,0,0,false
1,0.67,5.33,0,0,false
1,0.17,9.56,0,0,false
1,0.3,9.9,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,2,32.5,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.04,61.44,0,0,false
3,0.1,30.72,1,0,false
7,0.1,50.52,1,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
9,0.09,79.66,1,0,false
1,0.67,5.33,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
5,0.08,39.12,1,0,false
8,0.04,61.92,9,0,false
5,0.1,40.75,3,0,false
1,0.13,34.8,1,0,false
1,0.09,25.98,1,0,false
15,0.04,70.4,12,3,false
6,0.06,54.12,1,0,false
1,0.08,55.71,4,0,false
1,1,8,0,0,false
3,0.07,100.98,4,0,false
1,0.16,124.45,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,1,8,0,0,false
1,0.09,20.93,0,0,false
1,0.29,16.92,0,0,false
1,0.4,9.6,0,0,false
1,0.4,9.6,0,0,false
1,0.29,19.58,0,0,false
1,0.4,15.95,0,0,false
1,0.4,15.95,0,0,false
1,0.4,15.95,0,0,false
1,0.29,19.58,0,0,false
1,0.4,12.68,0,0,false
1,0.4,12.68,0,0,false
1,0.4,12.68,0,0,false
1,0.29,19.58,0,0,false
1,0.4,15.95,0,0,false
1,0.29,19.58,0,0,false
1,0.29,22.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.1,26.23,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.06,54.44,4,0,false
1,0.67,5.33,0,0,false
1,0.5,5.8,0,0,false
1,0.5,9.83,0,0,false
1,0,0,0,0,false
1,0.09,23.68,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
7,0.06,42.93,4,0,false
7,0.06,33.95,2,1,false
7,0.06,33.95,2,1,false
1,0.67,7.74,0,0,false
1,0.16,29.32,1,0,false
1,0.67,7.74,0,0,false
1,0.17,22.24,1,0,false
1,0.15,32.45,1,0,false
1,0.21,91.57,0,0,false
1,0.25,20.84,3,0,false
3,0.04,28.09,0,0,false
3,0.1,9.62,0,0,false
1,0.29,16.92,0,0,false
4,0.03,45.99,0,0,false
1,0.4,9.6,0,0,false
3,0.12,12.96,0,0,false
1,0.4,9.6,0,0,false
1,0.29,19.58,0,0,false
1,0.4,15.95,0,0,false
1,0.4,15.95,0,0,false
3,0.07,26.8,0,0,false
1,0.4,15.95,0,0,false
3,0.07,16.07,0,0,false
5,0.05,8.25,0,0,false
1,0.11,11.42,0,0,false
11,0.07,45.45,0,0,false
1,0.29,19.58,0,0,false
1,0.16,16.78,0,0,false
1,0.4,12.68,0,0,false
1,0.4,12.68,0,0,false
1,0.4,12.68,0,0,false
1,0.29,19.58,0,0,false
10,0.05,60.94,1,0,false
10,0.05,54.6,1,0,false
1,0.4,15.95,0,0,false
1,0.29,19.58,0,0,false
1,0.29,22.33,0,0,false
1,0.06,42.65,2,0,false
1,0.67,5.33,0,0,false
1,0.5,9.83,0,0,false
1,0.06,31.07,1,0,false
1,0,0,0,0,false
4,0.04,36.26,0,0,false
1,0.67,16.84,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.14,11.71,0,0,false
5,0.03,48.61,0,0,false
5,0.02,60.88,0,0,false
5,0.02,61.07,0,0,false
7,0.02,20.15,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
8,0.07,70.05,3,0,false
1,0,0,0,0,false
1,0.1,29.25,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.17,36.95,0,0,false
1,0.15,14.28,0,0,false
1,2,9.51,0,0,false
1,1,4.75,0,0,false
1,1.6,29.72,0,0,false
1,1,4.75,0,0,false
1,2,4,0,0,false
1,0,0,0,0,false
1,1,4.75,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.04,87.91,4,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.15,14.28,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.15,14.28,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.67,5.33,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.67,5.33,0,0,false
1,0,0,0,0,false
1,0.4,6.2,0,0,false
1,0,0,0,0,false
3,0.1,48.51,2,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.13,37.73,1,0,false
1,0,0,0,0,false
1,0.12,38.72,0,0,false
1,0.15,14.28,0,0,false
1,0.13,45.4,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.17,33.67,0,0,false
1,0.13,33.42,0,0,false
1,0.15,14.28,0,0,false
1,0.13,45.4,0,0,false
1,0,0,0,0,false
1,0.15,14.28,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.5,18,2,2,false
1,0,0,0,0,false
1,0.5,7.75,0,0,false
1,0,0,0,0,false
1,0.18,14.08,0,0,false
1,0,0,0,0,false
1,0.5,7.75,0,0,false
1,0,0,0,0,false
1,0.18,14.08,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.07,49.35,1,1,false
1,0.06,49.98,4,0,false
1,0.13,30.75,2,0,false
3,0.13,15.47,1,0,false
7,0.06,23.85,0,0,false
1,0.09,29.72,0,0,false
1,0.24,15.41,2,0,false
6,0.06,42.58,2,1,false
1,0.13,19.46,0,0,false
6,0.06,42.58,2,1,false
1,0.13,16.67,0,0,false
1,0.14,25.31,0,0,false
1,0.27,13.29,2,0,false
1,0.15,24.6,0,0,false
1,0.14,25.31,0,0,false
1,0.14,22.94,0,0,false
3,0.07,34.57,3,1,false
1,0.07,50.98,1,0,false
3,0.13,15.47,0,0,false
1,0.12,12.22,0,0,false
1,0.12,12.22,0,0,false
4,0.06,15.35,0,0,false
19,0.03,80.13,9,8,false
1,0.1,33.76,3,0,false
3,0.1,49.31,1,0,false
1,1,8,0,0,false
1,1,8,0,0,false
1,0.42,13.21,0,0,false
1,1,4.75,0,0,false
1,1,8,0,0,false
3,0.09,41.08,1,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,0.4,14.62,0,1,false
3,0.1,44.35,1,0,false
1,1,8,0,0,false
1,0.42,13.21,0,0,false
3,0.09,42.9,1,0,false
1,1,8,0,0,false
1,0.4,10.8,0,0,false
1,1,8,0,0,false
3,0.1,44.35,1,0,false
1,0.42,13.21,0,0,false
1,0.1,12.82,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,0.18,84.67,1,1,false
1,1,4.75,0,0,false
1,0.4,12.68,0,0,false
1,0.4,12.68,0,0,false
11,0.05,42.96,1,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.1,26.23,0,0,false
1,0.1,26.23,0,0,false
1,0.1,26.23,0,0,false
1,0.1,26.23,0,0,false
1,0.1,26.23,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
3,0.07,30.09,0,0,false
3,0.07,35.31,1,0,false
3,0.06,31.43,1,0,false
3,0.07,31.86,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.28,16.34,0,0,false
9,0.04,83.27,2,2,false
1,0.4,7.86,0,0,false
1,0.67,7.74,0,0,false
13,0.03,65.48,5,1,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
8,0.06,43.32,2,0,false
10,0.05,56.75,2,1,false
1,0.07,37.22,2,1,false
8,0.05,54.82,4,0,false
8,0.06,57.94,0,0,false
1,0.08,39.82,8,1,false
1,0.08,46.95,0,0,false
1,0.3,11.7,0,0,false
3,0.05,63.73,5,1,false
1,0.07,55.45,2,0,false
1,0.07,42.12,1,0,false
1,0.06,56.27,1,0,false
4,0.12,16.4,0,0,false
1,0.09,39.92,0,0,false
1,0.3,11.7,0,0,false
1,0.11,31.91,8,0,false
1,0.14,119.9,0,0,false
1,0.18,50.68,0,0,false
1,0.2,22.4,1,0,false
1,0.2,22.4,1,0,false
1,0.2,22.4,1,0,false
1,0.04,23.87,3,1,false
1,0.04,23.36,0,0,false
1,0.67,5.33,0,0,false
1,0.67,7.74,0,0,false
1,0.29,15.86,0,0,false
1,0.29,15.86,0,0,false
1,0.29,13.32,0,0,false
1,0.29,15.86,0,0,false
1,0.33,12.18,0,0,false
1,0.11,27.54,1,0,false
1,0.1,26.47,3,0,false
1,0.13,23.23,1,0,false
3,0.1,34.66,1,0,false
1,0.13,20.75,1,0,false
1,0.11,5.07,0,0,false
1,0.27,5.99,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.23,11.86,1,0,false
1,0,0,0,0,false
7,0.05,46.31,4,1,false
4,0.06,40.95,2,1,false
1,0.16,42.22,2,0,false
1,0.4,10.8,0,0,false
7,0.05,44.1,3,0,false
1,0.4,10.8,0,0,false
3,0.08,73.68,1,0,false
7,0.04,61.08,8,2,false
1,0.67,7.74,0,0,false
4,0.06,65.84,6,0,false
1,0.67,7.74,0,0,false
3,0.07,32.95,4,0,false
1,0.09,46.25,3,0,false
7,0.04,61.08,8,2,false
1,0.11,15.71,1,0,false
1,0.4,10.8,1,0,false
4,0.09,29.87,0,0,false
1,0.4,10.8,0,0,false
1,0.67,7.74,0,0,false
1,0.08,49.64,2,0,false
1,0.19,19.03,1,0,false
7,0.05,39.92,10,1,false
1,0.12,30.09,1,0,false
1,0.38,19.93,0,0,false
1,1,4.75,0,0,false
1,0,0,0,0,false
1,0.67,10.34,0,0,false
1,2,4,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,0.67,16.84,0,0,false
1,2,4,0,0,false
1,2,9.51,0,0,false
1,0.12,17.8,0,0,false
1,0.33,12,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
5,0.05,48.24,2,0,false
1,0.1,35.95,6,2,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.4,10.8,1,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.1,80.38,0,0,false
1,0.4,12.68,0,0,false
1,0.09,20.8,5,0,false
5,0.06,47.68,4,0,false
9,0.03,68.03,2,0,false
1,0.67,7.74,0,0,false
1,0.4,10.8,0,0,false
1,0,0,0,0,false
4,0.08,33.66,2,0,false
1,0.4,18.6,4,0,false
1,0.4,18.6,4,0,false
4,0.08,33.66,2,0,false
1,0.25,8.72,0,0,false
1,0.67,7.74,0,0,false
7,0.05,85.04,2,1,false
5,0.07,61.43,1,1,false
16,0.04,81.73,1,0,false
1,0.25,8.72,0,0,false
4,0.08,33.66,2,0,false
1,0.4,18.6,4,0,false
1,0.29,6.86,2,0,false
1,0.29,10.44,0,0,false
1,0.5,5.8,0,0,false
1,0.25,8.72,0,0,false
3,0.09,64.62,14,0,false
1,0.67,7.74,0,0,false
5,0.06,57.29,5,0,false
13,0.04,54.04,3,0,false
1,0.14,18.67,0,0,false
1,0.4,10.8,0,0,false
1,0.67,7.74,0,0,false
6,0.05,34.05,1,0,false
1,0.4,10.8,2,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.13,30.12,5,0,false
1,0.13,30.12,5,0,false
1,0.13,27.8,5,0,false
1,0.08,28.45,4,0,false
4,0.07,23.96,6,0,false
1,0.07,67.87,8,0,false
1,0.13,22.41,5,0,false
1,0.22,6.67,2,0,false
8,0.05,48.86,0,0,false
8,0.06,54.12,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0,0,0,0,false
1,0.67,7.74,0,0,false
1,0,0,0,0,false
1,0.67,7.74,0,0,false
1,0.67,5.33,0,0,false
6,0.04,45.6,2,0,false
8,0.03,54.02,13,9,false
12,0.03,68.05,11,0,false
1,0.67,5.33,0,0,false
1,0.67,7.74,0,0,false
19,0.03,80.48,2,0,false
1,0.67,7.74,0,0,false
11,0.04,78.1,3,0,false
11,0.05,76.67,3,0,false
1,0.11,5.07,0,0,false
1,0.09,23.57,8,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.23,11.86,1,0,false
1,0,0,0,0,false
1,0.13,66.55,5,12,false
1,0.27,15.22,4,0,false
1,0.2,21.32,0,0,false
1,0.4,10.8,1,0,false
1,0.4,10.8,1,0,false
1,0.27,15.22,3,0,false
5,0.05,26.39,4,2,false
1,0.06,61.88,17,3,false
1,0.27,15.22,3,0,false
1,0.33,9.51,0,0,false
1,0.29,15.36,0,0,false
1,0,0,0,0,false
1,0.28,15.38,0,1,false
1,0.28,15.38,0,1,false
1,0.27,15.22,4,0,false
1,0.06,49.46,6,0,false
1,0.07,50.46,3,0,false
5,0.05,40.5,3,0,false
1,1,4.75,0,0,false
1,0.67,16.84,1,1,false
1,0.23,101.6,1,3,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,0,0,0,0,false
1,2,4,0,0,false
1,0,0,0,0,false
1,0.16,17.18,0,0,false
1,0.16,15.56,0,0,false
1,0.5,7.75,0,0,false
5,0.06,36.96,4,4,false
1,0.12,35.1,0,0,false
1,0.67,5.33,0,0,false
1,0.12,35.65,0,0,false
1,0.07,60.41,2,0,false
1,0.27,15.22,3,0,false
1,0.28,16.34,0,0,false
1,0.4,7.86,0,0,false
7,0.05,47.23,6,4,false
5,0.06,42.76,5,3,false
1,0.15,16.56,1,0,false
1,0.15,19.94,0,0,false
1,0.33,12.18,0,0,false
1,0.33,9.51,0,0,false
1,0.33,9.51,0,0,false
1,0.33,12.18,0,0,false
1,0.17,22.67,0,0,false
1,0.17,22.67,0,0,false
5,0.06,33.81,6,2,false
5,0.06,34.94,5,2,false
1,0.1,35.28,4,5,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0,0,0,0,false
1,0.27,12.4,0,1,false
1,0.27,12.4,0,1,false
3,0.07,55.28,1,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.15,25.8,0,1,false
1,0.11,32.22,4,0,false
1,0.13,24.31,0,0,false
1,0.13,24.31,0,0,false
1,0.17,17.13,0,0,false
1,0.17,24.69,1,0,false
1,0.18,18.89,1,0,false
1,0.17,17.13,0,0,false
1,0.67,7.74,2,0,false
1,0.13,29.85,0,0,false
1,0.13,29.85,0,0,false
1,0.13,24.31,0,0,false
1,0.13,29.29,0,0,false
1,0.21,30.86,3,1,false
3,0.07,57.62,2,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.07,35.6,0,0,false
1,0.12,25.36,1,1,false
1,0.25,8.72,3,0,false
1,0.09,33.72,3,0,false
1,0.18,21.98,1,0,false
1,1,8,0,0,false
1,1,8,0,0,false
1,1,4.75,0,0,false
1,0.19,16.37,0,0,false
3,0.07,38.72,6,1,false
1,0.14,11.78,0,0,false
1,0.4,12.68,0,0,false
1,0.4,9.6,6,0,false
1,0.4,12.68,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
3,0.1,53.98,1,0,false
1,0.67,7.74,0,0,false
13,0.03,85.01,2,1,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.08,70.96,1,0,false
1,0.11,33.33,2,0,false
1,0.22,31.44,0,0,false
3,0.08,37.44,1,0,false
1,0.67,7.74,0,0,false
1,0.33,12.18,0,0,false
1,0.07,40.61,1,0,false
7,0.05,32.79,0,0,false
1,0.67,7.74,0,0,false
1,0,0,0,0,false
1,0.5,5.8,0,0,false
1,0.42,21.25,0,0,false
1,0.2,4.14,0,0,false
1,0,0,1,0,false
1,0,0,0,0,false
1,0.5,5.8,0,0,false
1,0.19,11.86,0,1,false
1,0.22,8,0,0,false
1,0.1,20.81,0,0,false
1,0.4,7.86,0,0,false
1,0.38,16.84,3,0,false
1,0.67,5.33,0,0,false
1,0.67,7.74,0,0,false
1,0.12,24.67,0,0,false
1,0.2,3.62,0,0,false
1,0.67,7.74,0,0,false
1,0.34,16.61,0,0,false
1,0.33,14.4,0,0,false
1,0.67,7.74,0,0,false
1,0.11,11.29,0,0,false
1,0.13,15.92,0,0,false
1,0.5,5.8,0,0,false
1,0.15,10.42,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,0,0,0,0,false
1,0.67,6.67,0,0,false
1,0.67,6.67,0,0,false
1,1,20.68,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,1,0,false
1,0,0,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,0,0,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
1,0.4,14.4,0,0,false
1,0.4,14.4,0,0,false
1,0.67,7.74,0,0,false
1,1,8,0,0,false
1,1,8,0,0,false
1,1,4.75,0,0,false
1,0.34,15.42,0,0,false
1,1,4.75,0,0,false
1,1,4.75,0,0,false
6,0.07,41.57,1,0,false
1,1,8,0,0,false
1,0.25,24.81,0,0,false
1,1,4.75,0,0,false
1,0.5,9.83,0,0,false
1,0.67,7.74,0,0,false
1,1,4.75,0,0,false
1,1,8,0,0,false
1,1,91.38,0,0,false
1,0.14,35.66,0,0,false
1,0.11,20.46,0,0,false
1,0.11,19.25,0,0,false
1,0.4,9.6,0,0,false
1,0.17,4.21,0,0,false
1,0.24,12.8,0,0,false
1,0.4,12.68,0,0,false
1,0.4,12.68,0,0,false
1,0.16,19.16,0,0,false
1,0.5,5.8,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,16.84,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.19,8.43,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.08,24.79,0,0,false
1,0.67,5.33,0,0,false
1,0.33,9.51,0,0,false
1,0.4,6.2,0,0,false
1,0.4,6.2,0,0,false
1,0.5,5.8,0,0,false
1,0.5,5.8,0,0,false
1,0.25,7.11,0,0,false
1,0.33,9.51,0,0,false
1,0.67,5.33,0,0,false
1,0.4,9.6,0,0,false
1,0.67,5.33,0,0,false
1,0.17,8.96,0,0,false
1,0.17,9.56,0,0,false
1,0.67,5.33,0,0,false
1,0.14,3.86,0,0,false
1,0.67,5.33,0,0,false
3,0.21,16.19,0,0,false
1,0.67,5.33,0,0,false
1,0.14,3.86,0,0,false
3,0.22,11.85,0,0,false
1,0.67,7.74,0,0,false
1,0.67,5.33,0,0,false
1,0.14,11.72,0,0,false
1,0.67,7.74,0,0,false
1,0.5,11.63,0,0,false
1,0.67,7.74,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0,0,0,0,false
1,0.67,5.33,0,0,false
1,0,0,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.67,5.33,0,0,false
1,0.33,8,0,0,false
1,0.25,11.09,0,0,false
3,0.07,45.74,0,0,false
1,0.67,5.33,0,0,false
1,0.5,9.05,0,0,false
1,0.27,14.17,1,0,false
1,0.15,8.82,0,0,false
1,0.5,7.75,0,0,false
1,0.5,5.8,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
4,0.07,19.65,3,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.22,15.11,0,0,false
1,0.22,15.11,0,0,false
1,0.22,15.11,0,0,false
1,0.22,15.11,0,0,false
1,0.22,15.11,0,0,false
1,0.22,15.11,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
1,0.67,7.74,0,0,false
3,0.05,29.51,0,0,false
1,0.67,16.84,0,0,false
