@relation 'lucene-2.2_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.375wmc-0.373rfc-0.322npm-0.316loc-0.31ce... numeric
@attribute -0.387mfa-0.378ic+0.376ca-0.355dit-0.342cbm... numeric
@attribute -0.438max_cc-0.412avg_cc-0.393amc-0.305loc+0.248cbm... numeric
@attribute 0.482dam-0.476lcom3-0.289dit-0.283max_cc-0.278mfa... numeric
@attribute -0.462noc+0.373moa-0.357ca-0.287avg_cc+0.267lcom3... numeric
@attribute -0.437dit-0.355mfa+0.354cbm-0.346cam-0.289noc... numeric
@attribute -0.42npm+0.405amc+0.354moa+0.342ce+0.303cbo... numeric
@attribute 0.722noc-0.336ca+0.277cbm-0.27cbo+0.217lcom3... numeric
@attribute '0.486amc-0.459moa-0.345cam+0.3  lcom3-0.283max_cc...' numeric
@attribute -0.557cam-0.478cbm+0.342moa+0.243dit-0.225dam... numeric
@attribute '-0.48ce+0.476ic+0.41 lcom+0.376amc+0.234cam...' numeric
@attribute bug {1,0}

@data
-7.726815,-3.01747,-16.142207,-6.656,-4.849502,-0.795941,-0.190658,0.272924,-2.151977,-0.381526,-1.337327,0
0.701225,-0.435543,-0.228425,1.120198,0.063279,-1.12693,-0.807916,-0.591147,0.295224,-0.578706,-0.055825,1
1.60306,-0.660344,-0.977072,-1.463818,0.916525,-0.718695,0.692491,-0.49737,1.850881,0.499816,-0.100959,1
1.798566,1.381268,-0.780977,0.190166,1.011969,0.898434,0.002828,0.229871,-0.527228,0.643958,-0.03372,0
1.550584,-0.363382,0.101803,1.51813,0.140502,-1.399387,-0.847491,-0.450577,-0.783215,-0.350025,-0.133399,1
-1.535002,-2.632098,0.077285,0.231246,-1.060992,0.429389,0.551457,0.008639,-0.770548,0.279419,0.325555,1
-0.573824,-2.537898,1.081358,0.678029,-0.926583,0.193525,0.379518,-0.102226,-0.768751,-0.137046,0.43724,0
-1.48744,-1.284072,-0.126554,0.116614,0.272221,-0.394083,0.122741,-0.268548,-0.088951,0.947457,-0.080452,1
0.144381,-2.444658,1.099911,-1.000895,-0.379538,0.444588,0.391642,0.018356,-0.48479,0.696745,0.343895,1
0.380418,-1.710717,1.007735,0.102634,-0.473784,0.740192,0.060471,0.051412,-0.437409,0.193359,0.440522,1
1.268655,0.65941,-0.834489,1.287502,0.320612,0.734234,-0.43208,-0.423951,-0.013548,0.235911,0.200711,1
0.654405,0.470681,-1.720368,1.049925,-0.220429,0.272496,-0.401022,-0.265988,-0.457295,0.025828,0.008084,1
2.908231,-1.731585,1.298575,-2.615807,0.849427,-1.352638,-0.218169,-0.265326,0.443996,0.943972,0.012371,0
-1.932429,-0.365028,-3.403052,1.422827,-0.480111,-0.316505,0.203623,-0.782903,2.15289,-1.05542,1.19023,0
-1.554743,0.876831,-1.188323,0.859358,-1.17614,0.35771,-1.268188,0.631448,0.898071,0.526713,-0.755016,1
-1.395703,-2.69168,1.197049,0.322339,-1.100652,1.496454,-0.263354,0.267767,-0.025715,-0.392016,0.268031,1
-4.351184,-0.342328,-2.689283,1.592394,1.247023,-1.258702,3.45141,-0.091117,1.181439,-1.094239,-0.241127,0
2.815953,1.295859,-0.923139,0.278042,1.20193,0.051408,-0.524875,0.385335,-0.474021,-1.172767,0.843259,0
-0.537155,-2.054353,1.251226,0.394622,-1.329651,0.044749,0.41747,0.742658,-0.578608,0.087011,0.304395,0
-1.216785,-1.522986,0.342154,0.810939,0.179684,-0.017071,0.569321,0.178306,-0.088996,-0.169078,0.30776,0
1.98315,-1.826205,1.414386,-2.08017,0.493923,0.757972,0.448272,0.623242,-0.090023,0.317132,0.458841,0
-1.18636,-3.047554,1.559788,-0.003123,-0.363163,-0.857795,1.536244,-0.328578,0.223157,-0.535514,0.073007,1
-0.418692,-1.464709,0.415249,0.827862,-0.777055,0.081403,0.061833,0.194212,0.249051,-0.225391,0.37038,1
-0.290597,1.067977,0.303927,-0.029545,-0.332379,1.589327,-0.32808,-0.490627,-0.477491,0.351815,0.632725,1
1.455988,-0.51521,0.666278,-1.300605,0.676688,0.935151,0.215527,0.150996,0.53938,0.92206,-0.406257,0
0.273151,0.988077,-0.66679,0.551204,0.623971,1.24138,-1.281028,-0.199155,0.447553,0.358322,0.005984,0
0.000786,-2.528124,-0.707121,-1.738523,-0.606802,0.385878,0.53946,-0.005515,-0.19022,0.433106,-0.073273,0
3.512873,-0.314562,0.838156,-2.391346,1.344155,-2.114929,-0.582091,-0.287028,0.227432,-0.196351,-0.065215,0
-0.409501,1.750808,-0.143382,0.427399,0.715767,0.959055,-0.356082,-0.477379,-0.399442,0.967536,0.199334,1
2.27525,1.520959,-1.345182,-0.17548,2.093974,-0.282942,1.212813,0.712547,-0.15393,-0.977653,1.0489,1
-14.163709,2.589689,0.889305,-1.266544,5.543636,-0.664299,-3.763589,1.00856,1.078641,0.90684,1.842033,1
-1.693838,0.71613,-0.813391,1.946321,1.305762,-0.423193,0.648101,0.228104,-0.845683,0.57067,-0.015189,1
-1.333721,-0.662605,-0.110165,-0.196507,0.689648,-0.934754,0.125872,-0.899909,1.913134,0.316024,-0.971476,0
-1.367551,-1.131194,0.684966,0.961743,-0.204749,-0.134855,0.793498,1.004042,-0.256465,0.461725,0.042214,0
1.63741,-2.001747,1.043776,-0.372272,0.038544,-1.481542,-0.131755,-0.084814,-0.064855,-0.900479,0.197229,1
2.703488,1.756959,-0.779839,-0.210676,2.121791,0.005328,0.381927,0.956846,-0.915516,-0.603017,0.621699,0
1.406419,0.380718,-1.019996,1.957632,-0.35787,-0.269024,-0.938529,-0.309042,-0.858488,-0.710038,0.031181,0
-1.14912,3.111242,0.780594,0.179256,-2.528722,0.178996,0.12448,-2.164613,-0.285755,-0.360266,-0.027721,0
2.849715,-0.69819,0.872223,-2.030816,1.38967,-1.478095,-0.764331,-0.318222,0.916424,0.68709,-0.429144,0
2.863439,1.991218,-0.833303,-0.672646,1.127352,0.171782,0.31516,0.195737,0.015323,-1.347873,0.794737,1
1.024435,0.601981,-0.735164,1.834777,0.062438,-0.088366,-0.850227,-0.124693,-0.746835,-0.391961,-0.067978,1
-3.076958,-1.070818,0.892957,0.353589,0.365466,0.121879,0.583074,0.186847,-0.350805,-0.307621,-0.647043,1
