@relation 'KC1-weka.filters.unsupervised.attribute.Remove-R1-2,4-6,8-13,17-21'

@attribute ev(g) numeric
@attribute l numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute locCodeAndComment numeric
@attribute defects {false,true}

@data
3,0.07,4,12,0,false
1,0.16,0,1,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.09,0,1,0,false
1,0.29,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
1,0.29,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
1,0.29,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
1,0.29,0,0,0,false
1,0.4,0,0,0,false
1,0.29,0,0,0,false
1,0.29,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.1,0,1,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.06,4,12,0,false
1,0.67,0,0,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0,0,0,0,false
1,0.09,0,1,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
7,0.06,4,11,0,false
7,0.06,2,3,1,false
7,0.06,2,3,1,false
1,0.67,0,0,0,false
1,0.16,1,3,0,false
1,0.67,0,0,0,false
1,0.17,1,1,0,false
1,0.15,1,3,0,false
1,0.21,0,0,0,false
1,0.25,3,2,0,false
3,0.04,0,7,0,false
3,0.1,0,0,0,false
1,0.29,0,0,0,false
4,0.03,0,13,0,false
1,0.4,0,0,0,false
3,0.12,0,0,0,false
1,0.4,0,0,0,false
1,0.29,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
3,0.07,0,2,0,false
1,0.4,0,0,0,false
3,0.07,0,4,0,false
5,0.05,0,1,0,false
1,0.11,0,4,0,false
11,0.07,0,1,0,false
1,0.29,0,0,0,false
1,0.16,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
1,0.29,0,0,0,false
10,0.05,1,7,0,false
10,0.05,1,5,0,false
1,0.4,0,0,0,false
1,0.29,0,0,0,false
1,0.29,0,0,0,false
1,0.06,2,5,0,false
1,0.67,0,0,0,false
1,0.5,0,0,0,false
1,0.06,1,4,0,false
1,0,0,0,0,false
4,0.04,0,9,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.14,0,1,0,false
5,0.03,0,19,0,false
5,0.02,0,16,0,false
5,0.02,0,23,0,false
7,0.02,0,6,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
8,0.07,3,4,0,false
1,0,0,0,0,false
1,0.1,0,3,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.17,0,2,0,false
1,0.15,0,1,0,false
1,2,0,0,0,false
1,1,0,0,0,false
1,1.6,0,0,0,false
1,1,0,0,0,false
1,2,0,0,0,false
1,0,0,0,0,false
1,1,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.04,4,10,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.15,0,1,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.15,0,1,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.67,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.67,0,0,0,false
1,0,0,0,0,false
1,0.4,0,0,0,false
1,0,0,0,0,false
3,0.1,2,6,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.13,1,4,0,false
1,0,0,0,0,false
1,0.12,0,2,0,false
1,0.15,0,1,0,false
1,0.13,0,5,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.17,0,2,0,false
1,0.13,0,2,0,false
1,0.15,0,1,0,false
1,0.13,0,4,0,false
1,0,0,0,0,false
1,0.15,0,1,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.5,2,2,2,false
1,0,0,0,0,false
1,0.5,0,0,0,false
1,0,0,0,0,false
1,0.18,0,1,0,false
1,0,0,0,0,false
1,0.5,0,0,0,false
1,0,0,0,0,false
1,0.18,0,1,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.07,1,3,1,false
1,0.06,4,9,0,false
1,0.13,2,7,0,false
3,0.13,1,1,0,false
7,0.06,0,6,0,false
1,0.09,0,1,0,false
1,0.24,2,2,0,false
6,0.06,2,5,1,false
1,0.13,0,0,0,false
6,0.06,2,5,1,false
1,0.13,0,0,0,false
1,0.14,0,0,0,false
1,0.27,2,2,0,false
1,0.15,0,0,0,false
1,0.14,0,0,0,false
1,0.14,0,0,0,false
3,0.07,3,6,1,false
1,0.07,1,3,0,false
3,0.13,0,2,0,false
1,0.12,0,1,0,false
1,0.12,0,1,0,false
4,0.06,0,1,0,false
19,0.03,9,16,8,false
1,0.1,3,1,0,false
3,0.1,1,2,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.42,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
3,0.09,1,2,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.4,0,0,1,false
3,0.1,1,2,0,false
1,1,0,0,0,false
1,0.42,0,1,0,false
3,0.09,1,2,0,false
1,1,0,0,0,false
1,0.4,0,1,0,false
1,1,0,0,0,false
3,0.1,1,3,0,false
1,0.42,0,1,0,false
1,0.1,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.18,1,2,1,false
1,1,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
11,0.05,1,6,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.1,0,1,0,false
1,0.1,0,1,0,false
1,0.1,0,1,0,false
1,0.1,0,1,0,false
1,0.1,0,1,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
3,0.07,0,7,0,false
3,0.07,1,7,0,false
3,0.06,1,6,0,false
3,0.07,0,6,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.28,0,0,0,false
9,0.04,2,14,2,false
1,0.4,0,0,0,false
1,0.67,0,0,0,false
13,0.03,5,8,1,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
8,0.06,2,6,0,false
10,0.05,2,7,1,false
1,0.07,2,4,1,false
8,0.05,4,3,0,false
8,0.06,0,5,0,false
1,0.08,8,5,1,false
1,0.08,0,8,0,false
1,0.3,0,0,0,false
3,0.05,5,8,1,false
1,0.07,2,2,0,false
1,0.07,1,2,0,false
1,0.06,1,2,0,false
4,0.12,0,3,0,false
1,0.09,0,6,0,false
1,0.3,0,0,0,false
1,0.11,8,3,0,false
1,0.14,0,2,0,false
1,0.18,0,1,0,false
1,0.2,1,2,0,false
1,0.2,1,2,0,false
1,0.2,1,2,0,false
1,0.04,3,6,1,false
1,0.04,0,4,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.29,0,1,0,false
1,0.29,0,1,0,false
1,0.29,0,1,0,false
1,0.29,0,1,0,false
1,0.33,0,1,0,false
1,0.11,1,3,0,false
1,0.1,3,0,0,false
1,0.13,1,2,0,false
3,0.1,1,7,0,false
1,0.13,1,3,0,false
1,0.11,0,0,0,false
1,0.27,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.23,1,3,0,false
1,0,0,0,0,false
7,0.05,4,5,1,false
4,0.06,2,9,1,false
1,0.16,2,1,0,false
1,0.4,0,0,0,false
7,0.05,3,9,0,false
1,0.4,0,0,0,false
3,0.08,1,3,0,false
7,0.04,8,28,2,false
1,0.67,0,0,0,false
4,0.06,6,13,0,false
1,0.67,0,0,0,false
3,0.07,4,3,0,false
1,0.09,3,10,0,false
7,0.04,8,28,2,false
1,0.11,1,3,0,false
1,0.4,1,2,0,false
4,0.09,0,2,0,false
1,0.4,0,0,0,false
1,0.67,0,0,0,false
1,0.08,2,7,0,false
1,0.19,1,1,0,false
7,0.05,10,4,1,false
1,0.12,1,2,0,false
1,0.38,0,2,0,false
1,1,0,0,0,false
1,0,0,0,0,false
1,0.67,0,0,0,false
1,2,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.67,0,0,0,false
1,2,0,0,0,false
1,2,0,0,0,false
1,0.12,0,3,0,false
1,0.33,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
5,0.05,2,13,0,false
1,0.1,6,8,2,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.4,1,1,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.1,0,3,0,false
1,0.4,0,0,0,false
1,0.09,5,2,0,false
5,0.06,4,7,0,false
9,0.03,2,11,0,false
1,0.67,0,0,0,false
1,0.4,0,0,0,false
1,0,0,0,0,false
4,0.08,2,6,0,false
1,0.4,4,2,0,false
1,0.4,4,2,0,false
4,0.08,2,6,0,false
1,0.25,0,0,0,false
1,0.67,0,0,0,false
7,0.05,2,16,1,false
5,0.07,1,8,1,false
16,0.04,1,13,0,false
1,0.25,0,1,0,false
4,0.08,2,6,0,false
1,0.4,4,3,0,false
1,0.29,2,0,0,false
1,0.29,0,0,0,false
1,0.5,0,0,0,false
1,0.25,0,0,0,false
3,0.09,14,6,0,false
1,0.67,0,0,0,false
5,0.06,5,10,0,false
13,0.04,3,10,0,false
1,0.14,0,2,0,false
1,0.4,0,0,0,false
1,0.67,0,0,0,false
6,0.05,1,5,0,false
1,0.4,2,2,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.13,5,4,0,false
1,0.13,5,4,0,false
1,0.13,5,4,0,false
1,0.08,4,4,0,false
4,0.07,6,3,0,false
1,0.07,8,10,0,false
1,0.13,5,4,0,false
1,0.22,2,0,0,false
8,0.05,0,8,0,false
8,0.06,0,7,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0,0,0,0,false
1,0.67,0,0,0,false
1,0,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
6,0.04,2,9,0,false
8,0.03,13,34,9,false
12,0.03,11,19,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
19,0.03,2,17,0,false
1,0.67,0,0,0,false
11,0.04,3,19,0,false
11,0.05,3,15,0,false
1,0.11,0,0,0,false
1,0.09,8,1,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.23,1,1,0,false
1,0,0,0,0,false
1,0.13,5,5,12,false
1,0.27,4,0,0,false
1,0.2,0,0,0,false
1,0.4,1,0,0,false
1,0.4,1,0,0,false
1,0.27,3,0,0,false
5,0.05,4,5,2,false
1,0.06,17,7,3,false
1,0.27,3,0,0,false
1,0.33,0,0,0,false
1,0.29,0,0,0,false
1,0,0,0,0,false
1,0.28,0,0,1,false
1,0.28,0,0,1,false
1,0.27,4,0,0,false
1,0.06,6,6,0,false
1,0.07,3,6,0,false
5,0.05,3,6,0,false
1,1,0,0,0,false
1,0.67,1,0,1,false
1,0.23,1,3,3,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0,0,0,0,false
1,2,0,0,0,false
1,0,0,0,0,false
1,0.16,0,0,0,false
1,0.16,0,0,0,false
1,0.5,0,0,0,false
5,0.06,4,2,4,false
1,0.12,0,2,0,false
1,0.67,0,0,0,false
1,0.12,0,2,0,false
1,0.07,2,9,0,false
1,0.27,3,0,0,false
1,0.28,0,0,0,false
1,0.4,0,0,0,false
7,0.05,6,5,4,false
5,0.06,5,3,3,false
1,0.15,1,1,0,false
1,0.15,0,2,0,false
1,0.33,0,0,0,false
1,0.33,0,0,0,false
1,0.33,0,0,0,false
1,0.33,0,0,0,false
1,0.17,0,1,0,false
1,0.17,0,1,0,false
5,0.06,6,5,2,false
5,0.06,5,6,2,false
1,0.1,4,5,5,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0,0,0,0,false
1,0.27,0,0,1,false
1,0.27,0,0,1,false
3,0.07,1,6,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.15,0,2,1,false
1,0.11,4,3,0,false
1,0.13,0,0,0,false
1,0.13,0,0,0,false
1,0.17,0,0,0,false
1,0.17,1,1,0,false
1,0.18,1,2,0,false
1,0.17,0,0,0,false
1,0.67,2,0,0,false
1,0.13,0,0,0,false
1,0.13,0,0,0,false
1,0.13,0,0,0,false
1,0.13,0,0,0,false
1,0.21,3,2,1,false
3,0.07,2,6,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.07,0,1,0,false
1,0.12,1,1,1,false
1,0.25,3,1,0,false
1,0.09,3,1,0,false
1,0.18,1,2,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.19,0,0,0,false
3,0.07,6,1,1,false
1,0.14,0,0,0,false
1,0.4,0,0,0,false
1,0.4,6,2,0,false
1,0.4,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
3,0.1,1,3,0,false
1,0.67,0,0,0,false
13,0.03,2,3,1,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.08,1,6,0,false
1,0.11,2,1,0,false
1,0.22,0,0,0,false
3,0.08,1,4,0,false
1,0.67,0,0,0,false
1,0.33,0,1,0,false
1,0.07,1,4,0,false
7,0.05,0,1,0,false
1,0.67,0,0,0,false
1,0,0,0,0,false
1,0.5,0,0,0,false
1,0.42,0,0,0,false
1,0.2,0,0,0,false
1,0,1,0,0,false
1,0,0,0,0,false
1,0.5,0,0,0,false
1,0.19,0,0,1,false
1,0.22,0,0,0,false
1,0.1,0,2,0,false
1,0.4,0,0,0,false
1,0.38,3,4,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.12,0,1,0,false
1,0.2,0,0,0,false
1,0.67,0,0,0,false
1,0.34,0,1,0,false
1,0.33,0,0,0,false
1,0.67,0,0,0,false
1,0.11,0,1,0,false
1,0.13,0,1,0,false
1,0.5,0,0,0,false
1,0.15,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,1,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,1,0,0,false
1,0,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
1,0.67,0,1,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.34,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
6,0.07,1,3,0,false
1,1,0,0,0,false
1,0.25,0,0,0,false
1,1,0,0,0,false
1,0.5,0,0,0,false
1,0.67,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.14,0,0,0,false
1,0.11,0,0,0,false
1,0.11,0,0,0,false
1,0.4,0,0,0,false
1,0.17,0,0,0,false
1,0.24,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
1,0.16,0,1,0,false
1,0.5,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.19,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.08,0,5,0,false
1,0.67,0,0,0,false
1,0.33,0,0,0,false
1,0.4,0,0,0,false
1,0.4,0,0,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.25,0,0,0,false
1,0.33,0,2,0,false
1,0.67,0,0,0,false
1,0.4,0,0,0,false
1,0.67,0,0,0,false
1,0.17,0,0,0,false
1,0.17,0,0,0,false
1,0.67,0,0,0,false
1,0.14,0,0,0,false
1,0.67,0,0,0,false
3,0.21,0,1,0,false
1,0.67,0,0,0,false
1,0.14,0,0,0,false
3,0.22,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.14,0,4,0,false
1,0.67,0,0,0,false
1,0.5,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0,0,0,0,false
1,0.67,0,0,0,false
1,0,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.33,0,0,0,false
1,0.25,0,0,0,false
3,0.07,0,4,0,false
1,0.67,0,0,0,false
1,0.5,0,0,0,false
1,0.27,1,0,0,false
1,0.15,0,0,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
4,0.07,3,3,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.22,0,0,0,false
1,0.22,0,0,0,false
1,0.22,0,0,0,false
1,0.22,0,0,0,false
1,0.22,0,0,0,false
1,0.22,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
3,0.05,0,1,0,false
1,0.67,0,0,0,false
1,0.25,0,0,0,false
1,0.67,0,0,0,false
1,0.22,0,0,0,false
1,0.22,0,0,0,false
1,0.22,0,0,0,false
1,0.22,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.5,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.19,0,1,0,false
1,0.12,0,1,0,false
1,0.44,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.24,0,0,0,false
1,0.5,0,1,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.16,1,0,0,false
1,0.04,5,0,0,false
1,0.1,2,3,0,false
1,0.21,0,0,0,false
1,0.18,0,0,0,false
1,0.11,1,1,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.33,0,0,0,false
1,0.2,0,0,0,false
1,0.67,0,0,0,false
5,0.05,7,7,4,false
1,0.08,0,3,0,false
1,0.18,0,0,0,false
1,0.33,0,0,0,false
1,0.5,0,0,0,false
1,0.11,5,3,0,false
1,0.32,2,0,0,false
1,0.1,5,3,0,false
1,0.09,0,3,0,false
8,0.04,7,10,0,false
1,0.18,0,0,0,false
1,0.33,0,0,0,false
1,0.5,0,0,0,false
1,0.18,0,0,0,false
1,0.33,0,0,0,false
1,0.5,0,0,0,false
1,0.09,0,4,0,false
1,0.2,0,0,0,false
1,0.33,0,0,0,false
1,0.08,0,3,0,false
1,0.09,6,9,0,false
1,0.23,0,1,0,false
1,0.33,0,0,0,false
1,0.23,0,1,0,false
1,0.18,0,0,0,false
1,0.33,0,1,0,false
1,0.5,0,0,0,false
7,0.05,5,6,0,false
1,0.1,1,2,0,false
1,0.05,10,8,0,false
1,0.2,0,0,0,false
1,0.19,0,0,0,false
1,0.16,1,2,0,false
1,0.5,17,1,0,false
1,0.07,12,0,0,false
1,0.09,6,1,1,false
1,0.1,0,1,0,false
1,0.33,0,0,0,false
1,0.19,0,0,0,false
10,0.03,3,6,5,false
1,0.21,0,0,0,false
1,0.14,0,2,0,false
1,0.1,0,1,0,false
1,0.5,0,0,0,false
1,2,0,0,0,false
1,2,0,0,0,false
5,0.09,3,1,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.23,2,1,0,false
1,0,0,0,0,false
1,0.4,0,0,0,false
1,0.35,0,0,0,false
1,0.07,4,5,0,false
1,0.07,5,1,1,false
1,0.5,0,0,0,false
1,0.33,0,0,0,false
3,0.13,0,2,0,false
1,0.33,0,0,0,false
1,0.21,0,0,0,false
1,0.4,0,0,0,false
1,0.2,0,0,0,false
1,0.5,0,0,0,false
1,0.33,1,1,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.29,0,0,0,false
1,0.33,0,0,0,false
1,0.29,0,0,0,false
1,0.33,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.33,0,0,0,false
1,0.67,0,0,0,false
1,0.21,0,0,0,false
4,0.06,0,2,0,false
1,0.17,0,0,0,false
1,0.67,0,0,0,false
3,0.08,0,1,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.5,0,0,0,false
1,0.67,0,0,0,false
1,0.22,0,0,0,false
1,0.29,0,0,0,false
1,0.29,0,0,0,false
1,0.67,0,0,0,false
1,0.07,0,2,0,false
1,0.29,0,0,0,false
1,0.07,0,2,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.21,0,0,0,false
1,0.17,0,0,0,false
4,0.06,0,2,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.15,0,0,0,false
1,0.21,0,0,0,false
1,0.07,0,2,0,false
1,0.67,0,0,0,false
1,0.25,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.5,0,0,0,false
1,0.29,0,0,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.09,0,3,0,false
1,0.18,0,0,0,false
1,0.09,11,9,0,false
1,0.33,0,0,0,false
1,0.5,0,0,0,false
1,0.08,0,3,0,false
1,0.18,0,0,0,false
1,0.33,0,1,0,false
1,0.5,0,0,0,false
1,0.33,0,0,0,false
16,0.02,5,4,5,false
1,0.5,0,0,0,false
1,0.11,1,2,2,false
1,0.11,1,2,2,false
1,0.11,1,2,2,false
1,0.11,1,2,2,false
1,0.11,1,2,2,false
1,0.12,1,1,2,false
1,0.11,1,1,2,false
1,0.11,1,2,2,false
1,0.11,1,2,2,false
1,0.11,1,2,2,false
1,0.11,1,2,2,false
1,0.11,1,2,2,false
1,0.12,1,2,2,false
1,0.12,1,1,2,false
1,0.29,0,0,0,false
1,0.04,5,3,7,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.12,1,1,2,false
1,0.12,1,1,2,false
1,0.33,0,0,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.29,0,0,0,false
1,0.29,0,0,0,false
1,0.21,0,1,0,false
1,0.09,0,2,0,false
1,0.06,18,15,0,false
1,0.21,0,1,0,false
1,0.18,0,0,0,false
1,0.33,0,1,0,false
1,0.5,0,0,0,false
1,0.19,0,0,0,false
1,0.21,0,0,0,false
1,0.23,1,1,0,false
1,0.2,0,0,0,false
1,0.29,0,0,0,false
1,0.29,0,0,0,false
1,0.33,0,0,0,false
1,0.29,0,0,0,false
3,0.11,0,1,0,false
1,0.67,11,0,0,false
1,0.09,2,1,0,false
1,0.5,0,0,0,false
1,0.4,0,0,0,false
1,0.11,0,0,0,false
1,0.22,1,1,1,false
3,0.07,13,3,2,false
1,0.14,0,1,0,false
1,0.21,0,0,0,false
1,0.67,0,0,0,false
1,0.18,0,0,0,false
1,0.67,21,0,0,false
1,0.19,0,0,0,false
1,0.15,0,2,0,false
1,0.33,0,0,0,false
1,0.04,2,2,0,false
1,0.5,0,0,0,false
1,0.4,0,0,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.5,0,0,0,false
1,0.11,8,1,2,false
1,0.11,6,1,2,false
1,0.5,0,0,0,false
1,0,0,0,0,false
1,0.22,0,0,0,false
1,0.18,0,1,0,false
1,0,0,0,0,false
1,0.67,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.4,0,0,0,false
1,0.67,0,0,0,false
1,0.11,0,1,1,false
1,0.09,1,1,0,false
1,0.67,0,0,0,false
1,0.09,0,2,0,false
1,0.33,0,0,0,false
1,0.11,0,3,0,false
1,0.2,0,1,0,false
1,0.67,0,0,0,false
1,0.2,0,0,0,false
1,0.67,0,0,0,false
1,0.33,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,0.11,1,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.17,0,4,0,false
1,1,0,0,0,false
1,0,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.06,0,1,0,false
1,0,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.67,0,0,0,false
1,0,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,1,0,0,0,false
1,0.12,0,0,0,false
1,1,0,0,0,false
1,2,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,2,0,0,0,false
1,2,0,0,0,false
1,0,0,0,0,false
1,0,0,0,0,false
1,0.67,0,0,0,false
1,0.67,0,0,0,false
1,1,0,0,0,false
1,0.21,0,0,0,false
