@relation 'postgres-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,12-13'

@attribute ns numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
2,0.584639,0.01528,0.011414,1358,1,12,74,1,21442,1
2,0.623852,0.018464,0.005887,934.25,1,12,46,0.5,21410,0
1,0,0.022873,0.000915,1093,1,11,27,1,15657,0
2,0.559109,0.009887,0.003178,944,1,12,79,1,25355,1
3,0.447726,0.002958,0.029827,1014.166667,1,17,139,0.583333,18818,1
1,0,0.005834,0.007001,857,1,10,19,1,12525,0
1,0,0.015205,0.005848,855,1,10,6,1,11138,0
1,0,0.004695,0.004695,852,0,10,31,1,524,0
4,0.971471,0.002548,0.002299,820.5,1,14,2235,0.477273,15417,0
1,0.784992,0.021218,0.02214,542,0,10,64,1,9760,0
1,0.842392,0.003456,0.003616,1250.12,0,12,141,0.24,883,1
1,0,0.088979,0.034378,989,0,9,3,1,129,0
1,0.737241,0.044087,0.063681,714.5,0,9,80,1,8134,0
1,0,0.005061,0.002024,988,1,9,0,1,7351,1
4,0.954335,0.003423,0.006717,844.945946,0,11,73,0.054054,12857,1
1,0,0.041791,0.045771,1005,0,9,5,1,5774,0
1,0,0.038278,0.051675,1045,0,9,0,1,5749,1
1,0,0.003784,0.003784,1057,0,9,1,1,5637,0
1,0.721928,0.013333,0.013333,750,0,9,14,1,5541,0
1,0,0.001896,0.001896,1055,1,9,17,1,11363,0
3,0.695867,0.028348,0.022351,786.142857,1,12,702,0.928571,16041,1
1,0,0.014925,0.007902,1139,0,9,31,1,3850,0
1,0,0.010046,0.00274,1095,0,9,7,1,112,0
2,0.876471,0.007468,0.006449,589.2,0,9,118,0.6,13856,0
2,0.918296,0.000576,0.001152,1736.5,0,9,2,1,10945,0
2,0.698936,0.013655,0.008835,311.25,1,11,0,0.75,13829,0
1,0,0.004237,0.000847,1180,0,8,11,1,9673,0
1,0,0.001701,0.002551,1176,0,8,0,1,104,0
1,0,0.001717,0.002575,1165,0,8,0,1,100,0
1,0,0.023156,0.030017,1166,0,8,1,1,2977,0
1,0,0.003439,0.00172,1163,1,8,1,1,99,0
1,0,0.018088,0.009475,1161,0,8,26,1,98,1
2,0.920652,0.006166,0.004111,851.375,0,11,133,0.875,3791,0
1,0.954434,0.001499,0.001499,1334,0,10,2,0.5,2743,0
1,0.75977,0.016297,0.003694,1150.5,1,10,9,1,217,0
2,0.724151,0.042473,0.057516,695.461538,1,11,264,0.615385,2207,1
1,0.943579,0.003422,0.004277,779.333333,0,9,42,0.666667,1409,0
1,0.478447,0.070379,0.072215,817,1,8,12,0.5,1209,0
1,0,0.057303,0.014607,890,0,7,6,1,862,0
2,0.901961,0.012811,0.00604,607.111111,0,9,146,0.444444,10790,1
2,0.886669,0.101455,0.022688,389.333333,0,8,159,0.666667,10713,0
2,0.836059,0.044633,0.09887,354,0,7,0,0.2,10591,0
2,0.946395,0.008043,0.006256,373,0,7,48,1,9088,0
1,0,0.002307,0.002307,867,1,5,0,1,5948,0
1,0,0.002307,0.002307,867,0,5,1,1,5947,1
1,0,0.002307,0.002307,867,1,5,6,1,5946,0
1,0,0.003401,0.003401,882,0,5,15,1,4837,0
2,0.791663,0.042419,0.025137,318.25,0,5,24,0.75,611,0
1,0,0.022701,0.014756,881,1,5,1,1,445,0
1,0.989498,0.00602,0.008277,443,0,6,12,1,4099,0
1,1,0.008123,0.008978,1169.5,1,5,2,0.5,4080,0
2,0.864548,0.004984,0.006296,953,1,6,19,1,4320,1
2,0.048412,0.368444,0.363703,1713.625,0,6,58,1,5791,1
1,0,0.002265,0.002265,883,1,5,1,1,4026,1
1,0,0.015855,0.012458,883,1,5,0,1,4025,1
1,0.83784,0.016884,0.007291,868.666667,1,6,5,0.666667,4014,1
1,0.985228,0.006963,0.005222,574.5,0,5,22,1,2807,1
2,0.991159,0.001427,0.00214,934.666667,0,4,0,1,3073,0
1,0,0.005513,0.002205,907,0,3,39,1,302,0
1,0,0.009501,0.004751,842,0,3,9,1,92,0
1,0,0.005952,0.005952,840,0,3,2,1,81,0
1,0,0.005952,0,840,0,3,5,1,72,0
1,0,0.03222,0.015513,838,1,3,68,1,70,0
1,1,0.003478,0.003478,575,0,4,87,1,44,0
2,0.838186,0.018582,0.017139,503.909091,1,3,174,1,298,1
2,0.968319,0.011856,0.006443,352.727273,0,2,81,0.363636,2840,0
1,0.995413,0.002201,0.004842,454.4,0,1,135,0.8,1412,0
1,0.985057,0.004997,0.004997,533.666667,1,1,123,0.666667,1275,0
1,0,0.003942,0.003942,761,1,1,0,1,1276,0
1,0,0.012922,0.00497,1006,1,10,1002,1,11141,0
1,0,0.028703,0.001148,871,1,11,1505,1,15661,0
1,0,0.015116,0.005814,860,1,10,639,1,11140,0
2,0.68668,0.024304,0.006922,1083.5,1,13,7760,0.833333,22243,0
1,0,0.028703,0.001148,871,1,11,1042,1,15660,0
1,0,0.015116,0.005814,860,1,10,176,1,11139,0
1,0,0.028802,0.001152,868,1,11,805,1,15659,0
1,0,0.005834,0.007001,857,1,10,211,1,12526,0
1,0,0.02551,0.00102,980,1,11,440,1,15658,0
1,0.991076,0.00466,0.001332,1502,1,12,466,1,16767,0
2,0.83547,0.024544,0.006746,995.285714,1,16,1689,0.857143,25597,0
1,0,0.085714,0.085714,35,1,1,0,1,1277,0
2,0.719597,0.02682,0.01788,261,0,9,10,0.666667,847,0
2,0.937231,0.036474,0.024316,109.666667,0,11,12,0.333333,4656,1
1,0,0.011173,0.011173,179,0,7,28,1,92,0
2,0.777547,0.013675,0.010256,219.375,1,9,0,0.625,12555,0
2,0.842773,0.017822,0.027723,303,0,10,8,0.6,12235,1
2,0.965401,0.007785,0.00519,385.333333,0,8,63,1,12229,0
1,0.91851,0.007967,0.006692,784.5,0,8,5,0.75,7819,0
2,0.659376,0.097187,0.112532,195.5,0,6,0,0.5,10715,0
2,0.915306,0.025743,0.047525,202,0,7,79,0.6,122,0
1,0.995231,0.009936,0.013514,503.2,0,7,122,1,7568,1
2,0.848038,0.098847,0.046129,364.2,0,7,19,0.4,10586,0
1,0.619382,0.168831,0.084416,231,1,5,17,1,4695,1
1,0,0.049057,0.056604,265,0,4,0,1,4630,0
1,0,0.011278,0.018797,266,0,4,0,1,4629,0
2,0.89564,0.012048,0.012048,359.666667,0,5,0,0.666667,6660,0
1,0.963536,0.018718,0.019285,881.5,1,5,17,1,4089,0
1,0,0.013423,0.003356,298,0,4,11,1,242,0
1,0,0.164087,0.117647,323,0,3,12,1,62,0
1,0,0.003165,0.009494,316,1,2,5,1,188,0
1,0,0.003731,0.026119,268,0,4,85,1,3276,0
1,0,0,0,30.5,0,1,0,0.25,154,0
2,0.872523,0.0035,0.000875,1428.5,0,18,198,0.5,1774,1
1,0,0.049459,0.037094,647,1,4,19,1,1233,0
2,0.678233,0.005464,0.020368,671,0,9,93,0.333333,87,0
2,0.927331,0.004724,0.002876,1391,1,17,466,0.714286,24233,0
1,0.974717,0.040602,0.001988,1761,1,8,108,1,17441,0
2,0.821869,0.012027,0.00564,1226.416667,1,16,346,0.5,22838,0
1,0,0.001244,0.001244,1608,1,6,9,1,15709,0
2,0.793238,0.026439,0.129082,385.8,1,11,440,0.6,16620,0
1,0,0.040153,0.006692,1046,0,6,66,1,11739,0
3,0.777757,0.052694,0.019062,641.882353,1,13,1641,0.647059,13349,1
1,0.721928,0.013746,0.008346,1018.5,1,9,4,0.5,9047,0
1,0.897482,0.006454,0.003442,774.666667,0,9,174,0.666667,8692,0
1,0,0.020346,0.003052,983,0,5,17,1,8438,0
2,0.897243,0.013491,0.008236,708.305556,0,12,282,0.277778,10663,0
1,1,0.004127,0.002064,484.6,1,10,0,0.2,7432,0
2,0.803887,0.01351,0.011271,835.709677,0,11,869,0.516129,9049,1
2,0.459694,0.045164,0.001825,1096,0,5,42,1,12988,1
2,0.286646,0.127378,0.082981,378.4,0,9,46,0.8,6807,1
2,0.739451,0.048884,0.011404,661.243243,0,12,1750,0.513514,6729,1
2,0.63743,0.190716,0.060545,495.5,1,8,57,1,6635,1
2,0.683751,0.037574,0.011317,552.25,0,9,9,0.5,6625,1
1,0,0.231765,0.125882,850,0,1,3,1,4855,1
2,0.620117,0.308492,0.117851,412.142857,0,10,46,0.571429,6274,1
1,0.782112,0.081611,0.046105,943.5,1,4,237,1,6648,0
1,0.941979,0.011048,0.010583,781.727273,1,13,679,0.727273,15037,0
1,0,0.148352,0.015568,1092,0,6,217,1,14592,0
3,0.156913,0.114348,0.112932,1797.545455,1,19,293,0.363636,23744,1
1,0.820364,0.044276,0.00216,463,0,8,54,0.5,10044,1
3,0.585358,0.020293,0.00762,928.692308,0,12,133,0.461538,1145,0
2,1,0.004094,0.004094,488.5,0,5,8,0.5,1392,0
1,0,0.237288,0.199153,236,0,4,60,1,1327,0
1,0.959794,0.014829,0.009026,310.2,1,4,191,0.6,2901,1
2,0.853936,0.005263,0.007368,475.05,0,5,2876,0.8,543,0
1,0,0,0,219.666667,0,1,0,0.333333,178,0
1,0.353359,0.029453,0.019635,1069.5,1,6,581,1,982,0
1,0.968332,0.016962,0.047032,259.4,0,8,534,1,3282,0
1,0.932112,0.069731,0.00317,315.5,0,8,1722,1,10050,0
1,0.820364,0.043944,0.002144,466.5,0,8,1081,1,10048,0
1,0.820364,0.044276,0.00216,463,0,8,302,0.5,10046,0
1,0.971307,0.008835,0.008835,415,1,8,557,0.666667,15037,0
1,0,0,0,97.75,0,1,0,0.083333,178,1
1,0,0,0,57.111111,0,1,0,0.111111,178,0
1,0.813859,0.081702,0.045106,195.833333,1,1,200,0.833333,1262,0
1,0.811278,0.041916,0.005988,167,1,1,22,0.5,1160,0
1,0.922919,0.115174,0.014625,273.5,1,1,39,1,1327,0
1,0,0.051771,0.013624,367,1,1,0,1,1328,0
1,0.37602,0.149321,0.099548,221,1,1,0,0.5,1306,0
1,0,0.024691,0.024691,81,1,1,26,1,1233,0
4,0.774233,0.028104,0.00405,1284.028571,0,20,2181,0.657143,27751,1
2,0.833718,0.007221,0.004513,1107.833333,1,19,493,0.583333,24642,0
2,0.832912,0.044394,0.046286,881,0,12,481,0.888889,12349,1
1,0,0.029268,0.029268,205,1,5,48,1,13438,0
1,0,0.038647,0.004831,207,1,5,86,1,15739,1
4,0.898717,0.024852,0.025445,381.886793,0,15,8585,0.45283,17110,1
1,1,0.003535,0.003535,565.8,0,11,176,0.8,6565,0
2,0.725254,0.058805,0.02365,347.666667,0,11,89,0.888889,232,1
1,0,0.026667,0.02,150,1,1,5,1,155,0
1,0,0.034314,0.004902,204,1,5,1399,1,13442,0
1,0,0.033654,0.004808,208,1,5,1124,1,13441,0
1,0,0.033816,0.004831,207,1,5,732,1,13440,0
1,0,0.038647,0.004831,207,1,5,321,1,13439,0
1,0,0.00495,0.039604,202,1,5,228,1,15740,0
1,0,0.038647,0.004831,207,1,5,228,1,15738,0
1,0,0,0,141,0,1,0,1,759,0
2,0.752024,0.067723,0.002689,724.31579,0,12,1161,0.473684,15396,1
1,0,0,0,66,1,1,0,1,5172,1
3,0.699066,0.007259,0.002884,2011.2,0,20,376,1,30530,0
1,0,0.134146,0.134146,82,0,4,6,1,18781,0
1,0,0.05,0.075,80,0,4,19,1,199,0
1,0.982859,0.071006,0.005917,169,0,2,2,1,31,0
1,0,0,0,74,0,1,0,1,14478,0
1,0,0,0,103,0,1,0,0.076923,204,1
1,0,0,0,55.090909,0,1,0,0.090909,204,0
2,0.571228,0.017252,0.00582,1202.75,0,20,207,0.75,25763,0
1,0,0,0,108,0,1,0,1,18130,1
1,0,0.026667,0.04,75,1,5,54,1,417,0
1,0,0,0,82,1,1,0,1,8876,0
2,0.712724,0.064408,0.044339,973.909091,1,19,277,0.545455,22693,1
2,0.872443,0.021812,0.064013,460.034483,0,12,404,0.448276,7226,1
2,0.823518,0.03088,0.006706,754.352941,0,12,134,0.235294,7097,1
1,0,0.174056,0.119869,609,0,8,73,1,4018,0
1,0,0.006849,0.001712,584,0,6,12,1,175,0
1,0,0.332762,0.42024,583,1,6,56,1,159,0
2,0.153747,0.049613,0.045972,732.333333,1,4,275,1,465,1
1,0,0.005254,0.005254,571,0,2,26,1,231,0
2,0.895606,0.02877,0.02877,359.166667,0,1,232,1,1756,1
1,0,0,0,366.5,0,1,0,0.5,204,0
1,0,0.003472,0.017361,576,0,6,85,1,3282,0
1,0,0.007634,0.002545,393,1,1,20,1,1234,0
1,0,0.007673,0.002558,391,0,1,6,1,1129,0
1,0,0.033175,0.00158,633,0,10,37,1,30,0
1,0.895543,0.025711,0.026805,1218.666667,1,13,66,0.333333,19485,0
3,0.853751,0.014719,0.004882,1372.4,0,17,649,0.8,25113,1
5,0.939904,0.003833,0.001935,1826.4,0,21,776,0.733333,2752,1
3,0.822442,0.003527,0.001152,1984.571429,0,16,51,0.571429,24982,0
2,0.631664,0.022874,0.01402,602.333333,1,12,179,0.333333,15116,1
1,0,0.004684,0.004684,427,1,8,10,1,352,0
2,0.628332,0.056274,0.047733,796.1,1,13,250,0.6,13179,1
2,0.714133,0.01183,0.007133,1437,0,13,3,0.5,11864,1
1,0,0.076759,0.002132,469,0,7,67,1,8753,0
1,0,0.045802,0.025445,393,0,6,0,1,7470,1
3,0.812135,0.06589,0.01629,720.5,0,12,2423,0.657895,9632,1
1,0,0.070225,0.067416,356,1,6,0,1,5287,1
1,0.890492,0.002756,0.003215,1088.5,1,7,0,0.5,5285,0
1,0,0.016181,0.019417,309,0,6,0,1,5103,0
2,0.798043,0.010412,0.007998,662.7,1,12,305,0.7,5189,1
1,0,0.060377,0.045283,265,0,6,12,1,3741,1
1,0,0.038168,0.003817,262,0,5,17,1,2731,0
2,0.73497,0.070648,0.064847,553.526316,1,11,426,0.684211,3199,1
1,0,0.02551,0.010204,196,1,5,17,1,8733,1
2,0.524299,0.045471,0.062477,450.833333,1,10,350,0.833333,1795,1
1,0,0.027174,0.097826,184,0,5,1,1,963,0
1,1,0.013333,0.008,187.5,1,5,0,0.5,7973,0
1,0,0.160428,0.016043,187,0,4,56,1,163,0
1,0,0.057471,0.036782,435,0,8,583,1,10734,0
1,0,0.025478,0.016985,471,1,8,1177,1,18636,0
1,0,0.042424,0.00202,495,0,10,908,1,32,0
1,0,0.035473,0.001689,592,0,10,341,1,31,0
1,0.897756,0.026826,0.028539,1168,1,13,957,1,19488,0
1,0,0.003442,0.003442,581,1,8,192,1,19081,0
1,0,0,0,117.9,0,1,0,0.1,224,1
1,0,0,0,94.375,0,1,0,0.125,224,0
2,0.511979,0.044227,0.027353,1126,1,15,213,0.8,26321,0
1,0,0.02069,0.006897,725,0,4,22,1,200,0
1,0,0.055172,0.06069,725,1,4,0,1,14729,0
1,0,0.129121,0.050824,728,0,4,3,1,125,1
2,0.583639,0.134663,0.057855,668.333333,1,7,128,0.666667,98,1
4,0.974276,0.003498,0.003373,667.041667,0,16,1158,0.75,19579,0
2,0.285416,0.138876,0.185169,741.666667,0,9,24,0.333333,47,0
1,0,0.00759,0.005693,527,1,1,53,1,11606,0
1,0,0.00823,0.001372,729,1,4,119,1,369,0
1,0,0.002759,0.002759,725,1,4,83,1,16111,0
1,1,0.001289,0.001289,775.666667,0,11,0,0.333333,18790,0
1,1,0.002578,0.002578,775.666667,0,11,9,0.666667,18787,0
1,0,0.024176,0.015385,455,1,10,66,1,18427,0
1,0,0.142222,0.015556,450,0,10,4,1,16714,0
2,0.811278,0.015414,0.015414,259.5,0,8,0,1,11130,0
1,0.890492,0.006563,0.004102,609.5,0,7,8,1,17,0
1,0,0.013559,0.00678,295,1,3,33,1,3196,1
1,0,0.026764,0.017032,411,1,10,640,1,18429,0
1,0,0.019656,0.017199,407,1,10,466,1,17816,0
1,0,0.024176,0.015385,455,1,10,174,1,18428,0
1,0,0.018987,0.006329,158,1,1,0,1,1144,0
1,0,0.012821,0.012821,156,1,1,10,1,1143,0
1,0,0,0,212,0,1,0,0.5,224,0
1,0,0.244444,0.016667,180,1,1,37,1,1329,0
2,0.726463,0.059175,0.000986,1086.357143,0,19,1054,0.785714,1852,1
2,0.550401,0.027313,0.001841,1086.166667,1,10,153,0.833333,18127,1
1,0,0.008264,0.008264,242,0,3,1,1,471,0
1,0,0.013699,0.013699,219,1,2,3,1,210,0
1,0,0.009091,0.009091,220,0,3,384,1,472,0
1,0,0.5,0.5,4,0,19,6,1,9781,0
2,0.362318,0.007922,0.007724,1683,0,18,3,0.666667,25523,1
1,0,0.5,0.5,4,1,16,3,1,5448,0
2,0.48535,0.030243,0.005527,1151.272727,1,18,207,0.636364,20925,1
3,0.704109,0.06926,0.015395,568.666667,1,18,3252,0.473684,21864,1
2,0.56321,0.036049,0.01853,1173.75,1,18,577,0.8125,20205,1
2,0.508106,0.036794,0.027595,253.666667,0,15,21,0.666667,683,1
2,0.49484,0.026712,0.002099,1048.2,1,14,300,0.8,542,1
1,0,0.5,0.5,4,1,12,0,1,6508,0
2,0.759362,0.024272,0.023981,1030,0,18,190,0.6,26022,1
3,0.741344,0.00792,0.003804,2132.444444,0,21,22,0.333333,31449,0
2,0.526386,0.019915,0.00687,1079.583333,1,17,640,0.583333,25731,1
2,0.88637,0.002731,0.001662,1403.666667,0,16,35,0.333333,24487,0
2,0,0,0,99,1,1,0,0.5,17826,1
2,0.126326,0.017426,0.306914,197.666667,0,11,108,0.5,6391,1
1,0.75,0.006483,0.006483,154.25,1,5,33,0.5,5769,1
1,0.970951,0.003286,0.002191,913,0,4,31,1,2636,0
4,0.79216,0.079039,0.012227,305.333333,0,5,480,0.666667,3644,1
1,0,0.005236,0.005236,95.5,0,3,4,1,2052,1
1,0.651086,0.079504,0.022199,387.4,0,5,82,1,308,1
1,0,0,0,13,0,1,0,1,243,0
1,0.905568,0.006624,0.0418,291.866667,0,4,486,0.533333,2084,0
1,0.998509,0.081886,0.027295,201.5,0,9,172,1,17351,0
1,0,0.016129,0.274194,186,1,6,159,1,16491,0
1,0,0.009434,0.033019,212,1,6,0,1,13043,1
2,0.775012,0.122605,0.023873,308.454545,0,11,343,0.636364,10144,1
1,0,0.154506,0.021459,233,1,6,1021,1,16494,0
1,0,0.016043,0.272727,187,1,6,614,1,16493,0
1,0,0.016129,0.274194,186,1,6,210,1,16492,0
1,0.993887,0.001641,0.000729,1371,1,11,114,0.5,9577,0
1,0,0.02649,0.02649,151,1,5,663,1,15924,0
1,0,0.004208,0.002104,1426,0,8,0,1,19146,0
1,0,0.006902,0.006902,1304,1,8,10,1,18413,0
1,0,0.002309,0.009238,1299,1,8,14,1,285,0
1,0,0.021505,0.003072,1302,1,8,35,1,18095,0
1,0,0.003135,0.001567,1276,0,8,5,1,17554,0
2,0.847862,0.033309,0.004441,675.5,1,12,36,1,47,0
2,0.901485,0.010589,0.00541,1241.142857,1,14,213,0.857143,19752,1
1,1,0.00211,0.00211,948,0,7,2,0.5,121,1
1,0,0.01586,0.01586,1198,0,7,30,1,13485,0
2,0.733404,0.008013,0.00319,1168.545455,0,14,119,0.272727,16855,0
1,0,0.020868,0.002504,1198,1,6,14,1,10088,0
1,0,0.19104,0.137785,1183,0,6,15,1,9016,0
1,0,0.002053,0.002053,974,1,4,23,1,8216,0
1,0,0.00924,0.00308,974,0,4,0,1,8121,0
1,0,0.005149,0.00309,971,0,4,16,1,8120,0
1,0,0.007216,0.001031,970,1,4,9,1,12988,0
2,0.715718,0.022,0.018007,789.272727,0,12,436,0.30303,10804,1
1,0,0.003077,0.002051,975,0,4,33,1,7066,0
2,0.701583,0.028566,0.013677,722,0,10,284,1,8169,0
2,0.908009,0.011121,0.000869,1151,0,9,59,0.6,7794,1
1,0,0.002033,0.002033,984,0,4,0,1,5502,0
1,0,0.013374,0.010288,972,0,4,6,1,5368,0
1,0,0.021472,0.01227,978,1,4,2,1,5150,0
1,0.503258,0.035348,0.036488,1315.5,0,9,40,0.5,10739,1
1,0,0.044057,0.019467,976,0,4,44,1,4221,0
1,0,0.069647,0.068607,962,1,4,13,1,3541,1
1,0,0.107438,0.01343,968,0,3,4,1,3405,0
1,0.970951,0.032537,0.018302,983.5,0,9,18,1,2675,0
1,0.857594,0.00307,0.010543,681.181818,0,12,121,0.636364,8903,0
2,0.841254,0.018021,0.015525,515.285714,0,11,255,0.857143,2861,0
1,0,0,0,373,0,1,0,1,8581,1
1,0,0.044057,0.019467,976,0,4,116,1,4222,0
1,0,0.003021,0.002014,993,0,4,233,1,7067,0
2,0.878214,0.015079,0.006332,1094.214286,1,18,31881,0.785714,25669,0
1,0,0.003328,0.013311,1202,1,8,1390,1,288,0
2,0.880681,0.018178,0.009618,1039.7,0,17,8581,1,21335,0
1,0,0.003331,0.013322,1201,1,8,957,1,287,0
1,0,0.00712,0.00712,1264,1,8,589,1,18415,0
1,0,0.002373,0.009494,1264,1,8,504,1,286,0
2,0.908581,0.007545,0.004192,2236.5,1,17,2290,0.875,25597,0
1,0,0.006923,0.006923,1300,1,8,67,1,18414,0
1,0,0.004646,0.004646,861,0,11,38,1,19514,0
1,0,0.015116,0.004651,860,0,11,1,1,19418,0
1,0,0.006985,0.003492,859,0,11,0,1,19404,0
1,0,0.019912,0.002212,452,1,11,43,1,17799,0
3,0.78069,0.00957,0.005633,917.222222,1,15,551,0.333333,22291,1
2,0.934715,0.005461,0.003979,1068.166667,0,16,440,0.666667,23500,1
2,0.739542,0.011557,0.017032,548,0,12,225,1,650,1
1,0.903237,0.036084,0.018935,699.75,1,10,32,0.25,9650,0
1,0,0.03662,0.033803,355,0,9,104,1,9005,1
2,0.703451,0.027648,0.038191,388,1,12,124,0.545455,126,1
1,0,0.053731,0.002985,335,1,7,155,1,6766,0
4,0.988502,0.002191,0.004053,520.484375,0,12,3424,0.453125,17860,1
1,0,0.121739,0.191304,345,0,7,5,1,3463,1
3,0.716029,0.01587,0.003214,829.666667,0,10,52,0.833333,3000,1
2,0.934835,0.009792,0.009792,445.636364,0,10,476,0.909091,338,1
2,0.610672,0.008045,0.046633,394.823529,0,10,840,0.764706,2473,1
1,0,0.028409,0.002841,352,1,6,31,1,8557,0
2,0.609211,0.055151,0.081165,192.2,0,5,5,0.2,306,0
2,0.633821,0.131719,0.142577,312.111111,0,9,900,0.388889,300,1
4,0.826508,0.049612,0.031693,439.882353,1,6,1069,0.705882,4230,1
1,0,0.002976,0.014881,336,0,3,34,1,2896,0
1,0.99403,0.004004,0.007007,499.5,0,4,18,1,1923,0
1,0,0.005865,0.005865,341,1,3,6,1,1918,0
4,0.947803,0.010518,0.012293,353.767442,1,6,5423,0.674419,677,1
1,0,0.049505,0.0033,303,1,3,44,1,2408,0
2,0.993787,0.006786,0.006169,540.333333,0,4,19,1,2947,0
1,0,0.010239,0.003413,293,0,3,20,1,96,0
1,0,0.027397,0.010274,292,1,3,1,1,2311,0
1,0,0.058219,0.003425,292,1,3,12,1,2309,0
1,0,0.014493,0.003623,276,1,3,20,1,219,0
1,0.946395,0.005808,0.005808,344.333333,0,3,27,1,46,0
1,0.964485,0.054587,0.079587,290.666667,0,4,33,0.133333,2217,0
1,0.985779,0.143451,0.075537,360.75,0,2,174,0.75,1786,1
1,0.708836,0.007955,0.027273,440,1,2,65,1,1683,0
1,0,0.006897,0.02069,290,1,2,88,1,6,0
1,0,0,0,169.777778,0,1,0,0.111111,242,1
1,0,0,0,248.333333,0,1,0,0.166667,242,0
1,0,0,0.005865,341,1,5,142,1,611,0
1,0,0.051429,0.002857,350,1,7,552,1,6905,0
1,0.995727,0.006506,0.001952,768.5,1,10,660,1,5797,0
1,0,0.053731,0.002985,335,1,7,169,1,6767,0
1,0,0.890625,0.885417,384,1,10,1624,1,16042,0
1,0,0.03662,0.033803,355,0,9,234,1,9006,0
1,0,0.868664,0.794931,434,1,10,1278,1,16041,0
1,0,0.019737,0.002193,456,1,11,441,1,17800,0
1,0,0,0,12.666667,0,1,0,0.333333,242,0
1,0,0.019481,0.011364,616,0,12,5,1,19287,1
1,0,0.01157,0.001653,605,0,12,0,1,17,0
1,0,0.058716,0.001835,545,0,10,118,1,643,0
1,0,0.015326,0.001916,522,1,10,13,1,15892,0
1,0,0.029126,0.001942,515,0,10,19,1,15535,0
1,0,0.003968,0.001984,504,1,10,0,1,135,0
1,0,0.006928,0.009238,433,1,9,0,1,12703,0
1,0,0.14486,0.025701,428,0,8,37,1,10080,0
1,0,0.069284,0.002309,433,0,5,21,1,6825,1
1,0,0.053571,0.003571,280,0,5,59,1,5916,0
1,0,0.104478,0.014925,268,1,5,15,1,11346,1
1,0,0.027027,0.027027,148,0,5,20,1,9796,0
1,0,0.013699,0.013699,146,0,5,2,1,2880,0
1,0,0.116438,0.054795,146,0,5,8,1,2879,1
1,0,0.118881,0.041958,143,0,5,46,1,2840,0
1,0,0.110429,0.030675,163,1,5,2,1,1398,0
1,0.739725,0.045952,0.045952,304.666667,1,9,71,0.666667,1396,1
1,0.961237,0.005988,0.009581,417.5,1,3,4,0.5,4024,0
1,0,0.021277,0.005319,188,1,2,5,1,2610,0
1,0.930995,0.024117,0.024968,503.5,0,5,42,0.02381,2459,1
3,0.813329,0.010191,0.043851,404.78125,0,5,760,0.4375,3217,1
1,0,0.021978,0.016484,182,0,2,0,1,3,0
1,0,0.016575,0.016575,181,1,2,16,1,2,0
1,0,0.01105,0.01105,181,0,1,15,1,1620,0
1,0,0.188889,0.205556,180,1,1,37,1,1256,0
1,0,0.098976,0.003413,293,0,5,179,1,6826,0
1,0,0.043573,0.021786,459,1,10,1496,1,171,0
1,0,0.136865,0.024283,453,0,8,548,1,10082,0
1,0,0.072093,0.055814,430,1,8,389,1,9631,0
1,0,0.030093,0.002315,432,1,10,1094,1,170,0
1,0,0.14486,0.025701,428,0,8,146,1,10081,0
1,0,0.050575,0.002299,435,1,10,698,1,169,0
1,0,0.023707,0.002155,464,0,10,407,1,15536,0
1,0.696212,0.026882,0.001792,558,0,11,767,1,164,0
1,0,0.021127,0.012324,568,0,12,236,1,19288,0
1,0,0.002876,0.004794,1043,1,8,2,1,10717,0
1,0,0.008637,0.008637,1042,0,8,9,1,10714,0
3,0.725792,0.070266,0.047477,335.090909,0,11,372,0.545455,6349,1
1,0,0.012127,0.003731,1072,1,8,8,1,10675,0
2,0.828986,0.022346,0.006052,537,1,8,297,1,5698,1
1,0.950174,0.011008,0.002657,1053.8,1,11,220,0.8,4162,1
1,0,0.006648,0.164292,1053,0,8,29,1,4127,0
2,0.617544,0.019006,0.053217,920.75,1,10,88,1,5474,0
2,0.223647,0.049311,0.002144,1088.333333,1,10,257,1,14077,1
2,0.543465,0.007294,0.005182,1302.5,1,9,24,0.25,14011,0
2,0.954973,0.011068,0.001217,1003.888889,0,11,499,0.666667,13921,1
1,0,0.027188,0.00085,1177,1,8,0,1,9741,0
3,0.497965,0.180458,0.016745,559.181818,0,11,729,0.818182,361,1
1,0.661976,0.050164,0.012787,1525,1,10,6,0.5,9681,0
2,0.881096,0.007454,0.007454,348.8,0,9,234,1,12688,1
1,0,0.002857,0.001905,1050,0,8,1,1,95,0
1,0,0.037178,0.086749,1049,0,8,15,1,2864,0
1,0.956294,0.020444,0.013514,1443,1,10,19,1,2717,0
1,0,0.001896,0.002844,1055,1,8,2,1,80,0
2,0.771073,0.015448,0.01955,572.9,0,10,557,0.5,3267,1
1,0,0.006494,0.003711,1078,1,8,5,1,8883,0
2,0.543565,0.031493,0.00311,514.4,1,9,126,0.8,12484,1
2,0.768639,0.018375,0.004794,625.833333,1,11,242,0.666667,12479,1
1,0,0.036346,0.02947,1018,1,8,6,1,8818,1
1,0.962289,0.095295,0.002791,1254,1,10,11,1,8810,1
