@relation 'jedit-4.0_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute 0.366rfc+0.332npm+0.324wmc+0.317ce+0.301cbo... numeric
@attribute '0.504ic+0.477dit+0.46 mfa+0.45 cbm+0.17 dam...' numeric
@attribute -0.474lcom3+0.449dam+0.413avg_cc-0.31cam+0.269max_cc... numeric
@attribute 0.368noc-0.362amc-0.349avg_cc-0.34lcom3+0.333dam... numeric
@attribute 0.399ca+0.362cbo-0.332wmc+0.312amc-0.305loc... numeric
@attribute 0.566noc+0.405amc+0.316loc-0.3cbm+0.272dit... numeric
@attribute -0.666noc-0.335avg_cc-0.308cbm+0.305amc+0.212ce... numeric
@attribute 0.571amc-0.356cam+0.311cbm-0.278mfa-0.265dit... numeric
@attribute '-0.637lcom-0.314cam-0.297npm+0.29 ce+0.234loc...' numeric
@attribute -0.738moa+0.296ca+0.264cam+0.239cbo+0.227loc... numeric
@attribute '-0.664cam-0.551moa+0.22 mfa-0.217amc+0.156lcom3...' numeric
@attribute -0.563lcom3-0.444dam+0.443mfa-0.412dit+0.167ce... numeric
@attribute bug {1,0}

@data
0.102531,0.026331,1.696523,-0.453016,0.303891,0.349021,0.364507,-0.44999,-0.436849,-0.022328,0.782731,0.393906,1
-0.328149,-0.926348,1.980952,-4.511164,4.148463,4.836935,4.252521,8.737883,-1.069114,2.234277,-1.30573,-0.458167,0
-0.862523,0.637412,1.231044,0.39901,-0.503702,-0.319544,-0.123892,-0.254856,-0.221686,0.245465,0.107816,0.462094,0
-2.383566,-0.418627,-2.453113,-0.659382,-0.000671,0.196594,0.056895,-0.991641,-0.485344,-0.087384,-0.342967,0.083718,0
-0.91638,-1.151305,1.895487,0.698048,-1.043952,-0.350828,0.00352,-0.066613,-0.442681,0.484404,-0.331841,0.163557,0
0.781228,3.200803,-0.122873,0.957625,-0.097502,-0.385147,-0.06757,0.207019,0.600375,0.158806,0.518754,-0.582263,1
-0.321246,-1.543344,-0.202829,0.228095,-0.122375,-0.000428,0.789254,0.88334,0.800466,0.084559,-0.062731,0.60549,0
-0.283686,0.325371,2.190379,-1.71256,1.055037,-0.809066,-1.255305,-0.585682,-0.540781,-0.138082,0.25753,0.744238,0
-0.46467,1.022646,0.404128,0.715857,-0.150147,1.17794,1.27304,-0.5871,-0.524516,-0.889057,0.334062,-0.403146,0
-1.454157,0.336323,-1.262203,0.039258,-0.165739,-0.337546,0.038798,-0.23118,0.318496,0.210674,-0.026542,1.194332,0
-0.238848,2.636168,0.686046,0.421682,-0.118403,0.321257,0.233893,-0.171768,-0.354612,-0.251332,-0.641209,-0.039419,1
-0.49117,2.303547,-1.264599,-2.025448,2.053806,0.307932,-0.263193,-0.640562,-0.31431,-0.070371,0.028856,-0.611454,0
-0.421113,-1.489607,1.292605,-1.005064,0.020043,-0.136364,-0.087564,0.932613,0.149281,0.064206,0.438186,0.692847,0
-2.162943,-0.68611,-1.881644,-0.734863,-0.107902,0.024463,-0.068827,-0.473172,-0.153049,-0.366832,0.255767,0.142146,0
-1.115025,2.647514,0.517434,-0.643287,0.199686,0.805129,0.131475,-0.073847,-1.517963,1.245706,-1.712617,0.026886,1
-0.210632,-1.348877,1.256742,1.547825,-0.577915,0.248858,-0.337758,0.4127,0.294771,0.238519,0.640693,-0.211719,0
0.152875,-1.328124,1.662497,0.360111,-0.370017,-0.437528,-0.004916,-0.0059,-0.178374,0.495441,0.20245,-0.358931,0
0.058242,0.492959,2.314225,-0.503828,0.111404,-0.60335,-0.707345,-0.105691,-0.180136,-0.195704,-0.085519,0.172997,0
-0.235848,-1.182006,1.565546,0.832623,-0.999818,-0.235355,0.291522,0.299869,0.085585,-0.953547,-0.626604,-0.136276,0
-0.551331,-0.2271,0.366805,1.097085,-0.431095,0.130836,0.809966,-0.571153,-0.146716,0.304362,0.420966,0.320795,0
-0.216523,0.783894,2.2403,-0.004488,-0.18183,-0.437385,-0.367842,-0.135448,-0.249279,0.33377,0.135934,0.708737,0
-0.837051,0.426493,-0.105873,0.176579,-0.188249,0.164758,0.578843,0.220355,0.173614,0.393571,0.102658,1.248661,0
-0.432359,0.620877,0.939921,0.924845,-0.82934,-0.194298,0.271254,-0.086995,0.033296,0.437824,0.187504,0.59934,0
-1.198292,-1.17557,1.368752,0.758033,-1.264909,-0.335456,-0.007766,-0.286585,-0.535397,0.598463,-0.709651,0.0922,0
-1.980801,-1.983931,-1.800639,-0.739347,-0.37539,-0.632749,-0.591996,-0.282951,-0.165094,0.252573,-0.862576,-0.594125,0
-2.383566,-0.418627,-2.453113,-0.659382,-0.000671,0.196594,0.056895,-0.991641,-0.485344,-0.087384,-0.342967,0.083718,1
-0.432289,-1.421451,0.868534,1.637099,-0.811277,-0.036474,-0.142992,0.37076,0.219107,-0.121173,0.247075,-0.461413,0
-0.994047,-0.493115,-1.16558,-0.324826,0.229726,0.278714,0.696006,-0.49452,0.205846,0.190267,-0.021591,1.131497,0
6.303814,3.664617,-1.233204,0.645886,0.519126,-0.847206,0.071722,0.35306,1.775569,-0.368288,-0.257735,-0.104561,1
-0.895413,2.537664,-0.450873,0.169014,-0.321663,0.345523,0.042489,-0.8063,-0.915842,0.598397,-1.568473,-0.243704,0
-0.580921,0.235445,0.397833,0.21705,-0.657036,-0.309378,-0.162671,0.179838,0.072034,0.257609,0.364451,0.187002,0
5.683888,-2.203327,-0.48333,0.365844,1.403996,-0.925735,0.566859,-0.19853,0.71491,-0.482079,-0.165463,0.63614,0
2.125339,1.749884,0.532047,0.31368,0.172041,0.252845,0.449333,-0.509437,0.414533,-0.817304,0.329057,-0.305595,1
-1.30137,1.956904,-0.125162,0.300441,-0.419704,0.803897,0.487067,-0.829133,-1.285714,0.516831,-1.561994,-0.054048,1
0.027033,-0.194089,1.002316,0.501027,-0.570018,0.175012,0.425297,-0.301275,-0.190719,-0.486301,0.834877,0.189423,1
-2.219374,-0.485845,-2.536857,-0.497097,0.226117,0.12271,0.126994,-1.036341,-0.477547,0.072957,-0.384236,0.052097,0
-0.221916,-0.213837,-0.245845,3.782671,1.97285,4.766622,-3.996172,-0.239294,-0.831866,0.340006,0.540486,0.289669,0
-0.28877,-1.816585,0.785125,3.074925,0.515449,2.250226,-2.825513,0.557691,0.293103,-0.44112,-0.311774,-0.064041,0
-0.872526,1.54363,0.938023,0.507963,-0.554856,0.406275,0.382655,0.182455,-0.482219,0.300224,0.311993,0.217421,0
1.813214,-0.682392,2.054822,-2.292193,1.439243,0.927121,0.560947,0.78912,0.20402,-0.796156,-0.35658,0.422017,0
2.410471,-1.197025,0.896043,0.559725,-0.43741,-0.129043,0.745682,0.154591,0.845556,-0.474216,0.674112,-0.324131,1
-1.985622,-1.967137,-1.66616,-0.677304,-0.316613,-0.640278,-0.53773,-0.176534,-0.028019,0.156943,-0.662601,-0.601672,0
-1.966014,1.855733,-2.519706,-0.97501,0.292964,-0.145033,-0.657283,-0.54584,-0.358159,0.201949,-0.658038,-0.492344,0
-1.528759,0.304008,-1.556353,-0.677642,0.692719,0.631427,0.415715,-0.523894,-0.252305,-0.683169,1.227931,-0.634651,0
-1.713725,-2.178679,-1.638142,0.300421,0.31106,0.373182,-1.591354,0.276279,0.186361,0.108451,-0.251084,-0.504486,0
-1.282291,-1.507396,0.165845,-1.405173,0.81418,1.123194,1.267839,3.541052,0.541149,-0.009366,0.842444,-0.639195,0
4.084918,-1.2398,1.73086,-0.409009,0.532948,-0.24046,0.486889,-0.495802,0.856982,-0.172018,0.511601,0.193353,1
3.696314,-1.896263,3.968181,-5.96048,1.561729,0.469099,-2.213443,-1.378412,0.016212,0.816112,-1.087789,1.138108,0
-1.164548,-1.133044,1.541001,0.888949,-1.352831,-0.335137,0.030103,-0.323701,-0.569747,0.664806,-0.764015,0.29972,0
-0.992576,-1.384358,0.735564,1.272326,-0.927247,-0.47359,0.244336,-0.001432,-0.173642,0.615139,-0.209586,-0.440838,1
-0.781668,-1.301224,1.032324,1.107707,-1.019229,-0.376794,0.236881,0.069561,-0.004607,0.04145,-0.289424,-0.373104,0
3.665693,-0.411439,-0.394937,-0.166875,0.139196,0.341628,0.36106,0.542968,1.054289,0.396105,0.178312,0.288678,0
-2.416404,-0.405184,-2.436365,-0.691839,-0.046028,0.211371,0.042875,-0.9827,-0.486903,-0.119452,-0.334713,0.090043,0
-0.131929,-0.044919,1.367995,-1.95365,1.175409,-0.841426,-1.150752,-0.068933,0.160295,-0.340204,0.748796,0.861042,0
-0.134199,1.602767,1.345993,0.397006,-0.41984,-0.34337,-0.204814,0.120234,-0.037923,-0.420845,-0.395576,0.485962,0
0.85217,0.462474,1.46693,-0.196223,-0.099355,-0.366164,-0.282017,0.141991,0.207484,-1.352996,-0.72855,-0.083683,0
-2.350727,-0.432071,-2.469862,-0.626925,0.044687,0.181817,0.070915,-1.000581,-0.483784,-0.055316,-0.351221,0.077394,0
0.193329,-1.371211,1.211611,-0.091826,-1.290355,0.218184,0.05595,0.751895,-0.145961,0.554245,0.342972,-0.042323,0
-0.856271,0.513489,1.081727,0.517484,-0.58952,-0.43287,-0.166318,-0.197168,-0.009637,0.108173,0.346378,0.21729,0
4.489445,-1.773478,-0.427057,1.330799,0.000151,0.050821,0.80117,0.469675,0.441328,-0.162536,0.116871,-0.421634,0
1.620897,3.211879,0.330323,0.493184,0.130192,-0.666283,-0.618555,-0.018973,0.27287,0.405714,0.428747,-0.542836,1
-1.273223,-1.291045,0.753484,0.843243,-1.295906,-0.33819,0.014139,-0.299261,-0.594627,0.725457,-0.860266,-0.198272,0
-0.51702,-1.223607,1.449249,0.952554,-1.17521,-0.360397,0.165076,0.30082,0.023915,0.179568,0.515492,-0.259724,0
-0.827249,-1.172354,1.415073,0.805882,-1.250615,-0.174684,0.193352,0.132258,-0.016568,0.396076,0.028346,-0.189299,0
0.468969,-1.39888,0.785218,1.028145,-1.30989,-0.39078,0.17109,0.538726,0.028006,-0.242297,0.767383,-0.652743,0
-1.991272,-1.689469,-0.800792,0.099362,-0.834987,-0.402622,-0.043155,0.169142,0.102271,0.332194,-0.571615,0.319464,0
-2.066445,-2.001378,-1.774366,-0.695251,-0.300983,-0.657837,-0.589633,-0.288118,-0.169527,0.286496,-0.900937,-0.615427,0
-0.720891,0.540731,1.324418,0.771923,-0.706624,-0.238007,0.134431,0.164898,0.062077,0.282063,0.354932,0.393861,0
-0.417391,3.615032,0.251697,0.627236,-0.199798,0.070243,0.016809,0.510637,0.071099,0.459152,0.36786,-0.5768,0
-0.134199,1.602767,1.345993,0.397006,-0.41984,-0.34337,-0.204814,0.120234,-0.037923,-0.420845,-0.395576,0.485962,0
-0.687985,0.932366,0.389561,0.283374,-0.76558,-0.677131,-0.516294,0.549263,0.379397,0.186464,0.489839,0.235391,0
0.099697,3.539156,0.883391,0.397936,-0.132124,-0.646414,-0.747615,0.403675,0.144008,0.067722,-0.086683,-0.414375,0
-2.108449,-1.948218,-1.742766,-0.739516,-0.286422,-0.629975,-0.538041,-0.320611,-0.061609,0.20925,-0.892529,-0.551232,0
2.871903,-1.967791,0.148108,0.787997,0.201882,-0.458684,0.438423,0.570087,0.180611,0.482105,0.484609,-0.170963,0
2.320121,-1.957373,-0.123464,-2.012339,1.03889,-0.437271,-0.397659,0.151073,0.939939,0.037186,1.396497,-0.341762,0
-0.591341,-1.166443,1.913239,0.395322,-1.065368,-0.110815,0.045721,0.262587,-0.479796,0.540061,-0.205121,0.034147,0
-2.421486,-1.904953,-1.894823,-0.616004,-0.544279,-0.453144,-0.381955,-0.087614,-0.041533,0.229649,-0.955084,-0.565348,0
1.445171,-1.474971,1.385527,0.354255,-0.164077,-0.314846,0.209809,0.300428,0.488446,-1.590604,-0.633928,-0.408179,0
-2.208003,-1.966817,-1.710717,-0.749958,-0.344433,-0.634192,-0.601785,-0.282381,-0.142506,0.214759,-0.906123,-0.595379,0
0.081601,2.129236,0.51064,0.303915,-0.324797,0.808319,0.495164,-0.258334,-0.242679,-0.027294,1.217307,-0.830999,0
-0.669854,0.575399,-0.857963,-0.113017,0.147827,-0.026135,0.438424,0.479287,0.575292,-0.442634,-0.548889,1.307283,0
-0.535833,0.112674,-0.507712,3.606439,1.801125,4.134795,-3.154396,-0.562971,-0.710145,-0.299702,0.379456,-0.128254,0
-0.950395,-2.207158,-1.372957,0.649786,0.285301,0.824726,-2.003993,0.851342,0.508732,-0.303015,0.805267,-0.471483,0
-1.131519,0.264484,-0.463944,0.447499,-0.411149,-0.208223,0.155988,-0.14822,0.133626,0.162779,0.293774,0.493883,0
-0.113296,3.599051,0.277333,0.306871,-0.119399,-0.048277,-0.222504,0.086877,0.060471,0.444751,0.274356,-0.571052,0
0.023378,-1.491917,1.095155,1.141898,-0.372884,-0.544834,0.291907,0.494349,0.268962,0.33069,0.937857,-0.855631,0
-0.732525,0.29647,-0.405446,-0.078867,-0.001292,0.115975,0.575179,0.343538,0.564799,0.229416,0.378774,1.48258,0
-1.38482,0.250157,-1.131362,-0.052689,-0.084921,-0.190812,0.205631,-0.242687,0.360382,0.084932,0.137289,1.283282,0
2.417691,0.371505,-0.121143,0.49183,0.665567,0.571285,1.114138,-0.957128,0.187278,-1.855259,0.197553,0.08721,1
-1.660238,-0.665972,-1.845493,-0.533962,0.370818,0.052804,0.279647,-0.330232,0.159502,-0.282274,0.526824,0.207082,0
-0.63988,-1.508671,0.412582,-0.103363,-0.111806,-0.342604,0.244236,0.301289,0.48501,0.32673,0.019037,0.891221,1
-0.501498,0.66074,1.185767,-0.386023,0.114684,0.752599,0.274212,-1.151834,-1.471626,0.251902,0.044022,0.001129,0
-0.916705,1.654566,0.456457,1.034075,-0.540681,0.566575,0.676894,-0.650925,-0.52014,-0.367978,0.323402,-0.100264,0
0.172304,3.208683,0.358502,0.000345,0.085155,-0.138791,-0.306479,-0.331571,0.081879,0.640575,-0.06442,-0.24398,1
-2.075468,-0.476253,-2.205183,-0.367022,0.150847,0.117297,0.158349,-0.638483,-0.259047,-0.196647,0.285669,-0.041642,0
-0.074155,0.48715,1.042655,0.312831,-0.580774,-0.487681,-0.275313,0.069852,0.151696,-0.214828,0.155239,-0.066447,0
-0.754227,2.895527,-1.078851,-2.205846,1.872842,-0.107162,-0.934522,-0.365469,-0.367101,0.007932,-0.159607,-0.683466,0
1.448293,4.268231,0.287289,0.165471,0.51224,-0.396186,-0.247955,0.175413,0.869016,0.212828,0.262178,-0.39825,1
-1.664523,0.040703,-1.875198,-0.644451,0.222389,-0.214848,-0.051191,-0.056512,0.434724,-0.233671,0.380587,0.305278,0
-0.968895,0.798716,0.459721,0.740632,-0.439809,0.86797,0.97721,-0.758273,-0.616394,-0.077902,0.711024,-0.08638,1
-2.421486,-1.904953,-1.894823,-0.616004,-0.544279,-0.453144,-0.381955,-0.087614,-0.041533,0.229649,-0.955084,-0.565348,0
1.177487,0.167201,0.540041,-0.918922,0.04239,-0.550217,-0.632421,0.005439,0.103775,0.331518,0.558945,0.206777,0
-0.462946,3.276354,0.673512,-0.227666,0.138811,0.308844,-0.069764,0.590375,-0.424147,0.794728,-0.380565,-0.239058,0
0.462843,1.295196,0.740822,0.161145,0.180499,1.347015,1.231049,-0.901325,-0.37121,-0.199522,1.412832,-0.532378,0
2.109204,-3.173591,-0.727415,6.705921,3.988269,6.387652,-7.769052,1.522493,0.733184,-0.681185,-0.332235,0.900709,0
-2.416404,-0.405184,-2.436365,-0.691839,-0.046028,0.211371,0.042875,-0.9827,-0.486903,-0.119452,-0.334713,0.090043,0
-1.438241,0.197561,-1.890432,-0.626881,0.371437,-0.257097,-0.002164,0.103019,0.585565,-0.152123,0.374214,0.300204,0
-2.100982,-1.981914,-1.756329,-0.686157,-0.234645,-0.659269,-0.545889,-0.316705,-0.101463,0.269433,-0.914524,-0.586135,0
0.898367,-1.389373,0.774196,1.230912,-1.094084,-0.281031,0.459545,0.644717,0.366088,-1.80031,-0.428885,-0.675574,1
-0.379589,1.634693,0.121215,0.895889,-0.187035,0.698296,0.893446,-0.747935,-0.426247,-0.512459,-0.220564,-0.201948,0
-0.279794,0.980129,0.378474,1.032514,-0.286528,0.964718,1.188428,-0.797717,-0.299364,-1.42476,0.322543,-0.418993,0
-0.786333,-1.305974,0.722986,0.936034,-1.429577,-0.332099,0.090518,0.165993,-0.146422,-0.147931,-0.162571,-0.523538,0
-0.706862,0.069917,-0.650129,0.474207,-0.059834,-0.268494,0.280087,0.12164,0.42836,-0.217768,0.262879,0.471461,0
-1.541778,-1.990469,-1.354838,-0.35621,-0.117867,-0.703704,-0.344875,0.24692,0.361424,-0.046047,0.159094,-0.685441,0
-1.983084,-1.914491,-1.395293,-0.628439,-0.338175,-0.62062,-0.473614,0.067684,0.208847,-0.091269,-0.223657,-0.610546,0
-0.673761,-1.181041,1.774755,1.120715,-0.904855,-0.424556,0.214927,-0.179955,-0.23606,0.679277,-0.302318,0.239025,1
-0.956419,0.231137,0.011659,-1.165894,0.459193,-0.339955,-0.622806,-0.305807,-0.22914,-0.171061,0.451886,0.7492,0
0.543104,-1.610213,0.83682,2.304081,0.037795,-0.783295,0.71731,-0.319704,-0.279529,1.724805,-0.487749,0.010125,0
1.400021,3.837821,0.013423,0.445406,0.351246,-1.182356,-0.730841,0.582847,1.206102,0.361146,0.071885,-0.1147,1
-0.304467,0.010855,-1.342262,-0.718235,0.698809,0.10535,0.555914,0.870585,1.086246,-0.280916,1.283426,0.157748,0
