@relation 'postgres-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute 0.442nm+0.417ns+0.403nf+0.353pd+0.282ndev... numeric
@attribute '0.52 exp+0.488rexp+0.421sexp-0.245nf+0.231lt...' numeric
@attribute '0.57 entropy-0.484npt-0.418pd-0.348nf+0.209ndev...' numeric
@attribute -0.654lt-0.456ndev+0.381la+0.316rexp+0.234exp... numeric
@attribute 0.992ld-0.101la-0.075fix+0.022lt+0.013pd... numeric
@attribute 0.942fix-0.255lt-0.117ndev-0.111la+0.105entropy... numeric
@attribute -0.908la-0.287lt-0.19fix-0.173ndev-0.098ld... numeric
@attribute -0.747npt+0.397lt-0.323ns-0.258ndev-0.173entropy... numeric
@attribute -0.713entropy+0.355sexp-0.277npt+0.275ns-0.268pd... numeric
@attribute 0.564ns-0.503ndev-0.411pd+0.341lt+0.226rexp... numeric
@attribute bug {1,0}

@data
-1.336364,-0.826545,-0.683113,0.019346,-0.076117,1.31151,0.079176,-0.188576,0.425872,0.003737,0
0.831139,-0.283299,1.589908,0.069392,0.04933,-0.680088,0.258925,0.509738,-0.675112,-0.696877,0
-0.217071,0.94258,-0.51868,0.633033,0.064128,-0.870015,0.42083,-0.446276,0.40739,-0.522408,0
0.230583,2.200299,-0.782012,0.707236,-0.085726,0.998081,0.260088,-0.275273,0.520541,-0.52331,0
-0.251437,-2.563,1.228245,0.833376,0.037845,-0.349881,0.742668,1.702633,1.620407,0.439789,1
-0.145461,-1.882404,2.134071,0.042395,-0.111305,1.658551,0.08044,1.277253,-0.671682,-0.473114,0
-1.759036,-1.81848,-0.559713,0.349121,0.080518,-0.477809,0.537432,-0.26793,0.255479,0.115397,0
-1.743121,-1.523412,-0.714573,0.006458,-0.072388,1.420701,0.140774,-0.113157,0.339689,0.221081,0
-1.596648,-1.71965,-0.491288,0.153957,0.073189,-0.55411,0.334968,-0.378694,0.31686,-0.144611,0
-1.577607,-1.843558,-0.365822,1.272271,-0.221954,-0.874348,-2.353392,-0.646837,0.49217,-0.268606,0
-0.011346,1.983067,-0.933495,1.244693,-0.099771,1.143897,0.416098,-0.126567,0.477168,-0.089809,0
0.648516,1.414842,0.649509,1.587826,0.032719,-0.49027,0.710216,-0.687715,-1.540439,-0.140466,1
-1.601777,-1.424884,-0.610308,-0.139758,-0.075166,1.378602,0.046438,-0.264997,0.428467,-0.0442,0
-0.337032,1.423863,-0.92134,1.347745,-0.138123,1.16398,0.073755,-0.077573,0.372663,0.127902,0
-0.342529,1.193518,-0.794736,1.40427,0.062201,-0.732683,0.8134,-0.13894,0.242128,0.077256,0
-1.513997,-1.346986,-0.607353,-0.353324,-0.084214,1.272446,-0.221549,-0.237689,0.422258,-0.111095,0
1.799386,2.340305,0.558351,0.908073,-0.119847,1.218683,0.207352,-1.218819,-0.100191,0.257982,0
2.943629,2.027428,1.230489,0.402984,0.039845,-0.892728,0.372217,-1.10372,0.384104,-0.755978,0
1.585641,-1.514271,2.161092,-1.66792,-0.087023,1.132387,-0.515516,0.336685,0.379888,-0.567237,0
-1.529932,-1.328635,-0.582095,-0.332755,-0.086569,1.272905,-0.223549,-0.24896,0.441071,-0.092339,0
-0.405115,-1.833044,1.492868,-0.104186,-0.117227,1.56615,-0.193729,0.704932,-0.794974,-0.373391,0
-1.494512,-1.348252,-0.623959,-0.331201,-0.085269,1.276635,-0.225985,-0.241183,0.414164,-0.133315,0
-1.604577,-1.638021,-0.493429,-0.043122,0.09063,-0.599133,0.392366,-0.292256,0.297873,-0.05474,0
-0.039867,2.15336,-1.059748,1.402719,-0.118738,1.087944,0.232352,0.07052,0.443654,0.188901,0
-0.023091,2.169805,-1.073575,1.304894,-0.091584,1.119353,0.476829,0.081331,0.434194,0.168488,0
-0.031805,2.149227,-1.069183,1.403216,-0.118448,1.088764,0.231849,0.07231,0.437563,0.179772,0
-1.442733,-1.208663,-0.579935,-0.704602,-0.064005,1.182817,-0.232375,-0.184892,0.42442,-0.133507,0
0.147764,2.34139,-0.92885,0.855628,-0.085029,0.986069,0.288668,-0.020025,0.503948,-0.083663,0
-0.453675,-1.661079,1.477161,-0.247679,-0.123564,1.419219,-0.325338,1.024975,-0.001048,-0.610471,0
-0.31522,-1.724601,1.775402,-0.308807,-0.09731,1.535105,-0.028258,0.909323,-0.369759,-0.65457,0
-0.627932,-1.606875,0.017764,-0.167111,-0.167785,1.259203,-0.876819,-0.949562,0.519055,0.605583,1
-0.598373,-1.623357,-0.018668,-0.158938,-0.168005,1.261156,-0.889688,-0.943846,0.498547,0.57068,0
-1.440183,-1.209676,-0.582836,-0.704318,-0.06392,1.183051,-0.232487,-0.184308,0.422523,-0.13622,0
-1.405756,-1.531112,-0.318193,-0.228354,0.089306,-0.6302,0.319739,-0.563385,0.457077,-0.489866,0
3.051881,1.793559,1.548852,-0.198833,0.042642,-1.105275,0.0603,0.527666,0.096788,-1.715266,1
0.018954,1.746807,-0.716009,1.459862,0.048896,-0.805269,0.700058,-0.323646,0.430026,-0.271497,0
-0.51802,-2.063699,1.64337,0.187861,0.050556,-0.295701,0.346216,0.27205,-1.01146,-0.424729,0
-0.867267,-1.835594,0.860882,-0.048366,0.071397,-0.344882,0.303277,-0.800235,-1.389815,-0.239908,0
-1.464694,-1.307342,-0.50809,-0.397857,-0.069823,1.313813,-0.036868,-0.381656,0.519794,-0.285936,0
-1.469826,-1.314583,-0.509044,-0.424579,-0.06597,1.314894,-0.010505,-0.374259,0.514476,-0.27956,0
1.847439,-2.014218,2.337385,-1.03615,-0.117313,1.325135,-0.354093,0.055821,0.973686,0.308024,1
3.818324,-2.380199,2.961129,-1.793463,0.040041,-0.905497,-0.269631,0.725487,1.163745,0.040331,0
-1.616433,-1.724683,-0.457108,0.243123,0.066763,-0.533105,0.341819,-0.422504,0.344783,-0.148918,0
-0.33582,1.167777,-0.777652,1.554819,0.051988,-0.694402,0.812161,-0.212539,0.275381,0.013402,1
0.720553,0.492434,1.675431,1.852344,0.016596,-0.355115,0.883368,1.095973,-0.968367,-0.121822,0
-1.437291,-1.322422,-0.540451,-0.396613,-0.068819,1.31669,-0.038738,-0.375634,0.498987,-0.317579,0
1.774316,-1.975034,2.64176,-0.604885,-0.069923,-0.896391,-1.028036,0.874642,1.823023,-1.38212,1
-1.604777,-1.451519,-0.603464,0.021503,-0.111925,1.348466,-0.266259,-0.295517,0.443703,-0.053012,0
5.280913,0.398261,1.918372,-0.184667,-0.165496,0.977249,-0.075884,1.691709,1.339917,-0.490623,1
3.51938,2.342824,1.602581,-0.239631,-0.113265,0.904971,-0.137373,-0.23789,0.595868,-0.686261,0
2.445281,-2.262048,1.77818,-1.569053,0.058765,-0.796067,-0.181702,-0.966137,0.636372,0.457751,1
-0.81367,-1.832521,0.829704,-0.146335,0.071323,-0.388739,0.257882,-0.745579,-1.357218,-0.119589,1
1.980189,1.89809,1.112014,-0.037076,-0.097193,1.134563,0.000814,-1.485747,-0.472451,-0.080626,0
-1.532958,-1.305315,-0.592241,-0.460641,-0.068837,1.264986,-0.11155,-0.201618,0.417995,-0.054905,0
3.014827,1.536328,1.017393,-0.049218,-0.11565,1.046662,-0.040773,-1.350184,0.538757,0.832904,1
4.243737,1.864953,1.308559,0.348725,0.029807,-0.889526,0.426896,-1.676206,0.395423,0.520065,1
-0.49867,-1.780172,1.351195,-0.115615,-0.119228,1.553775,-0.25539,0.475831,-0.860595,-0.346686,0
-1.360184,-1.104254,-0.513112,-0.745071,-0.055633,1.189038,-0.135657,-0.27588,0.476208,-0.25478,0
2.329431,-2.362552,2.27791,-1.355404,0.045229,-0.762667,-0.174017,0.534104,0.884797,-1.018298,1
-1.598222,-1.376945,-0.637147,-0.189111,-0.105698,1.264569,-0.372632,-0.171992,0.395371,0.051201,0
-1.744268,-1.492944,-0.727715,-0.098252,-0.066893,1.387289,0.121405,-0.056722,0.316135,0.271259,0
-1.55709,-1.399795,-0.685782,-0.187337,-0.104186,1.268905,-0.375473,-0.162965,0.364117,0.003577,0
-1.57341,-1.384266,-0.670576,-0.330891,-0.068155,1.309713,-0.041643,-0.151713,0.366106,0.014244,0
-1.331579,-1.120013,-0.546898,-0.743781,-0.054585,1.192043,-0.137612,-0.269594,0.454486,-0.287823,0
2.434278,1.06557,1.923983,-0.027137,0.042983,-0.918106,0.185232,0.033098,0.152358,-0.408637,1
2.654327,2.397425,0.894337,0.109698,-0.105056,1.074472,0.03728,-1.567646,-0.165079,-0.222943,0
0.597321,-1.99507,2.199855,-0.490221,0.034283,-0.567901,-0.065529,0.151289,0.206368,-0.312379,1
3.13003,1.127205,1.276818,-0.266396,0.039021,-1.060104,0.081525,-0.224066,0.650217,-0.459382,1
0.327814,-1.9966,1.396721,-0.454705,0.062254,-0.628135,0.2426,0.313448,1.235925,-0.377371,0
1.752078,1.172937,1.415626,0.784942,0.007787,-0.761649,0.173324,-0.597308,0.011924,-0.102409,1
1.604353,1.152997,1.092741,0.691331,0.032666,-0.765157,0.373618,-0.68076,0.123164,-0.060935,1
2.42574,0.535641,2.55941,0.638071,0.016332,-0.695469,0.459101,1.641835,-0.167065,-1.263539,0
0.487047,-1.735217,1.730757,-0.828229,-0.103448,1.323748,-0.289418,0.358497,0.699669,-0.264882,0
-0.241816,-1.762489,1.77474,-0.538344,0.066569,-0.589768,0.127761,0.682669,0.121037,-1.173417,1
0.298213,-2.008759,2.837593,-0.402325,0.049101,-0.466008,0.148059,1.36026,-0.280105,-1.309153,0
1.178896,-1.803629,2.102842,-0.861446,-0.191345,1.213661,-1.181042,-0.051205,0.510733,-0.736015,1
0.746582,-1.904532,2.378914,-0.656247,-0.119213,1.368315,-0.278605,1.142919,0.913938,-0.421355,1
0.811408,-1.527537,1.624464,-1.343531,-0.120945,1.121669,-0.797361,-0.14813,0.70022,-0.590976,1
0.434625,-1.84354,1.747922,-0.176706,-0.049768,-0.657477,-0.914552,-0.778518,-0.194989,-0.196632,1
-1.08829,-1.017069,-0.240039,-1.286096,0.111267,-1.017432,-0.183843,-0.389883,0.424658,-0.589258,0
0.970765,-1.484234,1.528099,-1.392259,-0.083723,1.281133,-0.403197,-0.937287,-0.373262,-0.045101,0
30.033409,-12.934792,-14.895419,0.615976,0.03401,0.050276,0.445767,1.834069,-2.75939,-2.734063,0
-0.654609,0.481459,-0.666777,-0.801566,-0.048706,0.856545,-0.250637,0.061565,0.274239,-0.039545,0
-0.786742,0.156507,-0.623033,-0.957265,-0.050214,0.871133,-0.345824,0.010975,0.330088,-0.10821,0
1.494632,-1.039322,1.442362,-0.031869,0.040955,-0.722132,0.283521,0.701347,0.923776,-0.075521,0
3.505432,-1.723954,0.705099,-0.413135,0.032855,-0.648895,0.219704,-1.245421,0.007505,1.131567,1
1.496891,-1.059376,1.432631,0.03266,0.016548,-0.700705,0.030529,-0.58161,0.784563,0.910562,1
2.923254,-1.422164,0.48203,-0.591316,-0.135578,1.224581,-0.340777,-0.131909,0.108906,0.002668,1
-0.849237,-0.256688,-0.449943,-0.554296,0.104014,-0.979593,0.127856,-0.188456,0.237052,-0.235128,0
1.566736,-1.483367,1.805103,0.449674,0.015047,-0.434066,0.326064,0.24556,-0.126505,-0.034876,0
2.03225,0.695571,2.080686,0.561233,0.033287,-0.693841,0.470035,0.204937,0.117299,-0.240622,0
2.416755,-1.398741,2.039725,-0.27378,-0.142071,1.282988,-0.103021,1.593464,0.903725,-0.094761,1
-1.030707,-0.617819,-0.449378,-0.179514,-0.249713,0.828275,-2.059045,-0.411788,0.639075,-0.44447,1
2.273384,-2.604119,1.350136,-0.605721,0.028647,-0.635495,0.150751,0.541651,1.01271,-0.249865,1
2.648661,-2.794631,0.742827,-0.709163,0.039254,-0.517391,0.176025,-0.758312,-0.275193,0.170696,1
3.316472,-2.270981,0.568968,-0.31705,0.011712,-0.630275,0.134085,-0.174739,-0.04112,0.352174,1
1.89048,-2.488929,1.391874,-0.575446,0.018057,-0.646925,-0.059932,0.31132,0.745061,-0.111972,1
2.727049,-2.197156,1.276312,-0.284351,0.010611,-0.617289,0.12142,0.274394,0.285342,0.178283,1
4.198076,-2.885808,1.304944,-0.177321,-0.011277,-0.546209,0.154213,0.196134,0.607897,0.835873,1
1.592179,-1.641422,1.430615,-0.629732,0.051526,-0.654324,0.139526,-0.391235,-0.075567,0.14274,0
4.59322,-0.806325,1.119696,0.633996,-0.006747,-0.619321,0.583493,0.655587,0.059628,0.330924,1
3.758754,-2.778835,1.413509,-0.311026,-0.000707,-0.576371,0.099807,0.189581,0.638361,0.742977,1
3.573178,-2.595472,1.106308,-0.832575,-0.135227,1.368469,-0.128071,0.502891,0.18052,0.419469,1
0.01146,-1.853714,1.661388,-0.751032,0.071518,-0.528728,0.060495,-0.183656,-0.995721,-0.711219,0
1.509016,-1.619858,1.193655,-0.958516,-0.096733,1.327792,-0.247154,-0.414108,-0.165366,-0.043547,0
1.216204,-1.816251,1.186304,-0.650874,0.05859,-0.585019,0.157121,-0.931388,-0.367368,0.23391,0
3.778818,-0.63422,0.690105,0.556746,0.010973,-0.609369,0.556464,-0.203848,-0.331632,0.552466,1
2.946847,-2.777077,1.064649,-0.466206,-0.155906,1.410031,-0.222021,0.899707,0.473944,0.339433,1
-1.436242,-1.367498,-0.446357,-0.476673,0.101379,-0.761348,0.21199,-0.238803,0.283109,-0.118395,0
7.395446,-2.623905,0.884932,0.145912,-0.016115,-0.542278,0.595743,-1.568681,1.250997,3.95642,1
3.80516,-3.888639,0.632278,-0.030406,-0.002102,-0.431791,0.304452,1.485765,0.475536,0.333338,1
3.556106,-3.854673,0.935135,0.041299,-0.000754,-0.337943,0.437835,1.077043,0.168849,0.668884,1
3.129805,-1.484913,1.512909,0.294891,0.023506,-0.459298,0.556293,-1.461849,0.119764,2.337668,0
0.700088,-0.906452,1.606472,0.622318,0.035187,-0.520904,0.497941,1.346228,-0.555773,-0.270167,0
4.200565,-3.209504,0.169274,0.698464,-0.015397,-0.431948,0.643528,1.62452,0.465552,1.029174,1
6.014833,-4.595747,-1.013794,-0.495162,-0.144807,1.601793,0.069657,0.045237,-0.075168,1.584786,0
-1.065125,-1.835316,0.594501,-0.076317,0.078886,-0.396908,0.331845,-0.613034,-1.148318,-0.045504,0
-0.450784,-2.250487,1.282046,0.147953,0.056206,-0.284422,0.418835,0.073882,-1.032609,-0.126384,0
2.396079,-2.09914,0.294821,0.516563,-0.160722,1.479469,0.191042,0.915678,0.186556,1.43072,1
-0.215699,-1.161858,1.533126,0.761255,-0.123252,1.641067,0.260663,1.34033,-0.975443,0.213113,0
-0.000052,-1.67588,2.214978,1.206129,0.023755,-0.222257,0.730904,2.006971,-0.72093,-0.068633,1
-0.584638,-1.416843,1.06811,0.835238,0.047002,-0.301216,0.601064,0.374379,-1.211932,0.223079,1
2.507465,-2.669098,0.636244,0.565273,0.006906,-0.317801,0.589182,0.12636,-0.525895,1.098699,1
-0.405656,-1.552952,1.54919,0.851442,0.034292,-0.343347,0.513831,1.284812,-0.838371,0.133281,0
0.278183,-1.795149,0.651024,0.720805,0.043342,-0.243219,0.630076,-1.015668,-1.184494,1.192931,0
-1.453467,-0.852314,-0.856227,0.224884,-0.070499,1.337278,0.23142,0.086387,0.153543,0.448526,0
-1.037243,-1.638921,0.39809,0.685338,0.061462,-0.525778,0.625966,1.591278,0.721427,0.02817,1
-0.474299,-0.905808,0.726289,-0.314147,-0.080551,1.481526,-0.066955,-0.654797,-1.340766,-0.215374,0
-0.641446,0.475466,-0.682634,-0.803654,-0.048133,0.856835,-0.252639,0.066126,0.263588,-0.053074,0
-0.636807,-0.550422,-0.585146,-1.856435,-0.021351,0.82693,-0.605862,-0.271579,0.415051,-0.976729,0
-0.755037,-0.779721,-0.540602,-1.887133,-0.038798,0.818828,-0.800611,-0.295581,0.429831,-0.956604,0
-0.701374,-0.821722,-0.375147,-1.509437,0.128395,-1.078085,-0.218156,-0.435242,0.363022,-1.023807,0
0.799981,-1.377741,0.90795,-1.567753,-0.074622,1.221281,-0.789957,-1.35616,-0.991866,-0.4949,0
0.617307,2.613647,-0.611655,0.112029,-0.072157,0.814646,0.038774,-0.449649,0.727241,-0.947561,0
-0.19052,-1.404523,0.567278,-0.862277,-0.091244,1.307716,-0.34369,-1.288234,0.232347,0.104995,0
-1.279867,-1.442998,-0.209781,-0.38445,0.076288,-0.701697,0.095209,-0.698138,0.544671,-0.725532,0
0.751782,-1.845782,2.796549,-0.535766,-0.115954,1.473414,-0.168428,1.906996,-0.00602,-1.277277,0
2.174103,0.810065,1.384314,0.981421,0.012656,-0.636673,0.455302,-0.41335,0.163397,-0.242849,0
0.139598,-1.980041,0.989365,-0.215955,-0.026389,-0.767372,-0.684041,-0.261011,1.116967,-0.262202,1
-0.431114,0.660778,-0.563844,0.953222,0.041654,-0.783584,0.378999,-0.415216,0.386902,-0.33909,0
1.130872,1.04935,1.412525,0.682505,-0.118424,1.259249,0.182719,1.156866,-0.548593,-0.549499,0
0.477049,1.160686,0.749941,0.215815,-0.093845,1.256995,0.040835,-0.610554,-1.469536,-0.239154,1
-1.709107,-1.558282,-0.647465,-0.130513,-0.076529,1.389741,0.022115,-0.195598,0.408693,0.080579,0
0.512313,1.141588,0.708383,0.217548,-0.092559,1.260671,0.038476,-0.602785,-1.496282,-0.279694,0
-0.352475,0.936736,-0.81127,0.530798,-0.082871,1.147956,0.22117,-0.205304,0.365742,-0.263562,0
0.255342,-1.676792,2.232899,-0.812262,-0.096718,1.388332,-0.315731,1.325265,-0.198579,-1.259328,0
0.173361,-1.555747,0.124337,-0.841445,-0.108235,1.261853,-0.692905,-1.259328,0.146282,-0.396517,0
-1.563047,-1.250522,-0.684384,0.233595,0.090461,-0.638087,0.482898,0.019818,0.073417,0.412094,0
-1.583863,-1.323423,-0.664541,-0.459968,-0.058735,1.274401,-0.025451,-0.094642,0.360412,0.082278,0
-1.575044,-1.352179,-0.678001,-0.370785,-0.076934,1.262533,-0.184078,-0.106277,0.351175,0.066479,0
-1.468523,-1.433176,-0.791592,-0.181528,-0.110342,1.251462,-0.491131,-0.128029,0.296297,-0.078259,0
-1.544071,-1.698818,-0.570379,0.054283,0.070625,-0.612907,0.188997,-0.289338,0.247243,-0.127304,0
-1.482728,-1.38066,-0.78359,-0.452005,-0.055149,1.286379,-0.031028,-0.074502,0.284438,-0.036607,0
-0.655118,-1.615392,0.646513,-0.268545,-0.126432,1.499302,-0.606246,-0.624036,-1.559414,-0.24774,0
-1.563074,-1.358524,-0.692069,-0.370137,-0.0765,1.263768,-0.184857,-0.103632,0.34211,0.0528,0
-1.526119,-1.356017,-0.732464,-0.455267,-0.056693,1.281268,-0.028575,-0.083196,0.317071,0.014417,0
-1.544717,-1.363052,-0.709869,-0.284462,-0.10105,1.230807,-0.420529,-0.103996,0.337156,0.04341,0
-1.577104,-1.326818,-0.672431,-0.459521,-0.058494,1.275082,-0.025861,-0.093137,0.355313,0.074665,0
-1.209441,-1.429974,-0.144382,-0.39473,0.080589,-0.673199,0.173197,-0.830898,0.612761,-0.916671,0
1.291692,1.180988,1.538188,1.367468,-0.102973,-0.876566,-0.813679,0.471698,-0.371767,-1.130137,1
0.499476,1.132693,0.511469,0.761735,0.055106,-0.690768,0.477594,-0.701425,-1.097498,-0.432884,0
0.633679,0.077496,0.69258,0.35487,-0.115018,1.354221,0.053894,0.073539,-0.789707,-0.252975,0
-1.06104,-0.609773,-0.495043,0.426033,0.075867,-0.655547,0.50811,-0.381292,0.282866,-0.196319,0
1.146368,-1.232343,0.992901,0.202675,0.035948,-0.594019,0.327365,-0.103341,0.362764,0.234879,0
-1.101683,-1.959684,0.522617,0.298,0.067234,-0.288394,0.500905,-0.683437,-1.010018,0.030513,0
-0.756576,-1.5704,0.84929,1.217058,0.010986,-0.395257,0.461242,1.330771,0.185106,-0.02693,1
-0.479408,-1.788529,1.080884,0.747479,0.048069,-0.216909,0.637308,0.053003,-1.32954,0.197511,0
-1.046043,-1.737771,0.447433,0.96878,0.05199,-0.415778,0.750197,1.419747,0.797824,-0.118965,0
0.140803,-1.588551,1.194691,-1.009649,-0.071389,1.368645,-0.387804,0.288365,-0.749697,-1.336323,0
-0.29477,-1.319075,0.589651,-1.218869,-0.058798,1.321246,-0.435187,-0.834855,-1.087644,-1.024769,0
0.422213,-1.576437,0.96467,-0.971721,-0.08138,1.437074,-0.345263,-1.494538,-0.712421,-0.290742,0
-1.14304,-1.444851,-0.229933,-0.462875,0.089717,-0.680929,0.191784,-0.783147,0.548566,-0.964785,0
0.268747,-1.51107,0.962008,-0.995936,-0.079451,1.409815,-0.29855,-1.478807,-0.489866,-0.181625,0
-1.425631,-1.077631,-0.608686,-0.328981,-0.064688,1.280483,0.013332,-0.220785,0.436413,-0.088694,0
-1.433395,-1.374754,-0.462994,0.021313,0.087041,-0.619003,0.397446,-0.373541,0.345395,-0.201009,0
-0.315166,-1.846211,1.924737,0.031858,-0.156577,1.538251,-0.510311,0.991292,-0.81411,-0.353182,0
-1.755766,-1.798117,-0.567239,0.303471,0.084504,-0.489873,0.547018,-0.242651,0.243248,0.136224,0
-1.309169,-1.122637,-0.741049,-0.318046,-0.060003,1.292226,0.01614,-0.193922,0.349485,-0.212664,0
-1.333796,-1.432244,-0.581206,0.025504,0.090712,-0.608074,0.390511,-0.352211,0.269694,-0.31784,0
-1.326561,-1.112363,-0.720311,-0.318532,-0.060655,1.29034,0.017437,-0.197703,0.362762,-0.192164,0
-1.351188,-1.42197,-0.560468,0.025018,0.09006,-0.609961,0.391808,-0.355991,0.282971,-0.29734,0
-1.520906,-1.444302,-0.721025,-0.030769,-0.137177,1.248286,-0.661048,-0.190368,0.357258,-0.056696,0
0.698169,-1.952927,1.740712,1.119964,0.015766,-0.228998,0.734378,1.686447,-0.769761,0.007242,0
-1.384825,-0.966711,-0.731809,0.386037,-0.102804,1.389382,0.013822,-0.238161,0.418879,0.003099,0
3.936836,1.977458,1.985476,-0.333571,-0.122567,0.908216,-0.162806,0.280942,0.835163,-0.99628,0
0.042205,2.09682,-0.888218,0.962629,-0.087599,1.064989,0.372922,-0.100493,0.488313,-0.113412,0
4.544063,1.171492,0.840075,0.122891,0.036933,-0.908324,0.30005,-1.308862,0.620134,-0.119266,1
-1.162862,-1.282021,-0.546685,-0.372667,0.101565,-0.728594,0.236825,-0.362294,0.280001,-0.502266,0
-1.327536,-1.281093,-0.711941,-0.573382,-0.087058,1.171933,-0.467852,-0.178443,0.342958,-0.265455,0
0.220379,2.15321,-0.735455,1.623492,0.06529,-0.798994,0.844777,-0.36757,0.522449,-0.363428,0
0.868913,-1.684066,1.585864,-1.550038,0.078763,-0.844723,-0.244806,0.165842,-0.239457,-1.274933,1
-0.402721,1.085002,-0.796903,1.289819,0.061751,-0.75897,0.730069,-0.094081,0.207089,0.128014,0
2.783981,1.794598,1.531505,0.777705,0.029616,-0.771219,0.48878,-0.59044,-0.043567,-0.228065,0
2.148159,1.420165,1.217766,0.031586,-0.105559,1.141728,0.025707,-0.711368,-0.397116,0.186293,0
-0.388704,1.073536,-0.811992,1.301668,0.061722,-0.753689,0.73178,-0.097272,0.199048,0.106179,0
0.290301,2.560962,-0.886793,0.830283,-0.084248,0.9562,0.287298,-0.090183,0.56467,-0.21787,0
-1.615127,-1.619061,-0.506095,-0.138583,0.092056,-0.639403,0.332788,-0.228155,0.26318,0.015019,0
-0.84776,-2.067846,1.103101,0.399621,0.011183,-0.52211,-0.031748,1.218346,0.222865,-0.300425,1
0.528465,-2.03629,1.988356,-0.334358,0.008998,-0.658506,-0.260828,0.599193,0.847856,-0.385265,0
-0.376849,1.429214,-0.964668,0.861982,-0.089338,1.101437,0.28253,0.110678,0.27906,0.274219,0
3.239721,0.988817,1.980244,-0.049425,0.025244,-0.990586,0.143651,0.490287,0.865284,-0.646649,1
-1.765863,-1.773143,-0.594054,0.112151,0.083607,-0.573068,0.381353,-0.134033,0.202816,0.231079,0
0.413989,2.493281,-1.033419,0.832798,-0.079597,0.968178,0.277703,-0.061378,0.470006,-0.359544,0
0.396006,2.503029,-1.012225,0.831918,-0.080253,0.966303,0.278907,-0.065339,0.483646,-0.338866,0
0.325621,2.541402,-0.928538,0.831832,-0.082951,0.959918,0.284869,-0.082428,0.537839,-0.258729,0
0.251902,-1.486695,2.350915,1.108752,-0.148158,1.730584,0.347438,2.518507,-0.561094,-0.075341,0
-0.043347,-1.764572,2.039434,1.192433,0.018187,-0.184737,0.66336,1.504139,-0.995323,-0.066011,1
2.251673,1.790008,1.713089,1.24658,0.02002,-0.721935,0.640566,0.150329,0.885893,-0.491072,0
3.870145,0.752387,2.437934,0.136252,-0.149978,1.113312,0.014389,1.561431,1.083403,-0.738898,0
3.328719,0.239369,0.763777,0.26526,0.025874,-0.862981,0.336526,0.161349,0.939638,-0.541715,1
0.095693,-1.867475,2.313039,-0.302454,0.052293,-0.426354,0.191792,0.523173,-0.669815,-1.018567,0
-0.403436,-1.548083,1.235048,-0.627895,0.080082,-0.477728,0.137229,-1.127612,-1.304153,-0.724813,0
1.801713,0.132621,2.377089,0.920858,-0.163536,1.439429,0.096429,1.174929,0.090127,0.130959,1
1.820288,-0.276898,1.798782,0.355836,0.032618,-0.698072,0.401659,0.74248,0.333549,0.195813,0
2.507904,-0.121141,1.62711,-0.162992,-0.137183,1.158446,-0.218616,0.743014,0.415435,-0.151071,1
1.338163,-0.697166,1.049443,-0.339271,-0.105446,1.303309,-0.07953,-0.267295,0.020955,0.208826,1
2.131723,1.242704,0.941288,0.601212,-0.13205,1.19491,0.105969,-0.20981,0.306806,0.030951,1
1.663479,-1.937499,2.837966,-0.016212,0.026137,-0.459446,0.325544,1.216691,0.105277,-0.10458,0
0.515714,-1.838202,1.670362,1.040695,0.019652,-0.242925,0.673244,1.387664,-0.973849,0.041936,1
-0.169458,-1.367035,1.680456,0.660804,-0.117385,1.692012,0.311676,1.248278,-1.053628,0.196641,0
0.157062,-1.965333,2.520449,1.348193,0.000676,-0.17283,0.642972,2.338012,-0.583519,-0.226784,1
0.171325,-1.992467,2.250619,1.258242,0.019294,-0.142047,0.732242,2.011395,-0.823006,-0.288615,0
0.050515,-1.401919,1.387149,0.267753,-0.108065,1.630728,0.090332,0.766815,-0.845092,-0.597039,0
1.300074,1.435918,1.453288,0.002324,-0.104092,1.110241,-0.086034,0.316026,-0.678703,-0.908707,1
1.996672,0.86312,1.446161,-0.420709,-0.099887,1.092737,-0.150766,-0.392182,-0.017847,-0.213231,1
1.600286,1.504032,0.707454,0.298159,-0.101417,1.212589,0.138683,-1.295856,-0.343521,0.154842,1
4.634419,-2.817122,1.531632,-0.683538,-0.169025,1.318083,-0.337396,0.1197,1.294307,1.696656,1
1.08434,-1.692984,1.590469,-0.459249,0.046071,-0.647951,0.133146,0.050968,0.544101,-0.20099,1
4.616269,-0.843027,1.397762,0.687126,-0.006385,-0.632874,0.592434,-0.342049,1.066858,2.090823,1
-0.959602,-0.048823,-0.73763,1.20275,0.06058,-0.598964,0.751275,-0.125466,0.065047,0.268185,0
-0.959555,-0.048298,-0.737684,1.195566,0.062596,-0.596445,0.769811,-0.125002,0.06473,0.267518,0
1.738166,-0.32358,2.219052,0.628097,-0.136546,1.448311,0.239897,1.361043,-0.010304,0.424927,0
1.015287,1.616963,0.672547,-0.182877,-0.086722,1.084686,-0.138549,-0.783742,-1.127087,-0.779872,0
-0.095192,1.721139,-0.946439,1.407625,-0.149408,1.115873,-0.037347,-0.138789,0.41074,-0.068524,0
1.473204,1.396038,1.420189,0.621645,0.045847,-0.721353,0.434585,-0.184779,-0.934463,-1.039326,0
