@relation 'KC1-weka.filters.unsupervised.attribute.Remove-R1-2,4-6,8-13,15,17-21'

@attribute ev(g) numeric
@attribute l numeric
@attribute lOComment numeric
@attribute locCodeAndComment numeric
@attribute defects {false,true}

@data
3,0.13,1,0,false
7,0.06,0,0,false
1,0.09,0,0,false
1,0.24,2,0,false
6,0.06,2,1,false
1,0.13,0,0,false
6,0.06,2,1,false
1,0.13,0,0,false
1,0.14,0,0,false
1,0.27,2,0,false
1,0.15,0,0,false
1,0.14,0,0,false
1,0.14,0,0,false
3,0.07,3,1,false
1,0.07,1,0,false
3,0.13,0,0,false
1,0.12,0,0,false
1,0.12,0,0,false
4,0.06,0,0,false
19,0.03,9,8,false
1,0.1,3,0,false
3,0.1,1,0,false
1,1,0,0,false
1,1,0,0,false
1,0.42,0,0,false
1,1,0,0,false
1,1,0,0,false
3,0.09,1,0,false
1,1,0,0,false
1,1,0,0,false
1,0.4,0,1,false
3,0.1,1,0,false
1,1,0,0,false
1,0.42,0,0,false
3,0.09,1,0,false
1,1,0,0,false
1,0.4,0,0,false
1,1,0,0,false
3,0.1,1,0,false
1,0.42,0,0,false
1,0.1,0,0,false
1,1,0,0,false
1,1,0,0,false
1,0.18,1,1,false
1,1,0,0,false
1,0.4,0,0,false
1,0.4,0,0,false
11,0.05,1,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.1,0,0,false
1,0.1,0,0,false
1,0.1,0,0,false
1,0.1,0,0,false
1,0.1,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
3,0.07,0,0,false
3,0.07,1,0,false
3,0.06,1,0,false
3,0.07,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.28,0,0,false
9,0.04,2,2,false
1,0.4,0,0,false
1,0.67,0,0,false
13,0.03,5,1,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
8,0.06,2,0,false
10,0.05,2,1,false
1,0.07,2,1,false
8,0.05,4,0,false
8,0.06,0,0,false
1,0.08,8,1,false
1,0.08,0,0,false
1,0.3,0,0,false
3,0.05,5,1,false
1,0.07,2,0,false
1,0.07,1,0,false
1,0.06,1,0,false
4,0.12,0,0,false
1,0.09,0,0,false
1,0.3,0,0,false
1,0.11,8,0,false
1,0.14,0,0,false
1,0.18,0,0,false
1,0.2,1,0,false
1,0.2,1,0,false
1,0.2,1,0,false
1,0.04,3,1,false
1,0.04,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.29,0,0,false
1,0.29,0,0,false
1,0.29,0,0,false
1,0.29,0,0,false
1,0.33,0,0,false
1,0.11,1,0,false
1,0.1,3,0,false
1,0.13,1,0,false
3,0.1,1,0,false
1,0.13,1,0,false
1,0.11,0,0,false
1,0.27,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0.23,1,0,false
1,0,0,0,false
7,0.05,4,1,false
4,0.06,2,1,false
1,0.16,2,0,false
1,0.4,0,0,false
7,0.05,3,0,false
1,0.4,0,0,false
3,0.08,1,0,false
7,0.04,8,2,false
1,0.67,0,0,false
4,0.06,6,0,false
1,0.67,0,0,false
3,0.07,4,0,false
1,0.09,3,0,false
7,0.04,8,2,false
1,0.11,1,0,false
1,0.4,1,0,false
4,0.09,0,0,false
1,0.4,0,0,false
1,0.67,0,0,false
1,0.08,2,0,false
1,0.19,1,0,false
7,0.05,10,1,false
1,0.12,1,0,false
1,0.38,0,0,false
1,1,0,0,false
1,0,0,0,false
1,0.67,0,0,false
1,2,0,0,false
1,1,0,0,false
1,1,0,0,false
1,0.67,0,0,false
1,2,0,0,false
1,2,0,0,false
1,0.12,0,0,false
1,0.33,0,0,false
1,1,0,0,false
1,1,0,0,false
5,0.05,2,0,false
1,0.1,6,2,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.4,1,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.1,0,0,false
1,0.4,0,0,false
1,0.09,5,0,false
5,0.06,4,0,false
9,0.03,2,0,false
1,0.67,0,0,false
1,0.4,0,0,false
1,0,0,0,false
4,0.08,2,0,false
1,0.4,4,0,false
1,0.4,4,0,false
4,0.08,2,0,false
1,0.25,0,0,false
1,0.67,0,0,false
7,0.05,2,1,false
5,0.07,1,1,false
16,0.04,1,0,false
1,0.25,0,0,false
4,0.08,2,0,false
1,0.4,4,0,false
1,0.29,2,0,false
1,0.29,0,0,false
1,0.5,0,0,false
1,0.25,0,0,false
3,0.09,14,0,false
1,0.67,0,0,false
5,0.06,5,0,false
13,0.04,3,0,false
1,0.14,0,0,false
1,0.4,0,0,false
1,0.67,0,0,false
6,0.05,1,0,false
1,0.4,2,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.13,5,0,false
1,0.13,5,0,false
1,0.13,5,0,false
1,0.08,4,0,false
4,0.07,6,0,false
1,0.07,8,0,false
1,0.13,5,0,false
1,0.22,2,0,false
8,0.05,0,0,false
8,0.06,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0,0,0,false
1,0.67,0,0,false
1,0,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
6,0.04,2,0,false
8,0.03,13,9,false
12,0.03,11,0,false
1,0.67,0,0,false
1,0.67,0,0,false
19,0.03,2,0,false
1,0.67,0,0,false
11,0.04,3,0,false
11,0.05,3,0,false
1,0.11,0,0,false
1,0.09,8,0,false
1,0,0,0,false
1,0,0,0,false
1,0.23,1,0,false
1,0,0,0,false
1,0.13,5,12,false
1,0.27,4,0,false
1,0.2,0,0,false
1,0.4,1,0,false
1,0.4,1,0,false
1,0.27,3,0,false
5,0.05,4,2,false
1,0.06,17,3,false
1,0.27,3,0,false
1,0.33,0,0,false
1,0.29,0,0,false
1,0,0,0,false
1,0.28,0,1,false
1,0.28,0,1,false
1,0.27,4,0,false
1,0.06,6,0,false
1,0.07,3,0,false
5,0.05,3,0,false
1,1,0,0,false
1,0.67,1,1,false
1,0.23,1,3,false
1,1,0,0,false
1,1,0,0,false
1,0,0,0,false
1,2,0,0,false
1,0,0,0,false
1,0.16,0,0,false
1,0.16,0,0,false
1,0.5,0,0,false
5,0.06,4,4,false
1,0.12,0,0,false
1,0.67,0,0,false
1,0.12,0,0,false
1,0.07,2,0,false
1,0.27,3,0,false
1,0.28,0,0,false
1,0.4,0,0,false
7,0.05,6,4,false
5,0.06,5,3,false
1,0.15,1,0,false
1,0.15,0,0,false
1,0.33,0,0,false
1,0.33,0,0,false
1,0.33,0,0,false
1,0.33,0,0,false
1,0.17,0,0,false
1,0.17,0,0,false
5,0.06,6,2,false
5,0.06,5,2,false
1,0.1,4,5,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0,0,0,false
1,0.27,0,1,false
1,0.27,0,1,false
3,0.07,1,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.15,0,1,false
1,0.11,4,0,false
1,0.13,0,0,false
1,0.13,0,0,false
1,0.17,0,0,false
1,0.17,1,0,false
1,0.18,1,0,false
1,0.17,0,0,false
1,0.67,2,0,false
1,0.13,0,0,false
1,0.13,0,0,false
1,0.13,0,0,false
1,0.13,0,0,false
1,0.21,3,1,false
3,0.07,2,0,false
1,0,0,0,false
1,0,0,0,false
1,0.07,0,0,false
1,0.12,1,1,false
1,0.25,3,0,false
1,0.09,3,0,false
1,0.18,1,0,false
1,1,0,0,false
1,1,0,0,false
1,1,0,0,false
1,0.19,0,0,false
3,0.07,6,1,false
1,0.14,0,0,false
1,0.4,0,0,false
1,0.4,6,0,false
1,0.4,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
3,0.1,1,0,false
1,0.67,0,0,false
13,0.03,2,1,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.08,1,0,false
1,0.11,2,0,false
1,0.22,0,0,false
3,0.08,1,0,false
1,0.67,0,0,false
1,0.33,0,0,false
1,0.07,1,0,false
7,0.05,0,0,false
1,0.67,0,0,false
1,0,0,0,false
1,0.5,0,0,false
1,0.42,0,0,false
1,0.2,0,0,false
1,0,1,0,false
1,0,0,0,false
1,0.5,0,0,false
1,0.19,0,1,false
1,0.22,0,0,false
1,0.1,0,0,false
1,0.4,0,0,false
1,0.38,3,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.12,0,0,false
1,0.2,0,0,false
1,0.67,0,0,false
1,0.34,0,0,false
1,0.33,0,0,false
1,0.67,0,0,false
1,0.11,0,0,false
1,0.13,0,0,false
1,0.5,0,0,false
1,0.15,0,0,false
1,0,0,0,false
1,0,0,0,false
1,1,0,0,false
1,1,0,0,false
1,1,0,0,false
1,0,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,1,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0,1,0,false
1,0,0,0,false
1,1,0,0,false
1,1,0,0,false
1,0,0,0,false
1,1,0,0,false
1,1,0,0,false
1,0.4,0,0,false
1,0.4,0,0,false
1,0.67,0,0,false
1,1,0,0,false
1,1,0,0,false
1,1,0,0,false
1,0.34,0,0,false
1,1,0,0,false
1,1,0,0,false
6,0.07,1,0,false
1,1,0,0,false
1,0.25,0,0,false
1,1,0,0,false
1,0.5,0,0,false
1,0.67,0,0,false
1,1,0,0,false
1,1,0,0,false
1,1,0,0,false
1,0.14,0,0,false
1,0.11,0,0,false
1,0.11,0,0,false
1,0.4,0,0,false
1,0.17,0,0,false
1,0.24,0,0,false
1,0.4,0,0,false
1,0.4,0,0,false
1,0.16,0,0,false
1,0.5,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.19,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.08,0,0,false
1,0.67,0,0,false
1,0.33,0,0,false
1,0.4,0,0,false
1,0.4,0,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.25,0,0,false
1,0.33,0,0,false
1,0.67,0,0,false
1,0.4,0,0,false
1,0.67,0,0,false
1,0.17,0,0,false
1,0.17,0,0,false
1,0.67,0,0,false
1,0.14,0,0,false
1,0.67,0,0,false
3,0.21,0,0,false
1,0.67,0,0,false
1,0.14,0,0,false
3,0.22,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.14,0,0,false
1,0.67,0,0,false
1,0.5,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0,0,0,false
1,0.67,0,0,false
1,0,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.33,0,0,false
1,0.25,0,0,false
3,0.07,0,0,false
1,0.67,0,0,false
1,0.5,0,0,false
1,0.27,1,0,false
1,0.15,0,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
4,0.07,3,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.22,0,0,false
1,0.22,0,0,false
1,0.22,0,0,false
1,0.22,0,0,false
1,0.22,0,0,false
1,0.22,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
3,0.05,0,0,false
1,0.67,0,0,false
1,0.25,0,0,false
1,0.67,0,0,false
1,0.22,0,0,false
1,0.22,0,0,false
1,0.22,0,0,false
1,0.22,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.5,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.19,0,0,false
1,0.12,0,0,false
1,0.44,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.24,0,0,false
1,0.5,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0.16,1,0,false
1,0.04,5,0,false
1,0.1,2,0,false
1,0.21,0,0,false
1,0.18,0,0,false
1,0.11,1,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.33,0,0,false
1,0.2,0,0,false
1,0.67,0,0,false
5,0.05,7,4,false
1,0.08,0,0,false
1,0.18,0,0,false
1,0.33,0,0,false
1,0.5,0,0,false
1,0.11,5,0,false
1,0.32,2,0,false
1,0.1,5,0,false
1,0.09,0,0,false
8,0.04,7,0,false
1,0.18,0,0,false
1,0.33,0,0,false
1,0.5,0,0,false
1,0.18,0,0,false
1,0.33,0,0,false
1,0.5,0,0,false
1,0.09,0,0,false
1,0.2,0,0,false
1,0.33,0,0,false
1,0.08,0,0,false
1,0.09,6,0,false
1,0.23,0,0,false
1,0.33,0,0,false
1,0.23,0,0,false
1,0.18,0,0,false
1,0.33,0,0,false
1,0.5,0,0,false
7,0.05,5,0,false
1,0.1,1,0,false
1,0.05,10,0,false
1,0.2,0,0,false
1,0.19,0,0,false
1,0.16,1,0,false
1,0.5,17,0,false
1,0.07,12,0,false
1,0.09,6,1,false
1,0.1,0,0,false
1,0.33,0,0,false
1,0.19,0,0,false
10,0.03,3,5,false
1,0.21,0,0,false
1,0.14,0,0,false
1,0.1,0,0,false
1,0.5,0,0,false
1,2,0,0,false
1,2,0,0,false
5,0.09,3,0,false
1,0,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0.23,2,0,false
1,0,0,0,false
1,0.4,0,0,false
1,0.35,0,0,false
1,0.07,4,0,false
1,0.07,5,1,false
1,0.5,0,0,false
1,0.33,0,0,false
3,0.13,0,0,false
1,0.33,0,0,false
1,0.21,0,0,false
1,0.4,0,0,false
1,0.2,0,0,false
1,0.5,0,0,false
1,0.33,1,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.29,0,0,false
1,0.33,0,0,false
1,0.29,0,0,false
1,0.33,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.33,0,0,false
1,0.67,0,0,false
1,0.21,0,0,false
4,0.06,0,0,false
1,0.17,0,0,false
1,0.67,0,0,false
3,0.08,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.5,0,0,false
1,0.67,0,0,false
1,0.22,0,0,false
1,0.29,0,0,false
1,0.29,0,0,false
1,0.67,0,0,false
1,0.07,0,0,false
1,0.29,0,0,false
1,0.07,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.21,0,0,false
1,0.17,0,0,false
4,0.06,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.15,0,0,false
1,0.21,0,0,false
1,0.07,0,0,false
1,0.67,0,0,false
1,0.25,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.5,0,0,false
1,0.29,0,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.09,0,0,false
1,0.18,0,0,false
1,0.09,11,0,false
1,0.33,0,0,false
1,0.5,0,0,false
1,0.08,0,0,false
1,0.18,0,0,false
1,0.33,0,0,false
1,0.5,0,0,false
1,0.33,0,0,false
16,0.02,5,5,false
1,0.5,0,0,false
1,0.11,1,2,false
1,0.11,1,2,false
1,0.11,1,2,false
1,0.11,1,2,false
1,0.11,1,2,false
1,0.12,1,2,false
1,0.11,1,2,false
1,0.11,1,2,false
1,0.11,1,2,false
1,0.11,1,2,false
1,0.11,1,2,false
1,0.11,1,2,false
1,0.12,1,2,false
1,0.12,1,2,false
1,0.29,0,0,false
1,0.04,5,7,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.12,1,2,false
1,0.12,1,2,false
1,0.33,0,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.29,0,0,false
1,0.29,0,0,false
1,0.21,0,0,false
1,0.09,0,0,false
1,0.06,18,0,false
1,0.21,0,0,false
1,0.18,0,0,false
1,0.33,0,0,false
1,0.5,0,0,false
1,0.19,0,0,false
1,0.21,0,0,false
1,0.23,1,0,false
1,0.2,0,0,false
1,0.29,0,0,false
1,0.29,0,0,false
1,0.33,0,0,false
1,0.29,0,0,false
3,0.11,0,0,false
1,0.67,11,0,false
1,0.09,2,0,false
1,0.5,0,0,false
1,0.4,0,0,false
1,0.11,0,0,false
1,0.22,1,1,false
3,0.07,13,2,false
1,0.14,0,0,false
1,0.21,0,0,false
1,0.67,0,0,false
1,0.18,0,0,false
1,0.67,21,0,false
1,0.19,0,0,false
1,0.15,0,0,false
1,0.33,0,0,false
1,0.04,2,0,false
1,0.5,0,0,false
1,0.4,0,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.11,8,2,false
1,0.11,6,2,false
1,0.5,0,0,false
1,0,0,0,false
1,0.22,0,0,false
1,0.18,0,0,false
1,0,0,0,false
1,0.67,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0.4,0,0,false
1,0.67,0,0,false
1,0.11,0,1,false
1,0.09,1,0,false
1,0.67,0,0,false
1,0.09,0,0,false
1,0.33,0,0,false
1,0.11,0,0,false
1,0.2,0,0,false
1,0.67,0,0,false
1,0.2,0,0,false
1,0.67,0,0,false
1,0.33,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.11,1,0,false
1,0,0,0,false
1,0,0,0,false
1,0.17,0,0,false
1,1,0,0,false
1,0,0,0,false
1,1,0,0,false
1,1,0,0,false
1,0.06,0,0,false
1,0,0,0,false
1,1,0,0,false
1,1,0,0,false
1,0.67,0,0,false
1,0,0,0,false
1,1,0,0,false
1,1,0,0,false
1,1,0,0,false
1,0.12,0,0,false
1,1,0,0,false
1,2,0,0,false
1,0,0,0,false
1,0,0,0,false
1,2,0,0,false
1,2,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,1,0,0,false
1,0.21,0,0,false
1,0.22,0,0,false
1,0.4,0,0,false
1,0.4,0,0,false
4,0.07,0,0,false
1,0.4,0,0,false
1,0.4,0,0,false
7,0.04,4,0,false
1,0.33,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
5,0.06,3,1,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.13,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.13,0,0,false
1,0.16,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.4,0,0,false
1,0.67,0,0,false
1,0.28,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.4,0,0,false
1,0.17,0,0,false
1,0.67,0,0,false
1,0.14,0,0,false
1,0.67,0,0,false
1,0.14,0,0,false
3,0.22,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.15,0,0,false
1,0.06,0,0,false
1,0.14,1,0,false
1,0.2,1,0,false
1,0.67,0,0,false
1,0.5,0,0,false
1,0,0,0,false
1,0,0,0,false
1,0.15,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.08,0,0,false
1,0.09,0,0,false
1,0.67,0,0,false
1,0.29,0,0,false
1,0.29,0,0,false
1,0.5,0,0,false
1,0.12,0,0,false
1,0.08,0,0,false
1,0.08,0,0,false
1,0.13,0,0,false
1,0.13,0,0,false
1,0.5,0,0,false
1,0.5,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.16,0,0,false
1,0.18,0,0,false
1,0.16,0,0,false
1,0.18,0,0,false
1,0.11,0,0,false
1,0.16,1,0,false
1,0.18,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.67,0,0,false
1,0.16,1,0,false
1,0.21,0,0,false
1,0.21,0,0,false
1,0.15,0,0,false
1,0.5,0,0,false
1,0.19,0,0,false
1,0.67,0,0,false
1,0.15,1,0,false
3,0.1,1,0,false
1,0.67,0,0,false
1,0.25,0,0,false
1,0.17,0,0,false
