@relation 'synapse-1.1_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute 0.369rfc+0.354loc+0.329wmc-0.3cam+0.296npm... numeric
@attribute -0.426amc-0.39avg_cc-0.313max_cc-0.287mfa+0.286ca... numeric
@attribute -0.401dit-0.396cbm-0.386ic-0.36mfa-0.326lcom3... numeric
@attribute 0.392cbo+0.375ca-0.337ic+0.318lcom3-0.318dam... numeric
@attribute '-0.503noc-0.39ca-0.338cbo-0.334dam+0.31 lcom3...' numeric
@attribute -0.502mfa-0.5dit+0.369ic+0.355cbm-0.248dam... numeric
@attribute '0.82 noc-0.318cbo-0.27ca-0.186dam+0.168lcom3...' numeric
@attribute '-0.598ce+0.332max_cc+0.33 avg_cc-0.288rfc+0.282ca...' numeric
@attribute -0.821moa+0.242lcom-0.222lcom3+0.198npm+0.187cam... numeric
@attribute '0.862cam+0.284moa+0.222lcom+0.2  ce+0.123dam...' numeric
@attribute '0.568max_cc-0.533amc+0.35 loc-0.325lcom-0.208avg_cc...' numeric
@attribute bug {1,0}

@data
4.689681,-0.954518,-4.129728,-2.082286,0.277863,-0.238437,0.754348,-0.208669,2.246531,-0.385747,0.500285,0
-2.200322,0.072481,-0.922129,0.537256,1.06462,-0.738587,0.296749,-0.543381,-0.25845,-0.403188,-0.061832,0
-2.223107,-0.305944,-1.457345,0.589027,1.016851,-1.416812,0.158615,-0.513134,-0.32025,-0.404087,-0.004007,0
-1.956882,-0.006784,-0.267016,-1.081896,-0.252721,-2.202423,-0.4974,0.536032,0.507249,0.385038,0.012844,0
-1.561704,-0.886544,-0.752396,1.125075,1.218876,-0.354449,0.394039,-0.148196,-0.339601,-0.423895,-0.134812,0
-3.191534,1.539057,0.710356,-0.344207,0.554056,0.763323,0.085936,0.081911,0.704042,1.345127,0.529453,0
-1.219456,1.213038,1.486729,-1.154925,-0.655369,-0.131838,-0.520994,-0.129472,0.484188,-0.084283,-0.015661,0
2.009768,0.706337,1.097138,-1.114707,-0.103571,-0.06948,-0.152534,-0.647551,-0.577274,-0.473233,-0.143926,0
4.299536,-0.220613,-0.612288,-0.339581,0.67205,-1.116278,0.067701,-0.493519,-0.327387,-0.164616,0.613043,0
3.896685,-1.621154,1.327618,1.309865,-0.979507,0.046462,-1.483126,-3.57709,0.459858,0.993946,-0.470627,1
-0.352031,-0.914459,0.416804,-0.080835,-0.311041,-1.223734,-0.699057,-0.294609,0.489645,0.861387,-0.38193,0
2.812714,-0.4639,-0.147708,2.189673,0.534607,0.872803,-0.336759,-3.534196,-0.222125,-0.608537,-0.066111,1
0.818525,-2.836494,0.761838,0.979595,0.08172,-0.40436,-0.390977,0.755224,0.363197,0.773391,-0.280576,0
-2.074993,0.990066,0.391852,0.446018,0.867079,1.06099,0.402901,-0.521639,-0.189538,-0.688431,0.033885,0
-0.840934,1.85426,0.512595,-0.459079,-0.068485,0.358779,-0.061422,0.066779,0.449972,-0.92271,-0.004205,0
0.465634,-0.511153,0.207264,-0.492398,-0.29993,-1.449392,-0.374911,0.273585,0.267528,-0.867361,0.170308,0
-0.376595,1.537427,1.304614,-1.725368,-0.135755,-0.006682,-0.00212,0.736789,-0.75387,-0.617942,-0.320823,0
