@relation 'KC1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.248n-0.247total_Op-0.246total_Opnd-0.246v-0.243lOCode... numeric
@attribute 0.674l-0.332uniq_Op+0.286t+0.286e+0.259locCodeAndComment... numeric
@attribute -0.766locCodeAndComment-0.525lOComment-0.144lOBlank+0.124e+0.124t... numeric
@attribute -0.563lOComment+0.532locCodeAndComment-0.409l-0.236lOBlank-0.189i... numeric
@attribute 0.522i-0.382lOComment-0.366ev(g)+0.281uniq_Opnd+0.247l... numeric
@attribute '-0.461l+0.38 t+0.38 e-0.363ev(g)-0.345uniq_Op...' numeric
@attribute 0.628lOBlank+0.359uniq_Op-0.345iv(g)+0.332d-0.238i... numeric
@attribute defects {false,true}

@data
-11.650318,-0.095483,-1.867064,-3.218252,-4.936349,-0.860118,-0.035902,true
-2.381728,-0.733106,0.815522,1.005147,-1.068268,-0.85551,0.530866,true
-13.513689,-0.925595,1.294497,-1.824892,3.672981,-0.329334,-0.54474,true
-24.422776,6.700847,-3.974707,5.496838,-0.233146,1.146817,0.628133,true
1.964602,0.205055,0.067039,0.051726,-0.015818,0.2159,-0.094992,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
1.45836,-0.19122,-0.041655,-0.049024,0.065545,0.233903,0.141783,false
1.964602,0.205055,0.067039,0.051726,-0.015818,0.2159,-0.094992,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
1.083916,-0.450014,-0.050573,-0.13589,0.46187,0.10409,0.066571,false
1.45836,-0.19122,-0.041655,-0.049024,0.065545,0.233903,0.141783,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
1.45836,-0.19122,-0.041655,-0.049024,0.065545,0.233903,0.141783,false
2.280395,-0.222491,-0.05246,0.504933,-0.713664,1.120893,-0.323986,false
1.07615,-0.695005,0.009518,0.308047,-0.137594,0.29221,0.447489,false
-0.066792,-0.792746,0.304701,0.635589,-0.535286,-0.410411,0.373475,false
-0.066792,-0.792746,0.304701,0.635589,-0.535286,-0.410411,0.373475,false
-0.066792,-0.792746,0.304701,0.635589,-0.535286,-0.410411,0.373475,false
0.804172,-0.74973,-0.037768,0.024072,0.401513,0.120313,0.21738,false
-2.466642,-0.70982,0.407796,0.189237,-0.868112,-1.05629,0.040096,false
0.789716,-0.641789,0.104993,0.242316,0.051144,0.067126,-0.042951,false
-1.831906,-1.045965,0.522545,0.426879,0.357427,0.05481,-0.094712,false
-2.301153,-1.200775,-0.087074,-0.335462,0.087227,-0.490863,-0.087861,false
-0.462265,-1.053479,0.040517,0.025334,0.250484,0.149156,0.684446,false
0.56942,-0.824934,0.173516,0.487769,-0.190689,0.100024,0.214786,false
0.273819,-0.942028,-0.009175,0.179717,0.046638,0.33612,0.790442,false
1.346736,-0.505084,-0.023372,0.199335,-0.140108,0.191126,0.392627,false
0.683396,-0.753365,0.03687,0.26242,-0.295239,0.036543,0.453566,false
-0.35099,-0.96982,0.216412,0.280044,0.081655,-0.093664,0.050476,false
-5.706286,-0.203874,0.855353,0.277598,-1.523648,-1.708729,-1.402009,false
-3.612263,-1.277351,-0.193012,-0.79231,0.499064,0.28298,-0.09912,false
-10.882957,-0.119484,0.372396,-1.716558,0.525391,0.639125,-1.760638,false
-0.260307,-0.973981,0.074404,0.173676,-0.028908,-0.064279,-0.106935,false
-0.260307,-0.973981,0.074404,0.173676,-0.028908,-0.064279,-0.106935,false
-0.242157,-0.971165,0.078946,0.182619,-0.02868,-0.063657,-0.096116,false
-1.653736,-1.428069,-0.130151,-0.729146,1.83831,-0.022547,-0.09905,false
0.918281,-0.732023,0.050644,0.154854,0.537685,0.098086,-0.102355,false
0.327596,-0.969198,0.054028,-0.012274,1.104627,0.045893,-0.260551,false
-3.185249,-1.422926,0.559075,-0.117437,2.093633,-0.077038,-0.31592,false
0.063436,-1.080437,0.044089,-0.154728,1.493913,-0.050175,-0.382604,false
-5.638862,-1.09332,-0.12085,-0.940306,-0.039444,0.617,0.370225,false
0.101015,-0.859892,0.250777,0.512924,-0.350796,-0.055638,0.03196,false
0.164714,-0.968632,0.148257,0.404066,-0.090047,0.066502,0.418872,false
0.853657,-0.703551,0.166347,0.538965,-0.404831,0.175171,0.213775,false
-0.708226,-0.974952,-0.135988,-0.174635,0.211902,0.392,0.057564,false
-2.825973,-0.721204,0.875889,0.717877,-0.30759,-0.399156,-0.183833,false
-3.361233,-1.039195,0.495239,0.296974,-0.016001,0.268356,0.060191,false
-0.282209,-1.009346,0.278842,0.474333,-0.066169,-0.100843,0.050945,false
-3.574922,-0.060529,1.214053,1.21266,-2.10515,-1.956983,-1.050071,false
-23.932385,3.242025,2.690123,-2.129251,0.571297,2.554083,-2.203723,false
1.688793,-0.104857,0.011922,0.048218,0.026219,0.12339,0.127381,false
1.768138,0.09792,0.009671,-0.085207,0.110019,0.078452,0.080748,false
-0.443515,-1.08086,0.153422,0.290202,0.089448,0.173172,0.836956,false
1.40239,-0.506366,0.057508,0.30131,0.051841,0.161612,0.05014,false
-2.556078,-0.909951,0.701455,0.469841,0.266563,-0.464013,-0.18611,false
1.373324,-0.416717,-0.0284,0.074422,0.066252,0.152228,0.308372,false
-5.850718,-0.427124,0.687152,-0.118812,-1.273914,-0.941244,-0.992643,false
1.709197,-0.092336,0.012587,0.058736,-0.006546,0.132684,0.141015,false
-0.819872,-1.247508,0.094034,-0.037459,0.871961,-0.026411,0.288235,false
0.988852,-0.738032,-0.191363,0.031114,-0.113669,0.207773,0.361712,false
-1.106167,-0.960331,0.352205,0.098358,0.702235,-0.131697,-0.597245,false
-3.510665,-0.590786,0.835614,0.607359,-1.16179,-1.120905,-0.30168,false
0.442197,-0.904972,0.07402,0.328373,0.105282,0.321571,0.492241,false
1.248304,-0.321866,-0.034866,-0.167365,0.523244,-0.012618,-0.061582,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
1.45247,-0.221895,-0.014366,-0.067328,0.288956,0.050917,0.031892,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
2.207042,0.935021,0.058395,-0.387706,0.030995,-0.093829,0.174552,false
0.620999,-0.766744,0.067536,0.252546,-0.109193,-0.011288,0.230102,false
2.403596,-0.14731,-0.009787,0.556011,-0.666769,1.172769,-0.534234,false
-2.883843,-0.797211,-0.456221,1.111581,0.800005,-0.257593,0.010225,false
2.403596,-0.14731,-0.009787,0.556011,-0.666769,1.172769,-0.534234,false
2.589091,3.692056,0.261022,-2.284484,1.563756,-2.081221,0.472542,false
2.572851,3.689126,0.253741,-2.29456,1.561318,-2.080026,0.465708,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.270132,1.576352,0.127938,-0.88771,0.664375,-0.624582,0.03235,false
1.828597,0.186067,0.01569,-0.090644,0.058172,0.160543,0.022348,false
2.286371,1.579282,0.135219,-0.877634,0.666813,-0.625777,0.039184,false
1.347394,-0.226027,-0.088948,-0.164876,0.129062,0.196247,0.272163,false
2.436174,3.585754,0.232268,-2.382658,1.789147,-2.162515,0.370382,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.382973,1.637684,0.141138,-0.827733,0.523837,-0.580501,0.094748,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
-3.040826,-1.616519,0.028238,-0.72345,2.26472,0.197705,0.318332,false
2.411715,-0.145845,-0.006146,0.561049,-0.66555,1.172172,-0.530817,false
2.540998,1.771662,0.161495,-0.727632,0.236069,-0.473457,0.192829,false
1.347394,-0.226027,-0.088948,-0.164876,0.129062,0.196247,0.272163,false
2.288282,1.579168,0.13248,-0.878767,0.664603,-0.62396,0.043169,false
2.304521,1.582098,0.139761,-0.868691,0.667041,-0.625155,0.050003,false
1.473594,-0.253764,-0.028781,0.04516,-0.023158,0.309594,0.179655,false
0.160508,-0.980512,-0.01002,-0.334455,1.616327,-0.148691,-0.589012,false
2.343076,-0.207887,-0.014145,0.570149,-0.672044,1.115551,-0.479308,false
1.329244,-0.228843,-0.093489,-0.173818,0.128834,0.195625,0.261344,false
1.839713,0.477507,0.027945,-0.303659,0.290913,0.10587,-0.306553,false
1.734131,0.641428,0.01461,-0.606457,0.686454,-0.204679,-0.352754,false
1.341281,-0.046,-0.071582,-0.300103,0.379921,0.088721,-0.177616,false
-0.365356,-0.81258,0.321612,0.519794,-0.341576,-0.491527,0.154391,false
0.478313,-0.968062,-0.029831,0.0015,0.636609,-0.029821,0.222723,false
-6.751567,-0.402618,0.679247,-0.279565,-0.672229,-1.080406,-0.455713,false
1.929728,0.166914,0.0616,0.032581,0.038275,0.109812,-0.025571,false
1.89324,0.193166,0.015579,-0.018641,-0.115088,0.149298,0.137364,false
1.89324,0.193166,0.015579,-0.018641,-0.115088,0.149298,0.137364,false
1.929728,0.166914,0.0616,0.032581,0.038275,0.109812,-0.025571,false
1.929728,0.166914,0.0616,0.032581,0.038275,0.109812,-0.025571,false
1.929728,0.166914,0.0616,0.032581,0.038275,0.109812,-0.025571,false
1.88512,0.191701,0.011939,-0.023679,-0.116307,0.149896,0.133947,false
1.929728,0.166914,0.0616,0.032581,0.038275,0.109812,-0.025571,false
1.929728,0.166914,0.0616,0.032581,0.038275,0.109812,-0.025571,false
1.88512,0.191701,0.011939,-0.023679,-0.116307,0.149896,0.133947,false
-7.023321,-1.049564,0.366124,-0.787494,0.54161,0.358066,-0.551692,false
-3.706333,-1.253304,0.559553,0.41054,-0.18688,-0.083591,0.436937,false
-9.478572,0.683143,1.476782,0.49109,-2.133473,-0.551974,0.136003,false
-4.420553,-0.800463,0.384497,-0.296101,0.297274,0.61786,-0.017593,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
-3.649645,-0.832238,0.874453,0.400708,0.228215,-0.582855,-0.94728,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
1.40239,-0.506366,0.057508,0.30131,0.051841,0.161612,0.05014,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.384691,1.000994,0.122381,-0.258854,-0.012043,-0.068703,0.075504,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
2.340271,0.993898,0.109658,-0.281777,-0.013718,-0.06935,0.050448,false
0.904061,-0.573511,0.071736,0.286348,-0.312933,0.148238,0.182423,false
0.904061,-0.573511,0.071736,0.286348,-0.312933,0.148238,0.182423,false
0.71213,-0.64271,0.0334,0.199007,-0.260132,0.160724,0.315294,false
2.033778,0.469537,0.066657,-0.124408,0.060529,0.047519,-0.058775,false
1.866821,0.402137,-0.016986,-0.281466,0.059728,0.032143,0.240453,false
0.814029,-0.633255,0.098397,0.330533,-0.266182,0.177978,0.229685,false
0.904061,-0.573511,0.071736,0.286348,-0.312933,0.148238,0.182423,false
0.904061,-0.573511,0.071736,0.286348,-0.312933,0.148238,0.182423,false
0.83825,-0.584068,0.021957,0.183872,-0.303527,0.128451,0.326017,false
0.843291,-0.58823,0.030681,0.219998,-0.356762,0.155396,0.341731,false
0.843291,-0.58823,0.030681,0.219998,-0.356762,0.155396,0.341731,false
2.033778,0.469537,0.066657,-0.124408,0.060529,0.047519,-0.058775,false
0.83825,-0.584068,0.021957,0.183872,-0.303527,0.128451,0.326017,false
1.554045,-0.217785,-0.32499,-0.20585,-0.354059,0.352796,0.054146,false
1.000721,-0.528572,-0.003025,0.208373,-0.528461,0.165365,0.566926,false
0.904061,-0.573511,0.071736,0.286348,-0.312933,0.148238,0.182423,false
0.843291,-0.58823,0.030681,0.219998,-0.356762,0.155396,0.341731,false
0.83825,-0.584068,0.021957,0.183872,-0.303527,0.128451,0.326017,false
0.87558,-0.537365,-0.02649,0.097955,-0.368019,0.111666,0.491044,false
0.843291,-0.58823,0.030681,0.219998,-0.356762,0.155396,0.341731,false
0.87558,-0.537365,-0.02649,0.097955,-0.368019,0.111666,0.491044,false
0.904061,-0.573511,0.071736,0.286348,-0.312933,0.148238,0.182423,false
0.843291,-0.58823,0.030681,0.219998,-0.356762,0.155396,0.341731,false
0.843291,-0.58823,0.030681,0.219998,-0.356762,0.155396,0.341731,false
-4.245625,-0.51968,0.844246,0.471294,-1.192738,-1.049562,-0.744032,false
0.841277,-0.645061,0.158181,0.342523,0.086117,0.083607,-0.164181,false
1.248304,-0.321866,-0.034866,-0.167365,0.523244,-0.012618,-0.061582,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
2.252314,0.566064,0.096831,-0.015485,-0.142968,0.107161,0.044724,false
2.252314,0.566064,0.096831,-0.015485,-0.142968,0.107161,0.044724,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
1.995423,-0.004722,0.072013,0.338958,-0.387681,0.56233,-0.114405,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.376572,0.999529,0.118741,-0.263892,-0.013262,-0.068106,0.072087,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
2.322262,0.958187,0.113074,-0.294528,0.075508,-0.099122,0.047702,false
-0.56495,-1.077018,0.30071,0.486925,0.065782,-0.036744,0.25541,false
-0.56495,-1.077018,0.30071,0.486925,0.065782,-0.036744,0.25541,false
-0.314645,-0.969294,-0.071446,0.047198,-0.221265,0.036577,-0.116819,false
2.210888,0.897019,0.099667,-0.353561,0.221249,-0.139244,-0.006022,false
2.210888,0.897019,0.099667,-0.353561,0.221249,-0.139244,-0.006022,false
2.297844,-0.26525,-0.011024,0.594292,-0.674351,1.057664,-0.417594,false
-2.346604,-1.525532,0.202518,-0.463184,2.54797,0.124068,-0.283757,false
2.360332,0.996599,0.11146,-0.273968,-0.0157,-0.066911,0.065253,false
2.210888,0.897019,0.099667,-0.353561,0.221249,-0.139244,-0.006022,false
2.210888,0.897019,0.099667,-0.353561,0.221249,-0.139244,-0.006022,false
1.891126,-0.119586,0.075115,0.306678,-0.236561,0.190208,0.118506,false
-2.218528,-1.437133,-1.018875,-1.376611,-0.036314,0.262946,0.029776,false
2.00655,0.216447,0.072998,0.07567,-0.068366,0.142189,0.006529,false
-2.257997,-0.979413,0.373645,0.069823,0.302557,-0.597546,-0.796807,false
-3.060799,-1.093133,0.490495,0.008427,0.889815,-0.512382,-0.770578,false
-4.555939,-1.493312,0.658205,-0.264101,2.232047,-0.671854,-0.820168,false
-0.600399,-0.86562,0.589753,1.04935,-0.967716,-0.59836,0.394169,false
0.379692,-0.950806,0.214036,0.570688,-0.156205,0.074206,0.380168,false
-6.033596,-1.276304,0.954197,-0.234592,1.527464,-0.437745,-1.200855,false
-2.315931,-1.027672,0.422447,0.151026,0.375085,-0.654361,-0.8867,false
-4.225786,-1.200823,-0.038556,-0.80001,0.633815,0.269784,-0.302921,false
1.20792,-0.553176,-0.371195,-0.192905,-0.318022,0.280824,0.288154,false
0.87281,-0.421574,0.219445,0.403763,-0.418266,0.088593,-0.189976,false
-5.158561,-1.517909,0.57927,-0.293743,1.295785,-0.3427,-0.258531,false
1.335764,-0.234066,-0.211118,-0.288287,0.116612,0.235909,0.062278,false
-5.548901,-0.43897,0.68548,-0.048412,-1.322983,-1.029456,-1.188738,false
-0.594416,-0.794029,0.372868,0.225294,0.452066,-0.102375,-0.755072,false
-5.712691,-0.036742,1.28181,0.806545,-2.327828,-1.975993,-1.561461,false
0.849397,-0.643596,0.161822,0.347561,0.087336,0.08301,-0.160765,false
1.353745,-0.274524,-0.027457,-0.11889,0.400047,0.016109,-0.015811,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
0.703922,-0.662592,0.093375,0.179464,0.159557,0.02811,-0.085875,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
0.849397,-0.643596,0.161822,0.347561,0.087336,0.08301,-0.160765,false
-5.712691,-0.036742,1.28181,0.806545,-2.327828,-1.975993,-1.561461,false
1.353745,-0.274524,-0.027457,-0.11889,0.400047,0.016109,-0.015811,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
-0.388463,-0.610487,0.166066,-0.178124,0.592363,-0.658171,-0.638567,false
-6.939801,0.617329,2.031845,1.002904,-2.525189,-3.159624,-3.414552,false
0.750705,-0.759834,0.129668,0.385815,-0.111212,0.002188,0.157418,false
1.688654,-0.118123,0.048806,0.087675,0.149208,0.102814,-0.045185,false
1.617853,-0.134192,0.00685,0.017421,0.10637,0.108753,0.10672,false
-0.975933,-0.968625,0.466841,0.44404,0.327771,-0.128032,-0.366514,false
1.688654,-0.118123,0.048806,0.087675,0.149208,0.102814,-0.045185,false
-5.077866,-0.780788,1.135738,0.490961,0.526568,-0.18989,0.139292,false
-6.2375,-0.360992,0.794959,-0.119652,-1.280316,-1.017691,-1.224882,false
0.578969,-0.785179,-0.11233,-0.157604,0.467395,0.196991,0.448185,false
1.913384,0.001347,0.066495,0.195183,-0.134679,0.179534,0.043974,false
0.841277,-0.645061,0.158181,0.342523,0.086117,0.083607,-0.164181,false
1.240184,-0.323332,-0.038506,-0.172403,0.522025,-0.012021,-0.064999,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
0.200906,-0.941961,0.12519,0.190295,0.480473,-0.088748,-0.254916,false
2.285962,0.952556,0.103991,-0.312413,0.075052,-0.100366,0.026064,false
2.285962,0.952556,0.103991,-0.312413,0.075052,-0.100366,0.026064,false
-3.627392,-0.93689,0.323109,-0.099532,-0.069514,-0.322119,-0.493138,false
-0.788743,-0.727094,0.214431,-0.074213,0.536986,-0.397246,-0.380047,false
0.104706,-0.948577,-0.139682,-0.975805,2.562178,-0.680966,-0.801215,false
-2.024962,-1.017827,0.383565,0.2571,-0.056282,-0.699872,-0.495612,false
-4.367201,-1.384532,0.887034,0.276046,1.019768,-0.6219,-0.957182,false
-0.265497,-1.039351,-0.13376,-0.265607,0.568193,0.040057,0.07408,false
0.488093,-0.917997,-0.229833,-0.193332,0.344018,0.140205,0.408101,false
-1.135354,-1.135818,0.024898,-0.22356,0.710362,-0.036327,-0.31475,false
-0.449534,-1.156872,-0.055275,-0.061441,0.47061,0.029966,0.127101,false
-0.12568,-0.990706,-0.089864,-0.161411,0.498534,0.050401,-0.049202,false
-1.109882,-1.166213,0.060317,-0.103731,0.585355,-0.042284,-0.138425,false
-0.18645,-1.005425,-0.130919,-0.227761,0.454705,0.05756,0.110105,false
-0.319953,-1.143514,-0.111073,-0.117331,0.369074,-0.003307,0.302841,false
0.548863,-0.903278,-0.188778,-0.126982,0.387846,0.133047,0.248794,false
-0.265497,-1.039351,-0.13376,-0.265607,0.568193,0.040057,0.07408,false
0.548863,-0.903278,-0.188778,-0.126982,0.387846,0.133047,0.248794,false
0.548863,-0.903278,-0.188778,-0.126982,0.387846,0.133047,0.248794,false
0.548863,-0.903278,-0.188778,-0.126982,0.387846,0.133047,0.248794,false
-0.221182,-1.185116,-0.232516,-0.409715,1.025073,0.082497,0.202568,false
-0.265497,-1.039351,-0.13376,-0.265607,0.568193,0.040057,0.07408,false
0.548863,-0.903278,-0.188778,-0.126982,0.387846,0.133047,0.248794,false
-0.18645,-1.005425,-0.130919,-0.227761,0.454705,0.05756,0.110105,false
0.548863,-0.903278,-0.188778,-0.126982,0.387846,0.133047,0.248794,false
0.119531,-1.080788,-0.189304,-0.269487,0.849968,0.074458,0.112262,false
0.119531,-1.080788,-0.189304,-0.269487,0.849968,0.074458,0.112262,false
-0.386828,-1.051102,-0.140184,-0.29886,0.588993,0.046845,0.041342,false
0.432966,-0.939392,-0.224936,-0.179835,0.335584,0.163161,0.412386,false
0.119531,-1.080788,-0.189304,-0.269487,0.849968,0.074458,0.112262,false
-16.391853,2.156853,2.829419,0.126812,-1.708091,0.818144,-1.585922,false
-1.062712,-0.542048,0.227899,0.432744,-1.340709,-0.835393,-0.217818,false
-2.480049,-1.111932,0.302174,-0.130363,0.576531,0.137043,0.373938,false
1.524835,-0.269883,0.123733,0.340911,-0.191074,0.145695,-0.02321,false
-4.144821,-2.596512,-0.123844,-1.894671,5.564103,-1.016689,-2.094739,false
0.399123,-0.8004,0.01048,0.075595,0.058518,0.022732,0.270997,false
0.399123,-0.8004,0.01048,0.075595,0.058518,0.022732,0.270997,false
0.566807,-0.737416,0.010701,0.110733,-0.058611,0.020422,0.314576,false
-0.481883,-1.006153,-0.310325,-0.209536,-0.582331,0.157509,0.492225,false
-2.281992,-0.521365,0.914118,0.873491,-0.565462,-0.929823,-0.722913,false
-4.778723,-0.800581,1.09056,0.452055,0.592732,-0.277518,-0.225928,false
1.828185,-0.044346,0.058061,0.152972,-0.034683,0.148857,0.005087,false
1.913384,0.001347,0.066495,0.195183,-0.134679,0.179534,0.043974,false
1.688654,-0.118123,0.048806,0.087675,0.149208,0.102814,-0.045185,false
0.521513,-0.801792,-0.118196,-0.207328,0.566243,0.155544,0.416712,false
0.841277,-0.645061,0.158181,0.342523,0.086117,0.083607,-0.164181,false
-5.712691,-0.036742,1.28181,0.806545,-2.327828,-1.975993,-1.561461,false
1.240184,-0.323332,-0.038506,-0.172403,0.522025,-0.012021,-0.064999,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
0.859427,-0.642245,0.162722,0.351466,0.086345,0.084229,-0.153362,false
1.240184,-0.323332,-0.038506,-0.172403,0.522025,-0.012021,-0.064999,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
0.841277,-0.645061,0.158181,0.342523,0.086117,0.083607,-0.164181,false
-5.712691,-0.036742,1.28181,0.806545,-2.327828,-1.975993,-1.561461,false
1.240184,-0.323332,-0.038506,-0.172403,0.522025,-0.012021,-0.064999,false
2.055084,0.24954,0.076837,0.100379,-0.141097,0.165511,0.023435,false
-10.652013,-0.107695,0.819071,-0.863969,-0.300957,-0.193466,-0.99581,false
-2.436064,-1.42491,0.369531,-0.033541,1.134688,-0.240445,0.220472,false
-2.209427,-1.366811,0.285689,-0.1315,0.987751,-0.247858,0.27682,false
-2.653456,-1.059586,0.586646,0.277082,0.745855,-0.372948,-0.180776,false
-1.501964,-1.201415,0.310814,0.036446,1.122397,-0.062685,-0.339686,false
1.325154,-0.479142,-0.115635,0.043596,0.062674,0.235061,-0.082151,false
-2.465536,-0.750155,0.693456,0.604274,-0.452049,-0.56335,0.281361,false
-0.509273,-1.189831,0.167393,0.132296,0.858716,-0.050122,-0.029077,false
-0.632928,-1.06657,0.237177,0.208327,0.448352,-0.13809,-0.197749,false
0.58148,-0.809534,0.148263,0.434996,-0.168026,0.077543,0.153585,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
2.341166,-0.207772,-0.011405,0.571283,-0.669835,1.113734,-0.483293,false
1.011397,-0.627382,0.014014,0.092701,0.397252,0.169182,0.03259,false
-0.350968,-1.231988,0.04766,-0.280229,1.902099,-0.085335,-0.503713,false
1.913384,0.001347,0.066495,0.195183,-0.134679,0.179534,0.043974,false
-0.999089,-1.31211,0.042734,-0.194725,1.050644,-0.08144,0.364668,false
0.822473,-0.562733,-0.100078,-0.371265,0.908022,-0.096063,-0.068271,false
1.518435,-0.1087,-0.041098,-0.128964,0.177555,0.135638,0.156376,false
1.516633,-0.317578,0.051113,0.178951,0.138136,0.209096,-0.091807,false
1.913384,0.001347,0.066495,0.195183,-0.134679,0.179534,0.043974,false
-2.205464,-1.536398,0.23835,-0.324741,1.938636,-0.254782,-0.102911,false
0.504927,-0.73033,-0.137,-0.536086,1.289704,-0.20719,-0.226767,false
