@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,5-6,10,12-14'

@attribute ns numeric
@attribute entropy numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute npt numeric
@attribute bug {1,0}

@data
1,0,21.6,1,1,0.2,0
1,0.216674,7,0,1,0.5,0
1,0,27,0,2,1,1
1,0,27,0,1,1,1
1,0,36,0,3,1,0
1,0,13,0,1,1,0
1,0,13,0,1,1,1
1,0,37.5,0,1,0.5,1
1,0,96,1,3,1,0
1,0.480805,113.8,0,3,1,1
1,0,25,0,2,1,0
1,0,78.25,0,1,0.25,0
1,0,60,0,2,1,0
1,0,0,0,2,1,0
1,0,11,1,1,0.333333,0
2,0.893723,39.178947,0,6,0.052632,0
1,0,72,1,2,1,0
1,0.843949,76,0,2,1,0
1,0,37.666667,0,1,0.333333,1
1,0.341442,68,0,5,1,0
1,0.79144,89.833333,0,5,0.666667,0
1,0.643585,33.888889,0,6,0.555556,1
1,0.773262,36.25,0,6,0.4,0
1,0,13,0,1,1,0
1,0.926162,172.333333,1,7,0.814815,0
1,0,38,1,2,1,1
1,0,16,0,1,0.333333,1
1,0,36,1,1,0.5,0
1,0,698.5,0,1,0.5,1
1,0.800862,96.636364,0,7,0.333333,1
1,0,141,1,4,1,0
1,0,196,0,3,1,0
1,0,203,1,3,1,0
1,0,196,1,3,1,0
1,0,195,0,3,1,0
1,0,40,0,1,0.125,0
1,0.829244,40.666667,0,2,0.666667,0
1,0.826008,129.666667,1,2,0.666667,1
1,0,124,1,3,1,0
1,0,121,0,3,1,0
1,0.860629,142,0,8,1,1
1,0,63,0,1,0.5,1
1,0.770737,77,1,3,1,0
1,0,77,0,4,1,0
1,0,75,0,4,1,0
1,0,65,0,4,1,0
1,0,59,0,3,1,0
1,0,66,0,2,1,0
1,0,56,0,1,1,0
1,0,4,0,1,1,0
1,0,0,0,2,1,0
1,0,29,0,1,1,0
1,0.413817,76.5,0,5,1,1
1,0,22,0,1,1,0
1,0,15.5,0,1,0.5,0
1,0,55,1,4,1,0
1,0.437069,103.2,0,9,0.9,1
1,0,53,0,4,1,0
1,0,72,0,3,1,0
1,0.765585,84.166667,0,6,0.666667,0
1,0,7.5,0,1,0.5,0
1,0.970951,101.5,0,5,1,0
1,0,107,0,2,1,0
1,0.910859,79.181818,0,6,0.181818,0
1,0.818581,100.555556,0,5,0.888889,1
1,0,124,1,3,1,1
1,0.953412,39,0,5,0.6,0
1,0,110,0,5,1,0
1,0.929053,107,0,4,0.666667,0
1,0.898639,72.25,0,4,0.75,1
1,0.998364,86.5,0,4,0.5,0
1,0,116,0,3,1,0
1,0.569432,105,1,4,1,0
1,0,19,0,2,1,0
1,0,29,0,2,1,0
1,0,33,0,2,1,0
1,0,133,0,5,1,0
1,0,130,0,5,1,0
1,0,246,0,4,1,0
1,0,240,0,4,1,0
1,0.890458,129.818182,1,6,0.613636,0
1,0.791103,349.166667,0,2,1,1
1,0,133,0,5,1,0
1,0.789076,64,1,3,0.666667,0
1,0,69,0,2,1,0
1,0,62.840909,0,1,0.022727,1
1,0,27.5,0,1,0.5,0
1,0,64.5,0,2,0.5,0
1,0,5,0,1,1,1
1,0.380947,185,0,5,1,0
1,0,104,1,2,1,1
1,0,20.5,0,1,0.5,0
1,0.832367,61.555556,0,4,0.888889,0
1,0,45,1,1,1,0
1,0,23,0,1,0.5,1
1,0,74,1,1,1,0
1,0,12.5,0,1,0.5,0
1,0,0,0,1,1,0
1,0.989993,34.5,0,1,0.5,0
1,0,42,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0,45,0,1,1,0
1,0.969372,39.4,0,1,0.2,0
1,0,0,0,1,1,0
1,0,73,0,1,1,0
1,0,35,0,1,1,0
1,0,0,0,1,1,0
1,0,31,0,1,1,0
1,0.921897,31.75,0,3,1,0
1,0,10,1,1,1,1
1,0,22,0,2,1,0
1,0,6,0,1,1,0
1,0,11.25,0,1,0.125,0
1,0,7,0,2,1,0
1,0.902393,13,0,2,0.5,0
1,0,19,0,1,1,0
1,0.999571,90.5,0,3,1,0
1,0,26,0,1,0.5,0
1,0,67,0,1,0.5,0
1,0.591673,69,0,2,0.5,0
1,0.806975,38.681818,1,8,0.318182,0
1,0,14,1,1,1,0
1,0,34.625,0,1,0.125,1
1,0,17.333333,0,1,0.333333,0
1,0.802706,111.6,1,3,1,0
1,0,33,0,1,1,1
1,0,50,0,2,1,0
1,0.983539,66.333333,0,1,1,0
1,0,78,0,2,1,0
1,0.129234,69,0,1,1,0
1,0,85,0,2,1,0
1,0.995292,64.5,0,2,0.5,0
1,0.266765,41.5,0,2,1,0
1,0.918296,491,1,2,1,0
1,0,1003,0,1,1,1
1,0,16.5,0,1,0.5,0
1,0,59,0,1,1,0
1,0,0,0,2,0.666667,0
1,0,78,0,1,1,1
1,0.672295,132,1,5,1,0
1,0,20,0,1,0.5,0
1,0,21.5,1,1,0.5,0
1,0.797327,54,1,6,1,0
1,0.591955,69.4,0,5,0.6,1
1,0,28,1,2,1,0
1,0,36,0,2,1,0
1,0,20.5,0,1,0.5,1
2,0.799518,40.225,0,7,0.425,0
1,0,26,0,2,1,0
1,0.999872,21.909091,0,3,0.363636,0
1,0,18,0,1,1,0
1,0,17.5,0,1,0.5,0
1,0.972779,28.285714,0,3,0.714286,0
1,0,18,1,1,1,0
1,0,22,1,4,1,0
1,1,22.5,0,2,1,0
1,0.494303,42.4,0,3,0.4,1
1,0,65,0,3,1,1
1,0.097941,55,1,5,1,0
1,0.911534,20.75,0,2,0.5,0
1,0.943154,26.75,1,2,0.5,0
1,0.985993,25.4,0,2,0.333333,1
1,0,26,1,1,1,0
1,0,14,0,4,1,0
1,0,14,0,4,1,0
1,0.754034,43.5,0,4,0.5,0
1,0.754034,43.5,0,4,1,0
1,0,41,1,3,1,0
1,0,18,1,1,1,0
1,0,19,0,1,1,1
1,0,144.333333,0,1,0.333333,1
1,0.813829,45.451613,0,6,0.387097,1
1,0,17,0,3,1,0
1,0,50,0,4,1,0
1,0,27,0,3,1,0
1,0,52,0,3,1,0
1,0.878455,135.181818,0,2,0.363636,1
1,0,25.888889,0,1,0.111111,1
1,0,26,0,1,0.25,1
1,0,29,0,3,1,0
1,1,26.666667,0,2,0.333333,0
1,0,22.6,0,1,0.2,0
1,0,24,1,3,1,0
1,0,21,0,1,1,0
1,0.948846,29.636364,0,4,0.545455,1
1,0,26,0,2,1,0
1,0.794618,211.8,0,2,0.8,1
1,0,16,0,1,1,0
1,0,27,0,2,1,0
1,0.906289,44,0,7,0.777778,0
1,0,27,0,1,1,0
1,0.806396,96.666667,0,6,1,0
1,0,26,0,1,1,0
1,0,28,0,1,0.5,1
1,0.982444,33,0,6,0.615385,1
1,0,16,1,1,1,0
1,0,25,1,6,1,0
1,0,35,0,3,1,0
1,0.87627,130.7,1,4,0.9,1
1,0,20,0,1,1,1
1,0.672414,79.318182,1,9,0.318182,0
1,0,37.538462,0,1,0.025641,1
1,0,55.333333,0,1,0.333333,1
1,0,46.4,0,1,0.1,1
2,0.736587,82.004149,0,13,0.396266,1
1,0,59,1,1,1,0
1,0,0,0,2,0.25,0
1,0,46,0,1,0.1,1
1,0.165957,203,0,2,0.5,0
1,1,63.333333,0,4,0.666667,0
1,0,96,0,3,1,0
1,0,10,0,3,1,0
1,0,9,0,3,1,0
1,0.353359,199,0,6,1,0
1,0.471571,176.2,0,5,0.7,1
1,0.63431,195.5,0,5,1,0
1,0.898818,141,0,4,1,0
1,0.838016,141.964286,0,6,0.5,1
1,0,310,1,4,1,0
1,0.748293,322,0,3,1,1
1,0,365,1,3,1,1
1,0.446481,289.5,0,4,1,0
1,0,367,0,3,1,1
1,0.904795,197.833333,0,5,1,1
1,0,98,0,1,0.25,1
1,0,15,1,2,1,0
1,0,15,0,1,1,1
1,0.995887,154.5,0,4,0.5,0
1,0,179,1,2,1,0
1,0,178,0,2,1,0
1,0,139,1,1,1,0
1,0,0,0,2,1,0
1,0.064295,112.2,1,2,1,0
1,0,80.333333,0,1,0.066667,1
1,0,122,0,1,0.25,1
1,0.566645,119,0,9,0.454545,1
1,0,32.5,0,1,0.166667,0
1,0,29,0,2,1,0
1,0.576038,100.5,0,6,0.6,0
1,0.811278,155,1,2,0.5,0
1,0.685644,111.8,1,3,0.8,1
1,0,6.666667,0,1,0.333333,1
1,0,80,1,2,1,0
1,0,42.75,0,1,0.25,1
1,0,18.75,0,1,0.25,0
1,0,51,1,1,1,0
1,0.999142,134,0,3,1,0
1,0,157,1,3,1,1
1,0,62,1,1,1,0
1,0,62,1,1,1,0
1,0.712232,59.142857,1,2,0.428571,0
1,0,31,0,2,1,0
1,0.453716,50.5,0,2,0.5,0
1,0.992677,62,1,2,0.333333,0
1,0.965887,61,0,2,1,1
1,0,83,0,2,1,0
1,0,27,0,1,1,0
1,0,69,0,1,0.5,1
1,0.766583,57.125,0,4,0.25,0
1,0.615088,67.666667,0,6,0.333333,0
1,0.847824,82.666667,0,5,0.555556,1
1,0.952684,145.666667,1,3,1,1
1,0.503258,52.5,1,1,1,0
1,0.303375,52.5,0,4,1,0
1,0.777797,56.666667,0,6,0.666667,0
1,0,94,0,4,1,0
1,0.766939,66.666667,0,5,0.833333,0
1,0,95,0,2,1,0
1,0,90,0,1,1,0
1,0,0,0,1,0.5,0
1,0.581314,178.428571,0,10,1,1
1,0,291,0,3,1,0
1,0.516733,129.75,0,8,1,0
1,0.20481,179,0,5,1,0
1,0,202,0,2,1,0
1,0.74782,188.666667,1,9,0.916667,1
1,0,61.2,0,1,0.2,1
1,0.486747,88.666667,1,3,0.666667,0
1,0.76602,190.4,0,6,0.6,0
1,0,167,0,1,1,0
1,0.870229,32.666667,0,2,1,0
1,0.89112,58.375,0,9,0.6875,0
1,0,5,0,1,1,0
1,0,14,1,1,1,0
1,0,40,1,1,1,0
1,0,146,0,5,1,0
1,0.573906,68.166667,0,8,0.833333,1
1,0.840178,125.25,1,5,1,0
1,0.134135,153.333333,0,6,1,0
1,0.474345,80,0,5,1,1
1,0.936667,92.5,1,5,1,1
1,0.811278,56.5,1,5,0.5,0
1,0,91,0,5,1,0
1,0.100001,55,0,5,1,0
1,0.658815,46.333333,1,4,1,0
1,0.167869,53.333333,0,2,1,1
1,0.679721,50.916667,1,1,0.416667,0
1,0,76,0,3,1,0
1,0,22,1,1,1,0
1,0.977418,188,1,5,1,0
1,0.967638,45.28,0,7,0.28,0
1,0,81,0,1,1,0
1,0.322366,28.25,0,2,0.5,1
1,0.686984,18.333333,1,2,0.666667,0
1,0,59,0,1,1,1
1,0.615849,110.625,1,7,0.75,1
1,0,23.441176,0,1,0.029412,1
1,0.764205,40,1,1,0.5,0
1,0.862065,55.142857,1,4,0.714286,0
1,0.781865,151.777778,0,9,0.555556,1
1,0.908178,192.5,1,5,1,0
1,0,54,0,2,1,1
1,0,55,0,1,1,0
1,0,48,0,1,1,0
1,0,33.333333,0,1,0.333333,1
1,0.882528,96.8,0,3,1,0
1,0,73,1,2,1,0
2,0.693464,82.333333,0,6,1,0
1,0,136,0,6,1,0
1,0.788501,109,1,7,0.8,0
1,0.600886,113.25,0,7,0.5,0
1,1,91.5,0,4,0.5,0
1,0.054109,81,1,3,0.75,1
1,0,17,0,1,1,0
1,0,16,0,1,1,0
1,0.694345,171.666667,1,6,1,0
1,0,7,0,1,1,0
1,0.639056,17.333333,1,5,1,0
1,0.804367,38,0,3,0.75,1
1,0.772205,110.666667,0,8,1,0
1,0,47,0,2,1,0
1,0.789135,113.25,0,8,1,0
1,0,20,0,1,1,0
1,0,16,0,1,1,1
1,0,45,0,2,1,0
1,0,79.111111,0,1,0.111111,1
1,0,30.0625,0,1,0.0625,0
1,0,61,0,4,1,0
1,0.855967,239.833333,1,5,0.833333,0
1,0.810604,389.666667,0,2,0.666667,0
1,1,36.75,0,4,0.75,0
1,0.627213,140.333333,1,2,1,0
1,0.878762,149.6,1,7,0.8,1
1,0,61,0,4,1,0
1,0.596053,64.518519,0,9,0.407407,1
1,0.842658,128.5,1,4,1,0
1,0,26.666667,0,3,0.666667,1
1,0.891061,80.75,1,3,0.75,0
1,0.924324,218.857143,1,3,0.714286,0
1,0,0,0,1,0.2,0
1,0,66.6,0,1,0.2,0
1,0.910294,208,0,5,1,0
1,0,49,1,1,1,0
1,0,34,0,2,1,0
1,0,249,1,4,1,0
1,0.144548,61.153846,1,7,0.615385,1
1,0,232,1,4,1,0
1,0,234,1,4,1,0
1,0,218,1,4,1,0
1,0,217,1,4,1,1
1,0,255,0,2,1,0
1,0.371232,142,0,1,0.5,1
1,0.830429,149,1,5,1,0
1,0.165824,123,1,5,1,1
1,0,83,0,2,1,0
1,0.835626,41,1,1,0.5,1
1,0,206,1,3,1,0
1,0,206,0,3,1,0
1,0.641273,159.5,0,4,1,1
1,0,182,1,1,1,0
1,0,182,1,1,1,0
1,0,0,0,1,1,0
1,0,167,0,1,1,0
1,0,161,0,1,1,0
1,0,60.333333,0,1,0.333333,0
1,0.866301,199,1,4,1,1
1,0,214,1,3,1,0
1,0.02746,193.5,0,3,1,1
1,0,73.333333,0,1,0.333333,0
1,0,3,0,1,1,0
1,0,9.25,0,1,0.25,1
1,0.625262,37,1,5,1,0
1,0,21,1,3,1,0
1,0.542892,51.166667,0,5,0.5,0
1,0.855871,35.642857,0,4,0.642857,1
1,0,0,0,2,1,0
1,0.950719,59.444444,0,2,0.777778,0
1,0,36,0,1,1,0
1,0,118,0,1,1,0
2,0.755018,45.458333,0,9,0.208333,0
2,0.732427,37.826087,0,5,0.347826,1
1,0.049614,193.5,1,6,1,0
1,0,205,1,5,1,1
1,0,189,0,4,1,1
1,0,232,0,3,1,0
1,0,218,0,2,1,0
1,0,220,0,2,1,0
1,0.831735,120.5,0,3,1,0
1,0,250,0,1,1,1
1,0,80.857143,0,1,0.071429,1
1,0,172,1,2,1,0
1,0.414633,108,0,6,0.8,1
1,0,21.818182,0,1,0.090909,1
1,0,121,0,3,1,1
1,0,49,0,3,1,0
1,0,57,1,2,1,0
1,0,89,1,2,1,0
1,0.613619,55.5,0,3,1,1
1,0.896124,43.038462,1,10,0.216346,1
1,0,8,1,1,1,0
1,0,68,0,1,1,0
1,0,44,0,2,1,1
1,0,51,0,2,1,0
1,0,28,0,1,1,0
1,0,24,1,1,1,0
1,0,21,1,1,1,1
1,0,19,0,1,1,0
1,0,244,0,2,1,0
1,0,63.62963,0,1,0.037037,0
1,0,17.04,0,1,0.04,0
1,0,188.666667,1,1,0.333333,0
1,0,0,0,3,0.113636,0
1,0,242,1,3,1,0
1,0,227,0,3,1,0
1,0,225,1,2,1,0
1,0,42.934211,0,1,0.013158,1
1,0,17,0,1,0.5,0
1,0.711473,107,1,3,0.5,0
1,0,13,0,1,1,0
1,0,77,1,1,1,0
1,0,74,0,1,1,0
1,0.776649,50.333333,1,1,0.666667,0
1,0,77,0,1,1,0
1,0.999571,36.5,1,3,0.5,1
1,0,32,0,2,1,0
1,0,68.5,0,1,0.5,0
1,0,62,0,1,1,0
1,0,61,0,1,1,1
1,0.720769,73.9,1,2,0.8,1
1,0.708836,109,0,1,1,0
1,0,21,1,1,1,0
1,0,41.5,0,1,0.5,1
2,0.680437,29.266667,0,1,0.6,0
1,0,89,0,1,1,1
1,0,0,0,4,1,0
1,0,0,0,3,1,0
1,0.937932,218,0,4,0.666667,0
1,0,14,0,1,0.333333,0
2,0.410118,39,0,2,0.666667,0
1,0,12,0,1,0.2,0
1,0,317,0,7,1,0
1,0.42844,137.5,0,6,1,0
1,0,265,0,6,1,0
1,0,264,0,6,1,0
1,0,259,0,6,1,0
1,0,258,0,5,1,0
1,0,272,0,5,1,1
1,0,269,0,5,1,0
1,0.727658,133.4,0,6,0.6,1
1,0.05704,127,1,5,1,1
1,0,293,1,4,1,0
1,0,284,0,4,1,0
1,0,281,1,4,1,0
1,0,281,0,4,1,1
1,0,134,0,3,1,0
1,0,91,0,2,1,0
1,0,19,0,1,1,1
1,0,18.333333,0,1,0.333333,0
1,0,17,0,1,1,0
1,0.679784,65.553191,0,12,0.595745,1
1,0.943579,30.666667,0,2,0.666667,1
1,0,4.5,0,2,1,0
1,0.349094,59.944444,0,10,0.333333,0
1,0,44,1,1,1,0
1,0,47,1,1,1,0
1,0,15,0,2,1,0
1,0,18.75,1,1,0.25,1
1,0.461216,139.5,0,4,1,0
1,0,42,0,1,1,0
1,0,77.25,0,1,0.083333,0
1,0.767925,47.25,1,5,1,0
1,0,64,0,2,1,1
1,0,53,1,1,1,0
1,0,0,0,2,1,0
1,0,29.6,1,1,0.2,1
1,0,154,0,2,1,0
1,0,115,1,2,1,0
1,0,128,0,1,1,0
1,0,0,0,2,1,0
1,0.797952,26.5,0,1,0.5,0
1,0,50,0,1,1,0
1,0.666578,60.5,0,4,1,0
1,0,24,0,2,1,0
1,0,20,0,1,1,0
1,0.989891,99,0,4,1,1
1,0,112,0,2,1,0
1,0,127,0,1,1,1
1,0,0,0,4,1,0
1,0,185,1,4,1,0
1,0.970951,185.5,0,4,1,1
1,0.343275,121.5,0,2,1,1
1,0,76,1,1,1,0
1,0.866468,106.25,0,5,0.75,1
1,0,47,1,1,1,0
1,0,44,0,1,1,0
1,0,205,0,2,1,0
1,0,203,0,2,1,0
1,0,589,0,1,1,0
1,0,82,0,1,0.333333,0
1,0.091402,197,0,5,1,0
1,0,27,0,1,1,0
1,0,75,0,3,1,0
1,0,104,0,3,1,0
1,0.973018,12.6,0,2,0.4,0
1,0,15,1,1,1,0
1,0,35,0,1,1,0
1,0,104,1,2,1,0
1,0,102,1,2,1,0
1,0,62,1,2,1,0
1,0,74,0,2,1,0
1,0,68,0,2,1,0
1,0,85,0,1,0.5,0
1,0,2,0,1,1,0
1,0,10,0,1,0.5,0
1,0.5,35.25,0,2,0.75,0
1,0,24,0,1,1,0
1,0,110.875,0,1,0.125,0
1,0,66,0,2,1,0
1,0,59,0,2,1,0
1,0,63,1,2,1,0
1,0.968597,41.25,1,2,0.5,0
1,0,21.5,1,1,0.5,0
1,0,56,0,1,1,1
1,0.879319,41.75,0,3,0.5,0
1,0,29,1,1,1,0
1,0.745805,119.666667,0,1,0.833333,0
1,0.099451,138,0,3,0.8,0
1,0.98002,53.5,0,1,1,1
1,0,60.8,1,1,0.2,0
1,0,188,1,1,1,1
1,0,115.5,1,1,0.5,1
1,0.682606,0,0,3,0.8,0
1,0,52,0,2,1,0
1,0.99504,53.745665,0,3,0.202312,0
1,0,52,0,2,1,0
1,0,11,0,1,1,0
1,0,6,0,1,1,0
1,0,0,0,1,1,0
1,0,48,0,1,1,0
1,0,76,1,2,1,0
1,0,38,0,2,0.5,0
1,0,63,0,1,0.5,0
1,0,19.666667,1,2,1,0
1,0,18,1,1,1,0
1,0,30,1,1,0.5,1
1,0.859777,81.75,1,5,0.75,1
1,0.859232,54.636364,0,5,0.818182,0
1,0,59,0,2,1,0
1,0,63,0,2,1,1
1,0,74,1,2,1,0
1,0.748033,112.75,1,3,1,0
1,0,24.714286,0,1,0.142857,0
1,0.774798,78.333333,0,7,0.666667,0
1,0,13,0,1,1,0
1,0.954434,115,0,4,1,0
1,0.19354,200.5,0,11,0.75,0
1,0,167,0,4,1,0
1,0.929835,93.2,1,9,0.25,1
1,0.989467,152,0,3,1,1
1,0,180,1,2,1,1
1,0,23,1,1,1,0
1,0,36,0,1,0.5,0
1,0,0,0,1,1,0
1,0,13,0,1,1,0
1,0.88686,135,1,4,1,1
1,0.710481,25,0,4,0.666667,0
1,0,35,0,2,1,0
1,0,35,0,2,1,0
1,0,27,0,1,1,0
1,0,23,1,3,1,0
1,0.770117,126.666667,0,1,1,0
1,0,32,0,1,1,0
1,0,21,0,1,1,0
1,0,36,1,3,1,0
1,0,34,0,2,1,0
1,0.999952,44,1,2,0.5,1
1,0,17,0,2,1,1
1,0,54,1,2,1,0
1,0,53,1,1,1,0
1,0,49,1,6,1,0
1,0,47,0,6,1,1
1,0,43,0,6,1,0
1,0,41,1,6,1,0
1,0,42,0,6,1,0
1,0.995005,57.5,0,6,1,1
1,0,24,0,4,1,1
1,0,17,0,4,1,0
1,0,14,1,4,1,0
1,0,16,1,3,1,1
1,0,15,0,2,1,0
1,0,15,0,2,1,0
1,0,15,0,1,1,0
1,0,24,0,1,1,0
1,0,52,0,2,1,0
1,0,41,0,1,0.5,0
1,0,19,0,1,0.5,0
1,0,212,1,2,1,0
1,0,204,0,2,1,0
1,0,206,0,2,1,0
1,0,206,1,2,1,0
1,0,206,0,2,1,1
1,0,115.5,1,1,0.5,0
1,0,44,1,6,1,0
1,0,47,1,5,1,0
1,0.912733,67.333333,0,5,1,1
1,0,50,0,5,1,0
1,0.842688,87.25,0,4,1,1
1,0,34,0,3,1,0
1,0,80,0,3,1,0
1,0.999411,89.5,1,3,1,0
1,0.564263,48.6,0,4,0.4,0
1,0.279506,66.5,1,1,0.5,0
1,0,65.5,0,1,0.5,1
1,0,0,0,2,1,0
1,0,208,1,4,1,0
1,0,208,0,3,1,1
1,0.366578,107,1,4,1,0
1,0,157,0,3,1,1
1,0,159,0,3,1,0
1,0,137,0,1,1,0
1,0,137,0,1,1,0
1,0,134,0,1,1,0
1,0,126,0,1,1,0
1,0.772543,115.666667,1,4,0.888889,1
1,0,53,0,2,1,0
1,0,58,0,2,1,0
1,0,58,1,3,1,0
1,0.721928,167,0,7,1,0
1,0,87,1,2,1,0
1,0,7,0,1,1,0
1,0,39,0,2,1,0
1,0,26,1,1,1,0
1,0,75,0,1,1,0
1,0,6,0,1,1,0
1,0,0,0,3,1,0
1,0.781766,145.368421,0,4,0.315789,0
1,0,8,0,1,1,0
1,0,7,0,1,1,0
1,0.886541,86.5,1,7,1,0
1,0,19,1,7,1,0
1,0,19,1,7,1,1
1,0.964079,132,0,7,1,0
1,0.549912,112.083333,0,11,0.916667,1
1,0,230,0,7,1,0
1,0.890492,133.5,1,7,1,0
1,0.969606,128.5,1,7,1,0
1,0,208,0,7,1,1
1,0,208,1,7,1,0
1,0,210,0,7,1,1
1,0.499712,59.75,0,7,1,1
1,0,182,1,7,1,0
1,0,181,1,7,1,1
1,0,169,1,6,1,0
1,0,162,0,6,1,0
1,0,146,0,6,1,0
1,0,124,1,6,1,0
1,0,125,0,6,1,0
1,0.893571,185,1,8,1,0
1,0.94566,89.5,1,6,1,0
1,0.166425,106.666667,0,6,1,1
1,0,108,0,6,1,0
1,0.782909,62.714286,0,8,0.714286,0
1,0,95,0,6,1,0
1,0.99048,63.5,0,6,1,0
1,0,39,0,6,1,0
1,0,74,0,6,1,0
1,0.8672,66.25,1,4,0.5,1
1,0.888729,64.5,0,5,0.833333,1
1,0,68,0,4,1,0
1,0.668918,101.333333,1,4,0.666667,0
1,0.954434,49.5,0,5,0.5,0
1,0.329846,49.5,1,5,1,0
1,0.272109,53,0,4,0.666667,0
1,0.419921,54.5,0,4,0.5,1
1,0.232289,131,0,4,1,0
1,0,90,0,4,1,0
1,0,106,0,4,1,0
1,0.721928,140.5,0,4,1,0
1,0,107,0,4,1,0
1,0,108,0,4,1,0
1,0.597095,71.666667,0,4,1,0
1,0,110,0,4,1,0
1,0,113,0,4,1,1
1,0.787796,76,0,3,0.75,0
1,0,151,0,3,1,0
1,0.691232,76.5,0,3,1,0
1,0.785407,442.666667,0,3,1,1
1,0.684038,144.5,0,3,1,1
1,0,174,1,3,1,1
1,0,175,0,1,1,0
1,0.481633,152,0,2,0.571429,1
1,0.749595,74,1,4,1,0
1,0,189,1,7,1,0
1,0,188,0,7,1,0
1,0,20,0,3,1,0
1,0.276195,54.5,0,6,1,1
1,0.542231,45,0,5,0.714286,1
1,0,19,0,3,1,0
1,0,27,0,3,1,0
1,0,27,0,3,1,0
1,0,27,0,3,1,0
1,0,29,0,2,1,1
1,0,29,0,2,1,0
1,0,31,0,2,1,0
1,0,31,0,2,1,0
1,0,31,0,2,1,0
1,0.937362,96.157895,0,3,0.526316,1
1,0,29,0,2,1,0
1,0,27,0,3,1,0
1,0,27,0,3,1,0
1,0,27,0,3,1,0
1,0,54,0,1,1,0
1,0,0,0,2,1,0
1,0,20,0,1,1,0
1,0,0,0,4,1,0
1,0.995761,234,0,4,0.666667,0
1,0,20.5,0,1,0.1,0
1,0,13,0,1,1,0
1,0,53,0,1,1,0
1,0,50,1,1,1,0
1,0.291818,53.5,1,1,1,1
1,0,61,1,2,1,0
1,0,61,0,1,1,1
1,0,13,1,1,1,0
1,0,17,0,2,1,0
1,0,17,1,2,1,0
1,0,8.25,1,1,0.25,1
1,0,179,0,6,1,0
1,0.990225,111.5,1,6,1,0
1,0,150,0,6,1,0
1,0.237869,105.5,1,5,1,1
1,0,165,0,5,1,1
1,0.453716,156,1,4,1,0
1,0.701028,69.857143,1,4,0.857143,0
1,0.454683,108,1,5,0.666667,1
1,0.948579,26.625,0,4,0.875,0
1,0,52,1,4,1,0
1,0,49,0,4,1,0
1,0,45,0,3,1,0
1,0.74651,37.125,0,3,0.25,1
1,0.997932,23.4,0,2,0.4,0
1,0.650803,165,0,2,0.6,0
1,0,56,1,2,1,0
1,0,48,0,1,0.25,0
1,0,139,0,1,1,0
1,0.857642,188,0,3,0.666667,0
1,0,127,0,1,1,1
2,0.825872,54.5,0,2,1,1
1,0,64,0,1,1,1
1,0,11,0,1,1,0
1,0,40,0,1,1,1
1,0,56.9,1,1,0.1,1
1,0,0,0,1,1,0
1,0,24,1,1,1,0
1,0.782612,102.25,0,5,0.75,1
1,0.970951,42.5,1,4,0.5,0
1,0,34,0,1,1,1
1,0,0,0,1,1,0
2,0.999857,24.5,0,1,0.5,0
1,0,27,0,3,1,0
1,0,30,0,1,1,1
1,0,4.5,0,1,0.5,0
1,0,42,0,4,1,0
1,0,41,1,2,1,1
1,0,37,1,2,1,1
1,0,36,0,2,1,1
1,0.915377,49.733333,0,5,0.866667,0
1,0.679158,44.666667,0,4,1,0
1,0,7,0,1,1,0
1,0,10,0,1,1,0
1,0.859214,31,0,6,1,0
1,0,6,1,1,1,0
1,0.558361,78.857143,1,9,0.857143,0
1,0,162,1,6,1,0
1,0,161,0,6,1,0
1,0.969022,109,0,8,0.8,0
1,0,160,1,5,1,0
1,0,160,0,5,1,0
1,0.921116,78.714286,1,4,0.571429,1
1,0.299921,100.333333,0,5,0.333333,1
1,0,99,1,4,1,0
1,0,98,1,4,1,0
1,0,96,1,4,1,1
1,0,91,1,4,1,0
1,0.633249,89,0,3,0.666667,1
1,0,55,1,2,1,0
1,0.692722,105.333333,0,1,1,0
1,0.599412,78.714286,0,9,0.714286,0
1,0,46.375,0,1,0.125,1
1,0,35,0,2,1,0
1,0,31.75,0,1,0.25,1
1,0,9.333333,0,1,0.333333,1
1,0,140,0,1,1,0
1,0,50,0,2,1,0
1,0.695824,60.4,0,6,1,0
1,0,49,0,1,1,1
1,0,10.428571,0,1,0.142857,1
1,0,0,0,2,1,0
1,0.269828,43,1,2,1,1
1,0,4.5,0,1,0.5,0
1,0,25,1,1,1,0
1,0,19.428571,0,1,0.142857,1
1,0,59,0,2,1,0
1,0,0,0,1,1,0
1,0.606111,29,0,1,0.5,0
2,0,14.5,0,1,0.166667,0
1,0,24.714286,0,1,0.142857,1
1,0,28,1,1,1,0
1,0.413817,171.5,0,3,1,0
1,0,98,0,1,1,0
1,0,175,1,2,1,0
1,0.769157,157.666667,0,3,1,0
1,0,162,0,2,1,0
1,0,156,1,1,1,0
1,0,155,1,1,1,0
1,0,142,1,1,1,0
1,0,141,1,1,1,1
1,0,139,0,1,1,1
1,0.980136,155.5,0,1,1,0
1,0,98,0,1,1,0
1,0,120,0,1,0.5,0
1,0,8,0,1,1,0
