@relation 'ant-1.5_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.367wmc-0.363rfc-0.343npm-0.297ce-0.291loc... numeric
@attribute -0.483dit-0.453mfa-0.433ic-0.428cbm+0.243ca... numeric
@attribute -0.455ca-0.437cbo+0.389avg_cc+0.385max_cc-0.323noc... numeric
@attribute 0.636lcom3-0.59dam+0.246lcom-0.218noc+0.178cam... numeric
@attribute '0.51 avg_cc+0.438max_cc+0.327ca+0.31 noc+0.274cbo...' numeric
@attribute 0.848amc+0.266loc-0.255cam-0.236avg_cc-0.198max_cc... numeric
@attribute '0.65 noc+0.417moa-0.291ca+0.275ce-0.246lcom...' numeric
@attribute '0.545mfa-0.473cbm-0.377ic+0.321cam+0.25 dit...' numeric
@attribute 0.556cam+0.539moa-0.336ce+0.246lcom+0.222cbm... numeric
@attribute 0.577moa-0.515noc-0.268lcom+0.267cbo-0.235wmc... numeric
@attribute -0.574ce-0.529cam+0.325dit+0.264moa-0.214ic... numeric
@attribute 0.691loc-0.368amc-0.356npm-0.32avg_cc-0.226ce... numeric
@attribute bug {1,0}

@data
1.619684,0.086646,-0.002528,-0.01225,-0.426866,0.044386,-0.284333,0.581781,-0.458936,-0.126166,0.788687,0.285779,1
-0.900274,-1.765558,0.066195,-0.903849,0.403056,-0.261879,0.153598,0.454115,0.302802,1.022671,0.359308,-0.520891,0
1.216494,1.313624,0.442146,-1.888925,-0.648427,0.000619,-0.505509,-0.486807,0.391806,-0.101436,-0.16118,-0.17091,0
-0.609808,-0.890572,-0.283817,0.022125,-0.8219,-0.030801,-0.025174,0.314991,0.443754,-0.13391,-0.351755,-0.039103,0
1.865561,1.331264,0.269975,-0.239709,-0.679074,0.122869,0.056426,-0.455908,0.304052,-0.027142,-0.555831,0.074877,0
1.593649,-1.475681,-0.58194,1.918543,0.923524,-0.327859,-0.052302,0.564524,-0.56794,0.045875,1.134618,0.01622,0
-0.039036,1.534015,0.265135,0.472531,-0.852749,0.343155,0.942177,-0.669798,-1.019996,0.910328,-0.519854,-0.020045,0
0.888457,1.629445,-0.199553,-1.044263,-0.764202,-0.041944,-0.047165,-0.41275,0.438163,-0.61878,-0.352481,-0.098277,1
-1.204349,-0.532686,-0.024255,-0.214506,-1.304076,0.545024,-0.261523,1.14659,-1.395176,-0.184854,-0.043342,0.633666,0
-1.503911,2.017049,0.561729,-0.680773,-0.259963,-0.247575,-0.264322,-0.482355,-0.185316,0.063731,0.119277,-0.256261,0
-1.543575,-0.795124,-0.661335,-1.212596,-1.473199,0.236688,0.127926,-0.012715,-1.753347,0.470351,-0.787655,-0.849737,0
2.688118,1.695456,-0.113679,1.719165,0.078992,-0.478596,0.277048,-0.567891,0.501897,-0.1565,-0.344431,-0.020759,0
-1.067491,-2.078175,0.328634,0.156001,1.074028,-0.031521,-0.338433,-0.250275,-0.95163,-0.069836,0.888257,-0.414625,0
-1.068625,1.433066,1.073222,-0.858216,-0.805438,-0.002409,1.179658,-0.231183,0.211961,1.405635,0.086051,-0.003955,1
1.014764,-0.47052,-0.128835,-1.630159,-0.939429,0.174232,-0.545783,-0.297467,0.310883,-0.351703,0.3411,0.049937,0
-5.136792,4.278289,-9.951551,-4.068665,7.02768,1.406834,7.240795,1.252628,0.64658,-3.44168,0.324986,0.280398,0
1.847981,-0.488467,-0.676646,2.460918,0.2203,0.397328,0.171494,0.844265,0.274101,0.073662,-1.393892,0.112357,0
0.803846,-0.415195,-0.117193,-0.539369,-0.885922,0.304583,-0.227937,0.999781,-0.602395,0.008729,0.165728,0.324462,0
0.683106,0.049724,1.091403,0.674823,1.29269,-0.528438,0.006742,1.091908,-1.222781,0.507675,-0.164781,-0.508373,0
0.23811,-1.293001,2.339726,-0.664102,2.960525,-0.698115,-0.64307,0.242362,0.335333,-0.157411,0.416992,-1.176221,0
2.521088,-0.405509,-0.620283,1.911027,0.14333,-0.216138,0.210362,0.004251,0.177442,-0.151927,0.120336,0.325372,0
-0.375562,-2.244251,0.309048,-0.105035,1.369325,-0.260181,-0.506453,-0.034653,-0.552218,-0.008726,0.919361,-0.530523,0
-1.726163,1.563529,1.352234,-0.988551,0.353921,-0.354711,1.292762,0.107509,-0.414431,0.6673,-0.441119,-0.1022,0
1.341807,1.815993,-0.688901,-1.14597,-0.245734,-0.103352,-0.842611,-0.495115,0.661034,0.037237,-0.391032,-0.11266,0
-3.282875,1.987783,1.50556,0.909318,0.50955,-0.051253,-0.019564,0.156838,-1.853007,0.064308,-1.964336,0.329473,0
1.539305,0.082911,-0.338567,0.875376,-0.428745,0.290139,0.163009,0.742071,-0.991111,0.374312,-0.041593,0.180959,0
0.895223,-2.106843,-2.663733,1.943859,1.794526,0.092861,-0.095161,-0.989685,0.166742,0.185846,-0.159244,0.220243,0
1.585609,0.039395,-0.217346,-1.686418,-1.039899,0.085508,-0.638886,0.647635,0.138073,-0.103363,0.23889,0.122591,0
1.591535,-0.078125,-0.294689,-1.559665,-1.060844,-0.04256,-0.630172,0.934404,0.220118,-0.073619,-0.180914,0.033036,0
0.558157,-1.840914,-0.109252,-1.21203,0.25702,-0.132643,-0.815845,0.854611,-0.19793,-0.072564,0.958394,-0.180745,0
0.333141,-0.153194,0.17667,-1.051278,-0.744524,0.279271,0.185793,-0.546292,0.221741,0.282334,0.387833,0.192865,0
1.942735,0.539445,-0.279287,1.745614,-0.113005,-0.065804,0.504287,0.138175,-0.86388,0.233348,0.306731,0.077306,0
0.829975,0.729316,0.292947,-1.862314,-0.504842,0.182674,-0.490463,-1.281918,0.564832,-0.275752,-0.007797,-0.133084,0
2.442717,1.884002,-0.351882,1.826826,0.285876,-0.707345,-0.001212,-0.435332,0.716653,-0.228662,-0.563827,-0.206986,0
0.687441,-0.896511,-0.562302,-0.830823,-0.495079,0.241841,-0.020557,0.295229,-0.105843,-0.476796,0.307257,0.193035,0
-1.117344,-0.705944,0.026386,-0.609883,-0.360611,-0.040584,0.373598,0.400964,-0.114834,0.947619,0.245599,-0.14009,0
0.881173,-0.57941,-1.164706,-1.548009,-0.455802,0.109218,0.598402,1.468165,-0.127587,-0.079266,0.908797,0.125065,0
1.729015,1.27954,0.295476,-1.141116,-0.852216,-0.087412,-0.23964,-0.43349,0.663835,-0.258252,-0.367123,-0.029519,0
1.905373,-1.505913,-0.37401,2.208056,1.269045,-0.73177,-0.102949,0.873183,0.368148,-0.057076,-0.338637,-0.269864,0
1.156292,0.865852,2.110095,1.071759,2.735712,-0.815627,0.288469,-1.417045,-0.345671,0.13782,0.792415,-1.115637,0
2.459732,1.584592,0.388122,1.414393,0.105999,-0.173714,0.566272,-0.998222,-0.201567,-0.036298,0.54811,-0.002726,0
-3.148093,0.666983,3.909078,-0.120805,2.593467,0.075228,-0.904646,0.151508,0.318968,-1.076716,0.752645,2.00374,0
-4.45579,2.632745,2.337579,0.215111,1.701035,-0.492118,-1.39268,0.089596,-0.964208,-0.970087,-0.405264,0.797355,1
-7.379024,-0.943374,-0.607637,1.886763,-1.912729,-0.613741,0.454838,-0.289189,0.723124,-0.243385,0.068474,-0.950937,0
1.328977,-0.606333,-0.238277,-1.491901,-0.868536,0.101514,-0.306659,0.252716,1.140329,0.156226,-0.058027,0.28041,0
-4.767598,1.084224,0.547033,0.878002,-1.660578,-0.471538,0.193495,1.021083,-0.653187,-0.656133,0.262437,-0.314206,1
3.110357,-0.509541,-1.195115,2.118521,-0.163681,-0.42421,-0.182661,1.37352,0.313603,-0.221359,0.434402,0.53577,0
1.967825,1.530492,0.132043,1.563707,-0.148369,0.158922,0.844649,-0.883702,-0.732933,0.385386,-0.168486,0.021729,0
2.016493,1.271489,0.173089,-1.288712,-0.849568,-0.026444,-0.324923,-0.422838,0.825195,-0.223228,-0.355998,0.155038,0
-1.675228,1.398254,1.882015,-0.453534,0.079456,-0.315136,0.441847,-0.002026,-0.597607,0.372757,-0.954019,-0.221047,1
2.401023,-0.212008,-0.44227,1.904361,0.235775,-0.441002,0.114595,1.052052,-0.385562,0.044903,0.397831,0.10173,0
0.200757,3.017488,-3.008075,-1.603762,1.439431,0.361066,-1.819122,-0.674125,0.284546,1.93646,-0.297031,0.419123,0
2.564219,0.175305,-0.728803,2.126804,-0.035392,-0.481968,0.100982,1.185499,0.053,0.037217,-0.653105,0.171118,0
2.701604,1.647422,-0.005498,1.740733,0.006009,-0.482027,0.332559,-0.558501,0.513519,-0.208729,-0.346191,-0.012569,0
3.022114,-0.89052,-1.306615,2.192348,-0.175698,-0.456961,-0.179841,1.578893,0.204197,-0.19291,0.565656,0.502729,0
1.579128,1.322294,0.675855,-1.202415,0.005517,-0.428856,-0.405154,0.070846,1.147057,-0.499006,-0.840637,-0.269665,0
1.97483,1.30349,0.043577,-1.316057,-0.820392,-0.266318,-0.515975,-0.178192,1.131805,-0.291044,-0.786581,-0.121708,0
-4.350756,2.051686,0.649906,-0.025092,-1.077796,-0.270513,1.980076,0.380643,0.415995,2.852842,-0.486628,0.115412,1
-6.356244,0.442866,-1.451811,0.678182,-0.91698,-0.164593,0.032093,-0.290899,-1.770611,-0.087102,-1.35685,-1.315739,0
-0.604984,1.669757,0.585721,-0.74067,-1.041602,-0.084769,1.169091,-0.458732,0.661781,0.817105,0.887304,-0.040587,0
-1.726402,-0.935664,1.640175,-0.733846,1.38723,-0.85287,0.081675,0.966815,-0.811526,0.634002,-0.315206,-0.653037,0
0.044284,1.811354,0.708166,-0.497642,0.435213,0.052738,-0.058927,-0.654124,-0.109705,0.502992,0.51051,0.034013,0
0.914644,-2.613429,-1.003737,-1.109758,-0.446225,0.300585,-0.850066,-0.21779,1.234798,-0.508843,-0.222811,0.103663,0
1.412408,1.255497,0.779798,-1.374471,-0.485905,-0.014737,-0.280323,-0.505277,0.429713,-0.221826,-0.036606,-0.05423,0
-0.151779,-1.720991,-0.394878,-0.53684,-0.690154,0.504809,-0.103411,-0.358638,-0.297519,-0.129908,-0.297887,0.128118,0
1.808609,-1.205617,-0.762898,-1.388556,-0.9443,-0.089498,-1.009999,1.622302,0.409326,-0.259962,0.696751,0.289943,1
-1.421637,-3.797832,1.922871,2.24316,4.633558,-0.583874,-0.011081,-0.865265,0.102477,0.047712,-0.998241,-0.983177,0
1.692299,1.541558,0.822572,-0.0896,0.131788,-0.453646,-0.290173,-0.456797,0.387236,-0.328891,-0.004468,-0.159406,0
1.378248,1.17075,0.207363,-1.224142,-1.207767,0.346333,0.076266,-0.492145,0.057517,0.103047,-0.620925,0.04035,0
1.112989,-0.414068,-0.347157,-0.731583,-0.95331,-0.085318,-0.344622,1.061887,-0.326339,-0.067991,0.143005,-0.08181,0
0.775524,0.027957,-1.022659,-1.580559,0.184702,-0.056529,0.027826,1.184972,-0.347831,-0.522513,0.471325,-0.166639,0
1.557182,-1.421319,-0.71977,1.852841,1.041353,-0.302881,0.096512,0.608364,-0.571648,-0.06823,1.131172,0.02299,0
-2.02284,-0.35363,0.250274,0.403435,-1.127018,0.263391,0.523834,0.108634,-0.243062,0.235781,0.389319,0.627138,1
1.29854,1.372223,0.305263,-1.122478,-0.871651,0.038711,-0.204556,-0.621435,0.310942,-0.23198,-0.090046,0.016999,0
-2.179634,0.497587,0.409318,-0.094059,-1.147409,-0.179738,0.396415,0.877601,-0.277581,-0.086549,0.853879,0.071887,0
1.343779,-0.511225,-0.419844,-0.979561,-0.963962,-0.103176,-0.592692,1.40516,0.12565,-0.091747,-0.338238,0.017944,0
-0.264398,1.720915,0.835651,-0.589043,-1.151442,0.434634,-0.322141,-0.853541,-0.147509,-0.943854,0.529265,0.453152,0
0.770852,2.14954,3.754874,3.59481,1.753751,16.23218,-0.360686,2.033893,1.643812,0.298977,0.06552,-2.623872,0
-0.211734,1.245745,-1.610587,-1.920044,0.835495,0.414291,2.014238,0.747667,-0.378502,-0.987482,0.582858,0.159163,0
-1.040021,-1.614842,0.022968,-0.44525,-0.134373,0.516727,0.125046,-0.199662,-0.699654,-0.151683,-0.605462,0.215199,1
2.664398,1.61065,0.027964,1.575009,0.208823,-0.417648,0.424276,-0.674322,0.174929,0.058094,-0.199406,-0.07998,0
3.006264,1.599536,0.020361,1.73702,0.250329,-0.661928,0.252719,-0.390513,0.78533,-0.171845,-0.58423,-0.063664,0
-2.291682,1.435844,6.501579,-1.752378,6.031465,-2.268889,-0.833825,0.763979,-0.061425,0.011455,1.208551,-1.457749,0
-0.004581,1.051626,2.65243,-1.983636,1.56656,-0.652679,0.044933,0.508245,1.059482,1.095935,-0.351556,-1.123869,0
-1.292556,0.790193,0.756203,-0.2776,-0.998461,0.060829,-0.370902,0.027986,-1.01768,-0.780715,0.851888,0.139286,0
-0.102362,-0.973295,0.239241,-1.138292,0.024529,-0.005144,-0.462206,0.269744,-0.588649,0.024983,0.289003,-0.1868,0
-3.302246,0.682402,0.630342,0.285656,-1.36028,-0.27119,0.438997,0.998382,-0.053365,0.335362,0.833009,0.209844,0
1.213913,1.961455,0.094331,1.558114,-0.33973,-0.138382,0.432874,-1.361315,-0.709342,-0.335329,1.159128,-0.379168,0
-3.09701,-1.476793,0.15922,0.36682,-0.835904,0.212096,0.536755,0.250112,0.568212,0.462317,0.167277,0.966638,1
-0.055351,1.318727,2.526087,-1.316236,1.174136,-0.276419,-0.475076,-0.310418,-0.052318,-0.351811,0.350799,-0.387637,0
2.121625,1.650267,0.021823,1.479737,0.002389,-0.002575,0.819272,-0.88767,-0.420428,0.006462,0.126062,0.032347,0
1.087834,-0.450051,-0.512005,-0.637054,-0.966218,-0.341939,-0.472713,1.507514,0.058246,-0.047952,-0.81476,-0.187331,1
-0.881306,1.755735,2.967837,-1.304405,3.022153,-1.705872,-1.163505,0.541477,0.347468,-0.427394,-0.31111,-0.771615,0
2.751813,-0.171247,-0.832902,2.11153,0.021013,-0.55569,-0.033886,1.300144,0.155362,-0.093317,-0.125689,0.231892,0
1.658541,0.144612,-0.348559,0.811572,-0.440547,0.136017,0.160637,0.601236,-0.926797,0.332579,0.085591,0.175209,0
1.785508,1.449428,-0.04049,-1.071786,-0.606093,-0.120666,-0.193353,-0.415148,0.766307,-0.392273,-0.280355,-0.089166,0
1.025919,1.336499,0.757341,-1.304651,-0.470225,-0.083128,-0.257652,-0.559054,0.193405,-0.210251,-0.002198,-0.166949,0
2.393058,-1.205557,-0.95124,2.039321,0.184679,-0.284414,0.046046,0.49259,0.027004,-0.179353,0.637072,0.331076,0
-2.010695,-1.350488,0.032872,-0.15595,-0.616138,0.163087,0.667161,-0.181115,-0.076432,0.709542,-0.368124,0.044009,0
-0.670854,-2.073612,-0.432466,-0.433445,-0.370211,0.047045,0.269017,-0.718793,0.295336,0.290277,-0.350009,-0.293873,0
0.718469,0.04875,-0.571076,-1.178346,-0.364212,0.197646,0.188253,-0.340017,0.659534,0.03166,0.318422,0.206966,0
2.000152,-0.511058,-0.827252,2.354808,0.165293,-0.072934,0.219783,0.726252,0.208797,0.098263,-1.300581,0.074737,0
2.254629,1.543468,-0.048791,1.107647,-0.531968,0.596278,1.063589,-1.66154,-1.386604,0.511675,1.234396,0.339103,0
0.785608,0.634454,0.571812,-1.87005,-0.647589,0.336937,-0.340094,-1.348652,0.435946,-0.352196,0.173956,-0.075042,0
2.239867,1.622715,0.02535,1.578588,0.063244,-0.343114,0.569935,-0.780314,-0.23413,0.149688,-0.151331,-0.219273,0
2.917883,1.882897,-0.552616,1.615002,0.707194,-0.573672,-0.107173,-0.453723,0.752498,0.1226,-0.559544,0.048862,0
1.331061,0.044063,-0.141936,-1.298861,-1.012988,0.120602,-0.407511,0.628252,-0.152325,-0.036199,0.144234,0.038278,0
