@relation 'data/M_multi_metrics_EQ.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.176WCHU_rfc-0.176WCHU_numberOfLinesOfCode-0.174WCHU_wmc-0.172LDHH_wmc-0.172LDHH_numberOfLinesOfCode... numeric
@attribute 0.352WCHU_numberOfAttributesInherited+0.299WCHU_numberOfMethodsInherited+0.281LDHH_numberOfMethodsInherited+0.267LDHH_dit+0.261WCHU_dit... numeric
@attribute '0.325ck_oo_fanIn+0.305WCHU_fanIn+0.3  LDHH_fanIn+0.24 ck_oo_noc+0.226WCHU_noc...' numeric
@attribute -0.27WCHU_noc-0.266WCHU_numberOfPublicAttributes-0.255ck_oo_fanIn-0.251ck_oo_numberOfAttributes-0.251LDHH_numberOfPublicAttributes... numeric
@attribute 0.293ck_oo_numberOfAttributesInherited+0.277ck_oo_numberOfPublicMethods+0.262ck_oo_numberOfPrivateAttributes+0.228ck_oo_numberOfMethods+0.211LDHH_numberOfAttributesInherited... numeric
@attribute -0.299LDHH_noc-0.285WCHU_noc-0.277ck_oo_numberOfAttributesInherited-0.261ck_oo_noc-0.241WCHU_numberOfAttributesInherited... numeric
@attribute '-0.374LDHH_noc-0.31ck_oo_noc-0.306WCHU_noc+0.25 WCHU_fanIn-0.234ck_oo_numberOfPrivateAttributes...' numeric
@attribute -0.338WCHU_dit-0.328LDHH_dit-0.327LDHH_numberOfAttributesInherited+0.277LDHH_numberOfPrivateAttributes+0.251LDHH_numberOfAttributes... numeric
@attribute -0.368LDHH_dit-0.36LDHH_numberOfPrivateAttributes+0.288ck_oo_numberOfPublicAttributes+0.281WCHU_numberOfPublicAttributes-0.256WCHU_dit... numeric
@attribute -0.42ck_oo_numberOfAttributesInherited-0.3LDHH_numberOfPublicMethods-0.259LDHH_numberOfAttributesInherited+0.236WCHU_numberOfMethodsInherited+0.222LDHH_numberOfMethodsInherited... numeric
@attribute 0.428ck_oo_dit+0.273LDHH_numberOfPublicAttributes-0.257ck_oo_numberOfPrivateAttributes+0.246ck_oo_fanOut+0.233CvsExpEntropy... numeric
@attribute '-0.341numberOfCriticalBugsFoundUntil:-0.292numberOfMajorBugsFoundUntil:+0.279LDHH_numberOfPrivateAttributes+0.24 LDHH_numberOfAttributes-0.218ck_oo_numberOfPublicAttributes...' numeric
@attribute '0.41 CvsExpEntropy-0.353numberOfHighPriorityBugsFoundUntil:+0.277CvsLinEntropy-0.264WCHU_numberOfAttributes-0.252ck_oo_numberOfAttributesInherited...' numeric
@attribute -0.486numberOfCriticalBugsFoundUntil:-0.397ck_oo_dit-0.308numberOfMajorBugsFoundUntil:-0.189ck_oo_numberOfPublicAttributes+0.183numberOfHighPriorityBugsFoundUntil:... numeric
@attribute '0.429numberOfHighPriorityBugsFoundUntil:+0.356ck_oo_numberOfPublicAttributes+0.33 LDHH_numberOfAttributesInherited+0.284ck_oo_dit-0.262numberOfCriticalBugsFoundUntil:...' numeric
@attribute 0.367LDHH_fanOut-0.315LDHH_numberOfPublicAttributes+0.297LDHH_noc-0.295LDHH_numberOfAttributesInherited+0.249LDHH_cbo... numeric
@attribute 0.374LDHH_numberOfAttributesInherited+0.283LDHH_numberOfPublicAttributes+0.271LDHH_fanOut+0.263numberOfCriticalBugsFoundUntil:-0.26ck_oo_dit... numeric
@attribute 0.417LDHH_noc-0.338LDHH_numberOfPrivateAttributes-0.256ck_oo_numberOfPublicMethods-0.25ck_oo_noc-0.249ck_oo_numberOfPublicAttributes... numeric
@attribute '0.498LDHH_noc-0.364ck_oo_noc+0.348ck_oo_numberOfPublicMethods+0.26 LDHH_numberOfPrivateAttributes-0.25LDHH_numberOfPublicMethods...' numeric
@attribute 0.335LDHH_numberOfAttributesInherited+0.307WCHU_numberOfPublicMethods-0.266CvsExpEntropy+0.257CvsWEntropy-0.25numberOfHighPriorityBugsFoundUntil:... numeric
@attribute '0.27 WCHU_noc+0.268ck_oo_numberOfAttributesInherited-0.263WCHU_numberOfAttributesInherited-0.256ck_oo_numberOfMethodsInherited-0.243ck_oo_noc...' numeric
@attribute '-0.568WCHU_numberOfAttributesInherited+0.29 WCHU_numberOfPrivateAttributes+0.256LDHH_numberOfAttributesInherited-0.205ck_oo_numberOfPrivateMethods+0.186ck_oo_numberOfPrivateAttributes...' numeric
@attribute class {buggy,clean}

@data
-3.162922,-0.700628,4.365118,-1.679885,0.041102,2.100686,2.570862,-0.771042,-0.142523,1.000321,-1.357662,0.342123,-0.319882,-0.023066,0.496525,-0.141515,-1.102982,0.96997,0.738688,0.896071,0.644286,-1.432248,clean
-0.579106,11.362698,-6.675695,-6.450809,-1.481642,1.946864,-0.382725,-0.047582,1.496178,0.717287,0.670023,-1.619121,0.665233,0.541103,-0.329124,-0.543144,0.323496,0.0432,0.115416,-0.109766,-0.50504,-0.330277,buggy
-7.659096,-0.310546,0.685465,0.401983,2.021856,3.669204,-3.41524,1.564823,-0.824224,-3.141101,0.540272,3.160437,-0.491287,-1.278927,1.273238,1.726375,0.499438,-1.106817,-0.853951,0.228883,-0.201856,0.054034,buggy
3.315443,-0.494756,-0.488565,0.578085,-0.532016,0.03024,0.065979,0.09779,0.235914,-0.047987,-0.384518,0.054721,-0.173744,-0.028948,-0.08774,-0.106667,0.161662,0.004922,0.100193,-0.013298,-0.062452,-0.106386,buggy
3.098274,-0.30902,-0.47434,0.636699,-0.414008,-0.194788,0.081994,0.260711,0.202988,0.204,-0.309934,0.056257,-0.020241,0.008752,-0.171289,-0.053378,0.069632,-0.009497,0.103795,-0.062188,-0.098476,0.17154,clean
2.827396,-0.700091,-0.490984,0.360903,0.527154,0.06684,-0.27268,-0.017346,0.319951,0.164604,-0.108142,0.254877,-0.310209,-0.195401,0.136554,-0.145128,0.183771,-0.263524,0.045164,-0.240321,-0.561633,0.094323,clean
-0.823727,-1.610249,-1.347539,0.34695,-0.11241,-1.729244,0.604109,1.05658,-0.766707,0.795931,0.497951,-2.244785,-0.232627,0.596713,0.84641,-0.737354,1.30449,0.187115,-0.119977,-1.045935,0.713087,-0.709148,buggy
1.189472,2.37733,-0.10334,1.391287,0.000084,0.776847,-0.992654,-1.877115,-1.026053,-0.347671,0.064582,-0.772216,-1.198567,0.113391,0.075639,0.24369,-0.620737,0.564585,-0.865056,0.223093,1.459375,-1.240821,buggy
-1.067688,-0.145192,0.639575,-1.625726,-0.248253,1.637704,-0.066935,0.083057,1.035186,-0.783926,0.08368,-0.071089,-0.895064,0.977455,-0.514076,-1.068988,-0.872485,0.004721,0.275815,0.508267,-0.459824,0.396846,buggy
3.011575,-0.91609,-0.652891,0.212197,-0.18796,0.083469,0.098079,-0.160827,-0.002005,-0.27763,0.156903,-0.151464,0.026118,0.14576,0.029236,-0.057564,0.034163,-0.05908,-0.024533,-0.055314,-0.202059,-0.125136,clean
-4.523969,-0.64221,-0.242202,0.506222,0.506926,-0.992071,0.575056,1.135797,-0.42707,-0.227534,2.398259,-2.900925,2.43233,1.421775,-0.471675,0.509301,-0.758728,0.48849,0.668047,-0.013832,0.002016,0.858244,buggy
0.349718,-0.873418,-0.63504,0.289098,0.145537,-0.504552,0.384986,-0.16776,0.22554,0.347994,0.62573,-0.725877,0.887363,1.004641,-0.574956,0.21606,-0.288337,-0.279051,0.470489,-0.445658,0.521616,0.200611,buggy
2.95622,1.648435,-0.293408,0.814637,0.919945,-1.207727,0.330338,-1.31656,-0.151281,-0.609464,-0.262048,0.681713,0.282086,-0.377182,1.661112,-1.259349,1.012803,0.272265,-0.005745,0.992718,0.074567,0.078529,clean
0.58548,-0.443114,5.320147,-4.058912,-0.618582,-0.166648,1.483058,-0.550913,-0.665079,1.778512,-0.785439,0.84859,-0.344187,-0.391419,-0.042102,0.025992,-0.373776,-0.76253,-0.607107,0.167494,0.737085,-0.31046,buggy
1.223488,1.237043,-1.326451,-0.409744,5.039042,-2.791087,1.083437,-4.187414,0.191469,-3.688062,-2.63573,0.831325,0.328504,1.218086,1.832259,-1.488077,2.678387,0.131722,-0.058167,2.235532,1.044926,0.799223,buggy
3.291145,-0.886061,-0.656098,0.254544,-0.356652,0.162502,0.111693,-0.184969,0.064036,-0.286577,-0.053155,-0.043568,-0.220283,-0.052234,0.096542,-0.076586,0.083714,-0.048836,-0.0368,0.036512,-0.252148,-0.155853,clean
2.780062,0.286175,-0.521755,0.65366,0.367604,-0.315228,-0.578509,-0.354238,-0.697795,0.35101,2.140353,0.45285,-0.029762,-1.478518,1.180674,-0.782204,-1.064286,0.856641,-0.799305,-0.275765,0.50844,-0.112311,clean
3.239339,-0.457989,-0.504538,0.281898,-0.641991,0.019583,0.239676,0.096286,0.177501,0.088526,-0.414586,-0.051964,0.019701,0.014299,-0.027788,0.011006,0.076506,0.098731,0.038103,0.008544,-0.057694,-0.134928,clean
1.650717,-0.447161,-0.130184,0.686606,0.076536,0.389972,-0.10061,0.164218,0.328682,-0.382858,0.104618,-0.334382,-0.693275,0.086951,-0.001494,-0.166832,-0.227072,-0.424033,0.582483,0.282533,-0.273988,0.024415,clean
2.305374,-0.420305,0.290879,0.557987,0.004629,0.492703,0.05455,0.054644,0.472104,-0.11459,0.162162,0.161552,-0.58535,0.107265,-0.048005,0.580595,0.412996,-0.559692,0.29766,-0.054665,0.045301,0.31465,clean
-3.210677,0.089515,1.68724,-0.013743,0.810205,-0.049134,1.10989,0.624794,-0.834281,0.447392,1.288713,-0.818005,0.242465,-2.475282,-0.83393,-0.233156,0.333905,0.006815,-0.052297,0.687555,1.126463,-0.09609,buggy
2.308822,-0.481186,0.007334,0.203055,0.088325,0.073856,0.112617,0.210599,-0.045243,-0.036264,0.284264,-0.513238,0.560607,0.636019,-0.365447,-0.17891,-0.253871,-0.003066,0.524217,-0.513554,0.042741,0.149091,buggy
3.42097,-0.867788,-0.725692,0.249691,-0.557434,0.121628,0.165363,-0.148703,0.028609,-0.302173,-0.185166,-0.070454,-0.159508,-0.140274,0.063284,-0.09717,0.048969,0.092837,-0.061522,0.061914,-0.201136,-0.145583,clean
2.862741,-0.394696,-0.311132,0.581424,-0.399456,-0.091662,0.215592,0.084383,0.17281,0.136004,0.061234,0.130392,-0.114281,0.251541,-0.104622,0.244765,0.202948,-0.19375,-0.030571,0.10242,-0.034162,0.068436,clean
0.978032,-0.509856,0.023723,-0.362762,-0.111167,-0.528531,0.869014,0.580283,-0.617961,0.477577,0.398743,-1.102733,1.281527,0.582149,-0.751056,-0.153743,-0.673005,0.403282,0.624654,-0.270231,0.208067,0.467196,buggy
1.89909,-1.002431,-0.099299,0.212606,0.891904,0.576988,-0.184453,-0.40252,0.495421,-0.12663,0.698614,0.202275,-0.691853,0.391641,0.288749,0.57162,0.436635,-0.935551,0.043925,0.064671,-0.292267,-0.028799,buggy
-0.643224,0.260636,6.304878,-5.099653,0.60673,1.961176,4.594346,0.342318,-2.019625,3.147057,-1.798405,1.824775,0.335388,-1.253731,0.243131,0.254084,0.153771,1.154186,0.39607,-0.588282,0.522085,-0.374272,buggy
1.40822,-0.534617,1.336425,-0.959896,0.052434,0.567604,1.205897,0.147983,-0.536221,0.45174,0.184024,0.141533,0.690121,0.199076,-0.050919,0.70912,0.48669,0.160279,-0.137857,-0.423807,0.50358,0.274871,buggy
3.351228,-0.865879,-0.67588,0.270643,-0.436347,0.151414,0.119573,-0.159653,0.065548,-0.296966,-0.133123,-0.059824,-0.202034,-0.114467,0.071536,-0.10881,0.054185,0.012308,-0.013032,0.036792,-0.223996,-0.139153,clean
-4.519026,-0.88821,0.793786,0.763094,-1.28682,1.298403,0.461044,0.152255,-0.088448,-1.709647,1.42787,0.81311,0.339181,1.326768,0.986775,3.086813,0.695256,-0.601422,-1.192665,0.524929,0.647545,0.43406,clean
2.39434,-0.013637,0.200662,0.277957,-0.274221,-0.180142,0.464754,0.481997,0.159498,0.725355,-0.467784,-0.052844,0.156832,0.304403,-0.380703,0.026657,-0.108405,0.061688,0.380833,-0.167272,0.088496,0.196151,buggy
3.457057,-0.899234,-0.446772,-0.103629,-0.877128,-0.268779,-0.220783,-0.209907,0.130149,-0.397906,-0.285661,-0.196276,-0.052646,-0.092642,-0.058111,-0.35689,-0.056299,-0.171,-0.61333,0.206491,-0.511143,-0.097587,clean
0.350096,-0.225179,0.574381,-0.370985,0.17623,0.372501,0.443596,0.528384,-0.271083,1.051877,-0.800742,0.81976,-0.430969,0.543725,-0.80973,0.513987,-0.177979,0.065185,0.461737,1.013474,0.501605,0.133182,buggy
-8.104776,5.207912,2.695941,2.341756,2.81518,-6.645136,3.310559,-0.141017,-0.153156,1.481798,1.285576,-1.287953,1.19895,-0.026027,-0.795471,-0.775199,0.249578,-0.882299,0.607325,0.38503,-1.631649,-0.697278,buggy
-8.279957,-0.986601,0.034791,0.84571,-0.036794,-0.749412,-0.037214,1.591051,-1.307924,0.438081,0.308989,-0.706379,-0.050984,1.968354,1.36911,-0.594323,-0.388112,0.400325,0.967301,0.057377,0.001851,-0.476427,buggy
-0.555137,-0.388615,0.564823,-0.375649,-0.184259,-1.120321,-0.590639,0.450463,-0.103802,0.573247,0.321767,0.192416,0.231022,0.856633,-0.807043,-0.056769,0.190172,-1.255985,-0.515035,0.940817,-0.669047,0.083783,buggy
2.415262,-1.082006,-0.546117,0.017815,0.703134,0.290518,-0.190485,-0.323275,0.198538,0.017058,0.319242,0.02692,-0.183259,0.45552,0.079016,0.137024,0.177028,-0.377489,-0.112002,-0.03128,-0.283894,-0.178691,clean
3.430624,-0.875734,-0.663498,0.178343,-0.575637,0.157254,0.201726,-0.152627,0.007037,-0.291321,-0.235947,-0.081145,-0.160237,-0.160617,0.061224,-0.127878,0.022391,0.138354,-0.032718,0.030538,-0.219956,-0.162493,clean
-1.572098,3.354203,-0.404943,0.973407,-1.937546,1.999415,-0.932852,-2.050341,-1.319498,0.07579,-0.657214,-1.02663,-0.258801,1.748486,-0.773494,-0.124349,-0.078078,-0.087691,0.187789,0.099052,0.057326,-0.727984,buggy
3.430624,-0.875734,-0.663498,0.178343,-0.575637,0.157254,0.201726,-0.152627,0.007037,-0.291321,-0.235947,-0.081145,-0.160237,-0.160617,0.061224,-0.127878,0.022391,0.138354,-0.032718,0.030538,-0.219956,-0.162493,clean
2.482853,-0.543025,-0.455196,0.251943,0.409315,0.250655,-0.387413,0.303121,0.401669,0.332675,-0.61969,0.062638,-0.112935,0.165023,-0.120281,0.203462,0.170873,0.014625,0.011541,-0.290679,0.062557,0.337592,clean
3.351228,-0.865879,-0.67588,0.270643,-0.436347,0.151414,0.119573,-0.159653,0.065548,-0.296966,-0.133123,-0.059824,-0.202034,-0.114467,0.071536,-0.10881,0.054185,0.012308,-0.013032,0.036792,-0.223996,-0.139153,clean
2.445562,-0.577535,-0.440762,0.114884,0.04775,-0.379696,0.157794,0.468398,-0.451003,-0.302262,0.662384,-0.686043,1.112646,0.276346,-0.162259,-0.291156,-0.242372,0.279532,0.217129,-0.980655,-0.372032,0.445477,clean
-6.17029,0.17521,4.998415,0.193752,-0.789094,3.27791,1.473741,0.616479,-0.449867,-1.465834,0.057189,-1.161088,-0.666251,1.234379,1.379559,1.225614,-1.11395,0.94396,-0.02924,1.993504,0.403209,-0.32033,buggy
-2.685831,6.631746,0.797725,2.18463,-0.210129,-2.159324,0.853468,1.358315,1.228971,0.224924,-1.313184,2.975951,-0.122142,0.866948,-0.769762,0.480921,-0.721707,0.237018,-0.588341,0.257717,-0.538724,-2.269779,buggy
0.063876,-0.802112,5.816066,-4.828373,0.529422,0.412422,1.185664,-0.730293,-0.615539,2.074958,-1.301787,0.740533,-0.147949,-0.256814,-0.151025,-0.692371,-0.626746,-0.579031,-0.159518,-0.311835,0.801289,-0.660137,buggy
-6.261173,3.950839,4.86344,7.230831,-1.445832,2.113903,-2.148306,3.650116,2.866336,-2.323712,-2.037085,-2.675529,0.796961,1.168456,0.12951,-1.450041,-0.590675,0.619976,1.088336,-0.571675,0.82176,0.223233,buggy
2.38851,-1.150068,0.307615,-0.749412,0.426104,-0.14192,-1.175948,-0.485195,0.628384,-0.261383,-0.085886,-0.28662,-0.181023,0.413166,-0.151778,-0.621828,-0.137599,-1.023137,-0.804703,0.041784,-0.931566,-0.144409,clean
-0.688911,1.837392,-1.230109,0.410355,-0.499459,0.811048,-1.221607,-1.231091,-0.969775,1.657982,0.909547,0.284824,-1.329366,0.381424,-0.692437,-0.415756,-0.668637,0.314269,-0.241862,0.247178,0.638084,0.174801,clean
-0.034532,-0.28129,4.017409,-2.942952,0.505191,1.90537,2.364951,0.198465,-1.069618,1.66841,-1.820493,0.775681,-0.371116,-0.540461,0.190805,0.086325,-0.643047,1.115206,0.483175,0.149127,0.117777,-0.470095,clean
-3.922812,1.653783,2.014146,1.162998,0.566098,-0.479014,0.078756,0.70952,-1.517799,1.227625,2.740024,1.360536,0.197989,-0.728804,1.76856,0.465102,-1.010281,1.25357,-0.726284,0.279215,0.271509,1.259275,buggy
1.59627,-1.056643,3.885588,-3.90317,-1.311023,-2.172884,-2.288266,-0.797482,0.222723,-0.26878,-0.06479,-0.727383,0.475902,0.282211,-0.439362,-1.230857,-0.740971,-1.419378,-1.134167,-0.225225,-0.423216,0.190123,clean
3.484727,-0.873255,-0.778073,0.22934,-0.672094,0.092006,0.207601,-0.142059,-0.004014,-0.305529,-0.238269,-0.079224,-0.115709,-0.16546,0.052024,-0.085936,0.043963,0.173849,-0.110667,0.0892,-0.175467,-0.158435,clean
-6.86924,0.569093,1.765739,2.697831,-0.555362,0.019544,0.641337,0.267321,0.986271,-1.082172,1.667951,-0.590458,0.626541,2.54798,0.80336,2.200502,0.45466,-0.715168,-0.326734,-0.662412,0.048544,-0.470656,clean
0.230502,11.996612,-7.874563,-7.340799,-0.192087,2.680034,-1.653966,-0.383219,3.802752,3.356169,-2.797248,-4.57074,3.04898,-2.657992,5.092551,3.746118,-1.514336,-2.92721,1.101838,0.644452,-0.304806,-0.10186,clean
-3.197998,-0.76061,3.099412,-3.442585,-0.172024,0.386808,0.775878,-0.708376,-0.031246,1.728044,-0.879057,1.130864,0.191922,0.237049,-0.324567,-0.464546,-1.523175,-0.745402,0.771877,0.5578,1.29974,0.697916,buggy
-3.370049,8.296687,2.272714,3.728153,3.298411,-5.151273,1.525005,0.120673,0.010495,-0.458942,2.169473,1.314936,0.707907,0.352966,1.448101,0.212024,-0.173291,-0.094895,-0.536275,0.165565,-1.368699,-0.904973,buggy
0.671141,-1.099379,0.104948,-0.225336,1.430032,0.801628,-0.458489,-0.238619,0.784264,0.472175,-0.321011,0.364641,-0.357019,0.426638,0.069731,0.840001,0.768658,-0.261222,-0.166412,-0.223594,0.112435,-0.09571,clean
-2.104556,5.89985,-0.729331,1.621857,-2.493273,0.661454,-0.627324,-5.457576,-4.145138,0.471484,-2.218278,-0.096358,0.551972,0.319863,0.323133,-0.903652,1.109915,-0.092949,0.454496,-0.322152,-0.311023,0.444927,clean
0.929917,-0.552747,1.120278,-1.083847,0.503612,0.130275,0.986222,0.477183,-0.895119,0.578823,0.287705,-0.447499,1.772881,0.533804,-0.299915,-0.032914,-0.016007,0.711254,0.222931,-1.097446,0.409872,0.330361,buggy
1.975753,0.011085,-0.318267,0.785951,0.13874,-0.393339,-0.044074,-0.265566,-0.071698,0.339701,0.973407,0.286967,-0.348934,-0.396215,0.38639,-0.122796,-0.600302,0.322592,-0.216355,0.105505,0.44854,0.043668,buggy
2.964726,-1.005073,-0.705847,0.364913,-0.394883,-0.078438,0.373818,-0.029142,0.137913,-0.28288,0.037275,-0.821162,-0.41269,-1.076966,-0.41514,-0.207608,0.623375,-0.203344,-0.128405,0.28594,-0.108247,-0.142937,clean
-0.212763,-0.483966,0.218999,0.169462,0.955824,1.064229,-0.357239,-0.067154,1.250464,0.184416,0.054877,0.4499,-0.808658,0.530328,0.302741,1.912436,0.932288,-0.475089,-0.570542,0.678665,0.041668,-0.100415,clean
2.185505,-0.848833,0.313906,-0.564385,0.11156,-0.256452,-0.255521,0.162402,-0.290687,-0.576248,0.638968,-0.989512,1.000429,0.551351,-0.296397,-0.732755,-0.458558,-0.141821,0.045322,-0.987938,-0.708151,0.249264,clean
3.351228,-0.865879,-0.67588,0.270643,-0.436347,0.151414,0.119573,-0.159653,0.065548,-0.296966,-0.133123,-0.059824,-0.202034,-0.114467,0.071536,-0.10881,0.054185,0.012308,-0.013032,0.036792,-0.223996,-0.139153,clean
3.283369,-0.925535,-0.764404,0.179067,-0.327481,0.19552,0.024521,-0.140392,0.087363,-0.252928,-0.263338,-0.065128,-0.148977,-0.102185,0.055024,-0.065291,0.070861,0.103091,-0.08473,0.016581,-0.164185,-0.121246,clean
3.484727,-0.873255,-0.778073,0.22934,-0.672094,0.092006,0.207601,-0.142059,-0.004014,-0.305529,-0.238269,-0.079224,-0.115709,-0.16546,0.052024,-0.085936,0.043963,0.173849,-0.110667,0.0892,-0.175467,-0.158435,clean
2.105007,0.189805,-0.007378,0.703135,0.328476,-0.490428,-0.103167,0.777865,0.240924,0.533321,-0.057365,0.000866,0.550923,0.361511,-0.357869,0.108532,0.253176,-0.010095,0.173992,-0.813056,-0.233548,0.545156,buggy
2.19271,-0.967565,1.064924,-1.207026,0.003963,0.882954,1.156954,-0.276158,-0.467409,0.395397,-0.422802,0.512507,-0.0062,-0.442185,0.357094,0.314846,0.513296,0.212626,-0.304954,-0.1414,0.194527,-0.090928,clean
1.056343,-0.61511,0.982665,-0.601549,2.63108,1.102159,-0.616776,-0.665442,0.219298,0.942053,0.729667,1.028912,-0.508829,-0.973856,0.968695,-0.433653,0.166948,-0.288689,-0.207215,-0.568165,0.238325,-0.328366,buggy
0.45843,-0.33914,0.204956,0.141864,-0.212541,0.383991,0.12936,0.669138,-0.521158,-0.286357,0.143126,-0.371268,0.496617,0.90096,-0.26724,0.213444,-0.508168,0.240453,0.303599,0.183421,0.186302,0.346711,buggy
1.206614,0.759904,0.834257,0.923208,-0.344773,-0.173612,0.364181,1.001904,0.14248,0.961326,-0.814477,0.720086,-0.287639,0.500583,-0.356143,0.340543,0.069361,0.003917,0.159326,0.448339,0.202602,0.275305,clean
2.306496,-0.557675,-0.32502,0.264711,1.000111,0.766677,-0.864796,0.187788,0.859392,0.092172,-0.782337,-0.290532,-0.274656,0.045125,-0.124861,-0.233348,0.009785,-0.242901,0.632908,-0.521427,-0.048183,0.190065,clean
2.334064,0.560544,-0.057758,1.172047,0.105987,-0.590938,-0.244364,0.154359,0.075699,0.668359,0.847966,0.788527,-0.34447,-0.695456,0.503222,0.003196,-0.010362,0.212962,-0.436769,-0.214656,0.04036,0.152029,clean
3.337014,-0.941931,-0.738682,0.172664,-0.497589,0.114715,0.170367,-0.217779,0.051228,-0.237382,-0.250688,-0.026112,-0.110892,-0.127183,0.030197,-0.117393,0.068769,0.170474,-0.103713,0.085031,-0.189461,-0.269148,clean
-4.753547,-0.843629,0.471408,1.377275,-2.197967,0.180668,1.332242,-0.131551,0.221834,-0.702591,0.428954,-1.418905,1.234713,0.243303,-0.276,0.799033,-1.304004,0.619234,0.278478,1.406521,0.865825,1.034723,clean
3.484727,-0.873255,-0.778073,0.22934,-0.672094,0.092006,0.207601,-0.142059,-0.004014,-0.305529,-0.238269,-0.079224,-0.115709,-0.16546,0.052024,-0.085936,0.043963,0.173849,-0.110667,0.0892,-0.175467,-0.158435,clean
3.484727,-0.873255,-0.778073,0.22934,-0.672094,0.092006,0.207601,-0.142059,-0.004014,-0.305529,-0.238269,-0.079224,-0.115709,-0.16546,0.052024,-0.085936,0.043963,0.173849,-0.110667,0.0892,-0.175467,-0.158435,clean
3.484727,-0.873255,-0.778073,0.22934,-0.672094,0.092006,0.207601,-0.142059,-0.004014,-0.305529,-0.238269,-0.079224,-0.115709,-0.16546,0.052024,-0.085936,0.043963,0.173849,-0.110667,0.0892,-0.175467,-0.158435,clean
2.078746,-0.732068,-0.297003,0.470461,-0.526669,0.272663,0.211286,-0.411758,0.51718,-0.019045,-0.360495,0.29738,-0.166979,0.133046,0.035756,0.006124,-0.071653,-0.1673,0.278022,-0.21467,0.054593,-0.160578,clean
3.430624,-0.875734,-0.663498,0.178343,-0.575637,0.157254,0.201726,-0.152627,0.007037,-0.291321,-0.235947,-0.081145,-0.160237,-0.160617,0.061224,-0.127878,0.022391,0.138354,-0.032718,0.030538,-0.219956,-0.162493,clean
3.484727,-0.873255,-0.778073,0.22934,-0.672094,0.092006,0.207601,-0.142059,-0.004014,-0.305529,-0.238269,-0.079224,-0.115709,-0.16546,0.052024,-0.085936,0.043963,0.173849,-0.110667,0.0892,-0.175467,-0.158435,clean
0.296092,1.347514,2.294983,0.057305,-0.650606,0.265226,0.215675,0.774235,-0.467505,0.414179,0.017726,0.597968,-0.071381,-0.552758,0.654798,-0.723503,-0.888211,0.592184,-0.664238,0.324755,0.331878,0.042544,buggy
3.430624,-0.875734,-0.663498,0.178343,-0.575637,0.157254,0.201726,-0.152627,0.007037,-0.291321,-0.235947,-0.081145,-0.160237,-0.160617,0.061224,-0.127878,0.022391,0.138354,-0.032718,0.030538,-0.219956,-0.162493,clean
-0.124415,0.955696,0.252016,0.829163,-0.007073,-0.121681,-0.470142,1.100631,-0.664936,0.790269,0.517841,0.66739,0.040712,0.089309,0.18122,0.318423,-0.786662,0.705968,-0.415383,0.418172,0.407841,0.870375,clean
3.351228,-0.865879,-0.67588,0.270643,-0.436347,0.151414,0.119573,-0.159653,0.065548,-0.296966,-0.133123,-0.059824,-0.202034,-0.114467,0.071536,-0.10881,0.054185,0.012308,-0.013032,0.036792,-0.223996,-0.139153,clean
2.102775,-0.610262,-0.254173,0.105794,-0.388538,-0.484574,-0.32926,-0.087859,0.51227,0.159636,-0.149974,-0.364883,0.222118,0.399117,-0.16806,-0.310195,-0.195524,-0.400293,-0.154228,0.189647,-0.385736,-0.02614,buggy
3.123315,-0.332391,-0.470866,0.568277,-0.387192,-0.176766,0.147907,0.154602,0.157234,-0.043492,-0.336048,-0.028601,-0.038122,0.087069,-0.267144,0.014765,-0.04008,0.031926,0.106129,-0.061236,0.111373,0.144713,clean
1.745097,1.586815,0.145847,1.456433,0.167443,-1.489561,0.488163,0.112617,-0.024449,0.774054,0.75568,0.514888,-0.265612,-0.305775,0.263163,0.202731,0.037951,-0.143374,-0.341442,0.118118,0.205447,-0.314539,clean
2.356829,-0.603434,0.63201,-0.277901,-0.100355,0.441317,0.756737,-0.134821,0.012103,0.438983,-0.431755,0.181991,-0.096656,0.071907,-0.267792,0.051657,0.003768,0.142926,0.264644,0.261269,0.409519,-0.396844,clean
2.896248,-0.200941,-0.245046,0.354969,0.590105,0.106478,-0.416448,-0.297947,-0.075387,0.280736,0.675444,0.469452,-0.547789,-1.020419,0.674526,-0.55233,-0.502031,0.291689,-0.229687,-0.280036,-0.108913,-0.059594,buggy
2.951097,-0.851783,-0.412418,0.304809,0.295189,0.375802,-0.225627,-0.152471,0.31722,-0.202023,-0.124859,-0.023307,-0.394563,-0.103071,0.051684,-0.252798,0.039215,-0.246456,0.296054,-0.172232,-0.330614,-0.046515,clean
-0.928077,-0.843854,1.848791,-0.110515,0.38456,1.605174,0.421502,-0.217233,-0.068417,-1.002175,0.924178,-0.418376,0.499786,0.911298,0.729015,0.689749,-0.060716,0.003564,-0.208552,-0.267156,-0.04126,-0.226583,buggy
1.161348,-1.121641,-0.474606,0.48972,-0.03318,0.360514,-0.136578,-0.32438,0.425656,-0.435347,-0.263156,-0.430305,0.206055,0.475162,0.09717,-0.349943,-0.466274,0.201229,0.267931,-0.190926,0.111944,-0.296343,clean
