@relation 'xalan-2.4_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,11,14,16,19-20'

@attribute noc numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute bug {1,0}

@data
0,0.428571,1,1,0.3,5,19.375,0
1,2,0,0,0.642857,0,105.5,0
0,0.5,1,1,0.36,5,45.4,0
1,0.422414,1,0,0.4,0,29.966667,0
0,2,0,0,1,0,0,0
0,2,0,0,1,0,0,0
0,0.964286,1,1,0.143939,0,13.681818,1
0,0.111111,0,1,0.325,1,4.7,0
0,2,0,0,0.5,0,0,0
0,0.5,0,0,1,0,103.333333,0
3,0.416667,1,2,0.357143,4,19.571429,0
1,0.638889,0.666667,3,0.188034,11,25.846154,0
0,2,0,0,0.75,1,5.5,0
0,0.74026,1,1,0.309524,0,83,0
0,0,0,0,0.4,0,5.6,0
2,0.956012,1,2,0.286458,0,10.25,1
0,0,1,2,0.444444,14,34.333333,0
0,0.809524,1,3,0.3,5,33.125,0
0,0,1,1,0.625,0,10,0
0,0.333333,1,0,0.5,1,8.75,0
0,2,0,0,0.5,4,80.666667,0
0,2,0,0,1,0,0,0
0,0.6,1,0,0.333333,8,46.833333,0
2,0.706349,0.833333,4,0.272727,1,36.045455,0
0,2,0,0,0.75,1,5.5,0
0,2,0,0,0.666667,0,0,0
0,0.714286,0,0,0.285714,8,15.625,1
0,2,0,0,0.75,6,21,0
0,0.083333,0,1,0.230769,0,27.307692,0
0,2,0,0,0.6,4,12,0
0,0.75,1,3,0.296296,2,7.444444,0
0,0.5,0,0,1,0,165,0
0,0.868056,0.625,5,0.086934,0,35.536585,0
0,2,0,0,0.75,6,34,0
2,2,0,0,1,0,2.333333,0
0,0.333333,1,1,0.4,2,28.6,0
0,0.625,1,0,0.416667,0,49,0
0,0.5,0,0,0.555556,0,42,0
0,2,0,0,0.625,1,27.5,0
8,2,0,0,0.55,1,22.5,0
0,0.784722,1,0,0.218045,0,19.368421,1
0,2,0,0,0.6,7,11.4,1
0,0,1,0,0.666667,0,6,0
0,1,0,0,0.375,8,12.166667,0
0,0.166667,0,1,0.367347,17,21.142857,0
0,0.602273,1,4,0.319444,5,18.75,0
0,2,0,0,0.75,6,35.5,0
0,2,0,0,0.75,6,14,0
0,0.6875,1,1,0.311111,10,63.888889,1
0,0.607143,1,2,0.361111,6,39.222222,1
0,0.869779,0.545455,1,0.142857,18,41.552632,1
0,0.943807,0.666667,8,0.119839,0,15.627273,0
0,0.333333,1,2,0.238095,8,68.416667,0
0,2,0,0,0,0,0,0
0,2,0,0,1,0,7,0
0,2,0,0,0.75,1,7,0
0,2,0,0,1,0,3,0
0,0.75,1,2,0.185185,14,12.333333,0
0,0.5,1,1,0.36,5,62.6,0
0,0.941327,0.75,6,0.108036,1,17.478873,1
0,0.5,1,0,0.466667,0,6.8,0
0,2,0,0,1,0,9,0
0,2,0,0,0.230769,4,16.65,1
0,2,0,0,0.555556,0,7,0
0,0.5,1,0,0.36,8,6.4,0
0,2,0,0,0.625,3,67.5,0
0,0,0,0,0.285714,14,15.285714,0
0,2,0,0,0.375,3,9.25,0
0,2,0,0,0.75,7,5,0
0,0.125,1,1,0.197531,7,22.444444,0
0,0.5,1,1,0.342857,0,12.2,1
0,2,0,0,0.533333,5,15.666667,0
2,2,0,0,1,0,4,0
3,0.811688,0.818182,3,0.267857,0,52.466667,0
0,2,0,0,0.75,7,42.5,0
2,0.975,0.4,1,0.15,0,12.761905,1
0,0.5,1,0,0.5,0,12.666667,0
0,0,0,0,0.666667,3,11,0
0,2,0,0,1,0,0,0
0,2,0,0,0.75,6,9.5,0
2,0.920622,1,2,0.197895,25,25.273684,1
0,2,0,0,0.75,1,3.5,0
0,0.765,1,4,0.210884,8,49.285714,0
0,0.75,0,1,0.666667,0,31.666667,0
0,0.75,0.5,1,0.25,0,7.4,0
0,0.5,1,0,0.325,0,3.2,0
0,0.783654,1,0,0.171329,2,24.518519,1
0,0.294118,1,0,0.916667,0,46.388889,0
0,2,0,0,1,0,0,0
0,2,0,0,1,0,4,0
0,2,0,0,0.333333,12,16,0
0,2,0,0,0.6,0,0,0
8,0.851307,0.833333,4,0.145105,9,11.423077,1
0,0.716667,1,0,0.265306,0,12.761905,1
0,0.285714,1,2,0.25,5,30.375,0
0,2,0,0,0.283951,4,13.888889,0
0,2,0,0,0.5,0,0,0
0,2,0,0,0.75,0,3.5,0
6,0.978462,1,1,0.161538,2,13.923077,0
0,2,0,0,1,0,0,0
0,0.666667,1,2,0.375,8,19.5,0
0,0.625,1,2,0.288889,5,10.444444,0
3,2,0,0,1,0,3,0
2,0.807692,0.625,4,0.138889,4,15.407407,1
