@relation ant-1.7_deleteColumns-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R11

@attribute noc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute lcom3 numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute avg_cc numeric
@attribute bug {1,0}

@data
15,57,17,11,0.818182,0,0.72549,0.45,0,19.066667,1.1333,0
0,41,1,2,0.704082,1,0.454545,0.311111,2,29.333333,0.8,1
0,44,9,8,0.781818,1,0.75,0.254545,3,18.583333,2.1667,0
1,24,2,4,0.85,0,0.6875,0.458333,3,43.333333,0.6667,1
0,10,7,4,2,0,0,0.5,0,0,1,0
0,16,0,7,0.809524,1,0.9625,0.357143,9,17,0.875,1
0,1,6,0,2,0,0,0.75,0,0,1,0
0,962,8,19,0.965046,4,0.629032,0.155319,3,15.854167,1.375,1
1,6,4,4,2,0,0,0.75,0,37,2.25,0
0,0,0,4,0.566667,1,0,0.619048,0,24.857143,2.2857,1
0,0,0,1,2,0,1,1,0,9,0,0
0,0,35,1,2,0,0,1,0,0,1,0
0,0,0,4,0.333333,0,0.973913,0.75,2,11.75,1,0
0,10,1,0,0.75,0,0.924528,0.44,2,15,2,0
0,0,2,2,2,0,0,1,0,0,1,0
0,0,2,2,2,0,0,1,0,0,1,0
0,6,3,4,2,0,0,0.625,0,0,1,0
0,1,0,1,0.666667,0,0,0.666667,0,38.333333,1.6667,0
0,1,0,3,2,0,0.969697,1,0,11.5,0.5,0
0,6,1,1,2,0,0,0.875,0,4,0.75,0
0,1,0,4,0.5,0,0,0.5,0,28.333333,0.3333,0
0,0,1,0,0,0,0,0.833333,0,22,1.5,0
0,4,0,11,0.771429,4,0.810811,0.25,3,19.25,2,0
0,3,1,1,2,0,0.8,0.666667,2,7.333333,0.6667,0
0,3,38,0,2,0,0,1,0,0,1,0
0,0,1,6,0.55,0,0.927273,0.533333,1,24.8,0.8,0
0,1,2,0,2,0,1,0.75,0,3.5,0,0
0,15,1,8,0.730769,1,0.74,0.214286,2,31.857143,1.0714,0
0,3,0,1,2,0,0.954545,0.555556,12,3,0.6667,0
0,10,6,11,0.875,1,0,0.277778,0,37.333333,1.1111,1
0,0,6,0,2,0,1,1,0,4,0,0
0,0,14,3,0.5,1,0,0.288889,0,14.111111,1.3333,0
0,0,4,0,0,0,0.5,0.458333,1,10.333333,0.8333,0
0,1,18,2,2,0,0,1,0,0,1,0
0,189,0,8,0.919414,0,0.695652,0.397727,3,13.545455,1.5455,0
0,6,1,6,2,0,0.625,0.5,0,28.75,0.75,0
0,15,2,1,0.833333,0,0.938144,0.47619,0,3.428571,0.8571,0
0,0,2,0,0,0,0,0.75,0,4.5,0.5,0
0,104,3,6,0.8125,0,0.791045,0.328125,10,9.764706,1.2941,0
0,23,5,17,0.688889,1,0.604651,0.119298,4,15.526316,1.2105,0
0,42,2,1,0.654545,0,0,0.263889,0,10.75,0.8333,0
0,365,0,15,0.888095,2,0.552239,0.114919,3,23.645161,2.2903,1
0,95,1,5,0.946429,1,0.813333,0.266667,1,12.2,1.0667,0
0,0,2,0,2,0,0,1,0,0,1,0
0,130,3,15,0.846561,2,0.596774,0.151515,5,39.178571,1.6786,1
0,0,2,1,0,0,0,0.533333,0,8.5,0.6667,0
0,3,2,1,2,0,0,0.666667,0,0,1,0
0,51,4,0,1.01,0,0,0.22,0,26.636364,1.3636,1
1,0,9,26,0,0,0.555556,0.08,1,6.52,0.96,0
0,0,1,0,2,0,1,1,0,4,0,0
0,0,3,2,2,0,0,1,0,0,1,0
0,1,1,5,2,0,0.75,0.75,1,38.5,0.5,0
0,13,0,3,0.75,0,0.8,0.833333,0,6.571429,0.8571,0
0,0,1,6,0,1,0.916667,0.5,3,22.75,1.75,0
0,21,5,0,0.728395,0,0,0.34,0,16.3,1.5,1
0,0,0,4,0,0,0.962264,0.666667,1,17,0.6667,0
0,21,0,6,2,0,0.938144,0.428571,1,12.142857,1,0
0,0,3,1,2,0,0,1,0,0,1,0
1,225,1,7,0.872727,2,0.606557,0.24,0,18.807692,1.3077,1
2,362,2,14,0.941935,3,0.544118,0.201389,3,27.625,2.625,1
0,440,54,22,0.860119,7,0,0.110577,0,31.545455,1.9697,0
1,294,2,17,0.897619,4,0.578125,0.162698,2,25.931034,1.3793,0
0,0,0,6,0.25,0,0.947917,0.285714,10,22,1.4286,0
0,1,2,0,2,0,0.909091,0.75,1,2.5,0.5,0
0,9,0,6,0.7,2,0.886364,0.363636,2,18.363636,1.4545,0
0,50,0,12,0.937037,1,0,0.288889,0,40.5,2.875,1
0,0,2,0,2,0,0,0,0,0,0,0
0,1,0,1,2,0,1,1,0,7.5,0,0
4,71,5,8,0.97619,2,0,0.228571,0,24.4,2.3333,1
0,2,0,4,0.666667,0,0.925,0.5,0,10.5,0.75,0
0,10,1,7,0.929688,1,0.864407,0.277778,0,33.111111,1.4444,0
0,55,0,8,2,0,0.90099,0.30303,1,10.090909,1,0
0,15,1,4,2,0,0,0.4,0,34.166667,1.3333,0
0,1,1,6,2,0,0.987179,0.625,3,53,4,0
0,12,0,4,0.5,0,0.8,0.481481,5,22.666667,0.7778,0
0,4,0,7,0.75,1,0.925,0.5,2,34,2.6,0
0,56,0,4,0.94697,0,0.822581,0.472222,2,21.076923,1.0769,0
0,1,0,1,2,0,0.985507,0.75,1,4,0.5,0
0,17,2,37,0.883761,3,0.639344,0.074667,5,22.630435,1.6739,1
1,2,1,3,0.690476,0,0.5625,0.35,0,22.5,1.5,0
0,0,1,8,0.77551,1,0.840909,0.8125,1,21.875,1.25,0
4,601,4,12,0.928458,1,0.5,0.289474,0,12.605263,1.3684,0
0,11,1,4,0.666667,0,0,0.571429,0,8.857143,1.4286,0
0,0,0,1,2,0,1,1,0,17,0,0
0,1,4,2,2,0,0,1,0,0,1,0
0,435,0,9,0.933014,3,0.536232,0.188552,2,28.441176,3.0588,1
0,10,0,2,2,0,0.961538,0.4,2,3.8,0.6,0
0,161,2,17,0.770833,0,0,0.14876,0,90,4.5217,1
0,0,1,6,0.688889,0,0.777778,0.3,5,20.6,1.2,0
0,1715,4,35,0.922939,9,0.377551,0.091642,4,35.380952,2.0794,1
5,15,59,5,2,0,0.956044,0.583333,4,10.166667,1.1667,0
0,0,0,6,0.333333,1,0,0.5,0,23.5,1.25,0
0,0,0,4,0.5,0,0.888889,0.8,0,28,0.8,0
0,1304,10,25,0.891326,5,0.389474,0.098246,4,17.916667,1.3167,1
0,45,4,1,2,0,0,0.36,0,0,1,0
0,6,0,3,2,0,0.961039,0.5,2,16,1,0
0,0,0,3,0,0,0.869565,0.625,0,5.25,0.75,0
1,3,1,3,2,0,0.818182,0.666667,0,2.666667,0.6667,0
0,1,0,4,0.7,0,0.880952,0.416667,3,20.833333,0.8333,0
0,8,1,8,0.625,0,0.842105,0.542857,1,57.8,0.6,1
0,9,2,6,0.85,0,0.880952,0.375,1,41.833333,1.3333,0
0,18,1,6,1,1,0.860465,0.285714,0,20.875,0.75,0
0,14,3,1,0.65625,0,0,0.518519,0,8.333333,0.8889,0
0,0,0,4,0.333333,0,0.842105,0.875,1,13,1.75,1
0,9,1,9,0.733333,0,0.860465,0.285714,1,28.571429,2,1
0,16,0,7,0.85,1,0,0.311111,0,12.111111,1.6667,0
0,14,0,9,0.770833,1,0.906977,0.333333,4,63.444444,2.1111,0
0,0,0,0,2,0,0,1,0,3,0,1
0,248,5,8,0.876543,3,0.526316,0.189286,4,28.964286,3.3214,0
0,3,1,9,2,0,0.92,1,0,47.333333,3.6667,0
0,3,0,3,2,0,0.972222,0.555556,0,10,1.3333,0
0,9,0,6,0.796296,1,0.804348,0.34,3,24.4,2.7,1
0,7,1,4,0.866667,0,0.925373,0.458333,4,14.833333,1.1667,0
0,0,2,2,2,0,0,0,0,0,0,0
0,14,1,8,0.875,0,0.766667,0.375,5,36.555556,1.2222,0
0,4,0,7,0.916667,0,0.923077,0.466667,3,20.2,1,0
0,66,0,6,2,0,0.892157,0.305556,1,13.416667,1.4167,0
0,0,2,1,2,0,0,1,0,0,1,0
0,151,1,25,0.921769,2,0.787879,0.17803,1,54,2.2273,1
0,6,1,8,1.285714,0,0.8125,1,0,29.75,0.75,1
0,150,0,9,0.95614,2,0.769231,0.289474,0,20.85,1.3,1
1,196,3,13,0.878205,1,0.701299,0.21875,0,30.48,1.68,1
0,20,0,10,0.716667,1,0.755102,0.211538,1,27,1.4615,0
0,3,0,6,2,0,0.92,1,0,15.666667,0.6667,0
1,41,1,5,0.833333,1,0,0.37037,0,11.7,1.4,0
1,3,6,0,0.666667,0,0,0.47619,0,4.714286,0.8571,0
0,622,6,24,0.886946,6,0.493506,0.115625,4,24.225,2.35,1
0,3,1,2,2,0,0.882353,0.666667,2,79.333333,6.3333,1
7,0,8,22,0.666667,0,0.28125,0.092,0,6.8,0.96,0
0,203,0,4,0.88,0,0.671053,0.487179,1,13.884615,0.9615,0
0,15,3,1,2,0,0,0.4,0,19.833333,0.8333,1
0,154,0,7,0.942982,0,0.693548,0.3,2,17.25,1.2,0
0,15,1,8,0.7375,1,0.804348,0.271429,1,43.090909,0.8182,1
0,0,0,2,0,1,0,0.6,0,35,0.5,0
0,6,0,7,2,0,0.947368,0.875,0,17.5,1,0
0,82,8,6,0.820313,0,0,0.183824,0,33.705882,0.9412,1
0,4,1,13,0.777778,0,0,0.333333,0,53.5,1.25,0
0,34,0,0,0,0,0.8,0.666667,1,5.555556,1,0
0,29,6,6,0.87574,2,0.76,0.196581,4,25,2.2857,0
0,25,1,14,0.837607,2,0.80597,0.241071,1,33.5,2.5,0
0,9,1,6,0.8,1,0.933333,0.7,0,10.5,1.1667,0
4,347,4,25,0.861111,5,0.719626,0.122984,9,39.387097,2,1
0,144,1,12,0.836364,3,0.660714,0.1875,2,22.619048,1.4286,0
0,353,6,2,0.80719,0,0,0.16,1,20.657143,1.2,1
0,6,1,1,2,0,0,0.375,0,30.75,2.5,0
0,4,3,2,0.333333,1,0,0.583333,0,7.5,1,0
0,3,2,4,0.666667,0,0.5,0.428571,1,13.714286,1,0
0,0,0,6,0.685714,0,0.840909,0.35,1,16,0.875,0
0,21,2,1,2,0,0,0.52381,0,8.428571,0.8571,0
0,4,0,4,0.666667,1,0,0.555556,0,10,0.5,0
0,0,0,0,0,0,0,0.75,0,4.5,0.5,0
0,0,3,1,0.708333,0,0,0.47619,0,14.428571,1.4286,1
0,66,0,8,2,0,0.892157,0.305556,1,9.833333,1,0
0,1,0,3,0.5,0,0.973684,1,0,3.333333,0.3333,0
0,1,4,1,2,0,1,0.666667,0,4,0,0
0,1,1,3,2,0,0.969697,1,0,10.5,0.5,0
0,311,78,5,0.75,0,0,0.17619,0,19.645161,2.1935,1
0,0,2,1,0,0,0.954545,0.75,0,5,0.5,0
0,18,0,6,0.875,0,0.843137,0.361111,1,11.666667,1.2222,0
0,1,3,2,2,0,0,0.666667,0,0,1,0
0,160,0,9,0.859649,0,0.672727,0.263158,1,9,1.05,1
2,321,2,23,0,0,0.535714,0.084656,0,6.037037,1.1852,1
0,2,0,10,0.625,1,0.913043,0.36,5,27.8,2,0
0,1,1,5,2,0,0.958333,1,0,31.5,0.5,0
0,1,1,9,1.25,0,0.958333,1,0,78.5,0.5,0
0,0,0,4,0.333333,0,0.944444,0.5,1,18.75,0.75,0
0,0,1,4,0.703704,1,0.777778,0.375,4,23.2,1.6,0
0,625,8,21,0.878719,1,0,0.111111,0,38.435897,2.2308,1
1,4,1,2,0.666667,0,0.925,0.625,0,3,0.75,0
0,41,1,5,0.888889,0,0.883333,0.407407,6,12.2,1.3,0
2,349,2,22,0.857407,8,0.811688,0.115789,16,44,1.4839,1
0,753,3,13,0.94835,4,0.655462,0.140693,3,15.428571,1.4048,0
0,15,3,0,0.333333,0,0,0.32,1,14.3,1,1
3,80,3,3,0.858333,2,0,0.241071,0,14.375,1.375,0
1,0,2,0,0.5,0,0.5625,0.333333,2,25.888889,0.7778,0
0,4,6,9,0.785714,0,0.826087,0.296296,4,27.777778,2.8889,0
0,65,0,6,0.910256,1,0.74,0.595238,1,25.142857,1,0
3,39,4,6,0.547619,0,0.681818,0.222222,5,19.466667,1.8667,1
1,0,2,1,2,0,1,1,0,3,0,0
0,3,1,3,2,0,0,0.555556,0,4.666667,0.6667,0
7,328,85,5,0.880952,0,0.566038,0.234694,4,14.931034,2.0345,0
0,0,0,7,0.76,0,0.910714,0.416667,0,30.666667,0.8333,0
0,21,0,5,0.666667,0,0.804348,0.433333,0,20,1,0
0,10,1,8,2,0,0.882353,0.4,0,27.8,3,0
0,0,0,0,0,0,0,0.666667,0,5,0.6667,0
0,5,0,5,0.733333,0,0.880952,0.5,0,14.166667,0.8333,0
4,739,4,15,0.928862,2,0.474359,0.193122,0,19.809524,1.619,1
0,21,4,8,2,0,0,0.309524,0,36.714286,2,0
0,0,0,4,0.333333,0,0.973913,0.75,2,11.75,1,0
3,0,498,1,0.392857,1,0.619048,0.322222,3,9.066667,0.6667,0
0,61,1,12,0.647059,2,0.685185,0.181818,0,29.388889,1.9444,1
0,3,2,0,2,0,0,0.5,0,5.333333,0.6667,0
59,28,61,1,0.75,0,0,0.481481,0,13.111111,1.4444,0
0,13,1,14,0.8,1,0.615385,0.583333,0,45.5,2.1667,0
0,57,0,7,0.769231,1,0.74,0.314286,0,26.071429,1.1429,0
0,0,2,10,0.998522,1,0.536232,0.308081,1,21.970588,1.5588,0
0,9,2,4,0.722222,1,0.5,0.25,1,14,1.1,0
0,3,1,0,2,0,0,0.666667,0,7,1.6667,0
0,0,1,3,0,0,0.818182,0.666667,0,10,1,0
0,224,1,9,0.720238,1,0,0.2,0,17.12,1.84,1
0,1,3,4,2,0,0,0.5,0,131.5,0.5,0
0,0,11,2,2,0,0,1,0,0,1,0
0,10,0,5,2,0,0.948718,0.8,2,15.2,1.2,0
0,0,3,5,0.883333,1,0,0.166667,1,36.5,1.5625,1
0,1,4,2,2,0,0,0.75,0,3,0.5,0
0,142,1,20,0.785185,1,0.742857,0.183036,2,16.785714,1.1429,0
0,391,0,19,0.922807,5,0.560606,0.15,3,29.903226,1.129,0
0,53,3,3,0.740093,2,0.257143,0.209877,2,75.777778,1.4815,1
0,3,1,7,2,0,0.92,0.555556,0,37.666667,1.6667,0
0,218,0,18,0.889881,2,0.616667,0.325,1,25.28,1.56,0
0,230,2,17,0.958333,0,0.571429,0.222222,4,33.32,1.64,1
0,15,0,11,0.722222,0,0.727273,0.367347,4,68.142857,3.1429,1
0,168,0,7,0.923077,0,0.705882,0.392857,3,12.761905,1.4762,0
0,11,1,0,0.85,0,0,0.361111,0,32,0.8333,0
0,22,5,19,0.783333,4,0,0.147436,0,40.692308,1.3846,0
0,8,0,5,1,0,0.5625,0.6875,0,18.375,1,0
0,0,1,0,2,0,0,1,0,100,0,0
0,10,0,3,2,0,0.948718,0.533333,2,16.4,1.2,0
0,1,4,0,2,0,0,0.75,0,0,1,0
0,48,1,7,0.636364,0,0.744186,0.21875,1,15.75,1.5833,0
0,10,0,2,0.714286,0,0.840909,0.325,1,33.625,1.25,0
0,217,7,7,0.777143,1,0.555556,0.21978,3,29.653846,1.9615,1
0,1,5,3,0.6,0,0.545455,0.444444,1,12.333333,1,0
0,0,1,2,0.3,0,0,0.444444,0,21.166667,2,0
0,0,3,0,2,0,0,1,0,0,1,0
0,0,1,3,0.75,0,0,0.666667,0,32,0.6667,0
1,0,2,1,2,0,1,1,0,3,0,0
0,0,0,4,0.5,0,0.944444,0.75,3,25.5,0.75,0
0,4,0,3,0.666667,0,0.925,0.75,1,35.5,0.75,0
0,4,1,8,0.75,0,0.8125,0.5,0,26,1,0
1,15,6,0,0.833333,0,0,0.714286,0,4.571429,0.8571,0
0,0,3,1,0,0,0.954545,0.75,0,5,0.5,0
0,136,1,18,0.824561,5,0.672727,0.167464,0,24.15,1.45,1
0,0,0,4,0,1,0.9375,0.666667,0,10.333333,1,0
0,0,1,3,0.555556,0,0.848485,0.47619,5,20,1.1429,0
0,23,0,6,0.833333,1,0.804348,0.36,1,32.727273,0.8182,1
0,0,0,10,0.7,1,0.787234,0.454545,1,21.090909,1.4545,0
0,16,0,8,0.822917,2,0.686275,0.235294,1,6.882353,0.9412,0
0,6,5,0,0.571429,0,0,0.541667,0,34.25,2.375,0
0,344,7,12,0.864198,4,0.535714,0.243386,1,29.892857,2.0714,0
0,6,1,7,0.666667,0,0,0.333333,0,18.25,1,0
0,0,2,0,0.428571,0,0,0.714286,0,137.125,1.125,0
0,10,1,9,1.25,0,0.851852,0.466667,0,32.6,2,0
0,3,0,5,1,0,0.961538,1,4,22.333333,1.6667,0
0,7,1,0,0.333333,0,0,0.714286,0,13.571429,1.4286,0
2,16,3,2,0.285714,0,0,0.4375,0,10,1.875,0
1,0,2,5,0.333333,0,0.6,0.464286,0,11.571429,1.2857,0
1,46,2,6,0.836364,0,0,0.270833,0,17.166667,0.9167,0
0,653,6,19,0.899826,3,0,0.146341,0,27.190476,2.2619,1
0,15,8,0,0.333333,0,0,0.4,1,11,1,1
0,12,8,1,0.428571,0,0,0.5,0,12.25,1.125,0
0,0,13,1,2,0,0,1,0,0,1,0
0,3,6,2,2,0,0.96875,0.555556,1,16.333333,1.6667,0
0,3,0,10,2,0,0.8,0.666667,0,34,1,0
0,1,3,2,2,0,0,0.75,0,0,1,0
3,1836,3,12,0.945578,1,0.58,0.121094,3,12.546875,1.4844,0
0,34,0,9,0.715909,0,0,0.333333,0,30.5,1.1667,0
0,0,0,3,0,0,0.948718,0.666667,0,9.333333,0.6667,0
3,1145,9,29,0.728448,2,0.344828,0.061743,3,16.40678,1.8475,1
0,3,2,4,0.666667,0,0.5,0.428571,1,13.714286,1,0
0,91,5,0,2,0,0,0.271429,0,0,1,0
0,6,2,3,2,0,0,0.4,0,0,1,0
0,48,0,7,0.892857,1,0.755102,0.195804,1,25.769231,1.0769,0
0,191,11,4,0.807359,7,0,0.1875,0,35.043478,2.4783,0
0,6,7,1,2,0,0,0.875,0,3,0.75,0
0,70,10,2,0.833333,1,0,0.083333,0,10.615385,0.9231,0
0,1,0,1,2,0,0.875,0.75,1,9,0.5,0
21,0,21,26,0,1,0.474359,0.073413,2,6.761905,1.1667,0
6,316,7,15,0.940625,5,0,0.176309,0,39.818182,2.0909,0
0,1,1,7,1.625,0,0.928571,1,0,78.5,0.5,1
0,28,13,3,2,0,0.88,0.3125,1,14.25,1.75,0
0,429,2,9,1.013793,0,0,0.108333,0,33.266667,1.9,1
2,0,2,0,0.866667,0,0.454545,0.392857,1,18.714286,0.8571,0
0,58,1,2,0.690909,0,0.97543,0.4,0,16.333333,1,1
0,0,0,8,0.611111,2,0.478261,0.282051,1,6.307692,0.9231,1
0,6,1,10,2,0,0,0.5,0,23.25,0.75,0
1,2,1,9,0.714286,1,0.840909,0.35,2,40.25,1.125,1
0,36,5,6,0.727273,2,0.731707,0.555556,1,16.25,0.9167,0
0,0,6,3,0.375,0,0.6,0.466667,1,8.8,0.8,0
1,22,1,7,0.541667,0,0,0.666667,0,13.666667,1.2222,0
0,0,1,3,0.333333,0,0.75,0.625,0,8,1.25,0
0,1,0,4,2,0,0.980769,1,1,11.5,0.5,0
0,60,5,16,0.809524,2,0.83871,0.25,3,21.1875,1,0
2,77,2,5,0.871429,2,0,0.333333,0,5.933333,1,0
0,1,1,2,2,0,0.971429,0.75,1,5,0.5,1
0,41,149,1,0.56,2,0,0.3,1,10.727273,1,0
0,6,4,8,0.125,0,0.953125,0.288889,18,14.777778,1.5556,0
0,6,0,5,1.166667,0,0.942308,1,5,30.75,2,0
0,34,1,2,0.625,1,0.761905,0.333333,3,18.555556,1.1111,0
0,282,7,4,0.919753,3,0,0.13961,0,9.285714,1.2857,0
1,39,1,5,0.555556,0,0,0.525,0,11.8,1.2,0
0,3,0,5,2,0,0.818182,0.666667,0,30.666667,1,0
0,528,0,12,0.947143,0,0.513889,0.222222,2,26.388889,1.0833,0
0,69,3,2,0.669643,2,0.6,0.247619,8,34.333333,0.8,1
1,3,8,2,2,0,0.96875,0.555556,1,16.333333,1.6667,0
0,0,21,1,2,0,0,1,0,0,1,0
0,1,1,3,2,0,0.969697,1,0,10.5,0.5,0
0,39,0,11,0.607843,1,0.862903,0.268519,7,15.777778,1.2222,1
0,1,6,9,0.625,2,0.863636,0.342857,4,28.285714,2.5714,0
0,9,0,4,0.6,0,0.961538,0.4,2,10.5,0.5,0
0,48,1,8,0.583333,0,0.703704,0.355769,3,20.692308,0.6154,0
0,0,3,9,0.375,0,0.714286,0.179487,3,21.076923,2,0
0,2,1,5,0.666667,1,0.75,0.5,0,15.5,0.75,1
0,74,7,16,0.7875,5,0.53125,0.15625,1,25.823529,0.8824,1
0,41,3,14,0.891026,2,0,0.24359,0,30.357143,1,0
0,3,0,6,2,0,0.882353,0.666667,2,60.666667,4.3333,0
0,0,4,0,2,0,0,1,0,0,1,0
0,0,2,1,0.555556,1,0,0.642857,0,45.571429,3.2857,0
0,1,0,2,2,0,0.971429,0.75,1,4.5,0.5,0
0,4,1,2,0.25,0,0.903226,0.7,5,20.2,0.6,0
2,10,2,6,2,0,0,0.56,0,9.6,0.8,0
0,3,6,0,2,0,0,0.5,0,5.666667,1,0
3,82,12,2,0.733333,1,0,0.546875,0,10.0625,1,1
0,101,2,8,0.861345,2,0.685185,0.194444,0,27.055556,1.5,1
0,1,2,1,0,1,0.9375,0.666667,0,14.333333,1.3333,0
1,3,2,6,2,0,0.9,0.555556,1,82.333333,3.3333,1
0,1,1,5,0.611111,0,0,0.342857,0,13.428571,1.1429,0
10,134,10,16,0.771739,9,0,0.22619,0,44.76,4.68,1
2,61,2,8,0.857143,1,0.685185,0.388889,0,8.833333,0.9444,0
0,82,4,5,0.766667,0,0,0.210938,0,17.1875,2.125,0
0,3,1,1,2,0,0.8,0.666667,2,7.333333,0.6667,0
0,3,0,6,1,0,0.961538,1,4,26,1.6667,0
0,519,4,9,0.909091,3,0.536232,0.171429,0,21.742857,1.4,1
0,0,1,4,0.333333,0,0.727273,0.5,3,10.25,0.75,0
0,0,1,2,0,1,0.916667,0.666667,1,5.5,0.5,0
6,21,7,2,0.814815,1,0.692308,0.228571,2,13.3,0.8,0
0,21,4,5,2,0,0.945652,0.571429,5,13.714286,1.4286,0
0,3,1,6,1.25,0,0.666667,0.583333,2,25.666667,0.6667,0
0,2,0,10,0.666667,1,0.931818,0.5,1,26.5,2,0
0,6,1,7,0.666667,0,0,0.333333,0,18.25,1,0
2,0,2,6,0.363636,2,0.45,0.277778,1,6.416667,1,1
1,400,3,14,0.970588,2,0.516129,0.218638,5,35.3125,2.625,1
0,0,2,5,0,0,0.871795,0.305556,7,27,3.1667,0
1,0,4,0,0,0,0,0.36,0,28.7,2.6,0
0,0,23,0,2,0,0,1,0,0,1,0
0,213,2,4,0.738636,1,0.746479,0.194805,13,16.608696,1.9565,0
0,9,0,9,0.2,1,0.910714,0.357143,1,29.166667,1.5,1
0,3,0,10,0.576923,0,0,0.267857,0,31.357143,2.7143,0
0,449,13,16,0.878446,3,0,0.178947,0,42.333333,2.5641,0
0,182,12,9,0.819444,1,0,0.179167,0,19.12,1.84,1
0,0,1,0,0.5,0,0,0.533333,0,20.2,1.4,0
0,0,0,9,0.866667,1,0.952381,0.5,0,42.5,2,1
1,75,2,5,0.75,0,0.578947,0.325926,1,25.533333,0.5333,1
0,181,0,13,0.715909,1,0.655738,0.227273,0,35.869565,1.2609,1
2,151,18,8,1.044118,0,0,0.152778,0,20,1.5,1
0,0,0,7,0.714286,0,0,0.9375,0,36.625,3,1
0,77,2,12,0.713235,3,0.636364,0.240741,8,16.944444,1.4444,0
2,222,2,12,0.937888,3,0.616667,0.238095,0,12.916667,1.5417,0
0,9,1,5,1.05,0,0.864865,0.555556,3,25,1.8333,0
0,3,0,6,0.75,1,0.880952,0.333333,0,47,3.1667,1
0,0,0,4,0,0,0.962264,0.666667,1,16.333333,0.6667,0
0,3726,8,34,0.960246,11,0.291339,0.112476,2,28.021739,1.5543,1
6,3,7,3,0.4,0,0.857143,0.5,0,6.5,1.5,0
5,0,5,4,0,0,0.857143,0.314286,3,19,1.5714,0
0,8,1,7,0.5,0,0.884615,1,0,42,3.4,1
0,0,0,2,0,0,0,0.75,0,40,3,0
