@relation 'bugzilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.405ns-0.399nm-0.338nf-0.333sexp-0.329entropy... numeric
@attribute '-0.502exp-0.484rexp-0.405sexp-0.261npt+0.26 nf...' numeric
@attribute '-0.574la-0.522ld+0.361lt+0.315ndev+0.27 fix...' numeric
@attribute 0.467ld+0.459lt+0.391la+0.386ndev+0.334fix... numeric
@attribute 0.637pd+0.404lt+0.338nf+0.274npt+0.237ndev... numeric
@attribute -0.837fix+0.317lt-0.285pd-0.229nf+0.147ns... numeric
@attribute -0.761npt-0.368ns-0.365nm+0.306lt+0.167entropy... numeric
@attribute -0.821entropy-0.321npt+0.289nm+0.201ns-0.195ndev... numeric
@attribute -0.499ld+0.499la-0.484ndev+0.396lt+0.172entropy... numeric
@attribute '0.546ndev+0.5  la-0.494ld-0.321lt-0.219entropy...' numeric
@attribute bug {1,0}

@data
0.245432,0.311625,-1.082943,-1.35753,0.404423,1.90037,0.268421,-0.750455,0.092481,-0.260309,1
0.887042,-0.710734,-0.141351,-0.146279,-0.151122,-0.302985,-0.004711,0.405847,0.340488,-0.506589,0
0.01051,-0.06668,-0.061219,-0.28018,-0.634872,-0.23844,0.340175,-1.575871,0.634933,-0.877915,1
1.105091,-0.208408,-0.911666,-1.104652,0.484792,2.096138,0.043491,0.333891,-0.045826,-0.187557,0
1.11079,-0.197975,-0.915917,-1.098184,0.485341,2.094749,0.043191,0.333179,-0.04002,-0.181078,0
-0.558008,0.867962,-0.256333,-0.802117,-1.108244,-0.669052,2.38407,0.134976,0.131395,-0.246905,1
0.230103,0.614871,-0.773444,-1.269415,-0.062381,2.172659,0.429679,-1.864503,0.326384,-0.698062,0
1.064472,-0.422258,-0.093384,-0.139223,-0.170212,-0.363109,-0.066157,0.385576,0.295638,-0.464746,1
0.890199,0.661925,-1.010607,-1.353064,0.163671,1.863167,0.02521,-0.751285,-0.025244,-0.188409,1
1.225932,-0.163117,-0.044801,-0.114619,-0.179965,-0.407501,-0.112438,0.37165,0.270292,-0.429803,1
1.425624,0.309789,-0.813443,-1.076956,0.461461,1.997979,-0.057996,0.302453,-0.11476,-0.121222,0
1.432858,0.318078,-0.809899,-1.073584,0.458055,1.998799,-0.058581,0.302757,-0.115701,-0.120387,0
-0.278043,1.097692,-0.199619,-0.745219,-0.261445,-0.875871,0.879591,-0.858276,0.330177,-0.536095,1
1.2714,-0.063958,-0.042412,-0.136722,-0.165664,-0.446791,-0.142592,0.358264,0.250589,-0.413949,0
1.342824,-0.01576,-0.054697,-0.154878,-0.21507,-0.449649,-0.140083,0.378279,0.295017,-0.466438,0
1.570049,0.49731,-0.809304,-1.107189,0.425577,1.95394,-0.089401,0.309192,-0.091375,-0.156427,0
1.429051,0.115402,-0.009022,-0.133953,-0.213658,-0.461893,-0.156653,0.376633,0.283482,-0.464433,0
1.61459,0.566007,-0.79163,-1.089468,0.427412,1.948496,-0.095984,0.308398,-0.089545,-0.150126,1
1.617573,0.570407,-0.788838,-1.090869,0.42694,1.947578,-0.097299,0.308195,-0.092189,-0.151137,0
1.449357,0.147883,-0.001506,-0.12656,-0.211765,-0.465329,-0.160137,0.375954,0.284362,-0.461246,1
0.664469,1.27934,-0.672523,-1.18671,-0.056607,2.048248,0.310544,-1.857315,0.288547,-0.591358,0
1.45842,0.165466,-0.011016,-0.13714,-0.222513,-0.477152,-0.171113,0.370375,0.273746,-0.448885,0
1.644493,0.614527,-0.785692,-1.09879,0.41682,1.933633,-0.111796,0.302632,-0.107439,-0.141167,0
-0.091167,1.57873,0.178178,-0.560229,-1.24231,-0.551687,2.02639,-0.831417,0.215221,-0.498544,1
1.744762,0.775957,-0.739137,-1.071246,0.426955,1.915839,-0.132125,0.299162,-0.114067,-0.132315,0
1.622648,0.427414,0.067859,-0.092282,-0.206442,-0.505194,-0.203335,0.365474,0.262345,-0.437576,0
1.626265,0.431559,0.069631,-0.090595,-0.208144,-0.504784,-0.203628,0.365626,0.261875,-0.437158,1
1.620636,0.441449,0.066192,-0.099732,-0.184201,-0.515837,-0.207009,0.362853,0.265799,-0.439617,0
1.755991,0.670244,0.019785,0.020947,-0.180726,-0.539694,-0.217461,0.351878,0.355529,-0.333023,1
1.826195,0.907028,-0.719799,-1.025549,0.437002,1.905482,-0.140825,0.297239,-0.093437,-0.109724,0
0.766574,1.407797,0.11647,-0.390212,-0.477483,-0.671219,0.055245,-1.433693,0.431939,-0.732225,1
1.848549,0.918364,-0.730617,-1.083844,0.435869,1.891768,-0.143167,0.314695,-0.063469,-0.181198,0
1.980055,1.111794,-0.667901,-1.043601,0.427506,1.877808,-0.165726,0.312861,-0.076216,-0.170847,0
1.052324,1.813277,-0.588111,-1.242018,-0.131096,1.92315,0.173951,-1.831097,0.190071,-0.566974,1
2.009953,1.160867,-0.67429,-1.02229,0.425799,1.872022,-0.169682,0.310306,-0.062703,-0.150545,1
1.390043,0.183327,-0.996506,-1.283201,0.369938,1.950114,-0.072426,0.336538,-0.022571,-0.242282,0
1.377293,-0.058431,-0.21915,-0.347596,-0.354241,-0.503295,-0.17233,0.40857,0.363269,-0.566871,0
1.555195,0.396292,-1.001269,-1.318174,0.307045,1.896634,-0.116068,0.337767,-0.012896,-0.259249,0
1.572773,0.40836,-0.99111,-1.310367,0.293422,1.90052,-0.114496,0.339739,-0.014032,-0.2634,1
1.415734,-0.000943,-0.203467,-0.338325,-0.352109,-0.511584,-0.178158,0.407402,0.36416,-0.567604,0
1.646811,0.528664,-0.979102,-1.30675,0.280002,1.873795,-0.14159,0.329844,-0.031698,-0.238502,0
1.651893,0.532781,-0.980506,-1.303259,0.272883,1.874644,-0.142238,0.329636,-0.032016,-0.234187,0
0.742291,1.176707,-0.849159,-1.45249,-0.215171,1.95802,0.222383,-1.71108,0.256438,-0.665959,0
0.68035,1.288721,-0.875296,-1.510412,-0.215429,1.910874,0.217525,-1.894704,0.275948,-0.681058,1
1.505397,0.148751,-0.203314,-0.368965,-0.391002,-0.563619,-0.230758,0.385886,0.31152,-0.525533,0
1.506881,0.154222,-0.202745,-0.369777,-0.386786,-0.565855,-0.231763,0.385363,0.312064,-0.525779,0
1.504269,0.164177,-0.215781,-0.367405,-0.371704,-0.573666,-0.232836,0.382681,0.324351,-0.517332,0
1.883784,0.883528,-0.998125,-1.274418,0.245457,1.80676,-0.193497,0.325422,0.026076,-0.19748,1
1.703711,0.434948,-0.166681,-0.358508,-0.395628,-0.606569,-0.264583,0.395382,0.351091,-0.552513,0
1.017902,1.177468,-0.055467,-0.515919,-0.859181,-0.574075,0.028639,-1.398147,0.621708,-0.94836,0
1.829166,0.626137,-0.105394,-0.333613,-0.399575,-0.628094,-0.292428,0.390938,0.32944,-0.545039,0
1.845116,0.662726,-0.145446,-0.296712,-0.395909,-0.634853,-0.290645,0.38641,0.370385,-0.502573,0
1.227458,1.193628,-0.228364,-0.595544,-0.553517,-0.812297,-0.142994,-0.574586,0.432158,-0.650836,0
2.066013,1.159372,-0.87324,-1.238163,0.261639,1.785387,-0.226197,0.32607,-0.008832,-0.218538,1
1.813789,1.200316,-1.391223,-0.168503,0.676849,1.911564,0.008022,0.207408,0.660495,0.729844,0
0.73781,-0.289264,0.595928,0.626154,0.77954,-0.192423,0.093683,0.248793,0.099684,-0.109669,0
1.109362,0.285776,0.756885,0.753474,0.79305,-0.242638,0.030605,0.240663,0.091817,-0.066755,0
0.556787,-0.739302,0.445382,0.593114,0.546427,-0.080715,0.159358,0.288308,0.13048,-0.121605,0
0.608624,-0.6996,0.474558,0.594787,0.494807,-0.078115,0.151235,0.289365,0.102588,-0.128655,0
-0.318281,1.896897,0.593648,-0.133511,0.658819,-0.884391,0.904399,-1.20743,0.04632,-0.234233,0
0.066044,1.749518,-0.292863,-0.855079,0.759007,1.794669,1.17104,-0.732529,-0.425915,0.338682,0
-2.891189,0.333912,-1.231074,-2.275665,1.796644,1.132333,2.293863,-0.636177,-0.602367,0.355944,0
-1.363067,-0.153352,-0.822605,-1.343968,1.385405,1.80953,1.248469,-0.624846,-0.335037,0.155881,0
-0.380235,-0.011023,0.591193,0.508489,-0.016624,0.048551,0.564614,-1.909293,0.472444,-0.551808,0
-0.494082,1.037018,0.440437,-0.096684,0.08284,-0.613662,1.040671,-0.976021,-0.116066,-0.095275,0
-5.069822,-0.711324,-0.867222,-1.4118,0.613191,-0.690051,-0.413527,-0.75451,0.616135,-0.615392,0
-1.774682,-0.381664,0.210805,-0.097325,-0.525372,-0.101802,2.462696,-1.024659,0.12134,-0.171246,0
-1.50754,0.11634,-0.452877,-1.089737,-0.166148,2.363281,3.371268,-0.063962,-0.469993,0.287428,0
-0.97972,2.030358,0.909056,0.003836,-1.229556,-0.265531,4.107949,0.000946,-0.230599,0.084318,0
-0.54473,-1.50609,0.258787,0.357526,1.239569,-0.291553,0.01143,-0.006701,-0.423603,0.468367,0
-0.298703,-1.292795,0.372493,0.487097,1.045349,-0.234929,0.010647,0.011328,-0.452968,0.486246,0
0.879519,-0.248369,0.537305,0.581222,0.364368,-0.192847,0.002022,0.217658,-0.102961,0.049416,0
0.890396,-0.235993,0.527246,0.590571,0.363034,-0.197769,0.004852,0.216724,-0.086773,0.052953,0
-2.882145,2.752872,-0.265979,-1.895722,2.557073,-2.480121,2.127548,-0.28569,-0.424718,0.170622,0
1.04984,0.009831,0.607741,0.627881,0.367254,-0.223495,-0.02741,0.212417,-0.107286,0.059712,0
1.07185,0.04136,0.615025,0.639483,0.364956,-0.22427,-0.029535,0.212446,-0.104882,0.064515,0
1.195925,0.244462,0.675911,0.679192,0.377923,-0.241351,-0.055453,0.208895,-0.115715,0.081465,0
1.200467,0.247108,0.684723,0.67462,0.372761,-0.240709,-0.057492,0.20932,-0.124884,0.076345,0
0.911378,-0.216932,0.548314,0.592383,0.336618,-0.189614,-0.002984,0.217817,-0.113136,0.057662,0
1.224945,0.266618,0.696869,0.689167,0.350494,-0.232875,-0.057363,0.21163,-0.129307,0.079657,0
1.231112,0.27557,0.699815,0.691288,0.350047,-0.233378,-0.058304,0.211596,-0.129738,0.080164,0
0.112734,-1.17369,-0.962757,-1.014634,0.621125,2.059182,-0.049039,-0.014589,-0.863723,0.664419,0
-0.888996,-0.628812,-0.14966,-0.319793,0.913519,2.64056,0.788137,-1.852682,-0.059165,-0.134904,0
-2.797068,0.47588,-0.331854,-0.589355,-0.00725,2.739743,-1.004753,-1.061501,-0.001574,-0.112391,0
-2.454777,0.426856,-0.446322,-0.663317,-0.602497,2.848893,-1.063312,-1.175714,0.073071,-0.229332,0
-2.360649,0.382234,-0.466881,-0.650595,-0.550229,2.827647,-1.107105,-0.964213,0.033436,-0.166661,0
-2.481801,-0.092532,0.302406,0.314259,-1.155361,0.402164,-1.197163,-0.757229,0.381326,-0.438872,0
-4.162048,0.116328,0.064817,-0.365624,1.590004,-0.643955,-1.390574,-1.186899,0.196928,-0.070957,0
-1.87153,2.190192,1.322162,1.019196,-0.015423,0.07484,-1.405149,-1.405093,0.041693,0.051863,0
-3.447711,2.133897,0.436385,-0.043512,1.048637,-0.732922,-2.466899,-0.25906,0.140079,0.18108,0
-1.296641,1.820377,0.85296,0.749194,-0.369165,-0.114675,-1.748184,-0.342373,-0.242854,0.405969,0
0.129273,-0.86028,0.35046,0.449961,0.399481,-0.328965,-0.211811,-0.086425,-0.849035,0.826065,0
1.096912,0.516623,0.765516,0.746627,0.358323,-0.461438,-0.3334,-0.098111,-0.835154,0.825903,0
1.114576,0.544868,0.780002,0.745386,0.357138,-0.463994,-0.339795,-0.098941,-0.845991,0.824525,0
1.093938,0.441083,0.7163,0.721572,0.279964,-0.437334,-0.318183,-0.074589,-0.795572,0.789418,0
-3.934015,-2.184339,-0.115942,0.180874,-0.525244,0.385383,-1.294828,-0.352625,-0.372578,0.426135,0
-1.269429,-3.102513,-0.188573,0.19883,0.393716,-0.155935,0.124503,-0.097236,-0.785956,0.734424,0
-1.221353,-3.047329,-0.169703,0.219364,0.374801,-0.154421,0.122943,-0.096351,-0.782799,0.733302,0
-1.190098,-2.999795,-0.159118,0.236561,0.371795,-0.154636,0.118839,-0.096807,-0.780315,0.742343,0
-0.919499,-2.596922,-0.015303,0.320036,0.346488,-0.171433,0.067514,-0.100547,-0.823585,0.766682,0
-0.467535,-1.885317,0.166792,0.500222,0.351732,-0.217726,-0.010853,-0.112862,-0.824339,0.850614,0
-3.548901,-0.265521,0.584669,0.570638,-0.196006,0.308836,-1.034664,-1.093944,0.036918,-0.009852,0
-1.59883,2.00567,1.564805,1.444942,-0.676357,0.485452,-1.24414,-1.280863,0.002252,0.060275,0
0.420875,-0.180584,0.809695,0.904246,0.679227,-0.348024,-0.252863,-0.200521,-1.071032,1.124072,0
-2.216149,-4.503067,-0.484707,0.079062,0.391117,0.017154,0.281442,-0.114679,-0.896286,0.844274,0
0.802291,0.267002,0.904633,0.914183,0.604515,-0.404096,-0.278746,-0.165001,-0.977867,0.980571,0
0.564561,-1.135784,-0.462484,-0.461694,-0.374199,-0.430665,-0.12705,0.301792,0.086803,-0.292939,0
1.269095,0.479116,0.841868,0.825572,0.413893,-0.274424,-0.122889,0.119106,-0.346778,0.314802,0
-0.544182,-2.675996,-0.199473,0.16096,0.153642,-0.112628,0.312923,0.201553,-0.058822,-0.040886,1
-3.332285,0.91349,0.356185,-0.020857,-0.805512,-0.059788,0.196483,0.238502,-0.01292,0.005891,1
1.881988,0.721776,-0.143811,-0.40336,-0.468791,-0.691706,-0.357716,0.360512,0.251049,-0.484151,1
-2.102911,3.509932,-1.274555,-2.957848,5.058164,-0.596699,0.74448,-0.779444,-0.210367,0.239216,0
0.809605,-0.468737,-0.390953,-0.513736,-0.422113,-0.718507,-0.426939,0.082892,-0.408361,0.18725,0
1.159713,-0.049986,-1.291555,-1.542252,0.077284,1.767908,-0.270003,0.165077,-0.425256,0.16425,0
1.796477,0.919233,-1.031309,-1.433534,0.104975,1.646353,-0.389872,0.162459,-0.430974,0.142153,0
0.085923,1.713453,-0.100952,-0.856379,-0.893258,-0.872855,1.391796,-0.931068,0.249777,-0.513023,1
1.029219,1.832872,-0.84772,-1.56877,0.109459,1.599482,-0.037939,-1.509455,-0.016363,-0.35788,1
1.966249,1.146181,-1.003661,-1.434151,0.07738,1.614677,-0.418284,0.174093,-0.401422,0.111186,0
1.872137,0.912734,-1.183736,-1.641414,-0.002493,1.593925,-0.403576,0.220361,-0.292275,-0.047986,0
1.496242,1.223207,-1.112161,-1.550847,0.892149,1.283156,-0.544276,-0.042306,-0.530061,0.426595,0
-4.174813,0.323246,0.778893,0.481467,-1.101406,0.407807,0.886348,-0.27531,-0.383727,0.382542,1
0.915418,-0.597881,-0.627858,-0.6855,-0.535538,-0.622412,-0.313378,0.293519,0.086207,-0.251999,0
0.460133,-1.346899,-0.797707,-0.813126,-0.633151,-0.507617,-0.236125,0.315017,0.043129,-0.271203,1
-1.2284,0.698506,-0.735332,-0.279502,-1.475446,-0.074606,-1.562407,0.260352,1.148889,-0.620585,1
1.050696,-0.531433,-0.617426,-0.747351,-0.635342,-0.622351,-0.302931,0.338854,0.155021,-0.404925,0
-0.519931,-0.124354,-0.091769,-0.380966,0.188635,-0.762602,-0.020616,-1.727799,-0.189392,0.027987,0
1.757408,0.708593,-0.224104,-0.420835,-0.438478,-0.790613,-0.440863,0.25357,0.073284,-0.225721,0
-5.06404,0.357194,0.74747,1.412062,-1.492275,1.09453,-3.615135,2.010505,0.089881,0.529903,1
-3.623709,0.014086,0.990166,1.301991,-0.937507,0.838502,-1.763881,-0.166999,-0.000425,0.265514,0
-2.990823,-0.059227,0.377255,0.976845,-1.077376,0.401157,-1.28396,-1.365471,-0.24559,0.772477,1
-2.976363,0.277593,0.762258,0.752213,-0.783348,0.310367,-1.264192,-1.228806,-0.405155,0.399688,1
-7.560638,2.904961,1.457987,1.275803,-2.555116,1.2969,-2.922753,2.807727,0.443334,0.038875,1
-3.759219,1.357409,1.283917,1.21105,-1.513488,0.740745,0.062901,0.625138,-0.185367,0.487244,1
-2.991052,1.017753,1.004296,1.231845,-1.040669,0.495882,0.712678,0.266487,-0.264987,0.797628,1
-1.748915,-0.028987,0.921474,1.210398,-0.310648,0.36522,-1.595191,0.734834,-0.648148,0.797305,0
-2.685217,0.535741,1.413014,1.471879,-0.033533,0.712288,-0.925246,-1.141413,0.23462,-0.103535,0
-2.531718,0.458824,1.525569,1.700086,-0.343598,0.912214,-0.847549,-1.056842,0.228229,-0.084391,0
0.181841,-0.954261,1.749187,2.196262,1.58933,0.622376,0.701817,0.269622,0.029178,0.184977,0
0.879142,0.203574,2.185967,2.546903,1.766486,0.616657,0.620321,0.284223,0.060422,0.225083,0
-2.947429,0.859945,1.32025,1.537702,-0.547496,0.766557,-1.797316,0.326651,0.140473,0.148182,1
0.249172,-0.919603,1.987553,2.486475,1.844283,0.821263,0.895921,0.394296,0.333216,-0.068686,1
0.255028,-0.92761,2.095266,2.628229,1.962875,0.912679,0.983025,0.441231,0.451851,-0.155233,0
0.258313,-0.923245,2.100189,2.618952,1.958708,0.909218,0.978322,0.439978,0.440822,-0.158091,1
0.26109,-0.9199,2.106906,2.621305,1.961924,0.911229,0.979736,0.441314,0.441288,-0.162541,1
0.262891,-0.902293,2.036403,2.669823,1.961564,0.90565,0.986384,0.435192,0.502056,-0.099976,1
-2.358492,0.762182,1.726367,1.882559,-0.221851,0.996763,-0.750755,-1.08021,0.427636,-0.263789,1
0.340306,-0.788536,2.157465,2.649901,1.976047,0.906457,0.965254,0.441069,0.433314,-0.158692,0
-3.236198,1.730518,1.784347,1.455518,-1.224997,0.859427,1.998726,0.105492,-0.02726,0.206706,1
-2.276806,0.756385,1.714341,1.85974,-0.207207,0.963261,-0.802574,-0.940848,0.363633,-0.214757,1
0.381194,-0.720675,2.177156,2.659699,1.978232,0.899641,0.954717,0.438953,0.426352,-0.152446,0
-6.39595,-3.279538,0.184424,0.688738,-0.420957,1.145873,-1.237652,-0.164053,0.033035,0.133434,1
0.39456,-0.695241,2.175843,2.656143,1.971857,0.892361,0.945223,0.435009,0.416957,-0.141964,0
-1.967661,-4.350184,0.230625,1.011282,2.435541,3.732326,1.540058,0.472282,0.233043,-0.072034,0
0.467309,-0.589261,2.276711,2.758607,2.049627,0.936087,0.983138,0.461213,0.480084,-0.19056,0
-3.445524,2.848033,1.360064,0.850484,-0.677822,0.013024,-0.803401,0.322254,-0.432923,0.564546,1
0.770711,-0.075709,2.423647,2.841707,2.08244,0.887153,0.907947,0.446394,0.440312,-0.14249,0
0.790947,-0.048204,2.432874,2.852328,2.075591,0.889295,0.905142,0.446645,0.437953,-0.137061,1
0.792307,-0.03146,2.367033,2.900985,2.078431,0.885193,0.913034,0.441541,0.498498,-0.078934,1
0.837795,0.041001,2.464913,2.869316,2.083011,0.889229,0.889712,0.444287,0.423132,-0.123238,0
0.843607,0.050175,2.467655,2.871023,2.083551,0.888285,0.888652,0.444141,0.422867,-0.122846,0
0.846512,0.054761,2.469027,2.871877,2.083821,0.887813,0.888122,0.444068,0.422734,-0.122649,0
0.849418,0.059348,2.470398,2.872731,2.084091,0.887341,0.887592,0.443995,0.422602,-0.122453,0
0.855229,0.068521,2.473141,2.874438,2.084631,0.886397,0.886532,0.44385,0.422337,-0.12206,0
0.861033,0.077772,2.47545,2.87644,2.085172,0.885425,0.885519,0.443669,0.422446,-0.121292,0
0.866845,0.086946,2.478193,2.878147,2.085712,0.884481,0.884459,0.443523,0.422182,-0.120899,0
0.870529,0.097366,2.480166,2.877062,2.092169,0.88092,0.882639,0.442737,0.422557,-0.121545,0
-5.065945,-2.657687,0.022157,0.313913,-0.358192,0.729819,-0.758536,-1.173858,0.041973,-0.007881,1
0.919239,0.137737,2.456678,2.843215,2.064062,0.869878,0.877958,0.45852,0.460851,-0.165409,0
0.267994,-0.911529,2.115767,2.613286,1.986201,0.976689,0.993239,0.495516,0.510685,-0.231563,0
0.863205,-0.00285,2.380938,2.778949,2.027776,0.872329,0.90192,0.480029,0.518081,-0.232039,0
-1.00739,1.290972,2.259892,2.558494,0.689294,1.071078,-0.856967,0.746203,0.592788,-0.256241,0
-1.512849,-3.84327,1.145617,1.969785,1.75673,1.175915,1.334925,0.553209,0.664176,-0.441201,1
-5.780297,1.031737,0.720892,0.227426,0.229823,-0.117809,-0.602753,0.224151,-0.420722,0.481615,1
-0.241878,-1.843297,1.746556,2.342909,1.84489,0.981993,1.099048,0.519096,0.592729,-0.348744,0
-2.359146,0.790305,1.391581,1.46324,-0.208095,0.553859,-1.180586,-0.586923,-0.300366,0.41998,1
-1.307161,-3.548259,1.228321,2.019786,1.738725,1.142495,1.303774,0.545862,0.662375,-0.444479,0
-0.265235,-1.889907,1.716892,2.325841,1.833591,0.973703,1.105188,0.51632,0.605166,-0.35695,0
-3.275166,-2.110985,-0.034726,1.091993,0.501073,0.498596,-0.991636,1.00282,0.49366,0.377952,1
-2.137279,2.24615,1.858963,1.598448,-0.505621,0.503997,0.251482,0.037295,-0.277536,0.424482,1
-2.721207,1.657763,0.863246,0.600516,0.685421,-0.43297,-1.02934,0.657123,-0.645395,0.814315,1
-5.76174,-1.396258,0.720103,1.09756,-1.163237,1.402684,-1.893729,0.13507,0.766987,-0.533316,0
-1.264452,-3.496132,1.219841,2.00213,1.720116,1.112147,1.293241,0.536475,0.666921,-0.455991,0
0.319809,0.755396,1.600034,1.664573,0.843351,0.190612,0.466155,-1.23189,-0.096767,0.216699,1
-3.957548,-0.340831,1.190425,1.504726,-0.728832,1.223473,-1.363999,-0.289422,0.56992,-0.33533,1
-0.27902,-1.905232,1.63117,2.258332,1.766083,0.923314,1.066036,0.489873,0.56603,-0.30166,1
-1.244077,-3.445713,1.151916,1.975319,1.683721,1.066149,1.258875,0.5138,0.654812,-0.392993,1
-0.263484,-1.883405,1.660805,2.249365,1.766917,0.923857,1.060127,0.491097,0.545281,-0.317015,1
0.961559,0.147911,2.286078,2.635738,1.900721,0.772049,0.801042,0.449171,0.43985,-0.177981,0
-1.159771,-3.313268,1.220576,1.974324,1.688811,1.05272,1.235261,0.511726,0.618051,-0.409061,0
-1.113203,-3.244142,1.241689,1.985114,1.679946,1.047451,1.224021,0.509768,0.607293,-0.401722,1
-0.273933,-1.897097,1.654491,2.241703,1.771788,0.920396,1.06146,0.490361,0.547948,-0.321625,0
-1.096692,-3.216869,1.256026,1.994745,1.686355,1.049344,1.223277,0.51103,0.608305,-0.403713,0
-1.252068,1.619553,1.918795,2.022321,0.01888,0.783962,-1.062663,-0.162187,0.279796,-0.07745,1
0.990251,0.161743,2.251977,2.605365,1.882826,0.765406,0.804004,0.466579,0.491348,-0.222755,1
-3.254525,-2.409889,0.899065,1.586616,0.232124,1.290058,-0.59067,0.873473,0.569676,-0.315668,0
-1.017139,-3.151328,1.179591,1.890558,1.618576,1.005724,1.197972,0.532345,0.665302,-0.477281,0
-3.789059,-1.790437,1.209463,1.681476,-0.050105,1.526877,-0.170693,-0.721468,1.077894,-0.927555,0
-3.641116,-1.678312,0.664787,1.031267,-0.4171,0.995027,-0.664607,-0.474306,0.441041,-0.366465,1
-5.133202,-0.338547,0.947559,0.913705,-1.228719,0.926753,0.774536,1.225672,-0.088896,0.299472,1
-4.859708,-0.653704,0.825011,1.167748,-0.961534,1.212994,-2.282401,1.149766,0.392312,-0.092638,1
-0.819765,-2.644692,1.365256,2.007814,1.65733,1.058849,1.054673,0.515447,0.456316,-0.231923,0
-0.584709,-2.45296,1.372301,2.012512,1.637649,0.936586,1.10233,0.513891,0.623321,-0.416041,0
-3.107539,-0.700395,1.295798,1.5907,-0.192381,1.2241,-0.510984,-0.76171,0.760721,-0.633624,0
-3.589447,-1.168535,1.044612,1.351545,-0.398684,1.231975,-0.613516,-0.959866,0.455982,-0.343678,0
-0.199905,-1.849494,1.547595,2.110108,1.667482,0.861259,1.024821,0.502782,0.590144,-0.383082,0
-3.799038,-0.253427,1.19642,1.452173,-0.666205,1.215119,-1.331718,-0.148873,0.754567,-0.563062,0
-0.384419,-2.118335,1.468317,2.055477,1.654555,0.898497,1.051174,0.502479,0.593333,-0.393111,1
-4.039249,0.232542,0.912434,0.727586,-0.566328,0.371454,0.476185,-0.079992,-0.387935,0.42098,1
-6.977054,0.683437,1.182447,1.465051,-1.809973,1.732626,-3.642533,1.312068,0.854695,-0.453404,1
-0.253553,-1.948152,1.497747,2.072703,1.641572,0.852182,1.032151,0.498099,0.596064,-0.392839,0
-0.265056,-1.969195,1.48063,2.07471,1.638641,0.852127,1.037666,0.497795,0.609142,-0.39037,0
-2.995342,-0.151749,1.213945,1.397169,-0.203287,0.753367,-0.895191,-0.689227,0.002795,0.09695,1
-3.154528,-0.851748,1.458936,1.824625,0.002401,1.395651,-0.31963,-0.669654,1.007285,-0.843854,1
-2.827561,-0.937133,0.817508,1.233737,-0.159962,0.690089,-1.09293,0.213016,-0.111603,0.326313,1
-2.942883,0.121866,1.170403,1.281766,-0.336547,0.696547,-0.900338,-0.939784,0.095451,-0.02055,1
-0.730594,-2.494554,1.370676,1.985541,1.623786,1.013273,1.006126,0.495879,0.409751,-0.19282,1
-1.88113,1.82901,1.626966,1.461265,0.136353,0.527444,-1.003305,-1.1527,0.578213,-0.456772,0
-4.360502,2.291059,1.276746,1.074535,-1.609413,0.809677,-1.59615,0.673211,0.298894,-0.117628,1
-4.237964,0.522628,0.780855,0.692328,-0.651339,0.352374,-1.162538,0.51492,-0.205139,0.319919,1
-2.806942,-0.434565,1.210414,1.46531,-0.333067,1.013547,-0.729684,-0.625544,0.490947,-0.386955,1
-3.104064,-1.288971,1.349411,1.815674,0.161113,1.430103,-0.509532,0.049871,0.697718,-0.474215,1
0.541541,-0.595332,1.891614,2.291584,1.696809,0.742431,0.822521,0.455736,0.461511,-0.245588,0
0.801655,-0.141163,2.029569,2.374478,1.727989,0.712061,0.751163,0.444724,0.409842,-0.182105,1
0.064499,0.14034,1.281322,1.36685,0.868514,-0.001644,0.294148,-0.77361,-0.484513,0.548743,1
-2.782129,-0.205306,1.637405,1.922355,-0.016769,1.328832,-0.385822,-0.765456,0.989875,-0.828285,0
-6.807843,2.382978,0.907667,0.340534,0.131052,-0.050971,-2.635899,0.997238,0.288675,-0.073241,0
0.714695,-0.307066,1.969084,2.336575,1.712425,0.71041,0.78072,0.446838,0.442367,-0.219266,0
-3.493663,0.899648,1.268091,0.964335,-1.403601,0.776127,1.941063,0.469161,0.018386,0.084538,0
-1.793017,1.44243,2.124369,2.217245,0.050791,1.167924,-0.558987,-0.884799,0.956924,-0.776034,0
-2.275898,-0.028261,1.232947,1.468552,-0.207094,0.852633,-0.925916,-0.155496,0.385047,-0.246094,1
-3.54727,1.062153,1.784608,1.522507,-1.036787,1.167432,2.351254,0.28554,0.539944,-0.382314,0
0.223004,-1.133943,1.661034,2.112283,1.596759,0.723733,0.853898,0.442683,0.447743,-0.25543,1
-2.504816,0.404154,1.338194,1.507944,-0.469384,0.928432,-0.763142,-1.057418,0.578005,-0.440495,1
0.878017,-0.032492,2.000976,2.368324,1.694442,0.665299,0.72646,0.428067,0.415916,-0.15604,1
0.258165,-1.076719,1.699831,2.153583,1.623903,0.739372,0.863105,0.450723,0.467219,-0.264806,0
-0.808777,-0.263886,1.480508,1.532822,0.67567,0.433261,0.847397,-2.061009,0.101183,-0.119571,1
0.620035,-0.420622,1.914471,2.284135,1.674166,0.717686,0.755805,0.436194,0.376278,-0.157913,0
0.274186,-1.052093,1.71349,2.160964,1.629183,0.740001,0.862485,0.451971,0.467623,-0.268455,0
