@relation 'camel-1.6_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.378rfc-0.363loc-0.359wmc-0.334npm-0.311ce... numeric
@attribute -0.469mfa-0.43dit-0.388ic-0.296dam+0.292lcom3... numeric
@attribute '-0.413amc+0.409ca-0.408avg_cc+0.38 cbo-0.331max_cc...' numeric
@attribute -0.502ca-0.491cbo-0.349avg_cc-0.324amc+0.271lcom... numeric
@attribute '0.534lcom3-0.492dam+0.286ic+0.234mfa+0.21 cam...' numeric
@attribute '-0.623cbm-0.452moa+0.387dit+0.25 noc+0.241mfa...' numeric
@attribute 0.933noc+0.177cbm+0.123avg_cc-0.116cbo+0.108moa... numeric
@attribute '0.495moa+0.411ce-0.333cbm+0.31 amc-0.307max_cc...' numeric
@attribute -0.64moa-0.49cam+0.261ic-0.251max_cc-0.218dit... numeric
@attribute -0.615cam-0.372amc-0.348cbm+0.279max_cc-0.262lcom... numeric
@attribute 0.744ic-0.434cbm+0.304cam-0.244dit-0.186amc... numeric
@attribute 0.741ce-0.447amc-0.217loc+0.188max_cc+0.182cam... numeric
@attribute bug {1,0}

@data
1.109577,-0.318633,-0.324281,-1.056066,1.989279,0.006608,0.204354,0.162983,0.337824,0.441151,0.135794,-0.416258,0
1.563152,-1.076665,0.604262,-0.558548,2.139446,0.257862,0.020849,0.679452,0.320136,-0.317339,-0.128028,-0.280877,0
-0.405479,-0.684046,-0.409213,-0.301352,-1.197009,0.646405,0.272099,0.365921,-0.227045,0.024881,-0.459148,0.304272,1
-1.240772,-1.349204,0.909699,0.579974,-0.239272,-0.774371,-0.168886,-0.561257,0.483527,0.399337,0.202489,-0.06051,0
2.360113,0.316699,0.201256,-0.129311,1.585087,0.924968,-0.063967,0.592735,-0.75653,-0.929648,-0.438585,-0.456906,0
-0.486782,0.901867,-1.177291,0.215577,-0.94972,-0.344482,-0.058347,-0.571201,-0.41384,0.327779,0.168033,0.198742,1
-0.968487,-1.957285,0.443438,0.117415,0.268881,0.244117,-0.246219,-1.021314,0.4272,0.069658,0.004687,-0.240403,0
1.045321,1.828287,0.508143,0.568233,0.296371,-0.660382,-0.099012,-0.055844,0.831579,1.22114,-0.392777,-0.010109,0
1.277,-0.631626,1.076777,0.301949,1.35995,0.982045,-0.411841,0.798573,0.226488,1.293249,-1.448898,0.014103,0
1.975918,1.756777,0.174492,0.483395,0.464927,-0.498327,0.077276,-0.095664,0.258728,0.548399,-0.071459,0.07821,0
-0.495613,-1.40178,-1.217401,-0.75774,-0.233959,1.816724,-0.831025,1.292673,0.458244,-1.567619,-1.179288,-1.131628,0
1.44625,-0.847277,0.739621,-0.424358,2.079887,0.39117,-0.028457,0.663109,0.237861,0.009647,0.163658,0.177205,0
1.457555,-0.759662,0.840446,-0.157747,1.818341,0.119019,0.043141,0.18937,0.409956,0.838208,0.090092,-0.142438,0
1.082459,0.365603,-0.743706,0.662315,-1.598801,0.232957,-0.269909,-0.670594,0.076658,-0.773945,0.289439,-0.417533,0
2.308667,1.85175,0.152766,0.629873,0.880102,-0.133142,0.108638,0.033665,-0.415485,-0.709288,0.375839,0.29195,0
-0.842105,-0.253853,0.444654,-0.881455,1.882291,-1.08165,-0.236924,1.964034,2.24536,-0.929751,-0.461338,1.316248,0
-0.446549,-1.61909,0.439497,-0.080316,-0.359891,0.802127,0.660937,-0.181742,0.872057,0.235255,0.277146,-0.18238,1
-2.483736,1.260105,-0.20199,1.384346,-0.682254,0.013186,-0.504844,-1.140137,0.765778,0.824681,-0.205248,-0.184877,0
-2.925275,-0.749494,-0.094214,-0.260914,-0.099978,0.140914,0.15044,0.832996,1.061496,-0.12842,0.467073,0.090817,1
0.422947,-1.613881,0.302146,0.395843,-0.730402,-0.276718,-0.095361,-0.385615,0.123949,0.555033,0.636064,-0.41188,0
-14.711954,1.718508,2.203856,2.71307,2.010692,-1.53673,-0.748444,3.205463,-2.30162,-0.748432,1.065752,-0.280116,1
1.235011,-0.52114,1.017145,-0.095571,1.564226,-0.196735,-0.017537,0.377229,0.839594,0.851892,0.115998,-0.045732,0
-9.195108,1.547486,0.635477,1.648933,0.487192,-0.422292,-0.812054,2.534888,-0.352026,-0.150768,-0.187681,1.978392,0
-0.605511,0.511683,-1.108508,0.363044,-1.286087,0.124426,-0.473218,-0.001747,0.984512,-0.244977,-0.212049,-0.107915,0
-0.747964,-1.380399,-0.324572,-0.99432,1.040489,-0.073363,-0.102848,0.568953,0.213,0.258409,-0.052564,-0.151258,1
-4.500066,-0.491301,-5.925449,-4.991485,2.376781,1.169368,0.443264,-1.653944,-0.974914,0.878798,-0.069183,0.956854,0
1.943268,-1.742197,1.279334,0.522076,0.235121,1.885839,-0.534792,0.001439,-0.975669,-0.040301,-0.900307,0.071185,0
0.927573,-1.765333,0.15781,0.200112,-0.800916,1.154552,-0.42009,-0.008775,-1.039386,0.328217,-0.73613,-0.314337,0
-0.145417,-2.061246,-0.281015,-0.674975,0.017574,0.447081,-0.223011,-0.401448,0.420324,-0.150095,0.127797,0.30344,0
-0.441127,0.621627,-1.274069,0.568091,-1.848125,0.014717,-0.473143,-0.249508,0.939414,-0.929152,0.138973,-0.826881,0
-1.63377,-1.472524,-0.299463,-0.352487,-0.56075,-1.176763,-0.000383,1.489923,-1.264492,0.316428,0.791953,-0.091528,1
-1.868061,0.982901,-0.626958,0.636484,-1.52542,-1.421672,-0.203612,1.118272,-0.389945,0.360296,0.231959,0.423052,0
1.923784,1.775664,0.17613,0.662531,0.508656,-0.483961,0.102725,-0.276148,0.192936,0.61085,-0.057655,-0.168068,0
2.23469,-1.201606,1.204265,0.536502,0.472799,1.537203,-0.389604,0.132978,-0.869891,-0.203901,-0.756759,0.127631,0
-2.106041,-1.380331,-1.050211,-0.651017,0.154717,-0.076722,-0.028252,-0.283304,-0.898523,0.985577,0.527477,-0.010803,1
-5.405126,0.419679,1.05853,2.164395,-1.140935,-2.084196,-0.382717,2.382123,-2.556739,1.212404,0.019214,-0.188508,1
-1.820224,-2.821016,0.215564,-0.839809,0.696616,-1.119,0.172691,-1.803357,1.036629,-0.196998,0.617413,0.138469,0
-1.56242,-1.072732,-0.479784,-0.29341,-0.087528,-0.104381,-0.27223,0.328864,0.483797,0.029835,0.608698,0.200836,1
-0.19568,-2.8835,-0.497935,-1.13877,0.534995,0.075414,0.079676,-0.991012,0.614448,-0.265552,1.20429,-0.635189,0
0.535951,0.715652,-0.637752,0.62498,-1.533375,-0.647369,-0.165169,0.958131,-0.773899,-1.563724,0.704443,0.241038,0
1.031309,0.576095,0.043932,0.767607,-1.886085,0.377998,1.14398,-0.691435,0.360759,-0.131155,0.161157,-0.167682,0
-0.059014,-0.91943,0.283607,0.434435,-1.22207,0.76235,-0.651609,-0.02991,0.434046,0.123127,-0.517568,0.731087,0
-0.328361,2.144364,-0.831403,-0.186779,0.725157,-0.25727,0.442437,1.533934,1.544957,-0.467184,-0.397936,0.12833,0
-0.429825,0.434813,-1.388608,-0.124379,-1.569882,-0.087698,-0.307608,0.041858,-0.07699,-0.493771,0.084969,-0.243957,0
1.055915,1.493942,-0.215745,0.323046,0.439136,-0.492579,-0.179934,0.9442,1.26106,0.556316,-0.612397,0.073739,0
1.164665,-0.63196,0.279803,0.46111,-0.920227,0.898268,-0.005264,-0.471086,-0.251631,-0.130347,-0.265527,0.105307,0
2.13257,-0.701703,1.094868,0.188178,1.773428,-0.238218,0.205643,-0.063084,0.201853,0.155611,0.291646,-0.28453,0
-0.592431,-3.880167,1.272037,-0.559758,0.27036,-5.52427,1.300139,-1.713206,-0.303754,-1.970799,-2.443547,0.447904,0
1.289557,-1.464345,0.671425,0.134594,-0.000885,0.40929,-0.172665,-0.224909,0.060041,-0.704762,0.879744,0.591008,0
2.708377,1.854177,0.021645,0.561862,0.824093,-0.217108,0.246915,-0.313682,-0.618027,-0.456394,0.438287,0.200552,0
0.439121,0.235508,-0.728996,0.531196,-1.700829,0.200996,-0.493132,0.047652,0.774866,-0.714129,-0.049913,-0.192927,0
-3.281705,0.315621,0.177795,1.113408,-0.572878,-0.202493,-0.599322,0.546216,-0.1486,0.782219,-0.410121,0.455932,0
-0.474376,1.256526,-2.50811,-0.797995,-0.935062,-0.202831,0.032276,-0.877267,0.140864,-0.108869,0.215273,0.760252,0
-0.928687,-3.885312,1.353183,-0.533363,0.386609,-5.800423,1.328477,-1.766641,-0.163767,-2.089515,-2.628792,0.616314,0
0.890151,2.146961,-2.038002,-0.981924,1.35376,-0.210715,0.405963,-0.57036,-0.463265,0.37758,-0.09887,0.101689,0
2.433747,-1.076773,1.373736,0.374961,0.384671,1.929671,0.713238,0.154599,-1.09687,-0.606504,-0.618785,0.132535,0
1.359339,0.128329,0.154512,-0.444153,1.51022,0.837039,-0.167714,0.463696,-0.267878,0.502046,-0.981543,-0.144111,1
-0.4283,-3.371442,1.068567,-0.245115,0.33241,0.240732,-0.266246,-0.721056,0.871811,0.08091,1.053947,0.018343,0
0.397558,-1.860208,0.575404,-0.089329,-0.141038,0.524567,-0.336061,-0.2228,0.505534,0.200833,0.353761,0.389342,0
0.53326,-0.715823,-0.488636,-0.82106,0.841322,0.258791,-0.207018,1.137104,0.948823,-1.543542,0.334912,-0.232442,0
2.790989,1.833926,-0.01122,0.518195,0.807949,-0.220053,0.255344,-0.285842,-0.616899,-0.467613,0.434887,0.215105,0
2.13257,-0.701703,1.094868,0.188178,1.773428,-0.238218,0.205643,-0.063084,0.201853,0.155611,0.291646,-0.28453,0
2.207492,1.722872,0.084637,0.576943,0.73526,-0.218759,0.0526,0.25484,-0.045996,-0.429946,0.141493,0.208058,0
-1.693184,-0.819818,0.847903,0.28027,-0.160545,-0.076044,-0.556526,-0.025856,1.426883,0.49643,0.345035,0.976741,0
-1.422001,0.77898,-0.276507,1.146885,-1.259065,-0.330213,-0.029981,-0.159292,0.497205,0.639212,-0.163251,-0.323907,1
-0.335582,-2.346507,-0.02623,-0.392568,0.002425,0.581055,-0.162943,-0.60824,-0.57944,0.911291,0.18325,-0.293637,0
0.676164,-2.412103,0.300246,-0.060277,-0.817357,0.364381,-0.219888,-0.243354,-0.408007,-0.035575,0.648881,-0.077178,1
0.707882,-2.30763,0.42435,0.030111,-0.403806,1.663974,-0.550112,0.074619,-1.235244,0.844273,-1.19798,-0.223165,0
2.71155,1.893404,0.11183,0.361739,0.767017,-0.220137,0.210407,-0.228422,-0.596679,-0.502724,0.435559,0.321962,0
-6.527535,-0.28311,-2.745587,-1.648252,2.241391,0.918763,-0.135544,-1.352507,-0.865027,1.651075,0.231248,0.486889,1
2.743356,1.926863,0.167298,0.293598,0.730531,-0.217178,0.206681,-0.291683,-0.627602,-0.481413,0.437718,0.21001,0
-0.729746,-0.862623,-0.84087,-0.586089,-0.332204,0.152643,-0.458516,0.798068,1.473934,-1.353904,0.508602,-0.472595,0
2.234995,1.122157,0.576148,1.098087,-0.253089,-0.78176,-0.157,0.601275,1.584563,1.527588,-0.786319,-0.721171,0
-0.998236,-1.442951,0.23125,0.168692,-0.205172,-2.932145,0.499524,3.541413,-3.113106,1.102461,0.783753,-1.833644,0
0.516807,-1.408002,0.708611,-1.188558,-0.732709,1.832849,-0.726443,-0.642947,-0.869096,0.414159,-0.958711,-0.180865,1
-4.892613,-0.515558,-0.287734,-0.200544,-0.087597,-1.525504,0.182819,2.010704,-1.159398,0.767269,0.818875,0.160135,0
-0.339118,-1.551553,1.243441,-1.46925,-0.803097,1.745462,5.538242,-0.525866,0.517559,-0.111432,-0.121123,0.188194,1
1.874505,-0.82177,0.743154,-0.317518,2.109137,0.435968,0.077464,0.334057,-0.105749,-0.073973,0.321808,-0.096547,0
2.478008,1.655244,0.282397,0.715507,0.539837,-0.303858,0.065321,0.092343,0.025765,-0.081907,0.089771,-0.040492,0
-0.564275,0.566472,-0.743923,0.233613,-0.597584,0.689133,0.101387,-1.295753,-0.403542,0.276736,-0.074118,-0.217928,0
1.882673,1.615781,0.109741,0.558858,0.509221,-0.402787,-0.023424,0.394683,0.489735,0.207516,-0.165794,0.149188,0
-0.178807,0.673889,-0.668442,0.607226,-1.278176,-0.050299,-0.32863,-0.604074,0.581038,0.296094,-0.041097,0.372899,0
-3.692233,-2.104414,0.796956,-1.039245,0.952318,-0.485773,-0.433359,0.508936,1.110334,0.157298,1.153807,1.916814,0
0.774945,0.429976,-0.287295,0.68492,-1.724861,-0.384522,-0.212727,-0.206617,-0.169167,-0.036531,0.213473,-0.036489,0
-0.575288,-2.186556,0.204935,-0.184024,0.041875,0.240613,-0.164204,-0.557134,-0.307847,0.74811,0.078854,-0.225781,1
-1.36735,2.887952,-6.055906,-4.371957,2.567499,0.089221,0.859308,-1.054595,-1.001356,0.174351,-0.606461,-0.850866,0
2.61322,1.902086,0.145694,0.316977,0.776531,-0.223607,0.179496,-0.112229,-0.546032,-0.554482,0.433275,0.532287,0
0.911515,-1.82419,0.106981,0.014079,-0.149309,1.806598,-0.495973,-0.426063,-0.743368,0.554085,-1.051206,-0.130988,0
-4.894088,9.925353,16.582498,-18.220612,-6.908516,-0.207158,-4.625469,-1.324152,-0.09873,0.020253,-0.035869,-0.87998,1
2.740935,2.084782,0.126569,0.82243,0.603958,-0.443044,0.18884,0.008072,-0.25852,-0.839894,0.559713,0.099561,0
-4.030683,1.519193,-0.846406,1.455546,-0.31636,-0.538602,-0.124128,-1.544184,-1.043947,1.828226,0.00606,-0.412343,0
2.46638,1.993657,0.301015,0.293134,0.758742,-0.21406,0.148606,-0.226995,-0.579015,-0.515896,0.442909,0.399402,0
-2.798775,-1.667636,-2.647873,-2.753023,0.861127,0.438105,-0.198388,1.603054,-0.529539,-0.804922,0.003968,0.596964,0
0.576717,-1.692114,-0.071543,-0.179079,-0.164004,1.668665,-0.504293,-0.366119,-0.47434,0.859347,-1.205356,-0.161427,1
1.45287,1.638314,-0.434474,0.173038,0.580451,-0.431875,0.010666,0.378077,0.651937,0.514438,-0.364193,-0.00298,1
-0.836246,0.521444,-1.085411,0.310077,-1.345378,-0.725662,-0.172491,0.552908,-0.245405,0.373204,-0.029494,-0.011269,0
1.09512,0.456549,-0.348144,0.671977,-1.851551,0.449729,0.801311,-0.708469,0.12289,-0.621948,0.32258,-0.205249,0
0.415708,-0.86916,0.406688,0.172151,-1.082484,0.399904,-0.433929,0.219036,-0.358481,0.348359,-0.501892,0.178026,0
-8.539848,0.535596,1.220784,1.882369,1.778701,-0.386387,-0.511825,-0.992458,-1.221678,1.066424,0.412128,0.052834,1
1.044073,0.132295,-0.707572,0.526864,-1.909075,0.303885,-0.414548,-0.260769,0.253438,-1.131722,0.28162,0.030104,1
1.189856,-2.033801,1.479486,-0.288614,2.539579,-0.003416,0.124739,0.003105,0.745352,0.977747,0.863921,-0.537174,0
-0.822154,-3.159328,0.882885,-0.489559,0.559308,-0.220758,-0.076373,-0.474472,0.27181,0.548694,1.043029,-0.022379,0
-0.048955,-1.136096,-0.310543,-0.11123,-0.255867,-0.377749,-0.038121,-0.874611,0.696752,-0.389419,0.422804,-0.219025,0
-1.678179,0.809593,-0.941272,0.350706,-1.04956,-0.328829,-0.396135,0.239828,0.440195,0.228124,-0.097816,0.368884,1
0.056126,0.780511,-0.925439,0.6531,-1.145486,0.017053,-0.166124,-1.191886,0.146438,0.296093,0.08244,-0.355479,0
-0.907394,-1.487836,-1.020883,-0.623901,-0.467644,0.058925,-0.138584,-0.269527,-0.014273,0.012932,0.627305,-0.382083,1
-1.23975,-1.949422,-0.191851,-0.685676,-0.024305,0.523629,-0.547361,1.228393,0.448868,-0.840191,0.307284,0.423785,0
-0.044967,0.815663,-2.421794,-0.828523,-0.854221,0.279991,-0.013269,-0.953521,-0.342548,-0.439538,0.168054,0.401064,0
2.800516,1.815339,-0.046923,0.563114,0.823433,-0.220628,0.265076,-0.284674,-0.614759,-0.464853,0.434321,0.216124,0
2.657093,-1.245863,1.400758,0.044532,2.015917,2.104587,-0.412862,0.828765,-1.30136,-0.263299,-1.169421,-0.154645,0
1.027674,-1.617084,0.158537,0.012039,-0.528903,1.493163,-0.449524,-0.622026,-0.616313,0.596247,-0.885158,-0.184532,0
-0.954831,-0.143307,-0.14067,0.404263,-0.420562,0.687405,-0.471648,-0.57029,0.151455,0.620874,-0.492344,0.590764,0
2.69885,1.872765,0.057349,0.516943,0.80861,-0.216533,0.237183,-0.314851,-0.620167,-0.459154,0.438853,0.199533,1
2.660744,1.947114,0.200163,0.337265,0.746675,-0.214233,0.198253,-0.319523,-0.628729,-0.470194,0.441118,0.195458,0
-0.508389,-1.351625,1.166396,0.046224,-1.037975,1.21117,-0.076204,0.549163,-0.364557,0.501845,-0.852741,0.599846,0
2.721076,1.874817,0.076126,0.406658,0.782501,-0.220712,0.220139,-0.227254,-0.594539,-0.499964,0.434993,0.32298,0
-1.355828,-1.211426,0.557705,-0.162137,-0.300102,1.030788,1.716676,-0.432635,0.955594,0.70748,0.143768,-0.244981,1
-0.584429,-3.883675,1.217954,-0.561075,0.281446,-5.505618,1.30799,-1.740958,-0.31388,-1.982866,-2.455503,0.291886,0
-1.420613,-1.254285,1.10181,0.465875,0.056331,0.319887,-0.56646,-0.224247,1.015803,0.584888,0.244728,0.784864,0
-7.585031,2.388407,0.562365,3.084473,0.788393,0.830004,-0.986751,-1.755182,0.604381,-0.141331,-0.170075,-1.048995,0
2.721076,1.874817,0.076126,0.406658,0.782501,-0.220712,0.220139,-0.227254,-0.594539,-0.499964,0.434993,0.32298,0
-3.9044,1.164333,-1.161956,0.465333,-0.641636,-0.889395,-0.245094,0.539509,-0.788229,0.865745,0.048992,0.072792,1
0.654757,0.091887,-0.427074,0.869989,-2.130787,-0.23241,-0.311836,-0.191211,-0.17344,-0.408672,0.339013,-0.036966,1
-1.440831,-1.902305,-0.016726,-0.47805,0.518548,0.975268,-0.365513,-0.922281,0.054752,0.940833,0.077259,0.385906,0
0.535951,0.715652,-0.637752,0.62498,-1.533375,-0.647369,-0.165169,0.958131,-0.773899,-1.563724,0.704443,0.241038,0
2.800516,1.815339,-0.046923,0.563114,0.823433,-0.220628,0.265076,-0.284674,-0.614759,-0.464853,0.434321,0.216124,0
-0.55128,0.456644,-0.19546,1.06849,-1.651819,-0.598226,-0.370929,0.025598,0.631568,0.770281,-0.180706,0.16596,0
2.018773,1.616239,-0.013741,0.48257,0.69458,-0.195048,-0.043175,0.64801,0.278349,-0.501561,-0.038073,0.171905,0
-0.253305,-3.933166,1.201504,-0.487878,0.326717,-5.46725,1.374385,-1.840487,-0.528257,-2.105466,-2.354174,0.329586,0
-0.354783,-1.265185,-0.007168,0.423815,-1.174687,0.359135,-0.472689,0.787243,-0.7837,0.312466,-0.587553,-0.236562,0
2.073974,-0.933442,1.017284,-0.136483,1.910026,0.318074,0.071478,0.230722,0.026391,0.356818,0.23794,-0.099185,0
0.637689,-0.56725,-0.356819,0.520417,-1.3741,0.653154,-0.368646,-0.871034,-0.068547,0.198882,-0.220597,-0.149011,0
-0.672617,-0.940029,1.576114,-0.745601,-1.950649,1.263521,4.570063,0.053949,0.356834,-0.300146,0.790992,-0.263404,1
-0.658182,-2.690133,-0.307172,-1.285529,0.787525,-0.289115,0.132085,-1.122045,0.730299,-0.060144,0.989921,-0.195112,0
2.800516,1.815339,-0.046923,0.563114,0.823433,-0.220628,0.265076,-0.284674,-0.614759,-0.464853,0.434321,0.216124,0
-3.478292,0.593728,-0.231169,0.174097,-1.128116,-0.872315,-0.852379,3.362227,0.445566,-1.084476,0.080792,2.582665,0
2.66069,1.89712,0.127769,0.34004,0.772536,-0.221946,0.194667,-0.167497,-0.570038,-0.529555,0.434532,0.431875,0
1.314999,1.571336,-0.077751,0.659234,0.4369,-0.529722,-0.051047,0.311949,0.933268,0.85187,-0.454771,-0.334211,0
2.244521,1.10357,0.540444,1.143007,-0.237605,-0.782335,-0.147267,0.602443,1.586704,1.530348,-0.786885,-0.720152,0
1.04233,0.000805,0.057165,-0.537561,1.571086,0.848101,-0.248916,0.881298,0.006854,0.442543,-1.116489,0.287387,1
1.688766,1.5752,-0.288257,0.352228,0.599136,-0.272105,-0.055663,0.579699,0.613715,-0.035737,-0.332467,-0.487666,0
0.139945,-2.015187,0.247586,-0.104674,-0.366922,0.251651,-0.231468,0.054759,-0.15072,0.05321,0.536402,0.095859,0
2.724303,1.964038,0.238706,0.203759,0.699564,-0.216028,0.187216,-0.294019,-0.631883,-0.486934,0.43885,0.207972,0
-0.544209,-2.172217,0.368482,-0.084227,-0.538227,-0.572877,-0.156563,1.296984,-0.724266,0.526151,0.420538,-0.04207,0
0.305366,-1.627366,0.344617,0.021482,-0.069029,-2.034799,0.419758,2.538429,-2.493605,0.7073,0.700018,-1.744993,0
0.148914,0.513799,-0.406194,0.800625,-1.376399,0.038798,-0.436711,-0.100928,0.800319,-0.254191,-0.016911,0.157117,0
-0.820215,1.007335,-1.837305,-0.229573,-0.650265,0.071861,-0.189983,-0.655309,0.415533,0.121948,-0.08318,-0.241317,0
-4.267429,0.756549,-0.668999,0.658435,-1.247697,-2.157664,-0.12089,2.203615,-2.054524,1.196758,0.164407,0.6797,1
2.223568,1.715027,0.08964,0.617704,0.737262,-0.227692,0.060397,0.240041,-0.050969,-0.407393,0.151495,0.240696,0
-1.039337,-3.145557,0.464022,-0.739522,0.605657,0.241558,-0.166618,-1.047184,0.719307,0.547565,0.981893,0.106895,0
1.12744,0.487492,-0.326199,0.619951,-1.715729,0.188477,-0.288245,-0.859827,-0.141459,-0.773442,0.490176,0.120615,0
1.508835,1.582386,0.027208,0.668453,0.436403,-0.527715,-0.034935,0.298824,0.798198,0.739692,-0.363608,-0.084059,0
-0.548592,-0.877367,-0.234327,0.066247,-0.338072,-0.300198,-0.153806,-0.786644,0.974198,0.207717,0.440678,-0.29488,0
-0.005141,-3.163521,1.288485,-0.120213,0.359317,0.097293,-0.135352,-0.44837,0.026986,0.414843,1.327733,-0.539254,0
1.406902,-1.787663,0.379784,0.015546,-0.97443,1.780286,-0.560359,-0.648004,-1.055797,-0.487131,-0.431453,-0.111233,0
-0.96102,-0.550118,0.022233,0.814623,-1.103473,0.021143,-0.489244,0.848576,-0.420451,0.115926,-0.386852,-0.478703,0
-0.765595,0.6868,-0.394064,0.922447,-1.35073,-0.310804,0.048048,-0.140466,0.251521,0.392238,-0.03557,-0.105192,1
-1.065196,-1.553608,-0.83347,-0.850504,0.00699,-0.468933,-0.009914,0.614936,-0.474539,-0.387994,0.453819,0.035797,1
0.500258,0.752633,-0.747605,0.457529,-1.209228,0.049182,-0.188674,-0.889109,0.051561,-0.187054,0.224682,0.114404,0
-1.667742,0.352867,-1.551708,0.018612,-1.504638,-1.294578,-0.048883,1.455896,-1.313674,0.30884,0.017584,-0.542263,0
3.029291,0.143382,1.194575,0.60056,1.28209,0.774236,-0.084208,0.403528,-0.786878,-0.568282,-0.268201,-0.078566,0
0.583717,-1.253246,0.293575,0.200908,-1.542259,0.635754,-0.502879,0.106765,-0.629664,-0.23231,-0.256452,0.205558,0
1.797274,-0.932319,1.149449,-0.095404,1.938449,0.357283,-0.029295,0.503358,0.178242,0.194034,0.21327,0.121556,0
-7.078073,-1.178294,-0.409376,-1.038305,2.118746,-0.207334,-0.636179,0.989998,1.511896,-0.538621,1.213074,1.674996,0
2.34705,2.169729,0.751759,-0.377445,0.36666,-0.31097,0.008427,-0.280327,-0.354441,-0.127023,0.259128,0.064684,1
0.296451,-2.750724,1.582585,-0.978527,3.252788,-0.767852,0.336594,-0.165324,1.377687,0.809334,1.699382,-0.216153,0
-1.093824,-1.743026,0.369283,0.062673,-0.389916,-0.304873,-0.262866,0.538596,-0.180098,0.733525,0.397036,0.05829,1
1.63395,1.981918,0.727134,-0.231637,0.110639,-0.586493,-0.119728,-0.003576,0.528556,0.828337,-0.235768,0.064556,1
-1.129813,0.334315,-0.101301,0.835265,-1.833497,-1.560219,-0.177938,1.586818,-1.079474,0.494905,0.152382,0.184175,0
2.244521,1.10357,0.540444,1.143007,-0.237605,-0.782335,-0.147267,0.602443,1.586704,1.530348,-0.786885,-0.720152,0
0.468153,-1.914436,0.081157,-0.05525,-0.396238,0.492556,-0.182279,-0.952599,0.194822,0.523152,0.475382,0.009432,0
-1.048654,-1.446286,0.855308,0.547407,-0.362551,-0.759109,-0.149475,-0.642326,0.411813,0.382781,0.231924,-0.130352,0
0.223073,0.103195,-0.456557,0.804269,-2.268493,-0.28676,0.02229,-0.170961,0.181891,0.095798,0.149522,0.022534,1
2.800516,1.815339,-0.046923,0.563114,0.823433,-0.220628,0.265076,-0.284674,-0.614759,-0.464853,0.434321,0.216124,0
-4.320424,1.96806,1.238014,-0.92627,-2.336681,0.725353,5.439901,0.825867,-0.394866,0.638987,-0.136714,-0.296811,0
0.879,2.169312,-1.61497,-0.432748,0.798416,-0.605708,0.21696,0.061158,0.568147,0.378485,-0.264351,-0.416778,0
1.985038,2.876051,2.108497,-2.084384,-0.221719,-0.28912,-0.361407,-0.324716,-0.435783,-0.231905,0.280638,0.025966,0
0.777137,0.071334,-0.189854,0.706695,-2.265306,-0.202738,-0.404081,0.049583,-0.07007,-0.549759,0.306638,0.030419,1
2.800516,1.815339,-0.046923,0.563114,0.823433,-0.220628,0.265076,-0.284674,-0.614759,-0.464853,0.434321,0.216124,0
0.801984,0.594398,-0.402619,0.934635,-1.384947,-0.018767,-0.229325,-0.846956,0.291378,0.008808,0.120874,-0.312649,0
-0.360873,-2.371106,0.600266,0.014938,-0.056195,0.58049,-0.313084,-0.267092,-0.380349,0.691248,0.220953,-0.008424,0
0.062551,-0.636493,-0.771946,-0.043452,-1.082905,0.407377,-0.354979,0.272911,-0.303808,-0.076502,-0.425471,-0.129958,1
-1.622244,0.022015,0.184846,1.128038,-1.282373,-0.409351,-0.478801,0.480075,-0.145548,0.776607,-0.307613,0.048995,0
-3.453836,1.076249,0.411145,1.743483,-0.983733,-0.585156,-0.222679,0.411769,0.207064,0.533077,-0.078635,0.245897,1
-4.862839,-1.829473,-1.077116,-1.624969,0.447571,0.530009,-1.182674,4.182292,1.61321,-2.126882,-0.151892,1.154054,0
-0.867144,-1.494228,0.803532,0.438226,-0.32507,-0.760695,-0.131024,-0.530727,0.432451,0.382798,0.201101,-0.094395,0
2.511617,0.665896,0.557385,0.45677,1.032647,0.194455,0.048219,0.198066,-0.290168,0.02868,-0.256288,0.011329,0
-0.700657,-1.320001,-1.109086,-1.030983,-0.148228,0.223385,-0.159517,-0.541952,0.404895,-0.733993,0.511408,0.256454,0
2.800516,1.815339,-0.046923,0.563114,0.823433,-0.220628,0.265076,-0.284674,-0.614759,-0.464853,0.434321,0.216124,0
-1.206325,-2.55097,0.340025,-0.462846,1.026223,-0.984602,0.252581,-1.760343,0.911606,0.209071,0.686327,-0.263076,0
1.995576,1.80024,0.232972,0.414533,0.467395,-0.476203,0.069783,-0.111822,0.192492,0.467745,-0.032516,0.094825,1
0.810972,0.39503,-0.862567,0.547447,-1.61813,0.075489,-0.229432,-0.783694,0.174143,-0.254028,0.223865,0.124749,0
-2.259287,2.056307,1.187132,-1.541443,-2.95538,3.21796,10.821747,0.162872,1.36075,-0.053033,-0.420552,-0.297289,1
1.23441,1.652725,0.130156,0.298822,0.324713,-0.531111,-0.143211,0.490201,1.012943,0.772565,-0.483148,-0.141743,0
-1.154894,0.109876,-1.979954,-0.662474,-0.791421,0.615337,-0.43572,0.075995,0.566003,-0.514112,-0.397731,0.014588,0
2.752883,1.908276,0.131595,0.338517,0.746015,-0.217753,0.216414,-0.290515,-0.625462,-0.478653,0.437152,0.211029,0
