@relation 'camel-1.6_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1,4-5,7-12,14'

@attribute dit numeric
@attribute noc numeric
@attribute lcom numeric
@attribute moa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {1,0}

@data
2,0,0,1,0.3,1,1,7.375,2,1,0
2,0,125,0,0.179012,1,1,8.166667,3,1.1111,0
2,1,9,0,0.642857,0,0,4.428571,2,1.1429,0
1,1,34,1,0.261364,0,0,16.416667,4,1,0
1,3,1214,2,0.107843,0,0,13.519231,7,1.0962,0
2,0,0,0,1,0,0,3,0,0,0
1,0,9,0,0.416667,0,0,5.666667,2,1,0
3,0,4,0,0.4,1,3,13.75,1,0.5,0
1,0,8,0,0.25,0,0,10,2,0.8,0
1,0,1,0,1,0,0,0,1,1,0
1,0,0,1,0.326923,0,0,4.307692,1,0.9231,0
3,0,93,0,0.261905,2,3,13.8,2,0.8667,0
3,0,4,0,0.583333,0,0,25.25,7,2.25,1
5,0,0,0,0.75,0,0,8.5,1,0.5,1
2,1,0,1,0.388889,1,1,6.222222,1,0.7778,1
3,0,10,0,0.44,0,0,5.8,1,0.6,0
2,14,13617,3,0.056277,0,0,11.457831,6,1.1506,1
4,0,4,1,0.4,2,4,11.4,1,0.6,1
2,0,22,3,0.3,1,20,5.875,1,0.875,0
2,0,2,0,0.44,1,2,10.6,1,0.8,0
2,0,0,0,0.263889,1,1,16.222222,3,0.7778,0
3,0,0,1,0.4375,0,0,9,1,0.75,1
1,0,0,1,0.375,1,1,14.375,8,2,0
4,0,0,2,0.466667,1,2,14.666667,1,0.6667,0
1,0,30,0,0.355556,0,0,7.666667,1,0.7778,1
5,0,125,1,0.287037,1,1,7.611111,2,0.7778,0
0,0,29,2,0.340909,0,0,8.090909,1,0.9091,0
1,0,0,0,1,0,0,0,1,1,0
1,0,43,0,0.4,0,0,13.181818,4,1.2727,0
1,0,3,0,0.333333,0,0,75,1,0.6667,0
1,0,12,0,0.4375,0,0,9.777778,4,1.2222,0
1,0,21,0,0.464286,0,0,10.142857,2,1,0
2,0,2,1,0.4,0,0,5.6,1,0.8,0
1,0,0,0,1,0,0,0,1,1,0
4,0,0,1,0.36,1,1,59,1,0.8,0
3,0,6,1,0.541667,0,0,9.75,1,0.25,1
3,0,0,1,0.5,0,0,10.8,1,0.4,1
1,0,1,0,1,0,0,0,1,1,0
2,6,22,0,0.333333,0,0,10,2,0.625,0
1,0,0,0,1,0,0,0,1,1,0
1,0,0,2,0.25,0,0,31.5,9,2,1
1,0,1,0,1,0,0,0,1,1,0
2,0,126,0,0.193237,1,1,23.166667,8,1.375,1
2,0,1,0,0.75,0,0,4,0,0,0
1,0,10,0,0.366667,0,0,0,1,1,0
5,0,2,1,0.5625,0,0,8.5,1,0.5,0
2,0,3,0,0.666667,1,2,3,1,0.3333,0
2,0,4,8,0.444444,1,1,22,1,0.5,0
2,0,14,0,0.291667,0,0,13.625,1,0.75,0
2,0,590,2,0.160494,1,2,5.833333,2,1,0
1,0,1,0,0.666667,0,0,0,1,1,0
3,0,0,0,1,0,0,4,0,0,1
1,0,108,1,0.1875,0,0,33.875,4,1.4375,0
1,0,0,0,1,0,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0.666667,1,1,4.5,1,0.5,0
3,0,21,0,0.309524,0,0,8,2,0.7143,1
1,0,7,1,0.4,0,0,60.833333,14,4.5,0
1,0,30,0,0.416667,1,4,19.555556,9,1.7778,0
1,0,0,0,1,0,0,0,1,1,0
3,0,129,3,0.223684,1,1,9.315789,3,1.3158,0
1,0,6,0,0.5,0,0,0,1,1,0
3,0,51,0,0.484848,1,3,5.636364,1,0.7273,0
1,6,6,0,0.5625,0,0,8.25,2,1,0
1,0,9,0,0.375,0,0,3,1,0.8333,0
2,0,6,5,0.416667,1,1,13,1,0.6,0
1,0,3,0,0.666667,0,0,158.666667,4,2,0
6,0,3,0,1,1,1,6.666667,1,0.6667,0
3,0,30,0,0.555556,2,5,4.444444,1,0.7778,0
1,0,0,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,1,0
1,0,1,0,0.666667,0,0,4,1,0.5,0
1,0,0,1,0.625,0,0,4.25,1,0.75,0
4,0,106,1,0.241071,1,4,7.5625,5,1.25,0
2,0,217,3,0.241546,1,2,9.608696,2,1,0
1,0,3,0,0.833333,0,0,3.333333,1,0.6667,0
2,0,97,1,0.192593,0,0,7.133333,2,0.9333,0
1,0,0,0,1,0,0,0,1,1,0
1,0,105,0,0.2,0,0,13.266667,4,2.4667,1
1,0,0,0,1,0,0,0,1,1,1
3,1,193,1,0.295455,1,3,13.181818,4,1.3636,0
1,0,3,0,0.833333,0,0,5,1,0.6667,0
3,0,4,1,0.533333,0,0,10.2,1,0.8,0
1,0,55,0,0.181818,0,0,6.818182,1,0.9091,1
3,0,19,0,0.371429,0,0,14,4,1.4286,1
2,0,91,0,0.339286,1,3,4.071429,1,0.8571,0
5,0,1,0,0.666667,0,0,11.333333,1,0.3333,1
3,0,59,1,0.338462,1,2,8,4,1,0
1,0,6,0,0.875,0,0,8,2,1,0
1,9,1,0,0.666667,0,0,3.333333,1,0.6667,0
3,0,19,0,0.464286,1,1,7.285714,2,0.8571,0
1,0,13,0,0.433333,0,0,7.833333,2,1,0
1,0,0,0,1,0,0,0,1,1,0
1,0,9,1,0.5,0,0,7.285714,1,0.8571,0
1,0,4,0,0.5,0,0,28.4,1,0.6,0
1,0,0,0,1,0,0,0,1,1,0
1,0,3,0,0.833333,0,0,0,1,1,0
1,0,1,0,0.75,0,0,0,1,1,0
0,0,48,3,0.388889,0,0,9.166667,5,1.25,0
1,0,21,0,0.857143,0,0,5.285714,1,0.8571,0
2,0,3,0,0.666667,1,2,3,1,0.3333,0
1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0.75,0,0,8.5,1,0.5,0
3,0,27,0,0.283333,1,4,7.636364,3,1.0909,0
4,0,0,1,0.4,1,2,12.833333,1,0.8333,1
3,0,7,1,0.44,0,0,13.5,1,0.5,0
0,0,3,0,0.777778,0,0,34.333333,9,3.6667,0
1,0,1,0,0.5,0,0,18.666667,3,1,0
4,0,3,0,0.666667,1,2,3,1,0.6667,1
2,1,0,0,0.384615,0,0,14.307692,1,0.6923,0
3,3,62,1,0.346154,1,3,6.076923,3,1.1538,0
1,0,0,0,1,0,0,6.666667,1,0.6667,0
1,0,595,0,0.147619,0,0,0,1,1,1
4,1,205,3,0.152174,1,1,6.782609,3,1.087,0
3,0,296,6,0.167582,1,1,23.137931,12,2.1379,1
5,1,0,1,0.583333,0,0,9.333333,1,0.3333,1
0,1,0,0,0.5,0,0,13.4,1,0.8,0
1,0,9,0,0.47619,0,0,5.428571,1,0.7143,0
1,0,0,0,1,0,0,0,1,1,0
1,0,0,0,1,0,0,0,1,1,0
5,0,0,0,0.666667,0,0,13.333333,1,0.3333,1
5,0,0,0,0.5,0,0,10.666667,1,0.6667,0
3,0,14,1,0.333333,1,3,9.111111,4,1.3333,0
3,0,0,0,1,0,0,4,0,0,1
3,0,779,5,0.093915,1,3,8.97619,4,1.1429,0
1,0,131,1,0.235294,0,0,6.666667,2,1.1111,0
3,0,19,0,0.342857,0,0,15.714286,4,1.5714,0
0,1,73,2,0.232143,0,0,23.714286,5,1.2143,0
2,0,878,0,0.261111,1,2,6.755556,1,0.9778,1
1,0,1,0,0.5,0,0,75,17,8.5,1
1,0,0,0,0.555556,0,0,29,1,0.5,0
3,3,6,0,0.5625,0,0,28,4,1.5,0
1,1,0,0,1,0,0,5.5,1,0.75,0
0,0,21,0,0.5,0,0,19.142857,10,2.4286,0
3,1,8,1,0.375,0,0,12.777778,2,0.6667,0
3,0,0,1,0.333333,1,1,30.714286,3,1,0
3,1,1929,4,0.084485,2,4,9.857143,5,1.0476,0
2,0,3,0,0.5,0,0,8.5,2,0.8333,0
0,0,0,0,0.366667,0,0,15,4,1.1667,0
3,0,26,0,0.325,1,1,7.555556,2,0.7778,0
1,0,0,0,0.583333,0,0,9,1,0.6667,0
1,0,28,1,0.232143,0,0,5.555556,1,0.7778,1
3,2,5,1,0.357143,1,1,25.428571,10,2.1429,0
5,0,0,0,0.666667,0,0,9,1,0.5,0
2,19,17,4,0.28,1,1,8.5,2,1.2,1
2,0,39,3,0.3,1,20,4.9,1,0.9,0
3,0,3,1,0.3,1,1,12.5,1,0.6667,0
1,0,0,0,1,0,0,0,1,1,0
3,0,34,1,0.333333,1,2,9.333333,2,0.8889,0
1,0,35,3,0.327273,0,0,6.181818,3,1.0909,0
1,0,19,0,0.253968,0,0,25,3,1.2857,1
3,0,49,0,0.321429,2,8,7.642857,2,1.1429,0
1,0,43,1,0.363636,0,0,10.181818,3,1.2727,0
2,0,9,0,0.416667,0,0,6.333333,2,0.8333,0
1,0,6,0,0.5,0,0,18.25,4,2.75,1
1,0,475,0,0.271429,0,0,13.942857,14,1.8571,0
1,0,0,0,1,0,0,3,0,0,0
5,1,37,1,0.363636,1,3,9.454545,3,1.0909,0
1,0,6,0,0.5,0,0,3.5,1,0.75,0
3,0,3,1,0.333333,1,1,22.666667,2,0.8333,0
3,0,1,0,0.833333,0,0,4.5,0,0,0
5,0,1,0,0.625,1,1,6.5,1,0.5,0
1,0,0,0,0.666667,0,0,8,1,0.6667,0
1,0,15,0,0.25,0,0,3.833333,1,0.8333,0
0,0,1,0,0.75,0,0,24,1,0.5,0
1,0,386,1,0.100649,0,0,12.827586,3,1.1034,1
1,0,0,0,0,0,0,0,0,0,0
4,0,160,4,0.166667,1,2,12.285714,5,1.6667,0
2,0,3,0,0.666667,1,2,3,1,0.3333,0
1,0,0,1,0.6,0,0,7.4,1,0.8,0
2,0,4,0,0.466667,0,0,11.75,1,0.25,0
1,13,561,0,0.196078,0,0,9.617647,5,1.1176,0
1,0,1,0,0.5,0,0,6,1,0.5,0
2,0,3,0,0.666667,1,2,3,1,0.3333,0
1,0,0,0,0,0,0,0,0,0,0
1,0,190,0,0.16,0,0,0,1,1,1
3,0,60,0,0.354167,1,1,7.333333,3,1.1667,0
2,0,36,0,0.320988,1,1,47.888889,8,3.4444,0
6,0,0,0,0.666667,0,0,11,1,0.5,0
0,0,10,0,0.45,0,0,18.4,2,1,0
1,0,815,1,0.261905,0,0,17.186047,1,0.8372,0
1,0,0,0,1,0,0,0,1,1,0
1,0,149,0,0.183333,0,0,5.222222,2,1.0556,0
3,0,40,0,0.290909,1,1,25.916667,5,1.4167,0
1,0,0,0,0.333333,0,0,15.111111,3,1,1
2,0,17,1,0.428571,0,0,5.285714,1,0.8571,0
3,0,36,0,0.416667,2,6,7.083333,2,1.0833,0
1,6,15,0,0.541667,0,0,7.666667,2,1,0
4,0,146,1,0.221429,2,3,8.7,4,1.1,0
4,0,21,0,0.4,0,0,5.571429,1,0.5714,0
2,13,181,0,0.272727,1,2,8.272727,4,1.5,1
1,0,77,2,0.32967,0,0,12.857143,3,1.1429,0
2,0,581,2,0.252252,0,0,9.421053,8,1.2895,1
1,0,2,0,0.5,1,1,29.2,1,0.6,0
3,0,3,0,0.5,1,2,14.833333,3,1.5,0
2,0,9,2,0.464286,1,1,13.142857,2,1,0
3,0,4,1,0.325,2,2,22.444444,1,0.7778,0
2,0,0,0,1,0,0,3,0,0,0
1,0,188,2,0.172222,0,0,8.1,4,1.1,1
3,0,0,1,0.666667,0,0,17,1,0.5,0
4,0,19,0,0.47619,1,2,5.428571,1,0.7143,0
4,0,62,1,0.192308,1,2,19.076923,11,1.8462,1
3,2,106,2,0.215278,1,1,6.25,2,0.875,0
1,0,1,0,0.666667,0,0,4,1,0.5,0
1,0,36,0,0.142857,0,0,4.444444,1,0.8889,0
2,0,4,4,0.444444,1,1,12,1,0.5,0
5,0,0,1,0.260417,3,6,64.416667,1,0.8333,0
2,0,6,0,0.4375,1,1,5.75,1,0.75,0
1,0,66,0,0.166667,0,0,8.083333,3,1.25,0
2,0,0,0,0.625,1,1,10,1,0.75,0
4,0,0,1,0.571429,0,0,14.142857,3,2,0
0,0,1,0,1,0,0,8,1,0.5,0
2,0,0,1,0.45,1,1,11.4,1,0.8,0
3,0,1,0,0.466667,1,1,16.5,1,0.6667,0
1,0,231,0,0.333333,0,0,15.863636,5,1.5,1
1,0,2,3,0.4,0,0,11.25,1,0.75,0
1,0,0,0,1,0,0,0,1,1,0
1,0,87,0,0.317647,0,0,16.333333,5,1.2778,0
1,0,3,0,0.444444,0,0,6.333333,1,0.6667,1
1,0,0,1,0.555556,0,0,9,1,0.6667,0
5,0,0,0,0.75,0,0,9.5,1,0.5,1
5,0,0,0,1,0,0,12,0,0,0
3,0,0,1,0.583333,0,0,30,4,1.25,0
1,0,2,0,0.333333,0,0,54.75,6,1.75,0
1,0,0,0,1,0,0,0,1,1,0
6,0,0,0,0.666667,0,0,12,1,0.5,1
2,0,27,4,0.183333,1,1,8.266667,1,0.9333,1
2,0,4,0,0.342857,0,0,9.2,1,0.6,0
1,0,0,0,0,0,0,0,0,0,0
1,0,43,1,0.32,0,0,5.2,1,0.9,0
4,0,5,0,0.6,2,2,15.666667,2,0.8333,0
1,0,0,0,1,0,0,0,1,1,0
1,0,0,0,1,0,0,0,1,1,1
1,5,0,0,0.4,0,0,8.4,2,1,1
3,2,3,0,0.777778,1,1,8.333333,1,0.6667,0
1,0,1,0,0.5,0,0,10.5,3,1.5,0
2,2,453,3,0.121849,1,1,8.647059,3,1.0294,0
3,0,3,1,0.666667,0,0,5.333333,1,0.3333,0
1,0,0,1,0.666667,0,0,20.5,1,0.5,1
1,0,0,0,0.75,0,0,4,1,0.5,0
1,0,15,0,0.4,0,0,31.285714,5,1.7143,0
4,0,34,0,0.355556,2,3,7.222222,1,0.5556,0
1,21,354,3,0.157143,1,1,8.857143,5,1.3214,1
1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.666667,0,0,11.5,1,0.5,0
2,0,66,0,0.34375,1,1,16.615385,2,1.0769,1
2,1,684,1,0.122727,1,1,14.97561,4,1.1951,0
0,0,37,0,0.433333,0,0,25.2,2,1.1,0
1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0.5,0,0,9,1,0.6667,0
3,0,1,0,0.666667,0,0,3.666667,1,0.6667,1
1,0,6,0,0.7,0,0,3.4,1,0.8,0
1,0,81,0,0.1875,0,0,13.066667,2,0.9333,0
2,0,15,3,0.428571,1,20,4.714286,1,0.8571,0
1,2,11,1,0.357143,0,0,3.857143,1,0.8571,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0.6,0,0,19.5,3,1.5,0
1,0,4,0,0.625,0,0,8.5,2,1,0
1,0,3,1,0.366667,0,0,5.166667,1,0.8333,0
3,0,3,1,0.305556,1,1,23.5,1,0.8333,0
1,0,1,0,0.666667,0,0,0,1,1,0
1,0,3,0,0.233333,0,0,38,4,1.8571,0
1,0,0,0,1,0,0,0,1,1,0
1,0,0,0,1,0,0,0,1,1,0
1,0,0,0,1,0,0,3,0,0,0
2,0,9,1,0.5,0,0,18.5,3,1.1667,0
2,0,18,2,0.3125,0,0,9.375,1,0.875,0
2,0,46,2,0.266667,0,0,5.583333,2,1,0
1,0,4,0,0.5,0,0,8.5,1,0.5,0
1,0,1,0,1,0,0,0,1,1,0
3,0,26,0,0.311111,1,2,8.777778,5,1.2222,1
2,0,6,0,0.875,1,3,46.75,3,1,0
2,0,0,0,0.44,1,2,15,3,1.4,0
2,0,13,0,0.433333,1,1,16.833333,4,1.1667,0
1,0,1,1,0.36,0,0,26.333333,16,3.1667,0
1,0,10,0,0.55,0,0,0,1,1,0
3,4,0,0,0.5,0,0,11.5,2,1,0
3,0,32,1,0.305556,2,3,18.923077,3,0.8462,0
1,0,4,0,0.6,0,0,3.8,1,0.8,0
1,0,132,0,0.3875,0,0,16.75,30,2.55,1
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0.666667,1,1,7.666667,1,0.3333,0
4,0,21,0,0.392857,3,4,5.428571,1,0.5714,0
1,0,3,0,0.666667,0,0,0,1,1,1
4,1,3,0,0.666667,2,2,16.333333,1,0.6667,0
1,0,0,0,0.666667,0,0,8,1,0.6667,0
3,0,0,0,0.4375,1,1,5.75,1,0.75,0
2,0,73,1,0.366667,1,1,7.4,4,1.2,0
2,0,417,1,0.135279,1,2,10.366667,2,1,0
1,0,4,0,0.666667,0,0,27,1,0.5,0
5,0,0,0,0.666667,0,0,11,1,0.5,0
3,1,1,0,0.666667,1,1,4.5,1,0.5,0
1,0,136,0,0.196078,0,0,7.117647,1,0.9412,0
1,0,1044,3,0.128728,0,0,11.346939,6,1.4082,1
3,0,7,1,0.583333,0,0,6.166667,2,1,0
1,0,1164,0,0.075231,0,0,22.714286,8,3.102,1
2,0,3,0,0.666667,1,2,3,1,0.3333,0
3,0,1,1,0.428571,1,1,5.285714,1,0.8571,0
2,0,2,0,0.45,1,2,13.75,1,0.75,0
1,1,83,1,0.253846,0,0,19.214286,7,1.4286,0
1,5,100,0,0.323529,0,0,10.117647,13,2,1
4,0,10,0,0.6,1,1,4.6,1,0.8,0
4,0,15,0,0.444444,2,2,5.166667,1,0.5,0
3,0,13,1,0.333333,1,1,9.285714,1,0.7143,0
1,0,1,0,0.625,0,0,0,1,1,1
1,0,0,0,1,0,0,0,1,1,0
3,0,1,0,0.666667,1,1,4.5,1,0.5,0
1,0,3,0,0.333333,0,0,5.333333,1,0.6667,0
3,0,11,1,0.314815,1,1,31.7,1,0.8,0
2,0,108,0,0.367647,0,0,4.705882,2,1.1176,0
2,0,1,0,0.833333,0,0,4.5,0,0,0
1,1,14,1,0.35,0,0,24.5,1,0.875,0
1,0,0,0,1,0,0,0,1,1,0
1,0,0,0,1,0,0,0,1,1,0
2,0,1,3,0.277778,1,1,11.2,2,0.9,1
3,0,13,2,0.388889,1,1,12.142857,1,0.7143,0
3,0,4,1,0.666667,1,1,2.75,1,0.5,0
2,39,256,1,0.31677,1,1,11.666667,3,1,1
1,0,3,0,0.666667,0,0,6.333333,3,1.3333,0
4,0,3,0,0.666667,1,2,3,1,0.6667,0
1,0,1,0,0.75,0,0,0,1,1,0
4,0,16,2,0.481481,1,1,6.444444,2,0.8889,0
3,0,3,0,0.5,1,1,4.333333,1,0.3333,0
1,0,0,0,1,0,0,0,1,1,0
0,0,143,5,0.161616,0,0,11.789474,3,1.1579,0
1,0,4,0,0.288889,0,0,5.222222,1,0.7778,0
1,3,36,1,0.424242,0,0,17.333333,1,0.6667,0
1,0,0,0,1,0,0,0,1,1,0
2,0,0,1,0.363636,0,0,8.272727,1,0.7273,1
3,0,424,1,0.137741,0,0,7.30303,2,1.0909,0
1,2,48,0,0.218182,0,0,23.833333,4,1.6667,0
4,0,26,0,0.35,2,3,7.125,1,0.625,0
1,0,0,0,0.5,0,0,16.333333,1,0.6667,0
1,0,0,0,1,0,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,3.5,1,0.5,0
2,0,3,0,0.666667,1,2,3,1,0.3333,0
1,0,0,0,1,0,0,0,1,1,0
3,0,12,1,0.3125,0,0,13.444444,4,1.3333,1
1,0,85,3,0.165775,0,0,13.444444,7,1.5556,0
1,0,0,0,0.666667,0,0,7,1,0.5,0
6,0,16,0,0.291667,0,0,15.5,1,0.875,0
2,0,4,3,0.466667,1,20,4.8,1,0.8,0
0,0,4,1,0.5,0,0,4.25,1,0.75,0
1,2,19,1,0.271605,0,0,40.1,10,2.1,1
3,0,0,1,0.36,1,1,27.5,6,1.5,0
4,0,18,0,0.333333,0,0,9.111111,3,1,0
0,0,1,0,1,0,0,5,1,0.5,0
1,3,63,1,0.487179,0,0,9.357143,6,1.4286,0
3,0,9,0,0.309524,1,4,6.285714,2,1,0
1,0,1,0,1,0,0,0,1,1,0
1,0,10,0,1,0,0,0,1,1,0
1,0,24,2,0.444444,0,0,12.666667,2,1,0
1,0,27,1,0.425,0,0,5.6,1,0.7,0
4,0,39,0,0.35,1,1,5.7,1,0.8,0
1,0,1,0,1,0,0,0,1,1,1
1,0,11,0,0.5,0,0,21.857143,1,0.5714,1
1,2,14,0,0.296296,0,0,57.615385,14,3.4615,1
1,0,516,0,0.297561,0,0,10.95122,1,0.9268,0
3,0,137,0,0.402174,2,6,8.782609,4,0.9565,0
6,0,0,1,0.4,1,1,25.25,2,1,0
4,0,0,1,0.36,1,1,50.8,1,0.8,0
1,0,3,0,0.555556,0,0,0,1,1,0
3,0,3,0,0.5,1,2,8.333333,1,0.3333,1
3,0,81,0,0.277778,2,7,11.055556,2,1.2222,0
5,0,0,0,0.666667,0,0,10,1,0.5,0
2,0,0,0,0.404762,1,2,22.25,3,1.625,0
1,1,41,1,0.327273,0,0,7,1,0.8182,0
3,0,8,0,0.472222,0,0,12,1,0.4,0
3,0,4,0,0.4,1,3,14.75,1,0.5,0
1,0,3,0,0.5,0,0,7,1,0.6667,0
1,0,1,0,1,0,0,0,1,1,0
5,0,0,1,0.666667,0,0,9.5,1,0.5,0
1,0,6,0,0.5,0,0,3.75,1,0.75,0
1,0,179,0,0.189394,0,0,4.913043,1,0.913,0
1,0,0,0,1,0,0,0,1,1,0
4,0,10,0,0.6,1,1,4.6,1,0.8,0
1,0,0,0,0.466667,0,0,5,1,0.8,0
1,0,1,0,0.75,0,0,12,1,0.5,1
1,0,2,0,0.466667,0,0,4.4,1,0.8,0
3,0,65,2,0.2,0,0,9.5,2,0.8571,0
0,2,26,0,0.4,0,0,12.375,5,1.875,0
1,0,9,0,0.333333,0,0,33.285714,1,0.7143,0
2,0,1,0,1,0,0,8,1,0.5,0
1,2,47,1,0.311688,0,0,7.363636,2,1,0
3,0,1,0,0.666667,1,1,5.5,1,0.5,0
1,0,0,0,0.4,0,0,17,4,1.5,0
3,0,0,1,0.333333,2,6,8.6,2,1,0
1,0,0,0,0.555556,0,0,11.333333,1,0.6667,0
2,0,36,3,0.185185,1,1,7.615385,2,0.9231,0
2,0,1,0,0.666667,1,1,10,1,0.6667,1
1,0,122,4,0.244019,0,0,45,9,3.25,1
1,0,99,0,0.202381,0,0,36.2,6,2.2667,0
3,0,0,1,0.555556,1,1,7.333333,1,0.6667,0
1,0,3,0,0.333333,0,0,3.333333,1,1,0
4,1,3,0,0.666667,2,2,16.333333,1,0.6667,0
1,0,8,0,0.3,0,0,10.2,2,1,0
6,0,29,1,0.242857,0,0,16.8,1,0.9,0
1,0,3,0,0.533333,0,0,36.666667,1,0.6667,0
1,0,3,0,0.833333,0,0,3,1,0.6667,0
4,0,19,0,0.47619,1,2,5.428571,1,0.7143,0
1,0,78,0,0.274725,0,0,21.846154,4,2.0769,0
5,0,0,0,0.75,0,0,8.5,1,0.5,0
4,0,490,3,0.128205,2,3,9.424242,4,1.0606,0
2,0,305,0,0.214286,1,3,6.923077,1,0.8462,0
1,0,95,0,0.377778,0,0,5.933333,1,0.9333,0
5,0,6,0,0.36,0,0,11.8,2,1,1
2,0,17,0,0.261905,1,1,7.428571,1,0.8571,0
1,0,0,0,1,0,0,0,1,1,0
3,0,0,2,0.4375,1,1,22.2,3,1,1
3,0,1,0,0.75,1,1,3.5,1,0.5,0
0,0,1,0,0.75,0,0,14.666667,1,0.3333,0
1,0,91,0,0.238095,0,0,0,1,1,1
1,0,32,1,0.311111,0,0,11.222222,2,1,0
3,0,0,1,0.28125,1,1,33,2,0.8889,0
3,0,54,0,0.242424,0,0,18.833333,8,1.75,1
1,0,1,0,1,0,0,3.5,1,0.5,0
3,0,128,1,0.190789,2,5,14.5,4,1.5,0
1,0,1,0,0.5,0,0,10,2,1,0
2,0,9,3,0.444444,1,20,4.5,1,0.8333,0
1,0,33,0,0.22619,0,0,12.6,3,1.1333,1
3,0,4,0,0.625,1,3,7.5,2,0.75,0
3,0,0,0,0.4375,0,0,11.75,2,1,1
2,0,0,0,0.533333,1,2,13.666667,1,0.6667,0
2,0,0,0,0.444444,1,1,12.166667,3,1.1667,0
2,0,1,0,0.6,1,1,27,6,3,0
1,0,0,0,0.5,0,0,8,2,0.8333,1
2,12,31,1,0.266667,0,0,15,4,1.3,1
2,0,0,0,0.5,0,0,8.5,1,0.6667,1
1,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0.833333,0,0,20.75,2,0.75,0
1,0,28,0,0.416667,0,0,8.375,3,1.125,0
3,0,0,1,0.6,0,0,10.5,1,0.5,0
1,0,3,0,0.777778,0,0,0,1,1,0
1,0,0,0,1,0,0,0,1,1,0
3,0,43,1,0.166667,1,6,12.777778,3,1.2222,0
3,0,126,2,0.16,1,1,13.55,2,1.05,0
3,0,0,0,0.6,0,0,11,1,0.5,0
1,0,3,0,0.666667,0,0,0,1,1,0
2,0,4,8,0.444444,1,1,22,1,0.5,0
1,0,0,0,1,0,0,0,1,1,0
4,0,10,0,0.466667,2,4,5.8,1,0.6,0
1,0,10,0,0.270833,0,0,8.25,3,1,1
1,0,137,0,0.176471,0,0,16.166667,3,1.0556,0
1,0,562,1,0.210317,0,0,6.138889,3,1.0833,0
1,0,61,1,0.1875,0,0,10.733333,1,0.8667,0
1,0,6,0,1,1,2,22.25,1,0.75,0
1,0,105,0,0.28,0,0,33.6,5,1.5333,1
1,0,11,1,0.416667,0,0,3.333333,1,0.8333,0
1,0,21,0,0.47619,0,0,4,1,0.8571,0
4,0,0,0,0.666667,1,1,13.5,2,1,1
2,0,3,0,0.666667,1,2,3,1,0.3333,0
1,0,0,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,1,0
1,0,0,1,0.457143,0,0,62.875,8,2.375,0
1,0,73,0,0.306122,0,0,12.571429,2,1.0714,0
1,0,1,0,0.75,0,0,22,1,0.5,0
1,0,6,0,0.466667,0,0,3.4,1,0.8,0
4,0,8,1,0.44,2,5,27.8,1,0.8,0
1,0,31,0,0.227941,0,0,37.055556,8,2.1111,0
1,0,0,0,0,0,0,0,0,0,0
2,0,21,1,0.2,1,1,14.636364,3,1.0909,0
1,0,0,0,1,0,0,0,1,1,0
1,0,72,0,0.106061,0,0,15.230769,4,1.0769,0
2,0,85,3,0.303571,1,20,4.714286,1,0.9286,0
1,0,0,1,0.555556,0,0,7.666667,1,0.6667,1
5,0,0,0,1,0,0,12,0,0,0
1,0,1,0,0.666667,0,0,2.5,1,0.5,0
0,1,28,0,0.256944,0,0,46.166667,6,2.0833,0
2,0,0,0,1,0,0,11,0,0,0
1,0,0,0,1,0,0,0,1,1,0
1,0,0,1,0.444444,0,0,6.5,1,0.8333,1
1,0,3,0,0.333333,0,0,61.333333,9,5.6667,0
2,0,3,0,0.75,0,0,13.666667,1,0.3333,0
1,3,46,1,0.22619,0,0,7.416667,2,1.1667,0
1,0,0,2,0.4375,0,0,5.25,1,0.75,0
