@relation 'ant-1.7_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,11-12,14'

@attribute noc numeric
@attribute lcom3 numeric
@attribute moa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {1,0}

@data
1,2,0,0.666667,0,0,2.666667,1,0.6667,0
0,0.7,0,0.416667,3,3,20.833333,1,0.8333,0
0,0.625,0,0.542857,1,1,57.8,1,0.6,1
0,0.85,0,0.375,1,1,41.833333,4,1.3333,0
0,1,1,0.285714,0,0,20.875,1,0.75,0
0,0.65625,0,0.518519,0,0,8.333333,1,0.8889,0
0,0.333333,0,0.875,1,1,13,5,1.75,1
0,0.733333,0,0.285714,1,1,28.571429,4,2,1
0,0.85,1,0.311111,0,0,12.111111,7,1.6667,0
0,0.770833,1,0.333333,4,4,63.444444,8,2.1111,0
0,2,0,1,0,0,3,0,0,1
0,0.876543,3,0.189286,1,4,28.964286,28,3.3214,0
0,2,0,1,0,0,47.333333,10,3.6667,0
0,2,0,0.555556,0,0,10,4,1.3333,0
0,0.796296,1,0.34,3,3,24.4,16,2.7,1
0,0.866667,0,0.458333,2,4,14.833333,2,1.1667,0
0,2,0,0,0,0,0,0,0,0
0,0.875,0,0.375,3,5,36.555556,3,1.2222,0
0,0.916667,0,0.466667,2,3,20.2,2,1,0
0,2,0,0.305556,1,1,13.416667,5,1.4167,0
0,2,0,1,0,0,0,1,1,0
0,0.921769,2,0.17803,1,1,54,12,2.2273,1
0,1.285714,0,1,0,0,29.75,1,0.75,1
0,0.95614,2,0.289474,0,0,20.85,6,1.3,1
1,0.878205,1,0.21875,0,0,30.48,6,1.68,1
0,0.716667,1,0.211538,1,1,27,6,1.4615,0
0,2,0,1,0,0,15.666667,1,0.6667,0
1,0.833333,1,0.37037,0,0,11.7,3,1.4,0
1,0.666667,0,0.47619,0,0,4.714286,1,0.8571,0
0,0.886946,6,0.115625,2,4,24.225,21,2.35,1
0,2,0,0.666667,1,2,79.333333,18,6.3333,1
7,0.666667,0,0.092,0,0,6.8,2,0.96,0
0,0.88,0,0.487179,1,1,13.884615,1,0.9615,0
0,2,0,0.4,0,0,19.833333,1,0.8333,1
0,0.942982,0,0.3,2,2,17.25,6,1.2,0
0,0.7375,1,0.271429,1,1,43.090909,1,0.8182,1
0,0,1,0.6,0,0,35,1,0.5,0
0,2,0,0.875,0,0,17.5,2,1,0
0,0.820313,0,0.183824,0,0,33.705882,3,0.9412,1
0,0.777778,0,0.333333,0,0,53.5,3,1.25,0
0,0,0,0.666667,1,1,5.555556,2,1,0
0,0.87574,2,0.196581,1,4,25,9,2.2857,0
0,0.837607,2,0.241071,1,1,33.5,17,2.5,0
0,0.8,1,0.7,0,0,10.5,3,1.1667,0
4,0.861111,5,0.122984,3,9,39.387097,19,2,1
0,0.836364,3,0.1875,2,2,22.619048,4,1.4286,0
0,0.80719,0,0.16,1,1,20.657143,4,1.2,1
0,2,0,0.375,0,0,30.75,6,2.5,0
0,0.333333,1,0.583333,0,0,7.5,2,1,0
0,0.666667,0,0.428571,1,1,13.714286,2,1,0
0,0.685714,0,0.35,1,1,16,1,0.875,0
0,2,0,0.52381,0,0,8.428571,1,0.8571,0
0,0.666667,1,0.555556,0,0,10,1,0.5,0
0,0,0,0.75,0,0,4.5,1,0.5,0
0,0.708333,0,0.47619,0,0,14.428571,4,1.4286,1
0,2,0,0.305556,1,1,9.833333,2,1,0
0,0.5,0,1,0,0,3.333333,1,0.3333,0
0,2,0,0.666667,0,0,4,0,0,0
0,2,0,1,0,0,10.5,1,0.5,0
0,0.75,0,0.17619,0,0,19.645161,16,2.1935,1
0,0,0,0.75,0,0,5,1,0.5,0
0,0.875,0,0.361111,1,1,11.666667,4,1.2222,0
0,2,0,0.666667,0,0,0,1,1,0
0,0.859649,0,0.263158,1,1,9,2,1.05,1
2,0,0,0.084656,0,0,6.037037,4,1.1852,1
0,0.625,1,0.36,2,5,27.8,5,2,0
0,2,0,1,0,0,31.5,1,0.5,0
0,1.25,0,1,0,0,78.5,1,0.5,0
0,0.333333,0,0.5,1,1,18.75,1,0.75,0
0,0.703704,1,0.375,2,4,23.2,5,1.6,0
0,0.878719,1,0.111111,0,0,38.435897,27,2.2308,1
1,0.666667,0,0.625,0,0,3,1,0.75,0
0,0.888889,0,0.407407,1,6,12.2,3,1.3,0
2,0.857407,8,0.115789,4,16,44,7,1.4839,1
0,0.94835,4,0.140693,3,3,15.428571,5,1.4048,0
0,0.333333,0,0.32,1,1,14.3,4,1,1
3,0.858333,2,0.241071,0,0,14.375,3,1.375,0
1,0.5,0,0.333333,1,2,25.888889,1,0.7778,0
0,0.785714,0,0.296296,1,4,27.777778,11,2.8889,0
0,0.910256,1,0.595238,1,1,25.142857,2,1,0
3,0.547619,0,0.222222,2,5,19.466667,7,1.8667,1
1,2,0,1,0,0,3,0,0,0
0,2,0,0.555556,0,0,4.666667,1,0.6667,0
7,0.880952,0,0.234694,3,4,14.931034,6,2.0345,0
0,0.76,0,0.416667,0,0,30.666667,1,0.8333,0
0,0.666667,0,0.433333,0,0,20,2,1,0
0,2,0,0.4,0,0,27.8,6,3,0
0,0,0,0.666667,0,0,5,1,0.6667,0
0,0.733333,0,0.5,0,0,14.166667,1,0.8333,0
4,0.928862,2,0.193122,0,0,19.809524,10,1.619,1
0,2,0,0.309524,0,0,36.714286,9,2,0
0,0.333333,0,0.75,2,2,11.75,2,1,0
3,0.392857,1,0.322222,1,3,9.066667,2,0.6667,0
0,0.647059,2,0.181818,0,0,29.388889,8,1.9444,1
0,2,0,0.5,0,0,5.333333,1,0.6667,0
59,0.75,0,0.481481,0,0,13.111111,5,1.4444,0
0,0.8,1,0.583333,0,0,45.5,5,2.1667,0
0,0.769231,1,0.314286,0,0,26.071429,2,1.1429,0
0,0.998522,1,0.308081,1,1,21.970588,4,1.5588,0
0,0.722222,1,0.25,1,1,14,3,1.1,0
0,2,0,0.666667,0,0,7,4,1.6667,0
0,0,0,0.666667,0,0,10,2,1,0
0,0.720238,1,0.2,0,0,17.12,5,1.84,1
0,2,0,0.5,0,0,131.5,1,0.5,0
0,2,0,1,0,0,0,1,1,0
0,2,0,0.8,1,2,15.2,3,1.2,0
0,0.883333,1,0.166667,1,1,36.5,8,1.5625,1
0,2,0,0.75,0,0,3,1,0.5,0
0,0.785185,1,0.183036,2,2,16.785714,3,1.1429,0
0,0.922807,5,0.15,3,3,29.903226,3,1.129,0
0,0.740093,2,0.209877,1,2,75.777778,9,1.4815,1
0,2,0,0.555556,0,0,37.666667,4,1.6667,0
0,0.889881,2,0.325,1,1,25.28,10,1.56,0
0,0.958333,0,0.222222,1,4,33.32,5,1.64,1
0,0.722222,0,0.367347,2,4,68.142857,13,3.1429,1
0,0.923077,0,0.392857,2,3,12.761905,7,1.4762,0
0,0.85,0,0.361111,0,0,32,1,0.8333,0
0,0.783333,4,0.147436,0,0,40.692308,6,1.3846,0
0,1,0,0.6875,0,0,18.375,2,1,0
0,2,0,1,0,0,100,0,0,0
0,2,0,0.533333,1,2,16.4,3,1.2,0
0,2,0,0.75,0,0,0,1,1,0
0,0.636364,0,0.21875,1,1,15.75,7,1.5833,0
0,0.714286,0,0.325,1,1,33.625,4,1.25,0
0,0.777143,1,0.21978,2,3,29.653846,7,1.9615,1
0,0.6,0,0.444444,1,1,12.333333,2,1,0
0,0.3,0,0.444444,0,0,21.166667,4,2,0
0,2,0,1,0,0,0,1,1,0
0,0.75,0,0.666667,0,0,32,1,0.6667,0
1,2,0,1,0,0,3,0,0,0
0,0.5,0,0.75,3,3,25.5,1,0.75,0
0,0.666667,0,0.75,1,1,35.5,1,0.75,0
0,0.75,0,0.5,0,0,26,2,1,0
1,0.833333,0,0.714286,0,0,4.571429,1,0.8571,0
0,0,0,0.75,0,0,5,1,0.5,0
0,0.824561,5,0.167464,0,0,24.15,7,1.45,1
0,0,1,0.666667,0,0,10.333333,2,1,0
0,0.555556,0,0.47619,2,5,20,4,1.1429,0
0,0.833333,1,0.36,1,1,32.727273,1,0.8182,1
0,0.7,1,0.454545,1,1,21.090909,2,1.4545,0
0,0.822917,2,0.235294,1,1,6.882353,1,0.9412,0
0,0.571429,0,0.541667,0,0,34.25,13,2.375,0
0,0.864198,4,0.243386,1,1,29.892857,9,2.0714,0
0,0.666667,0,0.333333,0,0,18.25,2,1,0
0,0.428571,0,0.714286,0,0,137.125,3,1.125,0
0,1.25,0,0.466667,0,0,32.6,7,2,0
0,1,0,1,2,4,22.333333,3,1.6667,0
0,0.333333,0,0.714286,0,0,13.571429,7,1.4286,0
2,0.285714,0,0.4375,0,0,10,6,1.875,0
1,0.333333,0,0.464286,0,0,11.571429,3,1.2857,0
1,0.836364,0,0.270833,0,0,17.166667,1,0.9167,0
0,0.899826,3,0.146341,0,0,27.190476,40,2.2619,1
0,0.333333,0,0.4,1,1,11,4,1,1
0,0.428571,0,0.5,0,0,12.25,3,1.125,0
0,2,0,1,0,0,0,1,1,0
0,2,0,0.555556,1,1,16.333333,3,1.6667,0
0,2,0,0.666667,0,0,34,2,1,0
0,2,0,0.75,0,0,0,1,1,0
3,0.945578,1,0.121094,2,3,12.546875,6,1.4844,0
0,0.715909,0,0.333333,0,0,30.5,3,1.1667,0
0,0,0,0.666667,0,0,9.333333,1,0.6667,0
3,0.728448,2,0.061743,2,3,16.40678,8,1.8475,1
0,0.666667,0,0.428571,1,1,13.714286,2,1,0
0,2,0,0.271429,0,0,0,1,1,0
0,2,0,0.4,0,0,0,1,1,0
0,0.892857,1,0.195804,1,1,25.769231,2,1.0769,0
0,0.807359,7,0.1875,0,0,35.043478,11,2.4783,0
0,2,0,0.875,0,0,3,1,0.75,0
0,0.833333,1,0.083333,0,0,10.615385,2,0.9231,0
0,2,0,0.75,1,1,9,1,0.5,0
21,0,1,0.073413,2,2,6.761905,6,1.1667,0
6,0.940625,5,0.176309,0,0,39.818182,10,2.0909,0
0,1.625,0,1,0,0,78.5,1,0.5,1
0,2,0,0.3125,1,1,14.25,6,1.75,0
0,1.013793,0,0.108333,0,0,33.266667,9,1.9,1
2,0.866667,0,0.392857,1,1,18.714286,1,0.8571,0
0,0.690909,0,0.4,0,0,16.333333,2,1,1
0,0.611111,2,0.282051,1,1,6.307692,1,0.9231,1
0,2,0,0.5,0,0,23.25,1,0.75,0
1,0.714286,1,0.35,2,2,40.25,2,1.125,1
0,0.727273,2,0.555556,1,1,16.25,1,0.9167,0
0,0.375,0,0.466667,1,1,8.8,1,0.8,0
1,0.541667,0,0.666667,0,0,13.666667,4,1.2222,0
0,0.333333,0,0.625,0,0,8,3,1.25,0
0,2,0,1,1,1,11.5,1,0.5,0
0,0.809524,2,0.25,3,3,21.1875,2,1,0
2,0.871429,2,0.333333,0,0,5.933333,2,1,0
0,2,0,0.75,1,1,5,1,0.5,1
0,0.56,2,0.3,1,1,10.727273,4,1,0
0,0.125,0,0.288889,5,18,14.777778,4,1.5556,0
0,1.166667,0,1,3,5,30.75,5,2,0
0,0.625,1,0.333333,1,3,18.555556,4,1.1111,0
0,0.919753,3,0.13961,0,0,9.285714,3,1.2857,0
1,0.555556,0,0.525,0,0,11.8,4,1.2,0
0,2,0,0.666667,0,0,30.666667,2,1,0
0,0.947143,0,0.222222,2,2,26.388889,3,1.0833,0
0,0.669643,2,0.247619,2,8,34.333333,1,0.8,1
1,2,0,0.555556,1,1,16.333333,3,1.6667,0
0,2,0,1,0,0,0,1,1,0
0,2,0,1,0,0,10.5,1,0.5,0
0,0.607843,1,0.268519,4,7,15.777778,4,1.2222,1
0,0.625,2,0.342857,1,4,28.285714,9,2.5714,0
0,0.6,0,0.4,1,2,10.5,1,0.5,0
0,0.583333,0,0.355769,2,3,20.692308,1,0.6154,0
0,0.375,0,0.179487,2,3,21.076923,4,2,0
0,0.666667,1,0.5,0,0,15.5,1,0.75,1
0,0.7875,5,0.15625,1,1,25.823529,1,0.8824,1
0,0.891026,2,0.24359,0,0,30.357143,3,1,0
0,2,0,0.666667,1,2,60.666667,12,4.3333,0
0,2,0,1,0,0,0,1,1,0
0,0.555556,1,0.642857,0,0,45.571429,9,3.2857,0
0,2,0,0.75,1,1,4.5,1,0.5,0
0,0.25,0,0.7,2,5,20.2,1,0.6,0
2,2,0,0.56,0,0,9.6,1,0.8,0
0,2,0,0.5,0,0,5.666667,2,1,0
3,0.733333,1,0.546875,0,0,10.0625,2,1,1
0,0.861345,2,0.194444,0,0,27.055556,7,1.5,1
0,0,1,0.666667,0,0,14.333333,4,1.3333,0
1,2,0,0.555556,1,1,82.333333,9,3.3333,1
0,0.611111,0,0.342857,0,0,13.428571,3,1.1429,0
10,0.771739,9,0.22619,0,0,44.76,29,4.68,1
2,0.857143,1,0.388889,0,0,8.833333,1,0.9444,0
0,0.766667,0,0.210938,0,0,17.1875,8,2.125,0
0,2,0,0.666667,2,2,7.333333,1,0.6667,0
0,1,0,1,2,4,26,3,1.6667,0
0,0.909091,3,0.171429,0,0,21.742857,7,1.4,1
0,0.333333,0,0.5,2,3,10.25,1,0.75,0
0,0,1,0.666667,1,1,5.5,1,0.5,0
6,0.814815,1,0.228571,1,2,13.3,1,0.8,0
0,2,0,0.571429,3,5,13.714286,3,1.4286,0
0,1.25,0,0.583333,1,2,25.666667,1,0.6667,0
0,0.666667,1,0.5,1,1,26.5,4,2,0
0,0.666667,0,0.333333,0,0,18.25,2,1,0
2,0.363636,2,0.277778,1,1,6.416667,2,1,1
1,0.970588,2,0.218638,1,5,35.3125,28,2.625,1
0,0,0,0.305556,3,7,27,6,3.1667,0
1,0,0,0.36,0,0,28.7,6,2.6,0
0,2,0,1,0,0,0,1,1,0
0,0.738636,1,0.194805,2,13,16.608696,6,1.9565,0
0,0.2,1,0.357143,1,1,29.166667,3,1.5,1
0,0.576923,0,0.267857,0,0,31.357143,6,2.7143,0
0,0.878446,3,0.178947,0,0,42.333333,13,2.5641,0
0,0.819444,1,0.179167,0,0,19.12,11,1.84,1
0,0.5,0,0.533333,0,0,20.2,3,1.4,0
0,0.866667,1,0.5,0,0,42.5,6,2,1
1,0.75,0,0.325926,1,1,25.533333,1,0.5333,1
0,0.715909,1,0.227273,0,0,35.869565,5,1.2609,1
2,1.044118,0,0.152778,0,0,20,4,1.5,1
0,0.714286,0,0.9375,0,0,36.625,5,3,1
0,0.713235,3,0.240741,2,8,16.944444,6,1.4444,0
2,0.937888,3,0.238095,0,0,12.916667,4,1.5417,0
0,1.05,0,0.555556,2,3,25,4,1.8333,0
0,0.75,1,0.333333,0,0,47,14,3.1667,1
0,0,0,0.666667,1,1,16.333333,1,0.6667,0
0,0.960246,11,0.112476,2,2,28.021739,15,1.5543,1
6,0.4,0,0.5,0,0,6.5,3,1.5,0
5,0,0,0.314286,1,3,19,3,1.5714,0
0,0.5,0,1,0,0,42,11,3.4,1
0,0,0,0.75,0,0,40,6,3,0
