@relation 'ivy-2.0_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.354rfc-0.343wmc-0.339loc-0.318npm-0.309ce... numeric
@attribute 0.489dit+0.465ic+0.451mfa+0.416cbm-0.235ca... numeric
@attribute -0.42amc-0.383avg_cc+0.299lcom3+0.293ca-0.278max_cc... numeric
@attribute 0.519dam-0.511lcom3-0.359avg_cc-0.275max_cc-0.226amc... numeric
@attribute 0.601ca+0.427cbo-0.277lcom-0.27cam-0.203moa... numeric
@attribute -0.951noc+0.128cbm-0.12lcom3-0.101max_cc+0.099ic... numeric
@attribute 0.462mfa+0.434amc-0.377cbm+0.292dit+0.271cbo... numeric
@attribute -0.424cbm-0.404ce+0.394max_cc-0.377amc+0.264dit... numeric
@attribute 0.565cam+0.419moa+0.387max_cc-0.282amc+0.274avg_cc... numeric
@attribute -0.511moa+0.487cam+0.412lcom-0.31ce+0.218amc... numeric
@attribute 0.438avg_cc+0.417lcom-0.406loc-0.336rfc+0.302amc... numeric
@attribute bug {1,0}

@data
1.966457,-1.450569,0.891461,-0.984952,-0.383903,0.008044,-0.748259,0.005194,-0.15008,0.108492,-0.018584,0
2.048745,1.0664,1.520449,-0.924135,-0.414174,-0.687873,-0.049075,-0.202109,-0.454731,-0.652477,0.10538,0
2.136926,-1.300845,0.609304,-0.931586,-0.720714,-0.038523,-0.905086,-0.077947,-0.216872,-0.074584,0.008234,0
-2.150555,-0.700853,-1.582092,-0.30213,-0.072781,0.074642,-0.93407,0.996284,-0.578628,0.356717,-0.114225,1
0.065866,-0.513488,-0.934458,1.326798,0.156375,0.419822,-0.578587,0.457644,-0.2828,0.627029,-0.259996,0
0.516088,-0.78321,-0.860197,1.070786,-0.052043,0.457234,-0.109554,-0.333269,0.329034,0.064564,-0.05471,0
2.372637,-1.475387,0.992741,-1.144252,-0.821456,-0.048483,-0.525045,-0.197643,0.523652,0.646343,-0.310502,1
2.714183,0.795873,1.610943,-0.361219,-1.428162,-0.15064,1.506405,0.111313,0.069427,0.118517,-0.56353,0
0.372471,-0.54068,-1.252275,1.013869,0.29152,-0.342798,-0.512649,0.114115,-0.093049,0.393855,-0.05581,0
2.444826,-1.510812,0.936128,-1.221404,-0.759255,-0.042235,-0.397524,-0.375085,0.591248,0.513901,-0.358255,0
-1.439598,-0.620752,-2.370843,0.048991,0.016127,0.258496,-0.324964,0.290611,0.076335,-0.194248,0.240242,1
-0.515785,-1.05852,-3.212305,-2.784983,0.083336,-0.124338,-0.511958,0.844032,0.694465,0.149847,1.675182,0
1.560299,-2.143143,1.741943,-1.41133,1.341685,0.234663,0.238836,-0.147636,0.173123,0.27483,-0.18948,0
-0.393502,-0.553245,-0.727924,1.916512,-0.074245,0.522357,-0.617193,0.226166,-0.137068,0.157669,-0.061422,0
2.399749,-1.430059,0.890627,-1.152176,-1.000585,-0.072019,-0.544886,-0.32366,0.533377,0.536098,-0.343096,0
0.772804,1.453473,0.603543,0.869757,-0.769926,0.100178,1.152463,1.23817,-0.122126,0.677352,-0.055649,1
-1.585932,-0.631681,-1.747924,0.096414,-0.470118,0.176606,-0.581164,0.638217,0.024995,0.381568,-0.02152,0
0.676002,-0.681952,-0.79786,1.535963,0.081608,0.50865,-0.349628,-0.063014,0.278832,-0.018124,-0.047474,0
1.025706,2.582536,0.14346,0.756458,-0.127189,0.414552,1.275077,0.341712,0.198872,0.551726,0.086528,0
1.036663,1.750699,0.375948,1.105787,-0.007139,0.497628,0.58805,-0.159923,0.298087,-0.511558,0.028317,0
1.999619,0.863442,0.852259,-0.245714,-0.874582,-0.078613,1.098916,0.495182,-0.479435,-0.496814,0.031666,0
-3.165653,-1.582221,0.436927,0.873877,1.177422,0.558793,0.093054,0.537232,0.060283,-0.48028,0.132013,0
-0.484991,-1.413569,0.030192,-1.586159,-0.142594,-0.060568,-0.754185,-0.21605,-1.365696,-1.064536,0.112643,0
0.023711,4.285382,-0.19874,-0.469722,0.362698,0.349827,0.730695,1.107025,0.233129,0.01394,0.741656,0
1.280246,0.041931,-0.227119,-2.290746,-0.914903,-0.36741,0.548181,0.840657,0.455924,-0.509532,0.751027,0
1.711239,-1.130971,0.173854,0.002562,-0.703551,0.151086,-0.529299,-0.282732,0.39813,-0.197788,-0.099393,0
1.821314,-1.888568,1.403055,-1.272193,0.718795,0.151654,-0.094558,-0.099494,0.116345,0.246031,-0.133345,0
0.277027,4.298685,0.763168,0.178251,0.462039,0.659279,0.133501,-0.091056,-0.053441,0.289655,0.274355,0
2.981632,1.404489,2.224117,-0.999074,-1.563835,-0.322737,1.814982,0.618594,-0.068036,-0.084177,-0.273627,0
0.280406,-0.947836,-0.390016,1.971575,-0.464363,0.595392,-0.212733,-0.430332,0.792189,-1.074861,0.514567,0
0.665296,-0.498635,-1.126306,1.287848,-0.223908,0.508977,0.369235,-0.739827,-0.126717,1.088601,-0.601188,0
2.532913,-1.457961,0.86741,-1.183914,-0.85864,-0.055431,-0.476757,-0.320953,0.581685,0.540277,-0.329454,0
0.325771,-0.605716,-2.028508,0.388984,0.396752,0.315331,-0.452311,0.712341,0.955666,0.409896,0.152559,0
0.806553,0.877075,0.121502,0.752094,-0.770595,0.219246,1.589116,-0.012406,-0.051782,-1.046784,0.416209,0
-4.671764,2.269407,-1.804531,-1.823505,0.044039,-0.967793,0.298192,1.233404,0.554684,-0.490932,-1.422326,0
1.075223,0.951465,0.163743,0.695517,-0.572031,0.18321,1.352704,0.231806,-0.282673,-0.815613,0.264032,0
0.684444,-0.838688,-0.408948,1.637743,0.523868,0.601095,-0.162415,-0.12298,0.152308,0.037712,-0.067233,0
2.490881,-1.457865,0.864652,-1.194566,-0.89699,-0.060534,-0.465002,-0.375421,0.579216,0.500377,-0.351263,0
0.066095,2.909391,0.323668,0.805773,0.635297,0.665194,-0.573178,0.2373,-0.637222,-0.197126,0.472913,0
0.832086,-1.411566,0.838008,0.053811,-0.046726,0.251809,-0.581803,-0.014451,-0.022631,-0.193064,0.166107,0
2.257829,-1.552742,1.051849,-1.222615,-0.72035,-0.034102,-0.380787,-0.372754,0.561471,0.52922,-0.377014,0
2.719021,-0.066793,2.22988,-0.943691,-0.722529,-0.123265,1.466383,-0.001526,0.186943,0.064516,-0.628007,0
2.433991,-1.457147,0.895314,-1.180137,-0.914159,-0.061667,-0.488068,-0.349463,0.559238,0.521329,-0.34922,0
-4.413987,-1.036894,-0.055106,1.445857,-1.178653,0.28432,-0.850238,0.518973,0.067892,-1.410868,-0.151978,1
1.95197,-1.657416,1.082211,-1.171524,0.039645,0.062801,-0.373665,-0.2007,0.064245,0.110562,-0.138254,0
0.83995,1.74819,-0.14237,1.066466,-0.240041,0.198413,1.374541,1.09465,-0.813365,-0.147872,0.262459,0
-0.863778,-1.16089,-1.127626,-0.549046,1.014738,0.25527,-0.349667,0.694778,0.213996,-0.091411,0.17056,0
1.124922,0.230657,-0.639565,0.920965,0.066852,-1.170394,0.520108,-0.083193,0.435617,0.422011,-0.088357,0
-2.092538,-0.508898,-4.006192,-1.287195,0.52824,0.346246,1.143158,-0.208378,-1.354309,1.425959,0.773368,0
1.286265,-0.579583,-0.498947,1.607934,0.046222,0.481584,-0.442065,-0.011798,-0.099635,0.551538,-0.350152,0
1.037025,1.512932,0.484864,0.87572,-0.664377,0.114489,1.285997,1.160427,-0.039369,0.522802,-0.054368,1
2.457019,-1.430674,0.859576,-1.166718,-0.983027,-0.070817,-0.521807,-0.349631,0.553222,0.514568,-0.345724,0
2.091277,-1.282099,0.802057,-0.678517,-0.501426,-0.72009,-0.722562,-0.486101,-0.460813,-0.23562,-0.207402,0
0.200804,1.529917,-1.627058,0.112916,0.255059,0.415482,0.217689,0.418213,1.018021,0.392386,0.562257,0
0.675499,-0.710216,-0.87048,1.774863,-0.103183,0.546543,-0.317528,-0.207822,0.614691,-0.478855,0.160635,0
1.021615,-1.718371,0.527708,-1.480427,0.947608,0.144732,-0.336941,0.161939,-0.717779,-0.267184,0.504671,0
2.467853,-1.484338,0.90039,-1.207985,-0.828123,-0.051384,-0.431263,-0.375253,0.585232,0.507139,-0.354759,0
2.168495,0.611798,1.347501,-1.009001,-1.120289,-0.245099,0.941784,0.443761,-0.593491,-0.752559,0.038323,0
2.102901,1.758176,1.699914,-1.574064,-0.584887,0.185188,-0.500316,-0.710655,0.493243,-0.057802,0.036226,0
-2.639241,2.40356,-0.17516,-0.542726,0.523343,0.355292,-0.737521,1.035193,-0.028542,0.186237,0.022422,0
0.546476,-0.744092,-1.00605,1.036438,0.074098,0.451757,-0.110037,-0.076253,0.394209,0.22254,-0.055726,0
-2.233711,-0.959032,1.11508,0.798143,1.081106,0.431513,-0.147591,1.057353,-0.880797,0.001073,0.127313,0
1.425519,2.029155,0.710406,-1.363468,-0.693751,0.300573,0.556657,-1.090041,1.531656,0.244783,0.045705,0
1.316489,0.759177,-0.025756,1.67685,-0.001484,-1.84305,1.174646,-0.201827,0.626842,-0.091236,-0.037732,0
2.82607,0.59817,1.926989,-0.932691,-1.569384,-0.256101,1.448235,0.003497,0.024372,-0.111924,-0.503991,0
0.456924,-0.772769,-0.783899,1.463163,-0.149087,0.493692,-0.226349,-0.258321,0.388342,-0.402967,0.074899,1
1.086437,-1.511788,0.927419,-0.863861,0.102882,0.076818,-0.893085,-0.005387,-0.962906,-0.691705,0.220173,0
-2.10024,-0.973598,-1.450895,0.394631,-0.299277,0.295,0.00386,-0.399071,0.326453,-1.378578,-0.051889,0
1.119886,1.475658,-0.054779,1.674154,0.737858,-1.556855,0.010145,-0.499485,0.342928,0.310013,-0.014873,0
-1.02279,1.977166,-0.381356,0.124884,0.164802,0.228536,0.11158,1.114697,-0.651043,0.088813,-0.274909,0
0.719453,-0.698756,-1.069469,1.583152,-0.140135,0.502459,-0.357211,0.013475,0.921999,-0.29719,0.222801,0
1.167686,2.379046,0.572205,0.118003,-0.160625,0.255548,0.736916,0.552801,-0.389782,-0.249115,0.418144,0
1.538442,0.942226,0.384027,0.331992,-0.900821,0.095754,1.570298,0.137473,-0.076866,-0.483255,0.151136,0
2.214991,0.718442,1.47322,-1.221551,-0.714363,0.027049,-0.098499,-0.368714,0.045477,-0.306591,-0.122924,0
1.403088,2.773975,1.6301,-1.773039,-0.473501,0.078731,-0.2354,0.210284,-0.165909,-0.475414,0.586766,0
1.35062,-0.503997,-1.168725,1.545021,0.044354,0.51707,-0.109888,-0.192374,0.649234,0.783178,-0.329606,0
2.490881,-1.457865,0.864652,-1.194566,-0.89699,-0.060534,-0.465002,-0.375421,0.579216,0.500377,-0.351263,0
0.588864,3.182644,0.354953,0.394629,0.121969,0.376352,0.992605,0.677082,-0.088942,0.171435,0.244797,0
1.567798,1.625487,0.248312,1.714655,-0.448375,0.328818,1.949917,0.617748,0.84774,0.002649,-0.124776,0
0.997505,0.385992,0.364477,1.086556,0.760792,0.384485,1.015574,0.692637,-0.266436,-0.216354,0.012427,0
1.845807,0.973169,1.247609,-0.257912,-0.589168,0.232915,0.456226,-0.541453,0.65142,-0.4682,-0.124576,0
0.245133,-0.924195,-0.587485,0.664053,-0.153266,0.411319,0.028397,-0.915018,-0.527309,-0.549675,-0.049703,0
-0.578867,2.141584,-0.035355,0.071742,0.276918,0.409039,0.493046,-0.038947,-1.266146,0.349264,-0.144106,0
-3.63386,-1.037295,-4.716572,-4.797404,-0.625846,-0.432821,1.179324,-0.248887,0.311792,0.660946,0.217592,0
-10.794801,-1.40459,0.844063,-0.217177,-2.946983,-0.449704,-0.036823,-0.126307,-0.796926,0.363032,-1.975955,1
-2.72055,-0.607322,-3.106411,-2.264625,-0.094615,-0.087565,0.925683,-0.231181,-1.826097,1.039506,-0.772695,1
-0.683996,-0.661115,-1.835256,0.201666,0.226632,0.239493,-0.218129,0.664715,0.362456,0.1659,-0.210479,1
2.448581,-1.546968,0.989335,-1.231481,-0.626283,-0.025257,-0.359188,-0.324986,0.59925,0.56135,-0.345312,0
-14.930091,-1.457391,2.302572,-0.421686,-2.375491,-0.269627,-0.180679,0.889411,1.641993,-0.066995,-1.572496,1
2.188198,-1.820665,1.39485,-1.347903,0.109329,0.072933,-0.040265,-0.24742,0.641417,0.690606,-0.361791,0
0.860252,0.915059,-0.888221,1.438323,0.310232,-1.162639,0.569767,0.675657,-0.052116,-0.06546,0.180411,0
0.815276,1.075677,0.137276,2.47842,0.151886,-1.746358,1.132051,0.108952,0.16065,-0.166554,-0.197634,0
-0.400571,0.380654,-1.223481,0.283068,0.031608,0.072804,0.0334,1.443842,-0.130183,0.038814,-0.287959,0
1.626981,-1.736604,1.163585,-1.121565,0.517425,0.126602,-0.39306,-0.071297,-0.295139,-0.15381,0.016215,0
1.325361,0.631444,-0.077812,1.882923,-0.074427,0.458644,1.292156,0.141089,0.695937,-0.134391,-0.236689,0
-1.281689,5.317752,0.500331,-0.889024,0.791705,0.49806,-0.547531,1.144518,0.31525,0.018344,0.484734,0
0.957256,0.713677,-0.148012,1.8396,-0.143122,-1.066653,1.102627,-0.104678,0.429102,-0.836581,0.292942,0
-5.69401,-1.357688,-1.317269,-0.614556,-1.016369,0.003808,0.406306,-0.493404,0.945326,-2.539326,-1.20352,1
-0.423321,-0.556052,-1.06823,1.390322,0.420555,0.482992,-0.386198,0.151554,-0.474856,0.213013,-0.346674,0
0.796907,0.716946,-0.300019,1.720188,-0.173973,-1.055262,1.303665,-0.298761,0.30164,-0.768818,0.329013,0
-0.533304,2.857862,0.634599,0.654227,1.180081,1.181192,-2.017035,-1.982912,0.367224,-0.060865,0.066339,0
1.622831,-0.937546,0.210408,0.64585,0.478139,-1.876536,-0.5701,-0.529407,-0.340225,0.084228,-0.046495,0
2.059303,1.221969,0.932086,1.015914,-0.75011,0.110462,1.248212,0.620518,-0.391421,-0.02553,-0.384491,0
2.344881,-0.122474,1.197658,-0.990527,-1.169343,-0.198474,0.327631,0.239586,-0.125482,-0.247236,-0.13052,0
2.202758,-1.382442,0.756552,-1.021894,-0.700813,-0.034879,-0.738501,-0.142983,0.041894,0.151555,-0.108058,0
2.32283,0.111497,1.272141,-0.901935,-1.038436,-0.199175,0.556572,0.320414,-0.395499,-0.572566,-0.08923,0
0.89729,-1.288128,-0.222066,-1.482629,-0.627087,-0.02432,-0.423399,-0.691348,-0.971155,-0.579603,0.304557,0
-0.332217,-0.465271,-2.598226,0.530184,0.197821,0.529123,0.729209,-0.850242,-0.251997,0.63918,0.23207,0
1.173659,-0.656787,-0.587226,1.555934,-0.230599,0.464677,-0.459466,-0.202613,0.154661,-0.053387,-0.091726,0
-9.747545,-1.14834,-3.447285,-2.934146,-0.977244,-0.407247,1.390994,-0.319518,0.446515,-1.218502,-3.000489,1
2.238145,1.396514,0.44466,1.784612,-0.760692,0.307338,1.965786,0.147063,0.895692,0.811003,-0.834278,0
2.540691,-1.441075,0.846382,-1.177803,-0.901754,-0.061854,-0.494144,-0.325656,0.575186,0.534303,-0.331328,0
-4.780476,1.402512,-2.973622,-2.213393,-0.452792,-0.05953,0.690716,0.002709,0.833122,-0.282423,-1.558277,1
1.885779,0.509337,1.162611,-0.930449,-1.013854,-0.222833,0.540491,0.61185,-0.947095,-0.758633,0.186211,0
1.84368,-1.408673,0.721385,-0.998271,-0.513423,-0.008662,-0.763513,-0.248654,-0.294463,-0.287883,-0.031652,0
1.375964,-1.239963,0.577689,-0.620813,-0.168081,-1.424123,-0.897467,-0.631101,-0.983385,-0.774846,0.111557,0
-3.374876,-0.565791,-3.712852,-1.073868,0.101161,0.130798,0.646438,0.325988,0.346755,0.181535,-0.46019,0
-0.664317,-1.138114,-1.459663,-2.282369,-0.896349,0.054582,1.119117,-2.119685,-2.534966,-0.012802,0.320549,0
0.051058,0.193991,-1.177778,0.716259,0.00917,-0.478195,0.446284,0.246682,-0.043045,-0.277559,0.124701,0
0.17689,-0.50759,-1.049826,1.698785,-0.008563,0.511359,-0.533341,0.170075,-0.283766,0.073208,0.072209,0
-0.426552,-0.862965,-1.200816,-0.410087,0.399114,0.117905,-0.610752,0.785204,-0.359301,-0.187661,-0.194037,1
0.512222,1.619905,-0.002212,0.723966,-0.576153,0.051281,1.029515,1.500322,-0.399265,0.149928,0.064475,0
-2.523519,-0.618871,-3.434242,-0.269282,-0.669678,0.747053,3.362482,-3.862082,-2.095843,0.682083,0.380498,0
1.485069,-1.232292,-0.638452,-1.719966,-0.445758,-0.106829,-0.859633,0.286788,-0.206635,-0.193059,0.69111,0
0.220073,0.188488,-0.710115,0.722851,0.770652,0.619947,-1.159031,0.080969,0.128865,0.527217,0.171833,0
0.626334,-0.599066,-0.765454,1.589818,-0.120046,0.460897,-0.619759,0.200921,0.093622,0.088331,0.026365,0
-3.121136,3.429604,0.307736,-0.491196,-0.016434,0.316986,-0.783865,0.986224,-1.152597,0.982892,-0.166165,0
-0.179182,1.14918,-0.259318,1.433636,0.403662,-0.842407,-0.209144,-0.438359,0.17326,-0.885079,0.5121,0
-2.446146,1.462036,-1.158384,-0.909285,0.643374,0.290343,-0.409129,0.383841,0.298408,0.277306,-0.736326,0
-11.325728,-3.32438,3.880406,1.623389,-0.719487,0.55348,1.22847,-0.635178,2.088274,-3.140977,0.535326,0
0.098786,3.208396,-0.082921,0.233576,1.323194,0.978513,-1.305526,-1.250987,0.523308,0.203489,0.003235,0
-1.57945,-1.560998,0.469575,1.057944,1.59498,-0.112613,-0.038491,0.435599,0.324797,-0.910391,0.405659,1
2.070862,-1.561206,0.956727,-1.114504,-0.171722,0.034033,-0.504025,-0.151438,0.042167,0.124203,-0.107832,0
-3.555762,-1.103933,-0.541119,0.689191,-0.186181,0.318993,-0.339197,0.283924,-0.226388,-0.867735,-0.102235,0
-6.874691,-1.507454,1.544947,1.740884,-1.406719,-2.035071,-0.460788,-0.831544,-0.099672,-0.956441,0.346185,1
1.20898,1.574455,1.096204,-1.802609,-0.218272,0.199801,-1.043811,-0.425044,0.030122,-0.450458,0.536564,0
1.049898,-0.673811,-0.652991,1.753112,0.121979,0.56266,-0.239424,-0.204297,0.272369,0.107506,-0.105162,0
1.753697,0.867276,1.390562,-0.311589,-0.313697,0.269513,0.591183,-0.540783,0.675484,-0.441153,-0.13856,0
-0.217707,1.659747,0.629575,0.371055,-0.483162,0.264065,-0.240968,0.69075,-0.434471,-0.284472,0.238593,0
2.398771,-1.563758,1.007605,-1.248243,-0.621519,-0.023936,-0.330046,-0.37475,0.60328,0.527424,-0.365246,0
-6.313299,-1.539419,0.64844,1.088409,-0.959511,0.201357,-0.331229,0.794503,0.496017,-0.882796,0.056525,1
0.573799,-0.621197,-0.413584,2.017179,0.978327,-3.090968,-0.663252,-0.682746,-0.132501,-0.331016,0.33099,0
1.860595,-1.618524,1.038164,-1.092618,0.105699,0.07127,-0.500216,-0.075935,-0.14468,0.006557,-0.033717,0
-0.439595,-0.119116,-0.83294,0.501534,1.514266,0.71456,-0.633639,0.14496,0.781822,0.045038,0.252905,0
1.09341,-1.520384,1.02686,-0.82293,0.161852,0.08483,-0.938924,0.182874,-0.950043,-0.481974,0.263308,0
-3.091934,4.381189,1.984307,0.207148,0.071248,0.736511,-1.963965,0.249608,-0.890962,1.536729,0.228591,0
0.244903,-0.806234,-0.85897,0.109819,-0.171358,0.325378,0.19492,-0.880968,-1.285652,0.19753,-0.210625,1
