@relation xalan-2.4_deleteColumns-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R6

@attribute noc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute avg_cc numeric
@attribute bug {1,0}

@data
0,0,1,21,0,1,1,0.934211,0.285714,7,19.285714,1.1429,0
0,223,2,2,0.634483,0.6,0,0,0.2,0,14.166667,1.0667,0
0,54,2,9,0.9,1,0,0.926174,0.21875,5,7.384615,0.9231,0
0,0,0,0,2,0,0,1,1,0,4,0,0
0,0,1,33,0.142857,1,1,0.933962,0.270833,4,29,1.875,0
2,21,3,5,2,0,0,0,0.306122,0,0.857143,0.8571,0
0,21,0,1,1,1,1,0,0.5,0,3,0.8571,0
0,8,4,16,0.75,1,2,0.899281,0.18125,10,15.0625,1.4375,0
0,76,6,22,0.8,0.8,2,0.558824,0.215909,1,44.6875,4.125,0
0,117,1,10,0.5,0.5,0,0.802721,0.150538,20,28.032258,3,1
0,3,1,2,2,0,0,0.5,0.555556,0,7,1.3333,0
7,36,15,8,2,0,0,0.789474,0.285714,7,4.666667,1.1111,0
0,231,20,2,2,0,0,0,0.30303,0,0,1,0
0,8,3,5,0.875,0.5,1,0.904762,0.44,0,38.2,1.2,0
0,3,0,20,0.4,1,1,0.918033,0.305556,6,29.333333,1.6667,0
0,45,53,0,1.111111,0,0,0,0.4,0,0,1,0
3,0,3,16,0.25,1,2,0.969697,0.366667,14,28.4,1.2,0
0,190,17,39,2,0,0,0.634615,0.245,2,13.4,1.4,0
0,15,3,4,2,0,0,0.863636,0.388889,3,8.666667,0.5,0
0,607,1,29,0.9,0,2,0.357143,0.194595,0,47.473684,3.7632,0
0,15,1,6,0.833333,0.5,0,0,0.233333,0,25.714286,0.8571,0
0,32,4,17,1.025,0,1,0.967611,0.351852,7,28.666667,1.5556,1
0,1,0,1,0.5,0,0,0.97619,1,0,165,0.3333,0
0,0,1,1,2,0,0,1,1,0,3,0,0
29,3056,91,17,0.913655,0.75,3,0.567708,0.090336,12,14.083333,1.5595,1
0,45,5,1,2,0,0,0.666667,0.8,14,13.3,1.1,1
0,91,4,0,2,0,0,0,0.27381,0,0,1,0
0,714,4,4,0.629167,0.875,0,0,0.219262,0,22.639344,2.2131,0
1,2497,86,23,0.933784,1,9,0,0.093333,0,41.893333,2.2667,1
0,309,4,44,0.84755,1,6,0,0.1625,0,96.8,5.6667,0
1,0,4,0,0.382353,1,0,0,0.916667,0,24.222222,1.8889,1
0,10,0,2,2,0,0,0,0.6,0,38.6,2,1
1,2,1,0,0.666667,1,0,0.942857,0.666667,3,93,1.75,1
0,0,1,37,0.083333,1,4,0.969697,0.458333,7,138.5,3.5,1
7,819,133,15,0.95393,0.111111,0,0.428571,0.120879,8,9.857143,1.1667,0
0,6,12,2,2,0,0,0,0.5,0,72.75,2,1
2,0,5,1,0.6,0,1,0,0.35,0,81.8,3.4,0
0,1,0,5,2,0,0,0.979592,0.75,6,6.5,0.5,0
0,0,2,0,0.666667,1,0,0,0.5,0,5.25,0.75,0
0,6,0,8,0.65,0.4,0,0.941176,0.4375,7,48.6,1.2,0
0,0,0,4,0.333333,1,0,0,0.333333,0,58,3.75,0
0,1,0,0,2,0,0,0,1,0,2.5,0.5,0
0,4,0,20,0.25,1,2,0.96,0.4,14,23.8,0.8,0
28,55,38,2,0.807692,1,0,0,0.404762,0,8.571429,1.2143,0
1,440,6,4,0.79321,0.722222,3,0,0.289189,0,20.243243,2.2162,1
2,6,11,6,2,0,0,0.959459,0.4375,4,0.75,0.75,0
0,4,1,3,1.095238,0.428571,3,0,0.428571,0,87.25,3.5,0
0,0,2,2,0,0,1,0.740741,0.416667,1,4.75,0.875,0
0,3,0,14,2,0,0,0.979592,0.444444,13,24,1.3333,0
0,66,2,9,0.952899,0.043478,7,0,0.266667,0,150.846154,3.2308,1
0,3,3,2,0.86,0.4,1,0,0.666667,0,46,0.6667,0
0,0,1,0,2,0,0,0,1,0,9,0,0
0,1069,51,25,0.939909,0.944444,11,0.853659,0.07913,6,18.44,1.6,0
0,6,1,5,2,0,0,0.959459,0.5,12,8.75,0.75,0
0,0,1,7,0,1,0,0.8,0.45,0,8,1.25,0
0,4,0,0,0.625,1,0,0,0.25,0,30,1.8,0
0,36,0,1,2,0,0,0,0.111111,0,6.666667,1,0
0,19,4,6,0.833333,1,1,0.444444,0.333333,0,4.428571,0.7143,0
0,1,1,9,2,0,0,0.978261,0.666667,1,18.5,0.5,0
0,16,6,7,0.571429,0,1,0.966507,0.3,4,11,1.125,0
1,79,6,21,0.735294,0.5,1,0.920188,0.136752,6,26.111111,1.2778,1
0,0,0,9,0.76,0.4,0,0.615385,0.375,6,82.333333,2.3333,1
0,2145,74,3,1.015385,0,0,0,0.277056,0,0,1,0
0,0,2,3,0.710938,1,2,0,0.341176,0,20.588235,2.1176,1
3,26,9,4,0.942857,0.8,0,0,0.339286,0,9.75,0.75,1
0,0,1,0,0.65,1,0,0,0.444444,0,7.833333,0.8333,0
0,1,5,0,2,0,0,0,1,0,0,1,0
1,1,1,5,2,0,0,1,0.6,0,4.5,0,0
0,0,3,4,2,0,3,0,1,0,71,0,0
0,0,8,0,2,0,0,0,1,0,0,1,0
0,21,0,4,2,0,0,0,0.380952,0,21.571429,2.5714,0
0,1,0,0,1,1,0,0,1,0,18,0.5,0
0,28,1,16,2,0,0,0.888889,0.475,8,66.875,0.875,1
1,0,8,1,0.392857,0,0,0.62963,0.311111,2,22.666667,2,0
0,0,2,6,0.5,0.5,1,0,0.380952,0,23,0.8333,1
0,0,1,0,0.45,1,0,0,0.606061,0,24.636364,2.1818,0
0,0,0,17,0,1,1,0.979592,0.444444,13,19.333333,0.6667,0
0,55,1,2,2,0,0,0.804348,0.363636,0,6.181818,0.8182,0
0,4,0,31,0.5,1,1,0.933333,0.333333,6,49.4,1.6,0
0,6,0,7,0.916667,1,0,0.971831,0.325,2,6.6,0.8,0
0,0,0,1,2,0,0,0,1,0,0,1,0
0,0,0,14,0,1,1,0.934211,0.305556,8,15.666667,0.8333,0
0,0,3,0,0.4875,1,0,0,0.264706,0,16.647059,1.2941,0
0,4,2,22,1,1,1,0.9375,0.4,6,97.6,4.4,0
0,0,1,3,0.428571,0.5,1,0.588235,0.34375,5,11.875,1.125,0
0,3,0,11,2,0,0,0.99,0.533333,5,11.333333,0.3333,0
0,5,2,0,0.8,0,0,0.642857,0.444444,0,6,0.8333,0
1,30,2,13,0.583333,1,2,0.943925,0.230769,6,28.692308,1.6923,0
0,1,0,5,2,0,0,0.982143,0.75,7,4,0.5,0
0,6,2,4,2,0,0,0,0.4,0,38.25,0.75,0
0,0,3,1,0.25,1,1,0,0.464286,0,60.142857,1.4286,0
0,173,2,8,0.857143,0.875,4,0.775281,0.232804,30,98.181818,1.1364,0
0,219,1,0,0.972789,0.142857,0,0,0.227513,0,101.136364,3.4091,0
0,0,10,1,2,0,0,0,0,0,0,0,0
1,4474,51,14,0.941667,0.96,14,0,0.151442,0,19.463918,2.1031,0
0,0,1,15,0.730769,1,2,0.914286,0.234694,8,10.357143,1.2143,0
0,10,1,15,2,0,0,0.941176,0.5,8,36.2,0.8,0
0,0,1,7,0.883142,1,1,0.954545,0.211111,8,100.5,3.4,1
0,0,0,0,2,0,0,0,1,0,0,1,0
0,300,1,2,0.879252,0.857143,1,0.942149,0.344828,5,25.241379,1.5172,0
0,6,0,8,2,0,0,0,0.25,0,371.5,22,1
0,1,0,7,2,0,0,1,0.75,0,18.5,0,0
1,315,12,5,0.884444,0.888889,6,0,0.22,0,41.692308,4.9615,0
0,0,0,0,2,0,0,0,1,0,0,1,0
0,0,1,1,0,1,0,1,0.777778,0,14.666667,0,0
0,1,1,4,1,1,0,0.975904,0.466667,0,6.666667,0.6667,0
0,1,0,8,2,0,0,0.989691,0.625,4,5.5,0.5,0
0,1,0,12,2,0,0,0.989691,0.6,5,14.5,0.5,0
0,0,1,13,0.5,1,1,0.903226,0.285714,5,15.571429,1.4286,0
0,3,0,4,2,0,0,0.95,0.5,6,2,0.6667,0
0,1,0,5,2,0,0,0.982143,0.75,8,20,0.5,0
0,1,0,6,2,0,0,0.979592,0.75,6,10.5,0.5,0
0,903,0,4,1.02381,0,0,0,0.168605,0,29.651163,1.2791,1
0,29,5,4,0.825,1,0,0.951456,0.340909,5,9,1,0
0,0,0,3,0.666667,1,1,0.526316,0.35,5,10.7,1.3,0
1,15,2,9,0.333333,1,0,0.972222,0.5,1,39.142857,0.8571,0
0,0,2,22,0.64,1,3,0.879518,0.204545,7,33.090909,4.8182,0
0,0,4,9,0.887195,1,2,0,0.190476,0,12.428571,1.1429,1
0,3,4,3,1,1,0,0,0.5,0,21.666667,1.3333,0
0,0,3,0,2,0,0,0,1,0,0,1,0
3,155,20,24,0.828571,0.8,2,0.907407,0.168182,15,16.181818,1.0909,1
0,0,2,0,2,0,0,0,1,0,15,0,0
0,6,0,19,2,0,0,0.949153,0.4,3,22,0.75,0
0,0,1,12,0.2,1,0,0.918033,0.333333,3,7,1.1667,0
0,1,0,1,0.5,0,0,0.97619,1,0,197,0.3333,0
0,45,1,5,2,0,0,0,0.5,0,10.6,0.9,0
0,214,88,10,0.891667,1,1,0,0.185455,0,18.36,2.2,0
0,0,2,1,0.5,1,0,0,0.555556,0,19.666667,0.6667,0
0,69,90,2,0.836735,1,0,0,0.333333,0,28,2.5333,0
1,276,1,3,2,0,0,0,0.298611,0,1.166667,0.9583,0
0,335,6,5,0.667917,0.923077,1,0,0.125397,0,19.52381,1.2857,0
0,15,2,20,0.825,0.5,2,0.951456,0.191919,9,13.909091,1.0909,0
0,0,0,20,0.62963,0.666667,2,0.898734,0.269841,9,34.6,2.4,0
0,243,1,7,0.693333,1,2,0,0.258242,0,6.769231,0.9615,1
15,0,25,8,0.3,0,1,0.791667,0.345455,4,9.181818,1.5455,0
0,932,24,40,0.568182,0.6,1,0.328125,0.175926,0,25.4,1.2222,1
0,0,4,0,0.513889,1,0,0,0.394737,0,12.263158,1.2105,1
0,508,6,5,0.7375,0.85,12,0,0.151562,0,34.169231,1.8462,0
0,0,0,3,0,0,1,0.966667,0.5625,0,15.25,0.25,0
0,0,0,1,0.472222,1,1,0,0.4,0,16.6,1.6,0
0,27,1,8,0.596154,0.05,0,0,0.162393,0,51.5,1.5,0
0,3,1,21,2,0,0,0.974359,0.5,3,49.666667,3,0
0,17,1,24,0.888889,1,1,0.903226,0.309524,4,32.428571,1.7143,0
1,8,2,9,0.428571,0,1,0.901408,0.375,22,25.625,2.5,1
0,0,3,0,2,0,0,0,0,0,88,0,0
0,6,0,10,2,0,0,0.96,0.5,8,19.25,0.75,0
0,0,1,4,0,0,1,0.966667,0.4,0,15.2,0.2,0
0,3,0,11,2,0,0,0.96,0.47619,6,55.333333,3,0
0,18,2,10,0.78125,0.25,6,0.954286,0.269841,20,41.666667,2.8889,0
0,1,2,0,1,0,0,0,0.5,0,19,0.3333,0
2,2539,38,17,0.966051,0.913043,4,0.728625,0.073443,19,14.040541,1.8378,0
0,3,0,15,1.5,1,0,0,0.533333,0,108.333333,0.6667,1
2,1,7,5,2,0,0,0.986111,0.5,0,21,1.5,0
0,0,0,5,0,1,1,0.909091,0.555556,7,18.333333,1.3333,0
0,0,2,19,0.25,1,1,0.933333,0.314286,4,15.4,0.8,0
0,0,1,8,0.076923,1,1,0.941704,0.295918,3,11.357143,0.9286,0
0,0,2,23,0.5,1,3,0.934211,0.285714,8,46.5,2.5,0
0,0,2,8,0,1,0,0,0.583333,0,50.5,0.5,0
0,15,8,32,2,0,0,0.938272,0.305556,15,60.5,2.8333,0
0,0,1,3,0.75,0,2,0,0.158508,1,13.030303,1.303,0
1,5671,2,1,2,0,0,0,0.19107,0,5.056075,0.9907,0
0,0,3,2,2,0,0,0,1,0,0,1,0
0,3,1,5,2,0,0,0.990698,0.583333,2,9,0.6667,0
0,2,2,4,0.666667,1,0,0.975904,0.466667,0,5.75,0.5,0
0,1275,11,25,1.02,0,0,0,0.181373,0,40.823529,3.3333,1
0,1,6,1,2,0,0,0,1,0,0,1,0
0,0,0,5,0,0,1,0,0.666667,0,9.333333,0.6667,0
5,942,87,36,0.911765,1,6,0,0.163993,0,16.884615,1.75,0
0,351,14,36,2,0,0,0.57377,0.20202,3,17.666667,1.7778,0
0,3,1,5,2,0,0,0.953488,0.833333,6,13,0.6667,0
0,3,27,0,2,0,0,1,0.555556,0,4.333333,0,0
0,1,21,2,0.553571,1,1,0,0.383333,0,30.933333,2.4667,0
0,0,4,10,0.679426,0.454545,2,0,0.163793,0,58.793103,1.4828,1
0,3,0,0,2,0,0,0,0.611111,0,0,1,0
0,878,20,22,0.820513,0.692308,5,0.088235,0.126116,1,25.453125,1.3906,1
0,1009,2,1,0.966667,0,0,0,0.190217,0,4.195652,0.9783,0
0,10,8,0,2,0,0,0,0.2,0,16,3,0
1,0,3,3,0.333333,0.666667,1,0,0.475,0,42.4,0.8,0
1,0,1,6,0.333333,1,1,0.823529,0.5,4,39.25,3.25,0
0,1,4,4,1,1,2,0,0.583333,0,57,0.5,0
0,36,0,0,1.125,0,0,0,0.555556,0,0,1,0
0,8,3,1,1,0,0,0,0.6,0,20.2,3,0
0,21,6,38,0.588235,1,0,0.811111,0.238095,9,48.777778,4.0556,1
0,0,0,17,0.625,1,4,0.926829,0.309524,4,20.285714,1.7143,0
0,1,1,3,2,0,0,0.97619,0.75,1,5.5,0.5,0
0,3,1,2,2,0,0,0.5,0.555556,0,6.333333,1.3333,0
0,6589,67,56,0.939696,0.714286,18,0.097015,0.05765,2,25.162602,1.3821,1
0,0,1,1,0.694444,0,1,0,0.4,0,11.692308,1.6923,0
0,10,1,4,2,0,0,0,0.25,0,5,0.8,0
0,0,2,2,0.166667,1,0,0,0.342857,0,15.714286,0.7143,0
0,36,0,3,2,0,0,0,0.333333,0,21.666667,2.6667,0
21,115,79,24,0.838235,1,3,0.760563,0.285714,2,12,1.4444,0
1,2,1,5,0.625,0.5,1,0.823529,0.5,4,20,2.2,0
0,54,0,5,0.454545,1,1,0,0.533333,0,10.5,0.8333,0
0,3,2,30,0.6,1,2,0.918033,0.361111,5,51,2.6667,0
1,53,10,3,0.8,1,0,0.705882,0.327273,5,10.272727,1.4545,0
0,26,1,7,0.571429,1,1,0.936364,0.4375,8,23.875,1.875,1
0,0,0,25,0,1,4,0.979592,0.444444,13,61.333333,1.3333,0
0,1,0,5,2,0,0,0.982143,0.75,7,16.5,0.5,0
0,0,2,2,0.166667,1,1,0,0.75,0,17.5,1,0
2,3,3,1,2,0,0,0.972603,0.666667,0,1,0.6667,0
0,3,4,0,2,0,0,0,0.666667,0,0,1,1
0,6,0,0,2,0,0,0.963855,0.625,0,4,0.75,0
0,6,1,8,1,1,0,0.952381,0.4,4,6,0.75,0
0,181,2,0,0.979798,0,0,0,0.25,0,137.652174,3.913,0
0,11,0,15,0.911111,0.866667,0,0.545455,0.351852,0,76.142857,1,1
0,0,1,9,0.559524,1,1,0.6875,0.25,2,19.363636,0.9091,0
0,0,4,3,0.520833,0.5,1,0.890909,0.253333,1,5.36,1,0
0,0,1,13,0.066667,0.866667,6,0,1,0,133,2,1
1,58,10,3,0.666667,0,0,0,0.307692,0,18.923077,2,0
0,211,14,35,0.619048,1,0,0.622642,0.215909,4,19.5,1.3182,0
0,4,1,4,0.484848,0.333333,0,0.921875,0.25,15,11.083333,1,0
4,27,119,6,0.888889,1,2,0.898734,0.288889,0,6.9,0.8,0
0,3,0,1,1.5,1,0,0,0.333333,0,40,2.6667,0
0,0,0,1,2,0,0,1,1,0,5,0,0
5,3,7,7,0.4,1,1,0.969697,0.366667,4,9.666667,0.8333,1
1,0,4,2,0.214286,1,0,0.666667,0.5,6,11.875,1.125,0
0,22,37,5,0.416667,0,0,0.865854,0.182692,22,22.538462,2.3077,1
0,1,2,2,2,0,0,1,0.833333,0,5,0,1
0,0,2,3,0.333333,1,0,0.986486,0.5,0,4.5,0.75,0
0,351,8,42,2,0,0,0.57377,0.20202,3,13.555556,1.6296,0
0,210,15,32,2,0,0,0.622642,0.238095,4,20.428571,1.4762,1
0,0,1,3,0,1,1,0.966667,0.75,0,11,0.5,0
0,1,0,1,0.5,0,0,0.97619,1,0,198.333333,0.3333,0
0,1,0,1,0.5,0,0,0.97619,1,0,197,0.3333,0
0,1,0,6,2,0,0,0.982456,0.75,6,17,0.5,0
0,0,8,2,0.269231,1,1,0.785714,0.410714,1,22.571429,1.6429,0
0,0,19,1,0.62963,0.0625,1,0,0.242798,0,58.285714,3,1
0,1,0,6,2,0,0,0.982456,0.75,6,16,0.5,0
0,547,12,8,0.918293,0.4,0,0.837607,0.233062,0,23.428571,2,1
0,3,2,5,2,0,0,0.952381,0.555556,1,6.666667,0.6667,0
0,375,1,2,0.780488,1,0,0,0.226481,0,47.333333,3.1429,1
0,3,2,5,2,0,0,0.953488,0.555556,1,7.333333,0.6667,0
2,21,3,10,2,0,0,0.976563,0.371429,4,22.285714,1.8571,0
0,0,1,23,0.375,1,1,0.933333,0.333333,5,34,1.8,0
0,0,5,0,2,0,0,0,0,0,0,0,0
0,1,1,0,2,0,0,0,0.5,0,71.5,4,0
0,3,2,9,2,0,0,0.990566,0.666667,1,34.666667,0.6667,0
0,38,8,4,0.944444,1,2,0,0.269231,0,18.923077,1.6923,0
0,0,1,2,2,0,0,0,1,0,0,1,0
0,0,1,3,0.5,1,0,0,0.4375,0,58.5,3,0
0,0,0,3,0,0,1,0.964286,0.666667,1,7.5,0.5,0
0,0,27,14,0.333333,1,1,0,0.211538,0,21.384615,1.7692,1
0,14,1,10,0.839286,1,0,0.958333,0.47619,2,10.5,0.75,0
0,1,0,1,0.5,0,0,0.97619,1,0,193,0.3333,0
0,17,56,0,0.777778,1,0,0,0.4,1,9.1,1,0
11,101,17,6,0.821429,1,2,0.933333,0.348148,0,17.533333,0.9333,0
0,8,0,10,0.428571,1,1,0.965517,0.3,5,19.375,2.75,0
1,1,24,29,2,0,0,0.98913,0.642857,0,105.5,2.5,0
0,4,0,14,0.5,1,1,0.9375,0.36,5,45.4,2.6,0
1,0,7,0,0.422414,1,0,0,0.4,0,29.966667,2.1667,0
0,0,14,1,2,0,0,0,1,0,0,1,0
0,0,3,1,2,0,0,0,1,0,0,1,0
0,221,1,1,0.964286,1,1,0,0.143939,0,13.681818,1,1
0,0,2,5,0.111111,0,1,0.689655,0.325,1,4.7,0.9,0
0,3,5,3,2,0,0,0,0.5,0,0,1,0
0,1,0,1,0.5,0,0,0.97619,1,0,103.333333,0.3333,0
3,0,10,9,0.416667,1,2,0.934211,0.357143,4,19.571429,1.1429,0
1,40,1,15,0.638889,0.666667,3,0.946903,0.188034,11,25.846154,1.1538,0
0,1,1,3,2,0,0,0.97619,0.75,1,5.5,0.5,0
0,8,0,12,0.74026,1,1,0,0.309524,0,83,4.5,0
0,0,1,4,0,0,0,0.75,0.4,0,5.6,0.8,0
2,470,7,5,0.956012,1,2,0,0.286458,0,10.25,1.3125,1
0,0,0,18,0,1,2,0.979592,0.444444,14,34.333333,0.6667,0
0,6,3,25,0.809524,1,3,0.895522,0.3,5,33.125,2.25,0
0,0,1,6,0,1,1,0.923077,0.625,0,10,1,0
0,0,2,0,0.333333,1,0,0.944444,0.5,1,8.75,0.5,0
0,3,1,25,2,0,0,0.965517,0.5,4,80.666667,5.3333,0
0,21,2,2,2,0,0,0,1,0,0,1,0
0,5,0,26,0.6,1,0,0.95935,0.333333,8,46.833333,1.5,0
2,71,4,5,0.706349,0.833333,4,0,0.272727,1,36.045455,2.7727,0
0,1,1,3,2,0,0,0.97619,0.75,1,5.5,0.5,0
0,1,3,0,2,0,0,0,0.666667,0,0,1,0
0,8,3,8,0.714286,0,0,0.844444,0.285714,8,15.625,1.125,1
0,1,0,8,2,0,0,0.979592,0.75,6,21,0.5,0
0,0,1,2,0.083333,0,1,0.5,0.230769,0,27.307692,1,0
0,1,0,12,2,0,0,0.989691,0.6,4,12,0.5,0
0,16,6,6,0.75,1,3,0.960784,0.296296,2,7.444444,0.8889,0
0,1,0,1,0.5,0,0,0.97619,1,0,165,0.3333,0
0,2129,6,44,0.868056,0.625,5,0,0.086934,0,35.536585,1.1707,0
0,1,0,7,2,0,0,0.984615,0.75,6,34,0.5,0
2,3,4,1,2,0,0,0.942857,1,0,2.333333,0.6667,0
0,2,2,7,0.333333,1,1,0.981308,0.4,2,28.6,0.8,0
0,12,5,2,0.625,1,0,0,0.416667,0,49,2.5556,0
0,0,4,1,0.5,0,0,0,0.555556,0,42,0.6667,0
0,1,1,7,2,0,0,0.995327,0.625,1,27.5,0.5,0
8,6,9,5,2,0,0,0.985915,0.55,1,22.5,0.75,0
0,57,1,3,0.784722,1,0,0,0.218045,0,19.368421,1.2105,1
0,10,3,7,2,0,0,0.9819,0.6,7,11.4,1.2,1
0,0,35,0,0,1,0,0.944444,0.666667,0,6,0.3333,0
0,15,7,11,1,0,0,0.9819,0.375,8,12.166667,0.6667,0
0,0,3,12,0.166667,0,1,0.931034,0.367347,17,21.142857,1,0
0,6,0,6,0.602273,1,4,0.5,0.319444,5,18.75,1.3333,0
0,1,0,6,2,0,0,0.979592,0.75,6,35.5,0.5,0
0,1,0,6,2,0,0,0.979592,0.75,6,14,0.5,0
0,20,1,21,0.6875,1,1,0.965812,0.311111,10,63.888889,0.8889,1
0,0,1,5,0.607143,1,2,0.555556,0.361111,6,39.222222,2.6667,1
0,581,1,19,0.869779,0.545455,1,0.717557,0.142857,18,41.552632,4.6316,1
0,5191,0,13,0.943807,0.666667,8,0,0.119839,0,15.627273,1.5364,0
0,0,1,39,0.333333,1,2,0.865854,0.238095,8,68.416667,3.25,0
0,0,5,0,2,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,1,1,0,7,0,0
0,1,1,3,2,0,0,0.97619,0.75,1,7,0.5,0
0,0,0,0,2,0,0,1,1,0,3,0,0
0,19,5,18,0.75,1,2,0.858333,0.185185,14,12.333333,1.3333,0
0,4,1,14,0.5,1,1,0.9375,0.36,5,62.6,3.2,0
0,2163,25,25,0.941327,0.75,6,0.197674,0.108036,1,17.478873,1.3239,1
0,0,1,0,0.5,1,0,0,0.466667,0,6.8,0.8,0
0,0,3,5,2,0,0,0,1,0,9,0,0
0,190,18,30,2,0,0,0.634615,0.230769,4,16.65,1.45,1
0,3,1,2,2,0,0,0.5,0.555556,0,7,1.3333,0
0,4,1,14,0.5,1,0,0.947368,0.36,8,6.4,0.8,0
0,1,2,20,2,0,0,0.987013,0.625,3,67.5,4.5,0
0,0,1,6,0,0,0,0.978417,0.285714,14,15.285714,0.4286,0
0,28,1,14,2,0,0,0.825,0.375,3,9.25,1.25,0
0,1,0,4,2,0,0,0.982143,0.75,7,5,0.5,0
0,0,4,10,0.125,1,1,0.789474,0.197531,7,22.444444,2.4444,0
0,2,1,9,0.5,1,1,0,0.342857,0,12.2,0.8,1
0,3,0,12,2,0,0,0.99,0.533333,5,15.666667,0.3333,0
2,0,3,0,2,0,0,1,1,0,4,0,0
3,91,5,4,0.811688,0.818182,3,0,0.267857,0,52.466667,3.4667,0
0,1,0,10,2,0,0,0.979592,0.75,7,42.5,0.5,0
2,196,36,8,0.975,0.4,1,0,0.15,0,12.761905,1.3333,1
0,1,0,0,0.5,1,0,0,0.5,0,12.666667,0.6667,0
0,0,3,3,0,0,0,0.987342,0.666667,3,11,1,0
0,0,1,1,2,0,0,0,1,0,0,1,0
0,1,0,7,2,0,0,0.982456,0.75,6,9.5,0.5,0
2,0,2,13,0.920622,1,2,0.5,0.197895,25,25.273684,2.0421,1
0,1,1,4,2,0,0,0.97561,0.75,1,3.5,0.5,0
0,68,6,64,0.765,1,4,0.78022,0.210884,8,49.285714,3.1429,0
0,0,2,1,0.75,0,1,0,0.666667,0,31.666667,2.3333,0
0,4,4,2,0.75,0.5,1,0,0.25,0,7.4,0.6,0
0,4,1,5,0.5,1,0,0.555556,0.325,0,3.2,0.8,0
0,201,5,10,0.783654,1,0,0.444444,0.171329,2,24.518519,1.0741,1
0,3,13,0,0.294118,1,0,0,0.916667,0,46.388889,3.1111,0
0,0,0,0,2,0,0,0,1,0,0,1,0
0,0,1,1,2,0,0,1,1,0,4,0,0
0,10,0,19,2,0,0,0.96,0.333333,12,16,1.2,0
0,10,41,0,2,0,0,0,0.6,0,0,1,0
8,1030,28,22,0.851307,0.833333,4,0.616,0.145105,9,11.423077,1.3846,1
0,134,1,1,0.716667,1,0,0,0.265306,0,12.761905,1.381,1
0,0,1,30,0.285714,1,2,0.933962,0.25,5,30.375,1.75,0
0,153,18,30,2,0,0,0.66,0.283951,4,13.888889,1.2778,0
0,6,4,2,2,0,0,0,0.5,0,0,1,0
0,1,1,0,2,0,0,0,0.75,0,3.5,0.5,0
6,287,121,15,0.978462,1,1,0.795082,0.161538,2,13.923077,1.3077,0
0,0,0,1,2,0,0,0,1,0,0,1,0
0,0,0,19,0.666667,1,2,0.969697,0.375,8,19.5,1,0
0,0,1,4,0.625,1,2,0.555556,0.288889,5,10.444444,1.2222,0
3,0,6,1,2,0,0,1,1,0,3,0,0
2,257,8,15,0.807692,0.625,4,0.747573,0.138889,4,15.407407,1.5926,1
