@relation xalan-2.5_deleteColumns-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R10

@attribute noc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute avg_cc numeric
@attribute bug {1,0}

@data
0,0,1,1,0.171429,1,1,0.65,0.3125,2,62.625,0.875,0
0,202,4,13,0.851541,1,3,0,0.185315,0,13.769231,1.6346,1
0,1,0,4,2,0,0,0,0.5,0,6.5,0.5,0
0,1,0,1,1.3,0,0,0.97619,1,0,289,0.3333,0
0,0,4,1,2,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,1,0,0,1,1
0,3,1,6,2,0,0,0.990698,0.583333,4,12.333333,0.6667,0
0,0,2,0,2,0,0,0,1,0,15,0,1
0,6,0,15,2,0,0,0.949153,0.4,3,22,0.75,0
0,0,1,9,0.2,1,0,0.918033,0.333333,3,7,1.1667,0
0,1,0,1,1.428571,0,0,0.97619,1,0,618.333333,0.3333,1
0,3,1,12,2,0,0,0.979592,0.5,4,17.333333,1.3333,0
0,1,1,7,0.5,0,1,0.990868,0.555556,0,7.333333,0.6667,0
1,36,19,6,2,0,0,0.6,0.314815,0,2.111111,0.8889,0
0,0,0,21,0.166667,1,3,0.979592,0.444444,14,80,1.6667,0
0,0,6,1,2,0,0,0,0,0,60,0,0
0,335,6,5,0.667917,0.923077,1,0,0.125397,0,19.571429,1.2857,0
0,15,2,19,0.825,0.5,2,0.951456,0.191919,9,13.909091,1.0909,1
0,5,2,0,0.8,0,0,0.642857,0.444444,0,6,0.8333,0
0,0,0,1,0,1,0,0,0.36,0,7,0.8,0
0,1,0,5,2,0,0,0.982143,0.75,7,4,0.5,1
0,6,1,4,2,0,0,0,0.4,0,37.25,0.75,0
0,0,3,1,0.25,1,1,0,0.464286,0,60.142857,1.4286,1
10,10,14,10,2,0,0,0.931034,0.44,4,10.2,0.8,0
0,0,2,29,0.5,1,2,0.918033,0.305556,10,67.166667,6,1
1,4056,5,13,0.922303,0.777778,14,0,0.173913,0,23.55914,2.4624,1
0,1,0,1,1.3,0,0,0.97619,1,0,289,0.3333,0
0,10,1,12,2,0,0,0.941176,0.4,8,36.2,0.8,1
0,0,1,6,0.883142,1,1,0.954545,0.211111,8,100.9,3.5,0
0,1,0,8,2,0,0,0.979592,0.75,7,35,0.5,1
0,17,0,21,0.888889,1,1,0.903226,0.309524,4,32.428571,1.7143,0
1,6,2,8,0.375,0,1,0.888889,0.355556,22,23.111111,2.3333,1
0,0,4,0,2,0,0,0,0,0,88,0,0
0,280,4,20,0.890625,1,5,0.295455,0.140152,0,50.030303,2.8182,1
0,0,1,2,0.25,0,0,0.966667,0.4,0,7.2,0.2,0
0,3,0,11,2,0,0,0.96,0.47619,7,55.333333,3,1
0,8,2,9,0.78125,0.25,6,0.954286,0.269841,20,41.666667,2.8889,1
0,1,2,0,1,0,0,0,0.5,0,19,0.3333,1
0,53,2,5,0.785714,1,5,0.933333,0.293333,6,9.6,1,1
0,27,1,9,0.666667,1,2,0.937799,0.25,4,19.5,1.0714,1
0,3,1,6,2,0,0,0.990566,0.666667,3,17,0.6667,0
1,4,7,4,0.666667,1,0,0.990868,0.45,0,6.25,0.5,0
0,0,3,5,0.65,1,2,0,0.466667,0,64,1.6,0
0,1,0,1,1.3,0,0,0.97619,1,0,289,0.3333,0
0,1,0,1,1.3,0,0,0.97619,1,0,289,0.3333,0
0,181,2,0,0.979798,0,0,0,0.25,0,137.652174,3.913,1
0,18,0,15,0.904762,0.866667,0,0.5,0.328571,0,67.75,1,1
0,3,1,1,0.6,1,0,0.975124,0.666667,2,4.166667,0.8333,1
1,0,8,11,0.4375,1,2,0.892857,0.165775,9,15.411765,1.8824,1
0,121,10,19,0.852381,1,4,0.740741,0.140496,7,20.590909,2.0455,1
0,1,0,1,0.5,0,0,0.97619,1,0,103.333333,0.3333,1
1,0,4,4,2,0,4,0,1,0,21,0,1
0,1,0,5,2,0,0,0.982143,0.75,8,31.5,0.5,1
0,1,4,0,2,0,0,0,0.666667,0,0,1,0
0,0,3,4,1.211538,0.051282,1,0,0.375,0,69.4,0.8,0
0,3,1,5,2,0,0,0.990698,0.583333,2,9,0.6667,0
0,2,2,4,0.666667,1,0,0.975904,0.466667,0,5.75,0.5,0
0,1275,11,23,1.02,0,0,0,0.181373,0,40.45098,3.3333,1
0,1,7,1,2,0,0,0,1,0,0,1,1
0,0,1,2,0.333333,1,1,0.5,0.583333,0,14,1.5,0
3,472,26,20,0.96875,0,6,0.801471,0.173611,30,17.30303,1.1515,1
6,3,7,1,2,0,0,0,0.555556,0,1,0.6667,0
0,617,5,27,0.86031,1,9,0.830508,0.136298,7,55.5,2.0952,1
0,0,0,0,2,0.015625,0,0,1,0,3,0,1
0,0,2,27,0.65,1,3,0.918033,0.305556,6,61.5,3.3333,1
0,10,0,1,2,0,0,0.5,0.35,5,60,2.2,0
0,0,4,10,0.679426,0.454545,2,0,0.163793,0,56.068966,1.4828,1
0,1,0,1,1.3,0,0,0.97619,1,0,289,0.3333,0
0,0,0,18,0.62963,0.666667,2,0.898734,0.269841,9,34.6,2.4,0
15,0,15,7,0.3,0,1,0.791667,0.345455,4,9.181818,1.5455,1
1,1,2,7,2,0,0,0.995261,0.625,2,24,0.5,0
0,3,2,5,2,0,0,0.953488,0.555556,1,7.333333,0.6667,0
0,0,3,1,0.081081,1,0,0,0.192105,1,6,1,0
0,0,1,6,0.444444,0,2,0.727273,0.5625,4,34.75,0.75,1
0,0,0,11,0.333333,1,0,0.959459,0.4,7,9.75,0.75,0
0,0,2,15,0.808333,1,3,0.633846,0.134444,18,12.413223,1.7603,1
0,0,0,1,0.472222,1,1,0,0.4,0,16.6,1.6,1
0,27,1,8,0.596154,0.05,0,0,0.162393,0,51.071429,1.5,0
0,1,4,0,1.456897,0.896552,0,0,0.5,0,174,1,1
0,7393,66,68,0.942357,0.74359,16,0.092199,0.053124,2,24.838462,1.3231,1
3,64,5,8,0.854167,1,1,0.878788,0.230769,3,6.923077,1.4615,0
0,0,1,9,0.75,1,2,0,0.228758,0,15.352941,1.3529,1
2,189,22,11,0.942857,0.8,4,0.903226,0.181818,14,6.681818,0.9545,1
0,0,2,2,0.166667,1,0,0,0.342857,0,15.714286,0.7143,1
0,36,0,3,2,0,0,0,0.333333,0,21.666667,2.6667,0
22,115,64,21,0.838235,1,3,0.760563,0.285714,2,12,1.4444,1
0,185,9,33,0.52381,1,0,0.622642,0.199301,4,32.045455,1.6364,0
1,2,1,5,0.625,0.5,1,0.823529,0.5,4,20.6,2.2,0
2,22,3,23,0.75,1,1,0.925234,0.259259,4,22.444444,1,0
0,1,0,1,0.5,0,0,0.97619,1,0,203.333333,0.3333,1
0,36,2,7,2,0,0,0.963801,0.314815,10,16.888889,3,1
0,28,1,6,0.5,1,1,0.927928,0.416667,8,21.888889,1.7778,0
0,21,5,7,2,0,0,0,0.404762,0,34.714286,1.2857,1
0,0,0,22,0,1,4,0.979592,0.444444,13,61.333333,1.3333,0
0,0,0,31,0.185185,1,2,0.8875,0.257143,9,58.7,2.5,0
0,903,32,5,1.02381,0,0,0,0.261628,0,0,1,0
0,258,2,1,2,0,0,0.880208,0.361111,14,14.666667,0.9583,1
1,212,1,8,0.625,1,2,0.682692,0.171171,9,18.108108,2.2973,0
0,6,0,0,2,0,0,0.963855,0.625,0,4,0.75,0
0,1,1,5,2,0,0,0.995261,0.625,2,12.5,0.5,1
0,0,0,5,0.666667,1,3,0.565217,0.309091,7,23.181818,1.6364,0
0,1,0,0,0.5,1,0,0.974359,1,0,63.666667,0.3333,0
0,1,0,1,0.5,0,0,0.97619,1,0,190.333333,0.3333,1
0,1,3,0,2,0,0,1,0.833333,0,5,0,1
0,1,0,1,0.5,0,0,0.97619,1,0,103.333333,0.3333,1
0,1,0,1,1.423077,0,0,0.97619,1,0,1251,0.3333,0
0,1,1,3,2,0,0,0.97619,0.75,1,5.5,0.5,0
0,199,13,32,0.571429,1,0,0.622642,0.215909,4,20.136364,1.4091,0
0,4,1,3,0.484848,0.333333,0,0.921875,0.25,15,11.083333,1,0
0,0,1,5,0.25,1,0,0.979021,0.366667,1,24.6,4,1
0,37,6,2,0.888889,1,0,0.956098,0.4,1,3.8,0.9,0
0,1,0,1,0.5,0,0,0.97619,1,0,103.333333,0.3333,1
0,0,52,2,1.024837,0.04902,0,0,0.411111,0,22,0.6875,1
0,0,1,2,0.5,1,1,0.829268,0.25,6,24.125,1.625,1
0,1,0,1,1.423077,0,0,0.97619,1,0,1251,0.3333,0
1,18,33,0,0.828571,1,0,0,0.314286,0,21.25,1.875,1
0,3,0,0,2,0,0,0,0.611111,0,0,1,0
0,0,1,0,2,0,1,0,1,0,12,0,1
0,3,1,5,2,0,0,0.952381,0.555556,1,7,0.6667,0
0,3,0,19,2,0,0,0.979592,0.444444,14,42.666667,2,0
0,1,0,12,0.75,0.5,0,0,0.571429,0,69.714286,1.7143,0
0,79,1,29,1.030769,0.3,0,0.821918,0.207143,6,55.785714,3.5714,0
0,57,2,6,0.961538,1,1,0.933702,0.538462,29,45.142857,1.4286,1
0,9,1,17,0.722222,0,0,0,0.333333,0,85.142857,2.4286,1
2,99,14,18,0.907407,1,3,0.769231,0.190789,5,16,1.7368,1
0,10,5,28,0.566667,1,0,0.829545,0.232143,9,47.9375,3.3125,1
0,0,0,16,0.625,1,4,0.926829,0.309524,4,20.285714,1.7143,0
0,1,1,3,2,0,0,0.97619,0.75,1,5.5,0.5,0
0,3,1,2,2,0,0,0.5,0.555556,0,6.333333,1.3333,0
0,1,0,5,2,0,0,0.982456,0.75,6,16,0.5,1
0,323,9,7,0.205882,1,0,0.859649,0.234921,0,14.857143,1.9429,1
0,716,3,5,0.930233,1,0,0.730263,0.15035,13,14.5,0.9318,1
0,0,0,1,2,0,0,1,1,0,3,0,1
0,1,0,1,1.423077,0,0,0.97619,1,0,1251,0.3333,0
0,0,1,1,1.269231,0,1,0,0.833333,0,12.5,1.75,0
10,8,10,0,1.247951,0,0,0.926829,0.333333,0,805.2,0.8,1
2,21,2,7,2,0,0,0.976563,0.371429,4,22.285714,1.8571,0
0,5,1,11,0.583333,1,2,0.9,0.238095,5,17.428571,1.8571,1
0,6,6,1,2,0,0,0,0.625,0,0,1,0
0,9,3,1,0.6,1,0,0.975124,0.444444,6,7,1.1667,1
0,0,0,8,0,1,1,0.979592,0.444444,13,15.666667,1,0
0,1,3,1,2,0,0,1,0.833333,0,4.5,0,1
0,0,1,2,2,0,0,0,1,0,0,1,0
0,3,2,5,2,0,0,0.953488,0.555556,1,7.333333,0.6667,0
0,27,1,8,0.844444,1,0,0.945205,0.263889,5,6.4,0.9,0
1,67,2,3,0.873016,0.166667,2,0,0.327273,0,16.181818,1.5455,0
0,10,5,5,2,0,0,0.692308,0.45,0,8,0.8,0
0,2365,16,51,0.958128,1,5,0.748148,0.151429,8,27.450704,2,1
0,1,0,1,0.5,0,0,0.97619,1,0,103.333333,0.3333,1
0,1,0,1,1.423077,0,0,0.97619,1,0,1251,0.3333,0
0,1,0,1,0.5,0,0,0.97619,1,0,193,0.3333,1
0,17,56,0,0.777778,1,0,0,0.4,1,9.1,1,0
0,6,1,20,0.375,0,1,0.960784,0.238095,6,23,1,1
0,0,5,15,0.833333,1,0,0.949153,0.416667,4,30.25,2,1
7,6,8,8,0.375,0,1,0.857143,0.355556,9,12.555556,1.7778,1
1,3,25,3,0.777778,0,2,0.910256,0.333333,22,8.5,1.2,1
0,46,4,21,0.6,1,2,0.899281,0.2,13,33.875,2.4375,1
0,0,1,13,0.633333,1,2,0,0.222222,0,31.181818,2.4545,0
0,2,21,2,0.949275,0.391304,4,0,0.555556,0,26.692308,2,1
0,0,1,0,0.583333,1,0,0.684211,0.342857,2,29.285714,0.8571,0
0,1,1,3,2,0,0,0.97619,0.75,1,7,0.5,0
0,0,0,0,2,0,0,1,1,0,3,0,1
0,13,5,15,0.735294,1,2,0.858333,0.185185,14,12.333333,1.3889,0
0,4,1,14,0.5,1,1,0.9375,0.36,5,65.2,3.4,1
0,2107,25,24,0.938127,0.730769,5,0.2,0.108696,1,17.414286,1.3,1
0,17,1,7,0.654321,1,1,0,0.2875,0,38.3,2,1
0,66,78,0,1.090909,0,0,0,0.416667,0,0,1,0
0,0,1,0,0.5,1,0,0,0.8,0,4.6,0.8,1
0,0,2,15,0.25,1,1,0.933333,0.333333,5,24.4,1.8,0
0,0,2,2,0.333333,1,0,0.986486,0.5,0,4.5,0.75,0
0,374,8,40,1,0,0,0.564516,0.181548,3,14.035714,1.6786,0
0,190,15,29,2,0,0,0.622642,0.238095,4,23.571429,1.619,0
0,1,1,1,1,1,0,0.966667,0.75,0,5.5,0.5,0
0,1,0,1,0.5,0,0,0.97619,1,0,198.333333,0.3333,1
0,1,0,1,0.5,0,0,0.97619,1,0,203.333333,0.3333,1
0,15,3,14,0.7,1,1,0.951456,0.233766,6,19.454545,1.2727,1
0,0,2,0,0,0,0,0,0.875,0,12,0,0
0,0,26,3,0,1,0,0,0.464286,0,21,1.8571,0
0,1,0,1,1.423077,0,0,0.97619,1,0,1251,0.3333,0
0,0,1,8,0,1,0,0.985185,0.555556,3,38.333333,2.3333,1
0,1,3,0,2,0,0,0,0.666667,0,0,1,0
0,16,12,12,0.791667,0,0,0.76,0.205128,9,14.615385,1.3846,1
0,0,2,7,0.4,1,4,0,0.625,0,51.5,4.5,0
0,3,0,6,2,0,0,0.964912,0.666667,7,14,0.6667,1
0,1,0,10,2,0,0,0.989691,0.6,4,12,0.5,0
0,16,7,6,0.75,1,3,0.960784,0.296296,2,7.444444,0.8889,1
0,1,0,1,0.5,0,0,0.97619,1,0,165,0.3333,1
0,2147,6,41,0.882716,0.625,4,0,0.086934,0,33.5,1.1707,0
0,1,1,5,2,0,0,0.953488,0.833333,6,13,0.6667,0
0,10,1,6,2,0,0,0.98,0.466667,6,12.8,0.8,1
1,2203,156,23,0.934524,0.791667,13,0.2,0.06993,0,12.5,1.2949,1
0,0,1,2,0.3,0,0,0,0.6,0,10.166667,1.3333,1
0,0,1,0,2,0,0,0,0,0,0,0,0
0,3,5,25,0.7875,0.03125,0,0.848485,0.444444,1,446.5,7,1
0,1,0,1,0.5,1,0,0.975,1,0,336.666667,0.3333,0
0,1,2,28,0.518519,1,2,0.925234,0.242857,5,28.9,1.6,0
0,3,1,8,2,0,0,0.975904,0.583333,12,57.666667,0.6667,0
0,0,88,2,0.083333,0,2,0.85,0.371429,2,12.714286,0.7143,0
0,3,0,9,2,0,0,0.99,0.533333,5,11.333333,0.3333,0
0,4,2,6,0.75,1,2,0,0.416667,0,22.6,0.6,1
1,83,6,15,0.6,0.2,3,0.816092,0.184211,24,16.210526,1.6842,1
0,14,0,6,0.583333,1,4,0.541667,0.307692,8,19.076923,1.4615,0
0,1,0,6,2,0,0,0.979592,0.75,6,35.5,0.5,1
0,1,0,6,2,0,0,0.979592,0.75,6,14,0.5,1
0,20,2,22,0.6875,1,1,0.965812,0.311111,10,62.222222,0.8889,1
0,0,1,5,0.517857,1,2,0.619048,0.361111,6,42.777778,2.8889,1
0,617,1,18,0.870813,0.545455,1,0.712121,0.142857,17,41.461538,4.6154,0
0,5191,0,13,0.943807,0.666667,8,0,0.119839,0,15.590909,1.5364,1
0,0,1,36,0.333333,1,2,0.865854,0.238095,8,68.416667,3.25,0
0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,1,25,0.285714,1,2,0.933962,0.25,5,30.375,1.75,0
0,151,18,27,1,0,0,0.647059,0.247368,4,14,1.3158,0
0,6,4,2,2,0,0,0,0.5,0,0,1,1
1,1,3,0,2,0,0,0,0.75,0,3.5,0.5,0
0,0,1,0,0.5,1,0,0,0.466667,0,6.8,0.8,1
0,0,3,5,2,0,0,0,1,0,9,0,1
0,184,19,29,2,0,0,0.634615,0.230769,4,21.4,1.75,0
0,17,0,12,0.788889,1,1,0,0.277778,0,64.5,3.4,0
0,0,1,4,0,0,0,0.75,0.4,0,5.6,0.8,0
0,10,1,0,2,0,0,0.888889,0.6,2,20.4,1.8,1
0,0,0,16,0,1,2,0.979592,0.444444,13,34.333333,0.6667,0
0,6,3,23,0.809524,1,3,0.895522,0.3,5,33.125,2.25,1
0,0,1,6,0,1,1,0.923077,0.625,0,10,1,1
0,0,2,0,0.333333,1,0,0.944444,0.5,1,8.75,0.5,0
0,3,2,23,2,0,0,0.965517,0.5,4,80.666667,5.3333,0
0,21,3,3,2,0,0,0,1,0,0,1,0
0,1,0,23,0.583333,1,0,0.951613,0.314286,11,41.142857,1.5714,0
2,71,2,5,0.706349,0.833333,4,0,0.272727,1,36.045455,2.7727,1
0,1,1,3,2,0,0,0.97619,0.75,1,5.5,0.5,0
1,5,6,20,0.733333,1,4,0,0.392857,0,44.142857,0.8571,1
5,78,40,13,2,0,0,0,0.203297,0,2.076923,0.9231,0
0,3,0,10,2,0,0,0.99,0.533333,5,15.666667,0.3333,0
2,0,3,0,2,0,0,1,1,0,4,0,0
3,91,4,4,0.811688,0.818182,3,0,0.267857,0,53.066667,3.6,0
0,1,0,10,2,0,0,0.979592,0.75,7,42.5,0.5,1
0,11,1,2,0.611111,0.666667,0,0,0.333333,0,55,0.8571,0
12,10,31,0,2,0,0,0,0.9,0,2.8,0.8,0
0,3,1,3,2,0,0,0.985185,0.555556,5,9.333333,1,1
0,0,1,23,0.25,1,1,0.933333,0.333333,4,52.6,1.8,0
0,0,2,19,0.847619,1,0,0.895522,0.270833,7,88.875,5.875,1
0,0,1,0,2,0,0,0,1,0,9,0,1
0,37,3,13,0.916667,1,0,0.938776,0.225,5,10.727273,0.9091,0
0,6,1,4,2,0,0,0.976563,0.4375,6,15,1.5,1
0,0,2,1,0.75,0,1,0,0.666667,0,31.666667,2.3333,1
0,0,0,2,2,0,0,1,1,0,3,0,0
0,0,1,2,0.628571,1,2,0,0.311111,0,9.2,0.8667,1
0,0,0,11,0.333333,1,0,0.959459,0.4,7,9.75,0.75,0
0,0,4,1,0.6875,0,1,0,0.666667,0,13.8,0,1
0,24,2,2,0.708333,0,1,0,0.4,0,14.555556,1.5556,1
3,1852,3,9,0.965104,0.933333,4,0,0.139744,0,11.492308,1.4615,1
0,0,1,1,2,0,0,1,1,0,4,0,0
0,14,6,5,0.983516,0.615385,0,0,0.25,0,53.25,2.375,0
0,0,2,4,0.111111,0,1,0.689655,0.28,1,6.7,1,0
0,10,3,5,2,0,0,0.976563,0.45,4,10.4,1.2,1
0,15,10,11,1.133333,1,0,0.897436,0.56,4,44,3.1667,0
0,126,1,1,0.7625,1,0,0,0.265306,0,14.142857,1.381,0
6,311,122,15,0.978632,1,1,0.788618,0.159259,2,14,1.2963,1
0,36,41,6,2,0,0,0,0.238095,0,0,1,0
0,1,0,5,2,0,0,0.979592,0.75,6,6.5,0.5,1
0,0,0,1,2,0,0,0,1,0,0,1,0
0,0,0,17,0.666667,1,2,0.969697,0.375,8,19.5,1,0
0,0,0,4,0.625,1,2,0.619048,0.288889,6,10.777778,1.2222,0
3,0,6,1,2,0,0,1,1,0,3,0,0
2,257,8,15,0.802885,0.625,4,0.747573,0.138889,4,15.518519,1.5926,0
0,3,1,2,2,0,0,0.5,0.555556,0,7,1.3333,0
0,4,1,11,0.5,1,0,0.947368,0.36,8,6.4,0.8,0
0,1,2,16,2,0,0,0.987013,0.625,3,67.5,4.5,1
0,0,0,19,0.333333,1,0,0.949153,0.4,6,76.5,2.25,0
0,91,0,6,0.857143,1,0,0.729167,0.16,5,10.933333,1.0667,0
0,0,0,0,2,0,0,0,1,0,3,0,0
0,0,2,9,0.817582,0.923077,2,0,0.176623,0,24.027778,1.1944,0
0,29,11,13,0.769231,1,0,0,0.206349,0,37.642857,1.8571,1
0,3,0,4,2,0,0,0.95,0.5,6,2,0.6667,1
0,40,5,21,0.783333,1,1,0.823529,0.207692,10,49.615385,4.5385,1
2,714,18,7,0.739394,0.833333,1,0.363636,0.160714,4,13.875,1.5714,1
0,3,1,6,0.611111,0.5,3,0,0.3125,0,79.1,2.8,0
0,15,4,12,0.666667,1,1,0.960177,0.25,7,18.5,0.9,1
0,13,0,4,0.8,1,1,0.5,0.4,0,5.666667,0.6667,0
0,28,0,1,2,0,0,0,0.28125,0,0,1,0
1,50,8,19,0.746667,0.8,1,0.666667,0.1875,10,20.9375,2.25,1
0,0,0,0,2,0,0,0,1,0,3,0,0
1,76,8,22,0.8,0.8,2,0.558824,0.215909,1,44.1875,4.0625,0
0,3,1,2,2,0,0,0.990698,0.666667,2,1.666667,0.6667,1
0,0,2,2,0.892857,0,1,0,0.62963,0,37.444444,1.4444,0
0,0,0,0,1.266667,0,0,0,0.833333,0,15.25,2,1
6,0,9,6,0.238095,0,1,0,0.265152,0,5.318182,0.9091,0
0,36,16,4,2,0,0,0,0.296296,0,0,1,0
0,91,6,23,0.686275,0.666667,0,0.6875,0.222222,3,13.888889,1,0
0,0,0,14,0.814815,0.444444,2,0.934211,0.285714,8,32.285714,1.1429,0
7,36,15,8,2,0,0,0.789474,0.285714,7,4.666667,1.1111,1
0,9,0,10,1,0,0,0.571429,0.349206,5,92.714286,1.8571,1
2,10,20,2,2,0,0,0,0.4,0,0.6,0.8,0
0,10,1,4,2,0,0,0.98,0.466667,6,13.8,3.8,1
10,8,10,0,1.246296,0,0,0.926829,0.333333,0,397,0.8,1
0,3,1,11,0.75,1,2,0.961538,0.4,6,41.833333,2.8333,0
0,1,0,1,1.428571,0,0,0.97619,1,0,618.333333,0.3333,1
0,13,3,4,2,0,0,0.863636,0.388889,3,8.666667,0.5,1
0,607,1,27,0.9,0,2,0.357143,0.194595,0,47.394737,3.7632,0
0,0,7,5,0.305556,0.75,1,0,0.44,0,60.9,0.7,1
0,0,1,3,0.636364,1,0,0.989529,0.55,1,41,0.5,0
0,1,0,1,1.3,0,0,0.97619,1,0,289,0.3333,0
0,0,1,1,2,0,0,1,1,0,3,0,1
29,3140,83,17,0.912698,0.75,3,0.564767,0.092042,12,14.235294,1.5529,1
0,24,10,1,2,0,0,0.64,0.527778,14,11.75,1,1
0,91,4,0,2,0,0,0,0.27381,0,0,1,1
0,714,6,4,0.629167,0.875,0,0,0.219262,0,22.639344,2.2131,1
0,2562,87,23,0.933778,1,9,0,0.093421,0,41.776316,2.25,1
0,327,4,39,0.853968,1,7,0,0.163306,0,97.580645,5.6452,0
0,21,1,15,1.166667,0,0,0.25,0.642857,0,96.285714,0.8571,1
0,49,2,5,0.833333,0.833333,3,0,0.208333,0,7.866667,1.2667,0
0,0,1,12,0,1,1,0.5,0.25974,0,9.428571,0.7143,1
4,0,6,6,0.2,1,1,0.75,0.227273,7,6.909091,1.3636,0
0,0,4,19,0.535714,1,1,0.954064,0.193939,0,25.933333,0.9333,0
0,3,1,5,2,0,0,0.990698,0.583333,2,9,0.6667,0
0,1,1,4,0.5,1,0,0.992806,0.625,3,8,0.6667,1
0,0,2,9,0.583333,1,1,0.94697,0.277778,11,45.666667,2.7778,1
1,0,3,2,0,0,1,0.740741,0.416667,1,4.75,0.875,0
0,1,1,5,2,0,0,0.995327,0.666667,1,8.5,0.5,0
0,1,0,6,2,0,0,0.982456,0.75,6,16,0.5,1
0,0,1,1,2,0,0,1,1,0,5,0,0
0,0,1,0,0.681818,0.5,2,0,0.409091,0,28.583333,2.5,0
0,0,1,18,0,1,1,0.934211,0.285714,7,19.285714,1.1429,0
0,1,0,1,1.428571,0,0,0.97619,1,0,618.333333,0.3333,1
0,0,3,7,0.5,0,1,0,0.458333,0,21.142857,1.4286,0
0,0,1,0,2,0,0,0,1,0,0,1,0
0,0,1,0,2,0,0,0,1,0,12,0,0
0,1,0,1,2,0,0,0,0.75,0,2.5,0.5,0
0,1,0,5,2,0,0,0.979592,0.75,6,6.5,0.5,1
2,15,3,4,2,0,0,0,0.361111,0,1,0.8333,1
0,21,0,1,1,1,1,0,0.5,0,3,0.8571,0
0,2,2,8,0.333333,0,1,0,0.583333,0,117.25,0.75,1
0,35,1,3,0.77381,1,1,0,0.255556,0,36.8,1.4667,1
0,6,1,5,2,0,0,0.959459,0.5,12,8.75,0.75,0
0,1,1,16,0.333333,1,0,0.922078,0.371429,8,8.857143,1.1429,0
0,0,1,7,0,1,0,0.8,0.45,0,8,1.25,0
0,1,0,1,1.428571,0,0,0.97619,1,0,618.333333,0.3333,1
2,0,2,1,0.5,1,0,0.75,0.666667,0,9,0.6667,1
0,10,2,4,2,0,0,0,0.3,0,28.8,0.8,1
1,0,3,6,0.2,1,0,0.970803,0.4,10,14.5,1.1667,1
0,28,2,3,2,0,0,0.951049,0.416667,19,2.875,1,1
0,3,0,1,2,0,0,0.989899,1,4,2.333333,0.6667,1
0,0,1,6,0.333333,1,2,0,0.583333,0,66,0.5,1
0,0,2,2,2,0,0,0,1,0,0,1,1
1,0,2,1,2,0,0,1,1,0,3,0,0
0,8,1,8,0.5,1,0,0.904762,0.4,6,17.2,2.4,1
0,1,0,1,1.428571,0,0,0.97619,1,0,618.333333,0.3333,1
0,0,0,1,2,0,0,1,1,0,3,0,1
0,6,2,0,2,0,0,0,0.4,0,0,1,0
3,34,7,5,0.95,0.8,0,0,0.319444,0,8.666667,0.7778,1
0,0,1,0,0.65,1,0,0,0.444444,0,7.833333,0.8333,0
0,1,6,0,2,0,0,0,1,0,0,1,0
0,28,0,15,0.625,1,2,0.461538,0.325,1,23.222222,2.2222,1
0,3,0,11,2,0,0,0.979592,0.444444,13,18.666667,1.3333,0
0,1,1,5,2,0,0,0.995261,0.625,4,31.5,0.5,0
0,3,2,0,2,0,0,0.95,0.833333,2,19.333333,2.3333,0
0,3,1,2,2,0,0,0.5,0.555556,0,7,1.3333,0
0,1,0,1,1.428571,0,0,0.97619,1,0,618.333333,0.3333,1
0,28,1,15,2,0,0,0.888889,0.475,8,67.875,0.875,1
0,1,0,5,2,0,0,0.979592,0.75,6,7.5,0.5,1
0,0,0,0,2,0,0,0,1,0,3,0,0
0,0,3,0,2,0,0,0,0,0,28,0,0
0,0,2,2,2,0,0,0,1,0,0,1,1
0,4,0,28,0.5,1,1,0.933333,0.333333,6,49.4,1.6,1
0,6,0,7,0.916667,1,0,0.971831,0.325,2,6.6,0.8,0
0,0,0,1,2,0,0,0,1,0,0,1,0
0,0,0,13,0,1,1,0.934211,0.305556,8,15.666667,0.8333,0
0,0,6,0,0,0,0,0,0.833333,0,11.333333,0.6667,0
0,1,54,1,2,0,0,0,0.75,0,0,1,0
2,2227,5,21,0.907106,0.9375,11,0.569697,0.134247,20,31.702703,2.2973,0
0,21,15,3,2,0,0,0,0.47619,0,0,1,0
0,9,1,8,0.5,1,1,0.970297,0.314286,5,6.714286,1,1
0,19,0,2,0.75,1,0,0,0.424242,0,11,1.2727,0
0,78,47,15,0.96875,0.2,1,0,0.219608,0,25.588235,0.9412,1
0,46,11,2,0,1,1,0,0.489583,0,13.583333,0.9167,1
0,4,1,3,1.095238,0.428571,3,0,0.428571,0,86.5,3.5,1
1,213,20,14,0.804813,1,2,0.839196,0.20098,33,62.6,3.6286,1
0,0,0,5,2,0,0,1,1,0,6,0,0
0,1,0,14,0.5,1,0,0.982456,0.75,7,57.666667,0.3333,1
0,0,1,0,0.444444,1,0,0.590909,0.36,2,57.4,0.9,1
26,3,28,8,2,0,0,0.964286,0.5,2,7,0.6667,0
0,0,0,0,2,0,0,0,1,0,0,1,0
