@relation 'mozilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R1-3,12-13'

@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
0.764205,0.014463,0.01343,484,1,9,0,1,123,0
0,0.049057,0.071698,265,1,8,0,1,119,0
0,0.232068,0.101266,237,1,7,0,1,1043,0
0,0.105727,0.242291,227,1,7,0,1,1024,0
0,0.05,0.0375,240,1,6,0,1,711,0
0,0.032922,0.049383,243,1,6,0,1,985,0
0.591673,0.021472,0.021472,163,0,6,0,0.5,944,0
0.297472,0.028269,0.038869,141.5,1,6,0,1,610,0
0.661976,0.089855,0.095652,172.5,1,6,0,1,593,0
0,0.555102,1.297959,245,1,6,0,1,105,0
0,0,0.027972,286,0,6,0,1,855,0
0,0.059233,0.038328,287,1,6,0,1,844,0
0,0.021053,0,285,1,6,0,1,837,0
0,0.003521,0,284,0,6,0,1,831,0
0,0.045936,0.031802,283,0,6,0,1,824,0
0,0,0.02847,281,1,6,0,1,63,0
0.629249,0.008739,0.014981,400.5,1,7,0,0.5,492,0
0.540451,0.016209,0.265586,401,1,7,0,1,811,0
0,0.008772,0.005848,342,1,5,0,1,349,0
0,0.008798,0.008798,341,1,5,0,1,46,0
0,0.008798,0.005865,341,1,5,0,1,43,0
0,0.023529,0.038235,340,1,4,0,1,455,1
0,0.028986,0.171014,345,0,3,0,1,14,0
0,0.037356,0.008621,348,0,3,0,1,11,0
0,0.008746,0.049563,343,1,3,0,1,10,0
0,0.052174,0.005797,345,0,3,0,1,52,0
0,0.309942,0.02924,342,0,3,0,1,8,0
0.970951,0.014749,0.014749,169.5,0,3,2179,1,347,0
0,0.015873,0.015873,315,1,2,0,1,47,0
1,0.003257,0.003257,153.5,1,12,0,1,769,0
0,0,0.0125,240,1,8,0,1,1158,0
0,0.012579,0.015723,318,1,7,0,1,1066,0
0,0.003135,0.003135,319,1,7,0,1,771,0
0,0.065831,0.065831,319,1,7,0,1,751,0
0,0.034483,0.031348,319,1,7,0,1,731,0
0,0.009434,0.006289,318,1,7,0,1,711,0
0,0,0.009434,318,1,7,0,1,675,0
0,1.157233,1.833333,318,1,7,0,1,944,0
0,0.018648,0.018648,429,1,5,0,1,646,0
0,0.018648,0.018648,429,1,5,0,1,628,0
0,0.013986,0.013986,429,0,5,0,1,610,0
0,0.013857,0.006928,433,1,4,0,1,95,0
0,0.018605,0.004651,430,1,3,0,1,60,0
0,0.01171,0.004684,427,1,3,0,1,56,0
0,0.03066,0.018868,424,1,3,0,1,51,0
0,0.007126,0.007126,421,0,3,0,1,70,0
0,0.016627,0.004751,421,1,2,0,1,42,0
0,0.019139,0.019139,418,0,2,0,1,350,0
0,0.023923,0.004785,418,1,1,0,1,38,0
0,0,0,417,0,1,0,1,36,0
0,0.008475,0.016949,118,1,9,0,1,3,0
0,0.008403,0.008403,119,1,7,0,1,125,0
0,0.032258,0.104839,124,1,5,0,1,751,0
0,0.427419,0.508065,124,1,5,0,1,1003,0
0,0.05042,0.05042,119,1,4,0,1,693,0
0,0.033613,0.033613,119,1,4,0,1,675,0
0.988699,0.026316,0.078947,76,1,4,0,1,663,0
0,0.016393,0.02459,122,0,3,0,1,75,0
0,0.03252,0.01626,123,1,3,0,1,123,0
0,0.041322,0.041322,121,0,2,0,1,354,0
0,0,0,63.8,0,2,0,0.2,67,0
0,0.001715,0.001715,583,1,11,19,1,1441,0
0,0.00312,0,641,1,11,13,1,1028,0
0.83489,0.011146,0.018312,314,0,21,0,0.5,725,0
0,0.002853,0.00428,701,1,7,0,1,1087,0
0.514046,0.6,0.510881,482.5,1,8,0,1,210,0
0,0.007788,0.010903,642,1,7,0,1,1024,0
0,0.018692,0.004673,642,1,7,0,1,1015,0
0,0.028302,0.028302,636,1,6,0,1,711,0
0,0.009419,0.009419,637,1,6,0,1,693,0
0.260145,0.124658,0.124658,365,1,6,0,1,628,0
0,0.099567,0.025974,693,1,6,0,1,890,0
0.918296,0.004011,0,374,1,6,0,0.5,593,0
0.997503,0.13557,0.024161,372.5,1,6,0,1,575,0
0,0.00821,0.00821,609,1,6,0,1,563,0
0,0.001905,0.001905,525,1,6,0,1,537,0
0,0.013333,0.011429,525,1,6,0,1,837,0
0,0.001908,0.003817,524,1,6,0,1,831,0
0,0.007619,0.007619,525,1,6,0,1,510,0
0,0.03619,0.015238,525,0,6,0,1,820,0
0.918296,0.004747,0.009494,316,1,7,0,1,475,0
0,0.703214,0.793951,529,1,6,0,1,804,0
0.954434,0.013652,0.013652,293,1,6,0,1,464,0
0,0.017668,0.010601,566,1,5,0,1,52,0
0,0.00713,0.00713,561,1,4,0,1,455,0
0,0.00713,0.003565,561,1,4,0,1,452,0
0,0.005367,0.005367,559,1,3,0,1,37,0
0,0.137746,0.137746,559,0,3,0,1,10,0
0.881291,0.011074,0.011074,451.5,0,4,0,1,51,0
0,0.024955,0.003565,561,0,2,0,1,8,0
0,0.008961,0.010753,558,0,2,0,1,6,0
0,0.008929,0.008929,560,0,2,0,1,47,0
0,0.032143,0.008929,560,1,1,0,1,4,0
0,0,0,436,0,1,0,0.5,3,0
0.940286,0.0625,0.0625,56,1,8,0,0.5,797,0
0.442589,0.072022,0.040166,240.666667,1,7,0,1,262,0
0,0.046512,0.046512,43,1,6,0,1,846,0
0.935525,0.017266,0.017266,115.833333,1,7,0,0.166667,1087,0
0,0.068966,0.068966,29,1,5,0,1,1015,0
0.637387,0.096774,0.403226,31,1,5,0,1,985,0
0,0.3,0.433333,30,1,5,0,1,967,0
0,0.105263,0.052632,38,1,3,0,1,136,0
0,0.083333,0.083333,36,0,2,0,1,356,0
0,0,0,36,0,1,0,1,72,0
0.802444,0.172014,0.011819,157.933333,1,22,2319,0.233333,289,0
0,0.036364,0.2,55,1,7,0,1,1181,0
0,0,0.065574,61,1,7,0,1,1158,0
0,0.015385,0,65,1,7,0,1,1137,0
0,0.046875,0,64,1,6,0,1,1114,0
0,0.52459,0.377049,61,1,6,0,1,1087,1
0.99642,0.057564,0.037483,373.5,1,6,0,1,1066,0
0,0.057692,0.057692,52,1,6,0,1,771,0
0.910142,0.014614,0.004175,95.8,1,8,0,1,711,0
0.964288,0.018519,0.199074,72,1,7,0,1,925,0
0,0.035088,0.017544,57,1,5,0,1,356,0
0.896038,0.018519,0.047325,243,0,4,0,0.5,69,0
1,0.010121,0.010121,247,1,4,0,1,105,0
0.970951,0.055556,0.055556,90,0,3,0,1,81,0
0,0.048387,0.048387,62,0,2,0,1,79,0
0,0.080645,0.080645,62,0,2,0,1,75,0
0,0.112903,0.112903,62,0,2,0,1,51,0
0,0.112903,0.129032,62,0,2,0,1,70,0
0,0.2,0.233333,30,1,8,0,1,769,0
0.808721,0.12,0.072727,91.666667,1,6,0,0.333333,1114,0
0.908468,0.305011,0.198257,114.75,1,7,0,1,1066,0
0,0.037037,0.037037,27,1,4,0,1,200,0
0.95351,0.155039,0.255814,96.75,1,7,0,0.75,174,0
0.286397,0.050562,0.061798,89,0,4,0,1,967,0
0,0.973684,0.921053,38,1,2,0,1,908,0
0.968165,0.059783,0.173913,92,1,4,0,1,890,0
0.578716,0.062124,0.064128,71.285714,1,9,0,0.428571,878,0
1,0.040816,0,24.5,1,4,0,0.5,826,0
0,0,0,0,0,1,0,1,210,0
0,0.043478,0.086957,23,1,4,0,1,190,0
0.391453,0.498597,0.399439,213.8,1,7,0,0.4,181,1
0,0.047619,0.095238,21,1,3,0,1,1221,0
0,0.1,0,20,1,2,0,1,878,0
0,0,0,0,0,1,0,1,239,0
0.99035,0.06044,0.082418,121.333333,1,11,0,0.333333,754,0
0,0.030303,0.030303,99,1,6,0,1,126,0
0.613524,0.437722,0.391459,93.666667,1,6,0,0.666667,230,0
0.993234,0.108974,0.089744,78,1,5,0,0.5,1087,0
0.993234,0.090323,0.109677,77.5,1,5,0,0.5,1066,0
0,0.011905,0.02381,84,1,4,0,1,751,0
0,0.129412,0.364706,85,1,4,0,1,731,0
1,0.013986,0.013986,71.5,1,4,0,1,1003,1
0.650022,0.031056,0.043478,80.5,0,4,0,0.5,985,0
0.702467,0.06135,0.067485,81.5,1,4,0,0.5,663,0
0,0.01,0,100,1,4,0,1,628,0
0,0.010101,0,99,1,4,0,1,610,0
0.811278,0.036199,0.036199,110.5,1,5,0,1,575,0
0,0.008547,0.034188,117,0,3,0,1,841,0
0,0.361345,0.176471,119,1,3,0,1,837,0
0,0.259615,0,104,1,3,0,1,831,0
0,0.034091,0,88,0,3,0,1,824,0
0.863121,0.006135,0.03681,81.5,1,6,0,1,499,0
0,0.023256,0.488372,86,1,2,0,1,815,0
0,0.653465,0.287129,101,1,2,0,1,811,0
0,0.042254,0.042254,71,0,1,0,1,33,0
0,0,0,71,0,1,0,1,28,0
0,0.014085,0,71,1,8,0,1,769,0
0.709148,0.004191,0.005868,298.25,1,12,0,0.5,754,0
0.869916,0.029197,0.021898,45.666667,1,6,0,0.666667,811,0
0,0.071429,0.6,70,1,6,0,1,789,0
0.764205,0.004484,0.035874,111.5,1,6,0,1,771,0
0.932902,0.895131,0.790262,53.4,1,6,0,0.8,195,0
0,0.230769,0.179487,117,1,6,0,1,1015,0
0,0.178571,0.169643,112,1,6,0,1,1003,0
0,0.133929,0.151786,112,0,6,0,1,985,0
0,0,0.008929,112,1,6,0,1,675,0
0.725234,0.028571,0.040816,61.25,1,7,0,0.5,663,0
0.828056,0.057143,0.107143,70,1,5,0,1,628,0
0,0.064516,0.024194,124,1,4,0,1,116,0
0,0.016807,0.008403,119,0,3,0,1,84,0
0,0.110169,0.067797,118,0,3,0,1,62,0
0,0.794872,0.735043,117,0,3,0,1,60,0
0,0.016393,0.016393,122,0,3,0,1,75,0
0.985057,0.030075,0.030075,88.666667,0,3,2179,1,353,0
0,0,0,92.5,0,1,0,0.5,42,0
0,0,0.1,50,1,6,0,1,882,0
0,0.098039,0,51,1,6,0,1,133,0
0.619382,0.097826,0.043478,46,1,6,0,1,270,0
0,0.125,0,48,1,3,0,1,1158,0
0,0.108696,0,46,1,3,0,1,1137,0
0.38855,0.323741,0.208633,115.833333,1,7,0,0.5,789,0
0,0,0,0,0,1,0,1,187,0
0,0,0,33,1,1,0,1,1240,0
0,0.004739,0.004739,211,1,11,0,1,444,0
0,0.005263,0.005263,190,1,9,0,1,797,0
0,0.774194,0.602151,186,1,7,0,1,126,0
0,0.06044,0.065934,182,1,6,0,1,123,0
0,0,0.061111,180,1,5,0,1,219,0
0.082964,1.208477,0.011455,436.5,1,5,0,1,1043,0
0,0.010989,0.005495,182,0,5,0,1,985,0
0.594826,0.180139,0.281755,108.25,1,7,0,1,161,0
0,0.154255,0.101064,188,0,5,0,1,944,0
0,0.005556,0.005556,180,1,5,0,1,925,0
0,0.066667,0.055556,180,1,5,0,1,123,0
0,0.044944,0.089888,178,1,5,0,1,890,0
0.825221,0.022901,0.157761,131,1,7,0,1,864,0
0,0.015625,0.015625,192,1,4,0,1,563,0
0,0.026042,0.010417,192,1,3,0,1,53,0
0,0.042105,0.036842,190,1,2,0,1,83,0
0,0.333333,0.137566,189,1,2,0,1,75,0
0,0.02924,0.011696,171,0,2,0,1,46,0
0,0.029762,0.029762,168,1,2,0,1,67,0
0,0.041667,0.035714,168,0,1,0,1,39,0
0,0,0,165,0,1,0,1,38,0
0,0.001988,0.001988,503,1,6,0,1,1394,0
0,0.019194,0.007678,521,1,6,3,1,804,0
0,0.001745,0.00349,573,1,5,0,1,134,0
0,0.013937,0.027875,574,1,5,0,1,853,1
0,0.027634,0.08981,579,1,5,0,1,130,0
0.918296,0,0.003958,379,1,4,0,1,797,0
0,0.001653,0.004959,605,1,4,0,1,1015,0
0,0.003295,0.008237,607,1,3,0,1,1013,0
0,0.001642,0.001642,609,1,3,0,1,250,0
0,0.003284,0.003284,609,1,3,0,1,1011,0
0,0.001642,0.001642,609,1,2,0,1,123,0
0,1.676519,0,609,1,2,0,1,119,0
0,0,0,0,0,1,0,1,210,0
0.978032,0.027559,0.032808,127,0,17,0,0.166667,736,0
1,0.020101,0.020101,99.5,0,8,0,1,397,0
0.867141,0.061404,0.055138,266,1,8,0,1,1043,0
0.811278,0.033755,0.033755,118.5,1,6,0,0.5,61,0
0.96023,0.019455,0,85.666667,1,7,0,0.333333,693,0
0,0.463768,0.028986,69,1,4,0,1,148,0
0.961237,0.053571,0.0625,56,1,4,0,1,610,0
0.931304,0.256637,0.176991,56.5,1,8,0,1,882,0
0,0.021277,0,47,1,7,0,1,853,0
0.740089,0.065217,0.130435,46,1,7,0,1,1158,0
0,0.139535,0.139535,43,0,5,0,1,390,0
0,0.139535,0.139535,43,1,4,0,1,389,0
0,0.139535,0.139535,43,1,4,0,1,388,0
0.821366,0.041575,0.050328,76.166667,1,10,0,0.5,751,0
0.735757,0.057692,0.060897,78,1,7,0,0.5,731,0
0.690147,1.532258,0.006452,103.333333,1,3,0,1,184,0
0,0,0,0,0,1,0,1,174,0
0.719333,0.01484,0.01484,292,1,15,0,1,443,0
0,2.359223,0,206,0,3,0,1,161,0
0,0,0,0,0,2,0,1,270,0
0.918296,0.144578,0.144578,41.5,1,7,0,1,161,0
0,4.97619,0,42,0,3,0,1,152,0
0,0,0,0,0,2,0,1,262,0
0,0,0,0,0,1,0,1,219,0
1,0.01662,0.01662,180.5,1,8,0,1,190,0
0,0.193548,0,31,1,3,0,1,1256,0
0.643097,0.184438,0.146974,69.4,1,3,0,0.6,1221,0
0.918296,0.029412,0,51,1,3,0,1,893,0
0.837602,1.291667,0.111111,36,1,3,0,1,262,0
0,0,0,0,0,1,0,1,250,0
0,0.092715,0.13245,151,1,7,0,1,904,0
0.856229,0.07485,0.122754,55.666667,1,9,0,0.166667,853,0
0.86874,0.198582,0.265957,70.5,1,7,0,0.5,161,0
0.672295,0.075829,0.004739,105.5,1,6,0,1,1158,0
0,0.044586,0.044586,157,1,5,0,1,846,0
0.892935,0.046272,0.046272,129.666667,1,7,0,0.666667,771,0
0.811278,0.0125,0.004167,120,1,6,0,0.5,751,0
1,0.040609,0.020305,98.5,1,6,0,1,675,0
0,1.132867,1.083916,143,1,4,0,1,944,0
0.413817,0.117021,0.010638,94,1,5,0,1,136,0
0,0.006711,0.026846,149,1,4,0,1,628,0
0,0.02649,0.02649,151,1,3,0,1,593,0
0,0.145695,0.02649,151,1,3,0,1,105,0
0,0.044776,0.029851,134,1,2,0,1,92,0
0,0.131313,0.030303,99,0,1,0,1,51,0
0,0,0,102,0,1,0,0.5,46,0
0.873728,0.028571,0.026667,105,1,14,0,0.2,824,0
0.740089,0.129496,0.064748,46.333333,1,7,0,0.333333,1181,0
0.977418,0.04878,0.069686,143.5,0,4,0,0.5,1137,0
0.633645,0.386167,0.028818,173.5,1,4,0,1,200,0
0,0,0,0,0,1,0,1,195,0
0,0,0,298.5,1,1,0,0.5,418,0
0.964029,0.033175,0.034123,211,1,11,0,0.6,133,0
0,0.189873,0.126582,79,1,6,0,1,967,0
1,0.018605,0.018605,107.5,1,7,0,1,663,0
0,0.105263,0.210526,76,1,6,0,1,925,0
0,0.024691,0.049383,81,1,6,0,1,908,0
0,1.192771,1.445783,83,0,6,0,1,890,0
0.78969,0.002551,0.012755,130.666667,1,7,0,0.333333,593,0
0,0.009434,0.018868,106,1,5,0,1,563,0
0,0.037383,0.009346,107,1,5,0,1,547,0
0,0.173077,0.182692,104,0,4,0,1,56,0
0,0.230769,0.009615,104,1,4,0,1,75,0
0,0.094118,0.105882,85,1,4,0,1,72,0
0,0.023256,0.023256,86,1,4,0,1,66,0
0,0.023256,0.023256,86,0,4,0,1,63,0
0,0.767442,0.767442,86,0,3,0,1,65,0
0,0.127907,0.069767,86,0,3,0,1,36,0
0,0.02381,0,84,0,3,0,1,63,0
0,0.134146,0,82,1,3,0,1,349,0
0,0,0,116.5,0,1,0,0.5,21,0
0,0.3,0,20,1,5,0,1,1199,0
1,0.30303,0,16.5,1,6,0,1,861,0
0,0.230769,0.461538,13,1,5,0,1,1137,0
0,0.0625,0.25,16,1,4,0,1,826,0
0,0.1875,1.375,16,1,3,0,1,1087,0
0,0.090909,0.772727,22,0,2,0,1,89,0
0,0.115385,0.115385,26,0,2,0,1,95,0
0,0.115385,0.115385,26,0,2,0,1,94,0
0,0.115385,0.115385,26,0,2,0,1,86,0
0,0.115385,0.115385,26,0,2,0,1,92,0
0.406746,0.313218,0.04023,174,1,8,0,1,853,0
0.811278,0.040724,0.049774,110.5,1,10,0,0.5,797,0
0.996092,0.045872,0.058104,81.75,0,10,0,0.25,769,0
0.810752,0.090996,0.070881,261,1,11,0,0.25,141,0
0.808721,0.072993,0.120438,91.333333,1,6,0,0.333333,1087,0
0.84084,0.058915,0.07907,215,1,6,0,0.333333,771,0
0.829703,0.097264,0.095745,219.333333,1,6,0,0.666667,751,0
0.998001,0.020225,0.022472,222.5,1,5,0,0.5,693,0
1,0.024719,0.029213,222.5,1,5,0,0.5,967,0
0,0.053846,0.069231,130,0,4,0,1,925,0
0,0.023077,0.023077,130,1,4,0,1,628,0
0,0.030769,0.015385,130,1,4,0,1,890,0
0,0.666667,1.193798,129,0,4,0,1,874,0
0,0.022472,0.022472,178,1,4,0,1,105,0
0,0.033708,0.078652,178,1,4,0,1,855,0
0,0,0.005464,183,1,4,0,1,547,0
0,0.032787,0.032787,183,1,4,0,1,841,0
0,0.005464,0.087432,183,1,4,0,1,837,0
0,0.015789,0.015789,190,1,4,0,1,518,0
0,0.4,0.421053,190,1,3,0,1,824,0
0,0.230337,0.174157,178,1,2,0,1,63,0
0,0.0625,0.011364,176,1,1,0,1,36,0
0,0.226744,0.005814,172,0,1,0,1,33,0
0,0.246753,0.064935,154,0,1,0,1,28,0
0,0,0,147,0,1,0,1,24,0
0,0.109091,0.145455,55,1,6,0,1,1158,0
0,0.140351,0.105263,57,1,6,0,1,1137,0
0.701926,0.144661,0.148106,290.333333,1,6,0,1,1114,0
0.768408,0.036717,0.082073,115.75,1,6,0,0.25,811,0
0,0.018868,0.056604,53,1,5,0,1,1024,0
0,0.218182,0.2,55,1,5,0,1,187,0
0,0.074074,0.240741,54,0,5,0,1,1003,0
0,0.017241,0.017241,58,1,5,0,1,693,0
0,1.344828,1.465517,58,1,5,0,1,161,0
0,0.089286,0.035714,56,1,3,0,1,54,0
0,0.055556,0.037037,54,1,2,0,1,610,0
0.728898,0.117939,0.109559,358,1,80,1521,0.722222,1846,1
0.31648,0.471503,0.659758,115.8,1,10,0,0.4,239,0
0,1,1.491803,122,1,6,0,1,1043,0
0.522559,0.033755,0.037975,118.5,1,5,0,0.5,731,0
0.918296,0.063025,0.063025,119,1,5,0,0.5,711,0
0,0.05,0.025,160,1,5,0,1,944,0
0,0.037975,0,158,0,5,0,1,925,0
0,0.012987,0.012987,154,1,5,0,1,628,0
0,0.363636,0.038961,154,1,5,0,1,116,0
0,0.044643,0.017857,112,1,3,0,1,563,0
0,0.018349,0.009174,109,0,2,0,1,79,0
0,0.037037,0.037037,108,0,2,0,1,75,0
0,0.027778,0.027778,108,0,2,0,1,72,0
0,0.082278,0,158,1,1,0,1,1240,0
0,0,0,97,1,1,0,0.5,1221,0
0.750831,0.080597,0.077612,67,1,4,0,0.6,181,0
0,0.022727,0.022727,44,1,1,0,1,1240,0
0.65186,0.063745,0.059761,83.666667,1,7,0,0.666667,152,0
0.781611,0.159881,0.130089,167.833333,1,7,0,1,1181,0
0,0.058824,0.058824,17,1,5,0,1,846,0
0,0.294118,0.823529,17,0,3,0,1,1066,0
0,1.136364,0.363636,22,0,3,0,1,1043,0
0,0.214286,0.571429,14,1,3,0,1,1024,0
0.918296,0.021429,0.042857,70,1,5,0,1,731,0
0,0.0625,0.3125,16,1,2,0,1,1003,0
0.491972,0.089862,0.089862,86.8,1,7,0,0.6,861,0
0,0,0,0,0,1,0,1,230,0
0,0.119469,0.123894,226,1,3,0,1,882,0
0.767537,1.862069,0,145,1,2,0,1,181,0
0,0,0,0,0,1,0,1,283,0
0,0.003953,0,253,1,8,0,1,853,0
0.903214,0.022277,0.012376,134.666667,1,8,0,0.666667,141,0
0,0.004717,0.004717,212,1,6,0,1,846,0
0,0.089623,0.014151,212,1,5,0,1,1114,0
0,0.004975,0.004975,201,0,5,0,1,1087,0
0,0.004975,0.004975,201,1,5,0,1,1066,0
0.863121,0.013115,0.009836,152.5,1,5,0,1,731,0
0,0.009852,0.004926,203,1,5,0,1,711,0
0.512709,0.286275,0.12549,127.5,1,6,0,1,693,0
0,0.052356,0.052356,191,1,5,0,1,675,0
0.309543,0.053942,0.095436,120.5,1,7,0,1,944,0
0,0.005319,0.005319,188,1,5,0,1,908,0
0,0.989362,1.053191,188,1,5,0,1,890,0
0,0.015075,0.015075,199,1,5,0,1,593,0
0,0.060302,0.015075,199,1,5,0,1,575,0
0,0,0.015464,194,1,5,0,1,563,0
0,0.056701,0.097938,194,1,5,0,1,844,0
0,0.015306,0.020408,196,1,4,0,1,537,0
0,0.076142,0.076142,197,1,4,0,1,526,0
0,0.025381,0.010152,197,1,4,0,1,518,0
0,0.025773,0.020619,194,1,4,0,1,510,0
0,0.020725,0.020725,193,1,3,0,1,63,0
0.398459,0.165312,0.04065,184.5,1,3,0,1,56,0
0,0.037975,0.050633,158,1,3,0,1,51,0
0,0.037736,0.031447,159,1,2,0,1,28,0
0.721928,0.021459,0.021459,116.5,0,2,0,0.5,56,0
0.971259,0.132075,0.132075,44.166667,1,8,0,0.5,1240,0
0,0.315789,0,19,1,6,0,1,1221,0
0.650022,0.029268,0.029268,102.5,1,6,0,1,846,0
0,0.214286,0.214286,14,1,5,0,1,1114,0
0,0.066667,0.066667,15,1,5,0,1,1066,0
0,0.578947,0.105263,19,1,3,0,1,357,0
0,0.117647,0.647059,17,0,2,0,1,83,0
0,0.157895,0.157895,19,0,2,0,1,90,0
0,0.157895,0.157895,19,0,2,0,1,88,0
0,0.157895,0.157895,19,0,2,0,1,78,0
0,0.157895,0.157895,19,0,2,0,1,86,0
0,0,0,19,0,1,0,1,73,0
0.930586,0.246377,0.130435,34.5,1,6,0,0.5,1199,0
0.930586,0.138462,0.261538,32.5,1,6,0,0.5,1181,0
0.575396,0.479365,0.260317,105,1,7,0,0.666667,1158,0
1,0.029412,0.029412,34,1,5,0,0.5,846,0
0.520505,0.101504,0.101504,88.666667,1,4,0,0.666667,826,0
0,0.608696,0,23,1,2,0,1,200,0
0.945342,0.053333,0.733333,25,1,4,0,1,1024,0
0,0,0,26,1,1,0,1,1015,0
0.348597,1.192308,0.865385,52,1,7,0,0.5,169,0
0.438794,0.131783,0.131783,129,1,7,0,0.666667,811,0
0,0.181818,0.272727,33,1,4,0,1,1043,0
0,0.039216,0.039216,51,1,4,0,1,711,0
0,0.117647,0.098039,51,1,4,0,1,174,0
0,0.04,0.02,50,1,3,0,1,675,0
0.896038,0.155556,0.2,45,1,3,0,0.5,944,0
0.916074,0.014368,0.063218,58,1,6,0,0.666667,646,0
0.93043,0.035714,0.428571,37.333333,1,4,0,1,908,0
0,0.754717,0.754717,53,1,2,0,1,890,0
0.796106,0.04703,0.096656,297.681818,1,23,1375,0.545455,1069,0
0,0,0,48,1,1,0,1,973,0
0,0.028571,0,35,1,7,0,1,904,0
0.795779,0.017241,0.031609,232,1,8,0,0.333333,882,0
0.667895,0.053665,0.051047,152.8,1,8,0,1,169,0
0.979869,0.032787,0,183,1,7,0,0.5,1221,0
0,0.064516,0.193548,31,0,5,0,1,1158,0
0,0.028571,0.028571,35,1,5,0,1,1137,0
1,0.028986,0,34.5,1,4,0,1,789,0
0,0.088235,1,34,1,4,0,1,771,0
0.855451,0.130952,0.166667,42,0,4,0,1,1015,0
0.954434,0.032258,0.096774,31,1,5,0,0.5,711,0
0,0,0,26.666667,0,1,0,0.333333,82,0
0,0.215686,0.014006,357,1,3,0,1,34,0
0,0.089744,0.00641,312,1,3,0,1,32,0
0,1.703704,0,297,1,3,0,1,30,0
0,0,0,0,0,2,0,1,130,0
0,2.896552,0,29,1,2,0,1,34,0
0,0,0,0,0,1,0,1,133,0
0.875664,0.025339,0.024397,454.785714,1,114,168,0.047619,440,0
0,0.276923,0,65,1,3,0,1,32,0
0,1.061224,1,49,1,2,0,1,824,0
0,0,0,41,1,1,0,1,910,0
0.956155,0.032103,0.05297,311.5,0,6,0,0.5,1393,0
0,0,0,0,0,1,0,1,283,0
0,0.00813,0.00813,123,1,1,11,1,1010,0
0.675042,0.248252,0.097902,163.428571,1,14,1650,0.571429,972,0
0,0,0,37,1,1,0,0.25,289,0
0.881186,0.127969,0.038314,261,1,7,585,0.6,1391,0
0,0.012931,0.021552,232,1,3,0,1,904,1
0,0.04721,0,233,1,3,0,1,882,0
0.954434,0.009804,0.029412,102,1,5,0,1,824,0
0,0.00641,0.00641,156,1,3,0,1,769,0
0,1.570513,0,156,1,2,0,1,141,0
0,0,0,0,0,1,0,1,250,0
0.557618,0.104167,0.149621,105.6,1,12,0,0.6,826,0
0.869384,1.916667,0,132,1,3,0,1,1066,1
0,0.193717,0.17801,191,1,5,0,1,136,0
0.771189,1.573099,0.21345,114,1,2,0,1,956,0
0,0,0,0,0,1,0,1,1256,0
0,0.035714,0.571429,28,1,2,0,1,1286,0
0,0,0,0,0,1,0,1,1256,0
0.696212,0.676923,0.553846,32.5,1,6,0,1,1352,0
0.721928,0.152174,0.065217,46,1,4,0,1,1348,0
0,0.071429,0.071429,14,0,4,0,1,1344,0
0,0.071429,0.071429,14,1,4,0,1,1333,0
0,0.642857,0.214286,14,1,4,0,1,999,0
0,0.1,0,10,0,4,0,1,1301,0
0,0.4,0.6,10,0,4,0,1,1274,0
0,0.090909,0,11,1,3,0,1,939,0
0,0.3,0.2,10,1,2,0,1,283,0
0,0.555556,0.555556,9,0,2,0,1,90,0
0,0,0,7,1,1,0,1,270,0
1,0.075949,0.018987,52.666667,1,10,0,0.666667,1007,0
0.559538,0.329949,0.327411,78.8,1,9,0,1,1320,0
0,0.033333,0.033333,60,1,6,0,1,1301,0
0.658782,1.094708,0.064067,71.8,1,9,0,0.8,1286,1
0,0.017857,0,56,0,6,0,1,1181,0
0,0.072727,0.090909,55,1,6,0,1,1158,0
0.534339,1.069307,0.069307,50.5,1,6,0,1,239,0
0,0,0.018519,54,0,4,0,1,1114,0
0.918296,0.025,0.025,60,1,8,0,1,811,0
0,0.109091,0.054545,55,1,4,0,1,1066,0
0,0.096154,1.288462,52,0,4,0,1,1043,0
0,0.642857,0.5,84,1,3,0,1,751,0
0,0.013514,0,74,1,3,0,1,731,0
0,0.863014,0.547945,73,1,2,0,1,92,0
0,0.070175,0.210526,57,0,2,0,1,90,0
0,1.269841,1.269841,63,0,2,0,1,88,0
0,0.111111,0.015873,63,1,1,0,1,78,0
0,0,0,62,0,1,0,1,75,0
0,0.01105,0.01105,181,1,1,0,1,1413,0
0,0,0,181,1,1,0,1,1412,0
0,0.014493,0.014493,69,0,9,0,1,997,0
0.309543,0.062914,0.056291,151,1,11,0,1,200,1
0.365924,0.881818,0.027273,55,1,7,0,1,1274,1
0.918296,0.011952,0.011952,125.5,1,7,0,0.5,1240,0
0.359102,0.163347,0.187251,125.5,1,7,0,0.5,910,0
0,0.75,0.75,68,1,7,0,1,878,0
1,0.017094,0.017094,58.5,1,7,0,1,553,0
0,0.014286,0.014286,70,1,6,0,1,1137,0
0,0.076923,0.061538,65,1,6,0,1,210,0
0,0.015625,0.015625,64,1,6,0,1,771,0
0,0.015625,0,64,0,6,0,1,1024,0
0,0.507937,0.285714,63,1,6,0,1,990,0
0,0.126984,0.333333,63,0,6,0,1,983,0
0,0.015873,0,63,0,5,0,1,967,0
