@relation 'JM1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.264lOCode-0.264v-0.264b-0.262total_Op-0.262n... numeric
@attribute -0.466i+0.351ev(g)+0.332iv(g)+0.321v(g)+0.317branchCount... numeric
@attribute -0.588l+0.413ev(g)-0.364t-0.364e+0.231locCodeAndComment... numeric
@attribute -0.653locCodeAndComment+0.427uniq_Op-0.371l-0.28ev(g)-0.276lOComment... numeric
@attribute 0.598locCodeAndComment-0.397i-0.365ev(g)+0.303uniq_Op-0.243l... numeric
@attribute 0.518lOComment-0.44l-0.367uniq_Op-0.317locCodeAndComment-0.309uniq_Opnd... numeric
@attribute -0.559lOComment-0.468l-0.409uniq_Op-0.325d+0.223i... numeric
@attribute '-0.558d+0.367lOComment+0.35 uniq_Opnd-0.267total_Op-0.253n...' numeric
@attribute defects {false,true}

@data
-0.406664,-0.59011,1.147756,-2.364618,2.235927,-1.571354,1.280311,0.237555,false
0.556174,-0.233699,0.428643,-1.121003,1.232041,-0.679666,0.707662,0.112001,false
-0.108116,-0.244687,0.429425,0.564359,-0.048266,-0.117638,0.118394,-0.115382,false
0.513219,-0.046864,0.208789,0.663249,0.42494,0.161827,0.116273,-0.264115,false
1.183069,0.099064,0.009807,0.420059,0.386724,0.234779,0.154937,-0.190011,false
1.359861,0.213311,-0.25116,0.103666,0.180673,0.23371,0.219291,-0.045739,false
0.945966,-0.05221,0.198793,0.196976,0.848599,0.137063,0.125476,-0.177394,false
1.757536,0.573925,0.092675,0.00655,0.254954,0.965603,0.887143,0.07831,false
-0.013492,-0.512919,0.220771,0.894534,0.332635,-0.082933,0.145021,-0.507362,false
1.462887,0.113872,-0.395274,0.091225,0.172351,0.054656,0.043946,-0.009116,false
0.609525,-0.115977,0.129269,0.434072,0.40499,0.393744,-0.146916,0.087606,false
0.388084,0.126256,0.374158,0.670479,0.611901,0.391244,-0.210179,-0.300513,false
1.595593,0.676967,0.120591,-0.036276,0.22018,1.005084,0.923121,0.178373,false
0.420927,-0.591772,0.037493,0.617244,0.09456,-0.146782,0.252996,0.088416,false
1.111589,-0.085444,-0.110718,0.289705,0.273718,0.343694,0.2602,-0.130075,false
1.771505,0.55762,0.066328,0.004433,0.263196,0.973041,0.912797,0.086462,false
0.731109,-0.093959,0.183439,0.76864,0.609727,0.098946,-0.075251,-0.107144,false
0.51546,-0.542113,-0.055192,0.227513,0.136406,0.578684,0.186854,-0.02882,false
1.772213,0.293942,-1.030844,-0.422962,-0.150231,-0.302001,-0.283401,-0.09386,false
1.361742,-0.140414,-0.538855,-0.055629,-0.206445,-0.235306,0.163601,0.086521,false
0.476675,-0.235939,-0.030365,0.43163,-0.022065,-0.224883,0.261006,0.299948,false
1.28725,-0.033125,-0.188667,0.182447,0.124207,0.214439,0.319368,-0.148032,false
-0.240595,-0.716942,0.093968,0.555717,0.145754,0.228976,0.069452,0.171629,false
0.038538,-0.118707,0.471594,0.958402,0.561428,-0.047573,-0.229158,-0.439202,false
0.693595,-0.047145,0.084291,0.547352,0.396767,0.192616,0.122923,-0.064924,false
1.274054,0.161279,-0.07338,0.283168,0.315394,0.312509,0.226833,-0.192925,false
1.376267,-0.092359,-0.508026,-0.03235,-0.14603,-0.171791,0.164293,0.049137,false
1.195426,1.391048,0.573515,-0.233389,-0.118694,0.814787,0.805156,0.263626,false
0.960168,0.246548,0.185816,0.423637,0.341819,0.162952,0.022153,-0.067569,false
0.576598,-0.119417,0.275836,0.888351,0.635252,0.064183,-0.050181,-0.400719,false
0.94897,-0.056401,0.028284,0.569871,0.340304,-0.071004,0.084046,0.068694,false
1.481079,0.117425,-0.363795,0.152599,0.17845,-0.053085,0.012864,0.002396,false
0.704651,-0.095121,0.095319,0.501595,0.384819,0.382265,0.257894,-0.377842,false
1.434094,1.006329,0.365475,-0.16942,0.019594,0.93169,0.861373,0.175475,false
1.399073,1.105781,0.570543,-0.280611,-0.137498,0.94199,0.751718,0.060765,false
0.183219,-1.032077,-0.091457,0.345601,-0.322157,-0.059094,0.483694,0.159399,false
0.319334,-0.125516,0.381908,0.821977,0.462718,-0.038912,-0.111707,-0.095391,false
1.012736,-0.098242,-0.231184,0.133933,0.178013,0.228003,-0.069385,0.267118,false
0.28336,-0.144648,0.251484,0.664256,0.442676,0.140178,-0.176868,0.145132,false
1.757536,0.573925,0.092675,0.00655,0.254954,0.965603,0.887143,0.07831,false
1.798018,0.553892,0.067029,0.013294,0.266744,0.95568,0.90389,0.070088,false
0.729808,0.009988,-0.071829,0.375934,0.125607,-0.114697,0.140366,0.247234,false
1.043912,0.059436,-0.035762,-0.074393,0.486074,-0.174438,0.221972,0.104828,false
0.674746,-0.043681,0.235123,0.603909,0.558878,0.432265,-0.042626,-0.397017,false
-8.062807,0.131245,1.866199,-0.08944,0.333095,2.641241,-3.982786,-1.607324,false
1.175445,1.587194,0.934283,-0.450357,-0.416798,0.810789,0.635685,0.045261,false
1.377199,1.12188,0.417469,-0.120604,0.027309,0.842978,0.803363,0.202979,false
1.090735,1.652832,0.914167,-0.42498,-0.391318,0.791633,0.658798,0.133381,false
-0.431114,0.046665,0.745874,0.94063,0.420394,-0.296701,-0.738202,0.478654,false
1.547428,0.958828,0.39786,-0.17676,-0.003058,0.908697,0.81534,0.071188,false
-1.330794,-0.866794,0.266263,0.369337,0.122613,0.696247,-0.513473,0.626874,false
0.704717,-0.007407,0.034105,0.426931,0.224014,0.094011,0.15961,0.112725,false
-2.933371,-0.59299,1.074045,0.195261,0.14899,0.144555,-0.874878,0.242304,false
0.420484,0.065264,0.486049,-0.052237,0.326786,-0.066231,0.066353,0.11391,false
1.750164,0.311531,-0.969631,-0.453709,-0.139521,-0.083405,-0.121054,-0.133384,false
0.518707,0.402844,0.57061,0.525651,0.161491,-0.154941,-0.149073,-0.002961,false
1.270323,0.200728,0.01664,0.43833,0.496962,0.285292,0.077049,-0.131943,false
1.270323,0.200728,0.01664,0.43833,0.496962,0.285292,0.077049,-0.131943,false
0.414431,0.147721,0.417977,0.371122,0.092343,0.105677,-0.070857,0.083419,false
1.770792,0.572061,0.093025,0.01098,0.256727,0.956922,0.882689,0.070123,false
-0.026955,0.593005,0.992021,0.742611,0.601769,0.284665,-0.686015,-0.821327,false
1.935122,0.40627,-1.697229,-0.915591,-0.446632,-0.668112,-0.697227,-0.218054,false
1.935122,0.40627,-1.697229,-0.915591,-0.446632,-0.668112,-0.697227,-0.218054,false
1.935122,0.40627,-1.697229,-0.915591,-0.446632,-0.668112,-0.697227,-0.218054,false
1.935122,0.40627,-1.697229,-0.915591,-0.446632,-0.668112,-0.697227,-0.218054,false
-1.506446,-1.78584,0.04071,0.324528,0.035464,1.004699,-0.391016,0.119465,false
1.092724,-0.170839,-0.205902,0.254015,0.161283,0.146433,0.208003,0.019992,false
1.515785,0.928913,0.362153,-0.146629,0.037257,0.928173,0.822008,0.108196,false
1.790381,0.291984,-1.063196,-0.509376,-0.223237,-0.232815,-0.192631,-0.131179,false
-2.739501,-1.858181,1.435459,-2.251344,3.069251,-2.122121,1.256587,-0.361196,false
0.617986,-0.670548,-0.167919,0.233231,-0.191303,0.097575,0.534649,0.019717,false
0.229869,-0.294282,0.242854,0.720961,0.55758,0.360532,-0.097415,-0.305562,false
1.376305,-0.179266,-0.875834,-0.595864,-0.248066,0.137171,-0.580713,0.372246,false
1.502193,1.031117,0.402145,-0.187367,-0.015843,0.888342,0.842458,0.115952,false
0.778976,-0.73044,-0.278953,0.146748,-0.359414,-0.226566,0.364,0.284767,false
0.018074,2.975412,1.720669,-0.792039,-0.973864,0.617434,0.479462,0.497766,false
1.807961,0.552494,0.067292,0.016616,0.268074,0.94917,0.90055,0.063947,false
1.430785,0.86068,0.180629,-0.068763,0.171916,0.979879,0.941636,0.280252,false
1.676921,0.618225,0.093285,-0.018137,0.240801,0.993403,0.920186,0.136511,false
0.860807,-0.420577,-0.198857,0.224713,-0.007498,0.099009,0.25609,0.111487,false
1.389194,-0.007767,-0.47435,0.073938,0.033706,-0.181111,-0.005375,0.088785,false
0.722609,-0.11069,0.101322,0.377147,0.052908,-0.124955,0.013995,0.201868,false
1.312476,-0.105884,-0.49813,0.012351,-0.049062,-0.126061,0.071339,0.109902,false
-10.027305,-9.267435,1.7851,-7.374829,2.014852,-0.250948,0.028138,3.940537,false
-0.809922,-0.261947,0.657766,1.228609,0.648607,-0.173988,-0.546856,-0.792452,false
-0.223388,-0.202026,0.344931,0.817749,0.495466,0.169972,-0.150294,-0.345601,false
0.856858,-0.126875,0.054926,0.515785,0.468964,0.171616,-0.210457,0.205955,false
-1.864967,-0.671515,0.620605,0.493189,0.238808,-0.385035,0.023664,0.075105,false
1.11661,-0.022857,-0.214507,0.276017,0.131522,-0.080389,0.116863,0.127009,false
1.307224,-0.252869,-0.678651,-0.160293,-0.360316,-0.385905,0.108275,0.15833,false
1.284637,-0.059773,-0.321656,0.141864,0.099001,0.057787,0.163017,0.040954,false
0.598923,-1.053943,-0.451332,-0.112633,-0.924725,-0.486311,0.669586,0.326442,false
0.944365,-0.530775,-0.094203,-1.466295,0.930387,-1.000481,0.5175,0.236266,false
0.466783,-0.00074,0.191857,0.48576,0.050433,-0.199895,0.146614,0.170641,false
-1.122569,-1.365186,0.975055,-1.129426,2.008797,-1.23469,0.514895,0.144519,false
0.774026,-0.475251,-0.197529,0.292248,-0.244117,-0.363926,0.351632,0.262945,false
-3.12163,-3.077984,-0.039219,0.209733,-1.718301,-0.339353,0.96014,1.109722,false
-1.259488,-1.956228,-0.030566,0.664217,-0.768316,-0.545111,0.832009,0.60159,false
-1.064502,-2.268834,-0.142387,0.358325,-1.437224,-0.736452,1.423187,0.007586,false
1.171637,-0.36692,-0.64355,-0.130083,-0.428821,-0.413589,0.194195,0.209255,false
-10.743063,-4.468992,-1.644106,1.734952,-1.761077,-1.137086,2.278961,-2.767461,false
-1.648095,-1.998932,-0.045396,0.234207,-0.269981,-0.094628,1.080378,-0.551907,false
-0.707701,-2.129291,-0.123566,-0.179213,-0.780353,0.511771,-0.105439,1.187282,false
-1.156031,-2.291624,-0.072306,-0.100557,-0.896112,0.40415,-0.018838,1.264904,false
-2.909751,-2.597514,0.085216,0.642903,-0.421458,-0.675428,0.843193,0.098945,false
1.23207,-0.126986,-0.542501,-0.082247,-0.304497,-0.336963,0.177282,0.170739,false
0.180897,-1.296067,0.11333,-0.325684,0.080137,-0.739659,0.849522,0.264097,false
-14.081803,-6.03976,0.620706,-4.182513,0.078876,8.393772,-7.636293,5.061801,false
-3.373653,-2.604645,-0.326698,-0.009703,-0.108725,0.945716,0.551363,-1.460747,false
-3.318648,-2.591415,-0.197854,-0.266473,0.198373,0.603828,0.759539,-1.568777,false
0.322905,0.218014,0.346632,0.806642,0.652646,0.185666,-0.079869,-0.428071,false
0.322905,0.218014,0.346632,0.806642,0.652646,0.185666,-0.079869,-0.428071,false
-22.267487,-6.244036,-4.378336,1.593632,-3.137544,-0.353879,4.270222,-4.799027,false
0.986605,-0.615923,-0.628651,-0.127184,-0.604346,-0.521687,0.296985,0.308664,false
-9.318832,-3.85549,-0.928237,1.021764,-2.317149,-0.888053,2.421489,-1.506029,false
1.122342,-0.427813,-0.602272,-0.101746,-0.454555,-0.419073,0.244961,0.225518,false
1.128497,-0.212307,-0.517421,-0.076336,-0.32141,-0.275373,0.231123,0.208088,false
-4.159829,-5.486612,5.038193,-13.998251,12.099418,-6.945774,5.139339,-0.020056,false
-10.187985,-4.504575,-1.098741,1.189329,-2.53001,-1.178308,2.298515,-2.828861,false
0.555261,-0.363102,0.068059,0.578229,0.294733,0.040638,0.0012,0.131906,false
1.807961,0.552494,0.067292,0.016616,0.268074,0.94917,0.90055,0.063947,false
-20.413475,-9.62969,-3.315542,-1.100647,-3.127423,4.352016,-0.275154,-1.300446,false
-0.278689,-0.83379,0.135034,0.730327,0.24092,0.130957,0.037853,-0.14562,false
0.444226,-0.082335,0.107983,0.613379,0.34634,-0.00058,0.06454,0.162646,false
-3.41063,-2.891258,0.032217,0.356418,-0.202513,0.11475,0.031033,0.315576,false
-1.729713,-3.172038,1.120616,-3.023003,1.992429,-2.11759,1.868081,0.606237,false
-1.525662,-1.423481,0.057516,0.963471,-0.166444,-0.304716,0.465618,-0.287516,false
-1.324516,-2.898701,0.971907,-2.803833,1.774775,-1.785772,1.684772,0.568827,false
-4.137081,-4.740207,-0.27228,0.742625,-2.915479,-1.86196,2.41182,0.119738,false
0.623703,0.329545,0.346894,0.317184,0.065452,0.063548,0.073015,-0.063543,false
-4.231523,-3.320063,0.886422,-1.965637,2.09427,-0.891022,0.849852,0.052743,false
0.096865,-1.441761,0.717213,-1.998039,1.887817,-1.448963,1.159474,0.252413,false
-1.508593,-3.165133,-0.095248,0.44102,-1.858906,-1.240763,1.372526,0.986958,false
-3.290322,-2.956231,-0.169162,0.531147,-1.524944,-0.507072,1.501817,0.817717,false
-1.823451,-2.405616,0.95162,-2.117579,1.988566,-0.498497,0.16795,1.034673,false
-2.914997,-4.000511,2.408207,-6.252106,5.228435,-3.83796,2.64169,0.791512,false
-15.791696,-7.760294,-3.114278,1.23188,-3.893419,-1.024979,4.440051,-4.083131,false
-9.500808,-6.584884,-0.95598,0.348933,-3.912849,-0.855755,3.475704,1.046134,false
0.96114,-0.095723,-0.073928,0.370328,0.219549,0.107162,0.195011,0.003179,false
-0.466075,-0.00543,0.43591,0.942134,0.419243,-0.227737,-0.153501,0.213769,false
0.29202,-1.534039,-0.415511,-0.058536,-1.204057,-0.713872,0.858475,0.514964,false
-1.061396,-1.804115,-0.050401,0.619006,-0.716962,-0.462756,0.859122,0.199282,false
-1.685116,-1.850432,-0.036875,0.727978,-0.666067,-0.375319,0.893777,-0.074937,false
1.223259,0.091263,-0.247044,0.260196,0.233913,-0.03387,0.00281,0.114369,false
-16.053698,-6.32222,-2.032654,0.24038,-2.049515,0.061942,2.577951,-1.933164,false
-22.748793,-5.652388,-3.899099,0.908454,-3.105889,-0.407937,3.978541,-5.494668,false
-8.578123,-2.163212,-0.641645,1.527834,-1.022338,-0.851134,1.357918,-1.835316,false
-1.550006,-0.198712,0.85148,0.6209,0.05249,-1.021877,0.169189,0.319809,false
-0.75876,-0.421883,0.162161,0.602658,-0.208449,-0.164486,0.58247,-0.285286,false
0.66839,-0.412322,-0.072432,0.461727,-0.04594,-0.283377,0.300763,0.237242,false
-5.773811,-5.411638,0.173377,-3.241361,-0.38099,5.240248,-3.807047,3.521092,false
-0.896405,-0.914944,0.281662,0.823021,0.261257,0.127467,-0.223559,0.185069,false
-3.098702,-3.139464,-0.255532,0.427067,-1.229559,0.047296,0.908646,-0.112799,false
1.957633,0.444305,-1.702615,-0.920435,-0.418791,-0.641379,-0.711628,-0.239091,false
1.708986,0.64668,0.096873,-0.005165,0.241725,0.947418,0.915374,0.125121,false
0.291161,0.126954,0.316491,0.616119,0.493302,0.296081,-0.126898,-0.157571,false
0.073335,-0.937393,-0.027303,0.417576,-0.273522,-0.080352,0.519328,0.172865,false
-6.126154,3.260955,3.108673,-0.222719,-2.057887,-0.812229,-0.643614,-1.156207,false
1.145488,0.125172,-0.230303,-0.078587,0.182875,0.424748,-0.315299,0.340844,false
-2.592113,-0.18812,1.018714,1.416448,0.21614,-0.868916,-0.730837,0.328368,false
-1.315677,-0.469157,0.912005,0.548481,-0.423494,-0.322766,-0.425206,0.43986,false
-1.662071,-1.543592,0.436003,0.550957,-0.958618,-0.640267,0.402379,0.582321,false
-2.955484,-1.91156,-0.048009,0.890492,-0.411629,-0.03013,0.727304,-0.448193,false
0.249424,-0.144254,0.318056,0.269499,-0.375482,-0.173593,0.389726,0.017167,false
-3.432437,-2.315486,0.204524,-0.0171,-2.787596,-1.375398,2.084901,1.196512,false
-8.488912,-4.105789,-0.524086,0.185797,-1.71918,0.939217,0.481376,-0.010472,false
-3.873465,-1.880526,0.000122,1.211902,-0.094064,-0.027194,0.29533,-0.85822,false
1.506192,0.281798,-0.573248,-0.156349,0.015033,0.058638,0.061656,-0.016277,false
-1.813372,-0.391568,0.706924,1.171041,0.242217,-0.39934,-0.359456,-0.19733,false
-0.580192,-2.354684,-0.200256,0.250462,-1.488699,-0.981848,1.137102,0.823517,false
1.867166,0.463899,0.03666,0.025107,0.289102,0.976963,0.899086,0.027336,false
0.853109,-0.021958,-0.026397,0.255894,0.251876,0.292558,-0.062803,0.212272,false
1.347895,1.082896,0.483629,-0.268325,-0.090416,0.982441,0.831603,0.15181,false
-0.434656,-1.303621,-0.016525,0.542252,-0.597904,-0.470328,0.751904,0.180732,false
0.436239,0.032843,0.455785,0.710615,0.366504,-0.007055,-0.100064,-0.209515,false
0.144462,-0.510097,0.083963,0.285497,-0.472156,-0.297137,0.529198,0.248947,false
-0.972544,-1.588173,0.277832,0.146278,0.307881,0.298092,-0.208783,0.402787,false
0.229934,-0.879239,-0.12725,0.367358,-0.326675,-0.237663,0.507214,0.341947,false
-17.352033,-7.15271,-2.846085,1.11574,-3.580276,-1.636873,4.256963,-3.173204,false
1.850595,0.466229,0.036222,0.019569,0.286885,0.987814,0.904653,0.03757,false
-5.116858,-5.073496,-0.488351,0.679794,-2.682382,-1.175868,2.36775,0.151834,false
-0.849206,-0.878382,0.22619,1.038013,-0.037501,-0.602128,0.30505,-0.011932,false
-1.287713,-1.027248,0.394235,0.533099,-0.547304,-0.274085,0.207263,0.278134,false
-4.331167,-1.277781,1.217064,0.506325,-1.423762,-0.685932,-0.341945,0.497761,false
1.394594,0.77116,0.12076,-0.098941,0.186554,1.086727,1.002568,0.319337,false
-1.490465,-1.954736,-0.132295,0.448682,-0.92363,-0.270698,1.07301,0.197764,false
0.546249,-0.550036,-0.080747,0.452542,-0.113675,-0.287716,0.340114,0.260851,false
-10.796449,-7.614064,-1.706224,-0.078004,-3.374528,0.817236,2.197533,-1.407839,false
-5.167079,-4.967942,-0.420848,0.307937,-2.407136,-0.371399,1.473054,0.453285,false
1.128301,-0.032458,-0.234654,0.220668,0.099541,-0.017631,0.16146,0.126692,false
-1.588235,-1.8062,-0.147603,0.435263,-0.437114,0.373832,0.655115,-0.226217,false
0.519527,-0.967115,0.160554,-0.731452,0.630895,-0.793444,0.731201,0.2207,false
1.551177,0.143567,-0.590652,-0.063833,0.040097,-0.096333,-0.036477,0.008104,false
1.787627,0.475084,0.034558,-0.001476,0.27846,1.029047,0.925807,0.076459,false
-1.651697,-0.97529,0.484475,0.692414,0.019599,0.267197,-0.297491,-0.11394,false
-2.828172,-1.974228,-0.046529,0.982244,-0.559482,-0.36905,0.852709,-0.405435,false
0.607504,-0.254351,0.007825,0.50357,0.170375,-0.033292,0.203502,0.14674,false
1.530922,0.832258,0.15656,-0.042083,0.191687,0.930894,0.938342,0.235186,false
1.142136,1.493151,0.631019,-0.233116,-0.145305,0.766534,0.774286,0.279805,false
1.957633,0.444305,-1.702615,-0.920435,-0.418791,-0.641379,-0.711628,-0.239091,false
-1.622891,-1.55735,0.209321,0.43452,-0.120301,-0.466269,0.654159,-0.134148,false
-2.16169,-0.904962,0.946673,-0.898194,1.57815,0.223877,-0.461776,-0.02013,false
-0.212924,0.023892,0.617901,0.651724,-0.022688,-0.314466,-0.0485,0.027884,false
1.239813,-0.127128,-0.540817,-0.08171,-0.304098,-0.338973,0.175319,0.168835,false
1.127459,-0.475097,-0.552726,-0.069446,-0.466119,-0.429842,0.277352,0.228353,false
1.408794,-0.268199,-1.025997,-0.539445,-0.576693,-0.444487,-0.16999,0.187316,false
0.638141,-0.735002,-0.34097,0.019982,-0.626009,-0.38182,0.504018,0.352988,false
-1.121387,-2.64396,-0.173764,0.23532,-1.668372,-0.843731,1.371164,0.693683,false
-1.257573,-2.830331,-0.198719,0.219883,-1.829807,-0.97848,1.429721,0.75566,false
-1.898442,-3.531844,0.055114,-0.429666,-1.582396,-1.503143,1.967458,0.840721,false
-0.333232,-1.912982,-0.257334,0.143167,-1.207894,-0.633369,0.961431,0.630448,false
-0.145347,-0.602666,0.109617,0.640891,0.225344,0.218421,0.220298,-0.148668,false
1.128301,-0.032458,-0.234654,0.220668,0.099541,-0.017631,0.16146,0.126692,false
-1.940968,-1.818022,0.231359,0.748998,0.07458,-0.645628,0.507273,-0.028444,false
-5.015917,-1.946146,-0.015983,1.25553,-0.910907,-0.925657,0.921605,-0.866795,false
-3.386341,-4.241586,-0.169409,-0.001679,-2.050342,-0.052379,0.847859,1.41639,false
-0.05897,-1.070498,0.014579,0.676782,-0.240524,-0.379511,0.547143,0.075456,false
-8.900633,-5.230906,-1.581245,1.109672,-2.382919,-0.769497,2.794197,-2.832089,false
1.350074,0.130506,-0.367911,0.138814,0.086391,-0.172547,0.020588,0.111457,false
-0.21344,-0.58368,0.324306,0.703406,-0.170239,-0.403518,0.298677,0.085716,false
0.385301,-0.512825,0.0188,0.546198,-0.024474,-0.229807,0.313789,0.214302,false
-8.237833,-3.558104,-0.307725,-0.041291,-0.133214,-0.317607,1.002309,-1.757058,false
-8.480262,-1.065921,0.849359,0.248958,-2.013282,-0.083311,0.799272,-1.241736,false
-1.694198,0.499987,1.280339,1.002633,0.256022,-0.254577,-0.670863,-0.581275,false
0.997345,0.008271,-0.037109,0.456403,0.253775,-0.097257,0.07438,0.159247,false
0.819229,-0.389357,-0.169145,0.308406,-0.160897,-0.27659,0.342733,0.226534,false
-0.42916,-1.922799,-0.15362,-0.255085,-0.731289,0.551723,-0.152446,1.141504,false
1.850595,0.466229,0.036222,0.019569,0.286885,0.987814,0.904653,0.03757,false
1.727709,0.578119,0.091886,-0.003419,0.250963,0.985134,0.897163,0.096732,false
1.883736,0.461569,0.037098,0.030645,0.291319,0.966112,0.893519,0.017102,false
0.235647,-0.736786,-0.017407,0.4405,-0.134438,-0.039473,0.421558,0.059266,false
1.605351,0.500717,0.02974,-0.062394,0.254072,1.148406,0.987043,0.189034,false
-2.12847,-3.31755,-0.017379,-0.601091,-1.323125,0.076927,0.557877,1.403006,false
0.915149,-0.590668,-0.625627,-0.196283,-0.653281,-0.518325,0.213653,0.415301,false
0.791274,-0.566967,-0.190117,0.34789,-0.134527,-0.259995,0.310553,0.213457,false
1.185209,-0.332185,-0.6555,-0.144208,-0.387554,-0.352508,0.172728,0.191024,false
1.185209,-0.332185,-0.6555,-0.144208,-0.387554,-0.352508,0.172728,0.191024,false
-2.237911,-2.769558,0.014293,0.154889,-1.011177,0.258497,0.028697,1.150571,false
-5.533462,-6.397953,-0.131169,-0.739766,-2.791723,1.000878,-0.430095,2.470188,false
1.414086,-0.088488,-0.678552,-0.118597,-0.194173,-0.33384,-0.013729,0.116931,false
-1.721052,-1.032198,0.191972,0.865043,-0.310533,-0.406211,0.480896,-0.045909,false
-6.087611,-5.768807,-0.142839,-1.243672,-1.097569,-0.385484,1.690009,0.007325,false
0.135511,-1.249634,-0.153251,0.401806,-0.584288,-0.528923,0.623699,0.404159,false
-0.705476,0.745564,1.114015,0.519307,0.238454,0.278772,-0.624855,-0.732225,false
-0.788356,-0.633101,0.497804,0.287498,-0.102718,0.454306,-0.395887,0.378779,false
-1.273042,0.126439,0.879997,0.547591,0.066288,0.295125,-0.343533,-0.724868,false
0.216432,-0.367846,0.3552,0.237615,0.399791,0.865914,-0.674043,0.26366,false
1.81414,0.471356,0.035258,0.007385,0.282007,1.011686,0.9169,0.060085,false
1.798018,0.553892,0.067029,0.013294,0.266744,0.95568,0.90389,0.070088,false
1.794704,0.554358,0.066941,0.012186,0.2663,0.95785,0.905003,0.072134,false
1.794704,0.554358,0.066941,0.012186,0.2663,0.95785,0.905003,0.072134,false
1.647992,0.782831,0.156913,-0.005212,0.210717,0.879222,0.893052,0.154471,false
2.068181,0.527864,-2.355593,-1.376835,-0.680689,-1.014222,-1.171862,-0.35532,false
1.372227,0.186179,-0.339403,0.078857,0.110786,0.048816,0.131004,0.016733,false
1.877108,0.462501,0.036923,0.02843,0.290432,0.970453,0.895746,0.021195,false
1.486537,0.082136,-0.532351,-0.061066,-0.005072,-0.023395,0.090453,-0.008852,false
1.893679,0.460171,0.037361,0.033968,0.292649,0.959602,0.890179,0.010961,false
1.827845,0.549697,0.067817,0.023262,0.270734,0.936149,0.893869,0.051666,false
1.617448,0.271306,-0.431873,0.002098,0.200549,0.178542,0.076617,-0.096777,false
-13.03031,-0.153649,1.812209,-1.932336,0.208472,5.01758,-5.839169,-3.0189,false
1.619505,0.659264,0.094508,-0.035071,0.229753,1.006012,0.945435,0.180384,false
-3.029533,-1.639907,0.576984,0.730313,0.200087,-0.357818,-0.170774,0.141655,false
0.272944,-0.889601,-0.028803,0.507331,-0.170412,-0.15151,0.49422,0.046908,false
-4.38314,-3.722946,-0.074578,0.38889,-1.046666,0.479543,-0.258676,0.887435,false
-7.488798,-4.040244,-0.265586,-0.411462,-1.944362,1.418164,0.207616,1.22765,false
1.334915,0.02387,0.113587,-0.200568,0.489804,1.650977,-0.073521,0.656186,false
-8.193513,-6.468923,-0.481942,-1.049348,-2.043868,2.778637,-1.556513,2.276807,false
-0.986191,-1.34385,0.065714,0.769612,-0.238586,-0.278612,0.435138,0.122426,false
0.211933,-1.057704,-0.090521,0.383349,-0.286373,-0.140211,0.386532,0.365737,false
-9.758712,-7.196927,-0.370042,-1.519517,-2.10138,3.770465,-2.728423,3.673923,false
-4.600357,-3.738878,-0.030193,0.617478,-1.5189,-0.298704,0.627525,0.744933,false
-5.865096,-4.088279,0.237473,-0.424561,-0.112446,3.016898,-2.990909,2.856677,false
1.343774,0.875716,0.24259,-0.183767,0.077911,1.089323,0.966873,0.282234,false
-5.714867,-4.255273,-0.383002,0.579435,-1.519471,0.089159,0.585379,-0.255865,false
0.297409,-0.8757,-0.101326,0.363603,-0.147311,0.061258,0.424511,0.174248,false
-0.313645,-1.474053,-0.056738,0.543909,-0.450613,-0.352676,0.537268,0.400592,false
-0.762432,-1.62861,-0.01413,0.611171,-0.540655,-0.41224,0.606667,0.441393,false
-3.000246,-2.743424,0.042036,0.400267,-0.425127,0.747253,-0.545675,0.432303,false
-3.248549,-2.932533,0.016277,0.346486,-0.503837,0.817271,-0.603736,0.455988,false
-3.303449,-2.78031,0.205855,0.240784,-0.695791,0.742899,-0.577095,0.93529,false
-12.162045,-8.593115,-0.798521,-1.810015,-2.601408,4.32606,-2.873375,3.675925,false
-7.445885,-5.177856,-0.247134,-0.850541,-1.061081,3.170248,-2.322578,1.718784,false
-3.279182,-4.214742,0.612467,-1.292711,0.111476,-2.058328,1.988223,0.622277,false
0.938144,0.995885,0.17309,-0.228898,0.099269,1.252497,1.11906,0.601334,false
1.618343,0.593499,0.088996,-0.039969,0.23633,1.05675,0.933905,0.164276,false
-2.324383,-2.378875,-0.064664,0.848254,-0.715057,-0.355594,0.80869,-0.512481,false
-0.607546,-1.778363,-0.065054,0.550218,-0.658998,-0.473534,0.667406,0.456323,false
1.58549,-0.008626,-0.882333,-0.400382,-0.377426,-0.28776,0.037915,-0.033197,false
1.465948,0.778267,0.213622,-0.154232,0.107364,1.075884,0.944255,0.206733,false
-2.119102,-2.305267,0.116926,0.37836,-0.607499,0.238757,-0.220408,1.050087,false
-1.750008,-2.54165,0.037908,0.302028,-0.804792,0.129049,0.044655,1.121921,false
-0.396634,-1.562846,-0.077227,0.531901,-0.599713,-0.450492,0.716635,0.332618,false
-0.019167,-1.193433,-0.054513,0.346588,-0.216941,0.095018,0.190944,0.485376,false
1.880422,0.462035,0.03701,0.029537,0.290876,0.968282,0.894632,0.019148,false
1.88705,0.461103,0.037185,0.031752,0.291762,0.963942,0.892406,0.015055,false
0.211933,-1.057704,-0.090521,0.383349,-0.286373,-0.140211,0.386532,0.365737,false
