@relation 'synapse-1.2_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute '0.374rfc+0.35 loc+0.324wmc-0.293cam+0.292npm...' numeric
@attribute -0.382mfa-0.371amc-0.356avg_cc-0.355dit-0.313cbm... numeric
@attribute -0.337cbm-0.328ic-0.315dit-0.304lcom3-0.293ca... numeric
@attribute 0.423lcom3-0.421dam-0.32ic+0.308avg_cc-0.3cbm... numeric
@attribute '0.491ca+0.44 cbo+0.436noc+0.265dam-0.251lcom3...' numeric
@attribute '-0.496dit-0.47mfa+0.383ic+0.38 cbm-0.335noc...' numeric
@attribute '-0.809noc+0.29 cbo+0.268ca-0.173ic+0.15 dam...' numeric
@attribute -0.495ce-0.463moa+0.324lcom+0.274dam-0.266lcom3... numeric
@attribute -0.673moa-0.412max_cc+0.335ce-0.267avg_cc+0.257rfc... numeric
@attribute -0.846cam-0.311ce-0.267lcom-0.176dam+0.133avg_cc... numeric
@attribute -0.653loc+0.391ce+0.368lcom+0.243avg_cc-0.229cam... numeric
@attribute bug {1,0}

@data
3.67415,-0.966746,2.14132,1.532924,1.936893,-0.207728,-1.692167,-0.009313,-0.571202,0.018621,0.253249,0
4.416641,-0.443959,-1.355975,-1.435042,-0.780845,0.016301,-0.075461,-1.31763,-1.60388,-0.200161,-0.002037,0
0.055917,0.677253,1.499097,-0.625521,0.654384,0.318406,0.391962,-0.151519,0.610907,0.204733,0.721395,0
-1.817137,-4.030388,-4.458894,-1.873073,0.651909,2.362484,-1.106143,-0.871021,0.455438,-0.074585,0.561622,0
-1.394023,-1.995652,-1.625122,0.337661,-0.209189,0.813246,-0.404336,-0.788391,0.282957,0.343163,0.683188,0
8.599298,3.568212,-3.457202,0.805,-0.799617,0.217318,-0.039784,0.719767,0.480247,-0.458481,-0.837429,1
-1.860672,-0.077793,-0.233097,-1.258297,-0.024441,-1.965828,0.702211,0.809391,0.427353,-0.487829,-0.120611,0
-1.838956,-0.007749,-0.799773,1.59106,1.147574,-1.693646,-2.204777,-0.835801,0.002952,0.458618,0.098967,0
-2.117843,-4.389357,-3.34135,-0.883177,-0.003904,1.928099,-1.130803,0.402354,-0.391466,0.208132,-0.061144,1
-3.555354,1.636254,0.04243,0.508264,-1.100194,0.805071,-0.48862,-0.227805,-0.257688,-1.145877,-0.60085,0
-0.40265,-0.945034,0.918197,-0.113072,-0.026271,-0.879748,0.512106,0.800579,0.042383,-0.668067,0.213404,1
2.442642,-1.166641,0.530155,0.384246,-0.618986,-0.863468,0.345507,-0.340498,-0.614687,0.792888,0.092597,1
-2.519775,-0.214291,-0.927695,0.881278,-0.923511,-0.887488,0.13076,-0.611388,0.583155,-0.428265,-0.093812,0
0.33723,1.015016,1.324427,-1.135082,0.273194,0.286108,0.258705,-0.186311,-0.097879,0.407223,-0.425345,1
-2.184601,-0.674576,-0.860574,1.51691,-0.682078,-0.744263,0.27279,-0.108539,-0.086703,-0.174261,0.03675,1
-1.923055,-0.251126,-0.750096,0.96622,-0.886398,-0.740819,0.066799,-0.661577,0.437938,0.343129,0.368885,0
-1.445632,-3.665278,-1.613291,1.20764,-0.554073,0.36041,-0.300224,0.416604,-0.490204,-0.087665,0.244516,1
-1.566838,-0.826347,-0.389828,1.368695,-1.015458,-0.548179,-0.025809,-0.312789,0.103525,0.491939,0.356467,0
-3.561343,1.638108,0.041395,0.507431,-1.098431,0.803966,-0.487118,-0.227472,-0.260057,-1.145421,-0.589665,0
-1.230715,1.564473,1.112494,-1.285031,0.584614,0.119398,0.354447,0.195761,0.374062,-0.20629,0.36745,0
1.690408,1.096418,0.983734,-1.037165,0.129743,0.17741,0.198253,-0.645416,0.469196,0.625226,-0.2622,0
4.867877,0.157914,-0.61402,-0.099503,-0.746254,-0.947078,0.223649,-0.833632,1.302816,-0.124446,-0.560057,1
3.794987,-1.098015,1.897303,0.96288,1.233691,0.84179,0.848123,-1.79725,2.863146,-1.33547,-0.482028,1
-0.415828,-0.59639,0.624363,-0.317829,0.252695,-0.970458,0.696902,0.223072,0.772605,-0.997015,0.088341,0
2.769357,-0.21013,0.086654,2.406774,0.10367,1.193637,0.176881,-2.661142,2.383529,0.258283,0.096133,1
0.110794,-1.350232,1.052834,0.263937,0.105374,-0.764408,0.621337,0.557889,0.268351,-0.860537,0.21609,0
-2.102443,1.179985,0.227173,0.808338,-0.642977,0.899698,-0.351285,-0.590455,0.015759,0.673315,0.228491,1
-1.952265,1.313851,1.179751,-0.665137,-0.17273,0.633733,-0.136562,0.504177,0.15108,-0.06611,-0.380832,0
-0.074187,-1.114922,0.554982,0.152058,0.099735,-1.07943,0.66331,0.151854,0.491692,-0.46264,0.568251,0
0.348384,-0.257596,2.078117,0.091096,0.464601,0.611881,0.325316,0.474746,-0.052896,-0.244489,0.715193,0
-0.212065,1.68125,0.829416,-1.416055,0.070067,0.05621,0.183324,-0.050988,-0.483548,0.676249,0.213153,1
-0.17249,1.549146,0.604129,-0.407672,1.664142,0.308518,0.986871,0.049741,0.331615,-0.142259,0.312458,0
9.198251,3.843009,-3.633222,0.359304,-0.968165,-0.085346,-0.017717,0.3873,0.692572,0.031926,-1.085372,1
-3.431187,1.499969,0.051699,0.775286,-0.956825,0.869332,-0.40325,-0.086095,-0.529122,-1.070314,-0.421994,0
-1.528314,0.18884,0.346036,-0.991985,0.034268,-1.188282,0.518337,0.665929,0.269467,-0.604494,0.152804,0
-2.45112,1.747324,-0.320492,0.833992,-0.484837,0.814401,-0.187969,-0.413916,-0.192337,-0.020118,0.011767,0
1.286738,-0.387516,-0.960215,-1.299384,0.167851,0.385659,-0.045513,0.079938,-0.287652,0.184503,-0.376573,0
1.41201,-0.111413,-0.148252,0.295164,-0.48931,-0.490137,-0.005006,0.163677,1.060388,0.998264,-0.799109,1
0.203843,-0.085494,2.090475,-0.015213,0.351392,0.803792,0.15629,1.535671,-0.389942,-0.186045,-0.384856,0
-2.796656,1.761949,-0.4873,1.208172,-0.081107,0.935997,0.134124,-0.432977,-0.242975,-1.349791,-0.870158,1
-0.355226,3.558519,-3.727213,4.20971,5.66841,1.49071,3.385637,-0.182034,-1.77568,0.719244,-0.795927,0
-0.928922,0.939166,0.016519,1.396362,-0.433747,1.014982,-0.188875,-0.742106,0.273787,0.417804,0.179968,0
2.884812,-1.452243,2.590269,0.912262,-0.614109,1.552295,-0.718178,1.024562,1.101389,0.973873,-3.349772,1
0.910904,-2.772036,1.91312,1.300673,-0.35789,-0.234701,0.294765,1.460933,-0.580185,-0.407074,-0.135302,1
-3.559845,1.637644,0.041654,0.50764,-1.098872,0.804242,-0.487494,-0.227555,-0.259465,-1.145535,-0.592461,0
-2.320052,-2.438438,-2.258444,0.34373,-0.685784,0.020724,-0.354501,0.246874,-0.387054,-0.431123,-0.091669,1
0.106474,1.250127,1.060518,-1.179894,-0.02737,0.068457,0.216483,-0.385322,-0.29374,0.109931,0.392446,0
-1.174722,-1.25373,-0.18956,1.73611,-0.990133,-0.452033,0.014546,-0.298152,-0.039746,0.454799,0.568351,0
3.909394,-0.097493,1.420659,0.435459,0.654624,0.842619,0.22886,0.40741,1.237854,0.669356,-1.604183,1
-1.312214,-0.664948,-0.768393,-2.412002,0.268855,-0.590289,0.16383,0.071417,-0.485118,0.202112,0.228165,0
-0.80919,1.729171,1.036563,-1.732562,-0.053204,0.019115,0.127551,0.158419,-0.525062,0.165491,-0.054697,0
