@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2'

@attribute ns numeric
@attribute nm numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,8,10,0.973011,0.069817,0.055854,93.1,0,6,1022,0.7,17592,5207.797619,16583,0
1,1,6,0,0,0,13.5,0,1,0,0.166667,15718,5656.333333,15183,1
1,5,8,0.527766,0.3177,0.229955,82.625,0,9,1048,0.625,17803,5409.845238,16766,1
2,4,4,0.19729,0.411376,0.300265,189,0,1,289,1,16897,4577.388095,16897,1
1,1,1,0,0,0,12,0,1,0,1,17592,5207.797619,16583,0
1,1,3,0,0,0,10,0,1,0,0.333333,18186,5553.421429,17126,0
1,1,4,0,0,0,5.25,0,1,0,0.25,16211,5896.4,15621,0
1,1,1,0,0,0,4,0,1,0,1,15728,5666.333333,15193,0
1,1,1,0,0,0,5,0,1,0,1,16226,5911.4,15635,0
2,3,4,0,0,0,21.5,0,1,0,0.25,16882,4562.388095,16882,0
1,1,1,0,0,0,3,0,1,0,1,14953,4893.45,14432,0
1,1,4,0,0,0,9.25,0,1,0,0.25,14895,4835.45,14374,0
1,2,3,0.615529,3.783582,3.783582,44.666667,0,2,65,0.666667,15531,5469.333333,14996,1
1,2,2,0,0,0,6,0,1,0,0.5,14984,4924.45,14463,0
1,2,5,0,0,0,21.6,1,1,0,0.2,15870,5711.833333,15284,0
1,2,8,0.216674,0.214286,0.321429,7,0,1,120,0.5,16219,5904.4,15629,0
1,1,1,0,4.444444,4.222222,27,0,2,0,1,1385,1110,1361,1
1,1,1,0,0.259259,0.037037,27,0,1,70,1,1384,1109,1360,1
1,1,1,0,0.5,0,36,0,3,424,1,133,110,104,0
1,1,1,0,1.076923,0,13,0,1,1,1,1415,1140,1391,0
1,1,1,0,0,0,13,0,1,0,1,1386,1111,1362,1
1,1,2,0,0,0,37.5,0,1,0,0.5,392,392,392,1
1,1,1,0,0.114583,0.0625,96,1,3,6,1,8,8,7,0
1,4,5,0.480805,0.087873,0.056239,113.8,0,3,30,1,6227,4427.5,6106,1
1,1,1,0,0.2,4.88,25,0,2,34,1,396,396,396,0
1,1,4,0,0,0,78.25,0,1,0,0.25,2784,2784,2775,0
1,1,1,0,0.166667,0,60,0,2,154,1,6204,4416.5,6083,0
1,1,1,0,0,0,0,0,2,38,1,180,180,180,0
1,2,3,0,0,0,11,1,1,0,0.333333,4186,4186,4166,0
2,15,95,0.893723,0.251478,0.191026,39.178947,0,6,146,0.052632,7666,5123.5,7666,0
1,1,1,0,0.375,0.375,72,1,2,106,1,5653,4263.5,5548,0
1,1,2,0.843949,0.598684,0.006579,76,0,2,0,1,3430,3430,3420,0
1,1,3,0,0,0,37.666667,0,1,0,0.333333,396,396,396,1
1,3,3,0.341442,0.161765,0.147059,68,0,5,191,1,11505,5188.833333,11186,0
1,5,6,0.79144,0.011132,0.012987,89.833333,0,5,314,0.666667,409,409,409,0
1,5,9,0.643585,0.718033,0.813115,33.888889,0,6,619,0.555556,1395,1120,1371,1
1,7,20,0.773262,0.216552,0.242759,36.25,0,6,199,0.4,672,542.5,672,0
1,1,1,0,0,0,13,0,1,0,1,6362,4562.5,6241,0
1,21,27,0.926162,0.021277,0.061036,172.333333,1,7,534,0.814815,527,492.5,527,0
1,1,1,0,0.157895,0.131579,38,1,2,7,1,355,346.5,355,1
1,2,3,0,0,0,16,0,1,0,0.333333,5061,4231.5,5029,1
1,1,2,0,0,0,36,1,1,0,0.5,16235,5907.683333,15644,0
1,2,2,0,0,0,698.5,0,1,0,0.5,16362,5948.266667,15770,1
1,15,33,0.800862,0.138288,0.103794,96.636364,0,7,1213,0.333333,1525,1250,1501,1
1,1,1,0,0.148936,0.070922,141,1,4,43,1,505,476.5,503,0
1,1,1,0,0.214286,0.117347,196,0,3,14,1,665,590.5,664,0
1,1,1,0,0.059113,0,203,1,3,2,1,292,288,292,0
1,1,1,0,0.005102,0,196,1,3,1,1,661,603,660,0
1,1,1,0,0.025641,0.005128,195,0,3,5,1,657,599,656,0
1,2,8,0,0,0,40,0,1,0,0.125,5015,4186,4983,0
1,1,3,0.829244,0.319672,0,40.666667,0,2,531,0.666667,6310,4510.5,6189,0
1,4,6,0.826008,0.213368,0.155527,129.666667,1,2,40,0.666667,3383,3383,3373,1
1,1,1,0,0.120968,0.032258,124,1,3,119,1,2273,842.1,2267,0
1,1,1,0,0.008264,0.008264,121,0,3,0,1,12385,5667.916667,12030,0
1,4,7,0.860629,0.030181,0.038229,142,0,8,366,1,13065,5937.116667,12710,1
1,1,2,0,0,0,63,0,1,0,0.5,1600,1324,1576,1
1,3,3,0.770737,0.251082,0.30303,77,1,3,203,1,5426,4073.5,5391,0
1,1,1,0,0.025974,0,77,0,4,12,1,2082,782.516667,2078,0
1,1,1,0,0.146667,0.08,75,0,4,32,1,2042,763.683333,2038,0
1,1,1,0,0.169231,0.030769,65,0,4,24,1,44,44,44,0
1,1,1,0,0.457627,0.610169,59,0,3,7,1,2077,1291.416667,2030,0
1,1,1,0,0.424242,0.030303,66,0,2,23,1,1420,664.583333,1416,0
1,1,1,0,0,0,56,0,1,0,1,10427,5844.333333,10131,0
1,1,1,0,0,0,4,0,1,0,1,12695,5596.533333,12340,0
1,1,1,0,0,0,0,0,2,1,1,1601,1325,1577,0
1,1,1,0,0,0,29,0,1,0,1,9155,5576.333333,8880,0
1,2,2,0.413817,0.261438,0.130719,76.5,0,5,6,1,1536,755.416667,1532,1
1,1,1,0,0,0,22,0,1,0,1,1528,749.416667,1524,0
1,1,2,0,0,0,15.5,0,1,0,0.5,5946,4250.5,5825,0
1,1,1,0,0.236364,0,55,1,4,33,1,10990,5258.75,10690,0
1,7,10,0.437069,0.515504,0.107558,103.2,0,9,504,0.9,1504,725.416667,1500,1
1,1,1,0,0.566038,0.433962,53,0,4,4,1,1619,1343,1595,0
1,1,1,0,1.708333,0.819444,72,0,3,40,1,6688,4366,6555,0
1,1,6,0.765585,1.877228,1.665347,84.166667,0,6,1497,0.666667,440,112.876191,440,0
1,1,2,0,0,0,7.5,0,1,0,0.5,1616,1340,1592,0
1,1,2,0.970951,0.049261,0.197044,101.5,0,5,46,1,639,539.5,639,0
1,1,1,0,0.028037,0.009346,107,0,2,34,1,474,474,474,0
1,6,11,0.910859,0.050517,0.030999,79.181818,0,6,20,0.181818,493,493,493,0
1,5,9,0.818581,0.156906,0.134807,100.555556,0,5,541,0.888889,5946,4250.5,5825,1
1,1,1,0,0.040323,0.040323,124,1,3,15,1,423,388.5,423,1
1,2,5,0.953412,0.589744,0.179487,39,0,5,346,0.6,464,464,464,0
1,1,1,0,0.109091,0,110,0,5,1,1,1651,743.5,1647,0
1,3,3,0.929053,0.049844,0.046729,107,0,4,55,0.666667,1383,1108,1359,0
1,3,4,0.898639,0.031142,0.076125,72.25,0,4,122,0.75,1367,1155,1343,1
1,2,2,0.998364,0.057803,0.063584,86.5,0,4,0,0.5,1308,1104.666667,1284,0
1,1,1,0,0.422414,0.637931,116,0,3,29,1,1221,1021.5,1199,0
1,4,5,0.569432,0.019048,0.001905,105,1,4,242,1,6482,4373,6361,0
1,1,1,0,0.473684,1.789474,19,0,2,39,1,1250,1050.5,1228,0
1,1,1,0,0,0.482759,29,0,2,44,1,220,220,220,0
1,1,1,0,0.090909,0.363636,33,0,2,51,1,70,70,70,0
1,1,1,0,0.037594,0.007519,133,0,5,0,1,192,161.333333,134,0
1,1,1,0,0.030769,0.007692,130,0,5,259,1,191,160.333333,133,0
1,1,1,0,0.044715,0.004065,246,0,4,2,1,28,28,21,0
1,1,1,0,0.095833,0,240,0,4,2,1,19,19,18,0
1,24,44,0.890458,0.019083,0.031513,129.818182,1,6,1376,0.613636,626,549,626,0
1,6,6,0.791103,0.088783,0.029117,349.166667,0,2,60,1,2705,2705,2696,1
1,1,1,0,0.06015,0.015038,133,0,5,140,1,86,63,81,0
1,3,6,0.789076,0.088542,0.083333,64,1,3,18,0.666667,47,47,47,0
1,1,1,0,0.014493,0.014493,69,0,2,79,1,9,9,9,0
1,5,44,0,0,0,62.840909,0,1,0,0.022727,2408,2408,2400,1
1,2,2,0,0,0,27.5,0,1,0,0.5,13065,5937.116667,12710,0
1,1,2,0,0.007752,0.209302,64.5,0,2,20,0.5,8638,6034.5,8365,0
1,1,1,0,0,0,5,0,1,0,1,8596,6011.5,8323,1
1,2,2,0.380947,0.17027,0.048649,185,0,5,33,1,1957,1667.666667,1911,0
1,1,1,0,0.076923,0.019231,104,1,2,33,1,183,183,183,1
1,1,2,0,0,0,20.5,0,1,0,0.5,6168,4458,6047,0
1,4,9,0.832367,0.243682,0.052347,61.555556,0,4,1094,0.888889,6753,4398,6619,0
1,1,1,0,0.644444,0.333333,45,1,1,19,1,15886,5619.433333,15300,0
1,1,2,0,0,0,23,0,1,0,0.5,15563,5501.333333,15028,1
1,1,1,0,0.554054,0.445946,74,1,1,8,1,16233,5905.683333,15642,0
1,1,2,0,0,0,12.5,0,1,0,0.5,474,474,474,0
1,1,1,0,0,0,0,0,1,0,1,121,98,92,0
1,1,2,0.989993,0.130435,0.362319,34.5,0,1,0,0.5,128,105,99,0
1,1,1,0,0.904762,0.404762,42,0,1,0,1,122,99,93,0
1,1,1,0,0,0,0,0,1,0,1,121,98,92,0
1,1,1,0,0,0,0,0,1,0,1,121,98,92,0
1,1,1,0,0,0,0,0,1,0,1,121,98,92,0
1,1,1,0,0,0,0,0,1,0,1,121,98,92,0
1,1,1,0,0.177778,0,45,0,1,0,1,160,137,105,0
1,1,5,0.969372,1.71066,0,39.4,0,1,0,0.2,121,98,92,0
1,1,1,0,0,0,0,0,1,0,1,124,101,95,0
1,1,1,0,0.863014,0.027397,73,0,1,0,1,161,138,106,0
1,1,1,0,1.771429,0,35,0,1,0,1,124,101,95,0
1,1,1,0,0,0,0,0,1,0,1,126,103,97,0
1,1,1,0,1.806452,0,31,0,1,0,1,126,103,97,0
1,2,4,0.921897,0.354331,0.173228,31.75,0,3,44,1,573,520.5,573,0
1,1,1,0,0,0,10,1,1,0,1,8882,5570.166667,8607,1
1,1,1,0,0.181818,0.272727,22,0,2,1,1,328,324,328,0
1,1,1,0,0,0,6,0,1,0,1,10647,5282,10349,0
1,2,8,0,0,0,11.25,0,1,0,0.125,14937,4877.45,14416,0
1,1,1,0,3.714286,3.714286,7,0,2,44,1,2082,1296.416667,2035,0
1,1,2,0.902393,2.692308,2.384615,13,0,2,228,0.5,10647,5282,10349,0
1,1,1,0,0.052632,0.052632,19,0,1,17,1,6144,4448.5,6023,0
1,2,2,0.999571,0.19337,0.033149,90.5,0,3,88,1,5825,4132,5706,0
1,1,2,0,0,0,26,0,1,0,0.5,205,112.166667,147,0
1,1,2,0,0,0,67,0,1,0,0.5,205,112.166667,147,0
1,1,2,0.591673,0.173913,0.181159,69,0,2,0,0.5,432,105.042857,432,0
1,5,22,0.806975,0.148061,0.130435,38.681818,1,8,252,0.318182,13909,6392.533333,13523,0
1,1,1,0,0,0,14,1,1,0,1,16258,5898.916667,15667,0
1,1,8,0,0,0,34.625,0,1,0,0.125,13605,6156.766667,13248,1
1,1,3,0,0,0,17.333333,0,1,0,0.333333,13632,6183.766667,13275,0
1,5,5,0.802706,0.019713,0.012545,111.6,1,3,120,1,3747,3747,3728,0
1,1,1,0,0,0,33,0,1,0,1,489,489,488,1
1,1,1,0,0.24,0.12,50,0,2,0,1,488,488,487,0
1,2,3,0.983539,0.070352,0.030151,66.333333,0,1,36,1,2733,2733,2724,0
1,1,1,0,0.589744,0.653846,78,0,2,34,1,398,398,398,0
1,1,2,0.129234,0.246377,0.15942,69,0,1,11,1,2736,2736,2727,0
1,1,1,0,0.082353,0.082353,85,0,2,1,1,3755,3755,3736,0
1,1,2,0.995292,1.054264,0.193798,64.5,0,2,68,0.5,401,401,401,0
1,2,2,0.266765,0.156627,0.373494,41.5,0,2,5,1,2761,2761,2752,0
1,2,2,0.918296,0.002037,0.013238,491,1,2,0,1,3494,3494,3484,0
1,1,1,0,0,0,1003,0,1,0,1,401,401,401,1
1,1,2,0,0,0,16.5,0,1,0,0.5,405,405,405,0
1,1,1,0,0,0,59,0,1,0,1,488,488,487,0
1,2,6,0,0,0,0,0,2,136,0.666667,3961,3961,3941,0
1,1,1,0,0,0,78,0,1,0,1,397,397,397,1
1,2,2,0.672295,0.049242,0.015152,132,1,5,57,1,1329,1125.333333,1305,0
1,1,2,0,0,0,20,0,1,0,0.5,15226,5164.333333,14691,0
1,1,2,0,0,0,21.5,1,1,0,0.5,17408,5074.747619,16409,0
1,2,2,0.797327,0.185185,0.083333,54,1,6,14,1,11720,5294.75,11400,0
1,4,10,0.591955,1.231988,1.377522,69.4,0,5,652,0.6,1616,1340,1592,1
1,1,1,0,0.035714,0.035714,28,1,2,40,1,6578,4321.5,6457,0
1,1,1,0,0.222222,0.277778,36,0,2,103,1,473,438.5,473,0
1,2,2,0,0,0,20.5,0,1,0,0.5,3968,3968,3948,1
2,8,40,0.799518,0.067122,0.090118,40.225,0,7,1057,0.425,7292,4877.5,7292,0
1,1,1,0,0.346154,0.153846,26,0,2,0,1,472,437.5,472,0
1,1,11,0.999872,0.73029,0.327801,21.909091,0,3,1029,0.363636,468,433.5,468,0
1,1,1,0,0,0,18,0,1,0,1,4210,4210,4190,0
1,1,2,0,0,0,17.5,0,1,0,0.5,3807,3807,3788,0
1,1,7,0.972779,0.338384,0.282828,28.285714,0,3,438,0.714286,480,445.5,480,0
1,1,1,0,0,0,18,1,1,0,1,14324,4564.333333,13896,0
1,1,1,0,0.954545,0.409091,22,1,4,195,1,11662,5253.916667,11343,0
1,1,2,1,0.177778,0.044444,22.5,0,2,6,1,4218,4218,4198,0
1,4,30,0.494303,0.077044,0.078616,42.4,0,3,370,0.4,3807,3807,3788,1
1,2,2,0,0.061538,0.053846,65,0,3,28,1,423,423,423,1
1,2,2,0.097941,1.036364,0.4,55,1,5,213,1,74,74,74,0
1,1,4,0.911534,0.072289,0.060241,20.75,0,2,34,0.5,4682,4682,4659,0
1,1,4,0.943154,0.065421,0.11215,26.75,1,2,68,0.5,4650,4650,4627,0
1,1,15,0.985993,0.089239,0.089239,25.4,0,2,135,0.333333,4234,4234,4214,1
1,1,1,0,0,0.076923,26,1,1,1,1,6164,4468,6043,0
1,1,1,0,0.142857,0.142857,14,0,4,555,1,81,58,77,0
1,1,1,0,0.214286,0.071429,14,0,4,555,1,71,48,67,0
1,2,2,0.754034,0.022989,0.666667,43.5,0,4,50,0.5,72,72,72,0
1,2,2,0.754034,0.022989,0.666667,43.5,0,4,192,1,70,70,70,0
1,1,1,0,1.097561,0.04878,41,1,3,102,1,65,65,65,0
1,1,1,0,0.055556,0.055556,18,1,1,112,1,5678,4273,5562,0
1,1,1,0,0,0,19,0,1,0,1,4234,4234,4214,1
1,2,3,0,0,0,144.333333,0,1,0,0.333333,10581,5283.5,10285,1
1,9,31,0.813829,0.116395,0.176721,45.451613,0,6,355,0.387097,335,335,335,1
1,1,1,0,0.941176,0.352941,17,0,3,2,1,826,696.5,826,0
1,1,1,0,0.04,0.18,50,0,4,34,1,481,446.5,481,0
1,2,2,0,0.166667,0.111111,27,0,3,1,1,24,24,24,0
1,1,1,0,0.5,0.057692,52,0,3,1,1,21,21,21,0
1,2,11,0.878455,0.087424,0.050437,135.181818,0,2,0,0.363636,3505,3505,3495,1
1,1,9,0,0,0,25.888889,0,1,0,0.111111,417,417,417,1
1,1,4,0,0,0,26,0,1,0,0.25,421,421,421,1
1,1,1,0,0.034483,0.068966,29,0,3,103,1,482,447.5,482,0
1,1,3,1,0.0375,0.0375,26.666667,0,2,126,0.333333,6093,4397.5,5972,0
1,1,5,0,0,0,22.6,0,1,0,0.2,3574,3574,3564,0
1,1,1,0,0.291667,0.541667,24,1,3,136,1,2032,1279.416667,1985,0
1,1,1,0,0,0,21,0,1,0,1,6120,4424.5,5999,0
1,1,11,0.948846,0.251534,0.223926,29.636364,0,4,323,0.545455,493,458.5,493,1
1,1,1,0,0.153846,0.115385,26,0,2,32,1,5867,4171.5,5748,0
1,3,5,0.794618,0.260623,0.17847,211.8,0,2,106,0.8,4084,4084,4064,1
1,1,1,0,0.0625,0.0625,16,0,1,17,1,3775,3775,3756,0
1,1,1,0,0.037037,0.037037,27,0,2,42,1,6090,4394.5,5969,0
1,3,9,0.906289,0.075758,0.037879,44,0,7,2589,0.777778,80,57,76,0
1,1,1,0,0,0,27,0,1,0,1,3575,3575,3565,0
1,2,3,0.806396,0.068966,0.075862,96.666667,0,6,198,1,1947,1657.666667,1901,0
1,1,1,0,0,0,26,0,1,0,1,3574,3574,3564,0
1,1,2,0,0,0,28,0,1,0,0.5,11618,5235.75,11299,1
1,2,26,0.982444,0.581585,0.379953,33,0,6,1408,0.615385,234,234,234,1
1,1,1,0,0,0,16,1,1,0,1,14693,4633.75,14172,0
1,1,1,0,1.16,0.08,25,1,6,45,1,80,80,73,0
1,1,1,0,0.514286,0.2,35,0,3,11,1,4644,4644,4621,0
1,7,10,0.87627,0.216526,0.195103,130.7,1,4,121,0.9,16,16,16,1
1,1,1,0,0,0,20,0,1,0,1,1988,1686.5,1942,1
1,14,22,0.672414,0.048711,0.030946,79.318182,1,9,808,0.318182,17406,5072.747619,16407,0
1,3,39,0,0,0,37.538462,0,1,0,0.025641,15133,5071.333333,14598,1
1,1,3,0,0,0,55.333333,0,1,0,0.333333,16455,5172.669048,15862,1
1,5,10,0,0,0,46.4,0,1,0,0.1,16425,5146.135714,15833,1
2,175,482,0.736587,0.294743,0.324546,82.004149,0,13,92439,0.396266,17381,5048.580952,17381,1
1,1,1,0,0,0,59,1,1,0,1,18105,5527.65,17047,0
1,1,4,0,0,0,0,0,2,216,0.25,80,80,80,0
1,2,10,0,0,0,46,0,1,0,0.1,8610,6007.166667,8337,1
1,2,2,0.165957,0.416256,0.187192,203,0,2,0,0.5,8775,5622.833333,8500,0
1,2,3,1,0.015789,0.015789,63.333333,0,4,30,0.666667,86,86,78,0
1,1,1,0,0.177083,0.104167,96,0,3,69,1,1548,1273,1524,0
1,1,1,0,0.1,0.1,10,0,3,0,1,1550,1275,1526,0
1,1,1,0,1.666667,0.555556,9,0,3,69,1,1549,1274,1525,0
1,2,2,0.353359,0.032663,0.042714,199,0,6,219,1,16679,4490.642857,15921,0
1,2,10,0.471571,0.754824,0.087401,176.2,0,5,181,0.7,13929,6384.116667,13537,1
1,2,2,0.63431,0.033248,0.030691,195.5,0,5,2,1,1959,1669.5,1913,0
1,3,3,0.898818,0.229314,0.113475,141,0,4,133,1,10157,6151.833333,9870,0
1,22,28,0.838016,0.042516,0.069182,141.964286,0,6,1607,0.5,1591,1315,1567,1
1,1,1,0,0.103226,0.045161,310,1,4,5,1,1304,947.166667,1300,0
1,2,2,0.748293,0.062112,0.097826,322,0,3,5,1,1354,1149.666667,1330,1
1,1,1,0,0.00274,0.00274,365,1,3,0,1,551,501.5,551,1
1,2,2,0.446481,0.062176,0.086356,289.5,0,4,5,1,550,500.5,550,0
1,1,1,0,0.00545,0.010899,367,0,3,0,1,548,498.5,548,1
1,5,6,0.904795,0.268745,0.119629,197.833333,0,5,145,1,6386,4586.5,6265,1
1,3,4,0,0,0,98,0,1,0,0.25,6163,4467,6042,1
1,1,1,0,0.066667,0.066667,15,1,2,249,1,13389,6131.35,13032,0
1,1,1,0,0,0,15,0,1,0,1,1950,1660.666667,1904,1
1,1,2,0.995887,0.067961,0.275081,154.5,0,4,74,0.5,1950,1660.666667,1904,0
1,1,1,0,0.005587,0.005587,179,1,2,12,1,392,357.5,392,0
1,1,1,0,0.078652,0.089888,178,0,2,2,1,371,362,371,0
1,1,1,0,0,0,139,1,1,0,1,4741,4741,4718,0
1,1,3,0,0,0,0,0,2,200,1,6155,4459,6034,0
1,4,5,0.064295,0.096257,0.099822,112.2,1,2,141,1,4741,4741,4718,0
1,7,15,0,0,0,80.333333,0,1,0,0.066667,2577,2577,2569,1
1,1,4,0,0,0,122,0,1,0,0.25,15318,5256.333333,14783,1
1,5,11,0.566645,0.546982,0.131398,119,0,9,317,0.454545,16452,5169.669048,15859,1
1,1,6,0,0,0,32.5,0,1,0,0.166667,16303,5910.816667,15712,0
1,1,1,0,0.034483,0.103448,29,0,2,111,1,18068,5490.65,17013,0
1,7,10,0.576038,0.041791,0.016915,100.5,0,6,225,0.6,2356,791.621429,2350,0
1,1,2,0.811278,0.012903,0.012903,155,1,2,14,0.5,16640,4596.604762,15907,0
1,3,5,0.685644,0.16458,0.134168,111.8,1,3,73,0.8,16496,4502.828571,15903,1
1,2,3,0,0,0,6.666667,0,1,0,0.333333,16441,5162.135714,15848,1
1,1,1,0,0.075,0.0125,80,1,2,120,1,2274,841.6,2268,0
1,2,4,0,0,0,42.75,0,1,0,0.25,15655,5593.333333,15120,1
1,1,4,0,0,0,18.75,0,1,0,0.25,15596,5534.333333,15061,0
1,1,1,0,0,0,51,1,1,0,1,6491,4291,6370,0
1,2,2,0.999142,0.186567,0.13806,134,0,3,25,1,6891,4529.5,6750,0
1,1,1,0,0.101911,0.197452,157,1,3,5,1,555,505.5,555,1
1,1,1,0,0.016129,0.016129,62,1,1,51,1,16292,5899.816667,15701,0
1,1,1,0,0.016129,0.016129,62,1,1,0,1,16293,5900.816667,15702,0
1,4,7,0.712232,0.458937,0.342995,59.142857,1,2,551,0.428571,6491,4291,6370,0
1,1,1,0,0.16129,0.322581,31,0,2,6,1,556,506.5,556,0
1,1,2,0.453716,0.039604,0.168317,50.5,0,2,12,0.5,554,504.5,554,0
1,1,3,0.992677,0.096774,0.080645,62,1,2,0,0.333333,568,515.5,568,0
1,1,3,0.965887,0.224044,0.04918,61,0,2,42,1,565,512.5,565,1
1,1,1,0,0.240964,0.46988,83,0,2,6,1,557,507.5,557,0
1,1,1,0,0,0,27,0,1,0,1,6080,4384.5,5959,0
1,2,2,0,0,0,69,0,1,0,0.5,3971,3971,3951,1
1,3,8,0.766583,0.404814,0.126915,57.125,0,4,82,0.25,6077,4381.5,5956,0
1,1,3,0.615088,0.763547,0.221675,67.666667,0,6,60,0.333333,91,91,91,0
1,7,9,0.847824,0.072581,0.086022,82.666667,0,5,40,0.555556,1636,1357.5,1612,1
1,3,3,0.952684,0.061785,0.034325,145.666667,1,3,59,1,228,228,228,1
1,2,2,0.503258,0.152381,0.019048,52.5,1,1,0,1,4458,4458,4437,0
1,2,2,0.303375,0.190476,0.866667,52.5,0,4,139,1,5685,4280,5569,0
1,1,3,0.777797,2.147059,2.564706,56.666667,0,6,69,0.666667,57,57,57,0
1,1,1,0,0.010638,0.010638,94,0,4,52,1,1116,850,1114,0
1,3,6,0.766939,0.65,0.24,66.666667,0,5,129,0.833333,6099,4403.5,5978,0
1,1,1,0,0.010526,0.021053,95,0,2,69,1,381,372,381,0
1,1,1,0,0,0,90,0,1,0,1,4271,4271,4251,0
1,1,6,0,0,0,0,0,1,415,0.5,5837,4141.5,5718,0
1,7,7,0.581314,0.154524,0.159327,178.428571,0,10,397,1,16114,5799.4,15525,1
1,1,1,0,0.027491,0.006873,291,0,3,6,1,14598,4576.2,14122,0
1,3,4,0.516733,0.148362,0.150289,129.75,0,8,159,1,13770,6267.133333,13384,0
1,2,2,0.20481,0.578212,0.553073,179,0,5,86,1,11869,5364.833333,11524,0
1,1,1,0,0.029703,0.009901,202,0,2,3,1,17,16.5,17,0
1,7,12,0.74782,0.231007,0.094523,188.666667,1,9,1070,0.916667,16484,4491.828571,15891,1
1,1,5,0,0,0,61.2,0,1,0,0.2,11569,5186.75,11250,1
1,2,3,0.486747,0.484962,0.244361,88.666667,1,3,80,0.666667,17431,5075.711905,16428,0
1,2,5,0.76602,0.106092,0.092437,190.4,0,6,5,0.6,15707,5645.333333,15172,0
1,1,1,0,0,0,167,0,1,0,1,14910,4850.45,14389,0
1,1,3,0.870229,0.173469,0,32.666667,0,2,99,1,11952,5234.916667,11597,0
1,24,32,0.89112,0.05621,0.089936,58.375,0,9,1220,0.6875,10325,6063,10032,0
1,1,1,0,0,0,5,0,1,0,1,7324,4909.5,7133,0
1,1,1,0,0,0,14,1,1,0,1,16484,4491.828571,15891,0
1,1,1,0,0,0,40,1,1,0,1,17431,5075.711905,16428,0
1,1,1,0,0.034247,0.184932,146,0,5,0,1,11661,5262.583333,11342,0
1,2,6,0.573906,1.806846,1.552567,68.166667,0,8,767,0.833333,11569,5186.75,11250,1
1,3,4,0.840178,0.115768,0.047904,125.25,1,5,354,1,10925,5341.166667,10625,0
1,2,3,0.134135,0.263043,0.195652,153.333333,0,6,63,1,10202,6129.833333,9909,0
1,2,2,0.474345,0.18125,0.1875,80,0,5,12,1,1623,1344.5,1599,1
1,1,2,0.936667,0.07027,0.021622,92.5,1,5,53,1,1357,1148.5,1333,1
1,2,2,0.811278,0.017699,0.017699,56.5,1,5,4,0.5,1255,1054.833333,1233,0
1,1,1,0,0.186813,0.10989,91,0,5,35,1,1220,1020.5,1198,0
1,2,2,0.100001,0.954545,0.445455,55,0,5,44,1,77,77,77,0
1,3,3,0.658815,0.42446,0.035971,46.333333,1,4,167,1,68,68,68,0
1,3,3,0.167869,0.75625,0.08125,53.333333,0,2,8,1,5087,4191.5,5054,1
1,3,12,0.679721,0.224223,0.101473,50.916667,1,1,21,0.416667,4439,4439,4418,0
1,1,1,0,0.986842,0.710526,76,0,3,67,1,75,75,75,0
1,1,1,0,0,0,22,1,1,0,1,4136,4136,4116,0
1,2,2,0.977418,0.026596,0.018617,188,1,5,56,1,18247,5599.532143,17184,0
1,6,25,0.967638,0.05212,0.04682,45.28,0,7,898,0.28,17676,5285.583333,16662,0
1,1,1,0,0,0,81,0,1,0,1,17923,5444.357143,16868,0
1,2,8,0.322366,0.402655,0.376106,28.25,0,2,1729,0.5,17510,5154.711905,16502,1
1,2,3,0.686984,0.654545,0.363636,18.333333,1,2,224,0.666667,16471,4478.828571,15878,0
1,1,1,0,0.033898,0,59,0,1,0,1,15852,5790.333333,15266,1
1,7,8,0.615849,0.119774,0.018079,110.625,1,7,271,0.75,18118,5539.22381,17060,1
1,1,34,0,0,0,23.441176,0,1,0,0.029412,15453,5391.333333,14918,1
1,1,2,0.764205,0.0625,0.05,40,1,1,78,0.5,16652,4463.642857,15919,0
1,4,7,0.862065,0.274611,0.163212,55.142857,1,4,133,0.714286,15884,5617.433333,15298,0
1,5,9,0.781865,0.068814,0.032943,151.777778,0,9,227,0.555556,16464,5132.630952,15871,1
1,2,2,0.908178,0.044156,0.044156,192.5,1,5,27,1,18279,5627.821429,17209,0
1,1,1,0,0.703704,0.666667,54,0,2,2,1,1942,708.166667,1938,1
1,1,1,0,0.145455,0,55,0,1,1,1,14267,4711.916667,13857,0
1,1,1,0,0.354167,0.083333,48,0,1,0,1,14264,4709.216667,13854,0
1,1,3,0,0,0,33.333333,0,1,0,0.333333,14260,4705.216667,13850,1
1,2,5,0.882528,0.097107,0.115702,96.8,0,3,21,1,2023,747.266667,2019,0
1,1,1,0,0.575342,0.027397,73,1,2,20,1,2018,742.266667,2014,0
2,2,3,0.693464,1.311741,1.538462,82.333333,0,6,376,1,13766,6263.133333,13766,0
1,1,1,0,0,0.095588,136,0,6,54,1,2096,1310.416667,2048,0
1,4,5,0.788501,2.119266,2.056881,109,1,7,281,0.8,10588,5290.5,10292,0
1,7,16,0.600886,0.184879,0.066777,113.25,0,7,688,0.5,820,690.5,820,0
1,1,2,1,0,0.010929,91.5,0,4,0,0.5,5491,4110.5,5456,0
1,5,8,0.054109,0.169753,0.154321,81,1,3,171,0.75,4660,4660,4637,1
