@relation 'jdt-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R3'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute exp numeric
@attribute rexp numeric
@attribute bug {1,0}

@data
1,6,0.990417,0.018232,0.003646,365.666667,1,4,442,0.833333,2323,1422,1
1,1,0,0.00184,0.057038,1087,0,3,0,1,2317,1419.5,0
1,1,0,0.004643,0.000929,1077,1,3,3,1,2244,1370.833333,0
1,1,0,0.002791,0.00186,1075,0,3,7,1,2235,1366.833333,0
1,1,0,0.002841,0,1056,0,3,1,1,15442,5862.666667,0
1,1,0,0.001899,0.001899,1053,1,3,7,1,2171,1337.166667,0
1,1,0,0.002849,0.002849,1053,0,3,1,1,1253,866.666667,1
1,1,0,0.060779,0.005698,1053,1,3,22,1,2153,1321.166667,0
1,1,0,0.01581,0.011858,1012,0,3,8,1,2142,1312.5,0
1,1,0,0.006944,0,1008,1,3,0,1,2133,1303.5,0
1,1,0,0.029263,0.035318,991,0,3,0,1,2106,1276.5,0
1,1,0,0.002004,0.006012,998,0,3,2,1,2105,1275.5,0
1,1,0,0.007992,0.028971,1001,1,3,13,1,2104,1287.5,0
1,1,0,0.000988,0.000988,1012,0,3,9,1,2074,1310,0
1,7,0.952913,0.001597,0.002851,487.111111,0,6,220,0.555556,882,718.5,0
1,2,1,0.002996,0.002996,667.5,0,2,0,1,14677,6878.166667,0
1,1,0,0.010881,0,919,0,2,0,1,14675,6876.166667,0
1,6,0.930822,0.017554,0.001307,669.375,0,5,142,0.5,14548,7958.833333,0
1,1,0,0.044395,0.044395,901,0,2,14,1,13752,7936,0
1,3,0.925806,0.028571,0.01011,455,0,4,105,0.4,13557,7939,0
1,1,0,0.003382,0,887,1,2,4,1,375,375,0
1,1,0,0.012429,0.00678,885,0,2,10,1,12780,8001.5,0
1,1,0,0.038549,0.015873,882,1,2,0,1,353,353,0
1,2,0.591673,0.005464,0,640.5,0,3,0,1,12294,7793.5,0
1,1,0,1.248492,1.033776,829,0,2,1,1,12264,7763.5,0
1,1,0,0.007463,0,670,1,2,0,1,239,239,0
1,1,0,0.063963,0.088924,641,0,2,6,1,12121,9985,0
1,9,0.916074,0.003545,0.003545,517.111111,0,5,144,0.722222,155,155,0
1,1,0,0,0.001664,601,0,2,2,1,11737,10376,0
1,2,0.426229,0.01722,0.0021,1190.5,1,2,45,1,3,3,0
1,1,0,0.001672,0.001672,598,0,1,0,1,11706,11332.5,0
1,1,0,0.031773,0.023411,598,0,1,1,1,11705,11331.5,0
1,1,0,0.005076,0.011844,591,0,1,2,1,11323,10949.5,0
1,1,0,0.001733,0.001733,577,0,1,3,1,9698,9698,0
1,9,0.295235,0.080038,0.081786,495.6,0,1,434,0.6,9645,9645,0
1,1,0,0.003466,0.005199,577,0,1,1,1,9249,9249,0
1,5,0.477501,0.697622,0.582106,441.5,0,1,12,0.833333,4233,4233,0
1,1,0,0.160558,0.158813,573,0,1,6,1,4218,4218,0
1,4,0.842206,0.024772,0.00455,494.5,0,1,0,0.25,4155,4155,0
1,3,0,0.071151,0.064683,257.666667,0,1,6,0.666667,1961,1961,0
1,2,1,0.002114,0.002114,473,0,1,6,1,1939,1939,0
1,10,0.621843,0.04564,0.012023,475.944444,0,1,98,0.444444,1935,1935,0
1,2,0.640944,0.010837,0.010345,1015,0,1,0,1,1544,1544,0
1,1,0,0.030088,0.031858,565,0,1,0,1,1530,1530,0
1,1,0,0,0.007117,562,0,3,557,1,15838,5629.916667,0
1,4,0.432949,0.935622,0.935622,291.25,0,4,2228,0.25,15837,5628.916667,0
1,5,0.693675,1.269092,1.24484,387.6,0,4,3663,0.2,14625,7554.333333,0
1,1,0,0.00177,0.00177,565,0,2,324,1,14539,8190,0
1,1,0,0.00177,0.00177,565,0,2,318,1,14532,8203.833333,0
1,1,0,1.492035,1.492035,565,0,2,318,1,14520,8191.833333,0
1,1,0,0.00177,0.00177,565,0,2,198,1,12594,8023,0
1,1,0,0.00177,0.00177,565,0,2,197,1,12572,8005.5,0
1,1,0,0.001832,0,1092,0,3,35,1,16234,5874,0
1,2,0.555823,0.048145,0.018942,633.5,0,5,254,1,19003,4887.457143,0
1,1,0,0.047706,0.013761,1090,0,4,87,1,17709,4704.866667,0
1,4,0.875051,0.011563,0.011563,418,1,7,853,0.833333,3266,2608.5,0
1,1,0,0.000889,0.000889,1125,0,4,56,1,19126,4954.416667,0
1,1,0,0.004444,0.000889,1125,0,4,56,1,19124,4952.416667,0
1,1,0,0.000891,0,1122,0,4,56,1,19123,4951.416667,0
1,7,0.764039,0.047881,0.046398,566.4,0,14,9964,0.64,2252,1715,0
1,1,0,0.001073,0,1864,1,8,124,1,2055,1267.5,0
1,1,0,0.00094,0.00094,2127,0,9,68,1,281,279.5,0
1,3,0.988623,0.008241,0.00309,1294.333333,0,11,482,1,1773,858.25,0
1,2,0.210842,0.021622,0.021622,1387.5,1,10,507,1,5531,2096.1,0
1,1,0,0.00202,0.00202,495,0,8,7,1,3191,841.102381,0
1,1,0,0.003924,0,3058,1,8,27,1,1578,310.025652,0
1,2,0.864974,0.181818,0.121212,11,0,11,194,1,2235,646.75,0
1,1,0,0.00157,0.002747,5096,1,9,6,1,5651,1820.016667,0
1,1,0,0.022727,0,44,0,7,191,1,413,150.916667,0
1,1,0,0.049689,0.020186,644,0,9,0,1,2081,612.4,0
1,2,0.56651,0.051282,0.031136,273,1,9,4,0.5,2060,643.85,0
1,1,0,0.004854,0,206,0,1,380,1,404,203,0
1,1,0,0.001403,0.000701,1426,1,11,11,1,2055,655.733333,0
1,1,0,0.008929,0.002976,336,0,10,16,1,649,253.883333,0
1,1,0,0,0.006211,161,1,5,210,1,4615,2196.633333,0
1,1,0,0.004138,0.028966,725,0,10,26,1,538,330.833333,0
1,1,0.895662,0.174931,0.085399,363,0,9,148,1,290,191.5,0
1,1,0.999571,0.020362,0.026018,442,0,10,2,1,20824,4204.105556,0
1,1,0.721928,0,0.00173,1445.5,0,10,0,0.5,20799,4218.544048,0
1,2,0.769898,0.025414,0.010047,338.4,0,10,41,1,20679,4390.640476,1
1,1,0,0.000625,0.000625,1600,1,6,2,1,252,252,0
1,1,0,0.016,0.016,125,0,4,8,1,19643,4521.495238,0
1,1,0,0.004505,0.004505,222,0,5,28,1,32,32,0
1,1,0.977418,0.009681,0.006776,516.5,0,9,0,0.5,25,25,0
1,1,0.93034,0.018161,0.005675,293.666667,1,5,28,0.666667,6922,2653.766667,0
1,1,0,0.007792,0.007792,385,0,5,1,1,4912,2321.3,0
1,1,0,0.003401,0,1176,0,4,13,1,19178,4940.021429,0
1,1,0.918296,0.001658,0.000829,603,1,6,39,1,694,377.116667,0
1,1,0,0.01791,0,335,1,4,6,1,6604,3572.133333,0
1,1,0.982474,0.01505,0.002772,1262.5,0,7,1,1,4625,2873.483333,0
1,1,0,0.000898,0.002693,1114,1,4,30,1,6495,3874.083333,0
1,1,0,0.000849,0.000849,1178,0,3,13,1,2872,1665.683333,1
1,1,0,0.013605,0.036281,441,0,4,2,1,230,230,1
1,1,0,0.132075,0,265,0,3,39,1,17148,5280.033333,0
1,1,0,0.000996,0.000996,1004,0,3,0,1,16916,5676.466667,0
1,8,0.842279,0.051769,0.036066,482.916667,0,6,357,0.666667,16488,5554.233333,0
1,1,0.826074,0.00913,0.00426,547.666667,0,3,255,0.333333,16475,5544.65,0
1,3,1,0.001577,0.001577,634,1,6,26,1,3171,2186.833333,0
1,3,0.469534,0.011042,0.00144,694.333333,0,5,68,1,15818,5627.25,0
1,3,0.843736,0.005043,0.003122,832.8,0,6,105,0.8,15486,5865.666667,0
1,5,0.909872,0.013532,0.00348,1034.6,0,6,11,1,15447,5867.666667,1
1,3,0.903756,0.005675,0.003454,810.6,0,5,5,0.2,15278,6489.25,0
1,2,0.98749,0.022222,0.02963,495,0,5,11,1,14782,6839.5,0
1,1,0,1.257143,1.234286,175,0,2,20,1,14606,7963.666667,1
1,2,1,0.000834,0.000834,1198.5,0,3,14,1,14537,8203,1
1,1,0,0,0.025,320,0,3,0,1,14517,8335.666667,0
1,2,0.983708,0.016003,0.012447,1406,0,4,39,1,13762,7782.5,0
1,1,0,0.006601,0.009901,303,0,3,7,1,13732,7960.5,0
1,1,0,0.034716,0.00675,1037,0,3,0,1,13698,7955.5,0
1,2,0.74949,0.051159,0.021583,417,0,3,0,0.666667,13692,8074,0
1,1,0,0.003096,0.003096,323,0,1,9,1,12896,8046,0
1,2,1,0.002227,0.003712,1347,0,4,1,1,12853,8052.5,0
1,1,0,0.030303,0.045455,66,0,2,14,1,12571,8004.5,0
1,1,0,0.000888,0,1126,0,4,108,1,14774,6853.166667,0
1,1,0,0.005574,0,897,0,7,153,1,18345,4796.116667,0
1,1,0,0.022099,0,362,0,7,92,1,17710,4705.866667,0
1,7,0.870909,0.006304,0.002648,991.5,0,6,1119,1,3909,2530.433333,0
1,1,0,0.003434,0.000687,1456,0,9,93,1,1097,816.5,0
1,1,0,0.011289,0.004233,2126,1,9,41,1,230,230,0
1,2,0.27867,0.019119,0.004925,3452,1,13,9,1,1565,311.251082,0
1,1,0,0.000638,0,6269,1,10,0,1,1540,348.569517,0
1,1,0,0.00016,0.00016,6246,0,10,18,1,2999,960.766667,0
1,1,0,0.000484,0.000484,6192,1,10,10,1,1511,387.517929,0
1,3,0.599505,0.03694,0.002321,2068.2,1,10,416,1,1505,392.356782,1
1,1,0,0.000999,0.000167,6004,1,10,1,1,1495,386.010786,0
1,1,0,0.003501,0.001834,5998,1,10,17,1,1487,379.372691,0
1,2,0.453716,0.00191,0.001432,3142,1,13,21,1,1486,383.514755,1
1,2,0.673947,0.043339,0.001949,4361,1,10,64,1,1483,383.198088,1
1,2,0.037395,0.033942,0.006617,2720.333333,1,11,298,1,1480,391.109199,0
1,1,0,0.004663,0.002425,5361,1,10,13,1,1457,379.890115,1
1,1,0,0.002243,0.000374,5350,1,10,10,1,1446,377.103175,0
1,1,0,0.000573,0.000573,5238,0,10,6,1,4617,2198.583333,0
1,2,0.11835,0.009398,0.001185,5905.5,1,11,44,1,1434,386.111111,1
1,1,0.284047,0.024077,0.011236,1869,1,10,116,1,1429,381.111111,0
1,3,0.828398,0.013615,0.007524,1395.5,1,13,16,0.25,1426,380.890079,0
1,1,0,0.005922,0.000423,4728,1,10,4,1,1407,379.095635,0
1,2,0.790399,0.011348,0.003611,1454,1,10,330,1,1401,390.070238,1
1,2,0.965634,0.000572,0.001144,1749,1,10,332,1,1393,383.121429,0
1,1,0,0.002739,0.001054,4746,1,10,1,1,1368,476.372222,0
1,2,0.996403,0.022486,0.000681,3669,1,10,20,1,1352,469.161111,0
1,1,0,0.012388,0.009825,4682,1,10,10,1,1338,460.599206,0
1,1,0,0.002993,0.002138,4678,0,10,8,1,1327,463.959921,0
1,1,0,0.000428,0.000428,4675,0,10,14,1,22000,4077.281349,0
1,2,0.950129,0.049959,0,2412,1,10,45,1,1316,466.278968,0
1,1,0,0.000219,0.000219,4575,1,10,3,1,1312,463.346825,0
1,5,0.791055,0.002474,0.00188,1684.166667,0,10,51,0.833333,450,295.666667,1
1,1,0,0.006866,0.006423,4515,1,9,15,1,1225,397.332937,1
1,2,0.592573,0.014528,0.00268,709,0,9,1979,0.3,1195,421.036905,0
1,1,0,0.003934,0.002459,4067,1,9,4,1,1149,453.566667,0
1,1,0,0.00099,0.000495,4040,1,8,0,1,1120,489.698809,0
1,1,0,0.003728,0.002237,4024,1,8,1,1,1104,483.04881,0
1,4,0.599227,0.030066,0.01804,1247.25,1,11,46,0.75,1094,488.161905,1
1,2,0.543564,0.003697,0.000246,2028.5,1,8,70,1,1089,492.119048,1
1,1,0,0.046922,0.009108,3623,1,8,3,1,1075,481.466667,1
1,4,0.828251,0.020525,0.009522,945.2,1,11,144,1,1072,481.6,1
1,1,0,0.002296,0.002009,3485,0,8,0,1,1065,475.97381,0
1,1,0,0.000287,0.000574,3482,1,8,9,1,1062,473.319048,0
1,1,0.15935,0.011973,0.000285,1754,1,8,30,1,1058,485.738095,1
1,1,1,0.000937,0.000937,2135,0,9,1,1,1056,486.128571,1
1,1,0,0.000289,0.000289,3455,0,8,1,1,1053,483.128571,0
1,1,0,0.001977,0.000847,3541,1,8,1,1,1013,468.721429,0
1,1,0,0.131073,0.101412,3540,0,8,0,1,1011,473.221429,1
1,4,0.51152,0.038018,0.020303,837.333333,0,11,116,0.666667,1007,470.269048,1
1,2,0.388612,0.028787,0.000559,1789,1,8,2,1,947,454.354762,0
1,4,0.93593,0.004251,0.004145,392.083333,0,12,547,0.791667,19897,4600.410714,1
1,2,0.063262,0.076105,0.013293,1504.5,0,6,16,1,799,354.633333,0
1,7,0.829544,0.004643,0.003018,615.357143,0,7,371,0.571429,5102,2276.066667,0
1,2,0,0.010741,0.002222,900,0,6,1,1,5066,2319.3,1
1,2,0.811278,0.001118,0.000373,1341.5,0,6,10,1,774,336.2,0
1,3,0.773591,0.004627,0.005948,1008.666667,0,6,82,1,1230,591.483333,0
1,1,0,0.001604,0,2494,1,6,0,1,730,398.166667,0
1,1,0,0.001252,0,2396,1,6,12,1,685,368.283333,0
1,1,0,0.005023,0.00879,2389,0,6,1,1,1127,707.95,0
1,1,0,0.001688,0.000844,2369,1,4,7,1,447,218.833333,0
1,1,0,0.001267,0,2368,1,4,0,1,445,220.083333,0
1,1,0.543564,0.005868,0.000838,1193,1,4,266,1,444,219.083333,1
1,2,0.33729,0.00777,0.003041,1480,0,6,14,1,17375,5043.166667,0
1,1,0,0.000847,0.000424,2360,1,4,10,1,431,229.75,0
1,1,0,0.000436,0,2293,0,4,1,1,16233,5873,0
1,5,0.874107,0.024334,0.018609,249.5,0,5,1642,0.714286,15662,5867.75,1
1,2,0.503258,0.001758,0.002198,1137.5,0,6,1,1,15645,5850.75,0
1,1,0,0.001378,0,2177,1,4,5,1,301,225.333333,0
1,1,0,0.0115,0.048758,2174,1,4,7,1,290,214.333333,0
1,2,0.619382,0,0.00426,1526,0,5,3,1,15492,5871.666667,0
1,1,0,0.00195,0,2051,0,4,0,1,228,165,0
1,1,0,0.004885,0.000489,2047,0,4,3,1,227,164,0
1,2,0.77935,0.001984,0.002315,1512,1,4,1,1,208,153.5,0
1,1,1,0.001019,0,981.5,1,4,175,1,206,151.5,0
1,1,0,0.023041,0.007168,1953,1,4,1,1,204,149.5,1
1,1,0,0.00467,0.001038,1927,1,4,0,1,202,147.5,0
1,1,0,0.0026,0.00104,1923,0,4,3,1,194,139.5,0
1,7,0.700072,0.006012,0.004638,582.2,0,5,536,0.4,14637,6872.166667,1
1,1,0,0.004527,0.000566,1767,0,3,6,1,13751,7959,0
1,1,0,0.000568,0.001136,1760,1,3,6,1,129,129,0
1,1,0,0.003403,0.003403,1763,0,3,0,1,13020,8104.5,0
1,1,0,0.021554,0.021554,1763,0,3,0,1,13019,8103.5,0
1,1,0,0.00681,0.005108,1762,0,3,0,1,13017,8101.5,0
1,1,0,0.086572,0.077739,1698,0,3,1,1,83,83,0
1,1,0,0.007701,0.018957,1688,0,3,4,1,81,81,0
1,1,0,0.006837,0.042884,1609,0,3,0,1,66,66,0
1,1,0,0.008339,0.006414,1559,0,3,1,1,12500,7952.5,0
1,2,0.634962,0.009188,0.009671,689.333333,1,3,0,0.333333,236,236,0
1,1,0,0.001267,0.000633,1579,0,2,1,1,12164,7682,0
1,1,0,0.000633,0.003167,1579,0,2,0,1,12158,7683,0
1,1,0,0.003873,0.001291,1549,0,2,10,1,11939,9805,0
1,1,0,0.009696,0.004525,1547,0,2,10,1,11832,9748,0
1,1,0,0.000671,0.000671,1491,0,2,0,1,31,31,0
1,2,0.534878,0.06274,0.010883,390.5,0,2,276,0.5,30,30,0
1,3,0.867063,0.023978,0.016349,611.666667,0,1,2,0.666667,11208,11208,0
1,1,0,0.001391,0.005563,1438,0,1,1,1,10951,10951,0
1,1,0,0.018056,0.019444,1440,0,1,12,1,10857,10857,0
1,1,0,0.001379,0,1450,0,1,0,1,10723,10723,0
1,1,0,0.096864,0.05784,1435,0,1,0,1,9868,9868,0
1,1,0,0.002199,0,1364,0,1,4,1,9703,9703,0
1,1,0,0.000805,0.000805,1242,0,1,0,1,9574,9574,0
1,1,0,0.072464,0.024155,1242,0,1,3,1,9572,9572,0
1,3,0.509505,0.103856,0.050995,402,0,1,54,0.75,9544,9544,0
1,4,0.154404,0.305213,0.144033,364.5,0,1,220,0.75,9340,9340,0
1,1,0,0.043478,0.059903,1035,0,1,1,1,9289,9289,0
1,1,0,1.285578,0.850048,1047,0,1,14,1,4272,4272,0
1,1,0,0.006433,0,2487,1,6,241,1,701,377.916667,0
1,1,0,0.006552,0.003686,2442,0,5,173,1,659,362.95,0
1,2,0.764205,0.001353,0.008792,2218,0,5,347,1,657,361.283333,0
1,1,0,0.02182,0.000823,2429,0,5,166,1,649,354.45,0
1,2,0.799049,0.021854,0.00092,2173.5,0,5,325,1,648,358.55,0
1,3,0.809743,0.006886,0.002047,1074.6,0,5,451,1,1076,1076,0
1,2,0.946395,0.00076,0.00076,1754.666667,1,9,277,1,1307,1150,0
1,1,0,0.002757,0.002333,4715,1,10,209,1,1456,386.304149,0
1,1,1,0.001434,0.000717,2789,1,10,362,1,4578,2182.616667,0
1,1,0,0.06391,0.06391,266,0,1,0,1,797,357.983333,0
1,1,0,0.026316,0.022556,266,0,1,1,1,796,356.983333,0
1,1,0,0,0,265,0,1,0,1,795,356.383333,0
1,2,0.091546,0.36351,0.35376,359,0,1,16,1,9336,9336,0
1,1,0.797561,2.2,1.994667,93.75,0,1,292,0.5,9288,9288,0
1,1,0,0,0,85,0,1,33,1,9978,9978,0
1,1,0,0.008344,0,1198.5,1,5,56,1,668,365.7,0
1,1,0,0,0,10,0,2,0,1,2282,2227.5,0
1,9,0.724584,0.782511,0.657698,205.846154,0,1,347,0.538462,4095,4095,0
1,15,0.738377,0.02225,0.016712,263.897436,0,6,2818,0.897436,612,612,0
1,6,0.578033,0.093866,0.057611,402.7,1,3,948,0.8,233,233,0
1,1,0,0.028169,0.070423,71,0,6,0,1,469,469,0
1,4,0.752022,0.043502,0.013963,310.333333,1,7,144,0.666667,767,332.483333,0
1,3,0.851163,0.023445,0.006116,196.2,0,4,61,0.8,61,61,0
1,1,0,0,0.25,8,0,1,8,1,1012,467.721429,0
1,3,0.953794,0.010909,0.002828,618.75,0,11,38,0.75,1979,1442.5,0
1,1,0,0.008929,0.053571,112,1,4,149,1,1220,437.467857,0
1,1,0,0,0,410,1,1,0,1,1419,378.017857,1
1,1,0.468996,0.000734,0.004159,2044,1,9,157,1,1148,453.507143,0
1,1,0.041594,0.023966,0.039372,1752.5,0,8,28,1,1010,472.221429,0
1,1,0.113274,0.014632,0.01296,1196,1,4,21,1,453,215.35,0
1,2,0.462749,0.217252,0.271565,156.5,0,3,4,1,13022,8106.5,0
1,1,0,0.000567,0.004533,882.5,0,3,0,1,100,100,0
1,1,0,0.001114,0.002227,898,1,10,0,1,1539,347.569517,0
1,1,1,0.000559,0.000559,3581,1,10,61,1,1535,343.569517,0
1,7,0.876587,0.003573,0.002454,893.538462,0,13,1447,0.692308,678,275.8,1
1,1,0,0.014477,0.001114,898,1,9,120,1,1519,383.469697,1
1,2,0.629249,0.018355,0.007478,735.5,1,9,31,1,4663,1991.783333,0
1,2,0.494419,0.007216,0.004811,1940,1,10,49,0.666667,1358,470.902778,1
1,1,0,0.002334,0.001167,857,0,9,1,1,2200,1340.666667,0
1,1,0,0.010651,0.008284,845,1,9,8,1,1133,477.301191,0
1,1,0,0.002457,0,814,0,9,11,1,321,321,0
1,1,0,0.004396,0,910,1,8,24,1,998,462.516667,1
1,6,0.660647,0.040384,0.029897,140.0625,0,10,123,0.125,525,525,1
1,1,0,0.001155,0.001155,866,1,7,4,1,216,216,0
1,1,0,0.066416,0.073935,798,0,6,0,1,896,431.614286,0
1,1,0,0.020619,0.002946,679,1,6,21,1,837,378.65,0
1,1,0,0.124438,0.124438,667,0,6,35,1,4961,2297.5,1
1,1,0,0.001919,0.001919,521,1,6,41,1,642,352.55,1
1,1,0,0.001919,0,521,0,5,45,1,460,179.866667,0
1,3,0.92322,0.004828,0.007242,414.25,0,5,352,1,610,410.75,0
1,3,0.51401,0.003953,0.050395,253,0,4,0,0.75,2194,1266.916667,0
1,3,1,0.005146,0,194.333333,0,4,314,1,3497,2024.166667,0
1,4,0.754987,0.028719,0.028719,934.333333,0,4,215,0.833333,349,219.5,1
1,2,0.723188,0.04619,0.003709,988.666667,0,4,165,1,329,253.333333,0
1,1,0,0,0.004773,419,1,4,9,1,211,156.5,0
1,1,0,0.002364,0.002364,423,0,3,0,1,138,110,0
1,1,0,0.002358,0.002358,424,0,3,9,1,137,114,1
1,2,0.764205,0.009217,0.004608,325.5,0,4,5,1,118,118,0
1,1,0,0.023866,0.00716,419,0,3,5,1,54,54,0
1,1,0,0.00241,0.00241,415,0,3,1,1,12603,8032,0
1,1,0,0.031325,0.007229,415,0,3,8,1,12596,8025,0
1,1,0,0.002841,0.002841,352,0,2,2,1,12124,9984,0
1,1,0,0.005682,0.005682,352,0,2,0,1,12111,9975,0
1,1,0,0.295455,0.110795,352,0,2,26,1,12103,9967,0
1,1,0,0.022013,0.003145,318,0,2,28,1,46,46,0
1,3,0.892377,0.022498,0.010861,429.666667,0,2,457,0.888889,14,14,0
1,2,0.909022,0.139842,0.055409,189.5,0,1,19,1,9293,9293,0
1,4,0.892297,0.02508,0.005249,285.75,0,6,2680,0.583333,18950,4870.614286,0
1,6,0.575663,0.05928,0.014491,525.538462,0,7,4315,0.923077,2901,2786,0
1,1,0,0.001114,0.002227,898,1,10,84,1,1548,355.725072,0
1,1,0,0,0,76,1,1,0,1,1483,383.198088,1
1,4,0.785255,0.015786,0.019185,2892.833333,1,11,93,0.5,1525,381.245599,0
1,1,0,0.006711,0.006711,298,1,2,35,1,4829,2062.183333,0
1,1,0,0,0,184,1,1,0,1,1432,384.111111,1
1,1,0,0.001764,0.001764,567,0,3,57,1,2920,1088.3,0
1,2,1,0.001963,0.000654,764,0,7,46,1,2285,1637.166667,0
1,1,0,0.044014,0.035211,568,0,3,0,1,1954,1611.333333,0
1,2,1,0.001317,0.001317,759.5,0,7,6,1,1953,1610.333333,0
1,2,0.876716,0.014541,0.003305,756.5,0,7,16,0.5,1922,1596.166667,0
1,3,0.708487,0.049677,0.064216,619,0,10,30,0.75,1912,1594.833333,0
1,1,0,0.042435,0.073801,542,1,3,0,1,1525,1250.833333,1
1,1,0,0.009662,0.007246,414,0,2,4,1,1159,402.953571,0
1,1,0,0.005291,0.003527,567,0,3,86,1,2511,1356.333333,0
1,4,0.710448,0.026749,0.009374,1312.2,1,9,351,0.6,1044,474.985714,1
1,10,1,0.015927,0.015927,62.785714,0,5,1279,0.785714,17708,4712.55,0
1,1,0,0.134078,0,179,0,4,426,1,6473,3892.883333,0
1,3,0.965634,0.243243,0,12.333333,0,5,400,0.666667,19193,4955.021429,0
1,1,0,0,0,20,0,1,0,0.5,988,480.988095,0
1,2,0.523795,0.03784,0.006684,2319,1,10,860,1,1529,369.022799,1
1,2,0.255026,0.008935,0.013858,1828,1,7,95,1,973,467.754762,0
1,1,0,0,0,14,0,1,0,1,932,460.352381,1
1,1,0.799118,0.096654,0.096654,44.833333,0,5,1208,0.5,4967,2303.5,0
1,1,0,2,1,6,0,1,0,1,98,98,0
1,2,0.761299,0.026555,0.018779,296.347826,0,10,7783,0.695652,1714,1434.166667,0
1,2,0.173781,0.314433,0.082474,97,0,7,1395,1,2389,1722.666667,0
1,1,1,0.009615,0.006868,364,0,1,135,1,9857,9857,0
1,1,1,1.1,0.6,10,0,1,0,0.333333,97,97,0
1,7,0.255772,0.161436,0.083115,460.708333,0,11,1120,0.541667,1353,1189.5,1
1,2,0.52704,0.024502,0.015314,46.642857,0,7,3016,0.5,1714,1434.166667,0
1,1,0.988174,0.106205,0.01432,139.666667,0,3,18,0.166667,1521,1246.833333,0
1,4,0.926782,0.029976,0.006215,390.785714,1,9,101,0.214286,1515,1259.833333,1
1,3,0.773997,0.013809,0.002762,724.142857,1,11,843,1,2871,1235.55,0
1,1,0,0.047619,0.047619,21,0,2,17,1,1196,422.036905,0
1,1,0.852792,0.176471,0,17,0,7,1435,0.666667,1161,1089.5,0
1,2,0.942984,0.012146,0.022267,98.8,0,4,127,0.4,1648,1094.166667,0
1,2,0.526115,0.002731,0.00211,2685,1,10,44,1,1452,382.304149,0
1,7,0.79645,1.001898,0.849657,182.403846,0,5,3721,0.461538,12218,7736,0
1,6,0.234877,0.022989,0.044032,110.882353,0,1,3180,0.313725,9978,9978,0
1,12,0.443284,0.186095,0.268436,129.522167,0,1,4811,0.019704,8380,8380,0
1,1,0,0.235294,0.058824,17,1,5,237,1,1455,385.304149,0
1,6,0.875597,0.005345,0.005559,719.538462,0,5,211,0.461538,15006,6522.333333,1
1,37,0.621334,0.21595,0.264136,169.696552,0,1,0,0.002299,7739,7739,0
1,37,0.621334,0.253392,0.207166,176.891954,0,1,0,0.002299,7304,7304,0
1,37,0.620043,0.217431,0.264957,170.137209,0,1,1387,0.04186,5120,5120,0
1,1,0,0,0,40,1,1,0,1,1352,469.161111,0
1,7,0.88578,0.010699,0.007472,535.318182,0,4,1606,0.545455,12560,8012.5,0
1,7,0.590136,0.04918,0.005198,577.153846,0,1,130,0.615385,9665,9665,0
1,4,1,0.027848,0.027848,35.909091,0,5,7981,0.318182,5164,2967.933333,0
1,1,0,0,0,0,0,1,0,1,641,351.55,0
1,1,0,0.083333,0,24,0,2,0,1,703,379.916667,0
1,4,0.825058,0.047624,0.005184,1543.333333,0,5,641,0.833333,641,351.55,0
1,4,0.976548,0.106158,0.043121,101.351852,0,3,7305,0.5,975,975,0
1,2,0.777033,0.003719,0.00097,1546,1,10,842,0.5,1494,385.622691,1
1,3,0.39446,0.048299,0.042177,420,0,7,56,0.571429,19945,4648.410714,1
1,1,0,0,0,0,0,1,0,1,641,351.55,0
1,3,0.911102,0.009543,0.001468,1362.25,0,5,519,1,654,358.283333,0
1,1,0,0.041667,0.083333,24,0,3,98,1,141,100.5,0
1,8,0.947323,0.296296,0.022222,30,0,1,116,0.083333,1796,1796,0
1,2,0.334621,0.031678,0.007822,426.166667,0,3,6,0.333333,94,94,0
1,3,0.532123,0.178674,0.050432,46.266667,0,10,6213,0.333333,2121,1584,0
1,3,0.943579,0.012132,0.019064,192.333333,1,3,137,0.666667,3436,1990.416667,0
1,1,0,0.076923,0.076923,26,0,2,227,1,82,82,0
1,5,0.883666,0.134396,0.047836,73.166667,0,12,2738,0.666667,759,712,0
1,1,0,0.0625,0.0625,16,0,2,227,1,84,84,0
1,1,0,0.000668,0.000334,2996,1,8,15,1,1554,345.968723,0
1,11,0.82049,0.005798,0.005411,1497.894737,1,12,2309,0.578947,2008,627.25,1
1,1,0,0.006456,0,2788,1,7,2,1,1508,388.23575,0
1,1,0,0.000732,0,2734,1,7,40,1,1499,386.940115,0
1,1,0,0.006105,0.001908,2621,1,7,2,1,1420,379.017857,0
1,1,0,0.003062,0,2613,1,7,102,1,1408,368.167857,0
1,1,0,0.003837,0,2606,1,7,70,1,1375,425.446429,1
1,1,0,0.002309,0.000385,2599,1,7,1,1,1361,472.577778,0
1,1,0.792212,0.005519,0.02649,1208,1,8,6,0.666667,1219,436.551191,1
1,1,0,0.006201,0,2419,1,7,26,1,1145,479.690476,0
1,1,0,0.027061,0.027061,2402,1,7,0,1,1124,491.915476,0
1,2,0.886541,0.006189,0.000589,1696.5,1,8,42,1,1122,489.915476,1
