@relation 'jdt-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,10,12-14'

@attribute ns numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute npt numeric
@attribute bug {1,0}

@data
1,0,0.001314,0.001314,761,0,5,1,0
1,0,0,0.014845,741,0,5,1,0
1,0,0.220408,0.115646,735,0,5,1,0
1,0.942683,0.003417,0.053531,439,0,9,1,0
1,0.468996,0.007612,0.001903,525.5,0,10,1,0
1,0,0.001634,0.001634,612,0,5,1,0
1,0,0.003527,0.003527,567,0,4,1,0
1,0.932278,0.024478,0.016119,279.166667,0,10,0.166667,0
1,0,0.017639,0.020353,737,0,5,1,0
1,0.735459,0.020894,0.024956,615.357143,1,12,0.5,0
1,0,0.016129,0.008065,124,0,2,1,0
1,0,0.113821,0.01626,123,0,2,1,0
1,0.994737,0.026596,0.007979,125.333333,0,2,0.666667,0
1,0,0.135135,0.189189,74,0,2,1,0
1,0,0,0,0,0,3,0.666667,0
1,0,0,0,137.333333,0,1,0.333333,0
1,0.985228,0.001159,0.002897,863,0,10,1,0
1,0,0.854015,0.489051,137,0,6,1,1
1,0,0.053097,0.00885,113,0,3,1,0
1,0,0.083333,0.05,120,0,3,1,1
1,0.442676,0.071364,0.050587,100.636364,0,4,0.727273,0
1,0,0.046296,0.212963,108,0,2,1,0
1,0.732067,0.026428,0.040068,586.5,0,2,1,0
1,0,0.022388,0,134,0,2,1,0
1,0.87428,0.011135,0.006267,665.793103,0,7,0.758621,0
1,0,0.12,0.24,50,0,7,1,0
1,0,0.137255,0.039216,51,0,3,1,0
1,0.947062,0.460317,0.365079,31.5,0,3,1,1
1,0,0.109091,0.109091,55,0,3,1,0
1,0,0.041975,0.024691,405,1,9,1,0
1,0,0.007557,0.005038,397,0,9,1,0
1,0,0.002525,0.002525,396,0,9,1,0
1,0.595886,0.078095,0.020952,175,0,9,1,0
1,0,0.005076,0.002538,394,0,9,1,0
1,0,0.006116,0.015291,327,0,8,1,0
1,0,0.054545,0.006061,330,0,8,1,1
1,0,0.009804,0,306,1,8,1,1
1,0.822686,0.036521,0.025827,291.529412,0,11,0.294118,1
1,0,0.113074,0.130742,283,0,7,1,0
1,0.928383,0.010638,0.008274,169.2,0,6,0.8,0
1,0,0.085106,0.101064,188,0,2,1,0
1,0,0.006667,0.006667,150,0,2,1,0
1,0,0.322581,0.677419,124,0,1,1,0
1,0.591673,0.058442,0.032468,77,0,1,0.5,0
1,0.934903,0.032196,0.040245,237.181818,0,10,0.909091,0
1,0.844342,0.027319,0.018107,393.5,1,10,0.75,0
1,0,0.007576,0.007576,396,0,9,1,0
1,0,0,0,31,0,1,1,0
1,0.885413,0.006858,0.006067,947.75,0,11,1,0
1,0.592939,0.081109,0.072097,721.25,0,12,1,1
1,0.708836,0.059459,0.024324,185,0,8,1,0
1,0,0.078947,0.184211,76,0,4,1,1
1,0,0.259259,0,81,0,3,1,0
1,0,0.040541,0,74,0,2,1,0
1,0.501312,0.226346,0.075496,711.3,0,10,0.9,0
1,0.487684,0.145228,0.131595,210.875,0,10,0.75,0
1,0,0.089888,0.05618,89,0,7,1,0
1,0.894322,0.045517,0.035862,241.666667,0,5,1,0
1,0,0.034884,0.011628,86,0,5,1,0
1,0.911285,0.042017,0.064426,89.25,0,4,1,0
1,0.825627,0.089686,0.03139,111.5,0,4,1,0
1,0,0.008929,0,112,0,4,1,0
1,0.811647,0.043213,0.023894,131.133333,0,1,0.466667,0
1,0,0.012048,0.036145,83,0,4,1,0
1,0,0.057471,0.034483,87,0,5,1,0
1,0.750637,0.060811,0.067568,49.333333,0,10,1,0
1,0,0.026829,0.021951,410,0,4,1,0
1,0,0.06357,0.00489,409,1,4,1,0
1,0.503258,0.010893,0.008715,229.5,0,6,1,0
1,0,0.005141,0.002571,389,0,1,1,0
1,0.920782,0.000749,0.000749,1144.285714,0,10,0.285714,0
1,0.674729,0.008346,0.02959,219.666667,0,5,1,0
1,0.45613,0.291107,0.270973,91.692308,0,4,0.692308,1
1,0.669786,0.116032,0.165633,102.636364,0,4,0.727273,0
1,0,0.009091,0,110,0,1,1,0
1,0,0,0.011494,87,0,1,1,0
1,0,1,0.111111,9,1,3,1,0
1,0.455474,0.271105,0.199725,242.833333,0,1,0.666667,0
1,1,0.005247,0.005247,190.571429,1,1,0.142857,0
1,0,0.088889,0.133333,45,0,1,1,0
1,0.930497,0.010544,0.010204,735,0,10,1,0
1,0.918296,0.004478,0.004478,335,1,7,0.5,1
1,0,0.144737,0.026316,76,0,5,1,0
1,0.749229,0.054898,0.057576,344.692308,0,5,0.538462,0
1,0,0.071429,0,2.8,0,4,0.4,0
1,0.835793,0.026408,0.019366,71,0,4,0.25,0
1,0.99708,0.380952,0.452381,28,0,4,0.333333,0
1,0.996792,0.046296,0.023148,108,0,5,1,0
1,0.384102,0.147689,0.122886,98.555556,0,5,0.666667,1
1,0.879241,0.246154,0.146154,86.666667,0,5,0.333333,1
1,0.864974,0.014235,0.003559,93.666667,0,4,0.333333,0
1,0.809264,0.125472,0.203774,212,0,5,0.8,1
1,0,0.264151,0.301887,53,0,1,1,0
1,0.592516,0.0725,0.1875,133.333333,0,4,0.666667,1
1,0,0.007194,0,139,0,8,1,0
1,0,0.043478,0,138,0,5,1,0
1,0.898396,0.014726,0.005355,186.75,0,4,0.5,0
1,0.77043,0.076271,0.090395,118,0,4,0.666667,1
1,0,0.071429,0.014286,140,0,4,1,0
1,0.590016,0.014205,0.007102,140.8,0,4,0.2,0
1,0,0.181159,0.123188,138,0,4,1,0
1,0,0.075758,0.136364,132,0,4,1,0
1,0,0.006623,0,151,0,4,1,0
1,0,0.033333,0.006667,150,0,3,1,0
1,0,0.006993,0.06993,143,0,3,1,0
1,0.96023,0.013514,0,123.333333,0,3,0.333333,0
1,0.918296,0.014706,0.011765,170,0,2,1,0
1,0.544417,0.029617,0.026132,114.8,0,2,0.8,0
1,0,0.101351,0.027027,148,0,2,1,0
1,0.684038,0.083893,0.100671,149,1,1,1,0
1,0.857458,0.019893,0.020849,326.75,0,5,0.75,0
1,0,0.014467,0,553,0,8,1,0
1,0.998364,0.006484,0.003242,1079.5,1,11,1,0
1,0,0.003643,0.003643,549,1,8,1,0
1,0,0.01275,0.003643,549,1,8,1,0
1,0,0.007326,0,546,1,8,1,1
1,0,0.005525,0.005525,543,1,8,1,0
1,0,0.007353,0,544,0,8,1,0
1,0.168963,0.066724,0.000855,389.666667,0,9,0.666667,0
1,0.205593,0.056657,0.001889,529.5,0,9,1,0
1,0,0.002525,0.002525,396,1,7,1,0
1,0.877267,0.005937,0.005937,829.192308,0,11,0.384615,1
1,0,0.060526,0.010526,380,0,4,1,0
1,0.942157,0.01261,0.003783,198.25,0,4,1,0
1,0,0,0.002681,373,0,3,1,0
1,0.591673,0.031746,0.005291,189,0,3,1,0
1,0,0.024931,0.00554,361,1,3,1,0
1,0,0.011429,0.125714,350,1,1,1,0
1,0,0.026954,0.040431,371,0,1,1,0
1,0.193643,0.044463,0.011745,596,0,9,1,0
1,0.889592,0.021803,0.004556,341.444444,0,12,0.666667,0
1,0.786561,0.040546,0.021277,498.2,0,9,0.8,1
1,0,0.294118,0.323529,34,0,4,1,0
1,0.60546,0.195556,0.111111,90,0,10,1,0
1,0,0.017857,0.02381,168,0,9,1,0
1,0,0.035928,0.011976,167,0,8,1,0
1,0,0.072289,0.042169,166,0,8,1,0
1,0,0.025316,0.018987,158,0,8,1,0
1,0,0.037267,0.012422,161,0,8,1,0
1,0.675019,0.036117,0.025113,295.333333,0,7,0.583333,1
1,0.769997,0.060667,0.10819,89.909091,0,4,0.363636,0
1,0.806886,0.011084,0.011689,354.428571,0,7,0.857143,1
1,0.881291,0.010431,0.003477,719,1,6,1,0
1,0,0,0.007092,141,0,4,1,0
1,1,0.016393,0.04918,122,0,4,0.5,0
1,0,0.020833,0.013889,144,0,4,1,0
1,0,0.111888,0.076923,143,0,4,1,0
1,0,0.128571,0.007143,140,0,4,1,0
1,0,0.12931,0,116,0,4,1,0
1,0,0.057851,0.016529,121,1,3,1,0
1,0,0.049505,0.069307,101,0,8,1,0
1,0.936085,0.008859,0.009967,301,0,7,0.666667,0
1,0.956349,0.004346,0.003834,205.894737,0,6,0.684211,0
1,0.995482,0.629944,0.757062,118,0,4,0.666667,1
1,0.926262,0.015936,0.017928,167.333333,0,4,0.666667,0
1,0.669277,0.070501,0.024119,134.75,0,4,0.5,0
1,0.983475,0.070796,0,80.714286,0,3,0.142857,0
1,0.761488,0.058712,0.072917,117.333333,0,4,0.444444,0
1,0,0.012821,0.004274,468,0,9,1,0
1,0.070256,0.096713,0.053097,791,0,11,1,0
1,0.970951,0.105832,0.00216,231.5,0,9,1,1
1,0,0.09291,0.02445,409,0,9,1,0
1,0.978067,0.018824,0.007529,708.333333,0,10,1,0
1,0.729847,0.015015,0.005005,333,0,9,1,0
1,0.351735,0.139775,0.126642,133.25,0,9,0.625,1
1,0,0,0.012987,385,1,5,1,0
1,0,0.064103,0.010256,390,0,5,1,0
1,0.728712,0.010387,0.025496,264.75,0,5,1,0
1,0.854708,0.006957,0.006729,515.764706,0,7,0.941176,1
1,0,0.005376,0,372,0,5,1,0
1,0,0.018817,0.002688,372,0,5,1,0
1,0.834208,0.128146,0.056136,161.4375,0,7,0.4375,1
1,0.595717,0.048751,0.032105,420.5,0,6,1,0
1,0,0.008086,0.005391,371,0,5,1,0
1,0,0.002703,0.002703,370,0,5,1,0
1,0,0.044974,0.02381,378,0,4,1,0
1,0.918296,0.005051,0.005051,297,0,4,1,0
1,0,0.020231,0.014451,346,0,4,1,0
1,0,0.023188,0.017391,345,0,4,1,0
1,0,0.034884,0.005814,344,0,4,1,1
1,0,0.032641,0.017804,337,0,4,1,1
1,0,0.027027,0.015015,333,0,4,1,0
1,0,0.012085,0,331,0,4,1,0
1,0,0.006116,0.003058,327,0,4,1,0
1,0,0.033742,0,326,0,4,1,0
1,0,0.054878,0.003049,328,0,4,1,0
1,0,0.072886,0.002915,171.5,1,4,1,0
1,0,0.021605,0,324,0,4,1,0
1,0,0.009375,0.003125,320,0,4,1,0
1,0,0.083591,0.03096,323,0,4,1,1
1,0,0.003205,0.003205,312,0,4,1,0
1,0,0.003205,0,312,0,4,1,0
1,0.453716,0.022945,0.017208,261.5,0,4,0.5,0
1,0,0,0.080769,260,0,4,1,0
1,0.879722,0.015492,0.011001,742.333333,0,5,0.833333,0
1,0,0.004292,0.042918,233,0,2,1,0
1,0,0.004274,0.004274,234,0,2,1,0
1,0.705622,0.012014,0.018422,416.166667,0,3,1,0
1,0.966619,0.030351,0.014377,313,0,2,1,0
1,0.8196,0.037162,0.015766,444,0,2,1,0
1,0.918296,0.004418,0.004418,339.5,0,1,1,0
1,0,0.005076,0.005076,197,0,1,1,0
1,0,0.183673,0,196,1,1,1,0
1,0.847617,0.039287,0.040907,91.444444,0,1,0.074074,0
1,0,0.002809,0.002809,356,0,9,1,0
1,0.815991,0.072739,0.043969,290.611111,0,8,0.805556,0
1,0,0.002646,0.002646,378,0,4,1,0
1,0,0.044974,0.02381,378,0,4,1,0
1,0,0.063452,0.010152,394,0,5,1,0
1,0,0.15814,0.023256,430,0,9,1,0
1,0.60984,0.040816,0.367347,24.5,0,4,0.5,0
1,0.896959,0.022956,0.038737,139.4,0,4,0.4,1
1,0.358996,0,0.078125,85.333333,0,4,0.666667,0
1,0,0.409091,0.409091,22,0,4,1,0
1,0,0,0,38,0,1,1,1
1,0.876316,0.022749,0.010907,458.428571,0,12,0.857143,0
1,0.828056,0.411765,0.039216,25.5,0,4,0.5,0
1,0,0.095238,0,21,0,2,1,0
1,0,0.5,0.033333,30,0,3,1,0
1,0,0.05,0.05,20,0,3,1,0
1,0.821714,0.02815,0.025346,624.214286,1,12,0.785714,1
1,1,0.028169,0.028169,35.5,0,4,0.5,0
1,0.745779,0.144531,0.113281,85.333333,0,8,0.666667,0
1,0.868538,0.227176,0.44586,58.875,0,4,0.75,0
1,1,0.028302,0.028302,35.333333,0,4,0.333333,0
1,0,0,0,34,1,1,1,0
1,0,0.028571,0.028571,35,0,10,1,0
1,1,0.005906,0.005906,169.333333,0,10,0.333333,0
1,0,0.111111,0.022222,45,0,8,1,0
1,0.823408,0.03819,0.063649,141.4,1,10,1,0
1,0,0.00578,0.017341,173,0,8,1,0
1,0.754022,0.024338,0.006954,373.9,0,10,0.7,0
1,0.960964,0.003187,0.003187,392.25,0,7,0.25,0
1,0,0.084112,0.065421,107,0,4,1,0
1,0.749644,0.104987,0.044619,127,0,4,1,0
1,0,0.190909,0.154545,110,0,3,1,0
1,0.72056,0.015531,0.012942,397.055556,0,6,0.333333,1
1,0,0.009259,0.009259,108,0,1,1,0
1,1,0.002561,0.002561,390.5,0,5,0.75,0
1,0.827269,0.031633,0.041837,98,0,4,0.4,0
1,0,0.014493,0.014493,69,0,3,1,0
1,0,0.293103,0.327586,58,0,3,1,0
1,0,0.017493,0.008746,343,1,8,1,0
1,0,0.058824,0.020588,340,1,8,1,0
1,0,0.425982,0.003021,331,0,8,1,0
1,0,0.284519,0.221757,239,0,8,1,0
1,0,0.467249,0.231441,229,0,8,1,0
1,0,0.010309,0.010309,194,1,8,1,0
1,0,0.005319,0.005319,188,0,8,1,0
1,0,0.028902,0.028902,173,0,3,1,0
1,0,0,0.010811,185,0,3,1,0
1,0,0,0,186,0,2,1,0
1,0.775656,0.021164,0.009337,459,0,7,0.857143,0
1,0,0.062857,0.005714,175,0,5,1,0
1,0.572555,0.009922,0.003655,478.75,0,6,1,0
1,0,0.015789,0.005263,190,0,8,1,0
1,0.488672,0.106115,0.073741,278,0,3,0.75,0
1,0,0,0,57.333333,0,1,0.333333,0
1,0.751107,0.054813,0.009358,149.6,0,10,0.6,0
1,0.428027,0.012873,0.00271,492,0,9,0.333333,0
1,0.808416,0.013457,0.009868,418,0,10,0.625,0
1,0,0.013514,0.013514,222,0,6,1,1
1,0,0.034483,0.025862,116,0,2,1,0
1,1,0.005537,0,180.6,0,2,0.2,0
1,0,0.008403,0.008403,119,0,5,1,0
1,0.802353,0.0553,0.048387,217,0,8,1,0
1,0,0.006993,0.006993,143,0,2,1,0
1,0.839561,0.016659,0.088682,255.125,0,4,0.5,1
1,0,0.06087,0.06087,230,0,2,1,0
1,0.946395,0.006462,0.019386,206.333333,0,4,1,0
1,1,0.007619,0.007619,262.5,0,4,0.5,0
1,0,0.211268,0.450704,71,0,4,1,0
1,1,0.176101,0.125786,79.5,0,3,1,0
1,0,0.05,0,80,0,2,1,0
1,0,0.176471,0.338235,68,0,4,1,0
1,0.764483,0.020105,0.018357,286,0,3,0.5,0
1,0,0.177778,0.388889,90,0,4,1,0
1,0.918296,0.009585,0.009585,156.5,0,3,0.5,0
1,0.9851,0.084444,0.068148,168.75,0,1,0.75,0
1,0,0.00431,0.00431,232,0,9,1,0
1,0.888324,0.013249,0.008065,248,0,11,1,0
1,0,0.021368,0.004274,234,0,8,1,0
1,0.894235,0.115862,0.085699,433.538461,0,10,0.076923,1
1,0.806371,0.031587,0.006163,324.5,0,6,0.75,0
1,0.938315,0.199357,0,155.5,0,5,1,0
1,0.669592,0.016061,0.017751,394.333333,0,5,0.666667,1
1,0,0.011299,0.016949,177,0,3,1,0
1,0.766135,0.015528,0.020186,214.666667,0,4,0.666667,1
1,0,0.009302,0.009302,215,0,2,1,0
1,0,0.004274,0.004274,234,0,8,1,0
1,0.659453,0.090386,0.056491,243.4,0,12,0.6,0
1,0.799832,0.042051,0.047179,162.5,0,5,0.333333,0
1,0,0.009615,0.057692,104,0,2,1,0
1,0.909213,0.042921,0.090327,223,0,4,0.428571,0
1,0.581672,0.001982,0.011229,504.666667,0,3,1,0
1,0,0.064846,0.040956,293,0,3,1,0
1,0,0.040146,0.007299,274,0,2,1,0
1,0,0.030418,0.011407,263,0,1,1,0
1,0,0.126923,0.007692,260,0,1,1,0
1,0.755922,0.121437,0.060719,403.5,0,1,1,0
1,0,0.122449,0.107143,196,0,1,1,0
1,0,0.041237,0.082474,194,0,1,1,0
1,0,0.016216,0.059459,185,0,1,1,0
1,0.920651,0.407105,0.325369,198.8125,0,1,0.0625,0
1,0,0,0,177.4,0,1,0.6,0
1,0.863077,0.822064,0.533808,70.25,0,2,0.5,0
1,0.871545,0.655172,1.00431,58,0,2,0.75,0
1,0,0,0,27,0,1,1,0
1,0,0,0,398,0,1,1,0
1,0.55896,0.248653,0.177373,482.6,0,10,0.6,0
1,0,0,0,0,0,1,1,0
1,0,0.105263,0.052632,57,0,7,1,0
1,0.681868,0.019873,0.012719,251.6,0,9,1,0
1,0,0,0,113,0,1,0.5,0
1,0,0.848101,0.126582,79,0,2,1,0
1,0,0.04,0.008,125,1,6,1,0
1,0.940286,0.051402,0.014019,107,0,6,1,0
1,0,0,0.039216,102,0,1,1,0
1,0,0.098039,0.215686,102,0,1,1,0
1,0.846878,0.024155,0.077295,414,0,3,0.5,0
1,0.86698,0.065721,0.067961,111.583333,1,10,0.666667,0
1,0.488729,0.245562,0.075148,338,0,12,1,0
1,0.413817,0.077295,0.038647,103.5,0,7,1,0
1,0,0.006757,0,148,0,7,1,0
1,0.803925,0.011421,0.00698,525.333333,0,9,1,1
1,0,0.009091,0.009091,110,1,4,1,0
1,0.755784,0.131744,0.081371,419.375,0,8,0.125,1
1,1,0.002165,0.002165,462,0,5,1,0
1,0.983539,0.030508,0.037288,98.333333,0,10,1,0
1,0.92465,0.061453,0.011173,119.333333,0,4,1,0
1,0.869916,0,0.028689,81.333333,0,2,0.333333,0
1,0,0.19697,0.015152,66,0,3,1,0
1,0.826979,0.050356,0.0354,251.1,0,8,0.644444,0
1,0.637314,0.019112,0.010118,593,0,10,0.333333,0
1,0.861546,0.009799,0.001633,459.25,0,11,0.75,0
1,0,0.003045,0.002436,1642,0,9,1,0
1,0,0.003727,0.001242,1610,1,9,1,0
1,0,0.015557,0.01369,1607,0,9,1,0
1,0,0.001245,0.000623,1606,0,9,1,0
1,0.570792,0.020307,0.007663,870,0,12,1,0
1,0.538615,0.031918,0.025648,438.625,0,11,0.875,0
1,0,0.018024,0.011809,1609,0,9,1,0
1,0.998049,0.002174,0.002174,472.860335,0,15,0.581006,0
1,0,0.004988,0.00187,1604,0,9,1,0
1,0,0.000629,0.000629,1590,0,9,1,0
1,0,0.002516,0.001887,1590,0,9,1,0
1,0,0.001278,0.003834,1565,0,9,1,0
1,0,0.001284,0.001284,1558,0,9,1,0
1,0,0.000647,0.001294,1545,0,9,1,0
1,0.738285,0.010381,0.00346,867,0,9,1,0
1,0,0.001315,0.005917,1521,0,9,1,0
1,0,0.000656,0.001311,1525,0,9,1,0
1,0,0.014426,0.007869,1525,0,9,1,0
1,0,0.000697,0.000697,1435,0,9,1,0
1,0,0.01115,0.002091,1435,0,9,1,0
1,0.529361,0.060421,0.036585,902,0,9,1,0
1,0.580988,0.089782,0.061232,443.666667,0,9,1,0
1,0,0.003613,0.000723,1384,0,9,1,0
1,0,0.007971,0.018116,1380,0,9,1,0
1,0,0.029518,0.00432,1389,0,9,1,1
1,0.829365,0.049871,0.004113,648.333333,0,9,1,0
1,0,0.005106,0.002918,1371,0,9,1,0
1,0,0.007331,0.009531,1364,0,9,1,1
1,0.764205,0.002548,0.008917,785,0,9,0.5,1
1,0.918296,0.003177,0.000635,787,1,9,1,0
1,0.648274,0.019644,0.02219,458.166667,0,9,0.5,0
1,0,0.000758,0.000758,1319,1,9,1,0
1,0,0.000759,0.000759,1317,0,9,1,0
1,0,0.026439,0.039658,1286,0,8,1,0
1,0.869916,0.003968,0.003968,588,1,8,0.333333,0
1,0.722797,0.021865,0.001238,808,0,9,1,1
1,0,0.042184,0.001654,1209,0,8,1,1
1,0,0.002674,0.000891,1122,0,8,1,0
1,0,0.019892,0.002712,1106,0,6,1,0
1,0,0.035681,0.006573,1065,0,6,1,0
1,0,0.004776,0.025788,1047,0,6,1,0
1,0,0.001881,0.001881,1063,0,6,1,0
1,0,0,0.007526,1063,1,6,1,0
1,0.720864,0.010372,0.004715,424.2,0,6,1,0
1,0,0.000962,0.000962,1040,0,6,1,0
1,0,0.002979,0.006951,1007,0,5,1,0
1,0.346352,0.030508,0.005085,393.333333,0,5,1,1
1,0.952931,0.012758,0.01423,291.142857,0,5,0.571429,0
1,0,0.003222,0.008593,931,0,5,1,0
1,0,0.011702,0.012766,470,0,5,1,0
1,0,0.032609,0.006039,828,0,5,1,0
1,0,0.007264,0.002421,826,0,5,1,0
1,0.991076,0.000818,0.006541,611.5,0,5,1,0
1,0,0.002442,0.003663,819,0,5,1,0
1,0.960395,0.002063,0.000275,2423.333333,0,6,0.666667,1
1,0.930628,0.193109,0.317308,416,0,4,0.666667,1
1,0,0.027284,0.023725,843,0,4,1,0
1,0,0.09881,0.082143,840,0,4,1,1
1,0.263019,0.19019,0.263263,333,0,4,1,0
1,0,0.003452,0.010357,869,0,4,1,0
1,0.994694,0.032787,0.038934,488,0,4,1,0
1,0.391244,0.007358,0.001338,747.5,0,5,1,0
1,0,0.001435,0.002869,697,0,4,1,0
1,0,0.001435,0.001435,697,1,4,1,0
1,0,0.001152,0.001152,868,0,4,1,0
1,0.970951,0.000838,0.003353,596.5,0,3,1,0
1,0,0.005938,0.010689,842,0,3,1,0
1,0,0.005391,0.001348,742,0,3,1,0
1,0.216397,0.003145,0.057652,477,0,3,0.5,0
1,0,0.028643,0.026152,803,1,3,1,0
1,0.612468,0.004613,0.011653,457.666667,0,3,0.777778,0
1,0,0.001241,0,806,0,2,1,0
1,0.998451,0.028866,0.014433,323.333333,0,2,0.666667,0
1,0,0.001449,0.001449,690,0,2,1,0
1,0,0.017391,0.001449,690,0,2,1,0
1,0,0.004373,0.001458,686,0,2,1,0
1,0,0.053857,0.024745,687,0,2,1,0
1,0,0.010676,0.003559,562,0,1,1,0
1,0,0,0.005629,533,0,1,1,0
1,0,0.016822,0.011215,535,0,1,1,0
1,0.991076,0.007396,0.005917,338,0,1,1,0
1,0,0.001887,0.001887,530,0,1,1,0
1,0.533713,0.070367,0.021804,336.333333,0,1,0.666667,0
1,0.619165,0.022977,0.018981,333.666667,0,1,1,0
1,0.967295,0.036161,0.009736,359.5,0,1,1,0
1,0,0.019608,0.003922,510,0,1,1,0
1,0,0.017822,0.007921,505,0,1,1,0
1,0.970951,0.009615,0.00641,312,0,1,1,0
1,0.784623,0.078206,0.081856,274,0,1,0.428571,0
1,0,0.006742,0.006742,445,0,1,1,0
1,0.897239,0.047647,0.047066,163.904762,0,1,0.095238,0
1,0,0.028056,0.018036,499,0,1,1,0
1,0,0.002387,0.071599,419,0,1,1,0
1,0,0.004845,0.026163,1032,0,6,1,0
1,0.794553,0.017942,0.009657,951.254237,0,14,0.864407,0
1,0.78904,0.02543,0.012788,853.666667,0,12,0.791667,0
1,0,0.000697,0.000697,1434,0,9,1,0
1,0,0.01046,0.001395,1434,0,9,1,0
1,0.718676,0.043118,0.046167,382.666667,0,9,0.833333,0
1,0,0.000629,0.000629,1590,0,9,1,0
1,0,0.000622,0.000622,1609,0,9,1,0
1,0.934241,0.009471,0.009471,363.666667,0,5,0.888889,0
1,0,0.00122,0,820,0,1,1,0
1,0,0.047561,0.041463,820,0,1,1,0
1,0.633193,0.035438,0.03125,310.4,0,4,0.9,1
1,0.971307,0.017845,0.011236,504.333333,0,3,0.333333,1
1,1,0.016311,0,797,0,5,1,0
1,0.277979,0.048969,0.011168,388,0,3,1,0
1,0.447857,0.03455,0.069886,636.75,0,11,0.75,0
1,0,0.004219,0.004219,237,0,8,1,0
1,0.85425,0.017007,0.004308,630,0,10,0.857143,1
1,0,0.078341,0,217,0,7,1,0
1,0,0.00995,0.00995,201,0,7,1,0
1,0,0.0199,0,201,1,6,1,0
1,0.831474,0.018905,0,502.5,0,6,0.5,0
1,0,0.034286,0,175,1,5,1,0
1,0.925863,0.039604,0.023102,101,0,4,0.666667,0
1,0,0.012739,0.012739,157,0,4,1,0
1,0.61333,0.006852,0.014088,829.227273,0,6,0.772727,1
1,0,0.032258,0,186,0,3,1,0
1,0.461404,0.234141,0.354095,216.75,0,1,0.75,0
1,0.458978,0.116765,0.014997,466.75,0,6,1,0
1,0,0.04918,0,183,1,6,1,0
1,0.411562,0.016058,0.006187,1357.6,0,6,0.8,0
1,0.771685,0.055647,0.015916,424.1,0,6,0.75,0
1,0,0.075061,0,206.5,1,3,1,0
1,0,0.011905,0,336,1,3,1,0
1,0,0.02719,0.030211,331,0,3,1,0
1,0.679168,0.070796,0.069244,214.7,0,1,0.466667,0
1,0.650022,0.017595,0.017595,170.5,0,1,1,0
1,0,0.021834,0.021834,229,0,1,1,0
1,0.854889,0.009085,0.009085,715.5,0,1,0.75,0
1,0.543129,0.040475,0.014853,122.409091,0,6,0.318182,1
1,0,0.0625,0,96,0,4,1,0
1,0,0,0.086957,92,0,4,1,0
1,0.748175,0.343284,0.364013,301.5,0,4,0.75,1
1,0.677431,0.697384,0.964588,355,0,4,0.857143,1
1,0.954376,0.031564,0.025108,464.666667,0,4,0.666667,0
1,0.591673,0.026646,0.028213,319,0,3,1,0
1,0.867394,0.033363,0.03863,379.666667,0,3,1,0
1,0.989588,0.016569,0.007797,513,0,3,1,1
1,0,0,0,86.333333,0,1,1,0
1,0,0.018141,0.011338,441,0,9,1,0
1,0,0.002381,0.002381,420,0,9,1,0
1,0.129234,0.051227,0.008538,468.5,0,8,0.5,0
1,0.21358,0.012913,0.017562,968,0,9,1,0
1,0,0.007979,0.007979,376,0,8,1,0
1,0,0.02809,0.014045,356,0,8,1,0
1,0,0.037037,0.009259,324,0,8,1,0
1,0,0.014085,0.007042,284,0,8,1,0
1,0,0.018657,0.014925,268,1,8,1,0
1,0,0.018727,0.011236,267,0,8,1,0
1,0.794249,0.072235,0.006772,295.333333,0,8,1,1
1,0,0.004237,0.004237,236,0,7,1,0
1,0,0.015306,0,196,0,6,1,0
1,0.829327,0.014184,0.005674,352.5,0,7,1,1
1,0,0,0.191257,183,0,5,1,0
1,0,0.221675,0.004926,203,0,5,1,1
1,0,0.0125,0.00625,160,0,3,1,0
1,0.92663,0.012545,0.013441,139.5,1,2,0.125,0
1,0,0.016949,0.011299,177,0,5,1,0
1,0,0.007813,0.007813,384,0,8,1,0
1,0.384312,0.014357,0.007731,905.5,0,9,1,0
1,0.527398,0.060942,0.036565,902.5,0,9,1,0
1,0,0.007979,0.007979,376,0,8,1,0
1,0,0.018141,0.011338,441,0,9,1,0
1,0,0.108844,0.031746,441,0,9,1,0
1,0,0.002381,0.002381,420,0,9,1,0
1,0.678358,0.122995,0.117647,249.333333,0,10,0.666667,0
1,0.60798,0.025424,0.024011,177,0,10,0.5,0
1,0.438071,0.182737,0.039467,296.809524,0,12,0.52381,0
1,0.871361,0.013462,0.019231,260,0,8,0.5,0
1,0.835971,0.03598,0.034739,575.714286,0,10,0.714286,0
1,0.881291,0.007212,0.008814,624,0,4,1,0
1,0,0.00339,0.00339,295,0,4,1,0
1,0,0.025316,0,79,0,3,1,0
1,0.577444,0.143778,0.031108,329.5,0,1,0.625,0
1,0,0.032787,0.016393,122,0,1,1,0
1,0.271941,0.022248,0.01171,284.666667,0,9,1,0
1,0,0.066667,0.02963,135,0,3,1,0
1,0.965179,0.145291,0.009865,278.75,1,9,0.25,0
1,0.735522,0.075536,0.037339,258.888889,0,11,0.777778,0
1,0,0.019608,0.013072,153,0,4,1,1
1,0,0.04878,0.04878,20.5,0,4,1,0
1,0.866501,0.012576,0.012982,352.142857,0,4,0.714286,0
1,0,0.041237,0.041237,97,0,4,1,0
1,0.816923,0.080869,0.033193,414.25,0,1,0.75,0
1,1,0.040816,0.040816,24.5,0,4,1,0
