@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R2'

@attribute ns numeric
@attribute entropy numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute bug {1,0}

@data
1,0,0.064972,354,0,5,1,1,381.5,1
1,0,0.012712,236,0,3,32,1,378.5,0
1,0.037369,0.550926,108,0,4,30,1,6339.166667,0
1,0.998001,0.137255,25.5,1,2,10,0.5,58,1
1,0,0,27.4,0,1,0,0.2,4544.016667,0
1,0,2.410959,73,1,3,6,1,4573,0
1,0,0.22449,49,0,4,13,1,700.7,0
1,0,0.403846,104,1,2,20,1,5638.383333,0
1,0,0,64.5,0,1,0,0.5,4733.916667,0
1,0,0,6,0,1,0,1,4170.5,0
1,0,0,7,0,1,0,1,5810.533333,0
1,0,0.62069,29,0,2,0,1,52,0
1,0.918296,0.029167,120,1,4,0,1,67,0
1,0.899744,0.117647,17,0,2,0,0.5,56,0
1,0,0,29,0,1,0,0.25,43,0
1,0,0,43,0,2,0,1,53,0
1,0.798289,0.600985,20.3,0,4,36,0.6,6243.116667,0
1,0,0.25,8,0,2,2,1,71,0
1,0,0.777778,9,0,2,0,1,54,0
1,0.928321,0.016949,19.666667,0,1,4,0.666667,5442.357143,0
1,0.899744,0.064516,15.5,0,1,0,1,5810.533333,0
1,0,0,19.090909,0,1,0,0.090909,5620.533333,1
1,0,0,9,0,2,0,1,57,0
1,0.925818,0.078283,56.571429,0,2,115,0.428571,5575.016667,0
1,0,0,8.25,0,1,0,0.25,5518.438095,0
1,0,0.025641,19.5,1,2,2,1,6201.766667,0
1,0,0,20,0,1,0,0.5,6243.116667,0
1,0.908839,0.165289,26.888889,0,6,1666,0.555556,5430.361905,0
1,0.923722,0.040577,44.36,0,6,209,0.52,5898.116667,0
1,0,0,5,0,1,0,0.5,5898.116667,0
1,0,0,14,0,1,0,1,5820.55,0
1,0,0.181818,11,0,1,0,1,5431.361905,0
1,0,0,5,0,1,0,1,5852.55,0
1,1,0.142857,21,0,1,0,1,5545.438095,0
1,0,0,11,0,1,0,1,5810.55,0
1,0,0,6,0,1,0,1,5845.55,0
1,0,0,10,0,1,0,1,5839.55,0
1,0,0,5,1,1,0,1,884.016667,0
1,0,0,10.333333,0,1,0,0.333333,5563.438095,0
1,0.858396,0.285714,9.333333,0,1,116,1,5558.421429,0
1,0,0,4,0,1,0,1,5209.797619,0
1,0,0,0,0,2,208,1,4371,0
1,0,0,51,0,1,0,0.142857,496,1
1,0.934425,1.793709,56.930233,1,5,1857,0.232558,5655.333333,1
1,0.93351,0.015827,115.833333,0,3,24,0.166667,894.666667,1
1,0,0,155,0,1,0,1,2648,0
2,0.563508,0.019676,48,0,4,2058,0.444444,4496.388095,0
1,0.679817,0.052224,99.012658,0,14,4030,0.208861,5815.416667,1
1,0.941182,0.045198,31.235294,0,4,778,0.588235,5337.166667,0
1,0.39994,0.319042,31.72,1,4,1402,0.36,5470.333333,1
1,0.868533,1.482162,109.506667,0,7,2944,0.373333,1215,1
1,0,0.055556,36,1,1,5,1,2707,0
1,0,0,82.875,0,1,0,0.125,370,1
1,0.824852,0.142308,37.142857,0,1,198,0.285714,1839,0
1,0.597095,0.059701,44.666667,0,1,15,0.333333,2627,0
1,0,1.787037,54,0,1,66,1,1839,0
1,0,0,153,0,1,0,1,2627,0
1,0,0,7,0,1,0,1,5735.533333,0
1,0.744205,0.239669,181.5,0,6,23,1,5570.814286,1
1,0.94566,0.017857,56,0,3,23,1,5447.357143,0
1,0.706598,0.333333,33,0,7,1583,0.888889,5400.595238,1
1,0.671252,0.067503,115.448276,0,9,2900,0.862069,116.1,1
1,0.456051,0.015038,44.333333,0,2,62,0.666667,5871.116667,0
1,0,0,54,0,2,1,1,35,0
1,0,0.029412,34,1,1,1,1,5342.166667,1
1,0,0,17.666667,0,1,0,0.111111,5272.25,1
1,0,0,0,0,2,30,0.5,43,0
1,0,0,0,1,7,632,0.666667,5494.666667,0
1,0,0,10,0,1,0,0.5,5871.116667,0
1,0.78134,0.371747,67.25,0,6,69,1,6343.166667,0
1,0.667312,0.643662,101.093023,1,6,1958,0.604651,5483.5,1
1,0,0,7.5,0,1,0,0.5,4199.5,1
1,0,0,32.9,0,1,0,0.1,5475.438095,1
1,0.731099,0.034716,122,0,7,2309,0.588235,865.866667,1
1,0,0,26,1,1,0,1,6199.766667,0
1,0,0.009709,103,1,1,19,1,5330.583333,0
1,0.461646,0.214575,61.75,1,2,32,0.75,5313.333333,0
1,0,0,37.888889,0,1,0,0.111111,5220.25,1
1,0,0.087805,205,0,3,85,1,1275,0
1,0,0.066667,105,1,1,4,1,2606,0
1,0.660854,1.322917,38.4,0,5,87,0.9,60,1
1,0,0,70.142857,0,1,0,0.142857,39,1
1,0.576459,1.459227,71.692308,1,5,282,0.461538,5663,1
1,0,0.021277,47,0,3,1,1,123,0
1,0,0,255,0,4,65,1,5249.833333,0
1,0,0.022727,264,1,2,31,1,213,1
1,0,0.003861,259,0,2,63,1,96,1
1,0.995979,0.071429,140,1,2,54,1,2852,0
1,0,0,104.5,0,1,0,0.25,39,1
1,0.728409,0.272338,107.378378,0,3,374,0.405405,1468,0
1,0,0,8,1,1,0,1,2605,0
1,0,0,11,1,1,0,0.5,2608,1
1,0.923867,0.51312,49,1,4,313,0.428571,4527,0
1,0,0,28,1,1,1,1,5308.75,0
1,0,0.54717,53,0,3,34,1,1290.416667,0
1,0.781424,1.562802,103.5,1,4,143,1,1139,1
1,0.696034,0.287375,66.888889,0,4,306,0.888889,4382,1
1,0,0.092308,65,1,2,166,1,4267,0
1,0.679272,0.542169,33.2,1,3,866,0.8,4266,0
2,0.696579,0.489101,48.933333,0,7,2941,0.8,5912.266667,1
1,0,0.163265,49,0,3,89,1,1277,1
1,0.882789,0.020923,108.755102,1,13,6576,0.561224,5354.666667,0
1,0.937382,0.020142,76.727273,1,2,58,0.409091,4108,1
1,0,0,93.833333,0,1,0,0.166667,635,1
1,0,0.005051,198,1,2,0,1,65,0
1,0,0.065657,198,0,2,0,1,64,1
1,0,0.452261,199,0,2,7,1,63,0
1,0.941062,0.049959,99.784653,1,4,5643,0.272277,1422,1
1,0.832923,0.031902,116.428571,0,7,93,0.571429,5810.55,0
1,0,1.591078,269,0,6,23,1,76,0
1,0.96023,0.013937,95.666667,1,5,40,1,5509.333333,0
1,0,0.063973,297,0,4,6,1,376,0
1,0.904136,0.043232,129.43617,0,6,6617,0.585106,122,1
1,0.948937,0.095851,233,0,3,315,0.833333,301.5,0
1,0.9929,0.125931,71.841176,0,3,9643,0.3,377,0
1,0,0.238854,314,1,2,6,1,52,0
1,0,0,29,1,1,0,1,5571,0
1,0.917759,0.087302,75.6,1,4,5,0.4,5313.75,1
1,0.853776,0.892333,47.153846,0,4,1370,0.230769,5253.25,1
1,0,2.352941,34,1,3,67,1,5570,0
1,0.965091,0.34229,36.236842,0,8,310,0.096491,810.5,0
1,0,0,25.142857,0,1,0,0.142857,3755,0
1,0.979156,0.028986,55.2,0,6,50,0.3,5830.55,0
1,0.918296,0.004505,111,1,4,169,1,5290.75,0
1,0.63093,0.018868,35.333333,0,4,1,0.666667,5542.333333,1
1,0.918971,0.52907,38.222222,0,4,1186,0.444444,304,1
1,0.621866,1.711063,91.6,0,8,421,0.4,122,1
1,0,0,0,0,3,86,1,1269,0
1,0,0.005208,384,0,3,28,1,476,0
1,0,0.010417,384,1,2,0,1,62,0
1,0,0.04712,382,0,2,0,1,59,0
1,0,0.028796,382,0,2,7,1,56,0
1,0,0,146.5,0,1,0,0.25,362,1
1,0.975881,0.148507,33.064103,0,8,215,0.089744,674.5,0
1,1,0.149466,40.142857,0,3,21,0.142857,522.5,0
1,0,0,18.666667,0,1,0,0.333333,5450.333333,1
1,0.878683,1.576742,91.214286,0,9,744,0.392857,85,1
1,0,0,36,0,1,0,1,5861.9,0
1,0,0.011494,87,1,3,32,1,5329.583333,0
1,0.833562,0.180479,43.44,0,6,57,0.16,567.5,0
1,0,0,33.5,0,1,0,0.5,5280.25,1
1,0.858688,0.052506,38.090909,0,5,0,0.454545,5577.438095,0
1,0,0,45.333333,0,1,0,0.333333,5538.333333,1
1,0.439496,0.485915,23.666667,0,3,686,0.333333,5280.25,0
1,0.727255,0.144951,130.791667,0,9,3311,0.833333,5543.438095,1
1,0,0,45,0,1,0,1,5447.357143,0
1,0,1.75,116,0,4,44,1,805.3,0
1,0,0.013605,147,1,3,3,1,127,0
1,0,0,106.2,0,1,0,0.2,375,1
1,0.903776,0.459893,93.5,0,5,24,0.5,1278.416667,0
1,0.859627,0.188082,107.4,0,5,252,0.2,5783,1
1,0.849751,0.127451,102,0,3,102,0.5,369,0
1,0.905853,0.008604,298.857143,1,2,82,0.571429,884.016667,0
1,0,0.000729,1371,1,2,2,1,877.683333,0
1,0,0.014599,137,0,5,6,1,5278.666667,0
1,0.413817,0.044534,123.5,1,5,52,1,34,0
1,0.458686,0.023364,107,1,2,449,1,5913.4,0
1,0,0,182,0,1,0,1,5542.333333,1
1,0,0,16.2,0,3,356,0.6,360.5,0
1,0,0.078947,38,0,2,141,1,1261.083333,0
1,1,0.026087,38.333333,1,3,66,0.666667,499.5,0
1,0,0,58,0,1,0,0.5,360.5,0
1,0.984417,0.034043,47,0,4,42,0.8,5845.55,0
1,0,0.01,100,0,3,54,1,4344.5,0
1,0,0.043011,93,0,1,0,1,361.5,0
1,0,0,0,0,1,0,1,4270,0
1,1,0.01227,81.5,0,3,37,1,1317.416667,0
1,0,0.253012,83,0,2,58,1,1278.916667,0
1,0.531328,0.298023,141.6,0,5,327,0.8,1659.333333,1
1,0.103275,0.008475,59,1,2,32,1,4270,0
1,0,0,47,0,1,0,0.333333,5094.333333,0
1,0,0,6,0,1,0,1,97,0
1,0,0,52,0,1,0,0.125,386,1
1,0.7477,0.289412,106.25,1,8,93,0.5,5071.711905,0
1,0.840359,0.024896,120.5,1,6,4,0.5,5250.25,0
1,0.985228,0.113475,70.5,0,6,147,1,1308.416667,0
1,0.873262,1.35804,49.75,0,5,843,0.5625,5450.333333,1
1,0.787127,0.030612,49,1,3,167,1,64,0
1,0.591214,0.698816,65.666667,0,5,1264,0.666667,5626.333333,1
1,0,0,9,0,1,0,1,3764,0
1,0.669592,0.953488,43,0,4,65,1,97,0
1,0,0.02,50,0,1,0,1,4011,0
1,0.734956,0.064447,465.5,1,1,8,1,2604,0
1,0.818087,0.066456,63.2,0,7,23,0.266667,5563.438095,0
1,0,0,57.2,0,1,0,0.2,5525.333333,1
1,0,0.157895,19,0,3,18,1,1309.416667,0
1,0,0.809524,21,0,3,91,1,1263.083333,0
1,0.597534,0.226811,211,0,3,18,0.571429,3774,0
1,0.9997,0.059278,194,0,2,84,1,382,0
1,0.970951,0.003053,327.5,1,2,8,1,61,0
1,0.584507,0.786364,73.333333,0,4,281,1,5253.25,0
1,0,0,156.4,0,1,0,0.2,587,1
1,0,0,117,0,2,36,1,21,1
1,0.616508,0.357418,57.666667,0,5,996,0.5,5475.438095,1
1,0.791453,0.280267,43.641791,1,10,17221,0.343284,4841.25,1
1,0,0,56,0,1,0,1,21,1
1,0,0,275,0,1,0,1,3863,1
1,0,0,8,0,1,0,1,5231.25,0
1,0,0,46,0,1,0,1,5256.25,1
1,0.983794,0.27,50,0,1,268,1,5256.25,0
1,0.739271,1.181319,36.4,1,1,535,0.2,5288.75,0
1,0,0,26.25,1,1,0,0.25,5506.333333,1
1,0,0.435897,39,1,1,40,1,5883.216667,0
1,0,0,32.166667,1,1,0,0.166667,5476.333333,1
1,0,0,61.8,0,1,0,0.05,445,1
1,0.589764,0.316416,105.083333,0,5,299,0.75,1033.5,1
1,1,0.007813,128,0,2,62,1,452,0
1,0,0.162162,37,0,1,9,1,949,0
1,0.903954,0.061444,108.5,0,4,14,0.833333,5806.533333,1
1,0.904674,0.06425,70.038462,1,5,1685,0.384615,5502.333333,1
1,0,0.338843,121,0,3,85,1,344.5,0
1,0.143726,0.087948,153.5,0,2,12,1,2769,0
1,0,0.161765,136,0,2,2,1,55,0
1,0.976021,0.063694,157,1,3,11,1,49,0
1,0,0,92,1,2,8,1,5308.416667,0
1,0.93751,0.016995,139.75,1,6,601,0.75,866,1
1,0,0,0,0,1,0,1,1854,0
1,0,0.068376,117,1,2,85,1,345.5,0
1,0,0,54.666667,0,1,0,0.333333,3818,1
2,0.566532,0.06,134.375,0,5,297,0.375,5305.583333,0
1,0,0,78.625,0,1,0,0.125,565,1
1,0,0.433566,143,1,4,14,1,4134,0
1,0,0.062937,143,0,2,1,1,54,1
1,0,0.194444,144,0,2,12,1,53,0
1,1,0,147,1,4,30,1,4277,0
1,0,0,0,0,2,32,1,58,0
1,0.289065,0.009852,36.909091,0,5,275,0.545455,5525.333333,1
1,0,0,45.333333,0,1,0,0.333333,5792.5,1
1,0.91289,0.017723,104.309211,0,6,4018,0.368421,287,1
1,0,0.015957,188,0,3,0,1,343.5,0
1,0,0.085561,187,0,3,2,1,342.5,0
1,0,0.072539,193,0,3,103,1,316.5,0
1,0,0.525773,97,0,2,8,1,57,0
1,0,0,42,0,1,0,1,5289.25,0
1,0,0,21.5,0,1,0,0.5,287,0
1,0,0,29.5,0,1,0,0.25,543,1
1,0.981693,0.588235,28.333333,0,4,110,1,1272,0
1,0.830798,0.027751,204.2,1,2,53,0.4,2623,0
1,0,0,50.75,0,1,0,0.25,287,1
1,0.813336,0.130189,53,0,6,2379,0.45,5419.361905,0
1,0.604292,0.10687,65.5,0,5,37,0.75,753.433333,0
1,0,0.37931,29,0,3,0,1,6177.833333,0
1,0,0.055556,36,1,3,5,1,1146.333333,0
1,0.999411,0.217687,73.5,0,2,40,1,37,0
1,0,0,40.333333,0,1,0,0.111111,5253.25,0
1,0.312336,0.012048,456.5,0,2,0,0.25,5447.361905,0
1,0.973917,0.008347,359.4,0,2,203,0.6,5452.361905,0
1,0.582758,0.068565,29.625,1,7,10340,0.65625,33,1
1,0,0,38,1,2,6,1,870.55,0
1,0,0,39.333333,0,1,0,0.333333,5577.438095,0
1,0.771949,0.02849,117,1,6,5,0.5,710.916667,1
1,0,0.010417,96,0,1,6,1,5283.833333,0
1,0.525419,0.09799,39.8,0,5,812,0.7,5323.75,0
1,0,0,95,0,1,0,0.25,5271.666667,0
1,0.770881,0.071759,48,0,9,413,0.555556,5797.533333,0
1,0,0,65,0,1,0,1,5319.333333,0
1,0,0,77.1,0,1,0,0.1,5922.266667,1
1,0.800302,0.070688,265.25,0,2,705,0.875,5443.361905,0
1,0.566446,0.151815,75.75,1,2,49,0.75,6183.816667,0
1,0.086968,1.15528,80.5,0,4,164,1,5281.666667,1
1,0,0,17,0,1,0,1,4578,0
1,0,0,5,0,1,0,1,6181.833333,0
2,0.979289,0.085683,32.928571,1,4,528,0.285714,4640.233333,0
1,0,0.125,8,0,2,14,1,4344,0
2,0,0,26.5,0,1,0,0.25,5305.583333,1
1,0.944849,0.044579,67.624633,0,14,34886,0.296188,5666.916667,1
1,0.546045,0.218869,61.609375,0,10,5619,0.484375,5308.916667,0
1,0,0.055556,18,1,3,39,1,5571.166667,1
1,0.980798,0.54902,25.5,0,3,54,0.5,1042.666667,0
1,0.527041,0.029412,38.857143,1,2,65,0.428571,147,1
1,0,0,20,0,1,0,1,2667,1
1,0.999526,0.3,45,0,4,88,0.5,1144.333333,1
1,0,0.03125,96,0,3,89,1,1276,0
1,0,0,31,0,1,0,1,591,1
1,0,0,0,0,4,325,0.5,5267.666667,0
1,0,0.458824,85,0,3,75,1,6042.166667,0
1,0,0,48,1,1,0,1,5705.916667,1
1,0,0.16,25,1,1,128,1,5325.916667,0
1,0,0.117647,17,1,2,0,1,761.416667,0
1,0,0,12,0,1,0,1,5316.416667,0
1,0,0,3,0,1,0,1,5734.333333,0
1,0,0,12,0,1,0,0.166667,5626.333333,0
1,0,0,11,0,1,0,1,5637.333333,0
1,0,0,6.714286,0,1,0,0.142857,5462.333333,0
1,0,0,10,0,1,0,0.5,5419.361905,0
1,0,0,10,0,1,0,1,5543.438095,0
1,0,0,9,1,1,0,1,5071.711905,0
1,0,0,15,0,1,0,0.25,5469.333333,0
1,0.509559,0.364865,24.666667,1,2,60,1,4474.828571,1
1,0,0,4,1,1,0,1,4478.828571,0
1,0,0,13.5,0,1,0,0.5,781.621429,0
1,0.973011,0.055854,93.1,0,6,1022,0.7,5207.797619,0
1,0,0,13.5,0,1,0,0.166667,5656.333333,1
1,0.527766,0.229955,82.625,0,9,1048,0.625,5409.845238,1
2,0.19729,0.300265,189,0,1,289,1,4577.388095,1
1,0,0,12,0,1,0,1,5207.797619,0
1,0,0,10,0,1,0,0.333333,5553.421429,0
1,0,0,5.25,0,1,0,0.25,5896.4,0
1,0,0,4,0,1,0,1,5666.333333,0
1,0,0,5,0,1,0,1,5911.4,0
2,0,0,21.5,0,1,0,0.25,4562.388095,0
1,0,0,3,0,1,0,1,4893.45,0
1,0,0,9.25,0,1,0,0.25,4835.45,0
1,0.615529,3.783582,44.666667,0,2,65,0.666667,5469.333333,1
1,0,0,6,0,1,0,0.5,4924.45,0
1,0,0,21.6,1,1,0,0.2,5711.833333,0
1,0.216674,0.321429,7,0,1,120,0.5,5904.4,0
1,0,4.222222,27,0,2,0,1,1110,1
1,0,0.037037,27,0,1,70,1,1109,1
1,0,0,36,0,3,424,1,110,0
1,0,0,13,0,1,1,1,1140,0
1,0,0,13,0,1,0,1,1111,1
1,0,0,37.5,0,1,0,0.5,392,1
1,0,0.0625,96,1,3,6,1,8,0
1,0.480805,0.056239,113.8,0,3,30,1,4427.5,1
1,0,4.88,25,0,2,34,1,396,0
1,0,0,78.25,0,1,0,0.25,2784,0
1,0,0,60,0,2,154,1,4416.5,0
1,0,0,0,0,2,38,1,180,0
1,0,0,11,1,1,0,0.333333,4186,0
2,0.893723,0.191026,39.178947,0,6,146,0.052632,5123.5,0
1,0,0.375,72,1,2,106,1,4263.5,0
1,0.843949,0.006579,76,0,2,0,1,3430,0
1,0,0,37.666667,0,1,0,0.333333,396,1
1,0.341442,0.147059,68,0,5,191,1,5188.833333,0
1,0.79144,0.012987,89.833333,0,5,314,0.666667,409,0
1,0.643585,0.813115,33.888889,0,6,619,0.555556,1120,1
1,0.773262,0.242759,36.25,0,6,199,0.4,542.5,0
1,0,0,13,0,1,0,1,4562.5,0
1,0.926162,0.061036,172.333333,1,7,534,0.814815,492.5,0
1,0,0.131579,38,1,2,7,1,346.5,1
1,0,0,16,0,1,0,0.333333,4231.5,1
1,0,0,36,1,1,0,0.5,5907.683333,0
1,0,0,698.5,0,1,0,0.5,5948.266667,1
1,0.800862,0.103794,96.636364,0,7,1213,0.333333,1250,1
1,0,0.070922,141,1,4,43,1,476.5,0
1,0,0.117347,196,0,3,14,1,590.5,0
1,0,0,203,1,3,2,1,288,0
1,0,0,196,1,3,1,1,603,0
1,0,0.005128,195,0,3,5,1,599,0
1,0,0,40,0,1,0,0.125,4186,0
1,0.829244,0,40.666667,0,2,531,0.666667,4510.5,0
1,0.826008,0.155527,129.666667,1,2,40,0.666667,3383,1
1,0,0.032258,124,1,3,119,1,842.1,0
1,0,0.008264,121,0,3,0,1,5667.916667,0
1,0.860629,0.038229,142,0,8,366,1,5937.116667,1
1,0,0,63,0,1,0,0.5,1324,1
1,0.770737,0.30303,77,1,3,203,1,4073.5,0
1,0,0,77,0,4,12,1,782.516667,0
1,0,0.08,75,0,4,32,1,763.683333,0
1,0,0.030769,65,0,4,24,1,44,0
1,0,0.610169,59,0,3,7,1,1291.416667,0
1,0,0.030303,66,0,2,23,1,664.583333,0
1,0,0,56,0,1,0,1,5844.333333,0
1,0,0,4,0,1,0,1,5596.533333,0
1,0,0,0,0,2,1,1,1325,0
1,0,0,29,0,1,0,1,5576.333333,0
1,0.413817,0.130719,76.5,0,5,6,1,755.416667,1
1,0,0,22,0,1,0,1,749.416667,0
1,0,0,15.5,0,1,0,0.5,4250.5,0
1,0,0,55,1,4,33,1,5258.75,0
1,0.437069,0.107558,103.2,0,9,504,0.9,725.416667,1
1,0,0.433962,53,0,4,4,1,1343,0
1,0,0.819444,72,0,3,40,1,4366,0
1,0.765585,1.665347,84.166667,0,6,1497,0.666667,112.876191,0
1,0,0,7.5,0,1,0,0.5,1340,0
1,0.970951,0.197044,101.5,0,5,46,1,539.5,0
1,0,0.009346,107,0,2,34,1,474,0
1,0.910859,0.030999,79.181818,0,6,20,0.181818,493,0
1,0.818581,0.134807,100.555556,0,5,541,0.888889,4250.5,1
1,0,0.040323,124,1,3,15,1,388.5,1
1,0.953412,0.179487,39,0,5,346,0.6,464,0
1,0,0,110,0,5,1,1,743.5,0
1,0.929053,0.046729,107,0,4,55,0.666667,1108,0
1,0.898639,0.076125,72.25,0,4,122,0.75,1155,1
1,0.998364,0.063584,86.5,0,4,0,0.5,1104.666667,0
1,0,0.637931,116,0,3,29,1,1021.5,0
1,0.569432,0.001905,105,1,4,242,1,4373,0
1,0,1.789474,19,0,2,39,1,1050.5,0
1,0,0.482759,29,0,2,44,1,220,0
1,0,0.363636,33,0,2,51,1,70,0
1,0,0.007519,133,0,5,0,1,161.333333,0
1,0,0.007692,130,0,5,259,1,160.333333,0
1,0,0.004065,246,0,4,2,1,28,0
1,0,0,240,0,4,2,1,19,0
1,0.890458,0.031513,129.818182,1,6,1376,0.613636,549,0
1,0.791103,0.029117,349.166667,0,2,60,1,2705,1
1,0,0.015038,133,0,5,140,1,63,0
1,0.789076,0.083333,64,1,3,18,0.666667,47,0
1,0,0.014493,69,0,2,79,1,9,0
1,0,0,62.840909,0,1,0,0.022727,2408,1
1,0,0,27.5,0,1,0,0.5,5937.116667,0
1,0,0.209302,64.5,0,2,20,0.5,6034.5,0
1,0,0,5,0,1,0,1,6011.5,1
1,0.380947,0.048649,185,0,5,33,1,1667.666667,0
1,0,0.019231,104,1,2,33,1,183,1
1,0,0,20.5,0,1,0,0.5,4458,0
1,0.832367,0.052347,61.555556,0,4,1094,0.888889,4398,0
1,0,0.333333,45,1,1,19,1,5619.433333,0
1,0,0,23,0,1,0,0.5,5501.333333,1
1,0,0.445946,74,1,1,8,1,5905.683333,0
1,0,0,12.5,0,1,0,0.5,474,0
1,0,0,0,0,1,0,1,98,0
1,0.989993,0.362319,34.5,0,1,0,0.5,105,0
1,0,0.404762,42,0,1,0,1,99,0
1,0,0,0,0,1,0,1,98,0
1,0,0,0,0,1,0,1,98,0
1,0,0,0,0,1,0,1,98,0
1,0,0,0,0,1,0,1,98,0
1,0,0,45,0,1,0,1,137,0
1,0.969372,0,39.4,0,1,0,0.2,98,0
1,0,0,0,0,1,0,1,101,0
1,0,0.027397,73,0,1,0,1,138,0
1,0,0,35,0,1,0,1,101,0
1,0,0,0,0,1,0,1,103,0
1,0,0,31,0,1,0,1,103,0
1,0.921897,0.173228,31.75,0,3,44,1,520.5,0
1,0,0,10,1,1,0,1,5570.166667,1
1,0,0.272727,22,0,2,1,1,324,0
1,0,0,6,0,1,0,1,5282,0
1,0,0,11.25,0,1,0,0.125,4877.45,0
1,0,3.714286,7,0,2,44,1,1296.416667,0
1,0.902393,2.384615,13,0,2,228,0.5,5282,0
1,0,0.052632,19,0,1,17,1,4448.5,0
1,0.999571,0.033149,90.5,0,3,88,1,4132,0
1,0,0,26,0,1,0,0.5,112.166667,0
1,0,0,67,0,1,0,0.5,112.166667,0
1,0.591673,0.181159,69,0,2,0,0.5,105.042857,0
1,0.806975,0.130435,38.681818,1,8,252,0.318182,6392.533333,0
1,0,0,14,1,1,0,1,5898.916667,0
1,0,0,34.625,0,1,0,0.125,6156.766667,1
1,0,0,17.333333,0,1,0,0.333333,6183.766667,0
1,0.802706,0.012545,111.6,1,3,120,1,3747,0
1,0,0,33,0,1,0,1,489,1
1,0,0.12,50,0,2,0,1,488,0
1,0.983539,0.030151,66.333333,0,1,36,1,2733,0
1,0,0.653846,78,0,2,34,1,398,0
1,0.129234,0.15942,69,0,1,11,1,2736,0
1,0,0.082353,85,0,2,1,1,3755,0
1,0.995292,0.193798,64.5,0,2,68,0.5,401,0
1,0.266765,0.373494,41.5,0,2,5,1,2761,0
1,0.918296,0.013238,491,1,2,0,1,3494,0
1,0,0,1003,0,1,0,1,401,1
1,0,0,16.5,0,1,0,0.5,405,0
1,0,0,59,0,1,0,1,488,0
1,0,0,0,0,2,136,0.666667,3961,0
1,0,0,78,0,1,0,1,397,1
1,0.672295,0.015152,132,1,5,57,1,1125.333333,0
1,0,0,20,0,1,0,0.5,5164.333333,0
1,0,0,21.5,1,1,0,0.5,5074.747619,0
1,0.797327,0.083333,54,1,6,14,1,5294.75,0
1,0.591955,1.377522,69.4,0,5,652,0.6,1340,1
1,0,0.035714,28,1,2,40,1,4321.5,0
1,0,0.277778,36,0,2,103,1,438.5,0
1,0,0,20.5,0,1,0,0.5,3968,1
2,0.799518,0.090118,40.225,0,7,1057,0.425,4877.5,0
1,0,0.153846,26,0,2,0,1,437.5,0
1,0.999872,0.327801,21.909091,0,3,1029,0.363636,433.5,0
1,0,0,18,0,1,0,1,4210,0
1,0,0,17.5,0,1,0,0.5,3807,0
1,0.972779,0.282828,28.285714,0,3,438,0.714286,445.5,0
1,0,0,18,1,1,0,1,4564.333333,0
1,0,0.409091,22,1,4,195,1,5253.916667,0
1,1,0.044444,22.5,0,2,6,1,4218,0
1,0.494303,0.078616,42.4,0,3,370,0.4,3807,1
1,0,0.053846,65,0,3,28,1,423,1
1,0.097941,0.4,55,1,5,213,1,74,0
1,0.911534,0.060241,20.75,0,2,34,0.5,4682,0
1,0.943154,0.11215,26.75,1,2,68,0.5,4650,0
1,0.985993,0.089239,25.4,0,2,135,0.333333,4234,1
1,0,0.076923,26,1,1,1,1,4468,0
1,0,0.142857,14,0,4,555,1,58,0
1,0,0.071429,14,0,4,555,1,48,0
1,0.754034,0.666667,43.5,0,4,50,0.5,72,0
1,0.754034,0.666667,43.5,0,4,192,1,70,0
1,0,0.04878,41,1,3,102,1,65,0
1,0,0.055556,18,1,1,112,1,4273,0
1,0,0,19,0,1,0,1,4234,1
1,0,0,144.333333,0,1,0,0.333333,5283.5,1
1,0.813829,0.176721,45.451613,0,6,355,0.387097,335,1
1,0,0.352941,17,0,3,2,1,696.5,0
1,0,0.18,50,0,4,34,1,446.5,0
1,0,0.111111,27,0,3,1,1,24,0
1,0,0.057692,52,0,3,1,1,21,0
1,0.878455,0.050437,135.181818,0,2,0,0.363636,3505,1
1,0,0,25.888889,0,1,0,0.111111,417,1
1,0,0,26,0,1,0,0.25,421,1
1,0,0.068966,29,0,3,103,1,447.5,0
1,1,0.0375,26.666667,0,2,126,0.333333,4397.5,0
1,0,0,22.6,0,1,0,0.2,3574,0
1,0,0.541667,24,1,3,136,1,1279.416667,0
1,0,0,21,0,1,0,1,4424.5,0
1,0.948846,0.223926,29.636364,0,4,323,0.545455,458.5,1
1,0,0.115385,26,0,2,32,1,4171.5,0
1,0.794618,0.17847,211.8,0,2,106,0.8,4084,1
1,0,0.0625,16,0,1,17,1,3775,0
1,0,0.037037,27,0,2,42,1,4394.5,0
1,0.906289,0.037879,44,0,7,2589,0.777778,57,0
1,0,0,27,0,1,0,1,3575,0
1,0.806396,0.075862,96.666667,0,6,198,1,1657.666667,0
1,0,0,26,0,1,0,1,3574,0
1,0,0,28,0,1,0,0.5,5235.75,1
1,0.982444,0.379953,33,0,6,1408,0.615385,234,1
1,0,0,16,1,1,0,1,4633.75,0
1,0,0.08,25,1,6,45,1,80,0
