@relation 'data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-4,6-7,9,11,13-14,18,20,24-26,28,30,33,35-36,38-42,47,49-50,52,55,58-61'

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfAttributes numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0,0,0,0,0,3,0,0,0.042456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,clean
5,1.01,0,0.003209,0.002182,1,0,0,0.001251,0.271163,0,0,0,1,0,0,0,0.003041,14,0,13,0,0,3.03,0.002986,0.010398,9,5,clean
17,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,19,0,19,0,0,0,0,0,35,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,3.06,0.005716,0.010398,15,3,clean
0,0,0,0,0,0,0,0,0,0.136479,0,0,1,3,0,0,0,0,0,0,0,0,0,2.02,0,0.017159,16,2,clean
0,0,0,0,0,0,0,0,0,0.048688,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,18,8,clean
0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,16,1,clean
1,0,0,0,0,0,0,0,0,0.098091,0,0,0,1,0,0,0,0,0,0,0,0,0,2.02,0,0.00831,9,1,clean
0,0,0,0,0,0,0,0,0,0.057878,0,0.000843,6,3,0,1.01,1.02,0,2,0,0,0,0.002169,3.05,0,0.007774,30,5,clean
0,0,0,0,0,0,0,0,0,0.265063,0,0,1,3,0,0,0,0,2,0,2,0,0,5.05,0.053599,0.024375,16,2,clean
2,0,0.00121,0,0,0,0,0,0,0.342745,0,0,0,1,0,0,0,0.013707,9,0,2,0,0,3.03,0.001059,0.010398,9,9,buggy
0,0,0,0,0,0,0,0,0,0.040252,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,11,clean
0,0,0,0,0,3,0,0,0,0.042456,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,11,2,clean
1,0,0,0,0,0,0,0,0,0.32827,0,0,0,1,0,0,0,0,4,0,4,0,0,3.06,0,0.010398,18,6,clean
1,0,0,0,0,1,2,0,0,3.50814,1.01,0,0,3,0.001153,0,0,0,2,0,1,0,0,3.06,0.003144,0.010398,37,8,clean
1,0,0,0,0,1,0,0,0,0.080868,0,0,0,1,0,0,0,0,6,0,5,0,0,3.03,0.009713,0.010398,9,3,clean
0,0,0,0,0,0,0,0,0,0.261043,0,0,1,4,0,0,0,0,0,0,0,0,0,3.08,0,0.019885,54,2,clean
4,2.02,0.005591,0.003271,0.021974,2,0,0,0.003651,0.642115,0,0,0,1,0,0,0,0.031147,11,0,9,0,0,3.03,0.007815,0.010398,9,4,buggy
0,0,0,0,0,1,0,0,0,0.060687,0,0,0,3,0,0,0,0,1,0,0,0,0,3.03,0,0.010398,12,2,clean
4,0,0,0,0,1,0,0,0.0025,0,0,0,0,2,0,0,0,0,8,0,3,0,0,4.07,0.006035,0.013377,21,2,clean
0,0,0.030299,0,0,1,0,0,0,3.45598,0,0,0,2,0,0,0,0,1,0,0,0,0,4.07,0,0.013377,21,6,clean
3,0,0,0,0,0,0,0,0.000966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0.001717,0.010398,9,1,clean
0,0,0,0,0,1,0,0,0,0.041671,0,0,2,2,0,0,0,0,2,0,1,0,0,0,0,0,14,6,clean
0,0,0,0,0,0,0,0,0,0.232918,0,0,0,1,0,0,0,0,1,0,1,0,0,3.03,0,0.010398,10,2,clean
0,0,0,0,0,0,0,0,0.000966,0.301601,0,0,0,1,0,0,0,0,1,0,1,0,0,3.03,0.001313,0.010398,10,2,clean
0,0,0,0,0,3,1,0,0,0.042456,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,9,0,clean
0,0,0,0,0,0,0,0,0,0,0,0.003039,1,2,0,0,1.01,0,0,0,0,0,0,4.04,0,0.012964,19,0,clean
3,3.03,0.03176,0.027692,0.023553,1,0,0,0.025024,3.64568,0,0,0,1,0,0,0,0.032808,4,0,3,0,0,1.01,0.041272,0.005149,9,6,buggy
5,0,0.015802,0.013591,0,0,0,0,0,0.152729,0,0,0,2,0,1.01,0,0.012527,12,0,12,0,0.006823,4.05,0.025699,0.021972,16,9,buggy
0,0,0,0,0,0,0,0,0,0.346366,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0.00692,0.010398,9,2,clean
3,0,0,0,0,0,0,0,0,0.016145,0,0,0,1,0,0,0,0,5,0,3,0,0,3.03,0.00273,0.010398,9,1,clean
0,0,0,0,0,0,0,0,0,0.041874,0,0,1,4,0,0,0,0,0,0,0,0,0,4.06,0,0.012366,21,1,clean
0,1.01,0.029129,0,0.020901,5,0,0,0,0,0,0,0,1,0,0,0,0.027312,5,0,0,0,0,0,0,0,9,6,clean
0,1.01,0.001929,0,0.001195,1,0,0,0,0.034425,0,0,0,1,0,0,0,0.000655,1,0,0,0,0,3.03,0.016634,0.010398,9,10,clean
0,1.01,0,0,0.00085,0,0,0,0,0.074234,0,0,0,1,0,0,0,0.000549,0,0,0,0,0,2.02,0.000853,0.00831,10,2,clean
2,0,0.003404,0,0,0,1,0,0.001785,0.31309,2.02,0.023724,5,3,0.016071,1.01,3.05,0,7,0,6,0,0.00165,8.3,0.023065,0.052052,78,16,buggy
2,0,0.002879,0.003209,0,0,15,0,0,0.084171,2.02,0,0,1,0.003762,0,0,0,3,0,2,0,0,3.03,0,0.010398,9,8,clean
0,0,0,0,0,3,0,0,0,0.028841,0,0,0,1,0,0,0,0,5,0,0,0,0,7.14,0,0.041644,27,2,clean
13,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,14,0,14,0,0,0,0,0,35,1,clean
0,0,0,0,0,0,2,0,0,0.140911,0,0,0,2,0,0,0,0,4,0,4,0,0,0,0,0,13,9,clean
0,0,0,0,0,0,0,0,0,0.048688,0,0,9,2,0,0,0,0,5,0,2,0,0,0,0,0,54,8,clean
0,0,0,0.001173,0,0,1,0,0.001546,0.285468,1.01,0,0,3,0.001521,1.01,0,0,8,0,0,0,0.00406,4.04,0,0.013377,17,5,clean
1,1.09,0,0,0.000661,27,0,0,0,0.411395,0,0,0,1,0,0,0,0.000696,56,0,0,0,0,3.03,0.004644,0.010398,9,3,clean
0,0,0,0,0,0,2,0,0,0.053919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,clean
0,0,0,0,0,0,0,0,0,0.03561,0,0,0,1,0,0,0,0,0,0,0,0,0,2.02,0,0.00831,9,1,clean
0,0,0,0,0,2,0,0,0,0.215128,0,0,0,1,0,0,0,0,2,0,0,0,0,3.06,0,0.010398,18,3,clean
0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,0,0,4.06,0,0.012366,21,1,clean
5,0,0,0,0,0,0,0,0,0.303907,0,0,0,1,0,0,0,0,3,0,3,0,0,3.03,0.007292,0.010398,9,3,clean
3,0,0,0,0,0,0,0,0,0.177749,0,0,1,3,0,0,0,0,10,0,7,0,0,1.01,0.020279,0.01201,16,5,clean
0,0,0.002328,0,0,0,0,0,0,0.263233,0,0,0,2,0,0,0,0,4,0,4,0,0,5.06,0,0.013302,20,12,clean
0,0,0.000658,0.000743,0,0,1,0,0.000848,0.216299,1.01,0.003055,11,2,0.001839,0,3.07,0.000584,5,0,5,0,0,5.08,0.003737,0.01144,33,3,clean
0,0,0,0,0,0,0,0,0,0.021936,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,18,6,clean
14,4.05,0.035706,0.028889,0.000524,16,5,0,0.000803,0.797407,4.04,0.007058,38,1,0.004056,0,2.02,0.034024,42,0,24,0,0,3.03,0.048602,0.010398,9,42,buggy
0,0,0.001757,0,0,0,0,0,0,0.071184,0,0,0,2,0,0,0,0,0,0,0,0,0,3.06,0.005716,0.010398,15,3,clean
0,0,0,0,0,0,0,0,0,0.180832,0,0,0,1,0,0,0,0,7,0,0,0,0,2.02,0,0.00831,9,4,buggy
2,0,0,0,0,0,0,0,0.000928,0.15911,0,0,0,1,0,0,0,0,4,0,4,0,0,3.03,0,0.010398,9,1,clean
0,0,0,0,0,0,0,0,0,0.210955,0,0,1,2,0,0,0,0,4,0,4,0,0,3.06,0.00542,0.010398,30,7,clean
0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,5.05,0.00273,0.024375,16,2,clean
0,0,0.004802,0.003281,0,0,0,0,0,0.351652,0,0,0,1,0,0,0,0.00345,11,0,11,0,0,2.02,0.007095,0.00831,9,18,clean
0,0,0,0,0,0,0,0,0,0.042456,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,14,3,clean
0,0,0,0,0,0,0,0,0,0.057945,0,0,0,2,0,0,0,0,8,0,0,0,0,3.03,0,0.008406,24,7,clean
0,0,0,0,0,1,1,0,0,0.16897,0,0,0,2,0,0,0,0,1,0,0,0,0,2.06,0,0.00831,39,6,buggy
0,0,0.015802,0,0,0,0,0,0,0.072926,0,0,0,3,0,0,0,0,2,0,2,0,0,4.1,0,0.021972,46,12,clean
0,0,0,0,0,1,0,0,0,0.070158,0,0,0,1,0,0,0,0,1,0,0,0,0,3.03,0,0.010398,9,1,clean
0,1.03,0,0,0.000661,8,0,0,0,0,0,0,0,1,0,0,0,0.000696,9,0,1,0,0,3.03,0.001313,0.010398,9,7,clean
1,0,0,0,0,6,0,0,0,0.042456,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,15,5,buggy
0,0,0.00391,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,3.03,0.001562,0.010398,10,2,clean
0,0,0,0.003209,0,0,0,0,0,0.23221,0,0,2,3,0,0,0,0.003041,1,0,1,0,0,3.03,0,0.010398,15,3,clean
0,0,0,0.001972,0,1,0,0,0,0.292707,0,0,0,1,0,0,0,0.002259,3,0,2,0,0,3.03,0,0.010398,10,2,clean
8,1.01,0,0.042728,0.020901,1,0,0,0.039909,0.956831,0,0,0,1,0,0,0,0.043139,18,0,16,0,0,3.03,0.042548,0.010398,9,0,buggy
0,0,0,0,0,0,2,0,0,0.041874,1.01,0,1,4,0.033026,0,0,0,0,0,0,0,0,4.06,0,0.012366,21,1,clean
0,0,0,0,0,0,0,0,0,0.227022,0,0,0,3,0,0,0,0,1,0,1,0,0,2.04,0,0.00831,31,5,clean
0,0,0,0,0,2,0,0,0,0.134433,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0.004292,0,15,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,9,2,clean
0,0,0,0,0,1,0,0,0,0.074035,0,0,0,1,0,0,0,0,2,0,1,0,0,3.03,0,0.010398,10,2,clean
0,0,0.015802,0,0,0,0,0,0,0.134178,0,0,0,2,0,1.01,0,0,6,0,0,0,0.006823,3.04,0,0.019885,16,10,clean
0,0,0,0,0,0,4,0,0,0.210955,0,0,1,2,0,0,0,0,3,0,3,0,0,3.06,0,0.010398,30,9,clean
0,0,0,0,0,0,0,0,0,0.097162,0,0,1,3,0,0,0,0,1,0,1,0,0,3.06,0,0.010398,44,5,clean
1,0,0,0,0,0,0,0,0,0.073295,0,0,0,1,0,0,0,0,0,0,0,0,0,1.01,0,0.005149,9,1,clean
5,2.03,0,0.0028,0.00439,5,0,0,0.006424,0.273717,0,0,0,1,0,0,0,0.008259,19,0,11,0,0,3.03,0.004402,0.010398,9,0,clean
1,1.01,0.003231,0.002246,0,1,0,0,0,0.147995,0,0,0,1,0,0,0,0,4,0,1,0,0,2.02,0.003144,0.005149,9,5,clean
1,0,0,0,0,4,0,0,0,0.034189,0,0,2,2,0,0,0,0,7,0,2,0,0,0,0,0,39,4,clean
2,0,0,0,0,0,1,0,0,0.120786,0,0,0,1,0,0,0,0,14,0,14,0,0,2.02,0,0.00831,9,1,clean
0,0,0,0,0,10,0,0,0,0.089145,0,0,0,1,0,0,0,0,12,0,2,0,0,0,0,0,9,2,clean
45,0,0,0,0,7,0,0,0,0.094182,0,0,39,1,0,0,0,0,18,0,2,0,0,3.03,0,0.010398,9,5,clean
0,0,0,0,0,0,0,0,0,0.219933,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0,0.010398,10,2,clean
4,0,0,0.002748,0,0,0,0,0.001774,0.217276,0,0,1,3,0,0,0,0.005893,38,0,4,0,0,1.01,0.002985,0.005149,16,3,clean
0,0,0,0,0,0,0,0,0,0.136452,0,0,1,2,0,0,0,0,1,0,1,0,0,3.03,0,0.010398,13,3,clean
7,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,11,0,11,0,0,0,0,0,35,1,clean
0,0,0,0,0,1,2,0,0,0.053919,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,15,6,clean
0,0,0,0,0,0,0,0,0,0.111014,0,0,0,1,0,0,0,0,0,0,0,0,0,6.09,0,0.040749,28,1,clean
0,0,0,0,0,0,0,0,0,0.066652,0,0,0,3,0,1.01,0,0,11,0,11,0,0.00406,4.04,0,0.013377,17,6,clean
0,0,0.003231,0.027692,0,0,0,0,0,0.169599,0,0,0,2,0,0,0,0.027312,2,0,1,0,0,4.07,0.03059,0.013377,21,5,clean
0,0,0,0.010827,0,0,0,0,0,0,0,0,1,3,0,0,0,0.011181,1,0,1,0,0,5.05,0.039843,0.024375,16,2,clean
0,0,0,0,0,0,0,0,0,0.125521,0,0.001517,3,3,0,1.01,1.03,0,0,0,0,0,0.000816,3.08,0,0.010098,24,0,clean
0,0,0,0,0,0,0,0,0,0.087698,0,0.001517,12,3,0,0,1.1,0,0,0,0,0,0,2.07,0.006855,0.004949,46,2,clean
0,0,0,0,0,0,0,0,0,0.048688,0,0,0,1,0,0,0,0,0,0,0,0,0,2.02,0,0.026961,27,1,clean
0,0,0,0,0,0,0,0,0,0.079697,0,0,0,1,0,0,0,0,3,0,2,0,0,3.03,0,0.010398,9,7,buggy
0,0,0,0,0,0,3,0,0,0.352466,0,0,0,2,0,0,0,0,1,0,1,0,0,3.06,0,0.010398,26,10,clean
0,0,0.016745,0,0,0,0,0,0,0.291386,0,0,0,3,0,0,0,0,4,0,4,0,0,4.1,0.002227,0.021972,44,13,clean
0,0,0,0,0,0,0,0,0,0.227022,0,0,0,2,0,0,0,0,2,0,1,0,0,2.04,0.001705,0.00831,23,5,clean
0,0,0,0,0,0,0,0,0,0.033753,0,0,0,2,0,0,0,0,5,0,4,0,0,3.03,0,0.011468,15,4,clean
0,0,0.00188,0,0,0,0,0,0.000966,0.190306,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0.001313,0.010398,9,2,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,48,1,clean
0,0,0,0,0,0,0,0,0,0.039997,0,0,0,1,0,0,0,0,0,0,0,0,0,5.07,0,0.038662,27,1,clean
0,0,0,0,0,0,0,0,0,0.172472,0,0,0,1,0,0,0,0,2,0,2,0,0,3.03,0.00542,0.010398,9,3,clean
2,0,0,0,0,15,0,0,0,0.089145,0,0,0,2,0,0,0,0,22,0,7,0,0,0,0,0,13,6,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,0,24,2,buggy
0,0,0,0,0,0,0,0,0,0.101164,0,0,6,4,0,0,0,0,0,0,0,0,0,1.03,0,0.027761,106,0,clean
1,0,0,0,0,0,0,0,0,0.061169,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0.00542,0.010398,9,1,clean
0,0,0.029129,0,0,0,3,0,0,0.040252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,clean
1,0,0,0,0,0,0,0,0,0.231586,0,0,0,1,0,0,0,0.000668,8,0,1,0,0,4.14,0,0.011007,18,2,clean
0,0,0,0,0,0,0,0,0,0.065057,0,0,1,3,0,0,0,0,2,0,2,0,0,3.06,0,0.010398,47,7,clean
0,2.02,0.001929,0,0.001857,5,0,0,0,0.261994,0,0,0,2,0,0,0,0.001351,8,0,3,0,0,3.09,0.002508,0.010398,39,19,clean
0,0,0,0,0,8,0,0,0,0.028841,0,0,0,1,0,0,0,0,8,0,0,0,0,3.03,0,0.010398,9,3,clean
0,0,0,0,0,0,0,0,0,0.041874,0,0,1,5,0,0,0,0,0,0,0,0,0,4.06,0,0.012366,23,1,clean
1,1.01,0.002654,0,0.000524,1,1,0,0,0.316053,0,0,0,1,0,0,0,0.001166,5,0,0,0,0,3.03,0.002068,0.010398,10,4,clean
0,0,0.002879,0,0,0,0,0,0,0.157785,0,0,1,3,0,0,0,0,2,0,2,0,0,2.02,0.002986,0.017159,16,2,clean
0,0,0.037457,0.005082,0,0,2,0,0,0.42435,0,0.021616,2,2,0,0,2.02,0.01344,10,0,7,0,0,6.12,0.00739,0.047833,58,9,buggy
5,1.06,0,0,0,0,0,0,0,0.03126,0,0,0,1,0,0,0,0,8,0,8,0,0,3.03,0.010122,0.010398,9,8,clean
0,0,0,0,0,0,0,0,0,0.072747,0,0,3,2,0,0,0,0,0,0,0,0,0,2.02,0.006463,0.00831,23,0,clean
11,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,14,0,14,0,0,0,0,0,35,1,clean
0,0,0,0,0,0,0,0,0,0.065057,0,0,1,3,0,0,0,0,0,0,0,0,0,3.06,0,0.010398,45,2,clean
2,0,0,0,0,2,0,0,0,0.187772,0,0,0,2,0,0,0,0,6,0,4,0,0,5.08,0,0.01379,33,9,clean
0,0,0,0,0,0,0,0,0,0.137482,0,0,1,3,0,0,0,0,0,0,0,0,0,2.02,0,0.017159,16,2,clean
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,clean
0,0,0,0,0,0,1,0,0,0.1906,1.01,0,0,2,0.000599,0,0,0,1,0,1,0,0,3.09,0,0.010398,39,6,clean
0,2.02,0.00198,0.006573,0.003702,5,0,0,0,0.11388,0,0,0,1,0,0,0,0.00449,10,0,2,0,0,2.02,0.002222,0.00831,9,5,clean
0,0,0,0,0,2,0,0,0,0.039392,0,0,0,2,0,0,0,0,2,0,0,0,0,1.01,0,0.002497,33,8,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,0,3.06,0.011137,0.010398,15,4,clean
0,0,0,0,0,5,0,0,0,0.042456,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,15,6,clean
0,0,0,0,0,0,0,0,0,0.193443,0,0,0,2,0,0,0,0,1,0,1,0,0,3.12,0,0.010398,44,10,clean
0,0,0.00184,0,0,0,6,0,0,0.17039,2.02,0,0,1,0.003331,0,0,0,1,0,0,0,0,3.03,0,0.010398,9,4,clean
0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,3.03,0,0.010398,9,3,clean
1,0,0.0022,0.001434,0,0,1,0,0.001194,0.115313,0,0,0,1,0,0,0,0.00082,4,0,4,0,0,2.02,0.004538,0.00831,9,11,clean
0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,3.03,0.006785,0.010398,9,6,clean
0,0,0.005131,0.004869,0,0,5,0,0,0.229457,3.03,0,0,1,0.004926,0,0,0.006013,3,0,3,0,0,3.03,0.002161,0.010398,9,15,clean
0,0,0.003231,0.002246,0,0,0,0,0,0.074005,0,0,0,1,0,0,0,0.001765,3,0,3,0,0,2.02,0,0.00831,9,4,clean
5,0,0,0,0,0,0,0,0,0.101164,0,0,6,2,0,0,0,0,7,0,7,0,0,0,0,0,35,1,clean
0,0,0,0,0,5,0,0,0,0.187772,0,0,0,1,0,0,0,0,5,0,0,0,0,3.03,0,0.010398,9,4,clean
1,0,0,0.002525,0,0,0,0,0.003977,0.075952,0,0,0,1,0,0,0,0.003767,6,0,6,0,0,3.06,0.002161,0.010398,18,5,clean
0,1.01,0.000995,0.001449,0.001076,1,0,0,0,0.061328,0,0,0,2,0,0,0,0.00246,8,0,6,0,0,0,0,0,11,6,buggy
0,0,0,0,0,5,0,0,0,0.227768,0,0,0,1,0,0,0,0,6,0,1,0,0,3.03,0,0.010398,9,8,clean
0,0,0,0,0,0,0,0,0,0.016145,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0.02407,0.010398,9,2,clean
0,0,0,0,0,1,0,0,0,0.30796,0,0,0,1,0,0,0,0.003131,18,0,4,0,0,3.06,0,0.010398,18,7,buggy
3,0,0.000906,0,0,0,0,0,0,0.376457,0,0,0,1,0,0,0,0,2,0,2,0,0,3.03,0.006733,0.010398,9,8,clean
2,0,0.001637,0.0018,0,0,0,0,0.001287,0.12145,0,0.001517,3,2,0,1.01,1.03,0.00174,1,0,1,0,0.000816,3.12,0.005496,0.010098,23,0,clean
0,0,0,0,0,0,1,0,0,0.189716,0,0,0,1,0,0,0,0,0,0,0,0,0,1.01,0,0.005149,9,0,clean
0,0,0,0,0,2,0,0,0,0.042456,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,15,4,clean
0,0,0,0,0,0,0,0,0,0.0433,0,0,3,4,0,0,0,0,3,0,3,0,0,1.01,0,0.005149,22,3,clean
1,0,0,0,0,1,6,0,0,0.068754,2.02,0,0,1,0.004786,0,0,0,2,0,1,0,0,3.06,0.001313,0.010398,18,1,clean
0,0,0,0,0,0,3,0,0,0.042456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,clean
2,0,0,0,0,12,1,0,0,0.016145,0,0,0,1,0,0,0,0,16,0,2,0,0,3.03,0.001313,0.010398,10,3,clean
0,0,0,0,0,0,0,0,0,0.068962,0,0,0,1,0,0,0,0,0,0,0,0,0,2.02,0,0.00831,9,1,clean
0,0,0.001757,0.001386,0,0,3,0,0,0.210853,0,0,1,3,0,0,0,0.00108,6,0,6,0,0,4.05,0.00273,0.012366,16,3,buggy
0,0,0,0,0,0,2,0,0,0.089145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,7.14,0,0.041644,27,3,clean
0,0,0,0,0,2,0,0,0,0.435486,0,0,0,2,0,0,0,0,2,0,0,0,0,3.09,0.000914,0.010398,39,8,clean
0,0,0,0.00342,0,0,0,0,0.000578,0.227585,0,0.002765,11,2,0,0,2.06,0.000843,9,0,3,0,0,4.07,0.007154,0.01133,33,3,buggy
1,0,0,0,0,0,0,0,0,0.281751,0,0,0,1,0,0,0,0,7,0,7,0,0,0,0,0,12,9,clean
0,0,0,0,0,1,0,0,0,0.283052,0,0,0,1,0,0,0,0,5,0,0,0,0,7.14,0,0.041644,27,2,clean
19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,8,0,0,3.03,0,0.010398,9,1,clean
0,0,0,0,0,1,0,0,0,0.033753,0,0,0,1,0,0,0,0,1,0,0,0,0,2.02,0.004292,0.00831,12,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,23,1,clean
1,0,0.001173,0,0,0,0,0,0,0.075952,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0,0.010398,9,2,clean
2,0,0,0,0,0,0,0,0,0.24008,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,9,2,clean
0,0,0.015802,0,0,0,0,0,0,0.140911,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2,clean
0,0,0,0,0,0,0,0,0,0.078901,0,0,0,2,0,1.01,0,0,0,0,0,0,0.000639,4.14,0,0.011007,19,2,clean
1,0,0,0,0,0,0,0,0,0.335068,0,0,1,3,0,0,0,0,7,0,6,0,0,5.05,0.024322,0.024375,16,2,clean
0,0,0,0,0,0,1,0,0,0.233643,1.01,0,0,2,0.004524,0,0,0,2,0,0,0,0,1.01,0,0.027761,29,41,clean
0,0,0,0,0,0,0,0,0,0.053919,0,0,2,3,0,0,0,0,0,0,0,0,0,1.01,0,0.027761,71,5,clean
0,0,0.002192,0,0,4,0,0,0,0.166707,0,0,0,1,0,0,0,0.012527,16,0,0,0,0,3.03,0.00273,0.010398,9,15,clean
0,0,0,0,0,1,0,0,0,0.227022,0,0,0,2,0,0,0,0,2,0,1,0,0,2.04,0.001705,0.00831,23,5,clean
0,0,0,0,0,0,0,0,0,0.087698,0,0,2,2,0,0,0,0,0,0,0,0,0,2.03,0,0.004949,39,2,clean
0,0,0,0,0,6,0,0,0,0.042456,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,9,3,clean
0,0,0,0,0,0,0,0,0,0.087698,0,0.001517,13,4,0,0,1.1,0,0,0,0,0,0,2.08,0.010588,0.004949,51,2,clean
0,0,0,0,0,0,0,0,0,0.064707,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0,0.010398,10,2,clean
0,0,0.005047,0,0,0,2,0,0,0.313975,0,0.027046,2,2,0,0,5.06,0,1,0,0,0,0,13.25,0,0.05882,58,19,clean
0,0,0.029129,0.027692,0,0,0,0,0,0.099621,0,0.023233,1,3,0,0,1.01,0.027312,13,0,13,0,0,5.11,0.03059,0.039276,41,9,clean
16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,5,0,0,3.03,0,0.010398,9,2,clean
0,0,0,0,0,3,0,0,0,0.023183,0,0,0,1,0,0,0,0,5,0,0,0,0,7.14,0,0.041644,27,2,clean
0,0,0.029129,0.027692,0,0,0,0,0,0.301838,0,0.023233,2,4,0,1.02,1.02,0.027312,0,0,0,0,0.01117,4.33,0.03059,0.038159,63,3,clean
0,0,0,0,0,0,0,0,0,0.021936,0,0,0,1,0,0,0,0,6,0,4,0,0,0,0,0,18,10,clean
0,0,0,0,0,0,0,0,0,0.115984,0,0,0,1,0,0,0,0,0,0,0,0,0,3.03,0,0.010398,9,1,clean
0,0,0,0,0,0,0,0,0,3.21225,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,15,6,buggy
0,0,0,0,0,0,2,0,0,0.252522,1.02,0,0,2,0.001827,0,0,0,3,0,3,0,0,2.06,0,0.00831,39,12,clean
0,0,0,0,0,0,3,0,0,0.097162,0,0,0,1,0,0,0,0,3,0,2,0,0,3.06,0.00273,0.010398,18,11,clean
0,0,0,0,0,0,0,0,0,0.021936,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,35,7,clean
