@relation 'xerces-1.3_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.357rfc-0.335wmc-0.318ce-0.306lcom-0.298loc... numeric
@attribute -0.523mfa-0.503dit-0.471ic-0.43cbm+0.122moa... numeric
@attribute 0.429lcom3+0.353npm-0.322amc+0.306lcom-0.285ca... numeric
@attribute 0.546ca+0.511noc+0.407cbo-0.266amc-0.227avg_cc... numeric
@attribute 0.542avg_cc+0.519max_cc-0.449dam+0.331lcom3-0.215moa... numeric
@attribute -0.499amc-0.398cam-0.368loc+0.257npm+0.256dam... numeric
@attribute -0.434amc-0.402npm+0.328ce+0.323cam+0.304moa... numeric
@attribute 0.458cbm+0.398amc-0.345dit-0.336mfa-0.332max_cc... numeric
@attribute 0.749noc-0.438ca-0.266cbo-0.221npm-0.205cam... numeric
@attribute -0.77cam-0.268npm-0.256dam-0.245noc+0.245lcom3... numeric
@attribute 0.677moa+0.364avg_cc-0.284loc-0.275dam-0.271max_cc... numeric
@attribute 0.442lcom-0.402lcom3-0.386dam-0.383avg_cc+0.347ic... numeric
@attribute bug {1,0}

@data
-10.448722,2.957523,2.78519,-1.252691,-2.347813,-3.065588,0.546247,0.742236,1.302508,-0.365919,-0.219199,-0.193942,1
0.714324,1.473354,1.444006,0.298874,0.515463,0.31477,-0.251805,0.597144,-0.38162,-1.172519,0.078367,-0.034483,0
0.981072,1.051748,-1.039048,0.291472,-0.436823,0.384858,0.065863,0.059747,-0.119133,-0.242634,0.193191,0.933769,0
-0.79381,1.529032,0.750118,-0.386697,-0.68001,1.330433,-0.841671,0.291716,0.274045,0.296007,1.037597,0.872293,0
-1.928817,-2.594727,-0.95084,-1.60676,-0.163921,2.763834,0.389389,1.608938,0.054681,-0.375256,-0.214157,-1.051402,0
-0.036306,-5.451836,-0.678592,-1.050385,-0.191197,0.713968,1.550995,0.971307,0.045362,-0.291082,0.221632,0.678071,1
1.670927,1.220036,0.01883,0.340835,0.261752,0.141897,0.332603,0.351123,0.093326,0.566353,-0.044669,-0.006948,0
0.796938,-2.453645,1.127601,-0.165347,0.48937,-0.274761,0.116499,0.14603,0.025072,0.242904,0.072813,-0.181725,0
1.796566,-1.192092,0.859777,0.009904,0.150706,-1.216249,-0.359071,-1.216127,0.078056,0.254904,-0.164207,-0.241366,0
-1.632651,0.801345,-0.135406,-0.714286,-0.609822,-0.545016,-0.644621,0.162965,0.353999,0.954275,-0.031319,0.392908,0
-0.792484,0.095893,-1.016509,-0.566705,-2.034237,-0.041285,-0.142022,-0.760408,0.238973,0.2881,-0.314483,-0.370777,0
1.523732,1.32675,0.640358,0.208321,0.424402,-0.004566,0.286556,0.438883,-0.103037,-0.638113,0.006499,-0.128579,0
1.640494,-1.188369,0.858636,-0.042572,0.058732,-0.940547,-0.58308,-1.179197,0.21984,0.788553,-0.146776,-0.169825,0
-0.618967,-1.085965,-1.456737,-0.654734,-1.747275,0.860246,0.549747,-0.455079,0.166383,0.00771,-0.236982,0.292549,0
0.238852,-0.778016,1.978963,0.004279,0.257395,-0.168603,-1.518057,-0.800382,-0.102361,0.30244,0.063837,-0.195662,0
-5.259715,2.135721,0.542452,-1.820579,0.95214,1.564011,-1.290852,-0.507611,0.250119,-0.994449,-0.512743,-0.238785,0
2.377196,1.217286,0.022794,0.228265,0.506894,-0.72049,1.105503,0.223027,-0.092249,-1.017165,-0.141017,-0.171852,0
-0.204624,-1.640762,1.246286,-0.369841,0.994733,0.131389,-0.896376,-0.467267,0.083644,0.682673,0.317356,0.067584,0
1.794394,1.219881,0.144757,0.342262,0.364466,-0.279253,0.693165,0.302601,-0.057824,-0.258244,-0.103708,-0.143728,0
2.317282,1.226413,0.087278,0.236,0.511352,-0.681508,1.052086,0.239313,-0.116916,-1.062053,-0.121264,-0.183941,0
1.514673,1.267258,0.422153,0.36778,0.389971,-0.147558,0.478406,0.374689,-0.157222,-0.44651,-0.0529,-0.169703,0
-0.236186,-1.07846,-1.53451,-0.196692,-1.17436,0.89053,-0.230625,-0.075819,-0.477501,-0.245812,-0.15178,0.0418,0
-0.320152,0.930469,-1.520668,-0.009698,-2.040639,0.812061,0.604896,-0.619631,-0.040048,0.017093,-0.181964,-0.161039,1
0.587843,1.296618,-1.114289,-0.551386,0.807384,0.067556,0.00998,0.061688,0.023897,0.200808,0.184064,0.24308,1
2.083174,1.231997,0.085566,0.157286,0.373391,-0.267957,0.716074,0.294708,0.09576,-0.261581,-0.095117,-0.076629,0
-1.268779,1.199288,-0.990615,-0.130745,-1.133667,1.798391,-1.0039,-0.174146,-0.029111,-0.111616,0.09708,-0.504146,0
1.755318,-0.888103,-0.678873,-0.743811,-0.53345,-1.921595,-0.537663,-0.740071,-0.386816,-1.501528,0.184539,0.888993,0
0.396273,0.998429,-2.052177,-0.723851,-1.733266,-0.019158,-0.52033,0.375276,-0.154819,-0.512124,-0.531725,0.10623,1
0.762991,1.177935,-1.203361,-0.502506,-0.356133,-0.180462,0.262735,0.123705,0.219043,0.201266,0.060947,0.209523,0
0.297327,1.096993,-0.806312,-0.602327,-1.588612,1.488025,-0.363592,-0.188727,0.127279,-0.512649,-0.448818,-0.12669,0
-0.454867,0.934367,-2.339472,0.019596,-1.582375,0.711758,0.046316,-0.523934,-0.661188,-0.547139,-0.134426,0.043603,0
1.670933,1.301185,0.494316,0.193778,0.40983,-0.069754,0.394033,0.404303,-0.051332,-0.539731,-0.015228,-0.126194,0
-1.009331,0.288334,-1.312692,-0.993158,-2.007403,-0.277494,-0.703327,-0.29824,0.230205,0.168151,-0.162781,-0.129196,0
1.926914,1.19807,0.013402,0.331287,0.353533,-0.345761,0.800446,0.265093,-0.01013,-0.168361,-0.132789,-0.120139,0
0.994241,1.412354,1.107431,0.239406,0.440909,0.291743,-0.120269,0.550616,-0.213006,-0.75014,0.06351,-0.066498,0
1.796566,-1.192092,0.859777,0.009904,0.150706,-1.216249,-0.359071,-1.216127,0.078056,0.254904,-0.164207,-0.241366,0
-0.192755,1.439725,-2.462051,-1.797421,1.883593,0.625121,-0.388945,-0.354844,0.022543,-0.503561,1.537676,-0.187996,0
-7.256128,2.400471,0.089444,1.913686,0.116077,-1.793536,1.710572,-1.649637,2.950909,0.229606,2.621745,1.458473,1
-6.47114,2.085344,1.538489,-0.276679,0.11557,1.44371,-1.528982,-0.241149,0.447836,-1.443943,-0.196787,0.079264,1
-1.456796,1.495624,-1.100792,-1.381123,0.334277,1.560628,-0.728234,-0.523691,0.298743,-0.207654,-0.500241,-0.317526,0
-0.812314,-1.061209,-0.135384,-0.672322,-0.969695,0.391983,-1.075325,-1.928719,-0.008739,-0.103125,-0.161878,-0.827345,0
0.925411,-2.646072,1.006066,-0.190788,0.503464,-0.312863,0.320869,0.242017,0.056625,0.275075,0.021192,-0.244284,0
1.926914,1.19807,0.013402,0.331287,0.353533,-0.345761,0.800446,0.265093,-0.01013,-0.168361,-0.132789,-0.120139,0
0.249075,-2.278567,-0.63873,-0.328418,-0.317062,0.557216,0.145572,-0.208411,0.073269,-0.264452,0.102086,0.021076,0
-0.85232,0.919897,-1.620657,0.660335,-2.02628,0.695949,0.665875,-0.662955,-0.370317,0.477501,0.043545,-0.347329,1
0.243081,-1.91572,-1.505514,-0.741421,-1.394334,0.97017,-0.383778,-0.963026,0.711525,-1.384932,-0.080431,0.518285,0
-11.068294,-2.884126,2.442619,-1.052757,-0.427929,-0.369112,1.133196,3.856733,0.09504,-0.80241,-1.231672,-1.615717,1
2.535087,-1.657183,0.986966,0.257801,0.040362,-1.989325,-0.182429,-1.457474,-0.27695,-0.732038,-0.311013,-0.192786,0
0.191404,-0.730018,2.142026,0.06575,0.352768,-0.316757,-1.449139,-0.785646,-0.272705,-0.223257,0.057757,-0.215141,0
0.380721,-0.840511,1.60634,-0.146292,0.423123,-0.321786,-1.293592,-0.959134,0.041087,0.48854,0.01332,-0.276853,0
2.083174,1.231997,0.085566,0.157286,0.373391,-0.267957,0.716074,0.294708,0.09576,-0.261581,-0.095117,-0.076629,0
0.817277,1.108999,-0.136706,1.016925,0.138673,0.06239,0.428375,0.291842,-0.293527,1.168123,-0.157043,-0.158116,0
-2.829327,-1.924442,-1.678762,-2.604082,5.5003,1.004905,0.528757,0.21845,0.551863,0.881721,1.367786,-1.256453,1
1.38604,-1.083615,1.082126,-0.033326,0.210166,-0.894045,-0.686729,-1.108328,0.067218,0.366022,-0.054262,-0.300929,0
1.675345,1.172531,0.192215,0.124389,-0.568495,0.758879,-0.188136,0.591113,0.756467,2.25991,-0.326038,0.57069,0
-0.861618,0.32711,-0.605913,-0.400282,-1.3481,0.416554,0.006626,-0.887259,0.324912,0.698976,-0.146582,-0.173405,1
1.740321,-1.206239,0.794733,0.138367,0.161209,-1.234752,-0.355984,-1.225055,-0.017659,0.290929,-0.15948,-0.253842,0
-2.954726,1.383464,-1.221897,-0.851406,-2.280247,-1.249153,0.624209,0.091904,0.663166,0.543752,0.361569,-0.633311,0
1.194258,-2.124423,0.859068,-0.202391,0.290538,-0.404189,-0.169001,-0.349677,0.242718,0.761287,0.122937,0.16078,0
1.926914,1.19807,0.013402,0.331287,0.353533,-0.345761,0.800446,0.265093,-0.01013,-0.168361,-0.132789,-0.120139,0
0.071036,1.53242,1.706213,0.20521,0.326758,1.073703,-0.954173,0.728978,-0.129583,-0.058936,0.130039,0.200835,0
-0.291874,-1.158048,-1.650399,-0.793795,-1.911015,0.673561,0.511532,-0.51874,0.183009,-0.273549,0.169329,0.465271,0
1.794394,1.219881,0.144757,0.342262,0.364466,-0.279253,0.693165,0.302601,-0.057824,-0.258244,-0.103708,-0.143728,0
2.556586,-1.275473,0.83656,0.314616,0.052298,-1.842012,-0.072319,-1.146094,0.076709,-0.892345,-0.317029,-0.093254,0
-0.397338,1.479717,1.262322,-0.070189,-0.141966,1.42815,-1.155622,0.518081,-0.285207,-0.478216,0.327902,0.844023,0
0.354989,-3.808872,-0.636056,-0.743732,-0.667656,0.346163,1.015551,0.224894,0.042099,-0.204594,-0.004468,0.604689,1
1.835442,1.247089,0.149299,0.101402,0.271404,0.087002,0.401098,0.356669,0.237495,0.316419,-0.059935,-0.005843,0
-2.441399,1.085298,-1.457929,0.580216,-1.508985,0.426012,0.366402,-0.559514,0.380303,0.725689,0.030162,-0.66682,1
2.251633,1.237162,0.152343,0.241339,0.516667,-0.648199,0.998454,0.258188,-0.140596,-1.106641,-0.106417,-0.196619,1
-2.230952,-1.383651,3.642661,0.043953,0.82407,0.994564,-1.851357,0.392103,-0.595709,-0.628994,0.116385,0.739166,0
-0.922948,-2.299504,2.438641,-0.139733,0.612511,0.809034,-0.833865,0.857597,-0.22136,0.105537,0.12494,-0.063186,0
1.180945,-2.421732,0.865434,-0.144183,0.411718,-0.571066,0.286996,-0.108002,0.090788,0.310499,0.024452,-0.076542,0
-1.870889,-1.714902,0.822724,-0.730072,-1.177215,1.17327,-1.154436,-0.995043,-0.058426,-0.380242,-0.051604,-0.071394,0
0.206901,1.447803,1.369274,0.354804,0.288663,0.857293,-0.671451,0.650622,-0.168496,0.121409,0.079914,0.082976,0
-0.214171,-1.063035,-0.986758,-0.776271,-1.722967,1.05307,-0.068277,-0.507973,0.272228,-0.010046,-0.031565,0.297525,1
-0.42896,-3.619812,-0.826574,-0.352106,-0.621942,0.691274,0.600154,-0.042671,0.150834,0.110526,0.340866,0.281566,0
0.415879,1.229121,-1.318664,-0.129579,0.717619,0.230825,0.11751,-0.129551,-0.257373,0.235517,0.141969,0.140052,0
2.083174,1.231997,0.085566,0.157286,0.373391,-0.267957,0.716074,0.294708,0.09576,-0.261581,-0.095117,-0.076629,0
1.127231,-0.7953,-1.915491,-1.853312,-0.552947,-4.024778,-2.174293,0.869566,-0.563135,-1.541389,0.471789,1.128709,0
-1.655406,0.817111,-2.137994,0.689314,-1.97245,-0.497136,0.345377,-0.012154,0.072239,0.528948,-0.490048,-0.524213,1
0.955222,1.413284,1.107146,0.226287,0.417915,0.360669,-0.176271,0.559849,-0.17756,-0.616727,0.067867,-0.048612,0
-0.015823,-1.682496,-1.03958,-0.474479,-0.307172,0.839281,0.228348,-0.236148,0.081592,-0.587309,0.092398,-0.230938,0
-0.78986,-2.043545,0.76757,-0.50881,1.252546,0.944189,0.502096,1.391282,0.259814,1.017696,-0.008764,-0.419966,0
0.713343,1.017971,-1.378002,0.174177,-0.962146,0.228665,0.294875,-0.103583,-0.437577,-0.188019,0.416166,1.303993,0
0.925411,-2.646072,1.006066,-0.190788,0.503464,-0.312863,0.320869,0.242017,0.056625,0.275075,0.021192,-0.244284,0
1.579132,1.282455,0.351458,0.10171,0.25851,0.278169,0.165432,0.424143,0.211713,0.356291,-0.013261,-0.009429,0
2.083174,1.231997,0.085566,0.157286,0.373391,-0.267957,0.716074,0.294708,0.09576,-0.261581,-0.095117,-0.076629,0
1.276334,-1.097666,0.720709,-0.201631,0.641592,-0.998382,-0.483328,-1.328279,0.104855,0.401849,0.048343,-0.510153,0
1.414671,-1.131071,0.967769,-0.073165,0.103665,-0.768008,-0.744942,-1.130695,0.221176,0.849522,-0.082439,-0.218844,0
1.514673,1.267258,0.422153,0.36778,0.389971,-0.147558,0.478406,0.374689,-0.157222,-0.44651,-0.0529,-0.169703,0
-0.535016,1.10011,-1.424994,-0.405614,-1.54279,1.108454,0.001965,-0.438806,0.078437,0.05839,0.118836,-0.385742,0
1.068022,-1.02847,1.224631,-0.073589,0.153103,-0.560784,-0.987375,-1.028875,0.153248,0.760332,-0.015111,-0.258026,0
0.758121,-2.593043,1.137526,-0.186083,0.523518,-0.209909,0.201455,0.294314,0.019997,0.227627,0.050703,-0.255205,0
0.729732,1.407603,1.201321,0.452386,0.474966,0.173979,-0.05963,0.537829,-0.429119,-0.966752,0.031224,-0.110948,0
1.26759,1.35605,0.790535,0.189069,0.378872,0.243981,0.029675,0.497107,-0.061556,-0.383563,0.037395,-0.076202,0
-1.526083,0.235205,-1.172373,-0.513628,-1.913307,0.206615,-0.032609,-0.919943,0.137801,0.387721,-0.388928,-0.357705,0
-1.230085,-0.789696,1.042805,-0.343112,0.182219,0.010357,-1.352634,-1.322342,-0.140932,0.50626,0.514642,0.061318,0
1.000967,1.36241,0.788585,0.099422,0.221751,0.71497,-0.353006,0.560196,0.180658,0.528085,0.067173,0.046014,0
0.448196,1.118884,0.024111,1.15051,0.119918,0.159115,0.290714,0.330544,-0.41182,1.213691,-0.148611,-0.190466,0
-0.696669,-1.795286,2.153458,-0.173738,0.639557,0.523511,-1.088388,0.121705,-0.107938,0.334799,0.201281,0.186511,0
0.554273,-1.946791,-0.181138,-0.079196,0.118274,-1.085656,1.124271,1.10582,0.131328,0.721298,0.033171,0.813183,0
1.367472,1.292824,0.568195,0.382322,0.404544,-0.08237,0.370929,0.409269,-0.208927,-0.544893,-0.031173,-0.172088,0
-0.744904,-2.993242,-1.486472,-1.274486,0.341925,0.270993,1.0546,-0.098946,0.167807,-0.001294,0.266089,0.401651,1
-1.062299,1.741612,2.771537,0.328355,0.435834,1.516939,-1.636784,0.88134,-0.429973,-0.542319,0.12494,0.59485,0
-0.473943,1.640523,2.269341,0.286363,0.41403,1.220221,-1.247532,0.802765,-0.338249,-0.499531,0.130324,0.364103,0
1.519085,1.138604,0.120052,0.298391,-0.588353,0.681075,-0.103763,0.561498,0.650576,2.353131,-0.36371,0.527181,0
-21.777001,4.090643,6.707715,1.939716,-3.779949,-6.115385,5.226501,-2.146628,1.06783,0.36494,3.860772,0.268653,1
1.615654,-1.18591,0.86252,-0.05038,0.058167,-0.95208,-0.586591,-1.17102,0.223296,0.785336,-0.150436,-0.17431,0
-0.624894,1.015063,-1.520827,-0.577479,-2.179229,0.269754,0.156025,-0.167136,0.01504,-0.446319,-0.207124,-0.018441,0
0.949898,1.25223,0.057157,-0.172509,-0.216615,0.821242,-0.248247,0.290433,0.092886,0.151158,0.22398,0.56538,0
0.360045,1.249982,-0.265974,0.263364,-0.564641,0.683581,-0.212423,0.152271,0.157935,0.051964,0.669238,0.551692,0
1.716367,-0.798061,0.712666,0.62806,0.048578,-0.844181,-0.62486,-0.757929,0.40372,0.149827,-0.199738,0.04618,0
1.950654,1.253808,0.21692,0.168261,0.384324,-0.201449,0.608792,0.332216,0.048067,-0.351465,-0.066036,-0.100219,0
-0.7616,-1.158962,-1.92009,-1.031027,-1.430331,0.890427,0.624695,-0.699758,0.079782,-0.349594,-0.347774,0.357208,0
-0.320089,1.414203,-1.90609,-0.687994,2.28128,0.630965,0.305491,-0.950288,0.508687,-0.210699,0.786145,0.114696,1
0.388014,-2.627617,1.432125,-0.184069,0.596006,0.029805,0.065938,0.542873,-0.075325,0.063155,0.070001,-0.326023,0
-0.496976,0.356831,-2.901351,4.465742,-0.656423,0.552412,-0.730339,-0.136633,2.334608,-1.127806,-0.790585,-0.621276,1
-0.732461,-1.487734,-1.928926,1.684636,-1.74847,0.142738,-1.048475,-1.964294,-1.902448,0.172997,-0.321871,-0.294976,0
-1.325715,1.046136,-0.498633,1.593615,-0.343147,0.141499,0.105104,0.114916,1.427977,0.905619,-0.419947,0.925183,0
-2.109927,-0.185759,-3.541279,4.270494,0.265349,0.56895,0.199693,0.204287,-3.814879,1.067097,0.729001,1.218992,0
2.317282,1.226413,0.087278,0.236,0.511352,-0.681508,1.052086,0.239313,-0.116916,-1.062053,-0.121264,-0.183941,0
-14.309535,3.094435,-4.137218,-4.895156,13.618589,-0.537504,1.895659,-4.99802,0.346073,0.625847,-2.009647,1.501195,0
0.091019,1.152273,-0.432096,-0.509139,-1.534573,1.55821,-0.547496,-0.096777,0.008204,-0.726825,-0.454143,-0.145731,0
1.900451,1.105681,-0.316022,0.964349,0.498133,-0.926044,1.283711,0.134179,-0.592498,-0.723659,-0.197884,-0.293942,0
-8.269063,2.164909,2.270619,0.880573,-1.869711,-0.255289,0.130964,-0.316689,-0.399632,-0.278447,1.124721,-0.268767,0
2.530742,1.162105,0.249875,0.428545,-0.012655,-0.889268,1.08212,0.410129,-0.118012,-0.987587,-0.411522,0.126583,0
2.043538,1.242126,0.150821,0.171371,0.394035,-0.280599,0.699776,0.307429,0.04845,-0.395111,-0.083176,-0.101231,0
-0.75377,-0.784317,-1.187558,-0.724566,-1.774416,0.394765,0.153389,-0.046402,0.199339,0.149288,-0.280241,0.119283,0
0.758121,-2.593043,1.137526,-0.186083,0.523518,-0.209909,0.201455,0.294314,0.019997,0.227627,0.050703,-0.255205,0
-0.951386,1.175839,-0.791116,-0.606183,-1.989736,0.804806,0.097237,-0.240927,0.369634,-0.072464,0.080769,-0.410622,0
-0.476585,1.045905,-1.190615,-0.354282,-1.559897,1.033165,0.183734,-0.482277,-0.16345,-0.793296,-0.195516,-0.397963,0
-0.550133,-2.407542,2.087846,-0.184492,0.563572,0.673029,-0.628189,0.774625,-0.102233,0.334803,0.122074,-0.152829,0
0.690185,1.406106,1.03535,0.106199,0.17948,0.896834,-0.613645,0.645037,0.157923,0.59166,0.073147,0.11369,0
1.376349,-1.077887,0.727828,-0.24717,0.671953,-0.939082,-0.564613,-1.307592,0.11503,0.344653,0.090742,-0.47912,0
1.470709,1.142827,-0.06643,0.658391,0.273144,-0.330209,0.803555,0.243205,-0.174699,0.240315,-0.184571,-0.184065,0
0.76587,1.165417,0.030802,1.258456,0.332964,0.017919,0.266231,0.352002,-0.697675,0.43661,-0.0307,-0.20668,0
0.537761,1.506429,1.619423,0.320552,0.537314,0.377316,-0.359672,0.625868,-0.441349,-1.287899,0.085387,0.005541,0
2.083174,1.231997,0.085566,0.157286,0.373391,-0.267957,0.716074,0.294708,0.09576,-0.261581,-0.095117,-0.076629,0
0.591255,-1.33245,-0.464443,-0.679742,-1.384385,-0.244739,-0.439906,-2.042649,0.127524,-0.463727,-0.339887,-0.663083,0
0.614201,-0.893755,1.40081,-0.168504,0.453495,-0.368019,-1.198839,-1.027954,0.078961,0.588392,0.051366,-0.303489,0
2.184762,1.248224,0.218632,0.246975,0.522285,-0.615,0.944805,0.27682,-0.16461,-1.151937,-0.092183,-0.207531,0
-0.181039,0.128595,-0.813943,-0.441077,-1.885747,0.883436,-0.278507,-0.967483,0.196314,0.209328,-0.37304,-0.224502,0
1.93949,1.244608,0.15006,0.136386,0.33272,-0.096798,0.550437,0.332049,0.142972,-0.039346,-0.071555,-0.053537,0
1.675345,1.172531,0.192215,0.124389,-0.568495,0.758879,-0.188136,0.591113,0.756467,2.25991,-0.326038,0.57069,0
-0.619971,-1.45944,-1.798838,1.427712,-1.769477,0.179744,-1.05465,-1.946437,-1.711017,0.100947,-0.331326,-0.270024,0
1.640494,-1.188369,0.858636,-0.042572,0.058732,-0.940547,-0.58308,-1.179197,0.21984,0.788553,-0.146776,-0.169825,0
0.701606,1.419334,1.105291,0.141013,0.268458,0.808682,-0.540284,0.61986,0.052839,0.25045,0.096193,0.067642,0
1.433285,1.117282,-0.435337,1.292547,0.427249,-0.263326,0.578225,0.251695,-0.718466,0.284877,-0.029006,-0.165821,0
1.514673,1.267258,0.422153,0.36778,0.389971,-0.147558,0.478406,0.374689,-0.157222,-0.44651,-0.0529,-0.169703,0
-0.633223,-0.990286,0.548414,-0.603993,-1.358503,0.447098,-1.256515,-1.706295,-0.153353,-0.872858,-0.223825,-0.571246,0
-2.429884,-3.867,-3.67186,9.951873,2.250634,-0.525924,-1.778063,0.819829,5.193796,-0.853787,0.101388,0.33619,0
1.926914,1.19807,0.013402,0.331287,0.353533,-0.345761,0.800446,0.265093,-0.01013,-0.168361,-0.132789,-0.120139,0
-1.582157,0.432033,-1.141901,-0.622983,-2.074461,-0.13659,-0.514698,-0.376443,0.238859,0.6253,-0.115122,-0.322488,0
1.577133,-1.136461,0.959317,-0.023149,0.186918,-1.014123,-0.547229,-1.164826,0.089317,0.372275,-0.093167,-0.277661,0
1.926914,1.19807,0.013402,0.331287,0.353533,-0.345761,0.800446,0.265093,-0.01013,-0.168361,-0.132789,-0.120139,0
-0.236154,-2.325184,1.90113,-0.156869,0.550495,0.409028,-0.508446,0.564829,-0.111287,0.209688,0.1353,-0.141727,0
0.790528,0.928226,-2.037013,-0.747674,-1.731537,1.007273,0.411695,-0.681283,-0.027218,-1.166862,-0.421972,0.308945,0
2.381707,1.215977,0.023437,0.230959,0.50634,-0.714927,1.105703,0.220193,-0.093571,-1.018174,-0.136723,-0.169496,0
0.242636,-1.55433,-1.297297,-1.250351,3.190101,0.173993,1.096297,-0.070876,0.266115,0.143083,1.428932,-0.418522,0
0.424537,-1.131255,-0.532012,-0.920563,-1.830828,0.471254,-1.171188,-1.710967,0.003681,-0.703057,-0.411673,-0.056267,0
1.767633,-0.889923,-0.654625,-0.722056,-0.533067,-1.880357,-0.505573,-0.771632,-0.383358,-1.500746,0.178906,0.884293,0
0.925411,-2.646072,1.006066,-0.190788,0.503464,-0.312863,0.320869,0.242017,0.056625,0.275075,0.021192,-0.244284,0
2.083174,1.231997,0.085566,0.157286,0.373391,-0.267957,0.716074,0.294708,0.09576,-0.261581,-0.095117,-0.076629,0
1.950654,1.253808,0.21692,0.168261,0.384324,-0.201449,0.608792,0.332216,0.048067,-0.351465,-0.066036,-0.100219,0
0.014641,-1.116603,-0.950222,-0.786158,-1.623371,0.946451,-0.085684,-0.540376,0.21195,-0.285403,0.007895,0.295802,1
1.02363,1.373889,0.866625,0.14154,0.28935,0.569565,-0.262489,0.552841,0.062295,0.132625,0.064662,0.004918,0
-0.250295,1.260673,-1.053303,-0.836226,-0.346308,1.129697,-0.24527,-0.401733,0.45292,-0.724744,-0.52772,-0.077796,0
1.331631,-1.373507,-0.741698,-0.14138,-0.836464,-0.653684,-0.589648,-1.688676,-0.498903,-0.408924,0.284916,1.066516,0
2.381707,1.215977,0.023437,0.230959,0.50634,-0.714927,1.105703,0.220193,-0.093571,-1.018174,-0.136723,-0.169496,0
-2.343291,0.750236,-0.859713,-1.219746,-1.541196,-0.419059,-0.93584,0.063917,0.382227,0.397394,-0.655354,-0.434263,0
0.222392,1.180483,-1.531585,0.407178,0.826992,0.121603,0.135348,-0.138352,-0.6409,0.419175,0.195368,0.135913,0
-4.077706,1.973254,-0.367218,-1.828105,1.561896,1.83085,-1.624238,-0.730597,-0.13702,-1.098617,-1.180721,0.101701,1
1.462078,1.285247,0.350602,0.062353,0.18953,0.484945,-0.002574,0.45184,0.318051,0.756527,-0.000187,0.044227,0
1.402309,-1.129818,0.970238,-0.076702,0.103418,-0.773101,-0.745967,-1.127193,0.22305,0.847982,-0.084614,-0.221313,0
-1.280135,1.52083,-1.783146,-1.558481,0.169616,1.483859,-0.023183,-1.06271,0.554662,-0.298692,1.18806,-0.965534,0
2.083174,1.231997,0.085566,0.157286,0.373391,-0.267957,0.716074,0.294708,0.09576,-0.261581,-0.095117,-0.076629,0
0.504463,-2.209421,1.402352,-0.12186,0.493562,-0.16475,-0.188929,0.098022,-0.060101,0.108988,0.136331,-0.105583,0
-2.742365,0.869233,-1.751247,0.03289,-1.087184,-0.695963,0.724051,-0.036473,-0.209783,1.445602,-0.890446,-0.705922,1
0.328469,-3.40647,-0.791083,-0.723463,-0.67801,0.472641,1.200455,0.516827,0.063132,-0.252424,0.002241,0.683461,1
2.381707,1.215977,0.023437,0.230959,0.50634,-0.714927,1.105703,0.220193,-0.093571,-1.018174,-0.136723,-0.169496,0
1.93949,1.244608,0.15006,0.136386,0.33272,-0.096798,0.550437,0.332049,0.142972,-0.039346,-0.071555,-0.053537,0
1.926914,1.19807,0.013402,0.331287,0.353533,-0.345761,0.800446,0.265093,-0.01013,-0.168361,-0.132789,-0.120139,0
0.188423,-2.151919,1.561991,-0.151747,0.439239,0.13243,-0.471026,0.17697,0.007447,0.443401,0.159879,-0.041245,0
1.180945,-2.421732,0.865434,-0.144183,0.411718,-0.571066,0.286996,-0.108002,0.090788,0.310499,0.024452,-0.076542,0
-4.441155,-0.469935,-0.767277,-0.612723,-1.735924,-0.278786,-0.316657,1.233582,0.526328,0.266767,-0.83287,-0.811855,0
-4.307113,2.070835,-6.50452,-4.795737,1.784575,-7.753019,-6.13425,5.944364,-0.746771,0.977383,0.623578,-0.5051,0
1.11635,1.027097,-1.266442,0.22964,-0.567048,0.265267,0.297571,-0.006782,-0.29551,0.209043,0.08221,1.058805,0
1.003043,-2.367275,0.986218,-0.149315,0.435167,-0.442567,0.150958,-0.054551,0.066774,0.30563,0.065412,-0.097324,0
1.675345,1.172531,0.192215,0.124389,-0.568495,0.758879,-0.188136,0.591113,0.756467,2.25991,-0.326038,0.57069,0
1.976806,1.283287,0.424843,0.265667,0.540959,-0.516064,0.78376,0.331252,-0.238657,-1.292074,-0.053158,-0.229663,0
-0.93033,-1.853263,-2.032279,-1.88972,-1.580834,-1.219587,-0.905377,0.648691,0.261012,0.103589,-0.571998,0.093569,0
-0.563006,-3.483999,-0.637297,-0.491078,-0.360298,1.188412,0.087098,0.096859,-0.007127,-0.312601,0.245797,0.012529,1
-1.356631,-0.395103,2.839366,0.02362,0.865961,0.375964,-2.197053,-0.763383,-0.440378,-0.132326,0.00487,0.115948,0
2.089569,1.146606,-0.220514,0.741795,0.519579,-0.832472,1.187274,0.170353,-0.454895,-0.838703,-0.155099,-0.238053,1
1.926914,1.19807,0.013402,0.331287,0.353533,-0.345761,0.800446,0.265093,-0.01013,-0.168361,-0.132789,-0.120139,0
-2.91465,1.928371,0.986569,-0.884783,-1.56837,1.039131,-0.566637,-0.092666,0.80899,-0.231109,1.753667,-0.130829,0
2.083174,1.231997,0.085566,0.157286,0.373391,-0.267957,0.716074,0.294708,0.09576,-0.261581,-0.095117,-0.076629,0
