@relation 'data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.194WCHU_numberOfLinesOfCode-0.192WCHU_wmc-0.192WCHU_rfc-0.186WCHU_lcom-0.185WCHU_numberOfMethods... numeric
@attribute -0.361WCHU_numberOfPublicAttributes-0.348ck_oo_numberOfPublicAttributes-0.347ck_oo_numberOfAttributes-0.336LDHH_numberOfPublicAttributes-0.319WCHU_numberOfAttributes... numeric
@attribute -0.371WCHU_fanIn-0.363LDHH_fanIn-0.34ck_oo_fanIn-0.27WCHU_cbo-0.247LDHH_cbo... numeric
@attribute '0.403ck_oo_numberOfMethodsInherited+0.384LDHH_numberOfMethodsInherited+0.376WCHU_numberOfMethodsInherited+0.339ck_oo_dit+0.32 ck_oo_numberOfAttributesInherited...' numeric
@attribute 0.317ck_oo_numberOfMethods+0.313ck_oo_lcom+0.275ck_oo_numberOfPublicMethods+0.253ck_oo_numberOfLinesOfCode+0.252ck_oo_wmc... numeric
@attribute '0.486WCHU_noc+0.476LDHH_noc+0.46 ck_oo_noc-0.19numberOfHighPriorityBugsFoundUntil:-0.16numberOfCriticalBugsFoundUntil:...' numeric
@attribute 0.433LDHH_numberOfAttributesInherited+0.387WCHU_numberOfAttributesInherited+0.268LDHH_numberOfPrivateAttributes+0.236ck_oo_numberOfAttributesInherited-0.234WCHU_dit... numeric
@attribute 0.297WCHU_numberOfAttributesInherited+0.295LDHH_numberOfAttributesInherited+0.262numberOfCriticalBugsFoundUntil:-0.257LDHH_numberOfPublicMethods-0.257LDHH_numberOfPrivateAttributes... numeric
@attribute -0.277numberOfHighPriorityBugsFoundUntil:-0.269WCHU_dit+0.229ck_oo_dit+0.222LDHH_numberOfMethodsInherited-0.211WCHU_numberOfPrivateAttributes... numeric
@attribute 0.506LDHH_dit+0.498WCHU_dit-0.247numberOfHighPriorityBugsFoundUntil:-0.231numberOfCriticalBugsFoundUntil:+0.208ck_oo_fanIn... numeric
@attribute 0.305numberOfCriticalBugsFoundUntil:-0.281WCHU_numberOfAttributesInherited-0.272LDHH_numberOfAttributesInherited+0.268ck_oo_numberOfAttributesInherited+0.254LDHH_dit... numeric
@attribute -0.5LDHH_numberOfPrivateAttributes-0.322ck_oo_numberOfPrivateAttributes-0.32WCHU_numberOfPrivateAttributes+0.239LDHH_numberOfPublicMethods+0.236WCHU_numberOfPublicMethods... numeric
@attribute -0.346ck_oo_numberOfAttributesInherited-0.342WCHU_numberOfPrivateMethods-0.336LDHH_numberOfPrivateMethods-0.281ck_oo_numberOfMethodsInherited+0.255CvsLogEntropy... numeric
@attribute 0.317ck_oo_numberOfAttributesInherited+0.303ck_oo_numberOfPublicMethods+0.292WCHU_fanOut-0.26LDHH_lcom-0.251LDHH_numberOfMethods... numeric
@attribute -0.523LDHH_fanOut+0.399CvsLogEntropy-0.262WCHU_fanOut-0.226LDHH_cbo+0.205ck_oo_numberOfPrivateAttributes... numeric
@attribute -0.381ck_oo_numberOfPublicMethods+0.356ck_oo_fanOut+0.331LDHH_numberOfPublicMethods-0.316ck_oo_lcom-0.288LDHH_numberOfPrivateMethods... numeric
@attribute '-0.447ck_oo_dit+0.314ck_oo_numberOfPrivateMethods-0.289ck_oo_cbo-0.231ck_oo_fanIn+0.21 LDHH_cbo...' numeric
@attribute 0.443ck_oo_numberOfPrivateAttributes-0.353CvsLogEntropy-0.297ck_oo_dit-0.292LDHH_numberOfPublicAttributes-0.24LDHH_numberOfAttributes... numeric
@attribute -0.535ck_oo_dit-0.356ck_oo_numberOfPrivateAttributes+0.262ck_oo_cbo+0.244ck_oo_fanIn+0.221ck_oo_numberOfAttributesInherited... numeric
@attribute 0.549numberOfHighPriorityBugsFoundUntil:-0.449numberOfCriticalBugsFoundUntil:-0.328ck_oo_numberOfPrivateAttributes-0.22numberOfMajorBugsFoundUntil:-0.186WCHU_numberOfPublicMethods... numeric
@attribute -0.401numberOfHighPriorityBugsFoundUntil:-0.28CvsEntropy-0.244LDHH_lcom-0.241ck_oo_fanOut-0.223ck_oo_numberOfPrivateAttributes... numeric
@attribute '0.35 CvsEntropy+0.266CvsLinEntropy+0.253CvsExpEntropy+0.24 LDHH_numberOfPublicMethods-0.237CvsLogEntropy...' numeric
@attribute -0.489ck_oo_noc+0.342LDHH_noc-0.253LDHH_fanOut-0.237ck_oo_fanIn-0.232CvsWEntropy... numeric
@attribute -0.471LDHH_numberOfPrivateMethods+0.308ck_oo_lcom-0.294CvsLogEntropy-0.27ck_oo_numberOfPublicMethods+0.219WCHU_lcom... numeric
@attribute -0.475ck_oo_noc+0.356LDHH_noc-0.281numberOfCriticalBugsFoundUntil:+0.253numberOfMajorBugsFoundUntil:-0.235LDHH_numberOfPublicAttributes... numeric
@attribute class {buggy,clean}

@data
-4.560612,1.058174,0.608326,1.740865,0.896721,-0.211967,0.596748,-2.146337,-0.670057,-1.304692,-1.5187,-0.398707,0.524029,1.593713,-1.452096,-0.822936,1.112351,-0.234932,-0.651742,-0.811004,-0.131852,-0.286946,-0.779494,-0.370606,-0.070947,clean
-10.724388,0.752722,2.213038,1.296664,-2.25398,1.34957,-0.53821,0.599222,3.874614,-0.247075,-1.199151,2.402158,0.43301,0.09611,-0.532127,0.251278,-0.997366,0.196837,-0.623386,0.002468,-1.70481,-0.366128,0.306286,0.619479,-0.40151,clean
3.244628,-0.250049,-0.014697,-0.861072,-0.119614,-0.293125,-0.113369,0.20227,-0.059419,0.145702,-0.044051,0.134604,-0.324656,-0.246121,-0.003866,0.545863,-0.41325,-0.193017,0.216742,-0.193204,-0.261111,-0.171534,0.066156,0.044519,0.274709,clean
2.890463,-0.055743,0.268645,1.191687,0.111905,0.023679,-0.511714,-0.363394,0.600064,-0.803341,-0.258164,-0.537574,0.70946,-0.284121,0.471498,-0.855398,0.680702,0.793027,0.531935,0.058401,0.022174,0.087628,-0.096872,-0.184161,0.06458,clean
-1.905801,0.804907,-2.946219,0.789009,-0.810668,-1.839099,1.587676,0.748228,0.151066,0.805406,-1.405639,1.3544,-0.344337,0.858477,-0.084854,-0.53147,2.127458,-0.114331,-0.897699,0.057426,0.413079,1.136745,0.536428,-0.852574,-0.547087,clean
0.794884,-0.099127,-2.633553,-1.342964,-0.792179,-2.632578,-1.518396,2.690884,-1.448471,-1.590714,2.51087,-1.630787,0.749634,-1.13785,0.356256,-0.377353,0.182775,0.282159,1.331982,-1.346563,-0.261853,-0.375865,0.195261,0.108111,-0.343502,buggy
0.718461,1.552562,1.223366,10.72786,-1.043476,-0.525844,0.913133,0.725217,-0.685848,3.152626,4.504832,1.111675,-2.556048,1.994508,0.184817,1.17408,1.092607,0.425078,0.500458,-0.082205,0.106957,0.054743,-0.018876,-0.010884,0.226835,clean
1.131384,-1.164154,-0.265353,-1.529541,-1.392624,-0.500822,-0.636874,1.690586,-0.054224,-0.384262,0.679348,-0.046822,0.490184,0.502815,-0.752217,-0.210013,-0.382768,0.451455,0.686143,-0.586649,0.668665,0.860943,0.078144,0.827367,1.385996,buggy
-1.449941,0.710761,-1.909855,2.696755,-0.684172,-2.587332,-2.886349,2.388193,-1.892413,0.230635,4.126582,-2.492723,1.04506,-0.241866,-0.365864,-1.621862,-1.100765,-0.018735,-1.378384,-0.888335,0.116441,-0.08428,1.168463,-0.338529,-1.193032,buggy
0.796975,-0.587696,-0.173841,0.304341,-0.69996,-0.486752,0.284153,0.483927,-0.864269,-0.515453,-0.893726,-0.000915,-0.107748,0.366469,-0.179313,-0.005877,-0.004292,0.061685,0.141247,-0.299985,0.404716,0.277107,-0.222688,0.625117,0.666399,buggy
2.724572,0.077295,-1.222868,-1.138044,0.382896,-0.822113,0.099646,-0.30029,0.002522,0.526087,-0.040035,0.093634,-0.006722,0.019725,0.139708,-0.191166,0.009996,0.101319,0.325373,-0.030635,-0.156332,-0.017412,0.059578,-0.137936,0.032909,clean
3.277066,-0.171897,0.093516,-1.153333,0.195724,-0.29575,0.041328,-0.138589,-0.577894,0.107219,0.053681,0.188214,-0.135477,-0.156364,-0.133744,-0.024864,0.074834,0.051882,0.253229,-0.024994,0.008976,-0.218105,0.028919,-0.133953,0.102392,clean
3.276971,-0.326931,0.103226,-1.206166,-0.443513,-0.089742,0.014449,0.110578,-0.277471,0.15189,0.075847,0.322109,-0.167152,-0.261121,0.038908,0.266024,0.143072,-0.070615,0.259025,0.176458,0.293145,-0.051308,0.009014,0.033551,0.078596,clean
2.131902,0.319222,0.74163,-0.320972,1.535479,-0.494644,-0.370572,0.214558,0.193794,0.042939,0.126216,-0.145591,0.250763,-0.486822,-0.188928,0.486112,-0.618107,-0.469619,0.224294,-0.089411,-0.161307,-0.104801,0.237168,-0.183744,0.038784,clean
3.65944,-0.063986,0.107234,0.151641,-0.027657,-0.211142,-0.308528,-0.048814,0.258296,-0.615662,0.312287,-0.112974,-1.029726,-0.544038,-0.011912,-0.113902,-1.296266,-1.060307,-1.38065,-0.210329,0.075863,0.044846,0.02283,0.215559,0.162787,clean
3.710219,-0.093286,0.093633,0.130513,-0.137765,-0.186864,-0.319219,-0.009495,0.288367,-0.590803,0.282251,-0.132062,-1.076052,-0.600698,0.014188,-0.034276,-1.263457,-1.055243,-1.399879,-0.23667,0.092799,0.025124,0.002502,0.260763,0.192815,clean
3.593589,-0.155172,-0.326444,-0.164992,-0.153647,0.439219,-0.133497,0.065074,0.009769,-0.343829,0.082822,-0.135503,-0.419674,-0.507156,0.048928,-0.280356,-0.307855,-0.147292,-0.181137,-0.018671,0.145177,-0.098773,-0.775933,0.07896,-0.376326,clean
3.000424,-0.190787,0.422712,1.15738,-1.177791,0.337731,-1.499501,-0.191795,-0.978358,2.473527,0.90119,-0.553489,0.404983,-0.536992,0.324981,-0.10379,-0.312728,-0.330354,-0.662509,-0.063689,0.043451,0.376945,-0.354161,0.166879,-0.044735,clean
3.030878,-0.130534,0.25102,-1.239619,0.228892,-0.277273,0.099347,-0.044391,-0.517056,0.201233,0.093718,0.078692,-0.140131,-0.168863,-0.008706,0.232929,0.130017,0.225529,0.116142,-0.060559,0.129254,-0.333953,0.051255,-0.194372,0.044108,clean
-2.6169,-0.572517,1.307979,-1.927409,-0.488152,0.186417,-0.985339,1.109818,-0.179618,0.437045,-0.917324,0.627569,-1.255546,0.543109,0.658572,-0.329325,0.149789,0.743762,0.077709,-0.515479,-0.392046,0.360521,-0.046816,-0.043435,0.139689,clean
-1.297611,0.414093,-1.071896,-1.435944,-1.033301,1.511738,-0.264192,0.560567,0.553794,0.259687,-0.510363,1.035052,-0.139664,1.384862,-1.085091,-0.171642,0.353769,-0.290503,-0.208567,0.182326,-0.050376,-0.313934,-0.438095,0.379668,-0.577074,clean
2.899054,-0.124721,0.099636,0.995279,-0.897844,-0.009365,0.142011,0.096827,0.371491,-0.605496,-0.710241,-0.839753,-0.284583,-0.522138,0.148247,-0.147218,-0.277448,-0.371964,-0.339236,0.125766,0.577919,-0.05497,-0.058013,0.286467,0.199336,clean
2.704224,-0.125367,-0.251413,-0.770117,0.213823,-0.358698,0.051617,-0.287086,-0.178666,0.020196,0.009504,0.046883,0.336609,0.205359,0.235542,-0.421556,0.14749,0.468011,0.268359,0.118565,-0.024111,0.019129,0.08753,-0.306862,-0.055228,clean
-0.676684,-1.651766,0.609084,-0.760948,-1.849656,0.312031,3.23668,-0.813391,-1.378865,-0.163765,-0.861911,-2.767699,0.113055,0.965727,1.179831,0.869806,-1.439781,0.129271,0.626718,1.553681,1.624135,0.606539,0.653294,0.371999,-0.523695,buggy
3.158397,0.247174,0.346597,1.490304,0.500186,-0.282795,-0.272598,-0.099004,0.628167,-0.903423,0.617083,-0.06919,-0.830607,-0.233263,0.042918,-0.266648,-0.592483,-0.383832,-0.372445,0.113968,0.293692,-0.045526,0.047404,-0.075643,0.002719,clean
3.385065,0.269337,0.2722,-0.193694,0.885709,-0.449003,-0.118231,-0.365056,-0.442369,-0.421403,0.283345,-0.224959,-0.874679,-0.182322,-0.150296,-0.25785,-0.669557,-0.300177,-0.900814,-0.308795,0.06712,-0.529387,0.111088,-0.269212,-0.038005,clean
2.433812,0.059413,0.257094,-0.687134,0.854906,0.067374,-0.218262,0.39878,0.009845,0.17303,0.07703,0.104572,0.041981,-0.498601,0.00267,0.410178,-0.253034,-0.251741,0.456167,0.223951,0.241037,-0.094585,-0.50042,0.00625,-0.529186,buggy
3.738546,-0.217778,-0.05009,-0.789038,-0.597982,-0.042118,-0.114012,-0.101214,-0.273454,-0.062529,-0.077229,0.191574,-0.202424,-0.46814,-0.048037,-0.095689,0.415736,-0.023574,0.393609,0.129619,0.345709,-0.197556,-0.052481,0.051043,0.121981,clean
3.544934,-0.045758,0.14063,0.123599,-0.084347,-0.187216,-0.289032,-0.028388,0.294416,-0.605862,0.331347,-0.10252,-0.994772,-0.50452,0.013292,-0.061674,-1.36354,-1.002226,-1.39837,-0.155352,0.150892,0.012996,0.070164,0.155489,0.115766,clean
2.514995,-0.858025,0.260612,-1.240045,-0.02046,-0.159546,0.065118,0.199512,-0.274925,0.12391,0.060544,0.194911,0.317528,0.234135,0.418993,0.127173,0.054127,0.451088,0.00644,0.0834,-0.299025,0.51702,-0.083838,0.07954,0.253591,buggy
-2.043644,1.46818,2.156201,0.146497,1.90386,0.146387,-1.376982,-0.497824,-1.014865,3.078828,1.089913,0.409821,-0.378654,-1.129203,-0.749145,-1.554006,0.09128,-1.138218,0.385291,0.075594,-0.625587,-0.073506,0.080568,-0.352708,-0.079116,clean
2.208202,0.241021,0.748763,1.388808,1.34083,-0.462294,-0.335978,0.199442,0.852675,-0.684559,0.605904,-0.152003,-0.29265,-0.06906,0.02703,0.251738,-0.949438,-0.385161,-0.160699,-0.037806,-0.306942,0.139743,0.226363,-0.162532,-0.017263,clean
-3.277016,1.539729,1.367563,6.938971,-3.210369,1.821584,-4.714037,-2.696428,-2.384158,7.325297,3.312011,0.358762,2.670377,-0.207016,-1.503205,-0.348503,-0.605846,0.100834,-0.524215,0.031648,-0.54066,-0.454217,0.303909,-0.364223,0.085557,clean
-7.266811,1.596466,-0.311489,5.063667,0.771453,0.91032,1.555539,-0.978301,0.514692,-2.376752,-0.151855,3.107617,3.332574,-1.242463,0.673129,-1.047441,-0.474196,1.05195,1.198913,-0.351019,-0.186728,0.999861,-1.376512,-1.137496,-1.058256,clean
0.307079,-0.024174,0.274396,1.627119,-0.99599,0.26761,0.046539,-0.429109,0.374145,-1.253904,-0.647084,0.872298,0.816498,-0.296116,0.665439,0.058653,-0.14356,0.163425,-0.700229,-0.478272,-0.300758,0.290847,-0.155815,0.073026,0.125967,clean
1.332557,0.459417,0.665029,-0.313467,1.508203,0.020809,-0.630216,0.542866,0.362622,0.11395,-0.216134,-0.067986,0.662876,-0.198807,-0.338461,0.292746,-0.046324,-0.32256,0.782782,0.314941,0.18424,-0.147886,-0.195198,0.043234,-0.535775,clean
-0.85525,1.176961,2.210372,-2.11336,4.883748,-1.219087,-0.312977,0.571889,-0.590729,1.460446,-0.038306,-1.050294,0.334615,0.198608,-1.986062,0.798214,1.954739,-0.691908,-0.351454,-0.774209,0.146046,-0.453039,-0.727654,0.499552,0.484526,clean
-12.709913,-3.818215,2.405244,-4.192432,-7.204293,2.304627,5.637065,2.151286,7.897303,1.554453,6.556796,0.10875,4.483129,2.017683,0.912332,-1.041525,0.168868,-1.263851,-2.246925,-0.131852,2.116874,-3.154294,-3.045483,-1.361921,0.684338,buggy
2.699497,-0.461996,-0.019173,-1.300771,0.038345,0.061006,-0.145181,0.709047,-0.542472,0.012513,0.44811,0.201902,0.008043,-0.36911,0.011957,0.005753,0.028899,-0.014967,0.58277,-0.000259,0.526747,0.36707,-0.507141,0.435991,0.024805,clean
2.704799,-0.025326,0.473125,-0.586332,0.353301,-0.177859,-0.27298,0.2817,0.137022,0.047866,0.047374,0.063047,0.057889,-0.357968,0.134722,0.439193,0.047291,-0.277774,0.28618,0.106974,0.179921,0.0359,0.119686,0.073703,0.007822,clean
3.19413,0.065678,0.244924,1.833195,-0.154651,-0.331897,0.444779,0.566472,0.431787,-0.73102,-0.419097,-0.333138,-0.180828,-0.631669,0.360784,-0.627635,-0.423761,-0.444079,-0.748084,-0.136891,0.096059,0.220484,-0.017073,0.173187,0.076351,clean
1.623655,-0.045744,0.015929,-1.422191,-0.64502,-0.062912,-0.201039,0.199377,0.145055,0.473959,-0.218098,0.556918,-0.779217,-0.401002,-0.120831,0.101591,0.230186,-0.136097,0.287749,0.136046,-0.081759,-0.194142,0.235734,-0.145159,-0.003918,buggy
-2.005563,2.001905,3.873486,-0.725818,9.590614,-1.932256,0.015427,-0.110616,-1.480207,0.635616,1.313993,-1.297527,0.725864,0.033474,-0.265927,0.22782,-0.250319,-0.376573,-1.472742,-0.797611,-0.255921,-0.64466,0.368719,0.089611,-0.234245,clean
3.28454,-0.3678,0.073553,-1.24503,-0.479479,-0.091021,-0.0869,0.174798,-0.283446,0.180384,-0.055272,0.303914,-0.17143,-0.286165,0.025614,0.363645,0.109239,-0.058076,0.297349,0.152616,0.249975,-0.0799,0.041278,0.052779,0.147866,buggy
3.29063,-0.281343,0.096278,-1.25114,-0.146467,-0.19305,0.019014,0.07962,-0.33634,0.239468,-0.003635,0.181794,-0.123867,-0.323125,0.027275,0.307963,0.164714,-0.071919,0.296838,-0.058078,0.004777,-0.096937,-0.038256,0.088329,0.169659,clean
1.515367,-0.622587,-0.068868,-1.188734,-0.840023,-0.043184,0.035046,-0.1092,-0.070736,0.060823,-0.546732,-0.361402,-0.030828,1.110291,-0.261402,0.16203,-0.175449,-0.046811,0.39994,0.320758,0.121031,0.031782,0.186908,0.203323,0.169537,clean
3.213952,-0.195008,-0.41509,-1.10599,0.185382,0.036909,0.222808,-0.04791,-0.374531,0.200019,0.156901,0.241539,0.007729,-0.074894,0.056321,-0.258712,-0.190625,-0.005702,0.563219,0.021262,-0.09637,0.006546,-0.607029,-0.014479,-0.168727,clean
1.949087,0.035838,-2.67016,-0.449402,1.264205,3.316304,0.678846,0.644406,-0.398771,-0.093164,0.178028,-1.270776,-0.096304,0.230345,0.134235,0.107458,-0.582048,-0.019121,0.447919,0.362268,-0.080554,0.311342,-0.810779,-0.029465,-0.919794,clean
-6.604535,0.769115,1.094771,6.681449,-2.980551,1.50712,-2.607738,-2.397003,-0.886748,2.514328,-0.251966,-1.762692,2.28391,0.156479,-0.133813,-0.018097,-0.396413,0.330613,1.365261,-0.081519,-0.127193,0.735686,0.571061,-0.321623,0.74908,clean
3.088932,-0.207666,-0.072168,-1.199471,-0.135567,-0.209224,0.220162,-0.15888,-0.347932,0.181981,0.180466,0.292453,0.010293,-0.059617,0.164287,-0.16847,-0.040297,0.10493,0.314287,0.163771,0.269191,-0.056118,-0.090523,-0.077756,0.077706,clean
-0.157551,-0.432632,0.726129,-0.000961,-1.244507,0.720911,1.446691,-1.324973,1.160439,-0.22287,0.723471,-1.20165,-0.181257,-0.87529,-0.415182,-0.075694,0.070528,0.33322,-0.181268,0.22278,-0.514603,-0.595504,-0.182561,1.292669,0.033378,buggy
-32.103832,3.435222,-11.009156,-3.479104,-6.131329,-7.108082,-5.517148,4.20931,-2.253507,-5.265238,5.359302,0.576093,-0.904013,-0.649429,-0.41722,-1.451534,3.42364,0.059564,-3.047518,3.640119,-0.739746,-1.916826,1.570378,-0.482493,-2.07497,buggy
-0.722673,0.893685,-0.819432,4.147663,1.110886,0.973551,2.280943,-0.092191,0.3112,-1.244538,0.922517,0.519534,-0.783906,-0.28944,0.3821,0.294561,-0.674042,0.247768,0.722526,0.436591,0.302427,-0.086936,-0.086678,-0.030751,-0.257881,clean
-2.052213,-0.406611,0.19546,-1.501058,-0.215716,-0.166135,-0.726288,0.993132,1.162635,0.814125,-0.749081,0.534548,-0.401529,0.889145,0.662238,-0.715256,0.654072,0.122372,0.117976,0.65465,-0.226255,1.607232,0.202163,-0.815716,-0.465975,clean
-7.362702,1.099074,1.646223,-0.008989,1.627499,1.265325,-0.410469,-0.136491,-0.089009,0.205878,-2.291161,-0.774078,-0.902284,0.710877,0.412246,-0.583058,0.549706,0.178147,-0.423826,-0.562138,-0.40597,-0.846061,-0.130428,0.815748,-0.292176,clean
-1.226357,-0.240976,0.341832,2.227326,-0.463599,0.369204,-0.355997,-0.219716,1.310453,-1.392223,-0.831127,-0.681511,0.241194,0.880935,0.341867,-0.608569,-1.078536,-0.503054,-0.512148,0.244575,-0.354445,1.216979,-0.155267,0.361874,-0.016149,clean
3.396326,0.168072,-0.070993,-1.107176,0.573204,-0.465211,-0.134349,-0.169146,-0.683507,0.242985,-0.079378,0.20944,-0.479882,-0.437383,-0.310367,0.111214,0.020103,-0.120647,0.533843,-0.008305,0.364794,-0.61616,-0.052825,-0.26911,0.077562,clean
2.433979,-0.3874,-0.879765,-0.946363,-1.070015,-0.266069,-0.074841,0.099367,0.725224,0.277319,-0.114228,-0.033979,0.129998,0.280041,-0.395498,-0.180741,0.987898,-0.007511,-0.17689,0.26637,0.206867,0.496748,0.005573,0.334994,0.081075,clean
-7.767639,1.065812,-0.34643,3.280605,0.261655,-1.372071,-3.085248,0.480477,-1.054224,-4.56623,1.630989,-0.414859,3.486437,-3.075475,0.669925,0.867115,0.125749,0.325459,2.489467,1.265222,-1.221688,-1.559246,0.33944,0.571205,0.677083,buggy
2.128293,-0.675079,-0.269347,-1.00232,-1.354981,0.210962,0.057944,-0.475203,-0.243376,-0.188846,-0.182931,0.887128,0.111476,0.162127,-0.040919,0.248706,0.325083,-0.238216,0.128037,-0.150132,-0.059169,0.006577,-0.111858,0.232876,0.214507,clean
2.588477,0.089173,-0.17455,0.421777,-0.845395,-0.278222,0.50205,0.181509,-0.463353,-0.299095,-0.714231,0.628484,-0.115537,-0.339815,-0.259361,-0.227182,0.171669,-0.311987,0.082918,-0.147088,0.274315,-0.263457,-0.166046,0.110678,0.195425,clean
-0.467192,-0.48793,0.311002,0.737997,-0.680367,-0.449055,0.72971,1.043012,-0.447606,-0.382906,-1.126786,0.037396,0.615892,0.377095,-0.054085,0.485114,-0.099155,0.041606,0.512045,-0.298321,0.164179,0.468615,-0.166614,0.482414,0.284612,clean
2.731983,-0.142204,0.390992,-0.203039,0.054065,-0.098303,-0.268443,0.283647,0.450386,-0.167687,0.11897,0.024703,0.010407,-0.335968,0.296669,0.287689,-0.321557,-0.36617,-0.020928,0.105778,0.05315,0.187843,0.027947,0.19151,-0.026893,clean
-14.944306,-0.773616,3.092605,-1.889519,-5.942258,2.032567,4.631993,-0.531093,-0.301937,-0.21285,0.60333,-2.644487,-4.326473,-1.472847,0.929851,-3.300845,-1.072206,2.517682,0.69675,-1.642382,-1.436995,-0.90674,1.405052,0.54472,0.030377,buggy
2.11233,0.119664,-0.203708,0.624756,0.319879,-0.585787,0.002593,0.315254,0.421589,-0.256528,-0.258591,-0.058013,-0.015588,0.547278,0.07111,-0.364677,-0.107938,-0.038445,-0.13004,-0.017375,-0.297856,0.212382,0.213886,0.046517,0.044263,clean
1.819498,-0.263946,0.096183,-1.112721,-1.129584,0.301084,0.351742,-0.728966,-0.525602,-0.187251,0.170211,1.200089,-0.605724,-0.874938,0.317332,-0.074904,0.242237,0.018687,0.14176,-0.383225,-0.456925,0.294729,-0.145238,-0.781555,0.352573,clean
1.314175,-0.181559,0.327271,-1.007038,0.543537,-0.078735,-0.05511,0.19662,0.060248,0.169892,-0.188508,-0.147115,0.655272,0.937882,-0.090225,-0.29027,0.374688,0.533887,0.046035,0.027334,-0.291201,0.05509,-0.334366,0.02512,-0.202359,buggy
1.467753,0.678128,-1.121248,1.882817,0.259363,-0.61262,-0.329471,-0.479938,2.151153,-0.417466,0.394431,-0.61964,-0.751957,-1.209568,0.534023,-0.196885,-0.199767,0.165985,-1.230415,-0.158397,0.078778,-0.319676,0.266076,0.43029,-0.233615,clean
2.63985,-0.508769,0.298014,0.234896,-0.386917,0.073616,-0.512716,0.333298,0.822084,-0.263399,-0.272064,-0.174772,0.622165,-0.519884,0.477142,0.203935,0.225458,0.221549,0.545048,0.1159,-0.121632,0.454009,-0.096954,0.193177,0.252083,clean
0.562262,-0.527276,-0.607689,-1.098005,-0.730567,1.183604,0.130337,0.448421,0.599948,0.373969,-0.171844,0.342221,-0.287756,-0.012215,0.575124,-0.675367,0.325974,0.692788,0.184156,0.010559,-0.743095,0.388156,0.20418,-0.172452,0.532772,clean
2.619034,0.6037,-2.186365,-1.055593,0.845504,-1.327329,-0.044073,-0.698284,0.086061,0.610928,0.205389,0.092091,-0.542779,-0.144497,-0.904108,-0.612619,0.818934,-0.219526,-0.2236,0.630011,0.912865,0.056992,0.595512,-0.443944,-0.626626,clean
2.688119,0.200579,-1.157849,0.708888,0.234357,-0.118734,0.027727,0.427452,0.636609,-0.034078,-0.319538,-0.294948,-0.088864,-0.340657,0.318038,-0.225934,0.041491,-0.033433,0.088308,0.006154,-0.060895,0.155484,-0.535614,0.13858,-0.526574,clean
3.380181,-0.096471,0.138591,1.202269,-0.837191,-0.04604,0.153726,0.48903,0.257363,-0.427915,-0.944186,-0.262367,0.521117,-1.012361,0.249688,-0.532139,0.748697,0.221176,0.494223,0.106862,0.391506,0.009861,-0.119833,0.109344,0.116673,clean
3.010685,-0.241115,-0.416381,-1.078861,0.114098,0.313191,0.141513,0.038836,-0.475262,0.044259,0.052027,0.238822,0.056964,0.274574,0.16866,-0.37199,-0.206567,0.217074,0.43506,0.109824,-0.118267,-0.000922,-0.623845,-0.103926,-0.486442,clean
-6.057581,0.975872,1.224348,1.665484,-0.517068,0.94089,-0.440134,-2.900219,-0.050429,-1.845341,-1.343954,0.549265,0.512173,-0.309913,-0.573239,0.933997,0.946339,0.286534,-1.136341,-1.366457,-0.206377,-0.419712,-1.101212,0.122148,0.623636,clean
2.784461,-0.012328,0.568833,0.391299,0.581179,-0.275749,-0.108148,0.016078,0.446449,-0.482186,0.383962,-0.590632,-0.566566,-0.330022,0.355206,0.291096,-0.743656,-0.009843,-1.216624,-0.452381,-0.170698,-0.20733,0.055503,-0.066189,0.05872,clean
-0.921813,-3.223353,0.076938,-1.736447,-2.939033,-0.060964,1.504969,3.115406,2.613233,0.210203,2.260251,-0.462874,4.058623,2.72476,3.511547,-0.674213,0.391912,-2.796344,0.042234,-1.566028,1.42567,-0.664934,-1.646897,-1.837979,1.773721,buggy
1.629796,-0.638748,-0.544437,-1.054607,-0.908764,-0.210454,-0.048918,0.11063,0.377702,0.130907,-0.343104,-0.291785,-0.091689,0.61371,0.297247,0.443598,-0.30781,0.010444,-0.265074,0.396185,0.188747,0.377184,0.377635,0.336218,0.102703,clean
0.51513,-0.616105,0.510725,-1.16461,-0.243876,-0.144638,-0.580829,0.834843,0.49822,0.308388,-0.729014,-0.077657,0.495522,1.132644,-0.205874,0.524245,0.344021,0.710872,-0.076309,0.020584,-0.268959,0.16226,-0.056989,0.170142,0.314811,clean
2.933273,-0.135966,-0.071412,-0.604311,0.308259,-0.080614,0.290905,-0.374243,-0.465311,-0.129009,0.080879,-0.116675,0.20518,0.521886,0.46491,-0.667667,0.296982,0.796363,0.190374,-0.230602,-0.305051,-0.161553,-0.238022,-0.256603,-0.125038,buggy
2.504447,-0.10524,-1.192726,-1.043931,0.625539,-0.514791,0.145849,-0.086912,-0.50996,-0.076569,0.7347,0.207075,0.232604,0.210004,-0.321933,-1.161475,-0.08961,0.122399,0.409692,0.162449,0.365355,0.57841,-0.201233,-0.074289,-0.266694,clean
