@relation 'jdt-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.42sexp-0.416exp-0.377rexp-0.375nm-0.357nf... numeric
@attribute -0.408sexp-0.408exp+0.392nf+0.371nm-0.367rexp... numeric
@attribute -0.606ndev-0.543lt+0.324la-0.274entropy-0.203fix... numeric
@attribute -0.549entropy+0.538npt+0.364pd+0.349lt+0.278nf... numeric
@attribute 0.734ld+0.563la+0.204fix+0.201ndev+0.164lt... numeric
@attribute -0.762ns-0.532fix+0.225ndev+0.201ld+0.116lt... numeric
@attribute -0.671la+0.574ld-0.319fix+0.309ns-0.076ndev... numeric
@attribute 0.661fix-0.467ns-0.322la-0.304npt+0.263ld... numeric
@attribute 0.713lt-0.499ndev-0.384npt-0.171fix+0.122rexp... numeric
@attribute 0.703entropy+0.561npt-0.311ndev+0.162rexp+0.151pd... numeric
@attribute '-0.705nm+0.62 pd-0.195npt-0.188rexp+0.105ns...' numeric
@attribute bug {1,0}

@data
-3.330016,-2.819105,1.393832,-1.043241,-0.412485,-0.552866,0.037019,0.702841,0.939794,1.219356,-0.717124,0
-2.086609,-3.126415,1.916077,0.186578,-0.297125,-0.586651,0.052004,0.138655,0.55062,0.556532,-0.65655,0
-2.068223,-3.102376,1.750725,0.244907,-0.60607,-0.600496,0.409852,0.305079,0.48335,0.552243,-0.641991,0
-2.689204,-3.394269,0.63797,0.465841,-0.172948,-0.291624,0.252178,-0.097187,-0.568614,-0.464258,0.254176,0
-0.065023,-0.773641,0.21394,0.493027,-0.187868,0.32927,0.304375,-0.525053,-0.134803,-0.216905,0.021765,0
-0.151497,0.813115,0.664765,-0.522424,2.321901,1.063546,-2.097937,-1.706913,-0.111792,-1.330487,-0.245078,0
0.454068,0.981978,-0.697957,-0.574321,0.007889,0.78361,0.128006,-0.81888,-0.900236,0.64648,-0.056872,0
1.233383,0.531133,0.100925,0.297384,-0.289646,0.617117,0.411061,-0.765412,-0.618619,-0.426629,0.080595,0
1.270977,0.497349,0.259425,0.285562,-0.382631,0.549214,0.475348,-0.68061,-0.503918,-0.343978,0.057547,0
-0.167232,1.878497,-1.27554,-1.992216,-0.178729,1.151938,-0.021053,-0.008979,0.261194,-0.705405,0.538782,1
0.391849,1.412534,-0.889944,-1.629888,-0.183552,0.931405,0.04546,-0.226601,-0.033735,0.202871,0.609104,0
0.5849,1.235617,-0.410979,-1.290475,-0.426835,0.854769,0.164786,0.06651,0.81261,-0.928181,0.614745,0
0.134478,-0.816284,0.990986,0.239692,-0.47077,0.077218,0.41742,-0.309283,-0.116213,-0.035461,-0.10199,0
0.15841,-0.79269,0.969999,0.245982,-0.500713,0.081285,0.453582,-0.296866,-0.121662,-0.037259,-0.09842,0
0.164911,-0.78678,0.983024,0.2394,-0.439028,0.104092,0.565291,-0.245171,-0.140918,-0.037733,-0.09977,0
-0.853434,0.179805,0.456139,-0.873199,-0.273883,0.362945,0.093768,-0.050221,0.14332,-0.321592,-0.345933,1
0.16949,-0.782712,0.98618,0.236211,-0.490531,0.082715,0.451315,-0.298572,-0.129893,-0.036331,-0.103769,0
0.186819,-0.766696,1.387596,0.091055,0.2506,0.138177,-0.302956,-0.661533,-0.020431,-0.037891,-0.115533,0
0.244263,-0.712773,1.771134,-0.049842,0.994496,0.209218,-1.008843,-1.0103,0.08467,-0.044025,-0.121038,0
0.828601,0.280012,-0.069538,0.263136,-0.07131,0.664261,0.219216,-0.901319,-0.948641,-0.603367,0.105108,0
1.207137,0.577232,-0.031371,0.278206,-0.269496,0.6732,0.452077,-0.800212,-0.834246,-0.527932,0.103831,0
0.967984,0.296676,0.506997,0.166129,0.21942,0.574044,-0.185759,-0.992685,-0.59118,-0.403472,0.048125,0
-0.718531,-0.125339,-0.133505,-1.002027,-0.22819,0.294988,0.20176,-0.272497,-0.434379,1.562238,-0.143158,0
0.055849,-0.749294,0.859988,0.179293,-0.074051,0.213974,0.063889,-0.582395,-0.38766,-0.212363,-0.06513,0
0.196577,-0.621094,3.453676,-0.761952,4.652739,0.547041,-5.003629,-3.023356,0.349811,-0.221077,-0.14626,0
0.536914,0.931601,-0.034768,-0.849178,-0.371288,0.475485,0.349304,-0.400344,-0.31352,1.368926,-0.110953,0
1.3002,0.322158,1.088031,0.128362,-0.055338,0.368693,0.053842,-0.705075,-0.095931,-0.101633,-0.013687,0
0.464204,-0.138539,-0.974668,0.834076,0.05686,0.778765,0.274636,-0.859185,0.0386,-0.474195,0.174354,0
0.467653,-0.140577,-0.975391,0.830812,0.057175,0.778719,0.275367,-0.858794,0.040174,-0.473986,0.167574,0
0.777796,0.085448,-1.346927,1.186059,0.473007,-0.39082,-0.402849,0.584084,-0.429779,-0.532123,0.058382,0
-0.108764,0.368697,-1.682043,0.276928,0.277987,0.990512,0.173638,-0.967046,-0.536522,0.026896,0.055921,0
0.777235,0.082104,-1.376218,1.205613,0.485455,-0.383795,-0.410474,0.579856,-0.385244,-0.522702,0.056047,0
-0.418538,1.211902,-1.869502,-1.691453,0.296371,-0.159149,-0.725082,1.501758,-0.300806,-0.161348,0.8195,0
0.457812,-0.136958,-0.89329,0.799811,0.038151,0.758528,0.275146,-0.842267,0.025263,-0.431766,0.12065,0
-0.759761,1.159391,-1.092288,-0.496093,0.234,0.958699,-0.049264,-0.786326,-0.823907,-0.265955,-0.322543,0
-0.592424,0.667734,-1.742654,-0.402329,0.324755,0.954583,0.02515,-0.901344,-0.6827,0.827684,-0.317911,0
0.686765,-0.00422,-1.295602,1.190465,0.478421,-0.420737,-0.418018,0.619601,-0.30394,-0.422083,-0.056394,0
-3.502084,-4.001344,-0.720459,0.907974,0.314258,-0.001762,0.045393,-0.38426,-0.576485,-0.94049,0.573095,0
-0.563222,0.8537,-1.391631,-1.650671,-0.05141,0.962276,0.010267,-0.227461,-0.404059,0.197066,0.67929,0
0.658029,0.049445,-0.908681,0.795499,0.011148,0.793921,0.300115,-0.853992,0.081936,-0.38732,0.069486,0
-0.3161,1.402709,-0.93848,-1.161017,-0.113104,0.856965,0.12357,-0.426731,-0.463575,0.531472,-0.023913,0
1.15125,0.467502,-0.722105,0.72219,-0.076807,0.814827,0.352931,-0.863583,0.074362,-0.365348,0.103692,0
1.228464,0.469525,-0.613454,0.75254,-0.066437,0.78061,0.312076,-0.841101,0.313195,-0.267701,0.091493,0
-1.034477,0.616247,-1.131697,-1.869219,-0.211714,0.752871,-0.024345,0.324809,1.29904,0.388228,0.328002,1
0.264717,-0.612461,-0.149039,0.752254,-0.199875,0.415223,0.361803,-0.502461,0.631608,-0.006022,-0.076358,0
-0.032256,-0.896535,-0.065409,0.715546,-0.206826,0.340848,0.358789,-0.457545,0.495789,-0.056784,-0.046914,0
-0.038793,-0.888505,-0.061294,0.723682,-0.207317,0.341241,0.358606,-0.457196,0.494983,-0.053466,-0.03301,0
0.018361,-0.847324,-0.069044,0.715691,-0.212547,0.350347,0.364209,-0.461293,0.509628,-0.045924,-0.056812,0
0.021714,-0.843819,0.006161,0.688617,-0.077097,0.359538,0.217067,-0.532056,0.53039,-0.046228,-0.058645,1
-2.068775,1.453794,0.217405,-1.580458,-0.497839,0.586606,0.026863,0.49848,0.602497,-0.701181,-0.017834,1
-0.731919,0.10128,0.112724,-1.15746,-0.277908,0.512667,-0.040666,0.205332,0.99516,-0.982197,0.154235,1
-5.542547,-0.836423,-0.989278,-1.029519,0.050113,0.183929,-0.059946,0.319406,0.482776,-0.037299,-1.838568,0
0.111358,-0.827968,1.002302,0.230505,-0.501837,0.073114,0.519103,-0.259276,-0.190685,-0.054471,-0.08078,0
-0.81991,0.758209,-0.443642,-1.946999,-0.434276,0.638819,0.104251,0.344833,0.642783,-0.023202,0.255826,0
0.196348,-0.755691,1.50764,0.040059,0.447692,0.160219,-0.397166,-0.707897,-0.039765,-0.045041,-0.117461,0
-0.308546,-0.365775,0.037044,-0.555243,-0.054354,0.360095,0.096214,-0.460422,-0.479008,0.849537,0.095704,0
-0.146814,-0.489116,0.175106,-0.113664,-0.200135,0.334717,0.279779,-0.453464,-0.441274,0.337115,0.054126,0
0.414995,-0.67914,1.310775,0.199014,-0.659157,-0.017954,0.542964,-0.178098,0.090563,0.12086,-0.135433,0
0.84173,-0.1824,1.069447,0.215021,-0.4878,0.178136,0.439375,-0.392821,-0.078928,-0.060804,0.022774,0
-0.249264,0.845851,0.817724,-2.670263,0.351164,0.515487,-0.723351,0.151253,0.770862,0.433039,0.670125,0
0.912878,-0.199636,2.375774,-0.208237,1.548811,0.262618,-1.682568,-1.348444,0.415741,0.0541,-0.082493,0
1.154411,-0.043308,0.840467,0.589638,-0.036571,-1.046418,-0.305816,1.085341,-0.256533,0.021087,-0.163599,0
0.943537,-0.172168,3.231936,-0.517424,3.138623,0.384862,-3.251019,-2.101623,0.646796,0.053895,-0.111569,1
-0.13582,0.84945,1.151294,-1.762179,-0.975665,0.395692,0.275712,0.869791,1.544626,-2.11012,0.375263,0
0.773567,-0.123168,1.033592,0.115344,0.182856,0.349597,-0.106762,-0.763739,-0.301306,-0.249369,0.055247,0
0.769732,-0.118129,1.036072,0.120303,0.182557,0.349872,-0.106869,-0.763556,-0.301807,-0.247367,0.063745,0
1.6061,0.547246,2.607051,-0.392757,2.290621,0.491501,-2.713558,-2.01965,0.407515,-0.038893,-0.061232,0
1.508305,0.386697,1.147801,0.194055,-0.678879,0.229357,0.583622,-0.368923,0.091067,0.063947,-0.042736,0
1.033962,0.963853,1.094984,-1.075169,-0.880398,0.423778,0.40379,0.351164,1.011592,-1.279678,0.42483,0
0.450764,1.531731,0.364109,-2.555222,-0.435172,0.594301,-0.052896,0.354972,0.715104,0.463571,0.67198,0
0.75104,-0.001547,0.623728,0.172929,0.003208,0.437773,-0.013766,-0.809398,-0.500776,-0.320962,0.000678,0
-0.279293,1.82578,-0.059782,-2.827163,-0.415172,0.900766,-0.232733,0.582144,0.886912,-1.252046,0.983993,0
0.414995,-0.67914,1.310775,0.199014,-0.659157,-0.017954,0.542964,-0.178098,0.090563,0.12086,-0.135433,0
-6.766156,1.061677,2.740482,-0.0468,-1.028926,-0.306309,0.080785,1.62132,1.796317,-0.338207,-0.294039,0
0.494256,-0.104886,-0.819569,0.73994,0.089081,0.761674,0.221551,-0.88442,-0.106595,-0.501583,0.166154,0
0.45196,-0.13941,-0.834409,0.750649,0.008192,0.742569,0.297101,-0.835762,-0.114279,-0.483291,0.151365,0
1.034194,0.424982,-0.747117,0.688748,0.279513,0.894808,0.113556,-1.021759,-0.035753,-0.462754,0.136896,0
-3.293696,-3.775218,-0.547913,0.752141,0.244168,0.00172,0.08286,-0.423468,-1.014082,-1.113721,0.702654,0
-0.496339,1.320796,-1.782494,-1.66397,0.259456,-0.209618,-0.696179,1.540142,-0.044746,-0.067541,0.396236,0
-0.515715,1.332204,-1.100626,-1.293926,-0.149007,0.969313,0.086012,-0.227917,-0.072162,-0.54204,0.067396,0
0.760759,0.102493,-0.440045,0.593944,-0.032649,0.692804,0.261692,-0.827558,-0.154139,-0.39523,0.079414,0
0.886576,0.149472,-0.861716,0.998224,0.308399,-0.51779,-0.336352,0.695992,-0.540016,-0.396325,-0.076905,0
-0.757714,2.051588,-1.714409,-1.824937,0.218365,-0.050618,-0.731602,1.577685,-0.293434,-0.833419,0.215417,0
1.078879,0.413681,-0.503031,0.591927,-0.139419,0.750162,0.372312,-0.830687,-0.186219,-0.401722,0.089289,0
1.18143,0.514818,-0.493827,0.581336,-0.098531,0.776113,0.327528,-0.873523,-0.191335,-0.415087,0.105869,0
1.189034,0.521157,-0.427304,0.554373,0.016873,0.785788,0.221958,-0.925144,-0.183943,-0.417594,0.103376,1
1.189332,0.521902,-0.426407,0.553436,0.006187,0.782027,0.207757,-0.931754,-0.185527,-0.418124,0.103581,0
0.004527,1.567174,-1.315209,-1.625077,-0.202459,1.080903,0.060772,-0.058179,0.539537,-0.514777,0.436649,0
1.210974,0.4779,-0.305975,0.55242,-0.207902,0.698849,0.400777,-0.781607,-0.11706,-0.337809,0.083426,0
0.144792,1.727877,-0.657964,-2.143339,-0.437857,0.866493,0.124489,0.171671,0.486567,0.012961,0.432077,0
-0.707641,-0.323419,-0.549041,-0.456869,-0.155612,0.375738,0.2406,-0.302433,0.228222,1.394086,-0.180751,0
1.132918,0.142674,0.401837,0.521409,-0.402613,0.400413,0.456835,-0.500805,0.419997,0.009439,0.008929,0
1.192478,0.183014,0.385805,0.512595,-0.415697,0.409642,0.468165,-0.504719,0.422876,0.006689,-0.008156,0
1.203357,0.191286,0.3818,0.511351,-0.422239,0.411121,0.475875,-0.502968,0.419748,0.005119,-0.009479,0
1.357808,0.240123,1.168159,0.194248,-0.674731,0.196196,0.577384,-0.344878,0.081885,0.063879,-0.047359,0
1.259068,0.175524,0.604134,0.48147,-0.351076,0.364586,0.393735,-0.492696,0.576887,0.089677,-0.030152,0
1.259164,0.175148,0.61937,0.477456,-0.321084,0.364267,0.330745,-0.52272,0.592742,0.09113,-0.031161,0
-0.356737,-0.054309,0.136078,-0.623002,-0.339286,0.267852,0.337258,-0.25724,-0.203707,1.223134,-0.205553,0
-0.495387,0.074678,0.018241,-0.355611,-0.075278,0.38634,0.127458,-0.541187,-0.406621,0.706888,-0.527432,0
1.27955,0.364161,0.849952,0.248764,-0.568525,0.329417,0.536966,-0.47363,-0.192754,-0.092626,0.054763,0
-0.916892,0.351913,0.860389,-0.772648,-0.253431,0.35156,0.072759,0.101453,0.23702,-0.268391,0.571695,0
-0.669891,2.22294,0.330424,-2.004872,-0.666594,0.714342,0.132835,0.523578,1.062171,-1.34295,-0.464501,0
0.677924,0.688857,0.05953,-0.909735,-0.241202,0.446383,0.215581,-0.367877,-0.014596,1.585198,0.196177,0
0.023858,1.480843,0.8469,-0.54032,0.163507,0.568226,-0.238097,-0.520604,0.326801,-0.506154,-0.901151,0
-0.59765,-0.071565,0.732716,-0.07904,-0.496636,0.308288,0.331358,-0.066705,0.026136,-0.834625,0.265539,0
-3.499328,-2.145973,0.747397,-1.537171,-0.229258,-0.083249,0.222038,0.87265,0.251296,-0.730419,0.501409,0
0.571679,-0.04852,-0.039822,0.331188,-0.186082,0.560065,0.345122,-0.754887,-0.802344,-0.563749,0.144138,0
-0.504197,0.90993,-1.198898,-1.957164,-0.192095,0.937439,-0.004857,0.074757,0.219089,-0.332417,0.824605,0
1.206743,0.577553,-0.028207,0.297242,-0.151723,0.689678,0.298492,-0.875604,-0.7353,-0.51246,0.106927,0
1.232636,0.597096,-0.081873,0.312049,-0.227638,0.692761,0.400923,-0.831975,-0.747238,-0.515552,0.106444,0
1.114212,0.415845,0.135099,0.295237,-0.260908,0.590728,0.36837,-0.760627,-0.598071,-0.409722,0.061231,0
-1.21712,0.49991,0.193788,-1.190042,-0.366334,0.357394,0.198142,0.01382,-0.042777,0.36717,-0.586587,1
1.176063,0.264634,0.618803,0.269467,-0.445869,0.391579,0.468268,-0.546686,-0.21171,-0.167468,0.007515,0
0.332107,-0.618288,0.907942,0.276462,-0.486804,0.131844,0.458681,-0.328205,-0.059104,-0.027518,-0.08248,0
0.343532,-0.607679,1.171846,0.179827,-0.031152,0.156058,-0.09448,-0.593508,0.015859,-0.029185,-0.090815,0
0.27348,1.125511,-1.395256,-0.401501,0.370366,-0.398676,-0.469941,0.791018,-1.236748,1.148026,-0.048014,0
-1.983382,1.535613,-0.983508,-2.199504,-0.278763,0.892545,-0.025501,0.293398,0.072841,-0.463648,-0.005659,0
0.786291,0.194144,0.194712,0.251785,0.10157,0.609687,0.00381,-0.938003,-0.728371,-0.497998,0.100709,0
0.226157,1.533467,-0.669795,-1.985593,-0.252961,0.953317,-0.017518,0.00116,0.139156,-0.445983,0.73944,0
0.170246,1.233434,0.013718,-2.22917,-0.532857,0.637796,0.093823,0.328627,0.52777,0.040973,0.663689,0
1.357808,0.240123,1.168159,0.194248,-0.674731,0.196196,0.577384,-0.344878,0.081885,0.063879,-0.047359,0
1.348198,0.225714,1.378948,0.13349,-0.164032,0.246248,0.124904,-0.560883,0.21585,0.07652,-0.057281,0
-0.325233,1.885457,0.998428,-1.966436,0.974885,0.730194,-1.476984,-0.608242,0.743193,-0.106756,-0.289604,0
1.345177,0.425202,0.44891,0.36207,-0.436084,0.458413,0.480676,-0.578142,-0.038211,-0.141632,0.026712,0
-0.021042,1.824705,-0.037175,-1.701906,-0.543688,0.712806,0.16769,0.235588,0.775989,-0.194115,0.176764,0
-0.238518,1.848728,0.916892,-0.426932,-0.753779,0.686034,0.269611,0.31391,0.599685,-1.624563,1.383226,0
-4.565356,5.746037,1.945759,0.982287,-0.608592,0.72245,-0.100184,0.472602,0.617101,0.882047,1.523496,0
-2.02276,1.324984,0.89394,-0.915528,-0.390049,0.409507,0.003013,0.320707,0.708029,-0.920674,-0.305078,0
-2.547872,-3.435619,1.252475,0.276944,-0.184992,-0.450622,0.167592,-0.00355,-0.361804,-0.225801,0.034234,0
-3.701618,-2.197483,0.601753,-2.396867,-0.443985,-0.158762,-0.13172,1.062397,0.475638,-0.285341,0.923595,0
-4.563379,-0.297785,0.909799,-2.226929,-0.754827,-0.167256,0.086095,1.355995,1.964338,0.092105,-1.906932,0
1.393093,0.488005,0.855305,0.154942,-0.117994,0.452193,0.165111,-0.729272,-0.261378,-0.190873,0.020379,0
1.39338,0.493236,0.856237,0.157747,-0.118155,0.452936,0.16512,-0.729658,-0.261827,-0.190061,0.025588,0
0.82726,-0.121292,1.104049,0.15705,-0.157424,0.257345,0.161046,-0.566661,-0.137665,-0.086912,-0.022755,0
1.129536,0.07284,0.661506,0.548231,0.285111,-0.900123,-0.530471,0.871649,-0.500351,-0.123023,-0.159332,1
1.044019,0.093965,1.08435,0.155557,-0.167171,0.303098,0.171565,-0.598183,-0.121591,-0.077747,-0.022294,0
0.678692,1.130162,-0.038333,-1.08428,-0.428172,0.46485,0.364683,-0.331503,-0.191749,1.735637,-0.083636,0
1.513527,0.464582,1.144192,0.146599,-0.293002,0.331182,0.26661,-0.583251,0.00054,-0.025534,-0.015818,0
1.521372,0.494733,1.14718,0.159369,-0.293719,0.336128,0.266832,-0.586309,-0.001948,-0.022689,0.008967,0
-1.900456,-2.93599,1.968345,0.123726,-0.357223,-0.560611,0.189763,0.168938,0.372174,0.506715,-0.625692,0
-1.863796,-2.898906,1.961623,0.124606,-0.357165,-0.551631,0.190796,0.161534,0.369563,0.502198,-0.618073,0
-3.167794,-1.571971,0.993672,-2.533053,-0.780064,-0.220948,0.04848,1.369488,1.623866,0.230453,-0.111456,0
-5.15354,4.798095,0.740695,-0.725925,-0.313146,0.752099,-0.170609,0.340261,0.718549,-1.106574,-3.144283,1
-2.646188,-3.441591,0.984375,0.339577,-0.264913,-0.400091,0.27385,-0.008407,-0.544174,-0.346331,0.123878,0
-3.615083,-2.480512,-0.038608,-1.340167,-0.187857,-0.086407,-0.018566,0.523941,0.246736,0.160193,0.25252,0
1.555359,0.496298,1.01117,0.210676,-0.349299,0.35606,0.371013,-0.545521,0.080418,-0.014852,-0.008841,0
-3.094639,-2.824077,0.34857,-0.518747,-0.194433,-0.301456,0.177039,0.096466,-0.447303,0.958088,-0.098005,0
0.979831,0.068289,0.570751,0.316278,-0.453103,0.35878,0.479812,-0.504892,-0.128463,-0.138604,-0.012437,0
0.856026,0.87431,0.20676,-0.304991,-0.255054,0.50482,0.307714,-0.545957,-0.142265,0.741,-0.135198,0
-5.628195,4.897602,0.79276,1.439651,-0.268399,0.619476,0.134537,-0.213872,0.01356,0.587454,-1.896054,0
-3.916555,-2.21535,0.066635,-1.605229,-0.273885,-0.091322,-0.014178,0.635132,-0.03558,0.200769,0.550658,1
-5.868745,6.509328,2.329915,-0.164791,-1.146625,0.588354,0.130945,1.315921,2.178378,-1.265603,-2.523976,0
1.512907,0.524164,0.747884,0.25316,-0.50707,0.394342,0.494656,-0.538465,-0.086416,-0.101687,0.014183,0
0.955437,0.989413,0.099387,-0.974856,-0.40725,0.468196,0.330789,-0.36136,-0.214299,1.545908,0.238346,0
1.500877,0.540803,0.760808,0.266397,-0.5038,0.39556,0.495425,-0.537307,-0.092087,-0.095995,0.041367,0
-1.631013,1.572235,-0.396877,-2.213839,-0.510063,0.69717,-0.00258,0.746082,1.661691,-0.30636,0.065789,1
-2.594298,-3.124094,1.515401,0.350269,-0.489334,-0.55456,0.381676,0.192499,0.055766,0.184315,-0.585783,0
1.211771,0.803079,0.722678,-0.40074,-0.391011,0.377716,0.354174,-0.413571,-0.065042,0.833836,0.1336,0
-2.271612,-2.785506,2.307233,-0.166361,0.459091,-0.522077,-0.724846,-0.231692,0.527346,0.767182,-0.932071,0
0.928455,1.034038,0.368814,-1.091942,-0.204128,0.434145,0.10789,-0.394261,-0.053861,1.759904,0.262589,0
1.530152,0.537694,1.093919,0.221163,-0.257772,0.362468,0.266975,-0.593553,0.077447,-0.002733,0.052687,0
1.347748,0.346527,1.075637,0.220962,-0.411281,0.294318,0.337868,-0.521891,0.033267,-0.000689,0.021463,0
1.539109,0.514098,0.981513,0.231213,-0.467937,0.340719,0.448997,-0.505684,0.048057,-0.01956,-0.010179,1
1.320743,0.354633,1.087352,0.240438,-0.412342,0.292623,0.337047,-0.518957,0.031677,0.008201,0.053342,0
-1.031309,0.995793,0.280825,-2.166541,-0.615186,0.515303,0.06282,0.623078,0.750282,-0.397191,0.633087,0
0.650035,-0.211625,-0.128577,0.678824,-0.224082,0.492717,0.386732,-0.59349,0.326793,-0.183292,0.107341,0
0.432457,0.460911,-0.763105,-0.103324,-0.059796,0.754637,0.260975,-0.757653,-0.69989,0.274979,0.324521,0
-0.267841,0.560262,-1.113356,-0.580438,0.134554,0.817964,0.133597,-0.805076,-1.150165,0.612959,0.008198,0
0.627702,-0.243283,-0.064417,0.644908,-0.245325,0.468974,0.393409,-0.569511,0.332671,-0.138052,0.033216,0
0.65947,-0.195036,-0.04993,0.643489,-0.249556,0.475546,0.402259,-0.571938,0.308912,-0.141023,0.052798,0
0.596753,-0.272464,0.213248,0.545334,0.137747,0.474663,-0.013907,-0.742314,0.410531,-0.087922,-0.03662,0
-0.049054,0.841447,-1.114442,-0.756366,-0.023791,0.782227,0.221607,-0.648619,-0.729579,1.206333,0.075631,0
0.08075,0.125985,-0.978791,-0.094416,0.004194,0.74999,0.229712,-0.744491,-0.645151,0.310913,0.178472,0
0.866001,-0.001752,0.058061,0.557096,-0.302214,0.483616,0.423329,-0.580359,0.22067,-0.120578,-0.012808,0
1.064657,0.128172,0.241515,0.522949,-0.367584,0.448784,0.450881,-0.543088,0.309031,-0.050524,-0.019171,0
-0.964057,2.396273,-1.225891,-2.905112,-0.330143,1.17993,-0.095474,0.399013,0.510619,-1.221925,0.16157,0
0.672714,-0.182774,-0.026414,0.633451,-0.221648,0.478042,0.369876,-0.587469,0.316554,-0.134354,0.043193,0
-0.892932,2.187877,-1.943827,-0.884051,0.422093,0.029066,-0.725427,1.218041,-0.395074,-0.81806,0.064514,0
1.364057,0.309727,0.917075,0.263347,-0.564885,0.292316,0.517683,-0.435497,0.09648,0.014628,-0.03591,0
1.394302,0.342429,1.008977,0.229979,-0.397649,0.308701,0.323743,-0.534337,0.120158,0.011091,-0.030966,0
0.502555,1.266575,0.179807,-1.997421,-0.598495,0.509422,0.216271,0.230216,0.512245,0.933838,0.503778,0
1.542706,0.488545,1.052221,0.193589,-0.322724,0.350291,0.329423,-0.562019,0.063023,-0.016748,-0.008771,0
-0.202965,0.199518,0.994759,-0.418602,-0.681222,0.273232,0.387464,0.129833,0.36295,-0.962308,0.242488,0
0.914292,1.206943,0.965071,-1.421213,-0.916136,0.525496,0.332367,0.571937,1.456171,-1.710612,0.589287,0
-0.350208,0.591641,-1.662882,-0.600185,0.136098,0.871388,0.132759,-0.706786,-0.441322,1.24925,0.08287,0
1.332498,0.563156,1.067254,0.011854,1.214049,0.685972,-1.139371,-1.465579,-0.212755,-0.338496,0.049516,1
-2.453336,-3.345074,1.15307,0.31739,-0.28276,-0.4326,0.240801,0.012518,-0.326532,-0.220526,0.042819,0
1.067198,0.08883,0.856853,0.248497,-0.378979,0.306043,0.361562,-0.514865,-0.029497,-0.063545,-0.034081,1
-3.764541,-2.195334,0.944864,-0.826265,-0.348408,-0.30403,0.089174,0.481681,0.180906,-0.001001,-0.827556,0
1.520716,0.460945,0.941552,0.240464,-0.457393,0.34537,0.509847,-0.472556,0.0768,-0.008234,-0.012919,0
0.874847,0.942855,0.006426,-0.502713,-0.360115,0.464507,0.354845,-0.373114,0.437743,1.404514,-0.156531,0
1.53058,0.47814,0.883975,0.270887,-0.553938,0.334984,0.506939,-0.476825,0.097087,-0.003982,-0.000754,0
-3.568391,3.584442,-0.162921,0.286143,-0.260463,0.687048,0.236256,-0.271311,0.203287,0.826928,-1.949227,0
0.876363,0.247865,0.308854,0.27314,-0.058813,0.564712,0.253847,-0.777594,-0.654169,-0.414909,0.122208,0
0.687184,-0.272388,1.008239,0.201184,-0.293735,0.216414,0.23981,-0.504858,-0.111059,-0.082131,-0.034724,0
0.568278,0.974961,0.61144,-1.254193,0.407367,0.467715,-0.451357,-0.704323,-0.222468,1.615177,-0.121603,1
0.692054,-0.274268,0.984069,0.207707,-0.322072,0.219072,0.313325,-0.468574,-0.10714,-0.074247,-0.048845,0
0.818099,0.159825,-0.867747,0.888925,0.416712,-0.477516,-0.426336,0.582619,-0.995367,-0.634964,0.056338,0
0.52005,-0.041664,-0.452177,0.498243,-0.093488,0.6719,0.33184,-0.821669,-0.643463,-0.595266,0.173645,0
0.508609,-0.038549,-0.450315,0.507305,-0.10401,0.669917,0.341407,-0.815066,-0.644752,-0.589623,0.18455,0
-0.075616,0.468473,-0.572536,-0.419973,0.017089,0.669678,0.131051,-0.751688,-0.967531,0.470829,0.005906,0
0.468484,-0.088203,-0.421807,0.495176,-0.10918,0.652536,0.339318,-0.79781,-0.61441,-0.553627,0.130038,0
0.896513,0.255139,-0.218701,0.433582,-0.200564,0.652258,0.389758,-0.774449,-0.493536,-0.435906,0.058051,0
0.897578,0.257474,-0.174142,0.418978,-0.120744,0.65662,0.289846,-0.822319,-0.476975,-0.435185,0.057991,1
1.289096,0.557685,-0.676347,0.828241,0.2489,-0.478713,-0.312725,0.628518,-0.918402,-0.522855,-0.001329,1
-1.43379,2.72145,-1.166397,-2.171728,-0.222108,1.176946,-0.056765,0.108056,0.188163,-1.187077,-0.543761,1
1.059343,0.346645,0.074743,0.360188,-0.052479,0.628049,0.229565,-0.821315,-0.379726,-0.369751,0.048009,0
0.277913,1.462349,-0.43213,-1.387108,-0.351968,0.714609,0.231651,-0.233652,-0.229761,0.832995,0.221869,0
1.448808,0.385508,0.919919,0.270351,-0.404869,0.337727,0.396158,-0.513659,0.178856,0.0153,-0.025665,0
-2.150807,-3.117147,1.39875,0.303441,-0.507362,-0.495443,0.401462,0.181841,0.125187,0.198285,-0.324151,0
-2.069369,-3.110568,2.084031,0.122351,0.084667,-0.525096,-0.023618,0.097807,0.553306,0.55186,-0.659506,0
-2.932099,-2.275509,1.3616,-1.918669,-0.714197,-0.380829,0.08829,1.137084,1.231852,0.287095,-0.057049,0
-0.609435,1.501813,-0.905408,-0.763361,-0.042237,0.852705,0.138824,-0.588089,-0.889751,0.90169,0.133458,0
-0.103008,1.487122,-1.525118,-0.742641,0.36407,-0.227159,-0.615552,1.061068,-0.770034,0.271715,0.26163,0
0.70497,0.181561,-0.4555,0.517802,-0.104832,0.714825,0.342432,-0.848204,-0.627368,-0.572761,0.20629,0
0.860291,-0.247183,1.19351,0.218179,-0.647049,0.096896,0.551104,-0.273159,0.084033,0.057561,-0.047123,0
