@relation mydataframe
@attribute ev.g. numeric
@attribute iv.g. numeric
@attribute l numeric
@attribute i numeric
@attribute e numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute locCodeAndComment numeric
@attribute uniq_Op numeric
@attribute bug {'1','0'}
@data
1,2,0.16,14.45,592.07,0,2,0,8,'0'
1,2,0.16,14.45,592.07,0,2,0,8,'0'
1,2,0.15,16.56,736.09,0,3,0,8,'0'
1,1,0.5,11.23,44.92,0,0,0,4,'0'
1,1,0.5,13.5,54,0,2,0,4,'0'
1,2,0.14,15.06,809.7,0,2,0,8,'0'
1,2,0.16,14.45,592.07,0,2,0,8,'0'
1,2,0.16,14.45,592.07,0,2,0,8,'0'
1,2,0.17,15.23,548.26,0,3,0,8,'0'
1,2,0.16,14.45,592.07,0,3,0,8,'0'
1,2,0.16,14.45,592.07,0,3,0,8,'0'
1,1,0.5,11.23,44.92,0,0,0,4,'0'
1,2,0.17,15.23,548.26,0,3,0,8,'0'
1,1,0.27,12.4,174.4,2,1,0,6,'0'
1,2,0.17,11.35,408.69,0,4,0,8,'0'
1,2,0.16,14.45,592.07,0,2,0,8,'0'
1,2,0.16,14.45,592.07,0,3,0,8,'0'
1,2,0.17,15.23,548.26,0,3,0,8,'0'
1,2,0.19,14.28,406.12,0,4,0,8,'0'
1,2,0.16,14.45,592.07,0,3,0,8,'0'
1,2,0.19,14.28,406.12,0,4,0,8,'0'
1,2,0.16,14.45,592.07,0,2,0,8,'0'
1,2,0.16,14.45,592.07,0,3,0,8,'0'
1,2,0.16,14.45,592.07,0,3,0,8,'0'
5,9,0.05,35.23,11773.96,2,3,0,15,'0'
1,2,0.16,21.02,813.86,0,0,0,8,'0'
1,1,0.33,28,252,0,1,0,6,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.22,4.44,90,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.08,22.36,3472.18,0,1,0,12,'0'
1,1,0.08,22.36,3472.18,0,1,0,12,'0'
1,3,0.1,24.4,2391.62,2,1,0,11,'0'
1,1,0.67,12.06,27.14,0,0,0,3,'0'
1,1,0.67,12.06,27.14,0,0,0,3,'0'
1,1,0,0,0,0,0,0,2,'0'
1,1,0.1,74.84,7209.3,0,2,0,10,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,12.06,27.14,0,0,0,3,'0'
1,1,0.67,12.06,27.14,0,0,0,3,'0'
1,1,0.29,8.15,99.85,0,0,0,7,'0'
1,3,0.09,40.66,5624.8,7,4,0,13,'0'
1,1,0.4,9.6,60,0,0,0,5,'0'
3,5,0.09,45.68,5266.05,1,1,0,12,'0'
3,5,0.08,56.16,8293.01,1,1,0,13,'0'
3,5,0.08,81.84,11784.37,0,2,0,15,'0'
3,4,0.06,13.14,3632.76,0,1,0,14,'0'
1,2,0.09,16.21,1962.54,0,1,0,11,'0'
1,9,0.06,68.06,16898.58,0,3,0,16,'0'
3,5,0.09,45.65,5574.06,1,0,0,13,'0'
1,5,0.06,49.98,13409.92,4,4,0,13,'0'
1,1,0.21,15.5,337.59,2,2,0,8,'0'
1,3,0.16,14.8,587.22,0,1,0,7,'0'
1,7,0.06,57.43,15553.76,1,4,0,18,'0'
1,1,0.3,22.83,253.69,1,2,0,5,'0'
5,11,0.05,43.27,14608.84,4,4,0,15,'0'
1,4,0.12,36.6,2512.57,0,0,0,8,'0'
8,13,0.05,35.44,14362.87,3,2,0,17,'0'
1,2,0.16,21.02,813.86,0,0,0,8,'0'
1,1,0.33,24.74,222.69,0,1,0,6,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,2,0.18,23.83,747.25,0,1,0,8,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,2,0.16,21.02,813.86,0,0,0,8,'0'
8,13,0.05,35.44,14362.87,3,2,0,17,'0'
1,1,0.33,24.74,222.69,0,1,0,6,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
3,3,0.23,50.66,969.74,0,2,0,7,'0'
11,18,0.07,58.14,10502.26,1,2,0,12,'0'
1,2,0.15,17.59,831.38,0,1,0,10,'0'
1,1,0.33,16.73,150.57,0,0,0,6,'0'
1,1,0.33,16.73,150.57,0,1,0,6,'0'
1,4,0.09,30.85,4246.69,0,0,0,11,'0'
1,1,0.33,16.73,150.57,0,0,0,6,'0'
3,7,0.05,44.46,20870.83,0,4,0,16,'0'
5,12,0.05,46.66,17006.5,4,5,0,15,'0'
1,1,0.18,30.84,902.22,0,4,0,7,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,2,0.16,21.02,813.86,0,0,0,8,'0'
1,1,0.33,28,252,0,1,0,6,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,2,0.15,30.44,1301.39,0,0,0,10,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
3,6,0.06,40.93,11369.91,3,2,0,14,'0'
3,3,0.15,47.56,2048.33,0,3,0,7,'0'
1,1,0.4,89.39,558.7,0,1,0,5,'0'
3,5,0.09,36.86,5016.67,1,1,0,14,'0'
1,7,0.06,51.9,12497.82,0,0,0,18,'0'
1,2,0.14,38.54,1834.9,1,3,0,9,'0'
1,1,0.17,29.28,1054.16,1,3,0,9,'0'
1,3,0.11,43.11,3356.39,1,2,0,10,'0'
1,2,0.11,33.65,2605.92,1,2,0,11,'0'
1,2,0.14,35.82,1791.33,1,2,0,9,'0'
1,3,0.1,39.13,3686.11,1,2,0,11,'0'
1,2,0.14,35.82,1791.33,1,3,0,9,'0'
1,2,0.12,32.63,2123.35,1,3,0,11,'0'
1,1,0.17,29.28,1054.16,1,2,0,9,'0'
1,2,0.14,38.54,1834.9,1,3,0,9,'0'
1,1,0.17,29.28,1054.16,1,2,0,9,'0'
1,1,0.17,29.28,1054.16,1,2,0,9,'0'
1,1,0.17,29.28,1054.16,1,2,0,9,'0'
1,1,0.15,45.35,1916.22,1,3,0,9,'0'
1,2,0.14,38.54,1834.9,1,3,0,9,'0'
1,1,0.17,29.28,1054.16,1,2,0,9,'0'
1,2,0.14,35.82,1791.33,1,3,0,9,'0'
1,1,0.17,29.28,1054.16,1,2,0,9,'0'
1,1,0.16,40.53,1551.63,1,2,0,9,'0'
1,1,0.16,40.53,1551.63,1,2,0,9,'0'
1,2,0.14,38.84,2013.72,1,3,0,9,'0'
1,1,0.16,28.94,1176.04,1,3,0,9,'0'
1,1,0.16,40.53,1551.63,1,2,0,9,'0'
7,22,0.03,60.45,88254.54,7,9,0,21,'0'
5,4,0.09,21.06,2456.25,2,2,0,12,'0'
1,4,0.07,40.82,7924.63,0,6,0,11,'0'
1,1,0.24,11.95,210.8,0,0,0,7,'0'
1,2,0.18,166.37,4976.76,0,1,0,8,'0'
1,2,0.16,23.6,936.67,0,3,0,9,'0'
1,2,0.16,23.6,936.67,0,3,0,9,'0'
1,2,0.17,20.85,750.59,0,3,0,9,'0'
1,3,0.09,20.92,2790.22,3,4,0,11,'0'
5,6,0.07,31.23,6679.22,0,0,0,12,'0'
3,7,0.05,46.71,18105.81,0,3,0,15,'0'
1,1,0.33,12.18,109.62,0,0,0,6,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.33,16.73,150.57,0,0,0,6,'0'
1,1,0.19,33.17,914.37,0,4,0,7,'0'
1,2,0.16,21.02,813.86,0,0,0,8,'0'
8,13,0.05,35.44,14362.87,3,2,0,17,'0'
1,1,0.33,28,252,0,1,0,6,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,2,0.16,21.02,813.86,0,0,0,8,'0'
1,1,0.33,28,252,0,1,0,6,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,2,0.16,21.02,813.86,0,0,0,8,'0'
8,13,0.05,35.44,14362.87,3,2,0,17,'0'
1,1,0.33,28,252,0,1,0,6,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
7,12,0.04,63.6,42656.7,7,6,0,20,'0'
1,4,0.08,50.04,7254.53,0,4,0,14,'0'
1,4,0.09,49.72,6040.05,0,5,0,13,'0'
3,4,0.07,46.32,8591.51,0,2,0,13,'0'
1,3,0.1,46.62,5062.36,0,1,0,11,'0'
1,1,0.22,19.46,394.06,1,0,0,7,'0'
4,5,0.06,29.87,8344.83,0,4,0,13,'0'
1,2,0.11,38.52,2939.56,0,1,0,11,'0'
1,3,0.11,32.82,2757.59,0,1,0,11,'0'
1,2,0.12,17.28,1200,0,1,0,10,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.2,26.11,667.33,0,1,0,7,'0'
1,1,0.17,62.53,2180.08,0,0,0,8,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,2,0.12,44.55,3327.5,0,4,0,11,'0'
1,1,0.31,40.76,425.45,0,2,0,6,'0'
1,1,0.34,20.16,171.53,0,2,0,5,'0'
1,1,0.25,17.92,286.8,0,0,0,6,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,3,0.11,65.97,5829.1,0,3,0,12,'0'
1,1,0.31,51.76,525.93,0,2,0,6,'0'
1,1,0.27,46.22,639.24,0,2,0,7,'0'
1,4,0.11,44.45,3989.43,0,1,0,12,'0'
1,4,0.08,48.52,8199.5,0,3,0,13,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.17,48.95,1693.64,0,0,0,8,'0'
1,4,0.07,33.51,7408.8,0,2,0,18,'0'
1,1,0.31,33.72,361.18,0,2,0,6,'0'
1,4,0.1,37.72,3425.73,0,2,0,12,'0'
1,3,0.14,32.84,1641.93,0,0,0,11,'0'
1,1,0.5,14.26,57.06,0,0,0,4,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,1,8,8,0,0,0,2,'0'
1,1,2,16,4,0,0,0,1,'0'
1,1,2,16,4,0,0,0,1,'0'
1,4,0.13,132.09,7990.75,0,0,0,10,'0'
1,2,0.18,51.49,1507.89,0,0,0,8,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.25,17.92,286.8,0,0,0,6,'0'
1,1,0.15,77.55,3446.62,0,0,0,9,'0'
1,1,0.31,48.04,491.94,0,2,0,6,'0'
1,4,0.11,44.45,3989.43,0,2,0,12,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.11,20.85,1864,0,1,0,13,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,3,0.12,33.04,2155.65,0,0,0,10,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,4,0.06,13.45,3756.37,0,2,0,13,'0'
1,4,0.07,18.76,4192.89,0,0,0,13,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.21,16.32,355.35,0,0,0,8,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.19,27.26,737.24,0,0,0,8,'0'
1,1,0.31,33.72,361.18,0,2,0,6,'0'
1,1,0.19,27.26,737.24,0,0,0,8,'0'
1,1,0.31,33.72,361.18,0,2,0,6,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.31,44.37,458.43,0,2,0,6,'0'
1,1,0.34,20.16,171.53,0,2,0,5,'0'
1,1,0.09,23.68,3090.09,0,1,0,11,'0'
3,4,0.04,42.1,27017.88,0,8,1,28,'0'
1,1,0.67,5.33,12,1,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.15,16.68,788.52,0,1,0,11,'0'
1,1,0.2,32.53,781.11,0,1,0,7,'0'
1,1,0.31,33.72,361.18,0,2,0,6,'0'
1,1,0.18,41.07,1210.42,0,0,0,8,'0'
1,2,0.15,14.28,634.56,0,0,0,8,'0'
1,1,0.33,14.99,134.92,0,0,0,6,'0'
1,2,0.16,24.97,975.5,0,1,0,10,'0'
1,5,0.07,25.72,5407.39,0,1,0,15,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.17,55.66,1933.99,0,0,0,8,'0'
1,1,0.31,37.21,393.02,0,2,0,6,'0'
1,1,0.34,20.16,171.53,0,2,0,5,'0'
1,1,0.23,12.65,242.16,0,1,0,7,'0'
1,1,0.33,9.51,85.59,0,0,0,6,'0'
1,1,0.17,48.95,1693.64,0,0,0,8,'0'
1,1,0.31,33.72,361.18,0,2,0,6,'0'
1,1,0.34,20.16,171.53,0,2,0,5,'0'
3,4,0.07,26.52,5576.53,1,6,0,14,'0'
1,1,0.18,54.15,1671.27,0,0,0,8,'0'
1,1,0.31,37.21,393.02,0,2,0,6,'0'
1,1,0.18,39.43,1162,0,0,0,8,'0'
1,1,0.31,37.21,393.02,0,2,0,6,'0'
1,1,0.25,23,368,0,2,0,8,'0'
1,3,0.16,16.5,654.97,0,0,0,7,'0'
1,1,0.21,24.35,564.06,0,1,0,7,'0'
1,1,0.17,24.76,826.58,0,1,0,8,'0'
1,1,0.2,20.56,513.99,0,1,0,7,'0'
1,2,0.22,6.67,135,0,0,0,6,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.5,13.5,54,0,0,0,4,'0'
1,1,0.5,13.5,54,0,0,0,4,'0'
1,1,0.5,9.83,39.3,0,0,0,4,'0'
1,1,0.5,13.5,54,0,0,0,4,'0'
1,1,0.24,23.07,392.63,0,0,0,6,'0'
1,1,0.5,13.5,54,0,0,0,4,'0'
1,1,0.24,24.92,424.04,0,0,0,6,'0'
1,1,0.22,23.69,479.73,0,0,0,6,'0'
1,1,0.22,23.69,479.73,0,0,0,6,'0'
1,6,0.05,20.7,8842.33,3,3,0,16,'0'
1,2,0.18,33.6,1078.92,1,2,0,10,'0'
1,2,0.29,12.85,157.4,0,0,0,7,'0'
1,2,0.33,13.29,119.59,0,0,0,6,'0'
1,2,0.29,12.85,157.4,0,0,0,7,'0'
1,2,0.33,13.29,119.59,0,0,0,6,'0'
1,9,0.05,37.59,14609.41,8,10,0,24,'0'
1,2,0.29,12.85,157.4,0,0,0,7,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,2,0.13,12.8,720,0,1,0,10,'0'
1,3,0.1,9.52,951.84,0,0,0,10,'0'
1,2,0.07,20.68,4822.86,1,5,0,14,'0'
1,1,0.42,17.17,98.9,0,0,0,4,'0'
1,1,0.56,21.67,70.2,0,0,0,3,'0'
1,4,0.06,27.57,7345.59,3,2,0,15,'0'
1,1,0.4,12,75,0,0,1,5,'0'
1,1,0.33,9,81,0,0,1,6,'0'
1,1,0.33,9,81,0,0,0,6,'0'
1,1,0.33,9,81,0,0,1,6,'0'
1,1,0.33,14.4,129.56,0,0,1,6,'0'
1,1,0.33,9,81,0,0,1,6,'0'
1,1,0.33,9,81,0,0,1,6,'0'
1,1,0.5,11.23,44.92,0,0,0,4,'0'
1,1,0.33,9,81,0,0,1,6,'0'
1,3,0.12,21.79,1636.87,0,0,0,12,'0'
1,3,0.05,17.38,5757.8,2,0,0,14,'0'
1,1,0.13,13.87,780,0,1,0,10,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.33,9,81,0,0,0,6,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.29,8.15,99.85,0,0,0,7,'0'
1,1,0.4,10.8,67.5,0,0,0,5,'0'
1,1,0.67,16.84,37.9,0,0,0,3,'0'
4,5,0.04,37.85,19161.04,16,5,0,27,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,1,0.4,6.2,38.77,0,0,0,5,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,1,0.4,7.86,49.13,0,0,0,5,'0'
1,1,0.24,9.36,162.5,0,0,0,5,'0'
1,1,0.24,9.36,162.5,0,0,0,5,'0'
1,1,0.24,9.36,162.5,0,0,0,5,'0'
1,1,0.24,9.36,162.5,0,0,0,5,'0'
1,2,0.15,8.3,369.01,0,0,0,8,'0'
1,2,0.29,19.03,233.13,3,0,0,7,'0'
1,2,0.05,10.11,4460.32,0,2,5,14,'0'
1,2,0.21,17.95,390.89,3,0,0,8,'0'
1,1,0.08,26.69,4665.3,3,8,0,14,'0'
1,2,0.29,19.03,233.13,1,0,2,7,'0'
1,2,0.29,19.03,233.13,1,0,2,7,'0'
1,2,0.33,20.31,182.83,1,0,2,6,'0'
1,2,0.33,20.31,182.83,1,0,1,6,'0'
1,1,0.5,7.75,31.02,2,0,0,4,'0'
1,1,0.5,7.75,31.02,0,0,0,4,'0'
1,2,0.13,16.14,908.35,0,1,0,9,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,2,0.22,6.67,135,0,0,0,6,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,2,0.23,11.07,211.89,0,0,0,7,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,4,0.12,34.05,2297.39,11,4,0,10,'0'
1,1,0,0,0,0,0,0,1,'0'
1,4,0.08,28.43,4184.99,1,6,0,14,'0'
1,1,0,0,0,0,0,0,1,'0'
1,6,0.04,77.31,54152.01,19,21,3,17,'0'
1,1,1,18.09,18.09,0,0,0,2,'0'
1,1,2,9.51,2.38,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
11,12,0.03,39.84,38405.82,19,0,4,25,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,2,0.11,51.12,4141.1,10,13,0,12,'0'
1,3,0.09,34.19,4092.71,2,3,0,12,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,3,0.07,34.34,7120.92,2,4,0,12,'0'
3,5,0.08,33.74,5188.53,9,8,0,12,'0'
1,1,0.09,15.21,2036.57,0,3,0,9,'0'
1,3,0.11,33.65,2605.92,2,3,0,11,'0'
1,3,0.11,33.65,2605.92,2,6,0,11,'0'
1,3,0.11,33.65,2605.92,2,6,0,11,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
3,3,0.09,48.26,6382.12,0,0,0,13,'0'
1,1,0.1,18.26,1842.32,0,1,0,13,'0'
1,7,0.07,66.4,12667.99,3,7,0,13,'0'
1,2,0.19,13.18,363.24,0,1,0,7,'0'
1,1,0.21,8.54,186.03,0,0,0,7,'0'
26,29,0.02,193.06,324803.51,6,13,11,23,'0'
1,2,0.14,14.51,711.05,1,2,3,10,'0'
1,1,0,0,0,0,1,0,1,'0'
1,1,0,0,0,0,0,0,6,'0'
1,2,0.14,25.29,1360.08,0,3,0,11,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,2,23.22,5.8,0,0,0,1,'0'
1,1,0,0,0,0,1,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,1,'0'
1,2,0.14,21.83,1131.65,0,1,0,9,'0'
1,1,0.08,13.11,1966.61,0,0,0,14,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.4,6.2,38.77,0,0,0,5,'0'
1,1,0.5,11.63,46.53,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,3,0.11,25.92,2304.56,0,6,0,12,'0'
1,3,0.1,36.87,3600.62,0,3,0,12,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0.25,33.18,541.07,1,0,0,7,'0'
10,15,0.03,74.25,84710.46,4,9,5,24,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,3,0.07,28.84,6634.95,0,2,0,13,'0'
3,6,0.05,30.92,11576.4,0,2,0,18,'0'
1,2,0.12,13.4,936,0,1,0,9,'0'
1,2,0.07,8.95,1830.4,0,1,0,11,'0'
1,3,0.1,36.87,3600.62,1,3,0,12,'0'
1,2,0.19,13.18,363.24,0,1,0,7,'0'
1,8,0.06,58.98,19426.48,1,20,0,17,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,2,0.17,6,216,0,1,0,6,'0'
1,1,0.13,12.27,690,0,0,1,10,'0'
3,3,0.17,15.86,571.1,0,1,0,8,'0'
1,6,0.06,79.31,21710.74,5,12,3,14,'0'
1,4,0.06,79.11,20425.58,2,11,3,14,'0'
6,11,0.04,89.18,44799.75,20,10,3,20,'0'
7,12,0.04,93.92,49471.62,20,12,6,20,'0'
1,2,0.14,28.38,1471.15,1,2,0,8,'0'
1,1,0.43,54.91,292.41,0,0,0,4,'0'
1,1,0.39,32.29,213.55,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0.2,10.75,268.87,0,0,0,8,'0'
1,2,0.1,19.91,1957.73,0,2,0,14,'0'
1,2,0.1,18.49,1684.45,0,2,0,14,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.3,27.41,304.59,0,0,0,5,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.4,6.2,38.77,0,0,0,5,'0'
1,2,0.24,12.8,225.85,0,0,0,7,'0'
1,3,0.14,15.65,836.91,2,1,0,9,'0'
1,2,0.21,12.33,284.19,0,0,0,8,'0'
1,2,0.08,38.05,5945.41,5,9,0,15,'0'
1,2,0.2,15.2,380,0,0,0,10,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.17,22.21,799.54,0,0,0,7,'0'
1,1,0.12,13.92,966.67,0,1,0,10,'0'
1,4,0.14,29.53,1506.49,0,0,0,10,'0'
1,1,0.23,29.98,592.26,0,0,3,5,'0'
1,3,0.09,14.41,1743.03,0,0,1,11,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.13,15.63,879.05,0,1,0,9,'0'
1,1,0.12,19.5,1287.46,0,0,0,10,'0'
1,3,0.09,14.41,1743.03,0,0,1,11,'0'
1,1,0.11,17.59,1404.74,0,1,0,11,'0'
1,2,0.2,15.2,380,0,0,0,10,'0'
1,2,0.2,15.2,380,0,0,0,10,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.67,7.74,17.41,0,0,0,3,'0'
1,1,0.39,32.29,213.55,0,1,0,3,'0'
1,1,0.5,5.8,23.22,0,0,0,4,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,0.67,16.84,37.9,0,0,0,3,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0.17,9.56,344.16,0,1,0,8,'0'
1,2,0.3,9.9,110,0,1,0,5,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0,0,0,0,0,0,0,'0'
1,1,2,32.5,8.13,0,0,0,1,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,14,0.04,61.44,34054,0,6,0,16,'0'
3,3,0.1,30.72,2920.69,1,0,0,13,'0'
7,2,0.1,50.52,4656,1,1,0,12,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0,0,0,0,0,0,0,'0'
1,1,0,0,0,0,0,0,0,'0'
1,2,0,0,0,0,0,0,0,'0'
9,2,0.09,79.66,10307.52,1,1,0,13,'0'
1,1,0.67,5.33,12,0,0,0,3,'0'
1,1,0,0,0,0,0,0,1,'0'
1,1,0,0,0,0,0,0,1,'0'
5,6,0.08,39.12,6504.61,1,2,0,14,'0'
8,16,0.04,61.92,38702.28,9,9,0,20,'0'
5,7,0.1,40.75,4262.28,3,4,0,15,'0'
1,4,0.13,34.8,2157.9,1,3,0,12,'0'
1,2,0.09,25.98,3435.99,1,2,0,11,'0'
15,19,0.04,70.4,49778.18,12,3,3,20,'0'
6,10,0.06,54.12,16870.97,1,3,0,16,'0'
1,6,0.08,55.71,8359.77,4,4,0,12,'0'
1,1,1,8,8,0,0,0,2,'0'
3,10,0.07,100.98,22027.25,4,12,0,16,'0'
1,2,0.16,124.45,4983.78,0,1,0,9,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,4.75,4.75,0,0,0,2,'0'
1,1,1,8,8,0,0,0,2,'0'
