@relation mydataframe
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute bug {'1','0'}
@data
2,14,48,12,3,0.886364,306,1,0,0.218182,0,23.833333,4,'0'
0,23,161,11,20,0.787879,295,2,0.830357,0.221591,6,11.565217,3,'1'
0,24,523,24,33,0.920814,343,2,0.34,0.144385,1,8.428571,2,'0'
0,11,31,6,13,0.346154,326,2,0,0.321429,0,22.142857,8,'1'
0,9,92,7,17,0.703125,141,1,0.869159,0.294118,4,7.058824,3,'1'
0,5,0,0,2,0,20,0,0.944444,0.75,0,8.5,1,'0'
0,4,0,0,1,2,1,0,0,1,0,0,1,'0'
4,11,9,6,3,0.4,46,0,0.809524,0.361111,0,6.5,2,'0'
0,5,0,1,1,2,1,0,0,1,0,0,1,'0'
0,8,16,8,7,0.125,108,1,0.793103,0.333333,3,10.888889,1,'0'
0,14,72,14,7,0.780952,396,2,0.708333,0.225,1,23.3125,10,'1'
0,13,189,13,20,0.928571,232,1,0.459459,0.174603,1,9.090909,1,'1'
0,15,15,15,5,2,69,0,0.861111,0.366667,0,10.5,1,'0'
1,7,3,6,2,2,96,0,0,0.533333,0,31,3,'1'
0,5,3,5,5,0.5,141,2,0.5,0.267857,2,18.571429,3,'1'
0,14,93,14,8,0.821429,217,1,0.657143,0.261905,3,13.2,2,'0'
0,16,3,5,3,2,47,0,0,0.416667,0,14.666667,5,'1'
1,18,9,11,6,0.333333,55,1,0.814815,0.333333,0,6.714286,2,'0'
0,4,7,2,5,0.866667,46,1,0,0.583333,0,6.166667,2,'1'
0,73,429,4,28,0.896552,693,1,0,0.103448,1,22.066667,8,'1'
0,4,0,1,1,2,1,0,0,1,0,0,1,'0'
0,14,1436,13,45,0.663636,650,1,0,0.125758,0,10.5,6,'0'
0,12,49,11,1,0.7,197,0,0.470588,0.4,4,16.818182,9,'0'
0,5,0,2,1,2,1,0,0,1,0,0,1,'0'
0,28,0,0,1,2,1,0,0,1,0,0,1,'0'
0,15,3,12,2,1.041667,431,0,0,0.666667,0,138.666667,4,'1'
0,4,30,4,9,0.25,50,0,0.766667,0.555556,5,4.444444,1,'1'
0,0,1,0,2,2,2,0,0,1,0,0,1,'1'
0,3,0,1,3,0,17,1,0,0.666667,0,4.333333,1,'1'
0,4,1,2,2,2,2,0,0,0.625,0,0,1,'1'
0,5,0,0,5,0,53,0,0.944444,0.6,1,9.4,1,'0'
0,19,217,18,23,0.636364,247,3,0.435897,0.241546,2,9.608696,2,'0'
0,10,1,9,2,0.5,157,2,0,0.666667,0,50.666667,6,'1'
0,6,1,6,2,2,23,0,0,0.75,0,10.5,1,'0'
0,2,10,2,6,0.714286,188,0,0,0.285714,0,22,2,'0'
0,16,206,15,18,0.800926,448,1,0.361111,0.190476,1,16.56,4,'0'
0,6,0,1,1,2,1,0,0,1,0,0,1,'0'
0,6,4,6,4,0.75,47,1,0.826087,0.533333,0,8,1,'0'
9,20,3,4,7,0.111111,73,1,0.619048,0.5,1,6.2,1,'0'
0,8,4,7,9,0.5,92,1,0.942308,0.388889,2,9,2,'1'
1,9,2,8,4,0.75,68,1,0.9,0.4,0,11.8,3,'0'
0,4,1,2,2,2,31,0,0.964286,0.75,0,14.5,1,'0'
0,11,1,10,6,0.638889,126,4,0.619048,0.277778,1,11.2,2,'0'
0,8,19,7,5,0.5,59,0,0.821429,0.464286,1,7.285714,2,'0'
24,36,48,11,7,0.727273,139,1,0.565217,0.277778,1,10.333333,2,'1'
0,2,1,1,2,2,16,0,0,0.666667,0,7,3,'0'
2,8,37,6,4,0.666667,122,1,0.7,0.3,1,9.818182,1,'0'
0,2,1,0,2,2,2,0,0,0.75,0,0,1,'1'
0,7,0,7,2,0.25,56,0,0.846154,0.5,1,10,1,'0'
0,5,0,0,1,2,1,0,0,1,0,0,1,'0'
0,4,3,4,2,2,16,0,0.958333,0.5,1,4.333333,1,'0'
0,23,61,19,5,0.89011,182,3,0,0.201923,0,11.5,2,'0'
3,12,21,9,6,0.722222,151,2,0,0.37037,0,13.7,1,'1'
0,3,0,3,4,0.333333,34,0,0,0.5,0,7.25,2,'0'
0,6,36,6,8,2,51,0,0,0.142857,0,4.666667,1,'0'
0,2,3,1,3,1.5,17,0,1,0.777778,0,4.333333,0,'0'
0,10,27,10,10,0.690476,274,1,0.723404,0.222222,1,16.866667,3,'0'
0,20,6,19,8,0.416667,147,3,0,0.265625,0,15,2,'1'
0,4,0,4,3,0.333333,28,0,0.884615,0.4375,1,5.75,1,'0'
0,0,0,0,1,2,1,0,0,1,0,0,1,'0'
0,8,10,4,5,2,5,0,0,0.4,0,0,1,'1'
0,25,339,24,23,0.912088,315,2,0.404762,0.144231,2,10.407407,2,'0'
0,9,43,9,9,0,103,2,0,0.257143,0,9.1,4,'1'
0,1,3,1,3,2,12,0,0.923077,0.666667,2,3,1,'0'
0,21,153,17,17,2,154,0,0,0.166667,0,7.555556,3,'0'
0,6,1,0,2,2,2,0,0,1,0,0,1,'0'
0,8,1,2,2,2,2,0,0,0.666667,0,0,1,'1'
0,8,6,4,3,2,62,0,0,0.458333,0,14.5,3,'0'
0,11,1,11,3,0.75,88,3,0.764706,0.466667,2,13,2,'1'
0,7,0,6,5,0.666667,84,2,0.777778,0.285714,1,10.571429,1,'0'
0,12,12,11,7,0.771429,100,4,0,0.309524,0,10.875,3,'0'
0,4,5,4,1,0.5,99,0,0.862069,0.533333,2,15.166667,2,'1'
0,9,0,1,1,2,1,0,0,1,0,0,1,'0'
0,48,58,16,13,0.805556,183,4,0,0.196581,0,12.615385,6,'1'
0,23,21,23,2,2,213,0,0.821429,0.47619,2,29.428571,4,'0'
0,16,66,14,8,0.541667,236,1,0.541667,0.34375,1,17,2,'1'
2,5,3,3,2,2,17,0,0.92,0.555556,1,4.666667,1,'1'
0,8,0,8,1,0.666667,161,2,0.846154,0.36,1,25.333333,6,'1'
0,12,0,12,5,0.642857,114,2,0.76,0.314286,0,12.75,2,'0'
0,4,0,3,3,0,31,0,0,0.583333,0,9,1,'0'
2,7,1,5,0,2,49,0,0.95,0.625,0,23.5,3,'0'
0,12,3,2,3,2,3,0,0,0.555556,0,0,1,'1'
0,13,39,12,11,0.8,101,4,0,0.272727,0,7.818182,1,'0'
0,0,0,0,0,2,10,0,0,0,0,0,0,'0'
0,1,3,1,3,2,12,0,0.923077,0.666667,2,3,1,'1'
0,7,3,6,4,0,46,1,0.782609,0.375,1,6.5,1,'0'
0,4,43,3,10,0.1,124,1,0,0.363636,0,10.181818,3,'0'
0,22,44,16,10,0.797619,248,3,0.590909,0.229167,1,17.538462,2,'1'
0,4,3,3,1,2,330,0,0.666667,1,1,109,1,'0'
0,102,105,1,15,2,15,0,0,0.311111,0,0,1,'1'
0,3,0,2,2,0,12,1,0,0.75,0,4.5,1,'1'
0,8,26,8,8,0.857143,43,0,0.758621,0.416667,1,4.25,1,'0'
13,31,100,7,16,0.783333,167,2,0,0.239583,0,9.1875,3,'1'
0,3,1,1,2,2,2,0,0,1,0,0,1,'0'
0,2,5,0,5,0.7,166,0,0,0.5,0,25.666667,1,'1'
0,3,0,2,3,0.5,29,0,0,0.666667,0,8,1,'0'
0,31,1,0,2,2,2,0,0,0.833333,0,0,1,'0'
0,11,17,5,6,0.666667,90,1,0.375,0.375,0,11.571429,2,'0'
0,4,39,4,13,0.692308,231,1,0,0.261538,0,15.142857,1,'0'
0,9,1,5,3,0,26,1,0,0.5,0,7.333333,1,'1'
0,4,1,3,2,2,52,0,0,0.666667,0,25,3,'1'
0,2,1,2,2,2,7,0,0,0.75,0,2.5,1,'0'
0,8,60,8,9,0.363636,101,0,0.62069,0.354167,1,7.333333,3,'0'
1,4,1,2,2,2,5,0,0,0.75,0,1.5,1,'1'
0,7,137,6,21,0.772727,230,0,0.560976,0.402174,6,8.782609,4,'0'
0,9,825,7,35,0.838095,785,1,0,0.261905,0,17.023256,1,'1'
0,8,0,6,8,0.5625,140,1,0,0.333333,0,14.111111,3,'0'
0,13,0,11,5,0.642857,142,4,0.684211,0.392857,1,16.25,3,'1'
0,0,2,0,5,0.625,29,0,0,0.466667,0,4.4,1,'0'
0,7,0,5,4,0,64,1,0.692308,0.45,1,11.6,1,'0'
0,9,26,8,9,0.555556,214,3,0.592593,0.307692,1,15.230769,8,'1'
0,0,3,0,3,2,57,0,0,0.444444,0,18,1,'0'
0,26,136,12,16,2,275,0,0,0.303922,0,15.176471,4,'1'
0,35,378,27,27,2,183,0,0,0.142857,0,5.535714,1,'1'
0,1,3,0,3,2,22,0,0,0.444444,0,6.333333,1,'1'
2,17,39,15,2,0.777778,221,0,0,0.37037,0,21,2,'0'
0,8,0,1,2,1,21,0,0.944444,0.75,0,8.5,1,'1'
0,6,3,4,2,2,23,0,0,0.5,0,6.666667,1,'0'
0,1,1,0,2,2,2,0,0,1,0,0,1,'0'
0,17,1,2,2,2,2,0,0,1,0,0,1,'0'
1,3,0,2,1,0,44,0,0.952381,0.75,1,20,2,'0'
0,5,6,4,4,2,25,0,0.970297,0.625,2,5.25,1,'1'
0,4,0,0,6,0.4,57,0,0,0.5,0,8,2,'0'
0,2,0,1,1,2,5,0,1,1,0,4,0,'1'
0,4,0,2,3,0.5,32,1,0.894737,0.555556,0,9,1,'0'
0,20,431,18,30,0.947619,251,3,0.369565,0.162963,2,6.645161,2,'0'
0,0,0,0,0,2,0,0,0,0,0,0,0,'0'
0,1,4,1,5,0,62,0,0,0.6,0,11.2,2,'0'
0,6,298,3,28,0.907407,271,0,0,0.1875,0,8.25,9,'0'
0,6,0,6,2,0,24,1,0.956522,0.6,0,10.5,1,'1'
0,20,7,18,5,0.6,256,1,0,0.342857,0,41.333333,5,'0'
0,10,171,2,12,2,720,0,0,0.276316,0,36.894737,11,'1'
0,3,0,2,2,0,25,1,0.944444,0.666667,0,11,1,'1'
0,3,0,2,3,0,31,0,0,0.5,0,9,1,'0'
0,1,0,0,8,0.142857,190,0,0,0.333333,0,22.5,4,'0'
0,10,1,4,1,2,23,0,0,0.5,0,10.5,1,'1'
0,16,36,11,10,0.880952,119,4,0.541667,0.185185,1,7.615385,2,'0'
0,12,21,12,9,0.666667,80,1,0,0.333333,0,6.7,1,'0'
0,4,1,4,2,2,10,0,0,0.666667,0,4,1,'0'
0,21,49,19,8,1.0625,355,0,0,0.2,0,30.545455,5,'0'
0,4,0,4,1,0,26,1,0.916667,0.555556,1,7.333333,1,'0'
0,3,1,3,2,2,14,0,0.833333,0.666667,0,6,1,'0'
0,8,6,4,3,2,28,0,0.970297,0.5,3,6,1,'1'
1,9,3,8,1,2,50,0,0.928571,0.666667,2,15.666667,1,'0'
0,0,0,0,1,2,1,0,0,1,0,0,1,'0'
0,28,0,0,1,2,1,0,0,1,0,0,1,'1'
0,7,1,7,2,2,48,0,0.666667,0.6,1,23,4,'1'
0,5,55,3,10,2,86,0,0,0.181818,0,6.818182,1,'0'
0,20,73,19,10,0.755102,243,5,0.5,0.214286,1,14.733333,6,'0'
0,5,46,4,12,0.75,105,1,0.307692,0.338462,2,6.769231,3,'0'
4,4,1,0,3,0.5,14,0,0,0.666667,0,3.333333,1,'1'
0,2,0,1,2,1,21,0,0.944444,0.75,0,8.5,1,'0'
0,13,37,12,14,0.692308,154,1,0.910714,0.223214,0,9.785714,1,'1'
0,15,233,6,19,0.886364,203,2,0.290323,0.223602,0,7.565217,2,'0'
0,9,4,9,1,0.333333,62,1,0.92,0.666667,1,14.25,4,'1'
0,19,4,18,3,0.25,274,0,0.5,0.5,0,53.6,1,'0'
0,8,10,7,5,2,46,0,0.980769,0.4,2,8.2,1,'1'
0,8,4,7,9,0.5,92,1,0.942308,0.388889,2,9,2,'1'
0,37,3,2,3,2,3,0,0,0.555556,0,0,1,'0'
0,4,10,4,3,2,31,0,0.846154,0.466667,1,5.2,1,'0'
0,4,3,4,2,1.5,29,0,0.958333,0.5,2,8.333333,1,'1'
0,11,26,11,3,0.857143,164,4,0.529412,0.377778,0,16.444444,1,'0'
0,27,1,27,3,0.555556,357,2,0.76,0.314286,0,49.571429,3,'0'
0,9,114,7,12,0.8,94,1,0.72,0.260417,3,4.8125,1,'0'
0,20,41,19,8,0.797619,479,0,0.35,0.246032,2,30.533333,8,'0'
0,5,4,1,2,0.888889,45,3,0.857143,0.444444,1,9.5,1,'0'
0,13,8,12,2,0.5,66,1,0.9375,0.472222,0,12,1,'0'
0,16,43,12,5,0.7,229,1,0.689655,0.266667,0,19.727273,5,'0'
0,4,8,4,4,0.5,36,0,0.884615,0.36,2,6,1,'1'
0,19,30,18,7,0.772727,479,2,0,0.418182,0,38.416667,17,'1'
0,5,0,4,3,0,24,0,0,1,0,6.666667,1,'0'
0,5,16,5,7,0.125,75,1,0.793103,0.311111,2,7.222222,1,'0'
2,9,30,7,7,0.625,97,0,0,0.269841,0,9.666667,2,'0'
0,3,0,2,3,0.75,33,1,0.944444,0.583333,0,9.333333,1,'1'
0,16,0,16,2,0.466667,154,3,0,0.47619,0,36.25,6,'0'
0,11,27,11,10,0.690476,279,1,0.723404,0.222222,1,17.2,3,'0'
0,4,0,3,3,0.5,37,0,0.9,0.5,0,10.666667,1,'1'
0,5,0,5,8,0.5,139,0,0.72,0.4375,4,16.125,3,'0'
0,3,2,2,1,0.555556,226,1,0,0.333333,0,54.75,6,'1'
0,11,226,10,23,0.850932,244,1,0,0.154167,0,8.875,1,'1'
0,4,0,4,4,0,80,0,0.722222,0.444444,1,12.166667,3,'0'
3,6,0,3,2,0,34,0,0,0.555556,0,10,2,'1'
0,4,0,3,3,0,27,1,0,0.555556,0,7.666667,1,'0'
0,2,0,1,1,2,14,0,1,1,0,12,0,'0'
0,3,1,1,2,2,7,0,0,0.666667,0,2.5,1,'0'
0,7,0,5,1,2,12,0,1,1,0,11,0,'1'
0,1,0,1,3,0.5,33,0,0.894737,0.555556,0,9.333333,1,'0'
0,9,26,9,6,0.84375,81,1,0.793103,0.325,1,7.555556,2,'0'
0,11,184,7,15,0.842105,114,1,0.666667,0.241667,3,4.65,1,'0'
0,5,14,4,7,0.375,118,1,0.933333,0.361111,2,11.888889,3,'1'
0,1,1,0,1,2,37,0,0,0.5,0,17.5,3,'1'
0,0,0,0,1,2,1,0,0,1,0,0,1,'0'
0,2,9,1,6,0.2,45,0,0.5,0.416667,0,6.333333,2,'0'
0,12,3,2,3,2,3,0,0,0.666667,0,0,1,'0'
0,5,16,3,8,0.428571,96,1,0.166667,0.375,0,10.75,3,'1'
2,7,1,5,2,1,17,1,1,0.875,0,7,0,'0'
0,188,0,1,1,2,1,0,0,1,0,0,1,'0'
0,2,0,1,1,2,5,0,1,1,0,4,0,'1'
0,6,229,3,20,0.809524,205,1,0,0.111111,0,8.272727,1,'1'
0,1,0,0,1,2,1,0,0,1,0,0,1,'0'
0,10,0,8,2,0,49,2,0,0.583333,0,22.5,1,'0'
0,11,157,1,22,0.829545,241,0,0,0.286957,0,9.130435,3,'0'
0,9,17,9,3,0.666667,218,2,0.809524,0.296296,4,20.5,3,'0'
0,7,4,2,5,0.583333,57,0,0,0.4,0,9.8,1,'1'
0,0,0,0,1,2,1,0,0,1,0,0,1,'0'
0,1,95,0,12,0.285714,106,0,0,0.377778,0,5.933333,1,'0'
0,4,0,3,6,0.6,46,0,0,0.333333,0,6.166667,1,'0'
0,5,6,2,3,0.916667,67,0,0.818182,0.36,0,11.8,2,'1'
0,5,0,3,1,2,1,0,0,1,0,0,1,'0'
0,12,1,1,2,2,2,0,0,0.7,0,0,1,'0'
0,5,1,4,1,2,9,0,0.8,0.75,1,3.5,1,'1'
0,8,123,8,18,0.911765,123,1,0.5,0.206349,1,5.388889,2,'1'
0,5,33,5,5,0.777778,235,2,0,0.422222,0,22.2,4,'0'
0,10,0,10,1,0.5625,74,2,0.88,0.375,1,13,1,'0'
0,4,26,4,7,0.714286,83,1,0,0.25,0,9.25,2,'0'
0,17,1,17,2,0.766667,219,2,0.791667,0.291667,0,29.571429,1,'0'
0,16,58,15,14,0.888889,131,1,0,0.21875,0,6.8125,2,'0'
0,7,1116,5,47,0.914894,729,0,0,0.102837,0,14.083333,2,'1'
0,1,4,1,3,0.666667,16,1,0.957447,0.666667,1,2.75,1,'0'
0,6,1,6,3,0.5,48,2,0.904762,0.555556,0,14,1,'0'
2,6,0,2,1,2,6,0,1,1,0,5,0,'0'
0,0,0,0,0,2,0,0,0,0,0,0,0,'0'
0,12,32,11,4,0.863636,184,2,0.565217,0.194805,1,13.666667,3,'0'
2,16,9,14,2,1,161,0,0,0.5,0,25.333333,1,'0'
0,4,4,1,2,0.916667,56,4,0.857143,0.444444,1,12,1,'0'
0,8,7,8,6,0.722222,62,0,0.73913,0.314286,0,7.428571,2,'0'
0,1,3,1,3,2,12,0,0.923077,0.666667,2,3,1,'0'
0,5,0,3,1,0,30,0,0.833333,0.666667,1,13.5,2,'0'
0,6,17,2,7,0.75,46,1,0.333333,0.428571,0,5.285714,1,'0'
2,6,15,4,5,2,50,0,0,0.541667,0,7.333333,2,'1'
0,1,3,1,3,2,12,0,0.923077,0.666667,2,3,1,'0'
0,11,19,11,5,0.166667,94,1,0.861111,0.366667,0,12.285714,1,'0'
0,1,0,0,4,0.333333,52,0,0,0.5,0,11.5,1,'0'
0,1,0,1,1,2,1,0,0,1,0,0,1,'1'
0,5,251,0,25,0.84,241,0,0,0.292308,0,8,6,'0'
0,3,3,2,3,2,14,0,0,1,0,3.666667,1,'0'
0,6,4,5,3,0.666667,27,1,0.939394,1,0,5.5,1,'0'
0,13,5,11,3,0.6,85,2,0.722222,0.416667,1,12.833333,1,'1'
