@relation mydataframe
@attribute dit numeric
@attribute noc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute ic numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute bug {'1','0'}
@data
2,0,0,3,11,5,0.642857,142,3,0.392857,1,16.25,3,'0'
1,0,15,3,0,6,2,6,0,0.555556,0,0,1,'0'
2,0,6,5,1,3,0.9,75,5,0.416667,1,13,1,'0'
6,0,3,1,3,3,2,23,0,1,1,6.666667,1,'0'
1,0,0,7,1,1,2,1,0,1,0,0,1,'0'
1,0,1,0,4,2,2,10,0,0.666667,0,4,1,'0'
3,0,0,1,10,2,0,136,0,0.5,1,44,2,'0'
1,0,0,0,0,1,2,1,0,1,0,0,1,'0'
1,0,0,43,0,1,2,1,0,1,0,0,1,'0'
1,0,3,0,4,3,2,18,0,0.833333,0,5,1,'0'
1,0,55,1,3,10,2,86,0,0.181818,0,6.818182,1,'1'
2,0,91,4,6,11,2,71,0,0.339286,1,4.071429,1,'0'
3,0,59,1,6,12,0.815385,131,1,0.338462,1,8,4,'0'
1,9,1,9,0,3,0.5,14,0,0.666667,0,3.333333,1,'0'
0,0,1,1,4,2,2,58,0,0.75,0,28,1,'0'
3,0,3,0,12,1,2,67,0,0.666667,1,21.333333,1,'1'
1,0,0,1,3,6,0.6,46,0,0.333333,0,6.166667,1,'0'
3,0,1,1,1,3,0.5,15,0,0.666667,0,3.666667,1,'0'
1,0,6427,14,28,111,0.972731,1327,2,0.081871,0,9.711864,32,'0'
2,0,144,2,8,20,0.879699,148,0,0.20625,0,6.05,2,'0'
3,0,27,2,6,7,0.633333,98,0,0.283333,1,7.636364,3,'0'
3,0,7,2,11,4,0.666667,90,1,0.44,0,13.5,1,'0'
1,0,1,1,2,1,0.5,60,0,0.5,0,18.666667,3,'0'
2,1,0,3,0,13,0.291667,140,0,0.384615,0,9.615385,1,'1'
1,0,0,1,4,3,0,24,0,1,0,6.666667,1,'0'
4,1,168,11,16,21,0.841667,175,3,0.15873,1,7.047619,3,'0'
5,1,0,3,2,3,0.75,33,1,0.583333,0,9.333333,1,'0'
1,0,1,8,1,2,2,2,0,0.75,0,0,1,'0'
1,0,0,5,2,1,2,1,0,1,0,0,1,'0'
1,0,0,1,1,1,2,7,0,1,0,6,0,'0'
1,0,2,2,2,1,0.555556,226,0,0.333333,0,54.75,6,'0'
2,0,4,2,8,5,0.5,53,0,0.342857,0,9.2,1,'0'
1,0,43,3,4,10,0.111111,63,1,0.32,0,5.2,1,'0'
1,0,247,11,23,23,0.893939,127,3,0.178744,0,4.391304,1,'0'
4,3,0,4,0,1,2,7,0,1,0,5,0,'0'
0,2,6,2,8,1,1.333333,85,0,0.5,0,20,5,'0'
0,1,60,2,13,3,0.833333,341,2,0.240385,0,24.769231,5,'0'
3,3,3,3,3,2,2,47,0,0.666667,0,14.666667,1,'0'
0,0,21,1,8,1,2,137,0,0.5,0,18.571429,9,'0'
2,0,4,4,1,2,0.888889,45,3,0.444444,1,9.5,1,'0'
1,1,0,1,2,1,0,44,0,0.75,1,20,2,'0'
1,0,0,1,1,1,2,7,0,1,0,6,0,'0'
1,0,0,2,6,2,0.5,59,0,0.666667,0,18,1,'1'
5,0,0,2,2,3,0.5,32,1,0.555556,0,9,1,'0'
2,0,525,5,17,33,0.963636,261,2,0.161616,1,6.235294,2,'0'
3,0,0,1,1,1,2,5,0,1,0,4,0,'0'
1,0,0,2,1,1,2,1,0,1,0,0,1,'0'
3,0,1,0,4,1,2,11,0,0.666667,1,4.5,1,'0'
1,0,7,1,24,5,0.6,342,1,0.4,0,55.666667,13,'0'
1,0,0,5,2,1,2,1,0,1,0,0,1,'0'
1,0,6,46,5,4,2,4,0,0.5,0,0,1,'0'
1,6,6,6,2,3,2,37,0,0.5625,0,8.25,2,'0'
4,0,0,1,11,1,0.708333,377,1,0.291667,2,40.222222,1,'0'
1,0,0,5,5,10,0.518519,136,1,0.257143,0,12.3,2,'0'
3,0,1,0,6,1,2,39,0,0.666667,1,18.5,1,'0'
2,0,178,4,8,16,0.789474,114,1,0.221429,1,4.65,1,'0'
1,0,20,1,4,7,0.942857,94,1,0.47619,0,10.125,4,'1'
1,0,26,7,3,8,0.75,166,0,0.25,0,17.111111,4,'0'
1,0,6,4,2,4,2,4,0,0.55,0,0,1,'0'
3,0,3,0,8,2,2,39,0,0.666667,1,12,1,'0'
1,0,0,1,0,4,0.333333,52,0,0.5,0,11.5,1,'0'
1,0,3,1,2,3,2,14,0,1,0,3.666667,1,'1'
1,0,17,2,29,3,2,180,0,0.285714,1,24.714286,1,'0'
1,0,300,3,7,27,0.910494,248,0,0.136364,0,7.428571,4,'0'
2,0,7,0,2,6,0.583333,39,1,0.314286,1,4.285714,1,'0'
2,0,10,3,6,5,2,30,0,0.36,1,5,1,'1'
1,0,16,0,8,7,0.571429,159,0,0.267857,0,18.625,2,'0'
3,0,8,3,16,3,0.75,295,0,0.314286,1,57.8,18,'0'
2,0,6,2,6,4,2,27,0,0.4375,1,5.75,1,'0'
2,0,0,1,2,3,0.333333,45,0,0.625,1,10,1,'0'
0,0,1,0,4,2,2,18,0,1,0,8,1,'0'
2,0,438,3,18,32,0.792627,273,6,0.105469,0,7.3125,2,'1'
2,0,54,1,13,4,0.708333,223,1,0.305556,1,15.846154,3,'1'
0,0,2,1,9,3,0.666667,71,2,0.833333,0,16,1,'0'
2,0,22,3,10,8,0.285714,57,0,0.303571,0,6,1,'0'
1,0,132,1,4,18,0.881579,341,0,0.3875,0,15.65,30,'1'
4,0,27,1,8,10,0.611111,87,1,0.32,2,7.5,2,'1'
2,0,15,1,4,5,0.666667,95,0,0.433333,1,12.428571,2,'0'
1,0,26,2,11,6,0.775,162,1,0.325,0,16.444444,3,'0'
1,0,3,5,1,3,2,3,0,0.666667,0,0,1,'1'
1,0,25,1,0,11,0.725,105,0,0.409091,0,8.181818,3,'0'
1,0,0,1,2,3,0.5,29,0,0.666667,0,8,1,'0'
2,2,436,13,23,31,0.78125,327,3,0.123377,1,8.69697,3,'0'
3,0,3,0,6,2,1,21,1,0.666667,0,5.333333,1,'0'
1,0,1,2,11,1,2,74,0,0.666667,1,36,1,'0'
1,0,0,1,0,1,2,1,0,1,0,0,1,'0'
3,0,111,0,4,16,0.813725,200,0,0.311111,1,9.777778,5,'0'
2,0,198,8,7,16,0.8,119,1,0.217687,1,4.619048,1,'0'
3,0,1,0,4,1,2,11,0,0.666667,1,4.5,1,'0'
3,0,3,1,3,1,2,25,0,0.777778,1,7.333333,1,'0'
1,0,0,0,0,1,2,1,0,1,0,0,1,'0'
3,0,49,3,6,14,0.428571,164,0,0.28,2,9.866667,3,'0'
2,0,9,1,1,6,0.2,45,0,0.416667,0,6.333333,2,'0'
1,0,122,3,7,16,0.849624,275,0,0.33,0,12.4,9,'1'
5,1,37,4,4,11,0.5,117,1,0.363636,2,9.454545,3,'0'
5,0,24,1,12,8,0.785714,47,1,0.25,1,4.625,1,'0'
1,0,13,1,7,6,0.4,54,0,0.433333,0,7.833333,2,'0'
1,0,15,0,4,5,2,29,0,0.25,0,3.833333,1,'0'
4,1,0,2,4,1,2,11,1,1,0,8,0,'0'
3,1,18,3,9,7,0.6875,61,1,0.277778,1,5.555556,1,'0'
1,0,0,2,8,2,0,49,2,0.583333,0,22.5,1,'1'
3,0,1,1,3,1,2,17,0,0.666667,1,7.5,1,'0'
1,0,3,2,5,3,2,18,0,0.555556,0,5,1,'0'
1,0,1,2,4,2,2,2,0,0.666667,0,0,1,'0'
1,0,0,1,2,4,0.333333,152,0,0.416667,0,35.25,2,'0'
1,0,0,0,0,1,2,1,0,1,0,0,1,'0'
1,0,0,3,0,1,2,1,0,1,0,0,1,'0'
1,0,0,0,0,1,2,4,0,1,0,3,0,'0'
1,0,0,5,3,1,2,1,0,1,0,0,1,'0'
5,0,0,0,1,3,0.833333,47,0,0.5,0,10.25,2,'1'
1,0,325,387,4,26,2,26,0,0.157692,0,0,1,'1'
0,0,1,1,1,2,2,7,0,1,0,2.5,1,'0'
1,0,189,1,1,22,0.84127,180,0,0.171717,0,6.909091,7,'1'
1,0,3,7,2,3,2,3,0,1,0,0,1,'0'
2,0,0,1,7,2,0.5,83,0,0.44,1,15,3,'0'
5,0,6,1,2,3,0.916667,67,0,0.36,0,11.8,2,'0'
1,0,1,1,4,5,0.666667,163,1,0.36,0,25.666667,15,'0'
1,0,10,3,1,5,2,5,0,0.55,0,0,1,'0'
3,4,0,4,6,3,0.5,52,0,0.5,0,11.5,2,'0'
3,0,38,1,9,8,0.611111,260,1,0.305556,2,18.769231,3,'0'
1,0,0,0,0,1,2,1,0,1,0,0,1,'0'
2,0,0,1,9,9,0.25,92,1,0.355556,0,9,1,'1'
3,0,424,5,16,27,0.86875,284,1,0.137741,0,7.30303,2,'0'
1,2,48,2,12,3,0.886364,306,0,0.218182,0,23.833333,4,'0'
2,0,56,2,5,7,0.75,145,0,0.260417,1,10.75,2,'0'
3,0,96,3,7,16,0.666667,119,1,0.359375,1,6.25,3,'0'
4,0,0,5,0,2,0,20,0,0.75,0,8.5,1,'0'
1,0,1,1,3,2,2,9,0,1,0,3.5,1,'0'
3,0,0,1,4,3,0.333333,28,0,0.4375,1,5.75,1,'0'
2,0,73,10,4,14,0.666667,129,1,0.366667,1,7.4,4,'0'
6,0,0,1,2,1,2,13,0,1,0,12,0,'0'
4,0,0,1,0,3,0.666667,37,0,0.45,0,7.75,2,'0'
1,0,296,14,29,25,0.583333,202,1,0.14,0,7,1,'0'
2,0,79,3,9,13,0.892857,129,0,0.314286,0,7.2,4,'0'
1,0,1,2,0,2,2,2,0,1,0,0,1,'0'
2,0,3,0,1,3,2,12,0,0.666667,1,3,1,'0'
1,20,327,29,12,20,0.846154,278,3,0.159259,1,9.111111,5,'1'
1,0,0,1,0,0,2,0,0,0,0,0,0,'0'
4,0,6,1,3,8,0.5,89,1,0.34375,1,9.875,3,'0'
2,0,66,3,14,8,0.541667,239,0,0.34375,1,17.230769,2,'0'
0,0,28,1,23,7,0.75,262,0,0.611111,0,27.888889,2,'0'
1,0,0,1,0,0,2,0,0,0,0,0,0,'0'
1,0,1,2,3,3,0,31,1,0.5,0,9,1,'0'
1,0,153,12,17,18,2,18,0,0.238095,0,0,1,'0'
1,0,7,2,12,3,0.666667,213,0,0.4,1,34,1,'0'
1,0,0,1,0,0,2,0,0,0,0,0,0,'0'
2,0,18,1,5,6,0.935065,166,8,0.314286,1,18.375,1,'0'
1,0,270,11,21,24,0.913043,125,3,0.175926,0,4.083333,1,'0'
2,1,220,8,20,16,0.90942,444,5,0.142292,1,17,5,'0'
3,14,4,15,4,3,0.75,53,0,0.5,1,9.2,3,'0'
3,0,1,0,4,1,2,18,0,0.666667,1,8,1,'0'
1,0,3,3,1,6,0.75,41,1,0.366667,0,5.166667,1,'0'
1,0,0,0,0,1,2,1,0,1,0,0,1,'0'
1,0,22,3,34,9,0.783333,247,3,0.333333,0,17.615385,1,'0'
1,0,0,4,2,1,2,1,0,1,0,0,1,'0'
1,0,15,0,2,5,2,44,0,0.333333,0,6.333333,1,'0'
1,0,0,0,0,0,2,0,0,0,0,0,0,'0'
3,0,1,2,7,2,2,31,0,0.625,0,14.5,2,'1'
1,0,3,1,3,3,2,21,0,0.533333,0,6,1,'1'
3,0,0,1,7,3,0.5,62,1,0.458333,1,9,1,'0'
3,0,0,2,10,2,0.733333,88,3,0.3,1,10.857143,1,'0'
1,0,0,7,1,1,2,1,0,1,0,0,1,'0'
1,0,30,1,7,5,0.71875,96,0,0.375,0,9.222222,1,'0'
1,0,10,1,5,8,0.5,185,0,0.333333,0,19.222222,4,'0'
1,0,160,3,20,21,0.875,280,6,0.122449,0,11.857143,6,'1'
3,0,50,1,13,9,0.318182,145,1,0.333333,1,10.916667,2,'0'
1,0,2,0,0,5,0.625,29,0,0.466667,0,4.4,1,'0'
3,0,69,5,16,14,0.653846,142,2,0.2,0,9,2,'0'
0,2,26,3,5,1,0.857143,108,0,0.4,0,12.375,5,'0'
5,2,3,5,1,3,1.5,17,0,0.777778,0,4.333333,0,'0'
2,0,12,5,10,13,0.583333,97,0,0.282051,0,6.307692,3,'0'
2,0,3,0,1,3,2,12,0,0.666667,1,3,1,'0'
1,0,0,4,1,1,2,1,0,1,0,0,1,'0'
3,0,6,3,10,5,0.571429,111,1,0.333333,0,12.625,4,'1'
1,0,85,3,15,13,0.838235,258,3,0.165775,0,12.888889,5,'0'
1,0,0,1,3,2,0,17,0,0.666667,0,7,1,'0'
1,0,225,11,20,22,0.936508,114,3,0.181818,0,4.045455,1,'0'
0,0,4,1,3,4,0.666667,22,1,0.5,0,4.25,1,'0'
1,1,8,2,12,2,0.75,380,1,0.321429,0,46,11,'1'
3,0,0,2,8,1,0.666667,161,1,0.36,1,25.333333,6,'0'
3,0,44,3,10,8,0.727273,121,2,0.233766,1,8.75,2,'0'
1,0,3,17,3,3,2,3,0,0.5,0,0,1,'1'
1,0,39,5,12,11,0.8,101,4,0.272727,0,7.818182,1,'0'
1,0,0,0,0,0,2,0,0,0,0,0,0,'0'
1,0,1,6,0,2,2,2,0,1,0,0,1,'0'
4,2,54,12,11,7,0.545455,83,1,0.333333,0,5.833333,1,'0'
1,0,0,3,1,1,2,1,0,1,0,0,1,'0'
3,7,79,7,6,11,0.816327,163,0,0.205357,1,9.4,2,'0'
1,0,270,11,22,24,0.913043,133,3,0.1625,0,4.416667,1,'0'
2,0,2,1,11,3,0.444444,61,0,0.45,1,13.5,1,'0'
1,0,0,2,1,1,2,1,0,1,0,0,1,'0'
4,0,10,3,5,5,2,28,0,0.6,1,4.6,1,'0'
3,0,4,1,7,3,0.75,61,0,0.4375,1,10.8,1,'0'
1,0,1,2,2,2,2,2,0,0.625,0,0,1,'0'
1,0,0,4,1,1,2,1,0,1,0,0,1,'0'
3,0,1,1,3,1,2,12,0,0.666667,1,4.5,1,'0'
1,0,3,2,4,2,2,19,0,0.333333,0,5.333333,1,'0'
3,0,24,1,7,6,0.40625,131,2,0.333333,0,13.111111,1,'0'
3,0,1,1,3,1,2,12,0,0.666667,1,5,1,'0'
2,0,9,1,1,6,0.2,45,0,0.416667,0,6.333333,2,'0'
2,14,3,23,4,7,0.111111,81,1,0.5,1,7,1,'0'
3,0,9,3,6,4,0.6,68,0,0.375,2,10.166667,2,'0'
3,0,4,0,5,3,0.666667,29,0,0.4,1,6,1,'0'
1,0,3,2,4,2,2,23,0,0.5,0,6.666667,1,'0'
1,0,1,1,0,2,2,2,0,1,0,0,1,'0'
5,0,0,1,4,2,0,22,1,0.666667,0,9.5,1,'0'
1,0,6,0,0,3,2,19,0,0.5,0,3.75,1,'0'
1,0,9,1,10,3,0.4,189,0,0.333333,0,30.333333,5,'0'
1,0,0,5,0,1,2,1,0,1,0,0,1,'0'
1,0,0,1,2,3,0,21,0,0.666667,0,5.666667,1,'0'
2,7,31,11,6,6,0.666667,156,1,0.266667,0,14.4,3,'1'
1,0,1,4,1,2,2,2,0,0.75,0,0,1,'0'
3,0,0,1,4,3,0.333333,21,0,0.5,1,4,1,'0'
1,0,0,2,0,4,0.333333,92,0,0.75,0,21.25,4,'0'
3,0,0,0,1,1,2,4,0,1,0,3,0,'0'
1,14,809,16,11,33,0.909756,489,7,0.118467,0,10.404762,4,'1'
1,0,0,2,3,1,2,1,0,1,0,0,1,'0'
1,0,0,2,3,1,2,1,0,1,0,0,1,'0'
4,0,1,3,13,14,0.535714,209,1,0.209524,1,12.8,2,'1'
1,0,0,1,1,8,0.142857,146,0,0.4,0,17,4,'0'
3,0,0,1,5,4,0.375,50,1,0.333333,2,8.6,2,'1'
2,0,36,9,11,10,0.880952,119,3,0.185185,1,7.615385,2,'0'
2,0,1,1,2,2,0.5,34,0,0.666667,1,10,1,'0'
1,0,100,5,26,7,0.726563,741,3,0.275,0,42.117647,10,'1'
4,0,21,4,7,7,2,45,0,0.392857,3,5.428571,1,'1'
1,0,6,0,2,3,2,37,0,0.5625,0,8.25,2,'0'
0,0,1,0,3,2,2,14,0,0.666667,0,6,1,'0'
1,0,8,0,2,5,0.5,57,0,0.3,0,10.2,2,'0'
6,0,18,1,13,6,0.619048,161,1,0.25,0,18.75,1,'0'
2,0,1,0,7,2,2,48,0,0.6,1,23,4,'0'
2,0,73,2,20,10,0.755102,243,4,0.214286,1,14.733333,6,'0'
1,0,4,1,6,2,0.333333,68,0,0.5,0,15.75,1,'0'
3,0,99,5,31,10,0.814815,500,5,0.212963,1,24.842105,9,'0'
3,0,13,0,3,4,0.4,34,0,0.375,1,4.5,2,'1'
2,0,159,4,7,15,0.666667,105,1,0.233083,1,4.473684,1,'0'
1,1,0,1,5,6,0,39,1,0.309524,0,5.333333,1,'0'
1,0,0,0,0,1,2,1,0,1,0,0,1,'0'
1,15,279,32,10,21,0.792,326,3,0.205128,0,11.346154,3,'0'
0,0,3,2,3,3,2,65,0,0.416667,0,20.666667,4,'0'
1,0,1,53,0,2,2,2,0,0.833333,0,0,1,'0'
1,0,1,4,5,3,0,26,1,0.5,0,7.333333,1,'1'
1,0,516,5,1,41,0.875,507,0,0.297561,0,10.95122,1,'0'
3,0,137,3,6,21,0.772727,230,0,0.402174,2,8.782609,4,'0'
6,0,0,1,12,2,0.583333,109,1,0.4,1,25.25,2,'0'
4,0,0,1,13,3,0.34375,310,1,0.232143,1,33,1,'0'
2,0,81,1,9,15,0.535714,119,1,0.177778,0,6.8,1,'0'
3,0,3,1,4,2,1.5,30,0,0.5,1,8.333333,1,'1'
3,0,63,1,8,14,0.411765,260,0,0.277778,2,13.388889,4,'0'
5,0,0,2,2,2,0,23,0,0.666667,0,10,1,'0'
2,0,0,1,5,5,0.142857,183,0,0.404762,1,21.75,3,'0'
1,3,41,11,2,10,0.84,93,1,0.327273,0,7,1,'0'
3,0,8,1,12,2,0.5,66,0,0.472222,0,12,1,'0'
2,0,4,1,1,4,0.333333,24,0,0.75,1,4.75,1,'1'
1,0,0,2,5,4,0,31,1,0.4375,0,6.5,1,'1'
2,0,1,0,8,2,2,56,0,0.6,1,27,6,'0'
1,0,0,1,3,3,0,27,1,0.555556,0,7.666667,1,'0'
1,0,1,3,1,2,2,7,0,0.666667,0,2.5,1,'0'
0,1,28,1,39,9,2,566,0,0.256944,0,46.166667,6,'0'
2,0,0,3,5,1,2,12,0,1,0,11,0,'1'
2,0,30,1,5,8,0.625,59,0,0.518519,1,5.333333,2,'1'
5,0,0,0,1,3,0.5,33,0,0.555556,0,9.333333,1,'0'
1,0,3,4,0,2,1.5,201,0,0.333333,0,61.333333,9,'0'
4,0,23,1,4,8,0.444444,121,1,0.35,1,10.9,3,'0'
1,0,347,1,12,27,0.668966,380,2,0.114286,0,11.5,3,'0'
1,0,3,2,0,2,2,91,0,0.444444,0,29.333333,7,'1'
3,0,0,2,7,2,0.666667,27,0,0.6,0,11,1,'0'
1,0,3,14,2,3,2,3,0,0.666667,0,0,1,'0'
2,0,4,3,1,2,0.958333,100,8,0.444444,1,22,1,'0'
1,0,0,261,1,1,2,1,0,1,0,0,1,'0'
4,0,10,1,6,5,2,34,0,0.466667,2,5.8,1,'1'
1,0,0,1,0,1,2,1,0,1,0,0,1,'0'
3,0,191,4,16,18,0.850649,312,1,0.20202,1,12.26087,2,'0'
1,0,4,1,5,2,0.666667,121,0,0.4,0,29,6,'1'
1,0,105,3,1,13,2,519,0,0.28,0,33.6,5,'1'
1,0,11,1,6,6,0.8,28,1,0.416667,0,3.333333,1,'0'
1,0,21,3,6,7,2,35,0,0.47619,0,4,1,'0'
4,0,0,4,3,1,0,30,0,0.666667,1,13.5,2,'0'
2,0,3,0,1,3,2,12,0,0.666667,1,3,1,'0'
1,0,0,0,0,1,2,1,0,1,0,0,1,'0'
1,0,1,26,0,2,2,2,0,1,0,0,1,'0'
0,2,10,2,7,1,2,145,0,0.5,0,28,4,'0'
1,0,0,1,5,2,0,22,0,0.6,0,9.5,1,'0'
3,0,250,12,8,19,0.881988,238,2,0.223602,0,8.625,3,'0'
2,2,83,2,10,12,0.855556,297,4,0.1875,1,14.105263,2,'1'
4,0,1,0,3,1,2,12,0,0.666667,1,5,1,'0'
4,0,0,0,3,1,0,13,0,1,0,5,0,'1'
3,0,1,0,4,1,2,9,0,0.75,1,3.5,1,'0'
1,0,0,0,5,2,0,30,2,0.625,0,13,1,'0'
3,0,0,2,10,1,0.5,119,2,0.4375,1,22.2,3,'0'
3,0,1,1,4,1,2,9,0,0.75,1,3.5,1,'0'
0,0,1,1,6,2,0.5,48,0,0.75,0,14.666667,1,'0'
1,0,78,171,7,13,2,13,0,0.24359,0,0,1,'1'
1,0,26,0,4,7,0.714286,83,1,0.25,0,9.25,2,'0'
1,0,15,1,9,1,2,112,0,0.541667,1,17.666667,4,'0'
3,0,0,0,4,10,0.5,114,0,0.366667,0,9.181818,1,'0'
1,0,1,1,3,2,2,9,0,1,0,3.5,1,'0'
3,0,128,5,10,14,0.719298,425,1,0.190789,2,20.1,4,'0'
1,0,1,0,0,1,2,22,0,0.5,0,10,2,'0'
1,0,247,11,21,23,0.924242,118,3,0.178744,0,4,1,'0'
1,0,33,3,2,14,0.595238,210,0,0.22619,0,12.6,3,'0'
3,0,4,2,0,4,2,34,0,0.625,1,7.5,2,'0'
3,0,0,4,2,4,0,52,0,0.4375,0,11.75,2,'0'
1,0,6,0,0,5,0.75,24,0,0.466667,0,3.4,1,'0'
1,0,1164,9,5,48,0.925,711,0,0.109069,0,13.408163,2,'0'
5,2,1,4,2,2,2,13,0,0.875,0,5.5,0,'0'
4,0,15,2,6,6,2,39,0,0.375,2,5.5,1,'1'
1,0,3,0,0,3,2,12,0,0.833333,0,3,1,'0'
1,0,1,1,5,2,2,15,0,0.625,0,6.5,1,'0'
1,0,0,10,0,1,2,1,0,1,0,0,1,'0'
3,0,62,1,5,11,0.636364,79,0,0.354167,1,5.416667,2,'1'
1,0,406,8,6,29,2,29,0,0.371648,0,0,1,'1'
5,0,94,2,9,13,0.833333,146,1,0.291667,1,7.875,2,'0'
0,0,29,0,14,11,0.82,101,2,0.340909,0,7.727273,1,'0'
1,0,0,2,1,1,2,1,0,1,0,0,1,'0'
1,0,3,0,1,1,2,221,0,0.333333,0,72.666667,1,'0'
3,0,20,1,10,5,0.642857,250,1,0.285714,0,30,6,'1'
1,0,12,2,1,7,0.625,100,0,0.541667,0,9.777778,4,'0'
1,0,0,4,5,1,2,1,0,1,0,0,1,'0'
1,0,0,1,3,4,0,37,0,0.583333,0,8,1,'0'
3,10,30,12,8,10,0.5,114,1,0.22619,1,8.333333,2,'0'
3,0,59,9,13,13,0.641026,208,1,0.261538,1,13.642857,3,'0'
4,8,0,10,2,3,0.833333,39,1,0.625,0,8.25,1,'0'
4,0,3,0,8,1,2,49,0,0.666667,2,15.333333,1,'0'
3,0,3,1,4,2,2,23,0,0.5,1,6.666667,1,'0'
1,0,0,3,0,1,2,1,0,1,0,0,1,'0'
4,0,156,3,18,15,0.84375,407,1,0.210884,2,18,3,'0'
1,0,28,0,7,4,2,237,0,0.625,0,28.625,11,'1'
1,0,22,21,3,6,0.571429,176,0,0.25,0,20.875,1,'0'
1,0,1,5,2,2,2,2,0,1,0,0,1,'1'
1,0,15,2,5,6,2,14,0,0.333333,0,1.333333,1,'0'
2,1,9,1,1,7,0.666667,40,0,0.642857,0,4.428571,2,'0'
1,0,6,0,7,3,2,22,0,0.375,0,4.5,1,'0'
3,0,16,3,8,7,0.125,108,1,0.333333,2,10.888889,1,'0'
2,0,201,2,13,21,0.918182,266,0,0.176768,1,10.130435,1,'1'
4,0,28,4,15,7,2,73,0,0.3125,0,8.125,1,'0'
1,2,3,2,6,2,2,96,0,0.533333,0,31,3,'0'
4,0,5,1,5,8,0.527778,168,2,0.25,2,15.4,3,'0'
2,0,26,0,7,1,0.571429,415,0,0.390625,1,50.75,8,'0'
1,0,3,11,5,3,2,47,0,0.416667,0,14.666667,5,'0'
0,0,0,4,2,1,2,9,0,1,0,8,0,'0'
2,2,0,2,4,4,0,38,0,0.666667,1,5.166667,1,'0'
1,0,300,141,12,25,2,25,0,0.18,0,0,1,'1'
3,0,145,6,19,16,0.861905,434,5,0.155844,1,18.272727,13,'1'
0,1,0,2,6,3,0,73,0,0.5,0,13.4,1,'0'
2,0,9,1,5,4,0.75,83,2,0.333333,0,10.285714,2,'0'
5,0,0,2,1,3,0,44,0,0.666667,0,13.333333,1,'0'
1,0,11,3,6,7,0.444444,61,2,0.4,0,7.285714,1,'0'
3,0,263,11,9,24,0.776,278,2,0.146853,1,9.5,3,'1'
3,0,19,0,8,7,0.5,118,0,0.342857,0,15.714286,4,'0'
3,0,245,16,17,24,0.835165,348,1,0.169231,1,11.62963,3,'0'
2,0,617,4,21,36,0.926641,358,1,0.144963,1,8.052632,2,'0'
1,1,46,7,8,16,0.395833,444,2,0.294118,0,24.941176,8,'1'
3,0,0,1,7,4,0.625,56,1,0.5,0,9.8,1,'1'
2,6,22,6,6,3,0.571429,55,0,0.333333,0,5.75,2,'0'
1,0,0,2,27,11,0.454545,392,2,0.25,0,31.25,9,'0'
2,0,132,3,8,14,0.882353,596,0,0.193237,1,23.125,8,'0'
1,0,10,9,4,5,2,5,0,0.366667,0,0,1,'0'
3,0,4,2,9,2,0.75,36,1,0.3,0,5.6,1,'0'
2,0,3,0,1,3,2,12,0,0.666667,1,3,1,'0'
2,0,14,2,10,4,0.714286,120,0,0.291667,0,13.625,1,'0'
1,0,1,6,2,2,2,2,0,0.666667,0,0,1,'0'
1,0,36,4,9,3,2,268,0,0.272727,0,28.777778,3,'0'
1,0,0,0,0,0,2,0,0,0,0,0,0,'0'
3,0,21,2,6,4,2,66,0,0.326531,0,8.428571,2,'1'
1,0,49,1,11,1,0.7,197,0,0.4,1,16.818182,9,'0'
3,0,100,2,8,11,0.822917,180,3,0.227941,1,9.235294,3,'0'
3,0,51,2,4,11,0.85,77,0,0.484848,1,5.636364,1,'0'
1,0,9,1,5,6,0.6,25,0,0.375,0,3,1,'0'
1,0,3,3,13,2,1.041667,461,0,0.666667,0,148.666667,4,'1'
3,0,30,1,4,9,0.25,50,0,0.555556,2,4.444444,1,'1'
1,0,1,0,0,2,2,2,0,1,0,0,1,'0'
2,0,0,2,4,2,0,14,0,0.625,0,5.5,1,'0'
2,0,97,5,19,13,0.785714,120,1,0.192593,0,6.866667,2,'0'
1,0,105,10,1,14,2,214,0,0.2,0,13.266667,4,'1'
2,1,972,11,25,37,0.916076,855,1,0.098784,1,16.4375,4,'0'
1,0,1,3,2,2,2,17,0,0.666667,0,7.5,2,'0'
1,0,61,2,5,14,0.830769,81,5,0.297619,0,4.428571,1,'0'
1,0,85,1,8,10,0.739496,242,2,0.205882,0,12.055556,5,'1'
4,17,6,60,0,4,1.333333,21,0,0.666667,0,4,0,'0'
1,0,1,2,2,6,0.6,50,1,0.5,0,7,2,'0'
2,0,2,2,6,3,0.625,60,0,0.44,1,10.6,1,'0'
2,0,0,3,4,15,0.638655,315,0,0.263889,1,16.111111,3,'1'
3,0,0,5,4,4,0,41,1,0.4375,0,9,1,'0'
1,0,10,3,4,4,2,54,0,0.45,0,9.8,2,'0'
2,1,4,4,5,6,0.625,103,2,0.35,1,10,3,'1'
3,0,35,1,4,10,0.2,62,0,0.590909,2,4.545455,1,'0'
4,0,0,1,1,2,0,20,0,0.75,0,8.5,1,'0'
1,0,4,11,5,4,0.333333,22,0,0.5,0,4.25,1,'0'
2,0,32,58,2,7,0.975,242,9,0.375,1,24.777778,4,'0'
2,0,0,2,5,4,0,65,1,0.45,1,11.8,1,'0'
1,0,231,24,15,21,2,358,0,0.333333,0,15.272727,4,'1'
