@relation mydataframe
@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute fix numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,1,0,0.333333,0,43,1,1673,1917,'1'
1,3,0.652235,0.543624,0,6,1,4275.5,6390,'1'
1,1,0,0,0,0,1,6053.5,8384,'0'
1,2,0.035668,1.801948,0,20,1,5619.833333,8497,'1'
1,1,0,0.408163,1,4,1,116,116,'0'
1,8,0.875331,0.012907,0,624,0.4,5863.116667,12636,'0'
1,1,0,1.35514,1,4,1,165.166667,389,'1'
1,1,0,0.05036,0,9,1,5858.333333,10145,'0'
1,1,0,0.013889,1,21,1,4384.5,6601,'0'
1,1,0,0.266667,0,0,1,368.5,403,'0'
1,1,0,0.433333,0,0,1,315.5,324,'0'
1,4,0.928512,0.159888,0,35,1,543,636,'0'
1,1,0,1.469136,0,4,1,553,630,'0'
1,1,0,0.612957,0,5,1,4360,6282,'1'
1,1,0,0.059211,0,15,1,389.5,424,'0'
1,1,0,0.046154,0,14,1,383.5,418,'1'
1,1,0,0.117103,1,8,1,382.5,417,'1'
1,1,0,0.087571,0,1,1,381.5,416,'1'
1,1,0,0.029661,0,32,1,378.5,413,'0'
1,2,0.037369,0.615741,0,30,1,6339.166667,9850,'0'
1,1,0.998001,0.607843,1,10,0.5,58,51,'1'
1,1,0,0,0,0,0.2,4544.016667,14033,'0'
1,1,0,2.438356,1,6,1,4573,14083,'0'
1,1,0,0.367347,0,13,1,700.7,1756,'0'
1,1,0,0.519231,1,20,1,5638.383333,15326,'0'
1,1,0,0,0,0,0.5,4733.916667,13861,'0'
1,1,0,0,0,0,1,4170.5,5747,'0'
1,1,0,0,0,0,1,5810.533333,12554,'0'
1,1,0,0.655172,0,0,1,52,52,'0'
1,2,0.918296,0.020833,1,0,1,67,67,'0'
1,1,0.899744,0.441176,0,0,0.5,56,56,'0'
1,1,0,0,0,0,0.25,43,43,'0'
1,1,0,0.395349,0,0,1,53,53,'0'
1,4,0.798289,0.625616,0,36,0.6,6243.116667,13016,'0'
1,1,0,0,0,2,1,71,71,'0'
1,1,0,1,0,0,1,54,54,'0'
1,3,0.928321,0.305085,0,4,0.666667,5442.357143,16866,'0'
1,2,0.899744,0.548387,0,0,1,5810.533333,12554,'0'
1,4,0,0,0,0,0.090909,5620.533333,12364,'1'
1,1,0,0.222222,0,0,1,57,57,'0'
1,2,0.925818,0.015152,0,115,0.428571,5575.016667,17156,'0'
1,1,0,0,0,0,0.25,5518.438095,16945,'0'
1,2,0,0,1,2,1,6201.766667,13021,'0'
1,1,0,0,0,0,0.5,6243.116667,13016,'0'
1,5,0.908839,0.14876,0,1666,0.555556,5430.361905,16842,'0'
1,11,0.923722,0.013526,0,209,0.52,5898.116667,12671,'0'
1,1,0,0,0,0,0.5,5898.116667,12671,'0'
1,1,0,0,0,0,1,5820.55,12572,'0'
1,1,0,0.181818,0,0,1,5431.361905,16843,'0'
1,1,0,0,0,0,1,5852.55,12604,'0'
1,2,1,0.142857,0,0,1,5545.438095,16972,'0'
1,1,0,0,0,0,1,5810.55,12562,'0'
1,1,0,0,0,0,1,5845.55,12597,'0'
1,1,0,0,0,0,1,5839.55,12591,'0'
1,1,0,0,1,0,1,884.016667,2235,'0'
1,1,0,0,0,0,0.333333,5563.438095,16990,'0'
1,3,0.858396,2.107143,0,116,1,5558.421429,17131,'0'
1,1,0,0,0,0,1,5209.797619,16585,'0'
1,1,0,0,0,208,1,4371,6583,'0'
1,4,0,0,0,0,0.142857,496,496,'1'
1,24,0.934425,1.789011,1,1857,0.232558,5655.333333,8971,'1'
1,5,0.93351,0.015827,0,24,0.166667,894.666667,1198,'1'
1,1,0,0,0,0,1,2648,2640,'0'
2,7,0.563508,0.09838,0,2058,0.444444,4496.388095,16816,'0'
1,82,0.679817,0.050371,0,4030,0.208861,5815.416667,12188,'1'
1,3,0.941182,0.114878,0,778,0.588235,5337.166667,10621,'0'
1,6,0.39994,0.203026,1,1402,0.36,5470.333333,8727,'1'
1,39,0.868533,1.484476,0,2944,0.373333,1215,1466,'1'
1,1,0,0.111111,1,5,1,2707,2698,'0'
1,1,0,0,0,0,0.125,370,370,'1'
1,1,0.824852,0.192308,0,198,0.285714,1839,1833,'0'
1,1,0.597095,0.044776,0,15,0.333333,2627,2619,'0'
1,2,0,0.231481,0,66,1,1839,1833,'0'
1,1,0,0,0,0,1,2627,2619,'0'
1,1,0,0,0,0,1,5735.533333,12479,'0'
1,2,0.744205,0.242424,0,23,1,5570.814286,17146,'1'
1,2,0.94566,0.080357,0,23,1,5447.357143,16871,'0'
1,8,0.706598,0.410774,0,1583,0.888889,5400.595238,16809,'1'
1,27,0.671252,0.105735,0,2900,0.862069,116.1,428,'1'
1,3,0.456051,0.24812,0,62,0.666667,5871.116667,12644,'0'
1,1,0,0.555556,0,1,1,35,35,'0'
1,1,0,0.029412,1,1,1,5342.166667,10629,'1'
1,2,0,0,0,0,0.111111,5272.25,10460,'1'
1,1,0,0,0,30,0.5,43,43,'0'
1,2,0,0,1,632,0.666667,5494.666667,17011,'0'
1,2,0,0,0,0,0.5,5871.116667,12644,'0'
1,4,0.78134,0.843866,0,69,1,6343.166667,9854,'0'
1,30,0.667312,0.701633,1,1958,0.604651,5483.5,8654,'1'
1,1,0,0,0,0,0.5,4199.5,4997,'1'
1,3,0,0,0,0,0.1,5475.438095,16902,'1'
1,11,0.731099,0.054966,0,2309,0.588235,865.866667,2309,'1'
1,1,0,0,1,0,1,6199.766667,13019,'0'
1,1,0,0.009709,1,19,1,5330.583333,10660,'0'
1,3,0.461646,0.34413,1,32,0.75,5313.333333,10583,'0'
1,1,0,0,0,0,0.111111,5220.25,10408,'1'
1,1,0,0,0,85,1,1275,1527,'0'
1,1,0,0.019048,1,4,1,2606,2598,'0'
1,8,0.660854,1.268229,0,87,0.9,60,60,'1'
1,1,0,0,0,0,0.142857,39,39,'1'
1,4,0.576459,1.652361,1,282,0.461538,5663,8582,'1'
1,1,0,0.021277,0,1,1,123,127,'0'
1,1,0,0.082353,0,65,1,5249.833333,10360,'0'
1,1,0,0.05303,1,31,1,213,213,'1'
1,1,0,0.003861,0,63,1,96,96,'1'
1,2,0.995979,0.167857,1,54,1,2852,2842,'0'
1,1,0,0,0,0,0.25,39,39,'1'
1,8,0.728409,0.513466,0,374,0.405405,1468,1468,'0'
1,1,0,0,1,0,1,2605,2597,'0'
1,1,0,0,1,0,0.5,2608,2600,'1'
1,5,0.923867,0.072886,1,313,0.428571,4527,4506,'0'
1,1,0,0.071429,1,1,1,5308.75,10499,'0'
1,1,0,0.415094,0,34,1,1290.416667,2029,'0'
1,4,0.781424,1.562802,1,143,1,1139,1390,'1'
1,6,0.696034,0.250831,0,306,0.888889,4382,5262,'1'
1,1,0,0.215385,1,166,1,4267,5558,'0'
1,2,0.679272,0.39759,1,866,0.8,4266,5557,'0'
2,7,0.696579,0.399183,0,2941,0.8,5912.266667,16326,'1'
1,1,0,0.285714,0,89,1,1277,1529,'1'
1,66,0.882789,0.015763,1,6576,0.561224,5354.666667,11520,'0'
1,7,0.937382,0.023104,1,58,0.409091,4108,4088,'1'
1,4,0,0,0,0,0.166667,635,635,'1'
1,1,0,0.005051,1,0,1,65,65,'0'
1,1,0,0.050505,0,0,1,64,64,'1'
1,1,0,0.100503,0,7,1,63,63,'0'
1,95,0.941062,0.054176,1,5643,0.272277,1422,1422,'1'
1,3,0.832923,0.029448,0,93,0.571429,5810.55,12562,'0'
1,1,0,1.650558,0,23,1,76,76,'0'
1,3,0.96023,0.003484,1,40,1,5509.333333,8766,'0'
1,1,0,0,0,6,1,376,385,'0'
1,52,0.904136,0.063697,0,6617,0.585106,122,126,'1'
1,4,0.948937,0.050072,0,315,0.833333,301.5,310,'0'
1,36,0.9929,0.184557,0,9643,0.3,377,377,'0'
1,1,0,0.089172,1,6,1,52,52,'0'
1,1,0,0,1,0,1,5571,8610,'0'
1,2,0.917759,0.092593,1,5,0.4,5313.75,10504,'1'
1,2,0.853776,1.169657,0,1370,0.230769,5253.25,10441,'1'
1,1,0,2.382353,1,67,1,5570,8609,'0'
1,17,0.965091,0.233358,0,310,0.096491,810.5,940,'0'
1,1,0,0,0,0,0.142857,3755,3736,'0'
1,4,0.979156,0.047101,0,50,0.3,5830.55,12582,'0'
1,2,0.918296,0.009009,1,169,1,5290.75,10322,'0'
1,2,0.63093,0.018868,0,1,0.666667,5542.333333,8799,'1'
1,2,0.918971,0.383721,0,1186,0.444444,304,304,'1'
1,9,0.621866,1.708879,0,421,0.4,122,122,'1'
1,1,0,0,0,86,1,1269,1520,'0'
1,1,0,0.005208,0,28,1,476,475,'0'
1,1,0,0.002604,1,0,1,62,62,'0'
1,1,0,0.020942,0,0,1,59,59,'0'
1,1,0,0.02356,0,7,1,56,56,'0'
1,2,0,0,0,0,0.25,362,362,'1'
1,10,0.975881,0.020163,0,215,0.089744,674.5,804,'0'
1,1,1,0.398577,0,21,0.142857,522.5,652,'0'
1,2,0,0,0,0,0.333333,5450.333333,8702,'1'
1,17,0.878683,1.585748,0,744,0.392857,85,85,'1'
1,1,0,0,0,0,1,5861.9,12616,'0'
1,1,0,0.034483,1,32,1,5329.583333,10659,'0'
1,6,0.833562,0.101289,0,57,0.16,567.5,697,'0'
1,2,0,0,0,0,0.5,5280.25,10468,'1'
1,6,0.858688,0.052506,0,0,0.454545,5577.438095,17004,'0'
1,1,0,0,0,0,0.333333,5538.333333,8795,'1'
1,3,0.439496,0.380282,0,686,0.333333,5280.25,10468,'0'
1,18,0.727255,0.122969,0,3311,0.833333,5543.438095,16970,'1'
1,1,0,0,0,0,1,5447.357143,16871,'0'
1,1,0,1.681034,0,44,1,805.3,2057,'0'
1,1,0,0.020408,1,3,1,127,131,'0'
1,1,0,0,0,0,0.2,375,375,'1'
1,1,0.903776,0.31016,0,24,0.5,1278.416667,1984,'0'
1,4,0.859627,0.18622,0,252,0.2,5783,8455,'1'
1,1,0.849751,0.014706,0,102,0.5,369,378,'0'
1,4,0.905853,0.011472,1,82,0.571429,884.016667,2235,'0'
1,1,0,0.001459,1,2,1,877.683333,2226,'0'
1,1,0,0.014599,0,6,1,5278.666667,11411,'0'
1,1,0.413817,0.052632,1,52,1,34,34,'0'
1,2,0.458686,0.121495,1,449,1,5913.4,15637,'0'
1,1,0,0,0,0,1,5542.333333,8799,'1'
1,1,0,0,0,356,0.6,360.5,369,'0'
1,1,0,0.131579,0,141,1,1261.083333,1987,'0'
1,3,1,0.026087,1,66,0.666667,499.5,534,'0'
1,1,0,0,0,0,0.5,360.5,369,'0'
1,3,0.984417,0.038298,0,42,0.8,5845.55,12597,'0'
1,1,0,0.01,0,54,1,4344.5,5919,'0'
1,1,0,0.129032,0,0,1,361.5,370,'0'
1,1,0,0,0,0,1,4270,5561,'0'
1,2,1,0,0,37,1,1317.416667,2055,'0'
1,1,0,0.072289,0,58,1,1278.916667,1986,'0'
1,4,0.531328,0.218927,0,327,0.8,1659.333333,1976,'1'
1,1,0.103275,0.618644,1,32,1,4270,5561,'0'
1,1,0,0,0,0,0.333333,5094.333333,14621,'0'
1,1,0,0,0,0,1,97,97,'0'
1,3,0,0,0,0,0.125,386,386,'1'
1,3,0.7477,0.272941,1,93,0.5,5071.711905,16424,'0'
1,2,0.840359,0.082988,1,4,0.5,5250.25,11350,'0'
1,2,0.985228,0.035461,0,147,1,1308.416667,2046,'0'
1,5,0.873262,1.072864,0,843,0.5625,5450.333333,8702,'1'
1,2,0.787127,0.142857,1,167,1,64,64,'0'
1,3,0.591214,0.698816,0,1264,0.666667,5626.333333,15153,'1'
1,1,0,0,0,0,1,3764,3745,'0'
1,1,0.669592,1.302326,0,65,1,97,97,'0'
1,1,0,0.02,0,0,1,4011,3991,'0'
1,2,0.734956,0.065521,1,8,1,2604,2596,'0'
1,7,0.818087,0.066456,0,23,0.266667,5563.438095,16990,'0'
1,1,0,0,0,0,0.2,5525.333333,8782,'1'
1,1,0,0.052632,0,18,1,1309.416667,2047,'0'
1,1,0,1.238095,0,91,1,1263.083333,1989,'0'
1,5,0.597534,0.078538,0,18,0.571429,3774,3755,'0'
1,2,0.9997,0.06701,0,84,1,382,382,'0'
1,2,0.970951,0.00458,1,8,1,61,61,'0'
1,1,0.584507,0.640909,0,281,1,5253.25,11353,'0'
1,3,0,0,0,0,0.2,587,587,'1'
1,1,0,0.025641,0,36,1,21,21,'1'
1,5,0.616508,0.387283,0,996,0.5,5475.438095,16902,'1'
1,20,0.791453,0.246067,1,17221,0.343284,4841.25,10827,'1'
1,1,0,0,0,0,1,21,21,'1'
1,1,0,0,0,0,1,3863,3844,'1'
1,1,0,0,0,0,1,5231.25,10419,'0'
1,1,0,0,0,0,1,5256.25,11356,'1'
1,2,0.983794,1,0,268,1,5256.25,11356,'0'
1,2,0.739271,1.32967,1,535,0.2,5288.75,10320,'0'
1,1,0,0,1,0,0.25,5506.333333,8763,'1'
1,1,0,0.410256,1,40,1,5883.216667,15651,'0'
1,1,0,0,1,0,0.166667,5476.333333,8733,'1'
1,3,0,0,0,0,0.05,445,445,'1'
1,10,0.589764,0.249009,0,299,0.75,1033.5,1211,'1'
1,2,1,0.023438,0,62,1,452,452,'0'
1,1,0,0.162162,0,9,1,949,949,'0'
1,5,0.903954,0.058372,0,14,0.833333,5806.533333,12550,'1'
1,9,0.904674,0.049423,1,1685,0.384615,5502.333333,8759,'1'
1,1,0,0.008264,0,85,1,344.5,353,'0'
1,2,0.143726,0.071661,0,12,1,2769,2760,'0'
1,1,0,0.125,0,2,1,55,55,'0'
1,2,0.976021,0.006369,1,11,1,49,49,'0'
1,1,0,0.130435,1,8,1,5308.416667,10557,'0'
1,7,0.93751,0.012522,1,601,0.75,866,1130,'1'
1,1,0,0,0,0,1,1854,1848,'0'
1,1,0,0.068376,1,85,1,345.5,354,'0'
1,2,0,0,0,0,0.333333,3818,3799,'1'
2,7,0.566532,0.030233,0,297,0.375,5305.583333,17696,'0'
1,3,0,0,0,0,0.125,565,565,'1'
1,1,0,0.335664,1,14,1,4134,5467,'0'
1,1,0,0.048951,0,1,1,54,54,'1'
1,1,0,0.020833,0,12,1,53,53,'0'
1,2,1,0.013605,1,30,1,4277,5566,'0'
1,1,0,0,0,32,1,58,58,'0'
1,2,0.289065,0.009852,0,275,0.545455,5525.333333,8782,'1'
1,1,0,0,0,0,0.333333,5792.5,8466,'1'
1,75,0.91289,0.026742,0,4018,0.368421,287,291,'1'
1,1,0,0.021277,0,0,1,343.5,352,'0'
1,1,0,0.016043,0,2,1,342.5,351,'0'
1,1,0,0.051813,0,103,1,316.5,325,'0'
1,1,0,0.123711,0,8,1,57,57,'0'
1,1,0,0,0,0,1,5289.25,10477,'0'
1,1,0,0,0,0,0.5,287,287,'0'
1,2,0,0,0,0,0.25,543,543,'1'
1,2,0.981693,0.094118,0,110,1,1272,1523,'0'
1,11,0.830798,0.050604,1,53,0.4,2623,2615,'0'
1,2,0,0,0,0,0.25,287,287,'1'
1,9,0.813336,0.169811,0,2379,0.45,5419.361905,16831,'0'
1,3,0.604292,0.622137,0,37,0.75,753.433333,1667,'0'
1,1,0,0.103448,0,0,1,6177.833333,9957,'0'
1,1,0,0,1,5,1,1146.333333,1326,'0'
1,2,0.999411,0.258503,0,40,1,37,37,'0'
1,1,0,0,0,0,0.111111,5253.25,10441,'0'
1,4,0.312336,0.053669,0,0,0.25,5447.361905,16858,'0'
1,4,0.973917,0.015025,0,203,0.6,5452.361905,16863,'0'
1,12,0.582758,0.208861,1,10340,0.65625,33,33,'1'
1,1,0,0.184211,1,6,1,870.55,2236,'0'
1,1,0,0,0,0,0.333333,5577.438095,17004,'0'
1,3,0.771949,0.054131,1,5,0.5,710.916667,1480,'1'
1,1,0,0,0,6,1,5283.833333,10315,'0'
1,8,0.525419,0.017588,0,812,0.7,5323.75,10514,'0'
1,1,0,0,0,0,0.25,5271.666667,10204,'0'
1,5,0.770881,0.0625,0,413,0.555556,5797.533333,12541,'0'
1,1,0,0,0,0,1,5319.333333,10589,'0'
1,2,0,0,0,0,0.1,5922.266667,15744,'1'
1,5,0.800302,0.050895,0,705,0.875,5443.361905,16854,'0'
1,4,0.566446,0.283828,1,49,0.75,6183.816667,13027,'0'
1,2,0.086968,1.68323,0,164,1,5281.666667,11414,'1'
1,1,0,0,0,0,1,4578,4555,'0'
1,1,0,0,0,0,1,6181.833333,9961,'0'
2,10,0.979289,0.146421,1,528,0.285714,4640.233333,14673,'0'
1,1,0,0.125,0,14,1,4344,5226,'0'
2,3,0,0,0,0,0.25,5305.583333,17696,'1'
1,124,0.944849,0.043972,0,34886,0.296188,5666.916667,12029,'1'
1,35,0.546045,0.125539,0,5619,0.484375,5308.916667,11671,'0'
1,1,0,0.111111,1,39,1,5571.166667,8608,'1'
1,2,0.980798,0.294118,0,54,0.5,1042.666667,1197,'0'
1,4,0.527041,0.143382,1,65,0.428571,147,147,'1'
1,1,0,0,0,0,1,2667,2659,'1'
1,2,0.999526,0.133333,0,88,0.5,1144.333333,1324,'1'
1,1,0,0.010417,0,89,1,1276,1528,'0'
1,1,0,0,0,0,1,591,591,'1'
1,1,0,0,0,325,0.5,5267.666667,10200,'0'
1,1,0,0.247059,0,75,1,6042.166667,10068,'0'
1,1,0,0,1,0,1,5705.916667,12237,'1'
1,1,0,0.16,1,128,1,5325.916667,11688,'0'
1,1,0,0.117647,1,0,1,761.416667,1689,'0'
1,1,0,0,0,0,1,5316.416667,10565,'0'
1,1,0,0,0,0,1,5734.333333,15261,'0'
1,1,0,0,0,0,0.166667,5626.333333,15153,'0'
1,1,0,0,0,0,1,5637.333333,15164,'0'
1,1,0,0,0,0,0.142857,5462.333333,14989,'0'
1,1,0,0,0,0,0.5,5419.361905,16831,'0'
1,1,0,0,0,0,1,5543.438095,16970,'0'
1,1,0,0,1,0,1,5071.711905,16424,'0'
1,1,0,0,0,0,0.25,5469.333333,14996,'0'
1,2,0.509559,0.527027,1,60,1,4474.828571,15874,'1'
1,1,0,0,1,0,1,4478.828571,15878,'0'
1,1,0,0,0,0,0.5,781.621429,2340,'0'
1,8,0.973011,0.069817,0,1022,0.7,5207.797619,16583,'0'
1,1,0,0,0,0,0.166667,5656.333333,15183,'1'
1,5,0.527766,0.3177,0,1048,0.625,5409.845238,16766,'1'
2,4,0.19729,0.411376,0,289,1,4577.388095,16897,'1'
1,1,0,0,0,0,1,5207.797619,16583,'0'
1,1,0,0,0,0,0.333333,5553.421429,17126,'0'
1,1,0,0,0,0,0.25,5896.4,15621,'0'
1,1,0,0,0,0,1,5666.333333,15193,'0'
1,1,0,0,0,0,1,5911.4,15635,'0'
2,3,0,0,0,0,0.25,4562.388095,16882,'0'
1,1,0,0,0,0,1,4893.45,14432,'0'
1,1,0,0,0,0,0.25,4835.45,14374,'0'
1,2,0.615529,3.783582,0,65,0.666667,5469.333333,14996,'1'
1,2,0,0,0,0,0.5,4924.45,14463,'0'
1,2,0,0,1,0,0.2,5711.833333,15284,'0'
1,2,0.216674,0.214286,0,120,0.5,5904.4,15629,'0'
1,1,0,4.444444,0,0,1,1110,1361,'1'
1,1,0,0.259259,0,70,1,1109,1360,'1'
1,1,0,0.5,0,424,1,110,104,'0'
1,1,0,1.076923,0,1,1,1140,1391,'0'
1,1,0,0,0,0,1,1111,1362,'1'
1,1,0,0,0,0,0.5,392,392,'1'
1,1,0,0.114583,1,6,1,8,7,'0'
1,4,0.480805,0.087873,0,30,1,4427.5,6106,'1'
1,1,0,0.2,0,34,1,396,396,'0'
1,1,0,0,0,0,0.25,2784,2775,'0'
1,1,0,0.166667,0,154,1,4416.5,6083,'0'
1,1,0,0,0,38,1,180,180,'0'
1,2,0,0,1,0,0.333333,4186,4166,'0'
2,15,0.893723,0.251478,0,146,0.052632,5123.5,7666,'0'
1,1,0,0.375,1,106,1,4263.5,5548,'0'
1,1,0.843949,0.598684,0,0,1,3430,3420,'0'
1,1,0,0,0,0,0.333333,396,396,'1'
1,3,0.341442,0.161765,0,191,1,5188.833333,11186,'0'
1,5,0.79144,0.011132,0,314,0.666667,409,409,'0'
1,5,0.643585,0.718033,0,619,0.555556,1120,1371,'1'
1,7,0.773262,0.216552,0,199,0.4,542.5,672,'0'
1,1,0,0,0,0,1,4562.5,6241,'0'
1,21,0.926162,0.021277,1,534,0.814815,492.5,527,'0'
1,1,0,0.157895,1,7,1,346.5,355,'1'
1,2,0,0,0,0,0.333333,4231.5,5029,'1'
1,1,0,0,1,0,0.5,5907.683333,15644,'0'
1,2,0,0,0,0,0.5,5948.266667,15770,'1'
1,15,0.800862,0.138288,0,1213,0.333333,1250,1501,'1'
1,1,0,0.148936,1,43,1,476.5,503,'0'
1,1,0,0.214286,0,14,1,590.5,664,'0'
1,1,0,0.059113,1,2,1,288,292,'0'
1,1,0,0.005102,1,1,1,603,660,'0'
1,1,0,0.025641,0,5,1,599,656,'0'
1,2,0,0,0,0,0.125,4186,4983,'0'
1,1,0.829244,0.319672,0,531,0.666667,4510.5,6189,'0'
1,4,0.826008,0.213368,1,40,0.666667,3383,3373,'1'
1,1,0,0.120968,1,119,1,842.1,2267,'0'
1,1,0,0.008264,0,0,1,5667.916667,12030,'0'
1,4,0.860629,0.030181,0,366,1,5937.116667,12710,'1'
1,1,0,0,0,0,0.5,1324,1576,'1'
1,3,0.770737,0.251082,1,203,1,4073.5,5391,'0'
1,1,0,0.025974,0,12,1,782.516667,2078,'0'
1,1,0,0.146667,0,32,1,763.683333,2038,'0'
1,1,0,0.169231,0,24,1,44,44,'0'
1,1,0,0.457627,0,7,1,1291.416667,2030,'0'
1,1,0,0.424242,0,23,1,664.583333,1416,'0'
1,1,0,0,0,0,1,5844.333333,10131,'0'
1,1,0,0,0,0,1,5596.533333,12340,'0'
1,1,0,0,0,1,1,1325,1577,'0'
1,1,0,0,0,0,1,5576.333333,8880,'0'
1,2,0.413817,0.261438,0,6,1,755.416667,1532,'1'
1,1,0,0,0,0,1,749.416667,1524,'0'
1,1,0,0,0,0,0.5,4250.5,5825,'0'
1,1,0,0.236364,1,33,1,5258.75,10690,'0'
1,7,0.437069,0.515504,0,504,0.9,725.416667,1500,'1'
1,1,0,0.566038,0,4,1,1343,1595,'0'
1,1,0,1.708333,0,40,1,4366,6555,'0'
1,1,0.765585,1.877228,0,1497,0.666667,112.876191,440,'0'
1,1,0,0,0,0,0.5,1340,1592,'0'
1,1,0.970951,0.049261,0,46,1,539.5,639,'0'
1,1,0,0.028037,0,34,1,474,474,'0'
1,6,0.910859,0.050517,0,20,0.181818,493,493,'0'
1,5,0.818581,0.156906,0,541,0.888889,4250.5,5825,'1'
1,1,0,0.040323,1,15,1,388.5,423,'1'
1,2,0.953412,0.589744,0,346,0.6,464,464,'0'
1,1,0,0.109091,0,1,1,743.5,1647,'0'
1,3,0.929053,0.049844,0,55,0.666667,1108,1359,'0'
1,3,0.898639,0.031142,0,122,0.75,1155,1343,'1'
1,2,0.998364,0.057803,0,0,0.5,1104.666667,1284,'0'
1,1,0,0.422414,0,29,1,1021.5,1199,'0'
1,4,0.569432,0.019048,1,242,1,4373,6361,'0'
1,1,0,0.473684,0,39,1,1050.5,1228,'0'
1,1,0,0,0,44,1,220,220,'0'
1,1,0,0.090909,0,51,1,70,70,'0'
1,1,0,0.037594,0,0,1,161.333333,134,'0'
1,1,0,0.030769,0,259,1,160.333333,133,'0'
1,1,0,0.044715,0,2,1,28,21,'0'
1,1,0,0.095833,0,2,1,19,18,'0'
1,24,0.890458,0.019083,1,1376,0.613636,549,626,'0'
1,6,0.791103,0.088783,0,60,1,2705,2696,'1'
1,1,0,0.06015,0,140,1,63,81,'0'
1,3,0.789076,0.088542,1,18,0.666667,47,47,'0'
1,1,0,0.014493,0,79,1,9,9,'0'
1,5,0,0,0,0,0.022727,2408,2400,'1'
1,2,0,0,0,0,0.5,5937.116667,12710,'0'
1,1,0,0.007752,0,20,0.5,6034.5,8365,'0'
1,1,0,0,0,0,1,6011.5,8323,'1'
1,2,0.380947,0.17027,0,33,1,1667.666667,1911,'0'
1,1,0,0.076923,1,33,1,183,183,'1'
1,1,0,0,0,0,0.5,4458,6047,'0'
1,4,0.832367,0.243682,0,1094,0.888889,4398,6619,'0'
1,1,0,0.644444,1,19,1,5619.433333,15300,'0'
1,1,0,0,0,0,0.5,5501.333333,15028,'1'
1,1,0,0.554054,1,8,1,5905.683333,15642,'0'
1,1,0,0,0,0,0.5,474,474,'0'
1,1,0,0,0,0,1,98,92,'0'
1,1,0.989993,0.130435,0,0,0.5,105,99,'0'
1,1,0,0.904762,0,0,1,99,93,'0'
1,1,0,0,0,0,1,98,92,'0'
1,1,0,0,0,0,1,98,92,'0'
1,1,0,0,0,0,1,98,92,'0'
1,1,0,0,0,0,1,98,92,'0'
1,1,0,0.177778,0,0,1,137,105,'0'
1,1,0.969372,1.71066,0,0,0.2,98,92,'0'
1,1,0,0,0,0,1,101,95,'0'
1,1,0,0.863014,0,0,1,138,106,'0'
1,1,0,1.771429,0,0,1,101,95,'0'
1,1,0,0,0,0,1,103,97,'0'
1,1,0,1.806452,0,0,1,103,97,'0'
1,2,0.921897,0.354331,0,44,1,520.5,573,'0'
1,1,0,0,1,0,1,5570.166667,8607,'1'
1,1,0,0.181818,0,1,1,324,328,'0'
1,1,0,0,0,0,1,5282,10349,'0'
1,2,0,0,0,0,0.125,4877.45,14416,'0'
1,1,0,3.714286,0,44,1,1296.416667,2035,'0'
1,1,0.902393,2.692308,0,228,0.5,5282,10349,'0'
1,1,0,0.052632,0,17,1,4448.5,6023,'0'
1,2,0.999571,0.19337,0,88,1,4132,5706,'0'
1,1,0,0,0,0,0.5,112.166667,147,'0'
1,1,0,0,0,0,0.5,112.166667,147,'0'
1,1,0.591673,0.173913,0,0,0.5,105.042857,432,'0'
1,5,0.806975,0.148061,1,252,0.318182,6392.533333,13523,'0'
1,1,0,0,1,0,1,5898.916667,15667,'0'
1,1,0,0,0,0,0.125,6156.766667,13248,'1'
1,1,0,0,0,0,0.333333,6183.766667,13275,'0'
1,5,0.802706,0.019713,1,120,1,3747,3728,'0'
1,1,0,0,0,0,1,489,488,'1'
1,1,0,0.24,0,0,1,488,487,'0'
1,2,0.983539,0.070352,0,36,1,2733,2724,'0'
1,1,0,0.589744,0,34,1,398,398,'0'
1,1,0.129234,0.246377,0,11,1,2736,2727,'0'
1,1,0,0.082353,0,1,1,3755,3736,'0'
1,1,0.995292,1.054264,0,68,0.5,401,401,'0'
1,2,0.266765,0.156627,0,5,1,2761,2752,'0'
1,2,0.918296,0.002037,1,0,1,3494,3484,'0'
1,1,0,0,0,0,1,401,401,'1'
1,1,0,0,0,0,0.5,405,405,'0'
1,1,0,0,0,0,1,488,487,'0'
1,2,0,0,0,136,0.666667,3961,3941,'0'
1,1,0,0,0,0,1,397,397,'1'
1,2,0.672295,0.049242,1,57,1,1125.333333,1305,'0'
1,1,0,0,0,0,0.5,5164.333333,14691,'0'
1,1,0,0,1,0,0.5,5074.747619,16409,'0'
1,2,0.797327,0.185185,1,14,1,5294.75,11400,'0'
1,4,0.591955,1.231988,0,652,0.6,1340,1592,'1'
1,1,0,0.035714,1,40,1,4321.5,6457,'0'
1,1,0,0.222222,0,103,1,438.5,473,'0'
1,2,0,0,0,0,0.5,3968,3948,'1'
2,8,0.799518,0.067122,0,1057,0.425,4877.5,7292,'0'
1,1,0,0.346154,0,0,1,437.5,472,'0'
1,1,0.999872,0.73029,0,1029,0.363636,433.5,468,'0'
1,1,0,0,0,0,1,4210,4190,'0'
1,1,0,0,0,0,0.5,3807,3788,'0'
1,1,0.972779,0.338384,0,438,0.714286,445.5,480,'0'
1,1,0,0,1,0,1,4564.333333,13896,'0'
