@relation mydataframe
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute bug {'1','0'}
@data
0,3,21,3,7,2,39,0,0.931818,0.571429,4,4.571429,1,'0'
0,0,0,0,0,2,0,0,0,0,0,0,0,'0'
0,0,21,0,7,2,7,0,0,1,0,0,1,'0'
0,5,0,5,0,0.579545,1583,0,0.826087,0.366667,3,173.666667,1,'0'
1,5,37,2,10,0.933333,93,0,0.897727,0.4,6,7.8,2,'1'
0,3,465,2,31,2,259,0,0.758065,0.309677,0,7.354839,6,'0'
0,4,0,1,1,2,1,0,0,1,0,0,1,'1'
0,2,1,1,2,2,2,0,0,0.75,0,0,1,'0'
0,0,177,0,24,0.882033,887,9,0,0.126667,0,27.933333,4,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
0,2,45,1,10,2,10,0,0,0.5,0,0,1,'0'
0,0,595,0,35,2,35,0,0,0.371429,0,0,1,'0'
2,16,417,10,24,0.817568,1440,1,0.556962,0.174174,16,36.789474,16,'0'
0,0,171,0,19,2,19,0,0,0.438596,0,0,1,'0'
0,0,28,0,8,2,8,0,0,0.666667,0,0,1,'0'
0,3,105,3,15,2,83,0,0.854167,0.533333,6,4.533333,1,'0'
0,2,1,1,2,2,2,0,0,0.75,0,0,1,'0'
0,13,0,12,22,0.608824,7463,3,0.152174,0.170833,4,180.609756,2,'0'
0,5,1,1,3,0.5,16,0,0.8,0.666667,0,4,1,'0'
0,2,253,2,23,2,127,0,0.810345,0.521739,0,4.521739,1,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
0,6,30,5,7,0.669118,721,2,0.363636,0.285714,0,77.222222,1,'1'
0,0,91,0,14,2,14,0,0,0.206349,0,0,1,'0'
0,0,3,0,2,2,102,0,0,0.333333,0,33,1,'0'
0,9,18,2,3,1.028846,366,1,0,0.31746,0,38.222222,17,'0'
0,23,677,17,18,0.944317,2575,15,0,0.150725,0,52.574468,2,'1'
0,16,0,0,1,2,1,0,0,1,0,0,1,'1'
0,2,10,2,5,2,28,0,0.959184,0.6,0,4.6,1,'0'
0,0,28,0,8,2,8,0,0,0.354167,0,0,1,'0'
0,5,0,5,1,0.75,59,0,0.961538,0.555556,3,18,1,'1'
0,0,1,0,2,2,2,0,0,1,0,0,1,'0'
0,2,1,1,2,2,2,0,0,0.75,0,0,1,'0'
0,9,75,6,8,0.757692,1409,3,0.25,0.184524,0,98.214286,4,'0'
0,0,6,0,4,2,4,0,0,0.5,0,0,1,'0'
1,3,3,2,3,1.5,13,0,0.964286,0.555556,4,3,1,'0'
0,4,0,4,1,0.75,44,0,0.967742,0.555556,12,13,2,'1'
0,3,253,3,23,2,127,0,0.788462,0.521739,6,4.521739,1,'0'
0,3,78,3,13,2,73,0,0.87234,0.403846,6,4.615385,1,'0'
0,0,0,0,6,0,50,0,0.894737,0.555556,1,7.166667,3,'0'
0,0,28,0,8,2,8,0,0,0.75,0,0,1,'0'
0,2,351,2,27,2,151,0,0.783333,0.388889,0,4.592593,1,'0'
3,12,8,9,3,0.75,191,0,0,0.333333,0,36.6,1,'0'
0,3,21,3,7,2,39,0,0.931818,0.571429,6,4.571429,1,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
0,0,153,0,18,2,18,0,0,0.5,0,0,1,'0'
0,7,1,1,7,0.972222,70,1,0.6,0.314286,0,7.285714,1,'0'
0,3,21,3,7,2,39,0,0.931818,0.571429,6,4.571429,1,'0'
0,7,0,1,3,0.054545,517,0,0,0.416667,1,41.666667,7,'0'
0,8,3,2,6,1,114,2,0,0.5,1,13.333333,1,'0'
0,0,0,0,1,2,5,0,1,1,0,4,0,'0'
0,2,21,2,7,2,43,0,0.94,0.571429,0,5.142857,1,'0'
1,7,102,5,10,0.5625,1190,0,0.835821,0.210227,8,68.882353,37,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
0,0,0,0,1,2,24,0,1,1,0,7,0,'0'
0,59,541,9,29,0.969697,1017,5,0.733333,0.284848,4,28.617647,7,'0'
0,22,1,0,2,2,5,0,0,0.6,0,0,1,'0'
0,0,0,0,1,2,132,0,0,1,0,3,0,'1'
0,0,15,0,6,2,6,0,0,0.75,0,0,1,'0'
0,2,15,1,6,2,6,0,0,0.75,0,0,1,'0'
0,0,3,0,3,2,3,0,0,0.666667,0,0,1,'0'
0,0,105,0,15,2,15,0,0,0.488889,0,0,1,'0'
0,3,10,3,5,2,28,0,0.953488,0.6,4,4.6,1,'0'
0,0,1,0,2,2,103,0,0,0.5,0,50,10,'0'
0,2,36,2,9,2,52,0,0.921569,0.555556,1,4.777778,1,'0'
0,0,10,0,5,2,5,0,0,0.7,0,0,1,'0'
3,9,17,6,11,0.717949,335,1,0.806452,0.480769,2,22.714286,6,'0'
0,5,15,2,6,2,6,0,0,0.375,0,0,1,'0'
0,0,703,0,38,2,38,0,0,0.355263,0,0,1,'0'
0,5,3,0,3,2,3,0,0,0.583333,0,0,1,'0'
0,60,67,4,26,0.829023,2121,2,0,0.338889,0,68.9,9,'0'
0,10,277,9,2,1,804,0,0.571429,0.184211,12,19.461538,12,'1'
0,1,6,1,4,2,25,0,0.884615,0.583333,0,5.25,1,'1'
0,0,3,0,3,2,3,0,0,1,0,0,1,'0'
1,1,15,0,11,0.5,102,0,0,0.431818,0,8.090909,1,'0'
0,2,0,0,7,0.357143,144,0,0,0.625,0,16.75,4,'0'
0,0,1,0,2,0.5,481,0,0.974359,1,0,159,1,'1'
0,0,1,0,2,2,9,0,1,0.75,0,3.5,0,'0'
