@relation mydataframe
@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute pd numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,3,0.26866,0.218457,0.204037,346.75,1,723,244,229,'1'
1,1,0.520738,0.033259,0.036216,676.5,1,4,237,222,'1'
1,1,0.391244,0.005166,0.004428,677.5,0,10,226,211,'0'
1,1,0,0,0.004043,742,0,0,220,205,'0'
1,1,0,0.001294,0.001294,773,0,0,2494.367857,2768,'0'
1,1,0,0.02458,0.016818,773,1,2,2493.367857,2767,'0'
1,1,0,0.007772,0.007772,772,1,3,213,198,'0'
1,1,0,0.010376,0.016861,771,1,3,2733.176587,5533,'0'
1,3,0.468931,0.069951,0.023645,338.333333,1,113,194,179,'0'
1,1,0,0.005284,0.001321,757,0,1,2511.585317,2766,'0'
1,1,0,0.148148,0.082011,756,1,1,176,161,'0'
1,1,0,0.009763,0.009763,717,0,0,171,156,'0'
1,1,0,0.001395,0.001395,717,1,0,2791.188492,5435,'0'
1,1,0,0.002789,0.004184,717,1,3,1484.166667,1756,'0'
1,1,0,0.001395,0,717,1,0,170,155,'0'
1,1,0,0.00419,0.00419,716,1,0,169,154,'0'
1,1,0,0.001399,0.001399,715,0,0,165,150,'0'
1,1,0,0.001399,0.001399,715,1,0,162,147,'0'
1,1,0,0.029371,0.239161,715,1,1,161,146,'0'
1,1,0,0.159326,0.400259,772,1,3,160,145,'0'
1,1,0,0.356553,0.160567,847,0,0,2718.596429,5350,'0'
1,1,0,0.020228,0.021492,791,1,0,159,144,'0'
1,1,0,0.007585,0.005057,791,1,0,158,143,'0'
1,1,0,0.002532,0.001266,790,1,0,157,142,'0'
1,1,0,0.021546,0.003802,789,1,3,156,141,'0'
1,1,0,0.001274,0.002548,785,1,0,152,137,'0'
1,1,0,0.153944,0.382952,786,1,1,151,136,'0'
1,1,0,0.004723,0.002361,847,1,0,131,116,'0'
1,1,0,0,0.001182,846,1,1,128,113,'0'
1,1,0,0.038778,0.001175,851,1,0,2655.514286,5263,'1'
1,1,0,0.010791,0.004796,834,0,0,116,101,'1'
1,1,0,0.00241,0.00241,830,1,1,115,100,'0'
1,1,0,0.013002,0.013002,846,0,1,2750.096032,2724,'0'
1,1,0,0.002375,0.002375,842,0,0,104,89,'0'
1,1,0,0.049881,0.054632,842,1,1,103,88,'0'
1,1,0,0.008333,0.00119,840,1,5,84,69,'0'
1,1,0,0.004706,0,850,1,0,72,59,'0'
1,1,0,0.067296,0.05549,847,0,0,71,58,'0'
1,1,0,0.004762,0,840,1,0,70,57,'0'
1,1,0,0.07049,0.077658,837,1,0,68,55,'0'
1,1,0,0.007203,0.002401,833,1,0,65,52,'0'
1,1,0,0.004819,0.004819,830,1,0,64,51,'0'
1,1,0,0.006274,0.001255,797,1,0,39,29,'0'
1,1,0,0.016688,0.011553,779,1,0,2588.140873,5006,'0'
1,1,0,0.002667,0.001333,750,1,61,630.333333,538,'0'
1,1,0,0.05615,0.001337,748,1,5,2174.269048,3560,'0'
1,1,0,0,0.004082,735,1,34,1366.397619,2554,'0'
1,1,0,0.004076,0,736,1,50,1519.814286,2514,'1'
1,1,0,0.002725,0.001362,734,1,27,1031.783333,1078,'0'
1,1,0,0.001359,0,736,1,0,2639.169048,1739,'0'
1,2,0.231813,0.003906,0.065104,384,0,8,1610.433333,2260,'0'
1,1,0,0.001235,0.016049,810,1,32,2653.433333,1671,'1'
1,1,0,0.001222,0.001222,818,1,3,1276.333333,2004,'0'
1,1,0,0.01467,0.012225,818,1,4,1270.833333,1995,'1'
1,1,0.749595,0.040984,0.002049,488,1,202,1255.2,1905,'1'
1,1,0,0.018473,0.013547,812,0,6,73.833333,43,'1'
1,1,0,0.033457,0.035936,807,0,21,2621.183333,1603,'0'
1,1,0,0.001239,0.003717,807,1,36,1292.333333,1876,'0'
1,1,0,0,0.003681,815,1,21,1251.583333,1790,'0'
1,1,0,0.155637,0.008578,816,0,5,1535.416667,769,'0'
1,1,0,0,0.024611,772,1,3,1101.866667,1692,'0'
1,1,0.89886,0.013898,0.028427,395.75,1,166,1035.633333,1521,'0'
1,1,0,0,0.017836,841,0,48,2610.5,1413,'0'
1,1,0,0.002367,0.002367,845,1,0,1185.166667,1433,'0'
1,1,0,0.002347,0.002347,852,1,2,1189.083333,1429,'0'
1,1,0,0.007042,0.002347,852,1,3,2251.166667,1400,'0'
1,1,0,0.003529,0,850,1,9,264.083333,507,'1'
1,1,0,0.016529,0.012987,847,1,7,1156.75,1389,'0'
1,1,0,0.013049,0.004745,843,0,4,266.25,497,'0'
1,1,0,0.003563,0.002375,842,0,0,266.666667,495,'0'
1,1,0,0,0.02381,840,0,10,2009.333333,1385,'0'
1,1,0,0.017689,0.011792,848,1,2,1856.5,1383,'1'
1,1,0,0.001183,0.001183,845,0,8,1841.5,1381,'0'
1,1,0.468996,0.002195,0.008782,455.5,0,152,1659.333333,1364,'0'
1,2,0.897608,0.018744,0.001874,355.666667,1,172,1565.25,1320,'0'
1,2,0.952905,0.051724,0.001499,444.666667,1,198,1049.5,1325,'0'
1,1,0,0.014634,0.00122,820,1,6,1058,1298,'0'
1,1,0,0.006127,0.003676,816,1,0,1018.666667,1259,'0'
1,1,0,0.001227,0.001227,815,1,1,1017.666667,1258,'0'
1,1,0,0.006135,0.006135,815,1,1,292.5,480,'0'
1,1,0,0.011043,0,815,1,5,960.833333,1204,'0'
1,1,0,0.00492,0.00123,813,0,3,926.75,1164,'0'
1,1,0,0,0.001233,811,0,0,937.083333,1163,'0'
1,1,0,0.001232,0,812,0,0,936.083333,1162,'0'
1,1,0,0.006386,0,783,1,0,934.583333,1157,'0'
1,1,0,0.020539,0.008986,779,1,0,928.583333,1154,'0'
1,3,0.78274,0.037618,0.02884,227.857143,1,15,926.583333,1152,'1'
1,1,0.491237,0.010392,0.01199,625.5,1,0,918.583333,1144,'1'
1,5,0.485364,0.053601,0.011725,199,0,162,1167.097619,1334,'0'
1,1,1,0.002611,0.007833,191.5,1,64,772.75,1132,'0'
1,1,0.485461,0.056769,0.026201,114.5,1,20,693.5,845,'0'
1,3,0.712803,0.012077,0.024155,103.5,1,57,3371.082515,8163,'0'
1,1,0.970951,0.004405,0.017621,113.5,1,33,3709.049062,7791,'0'
2,5,0.676717,0.136206,0.096036,187.95,1,433,380.333333,523,'1'
1,1,0,0.013333,0,150,0,1,250,235,'0'
1,1,0.258019,0.079395,0.007561,264.5,1,50,235,220,'0'
1,2,0.797538,0.072708,0.042264,253.818182,0,1051,3429.932395,7162,'0'
1,1,0.94566,0.015306,0.022109,294,1,157,679.833333,911,'0'
1,6,0.688488,0.185863,0.199703,112.388889,1,1225,84,79,'1'
1,2,0.764205,0.009042,0.007233,276.5,1,65,45,44,'0'
1,1,0,0.065574,0.131148,61,1,258,712,830,'0'
1,6,0.73632,0.069095,0.160176,144.727273,1,375,600,687,'1'
1,3,0.578935,0.001236,0.040791,202.25,0,30,407.166667,496,'0'
1,1,0.667528,0.072351,0.072351,129,1,8,393.166667,471,'1'
1,1,0,0.002857,0.002857,700,1,1,3537.595274,7499,'1'
1,1,0.679149,0.021016,0.030648,380.666667,1,32,155,140,'0'
1,1,0,0.47561,0.231707,82,1,46,102,87,'1'
1,1,0,0,0.014388,139,0,0,69,56,'0'
1,1,0.131107,0.062245,0.05,490,1,2,67,54,'0'
1,1,0.123115,0.17217,0.108491,212,1,136,2484.463492,4864,'1'
1,2,0.267387,0.059031,0.022907,283.75,1,49,2236.190476,4512,'1'
1,1,0.773227,0.025815,0.004076,368,0,62,2232.33254,4492,'1'
1,1,0,0.042827,0.004283,467,1,5,245.5,239,'1'
1,1,0,0.046595,0.007168,279,1,192,1362.759524,2597,'1'
1,1,0,0.023064,0,607,1,44,1007.695238,1085,'1'
1,1,0,0.025,0.025,40,1,0,45,39,'0'
1,1,0,0.4,0.2,35,1,18,5,1,'1'
1,1,0,0.258537,0.019512,410,1,2,1356.45,2089,'1'
1,1,0.985228,0.052239,0.052239,67,0,12,2583.733333,1424,'0'
1,1,0,0.076923,0.076923,26,0,4,2575.166667,1414,'0'
1,1,1,0.008163,0.008163,122.5,1,7,2597.5,1407,'0'
1,1,0,0,0.008284,845,1,3,1184.166667,1432,'0'
1,1,0,0,0.004376,457,1,13,1406.5,1282,'0'
1,2,0.99901,0.035165,0.024176,227.5,1,52,1185.833333,1222,'0'
1,1,0,0.010629,0.011515,1129,1,0,343.5,361,'0'
1,1,0,0.13759,0.061151,1112,1,0,345,349,'0'
1,1,0.237242,0.079179,0.082111,113.666667,0,0,420,310,'0'
1,1,0.619382,0.025779,0.002148,465.5,0,240,3039.103319,6758,'0'
1,1,0,0,0,0,0,288,2599.942857,4973,'0'
1,2,0,0,0,12.333333,1,0,331.5,416,'0'
1,1,0,0,0,45.25,0,0,3047.103319,6766,'0'
1,1,0,0.052632,0.052632,38,0,318,2538.301984,2775,'0'
1,2,0.954434,0,0.266667,30,1,44,2071.657143,3467,'0'
1,1,0,0,0,45,0,0,861.666667,1079,'1'
1,1,0.755928,0.017131,0.072805,155.666667,1,468,1166.366667,990,'1'
1,1,0,0.015306,0,196,1,14,784.083333,1130,'0'
1,1,0.992267,0.060881,0.014249,386,1,55,662.166667,880,'0'
1,1,0,0.23494,0.210843,166,1,37,704.5,855,'0'
1,1,0,0.067073,0.146341,164,1,5,3695.886003,7800,'1'
1,1,0,0.006024,0.006024,166,1,1,585.666667,674,'0'
1,1,0,0.012048,0.012048,166,1,0,581.666667,670,'0'
1,1,0,0.006024,0,166,1,0,573.666667,663,'0'
2,2,0.567945,0.026415,0.021384,397.5,1,319,572.666667,776,'0'
1,1,0.991076,0.030973,0.00885,113,0,91,2506.585317,2763,'0'
1,1,0.345527,0.069718,0.043662,473.333333,1,10,63,50,'1'
2,2,0.918296,0.006364,0.007273,550,1,4,60,60,'0'
1,3,0.889998,0.037612,0.015985,354.5,1,41,38,28,'1'
1,10,0.892041,0.025401,0.036393,224.4,0,1731,2961.930952,1826,'1'
2,2,0.721928,0.00464,0.006961,215.5,1,30,62.583333,89,'1'
1,1,0,0.101523,0.035533,197,1,54,1193.133333,851,'1'
1,1,0,0.005319,0,188,1,14,1187.583333,1428,'0'
1,1,0,0.13369,0.02139,187,1,76,1168.916667,1401,'0'
1,1,0,0,0.011494,174,0,0,1539.666667,1292,'0'
1,2,0.797327,0.065744,0.034602,144.5,1,2,10,8,'0'
1,1,0,0.023256,0.005814,172,1,1,901.666667,1123,'0'
1,1,0.522559,0.025586,0.010661,234.5,1,9,902.833333,1122,'0'
1,1,0,0.02381,0.113095,168,1,0,901.833333,1109,'1'
1,2,0.970951,0.013245,0.003311,151,0,0,900.833333,1108,'1'
1,1,0,0.110465,0,172,1,1,895.833333,1105,'0'
1,2,0.585514,0.016552,0.125517,241.666667,1,11,1093.5,864,'0'
1,1,0,0,0,89.5,0,0,835.5,704,'1'
1,1,0,0.018116,0.028986,276,1,16,1051.5,833,'0'
1,1,0,0.161871,0.089928,278,1,1,855.5,816,'0'
1,1,0,0.031963,0.022831,219,1,25,753,1145,'0'
1,1,0,0.08125,0.1,160,1,151,2594.720238,4980,'1'
1,4,0.987275,0.041096,0.093783,158.166667,1,356,2060.288889,3764,'1'
1,1,0,0.014286,0.014286,140,1,0,1683.319048,2372,'0'
1,3,0.747826,0.132565,0.014409,115.666667,1,424,1681.319048,2371,'0'
1,3,0.208997,0.922246,0.87689,154.333333,1,650,1129.066667,883,'1'
1,1,0,0.026786,0.026786,112,0,1,2694.15,1626,'0'
1,1,0.402179,0.159193,0.008969,223,1,376,1217.433333,1965,'0'
1,1,0,0.12,0,75,1,44,1678.333333,1369,'0'
1,3,0.614762,0.074172,0.015894,151,1,321,972.25,1213,'1'
1,1,0,0.070423,0,142,1,102,1605.728571,2458,'0'
1,1,0.494183,0.110345,0.017241,145,1,38,625.666667,727,'1'
1,1,0,0.278351,0.051546,97,0,0,607,694,'0'
1,1,0,0,0,67.166667,1,0,1602.219048,2473,'0'
1,1,0,0.021739,0,46,1,7,138,123,'0'
1,1,0,0.022222,0.066667,45,0,7,2720.804762,2747,'0'
1,1,0,0,0,46,1,0,110,95,'0'
1,1,0,0,0.026549,113,1,1,2655.433333,1679,'0'
1,1,0,0,0,138,1,0,2639.5,1658,'1'
1,1,0,0,0,12,1,0,1251.283333,1796,'1'
1,27,0.959657,0.011731,0.009835,228.094595,1,15948,743.833333,998,'1'
1,2,0.696212,0.011224,0.005102,490,1,269,3365.082515,8157,'0'
1,1,0,0.007833,0,383,1,14,2691.739069,5642,'0'
1,1,0,0.007874,0.007874,381,1,7,253,238,'0'
1,1,0,0.009346,0.003115,321,1,128,1254.209524,1478,'0'
1,1,0,0.021875,0,320,1,5,1045.316667,1057,'0'
1,1,0,0.025316,0.006329,316,1,9,1035.066667,1050,'0'
1,1,0,0.050955,0.031847,314,1,1,1075.6,1046,'1'
1,1,0,0.012903,0,310,1,25,1075.683333,1045,'1'
1,1,0,0.312704,0.166124,307,1,8,1085.016667,999,'0'
1,1,0,0.045614,0.035088,285,0,1,1154.183333,947,'1'
1,1,0,0.003509,0.003509,285,1,3,1148.6,943,'1'
1,1,0,0.077193,0.049123,285,1,2,2643.5,1662,'0'
1,1,0,0.075,0,280,1,2,1154.9,941,'0'
1,1,0,0.048327,0.011152,269,1,9,1150.983333,936,'0'
1,1,0,0.003774,0.033962,265,1,8,1141.433333,919,'0'
1,1,0,0.04428,0.059041,271,1,5,1147.083333,910,'0'
1,1,0,0.337553,0.219409,237,1,76,1124.95,890,'0'
1,1,0,0.00885,0.00885,226,0,26,2622.183333,1604,'0'
1,1,0,0.013274,0,226,1,21,1286.216667,1860,'0'
1,1,0,0.045045,0,222,1,2,1037.633333,1523,'0'
1,1,0,0.00813,0.00813,123,1,21,894.333333,1113,'1'
1,1,0,0.02439,0,123,0,26,718.166667,987,'0'
1,3,0.754913,0.083871,0.025806,103.333333,1,116,1099.5,1246,'1'
1,1,0,0.016949,0.033898,118,0,22,1181.166667,1183,'0'
1,1,0,0.067797,0.20339,118,0,21,354,374,'0'
1,1,0,0.007937,0.007937,126,1,1,1069.5,872,'0'
1,1,0,0,0.022222,135,0,0,1033,821,'0'
1,1,0,0.061538,0.053846,130,0,1,946.5,897,'0'
1,3,0.907138,0.224764,0.191117,106.142857,1,132,943,790,'1'
1,1,0,0.023438,0.039063,128,1,20,787,747,'0'
1,1,0,0.101563,0.390625,128,1,1,615,571,'1'
1,1,0,0,0.027972,143,0,0,47,30,'0'
1,1,0,0.054422,0.013605,147,0,5,46,29,'1'
1,1,0,0.035461,0.007092,141,1,0,725,591,'0'
1,3,0.410494,0.088812,0.016148,173.4,1,15,694,574,'1'
1,2,0.605187,0.027113,0.015949,313.5,0,11,670,552,'0'
1,1,0,0,0.007519,133,0,0,449,339,'0'
1,1,0,0.024096,0.072289,83,1,1,447,337,'1'
1,2,0.692689,0.497238,0.127072,90.5,0,0,499,391,'0'
1,1,0,0.08,0.04,75,0,0,497,389,'0'
1,3,0.240351,0.024631,0.00197,338.333333,0,3,496,388,'0'
1,1,0,0.062147,0.042373,354,1,49,1227.916667,1410,'0'
1,1,0,0.012658,0.006329,158,1,17,733.5,596,'0'
1,1,0.579764,0.094498,0.017943,418,0,4,170,189,'0'
1,1,0.874556,0.659686,0.015707,95.5,0,5,501,393,'0'
1,1,0,0,0,10,0,0,449.5,362,'0'
1,1,0,0.025381,0,197,1,93,1252.209524,1476,'0'
1,1,0,0.072917,0.041667,192,1,35,1620.911905,2448,'0'
2,3,0.741435,0.050554,0.058172,206.285714,0,210,1549.3,3196,'0'
2,2,1,0.079096,0,177,1,54,1253.2,2079,'0'
1,1,0,0.005848,0.005848,171,0,0,1407.533333,828,'0'
1,1,0,0.005848,0.005848,171,1,1,1406.533333,827,'0'
1,1,0,0.02924,0.011696,171,1,116,1278.183333,1851,'0'
1,1,0,0.017751,0.017751,169,0,4,2458.05,1459,'1'
1,1,0,0.005917,0.011834,169,0,41,2464.216667,1453,'0'
1,1,0,0.072917,0.041667,192,1,104,1621.911905,2449,'0'
1,1,0,0.052239,0,134,1,126,732.3,1167,'0'
1,1,0,0.031008,0.03876,129,1,27,106,85,'0'
1,1,0,0.035398,0.035398,113,0,133,3532.319517,7512,'0'
1,1,0,0.017699,0.017699,113,1,111,2855.129726,6084,'0'
1,1,0,0.424779,0.017699,113,1,67,249,234,'0'
1,1,0,0.268657,0.149254,67,1,15,1435.833333,1623,'1'
1,1,0,0.017699,0.017699,113,1,178,2856.129726,6085,'0'
1,1,0,0,0,75,1,0,37,37,'0'
2,4,0.724217,0.10442,0.102178,164.315789,1,34,3068.297908,8290,'0'
1,1,0,0.087209,0.02907,172,1,78,95.5,93,'0'
1,1,0.793425,0.195652,0.231884,92,1,123,699.5,850,'0'
1,6,0.749857,0.029024,0.048959,162.428571,1,1012,663.166667,774,'1'
1,1,0,0.007042,0.021127,142,1,0,394.166667,472,'0'
1,2,0,0,0,24.333333,1,0,772.666667,743,'0'
1,1,0,0,0,10,0,0,447.5,360,'0'
2,3,0.963988,0.238579,0.162437,131.333333,1,82,1287.183333,2033,'0'
1,1,0,0,0,24,1,0,1143.433333,1738,'1'
1,1,0,0.033333,0.033333,60,1,57,2935.66912,8219,'0'
1,2,0.915491,0.29927,0.226277,68.5,1,950,694.416667,868,'1'
1,1,0,0.033333,0.033333,60,1,64,664.833333,919,'0'
1,1,0,0,0,61,1,0,1483.666667,635,'0'
1,1,0,0.013889,0.013889,72,0,0,2504.733333,1438,'0'
1,1,0.968719,0.041667,0.055556,57.6,0,50,1507.333333,661,'1'
1,1,0,0,0,37,1,0,1470,610,'0'
1,1,0,0,0.272727,11,0,34,2456.55,1455,'0'
1,2,0.058647,0.493233,0.171429,332.5,1,8,1121.1,1725,'0'
1,1,0,0,0,11,1,0,1473.666667,641,'0'
1,1,0,0.017391,0.008696,115,1,27,2466.216667,1454,'0'
1,1,1,0,0.010152,98.5,0,2,1548.833333,700,'0'
1,2,0.895015,0.004202,0.063025,79.333333,0,0,2513.733333,1447,'0'
1,2,0.978327,0.145669,0.023622,63.5,1,19,2508.733333,1442,'1'
1,1,0,0,0,0,0,1,2509.733333,1443,'0'
1,1,0,0,0,0,0,1,2510.733333,1444,'0'
1,1,0,0.035714,0.011905,84,1,15,2414.933333,1485,'0'
1,2,0,0,0,12.666667,1,0,2126.125794,3686,'0'
1,1,0,0,0,9,1,0,207.5,204,'0'
1,1,0.998231,0.025105,0.39749,119.5,1,0,2142.157143,3531,'0'
1,1,0,0.011628,0.011628,86,0,0,1687.472619,2964,'0'
1,1,0,0.007194,0.007194,139,0,0,1686.472619,2963,'1'
1,2,0,0,0,46,0,0,1677.832143,2954,'1'
1,1,0,0.026082,0.017203,1802,1,0,247.25,641,'0'
1,1,0,0.011167,0.005583,1791,1,0,262,634,'0'
1,2,0.997688,0.00574,0.008088,1916.5,1,48,613.666667,703,'0'
1,1,0,0.015315,0.001134,1763,1,0,268.666667,632,'0'
1,1,0,0.022063,0.001789,1677,1,2,278.083333,608,'0'
1,1,0,0.003073,0.003073,1627,1,0,492.5,554,'0'
1,2,1,0.000552,0.000552,1812,1,6,491.5,553,'0'
1,2,0.689245,0.029778,0.01895,615.666667,1,142,467,528,'0'
1,1,0,0.002472,0.001236,1618,1,0,462,523,'0'
1,1,0,0.011132,0.012369,1617,1,3,461,522,'1'
1,1,0,0.001855,0.001237,1617,1,2,455,516,'0'
1,1,0,0,0.000618,1617,1,0,451,512,'0'
1,1,0,0.027529,0.011012,1453,1,5,421,479,'0'
1,1,0,0.022084,0.031746,1449,1,0,408,466,'0'
1,5,0.53675,0.063268,0.005061,276.6,0,1593,2716.231782,6444,'0'
1,1,0,0,0,32.5,1,0,396,454,'1'
1,1,0,0,0.086957,23,1,0,416,474,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0.387755,0.020408,49,1,210,3075.397253,8205,'0'
1,1,0,0,0,0,1,0,2464.287734,6149,'0'
1,1,0,0,0,0,1,0,2500.287734,6185,'0'
1,1,0,0.363636,0.027273,110,1,56,695.416667,869,'0'
1,1,0,0.05,0.03,100,0,3,642.166667,753,'0'
1,1,0,0,0.01,100,1,12,3694.341017,7712,'0'
1,1,0,0,0,0,0,0,2464.287734,6149,'0'
1,1,0,0.317757,0.009346,107,1,155,699.5,840,'0'
1,1,0,0,0,0,0,0,2464.287734,6149,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0.242424,0.030303,33,1,37,3395.089735,8150,'0'
1,1,0,0,0,0,0,0,2464.287734,6149,'0'
1,1,0,0,0,0,0,0,2464.287734,6149,'0'
1,1,0,0.066667,0.066667,15,1,32,3531.760859,7567,'0'
1,1,0,0,0,0,0,0,2464.287734,6149,'0'
1,1,0,0,0,28,1,0,3511.63539,7419,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0,0,27.25,1,0,267.083333,597,'0'
1,1,0,0,0,15,1,0,3482.524531,7386,'0'
1,1,0,0,0,14,1,0,3484.524531,7388,'1'
1,1,0,0.37931,0,29,1,4,350.5,434,'0'
1,1,0,0.413793,0.344828,29,1,6,3513.57868,7421,'0'
1,1,0,0,0,0,0,0,2464.287734,6149,'0'
1,1,0,0,0,0,0,0,2464.287734,6149,'0'
1,2,0.1449,0.529412,0.183824,68,1,212,43,42,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,1,0,0,0,0,0,0,2770.231782,6498,'0'
1,2,0.998364,4.2,0,10,0,0,2770.231782,6498,'0'
1,1,0,0.473684,0.122807,57,1,120,3695.41829,7844,'0'
1,3,0.915758,0.070321,0.059979,107.444444,1,86,3492.662482,7438,'1'
1,1,0,0,0,0,0,0,2464.287734,6149,'0'
1,1,0,0,0,12.333333,1,0,2893.906002,8243,'0'
1,3,0.472753,0.058753,0.010791,166.8,1,639,2893.906002,8243,'1'
1,1,0.960362,0.492754,0.376812,34.5,1,10,3507.63539,7415,'0'
1,1,0,0,0,0,0,0,2500.287734,6185,'0'
1,4,0,0,0,43.75,1,0,2882.906002,8232,'1'
1,2,0.634852,0.12292,0.166398,266.142857,1,93,2709.596429,5341,'0'
1,1,0,0.159696,0.152091,263,1,5,2673.919048,5288,'1'
1,1,0.881291,0.017964,0.011976,334,0,0,2661.664286,5271,'1'
1,1,0,0.034483,0.019157,261,0,0,2659.664286,5269,'1'
1,1,0.764205,0.050536,0.032159,326.5,1,0,2630.230952,5237,'0'
1,1,0,0.010127,0.005063,395,1,1,2719.535317,5352,'0'
1,1,0,0.006231,0.006231,321,0,0,2686.607143,5302,'0'
1,1,0,0.028037,0.040498,321,1,0,2685.607143,5301,'0'
1,1,0,0.01548,0.006192,323,1,0,1465.083333,1720,'0'
1,1,0,0.006211,0.003106,322,1,1,1464.083333,1719,'0'
1,1,0,0.012461,0.006231,321,1,1,2680.728571,5295,'1'
1,1,0,0.01875,0.021875,320,1,3,2672.919048,5287,'0'
1,1,0,0.015625,0.0125,320,1,3,2674.397619,5284,'1'
1,1,0,0,0,86.058824,1,0,2612.230952,5219,'1'
1,1,0.510608,0.229236,0.149502,240.8,1,24,2714.596429,5346,'0'
1,1,0,0.007353,0.007353,136,1,1,2699.427778,5316,'0'
1,1,0,0.051471,0,136,1,2,1463.083333,1718,'0'
1,1,0,0.122137,0.099237,131,0,0,2675.919048,5290,'0'
1,1,0,0.007813,0.007813,128,1,6,2674.919048,5289,'0'
1,1,0.949343,0.020073,0.012774,274,1,4,2647.514286,5255,'0'
1,1,0,0.043478,0.038647,414,1,0,2700.427778,5317,'1'
1,1,0,0.046005,0.009685,413,1,1,2695.427778,5312,'0'
1,1,0,0.01199,0.040767,417,1,0,137,122,'0'
1,1,0,0.002375,0.002375,421,1,1,309,347,'1'
1,1,0,0.054632,0.002375,421,1,1,2679.728571,5294,'1'
1,1,0,0.009901,0,404,1,0,2677.919048,5292,'0'
1,1,0,0,0.004975,402,1,0,2676.919048,5291,'0'
1,2,0.934068,0.029982,0.005291,283.5,1,15,134,119,'0'
1,1,0,0.019851,0.014888,403,1,0,2675.397619,5285,'0'
1,1,0,0.056511,0.068796,407,1,2,2671.397619,5281,'1'
1,1,0,0,0.0199,402,0,1,2656.664286,5266,'0'
1,1,0,0.002451,0.002451,408,1,0,2654.514286,5262,'0'
1,1,0,0.031863,0,408,1,0,2652.514286,5260,'1'
1,6,0.877479,0.015699,0.015699,169.866667,1,105,2786.424603,5415,'1'
1,1,0,0,0,0,0,0,2548.287734,6233,'0'
1,1,0,0,0,0,0,0,2548.287734,6233,'0'
1,1,0,0,0,0,0,0,2510.287734,6195,'0'
1,1,0,0,0,0,0,0,2548.287734,6233,'0'
1,1,0,0,0,0,0,0,2548.287734,6233,'0'
1,1,0,0,0,0,0,0,2548.287734,6233,'0'
1,1,0,0,0,0,0,0,2510.287734,6195,'0'
1,1,0,0,0,0,0,0,2548.287734,6233,'0'
1,1,0,0,0,0,0,0,2548.287734,6233,'0'
1,1,0,0,0,31.5,1,0,2628.230952,5235,'0'
1,1,0,0,0,0,0,0,2548.287734,6233,'0'
1,1,0,0.030303,0.030303,33,1,0,2715.596429,5347,'0'
1,1,0.591673,0.016949,0,206.5,1,9,2698.427778,5315,'1'
1,1,0.391244,0.0317,0.005764,173.5,1,2,2658.664286,5268,'0'
1,1,0.723022,0.035748,0.010348,265.75,1,1,2651.514286,5259,'0'
1,1,0,0,0,0,0,0,2548.287734,6233,'0'
1,1,0,0,0,0,0,0,2510.287734,6195,'0'
1,1,0,0,0,0,0,0,2510.287734,6195,'0'
1,3,0.681055,0.224969,0.105068,161.8,0,0,2550.946068,6278,'0'
1,1,1,0.026022,0.003717,269,1,0,2545.946068,6273,'0'
1,1,0.803335,0.114374,0.054096,215.666667,1,0,2543.946068,6271,'0'
1,1,0,0,0,0,0,0,2510.287734,6195,'0'
1,1,0,0,0,18,1,0,1066.166667,958,'0'
1,4,0.603214,0.160084,0.1155,196.588235,1,534,1030.216667,1517,'1'
1,1,0,0.064935,0,77,0,6,1064.5,893,'0'
1,3,0.772096,0.011236,0.014232,190.714286,1,855,389.166667,468,'0'
1,21,0.763353,0.090526,0.061353,126.265823,1,5617,602,492,'1'
1,1,0,0.017544,0.017544,114,1,0,222,215,'0'
1,1,0,0.008772,0,114,1,177,221,214,'0'
1,1,0,0.598214,0.035714,112,1,27,269.166667,494,'0'
1,2,0.940286,0.038123,0.085044,170.5,1,7,1581.75,1332,'0'
1,1,0,0.011494,0,87,1,28,1554.666667,1308,'0'
1,2,0.999142,0.028662,0.063694,157,1,2,1530,1291,'0'
1,1,0,0,0.012346,81,0,8,1185.333333,1217,'0'
1,1,0,0.017857,0.017857,56,1,7,1170.166667,1163,'0'
1,2,0.833777,0.172043,0.075269,62,1,4,211,188,'1'
1,1,0.889199,0.069815,0.00616,97.4,1,26,1142.333333,1123,'1'
1,1,0,0.354839,0.129032,31,1,93,2516.566667,1448,'0'
1,1,0,0,0.003145,318,1,2,1183.916667,1430,'0'
1,2,0.866566,0.04308,0.053162,99.181818,1,82,1160,1142,'1'
2,2,0.650022,0.01,0.02,100,1,0,1575.25,2030,'0'
