@relation mydataframe
@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,1,0.871369,0.011124,0,3,43,7963.5,13736,'0'
1,1,0,0.003891,0,3,18,369,369,'0'
1,1,0,0.031128,1,3,11,341,341,'0'
1,1,0,0.208835,1,3,15,216,216,'0'
1,1,0,0.004132,0,2,49,147,147,'0'
1,1,0,0.00813,0,1,7,11042,11042,'0'
1,1,0,0.003401,0,3,89,650.5,793,'0'
1,1,0.142573,0.195212,0,3,178,648.5,791,'0'
1,1,0,0.005263,0,4,281,2791.766667,4711,'0'
1,2,0.291818,0.023239,0,6,503,2789,2904,'0'
1,1,0,0.005391,0,7,172,877,1228,'0'
1,1,0,0.013699,0,3,239,1473.333333,2567,'0'
1,1,0,0.584906,1,3,28,319,319,'0'
1,1,0.674834,0.00876,1,11,1446,613.983333,1989,'0'
1,1,0,0.035971,1,6,596,2111.116667,4486,'0'
1,1,0,0.008197,0,3,0,2463.166667,3806,'0'
1,1,0,0.008197,0,3,11,2462.166667,3805,'1'
1,1,0,0.009524,1,3,21,1,1,'1'
1,1,0,0.048077,1,1,5,10939.5,11313,'1'
1,1,0,0.224138,1,6,46,1691.5,1743,'0'
1,1,0.913191,0.011881,0,4,1040,1239.25,2149,'0'
1,1,0.602226,0.029703,0,9,819,910.916667,1828,'0'
1,1,0,0.040541,0,6,0,4487.491667,20351,'0'
1,1,0,0.230769,0,6,19,4486.491667,20350,'0'
1,1,0.970951,0.034722,0,7,370,879,1230,'0'
1,18,0.852053,0.008372,0,7,4316,2618.5,2705,'1'
1,1,0.909072,0.109434,1,3,285,1983.666667,3261,'1'
1,1,0.960964,0.083832,1,2,644,171,171,'0'
1,1,0,0.016949,1,6,19,1449,1449,'0'
1,4,0.784629,0.122401,0,11,11685,820,867,'0'
1,1,0.997519,0.185567,0,1,15,1055.833333,1466,'0'
1,1,0,0,0,1,0,1010.666667,1419,'0'
1,5,1,0.022396,0,5,12953,3149.933333,5346,'0'
1,6,0.872633,0.023098,0,10,970,908,994,'0'
1,1,0,0.046512,1,7,8,482.121429,991,'0'
1,1,0,0.00813,1,6,0,330,330,'0'
1,1,0,0.00813,1,6,0,329,329,'0'
1,1,0,0.023438,0,8,173,880,1231,'0'
1,2,1,0,0,3,0,1742.666667,3698,'0'
1,1,0,0,0,1,0,1076,1520,'1'
1,1,0,0.0625,0,1,0,1043.5,1790,'0'
1,2,0,0,0,1,0,1042.5,1789,'0'
1,1,0.970951,0.055556,0,4,110,2673.9,4292,'0'
1,1,0,0.066667,0,3,1,2646.233333,4210,'0'
1,1,0,0.230769,0,3,7,1665.183333,2814,'0'
1,1,0,0.076923,0,2,79,5213.666667,17204,'0'
1,3,0.877758,0.109085,0,11,4579,376,376,'1'
1,1,0,0.025316,0,3,4,5725.833333,15963,'0'
1,1,1,0.013986,0,3,0,794,1030,'0'
1,1,1,0.013986,1,3,34,792,1028,'0'
1,1,0.954052,0.053254,0,3,668,2247.083333,4390,'0'
1,1,0,0.057143,1,3,0,1422.5,2300,'0'
1,1,0.992058,0.001608,0,3,16,1421.5,2299,'0'
1,1,0.992058,0.043887,1,3,134,1406.5,2284,'0'
1,1,0,0.064516,1,2,168,208,208,'0'
1,1,0,0.241935,0,1,13,1973,1973,'0'
1,1,0,0.023973,1,7,36,625.95,2009,'0'
1,7,0.427601,0.028458,0,14,845,885.416667,1802,'0'
1,1,0.805328,0.029151,0,11,156,957.5,1701,'0'
1,1,0.624187,0.020539,0,11,127,1019.833333,1687,'0'
1,2,0.854128,0.01434,0,11,536,876.333333,1487,'0'
1,1,0,0.019417,0,6,10,933,1048,'0'
1,1,0,0.003247,0,6,6,910,996,'0'
1,1,0,0.003846,0,4,0,5050.1,18732,'1'
1,2,0.958403,0.007701,0,7,34,2788.533333,4409,'1'
1,1,1,0.002191,0,5,13,1678.683333,2870,'0'
1,1,0,0.058442,0,3,1,1648.516667,2823,'0'
1,1,0.375481,0.13189,0,3,14,1644.183333,2818,'1'
1,1,0,0.340136,0,2,0,1526.25,2649,'1'
1,1,0.071504,0.128906,0,3,112,1524.25,2647,'0'
1,1,0,0.428571,0,2,0,1378.083333,2349,'1'
1,1,0,0.254902,0,2,0,1372.083333,2343,'1'
1,1,0,0.395683,0,2,0,1371.083333,2342,'0'
1,1,0,0.060811,0,2,1,5151.666667,17285,'0'
1,1,0,0.44898,0,2,22,5154.366667,17283,'0'
1,6,0.841189,0.097305,0,7,10350,2612.483333,4806,'0'
1,2,0.987138,0.040529,0,11,819,819.833333,1404,'0'
1,1,0,0.132258,0,7,126,839.5,1190,'0'
1,1,0.841823,0.004318,0,12,124,663.990476,2270,'0'
1,1,0,0,0,11,50,625.683333,2065,'0'
1,1,0,0.001401,1,11,2,655.233333,2056,'0'
1,6,0.760865,0.042922,0,13,2025,583.65,1932,'1'
1,1,0,0.010029,0,11,7,804.833333,1885,'0'
1,1,0,0.002171,0,11,1,953.5,1703,'0'
1,1,0.666578,0.010012,0,11,36,1017.666667,1681,'0'
1,1,0,0.000729,0,11,0,992.166667,1644,'0'
1,1,0,0,0,11,43,839,1131,'0'
1,1,0,0.003685,1,10,1,924,1067,'1'
1,2,0.954434,0,0,11,18,922.5,1063,'0'
1,1,0,0.022845,0,9,0,933.5,1023,'0'
1,1,0.936667,0.005258,0,11,3,927.5,1017,'0'
1,1,0,0.002211,0,9,13,837.5,870,'0'
1,1,0,0.000742,0,7,27,588.416667,1234,'0'
1,2,0.845351,0.007621,0,7,166,2295.633333,4823,'0'
1,1,0,0.001484,0,7,4,2814.85,4753,'0'
1,1,0,0.00149,0,7,0,2799.433333,4719,'0'
1,1,0,0.002129,0,7,10,2784.383333,4638,'0'
1,1,0,0.000709,0,7,1,2870.233333,4621,'0'
1,2,1,0.001647,0,7,6,1196.516667,1507,'0'
1,1,0,0.043073,0,6,0,5049.1,18731,'1'
1,1,0,0.006618,0,5,10,2466.75,3813,'0'
1,8,0.64058,0.038575,0,6,600,529.833333,776,'1'
1,1,0,0.001479,0,5,1,1525.25,2648,'0'
1,2,0.205593,0.020552,0,5,0,1364.5,2412,'1'
1,2,0.139144,0.041638,0,7,37,1362.5,2410,'0'
1,1,0,0.009694,0,5,1,1358.75,2361,'1'
1,1,0,0.001527,0,5,4,5207.65,17270,'0'
1,2,0.787127,0.007697,0,5,8,5211.183333,17209,'0'
1,1,0,0.006897,0,5,0,5235.666667,17182,'0'
1,4,0.974053,0.003002,0,5,329,5261.6,17129,'1'
1,1,0,0.056705,0,5,0,1223.25,2133,'1'
1,2,0.437718,0.012958,0,5,11,5268.083333,17110,'0'
1,1,0.529361,0.005041,0,6,75,1217.333333,2108,'0'
1,1,0.689288,0.008264,0,6,70,5510.483333,16504,'0'
1,1,0.586717,0.079308,0,6,26,1098.333333,1673,'0'
1,1,0,0.448708,0,5,2,1055.166667,1608,'1'
1,1,0,0.007053,0,5,3,1027.166667,1573,'0'
1,1,0.707197,0.006683,0,6,5,5623.583333,15826,'0'
1,1,0,0.000786,0,5,0,1069,1513,'0'
1,1,0,0.008648,0,5,0,5673,15802,'0'
1,1,0.829995,0.026475,0,6,8,1067.833333,1479,'0'
1,3,0.81752,0.002425,0,6,0,271.5,325,'0'
1,1,0,0.015898,0,5,1,1039.333333,1448,'1'
1,1,0,0.000797,0,5,2,1011.666667,1420,'0'
1,1,0,0.003987,0,5,3,998.666667,1407,'0'
1,1,0,0.012759,0,5,0,982.333333,1383,'0'
1,1,0,0.01063,0,4,0,949.5,1347,'1'
1,1,0,0,0,4,0,948.5,1346,'0'
1,1,0.241076,0.068182,0,4,3,947.5,1345,'1'
1,1,0,0.066998,0,4,3,927.833333,1325,'0'
1,1,0,0.015447,1,4,2,896.833333,1288,'0'
1,2,0.762138,0.075083,1,3,423,879.166667,1270,'1'
1,1,0,0.006601,1,3,0,872.666667,1259,'0'
1,1,0,0.004983,0,3,0,851.333333,1228,'0'
1,1,0,0.008319,0,3,0,850.333333,1227,'1'
1,1,0.985228,0.007053,1,3,6,849.333333,1226,'1'
1,1,0,0.001665,0,3,0,847.333333,1224,'0'
1,1,0,0.01,0,3,7,6474.916667,15365,'0'
1,1,0.667811,0.009862,1,5,6,824,1192,'1'
1,1,0,0.022766,0,3,0,826,1185,'1'
1,1,0,0.038394,0,3,5,828,1126,'0'
1,2,1,0.0026,0,5,16,6527.166667,14973,'1'
1,1,0.280089,0.055139,0,5,6,752,960,'0'
1,1,0,0.004472,0,3,3,715.5,889,'0'
1,1,0,0.000894,0,3,0,6905.166667,14768,'0'
1,1,0,0.003683,0,3,0,647,809,'0'
1,1,0,0.000952,0,3,19,645,807,'0'
1,1,0,0.037321,0,3,1,7961,13744,'0'
1,1,0,0.001938,0,3,1,7960,13730,'0'
1,1,0,0.006843,0,3,4,7945,13708,'0'
1,1,0,0.004902,0,3,0,718,718,'0'
1,1,0,0.139418,0,3,1,7954.5,13697,'0'
1,1,0,0.046107,0,3,1,7905,13522,'0'
1,1,0,0.017801,0,3,0,611,611,'0'
1,1,0,0.013684,0,3,0,609,609,'0'
1,1,0.949452,0.014188,0,3,0,7927,13443,'0'
1,2,0.964079,0.017058,0,3,0,7928.5,13432,'0'
1,1,0,0,0,3,0,7926.5,13430,'0'
1,3,0.41741,0.118672,0,3,49,7925.5,13429,'0'
1,1,0,0.002296,0,3,0,592,592,'0'
1,1,0.341154,0.023443,0,3,0,541,541,'0'
1,1,0.362678,0.05331,0,3,7,538,538,'0'
1,1,0,0.001351,0,2,3,509,509,'0'
1,2,0.751188,0.025873,0,2,250,8042,12881,'0'
1,1,0,0.048209,0,2,8,327,327,'0'
1,1,0,0.006173,0,2,0,52,52,'0'
1,1,0,0.027864,0,2,7,51,51,'0'
1,1,0,0.019967,0,1,3,10879.5,11253,'0'
1,1,0,0.033333,0,1,0,11236,11236,'0'
1,1,0,0.065,0,1,1,11235,11235,'0'
1,1,0,0.052632,0,1,0,11205,11205,'0'
1,1,0,0.003396,0,1,0,11203,11203,'0'
1,1,0,0.156197,0,1,0,11200,11200,'0'
1,1,0,0.161634,0,1,0,11131,11131,'0'
1,1,0,0.066667,0,1,0,11025,11025,'0'
1,1,0.985228,0.001346,0,1,0,11001,11001,'0'
1,2,0.819241,0.006324,0,1,60,10805,10805,'0'
1,1,0,0.229675,0,1,4,10757,10757,'0'
1,1,0,0.002326,0,1,2,9860,9860,'0'
1,2,0.863121,0.015296,0,1,0,9828,9828,'0'
1,2,0.782831,0.286925,0,1,73,9811,9811,'0'
1,1,0,0.004525,0,1,6,9799,9799,'0'
1,1,0,0.024887,0,1,1,9722,9722,'0'
1,1,0,0.004292,0,1,0,9380,9380,'0'
1,1,0,0.017167,0,1,5,9374,9374,'0'
1,2,0.629249,0.02,0,1,42,9148,9148,'0'
1,1,0,0,0,11,387,854.333333,1334,'0'
1,4,0.197661,0.026971,0,13,1374,4037.638889,21799,'0'
1,1,0,0.039114,0,11,60,840.5,1191,'0'
1,1,0,0,0,11,156,819,1881,'0'
1,1,0,0.003497,0,11,172,641.873809,2225,'0'
1,1,0.899106,0.00775,0,11,271,978.5,1624,'0'
1,1,0,0,0,1,1,1370.083333,2341,'0'
1,1,0,0,0,1,0,376,376,'0'
1,1,0.737902,0.081967,0,8,442,168,168,'0'
1,1,0,0.117647,0,5,307,850,1201,'0'
1,1,0,0,0,1,0,876.333333,1487,'0'
1,1,0,0,0,3,63,1062.833333,1723,'0'
1,1,0.901207,0.030186,1,5,43,917.666667,1313,'1'
1,1,0.330278,0.034119,0,3,18,44,44,'0'
1,1,0,0,0,1,446,10377,10377,'0'
1,2,0.671398,0.011952,1,6,9,2229,3165,'1'
1,1,0,0.25641,0,3,100,745,953,'0'
1,8,0.818157,0.031552,0,7,1416,2844.75,4803,'1'
1,1,0,0.159091,1,3,70,1539,1705,'0'
1,1,0,0.121771,1,7,8,2371.166667,3715,'0'
1,1,0,0.023585,1,5,65,369.533333,674,'0'
1,3,0.50323,0.057665,1,5,0,248.333333,324,'1'
1,1,0,0.014151,0,7,501,841.5,1192,'0'
1,1,0.705985,0.184848,1,7,0,599.65,1948,'0'
1,2,0.94566,0.52459,1,1,10,597.4,1950,'0'
1,1,0,0,1,1,0,599.65,1948,'0'
1,1,1,0.054545,0,6,47,938.916667,1856,'1'
1,1,0,0,0,6,47,936.916667,1854,'0'
1,1,0.887568,0.015534,0,6,500,1246.25,2156,'1'
1,1,0,0.044776,1,3,8,712,712,'0'
1,1,0,0.084507,0,6,363,842.5,1193,'0'
1,1,0,0.014184,0,6,1,944.916667,1863,'0'
1,1,0,0.042553,0,6,1,941.666667,1859,'0'
1,1,0,0.2,0,6,12,935.916667,1853,'0'
1,1,0.870864,0.112676,0,6,70,887.416667,1804,'0'
1,1,0.846353,0.016823,0,5,11,5914.166667,15556,'1'
1,1,0,0.02439,0,3,1,7953.5,13696,'0'
1,1,0,0.00625,0,2,0,267,267,'0'
1,1,0.353359,0.041063,0,1,77,9801,9801,'0'
1,1,0,0.082707,0,6,375,843.5,1194,'0'
1,1,0.870864,0.112676,0,6,156,889.416667,1806,'0'
1,2,0.295215,0.008438,1,14,0,2388.583333,3779,'0'
1,2,0.77935,0,0,13,11,1562.166667,2614,'0'
1,7,0.803023,0.006356,1,14,1421,447.451587,1289,'1'
1,1,0.890492,0.003083,1,11,1,1634.333333,2282,'0'
1,2,1,0.00211,1,11,0,410.133333,1178,'0'
1,1,0,0.018182,1,4,0,491.161905,1097,'0'
1,2,0.918296,0.002077,0,11,12,4460.528571,20468,'0'
1,2,0.504496,0.004717,1,7,0,1580,1580,'0'
1,1,0,0.031746,0,2,1,332,332,'0'
1,1,0,0.015625,1,2,46,319,319,'0'
1,1,0,0.185185,0,5,124,844.5,1195,'0'
1,1,0,0,0,1,0,533,549,'0'
1,1,0,0.007614,0,7,163,2183.616667,4579,'0'
1,1,0,0.012723,1,7,36,2404.083333,3818,'0'
1,2,0.970794,0.030747,0,8,2096,953.833333,1717,'0'
1,1,0,0.002604,0,7,8,1386.833333,2627,'0'
1,1,0,0.002584,0,7,10,1558.833333,2527,'0'
1,1,0,0.002882,1,7,0,1433.666667,2379,'0'
1,2,0.793271,0.007524,1,9,39,1419.666667,2364,'0'
1,1,0,0.023256,0,7,0,1402,2338,'0'
1,1,0,0.049853,1,7,0,1369,2237,'0'
1,1,0,0.00361,0,7,137,833.5,1125,'0'
1,1,0,0.003247,0,4,7,2790.233333,4488,'0'
1,1,0.77935,0.007991,1,6,14,2060.5,2115,'0'
1,1,0,0.079545,0,3,0,1583.466667,2891,'0'
1,1,0,0.014981,0,3,15,1426.833333,2516,'1'
1,1,0.265007,0.017625,0,5,116,1226.25,2136,'0'
1,1,0.954434,0,0,4,86,1051.666667,1733,'0'
1,2,0.918296,0.001972,0,3,30,1057.166667,1610,'0'
1,1,0,0.003623,0,3,0,5676,15805,'0'
1,1,0,0.094203,0,3,1,5661,15790,'1'
1,1,1,0.003509,0,3,20,5600.416667,15680,'0'
1,1,0,0,0,3,0,788,1036,'0'
1,1,0,0.003509,0,3,35,6765.166667,14887,'0'
1,1,0,0.013937,0,3,0,7946,13716,'0'
1,1,0,0,0,3,12,7945,13715,'0'
1,1,0,0.013889,0,3,5,7985.5,13393,'0'
1,1,0,0.019011,0,2,1,318,318,'0'
1,1,0,0.011538,0,2,0,313,313,'0'
1,1,0,0,0,2,1,312,312,'0'
1,1,0.400732,0.07522,0,1,384,10891.5,11265,'0'
1,1,0,0.00361,0,7,157,814.5,1165,'0'
1,1,0,0.093264,0,6,225,911.5,1278,'0'
1,1,0,0.031088,0,4,11,2783.383333,4637,'0'
1,1,0,0.015152,0,3,8,1289.5,2067,'0'
1,1,0.384891,0.035971,0,1,12,10920.5,11294,'0'
1,1,0.768015,0.017335,0,1,379,10911.5,11285,'0'
1,1,0.997772,0.03491,0,1,1,11164,11164,'0'
1,1,0,0.012953,0,6,476,845.5,1196,'0'
1,3,0.884032,0.068437,0,7,880,2288.25,4867,'1'
1,1,0.991076,0.008973,0,4,70,1978.666667,3256,'0'
1,1,0,0.02381,0,3,471,2781.566667,4686,'0'
1,1,0.592021,0.099898,0,10,2698,1536.166667,1816,'0'
1,1,0,0.067873,0,6,390,847,1198,'0'
1,1,0,0.122449,0,5,623,848,1199,'0'
1,1,0.694523,0.085324,0,8,28,944.833333,1708,'0'
1,1,0,0.028409,0,7,207,830.666667,1398,'0'
1,1,0.877661,0.019864,0,9,634,837,846,'0'
1,1,0,0.027778,0,3,17,5835.166667,15672,'1'
1,2,0.616166,0.188552,0,3,24,954.166667,1352,'0'
1,1,0,0,0,3,0,864.166667,1245,'0'
1,1,0,0.036735,0,3,14,6882.833333,14715,'0'
1,2,0.870864,0,0,3,1,7959.5,13702,'0'
1,1,0,0.034483,0,7,158,849,1200,'0'
1,1,0,0.017045,0,7,703,1094.916667,2988,'0'
1,1,0,0.007634,0,6,0,884.166667,1508,'0'
1,1,0,0.145038,0,6,119,875.166667,1499,'0'
1,1,0,0.072,0,5,33,694,694,'0'
1,1,0,0.013158,0,4,0,171,171,'0'
1,1,0,0.032895,0,4,0,169,169,'0'
1,1,0,0.046296,0,3,0,2294.933333,4839,'0'
1,1,0,0.009259,0,3,5,2291.933333,4836,'0'
1,1,0,0.08,0,5,190,830.5,1111,'0'
1,1,0.715322,0.01907,0,10,194,852,1203,'0'
1,4,0.650827,0.05026,0,4,96,5860.583333,16201,'1'
1,1,0,0.000392,0,10,0,884.3,3087,'0'
1,1,0,0.032967,0,10,4,871.3,3074,'0'
1,1,0,0.001592,0,10,1,847.516667,3045,'0'
1,1,0,0.000401,0,10,68,2101.633333,5582,'0'
1,1,0,0.008042,1,10,5,639.983333,2030,'0'
1,1,0,0.001623,1,10,2,605.35,1975,'0'
1,1,0,0.015651,0,10,12,1093.916667,2987,'0'
1,2,0.768929,0.091712,0,12,557,1087.316667,2974,'0'
1,1,0,0.004179,0,10,3,2797.598088,22281,'0'
1,1,0.586175,0.03316,1,10,264,567.8,1910,'0'
1,1,0.753272,0.023458,1,12,20,1089.283333,2957,'0'
1,1,0,0.000434,0,10,45,2072.183333,4839,'0'
1,1,0,0.000435,0,10,4,1230.166667,2900,'0'
1,1,0,0.000438,0,10,11,2231.916667,4655,'0'
1,1,0,0.000442,0,10,15,946.916667,1865,'0'
1,2,0.81709,0,1,14,4,2392.583333,3783,'0'
1,2,0.835357,0.005625,1,14,82,2382.583333,3773,'0'
1,2,0.522559,0.007401,0,14,2,955.333333,1723,'0'
1,2,0.346766,0.019841,1,14,67,1464.166667,2740,'0'
1,2,0.93202,0.003183,0,10,0,979.5,1630,'0'
1,1,0,0.003576,0,10,0,1781.666667,2460,'0'
1,1,0,0.001789,0,10,0,1777.666667,2456,'0'
1,1,0,0.000448,1,10,6,1777,2448,'0'
1,1,0.874805,0.017969,0,10,352,889.333333,1514,'0'
1,1,0,0.019597,0,10,1,835.333333,1433,'1'
1,3,0.252134,0.09426,0,11,103,1630.833333,2278,'0'
1,1,0,0.001704,1,10,28,833.333333,1430,'0'
1,1,0,0.007386,1,10,1,1437.333333,1966,'0'
1,2,0.286397,0.008165,0,10,252,189.666667,332,'0'
1,1,0,0.013295,0,10,3,830.166667,1402,'0'
1,1,0,0.001245,0,10,1,200.5,320,'0'
1,1,0,0.001868,0,10,3,4020.303571,21426,'0'
1,1,0,0.001245,0,10,7,192.333333,311,'0'
1,1,0,0.001927,0,10,4,907,1317,'0'
1,2,0.391244,0.005317,0,12,14,914.5,1311,'0'
1,1,0,0.001927,0,10,6,789,1133,'0'
1,1,0,0.010451,1,10,0,1698,1803,'0'
1,1,0,0.007864,0,10,1,959,1018,'0'
1,1,0,0.005316,0,10,4,922.5,1026,'0'
1,1,0,0.001334,0,10,1,203,232,'0'
1,1,0,0.123498,0,9,4,911,997,'1'
1,1,0,0.005559,0,9,1,898.5,973,'0'
1,1,0.918296,0.002375,1,9,2,1700,1733,'0'
1,1,0.664332,0.003296,0,10,59,801,810,'1'
1,1,0,0.000775,0,9,0,803,803,'0'
1,1,0,0.023238,0,9,1,801,801,'0'
1,2,0.595467,0.041974,0,11,4,800,800,'1'
1,2,0.785341,0.039136,0,11,61,353,353,'1'
1,1,0,0.000862,0,9,2,691,691,'0'
1,2,0.57938,0.01977,0,9,0,684,684,'1'
1,1,0.5383,0.007841,0,9,6,547,547,'0'
1,1,0,0.001807,0,6,7,4927.242857,18938,'0'
1,1,0,0.007273,0,6,12,4966.380952,18922,'0'
1,1,0,0.024896,0,6,7,2862.116667,4612,'0'
1,1,0,0.032292,0,6,0,2796.816667,4495,'0'
1,1,0,0.003589,1,6,0,2792.466667,4478,'0'
1,3,0.555112,0.009556,0,7,20,2788.466667,4474,'0'
1,1,0,0.031138,0,6,6,5005.183333,18633,'1'
1,1,0,0.002635,0,5,14,4657.95,17744,'0'
1,1,0,0.003759,0,5,0,1083.666667,1836,'0'
1,1,0.986748,0.025465,0,5,234,5566.65,16442,'1'
1,1,0,0.002427,0,5,3,1076.166667,1630,'0'
1,1,0,0.007246,0,5,6,1031.166667,1577,'0'
1,1,0,0.015532,0,5,5,5848.666667,16174,'1'
1,1,0.165427,0.008013,0,5,9,5707.666667,15972,'1'
1,1,0,0.007168,0,5,4,1078,1522,'0'
1,1,0.618518,0.082384,0,5,27,5681,15810,'1'
1,1,0,0.001209,0,5,11,5669,15798,'0'
1,1,0,0.003628,0,5,0,5829.166667,15666,'0'
1,1,0,0.009662,0,5,5,5828.166667,15665,'0'
1,1,0,0.003663,0,5,3,945.5,1343,'0'
1,1,0,0.007472,0,5,0,858.166667,1239,'1'
1,1,0,0.001252,0,5,3,857.166667,1238,'0'
1,1,0,0.013774,1,5,3,858.5,1159,'0'
1,1,0,0.004144,0,5,0,6519.833333,15033,'0'
1,1,0,0.005517,0,5,2,6518.833333,15032,'0'
1,2,0.918296,0.003487,0,5,11,6790.166667,14789,'0'
1,2,0.706274,0.02451,0,5,0,719,898,'0'
1,2,0.798244,0.02964,0,5,0,6841.5,14784,'1'
1,1,0,0.015782,0,5,4,6840.333333,14778,'0'
1,1,0,0.002869,0,5,0,6908.166667,14771,'0'
1,1,0,0.371593,0,5,0,686.5,850,'0'
1,1,0,0.446479,0,5,0,685.5,849,'0'
1,1,0,0.008584,0,5,11,8204.833333,14533,'0'
1,2,0.405977,0.019485,0,5,2,131,131,'0'
1,1,0,0.0059,0,4,4,610,610,'0'
1,1,0,0.010309,0,4,2,73,73,'0'
1,1,0,0.002967,0,4,0,571,571,'0'
1,1,0,0.010606,0,4,0,45,45,'0'
1,1,0.970951,0.003363,0,3,3,7968,13340,'0'
1,1,0,0.004695,0,3,5,8044,12894,'0'
1,1,0,0.00939,0,3,0,8061,12871,'0'
1,1,0,0.028257,0,3,0,416,416,'0'
1,1,0,0.008606,0,3,6,8047,12857,'0'
1,1,0,0.13245,0,3,5,8008,12608,'0'
1,1,0,0.028765,0,3,0,272,272,'0'
1,1,0,0.017668,0,3,0,7688,12163,'0'
1,1,0,0.012389,0,3,11,7686,12161,'0'
1,1,0,0.01421,0,3,0,9983,12119,'0'
1,1,0,0.001783,0,3,3,9978,12114,'0'
1,1,0,0.003419,0,3,1,9951,12085,'0'
1,1,0,0.001468,0,3,0,156,156,'0'
1,1,0,0.001468,0,2,0,9775,11859,'0'
1,1,0,0.001466,0,2,5,9765,11849,'0'
1,1,0,0.008811,0,2,5,116,116,'0'
1,1,0.802353,0.018279,0,1,1,10917.5,11291,'0'
1,5,0.742416,0.009714,0,1,9,11161,11161,'0'
1,1,0.721928,0.002566,0,1,17,10768,10768,'0'
1,1,0,0.001927,0,1,0,9911,9911,'0'
1,2,0.210842,0.031915,0,1,0,9094,9094,'0'
1,1,0,0.003378,0,1,0,4265,4265,'0'
1,2,0.221422,0.204,0,1,9,4217,4217,'0'
1,1,0,0.001408,0,5,245,1068,1512,'0'
1,1,0.963302,0.023933,0,5,332,722,896,'0'
1,8,0.636888,0.040833,0,7,2587,359,359,'0'
1,6,0.855563,0.008317,0,7,31100,3149.933333,5346,'0'
1,8,0.501613,0.007884,0,7,617,1772.666667,3873,'0'
1,1,0,0.017284,0,10,318,902.166667,1533,'0'
1,2,0.733042,0.015957,0,11,2341,4028.638889,21790,'0'
1,1,0.469077,0.059261,0,11,559,830,1119,'0'
1,2,0.041126,0.143495,0,11,221,3996.213889,21076,'0'
1,2,0.136059,0.123957,0,10,8,3969.213889,21049,'0'
1,3,0.26085,0.041264,0,12,220,3963.213889,21043,'0'
1,1,0,0.008765,0,10,121,617.25,2086,'0'
1,1,0,0.01023,0,7,43,847,1361,'1'
1,3,0.517191,0.156139,0,5,291,5091.9,17599,'1'
1,1,0.811278,0.002805,1,3,0,1667.833333,3586,'0'
1,1,0.918296,0.012623,1,3,17,1664.833333,3583,'0'
1,1,0,0.008671,0,3,0,5744.5,15961,'0'
1,1,0,0.003195,1,3,84,1360,2199,'0'
1,1,0,0.067797,0,3,1,693.5,857,'0'
1,1,0,0.006826,0,3,0,6864.5,14722,'0'
1,1,0,0.075085,0,3,1,6863.5,14721,'0'
1,1,0,0.022727,0,1,68,9986,12126,'0'
1,1,0,0.041131,0,7,162,853,1204,'0'
1,1,0.965636,0.026034,0,7,138,1468.5,2773,'0'
1,1,0.940286,0.016474,1,7,10,1430.666667,2376,'1'
1,16,0.606327,0.034509,0,6,1168,5663.75,16414,'1'
1,2,0.503258,0.004149,0,3,2,5613.5,15717,'0'
1,1,0,0.028409,0,3,120,825.5,1091,'1'
1,1,0,0,1,2,38,355,355,'0'
1,1,0,0.033708,1,2,79,217,217,'0'
1,2,0.416072,0.055888,0,1,90,11012,11012,'0'
1,1,0,0,0,12,5,640.983333,2031,'0'
1,1,0.935532,0.011276,0,12,0,1094.516667,2963,'0'
1,1,0.591673,0.004611,1,12,3,1092.516667,2961,'0'
1,1,0.982859,0.006868,0,12,121,1084.633333,2950,'0'
1,1,0,0.002012,0,12,0,1097.633333,2943,'0'
1,3,0.624686,0.004128,0,11,15,1280.833333,2776,'0'
1,1,0,0.002465,0,11,9,938.166667,1569,'0'
1,1,0,0.007398,0,11,7,1678.666667,2345,'0'
1,1,0,0.000623,1,11,30,1642.666667,2295,'0'
1,4,0.80831,0.054608,0,11,40,1434.833333,1962,'0'
1,2,0.90072,0.036585,0,10,4,832.666667,1400,'0'
1,1,0.469077,0.059192,0,11,212,835,1124,'0'
1,1,0,0.000657,1,10,3,533,554,'1'
1,1,0.302174,0.029758,0,10,34,805,807,'1'
1,1,0,0.002753,0,8,23,112,112,'0'
1,1,0,0.000699,0,7,16,3033.5,3231,'0'
1,1,0,0.01115,0,7,5,3093,3211,'0'
1,1,0,0.01126,0,7,11,2782.383333,4636,'0'
1,1,0,0.004225,0,7,2,5006.564286,18908,'1'
1,1,0.543564,0.004983,0,7,17,2866.116667,4616,'0'
1,1,0,0,1,7,0,3812.266667,6543,'0'
1,1,0,0.001429,0,7,0,5037.3,18745,'0'
1,1,0,0.002857,0,7,0,3811.266667,6542,'0'
1,1,0,0.010007,0,7,7,3810.266667,6541,'0'
1,3,0.241558,0,0,7,6,3869.4,6441,'0'
1,1,0,0.01142,0,7,1,267,267,'0'
1,1,0,0.205374,1,7,3,3608.416667,5817,'0'
1,1,0,0.004219,0,7,3,1590.083333,2903,'0'
1,2,0.988016,0.008211,0,7,2,172,172,'1'
1,1,0,0.000714,0,7,10,5019.816667,17393,'0'
1,1,0,0.002143,0,7,5,1466,2559,'0'
1,1,0,0.001429,0,7,0,1421.166667,2510,'0'
1,1,0,0.001429,0,7,13,1419.166667,2508,'0'
1,1,0.918296,0.000499,0,6,0,5128.416667,17305,'0'
